Orthogroup	Bombyx_mori	Megachile_rotundata
OG0002924	XP_012553431.1	XP_012154453.1
OG0002925	XP_004933512.1, XP_012552022.1	XP_012137665.1
OG0002927	NP_001266349.1	XP_003705307.1
OG0002928	XP_037871663.1	XP_012151650.1
OG0002929	XP_037868432.1	XP_003703116.1
OG0002930	XP_012552926.1	XP_012152047.1, XP_012152046.1, XP_012152048.1
OG0002931	XP_037875986.1	XP_012138423.1
OG0002932	XP_021203168.1	XP_003702267.1
OG0002933	XP_004931019.1	XP_003705277.1, XP_012145131.1
OG0002934	XP_004921595.1	XP_012154056.1
OG0002935	XP_037867234.1	XP_012152758.1, XP_012152757.1, XP_003708452.1
OG0002936	XP_004922574.1	XP_003705937.1
OG0002937	XP_037873065.1, XP_037873062.1	XP_012142634.1
OG0002938	NP_001036912.1	XP_003702706.2
OG0002939	XP_004930752.2, XP_021206734.2	XP_003699248.1
OG0002940	XP_012548255.2	XP_003701818.1
OG0002941	XP_004925533.2	XP_003703282.1
OG0002942	XP_021203259.1	XP_003705771.1
OG0002943	XP_004924669.2	XP_012149073.1, XP_003706849.1
OG0002944	XP_037873229.1	XP_003706843.1
OG0002945	XP_037866572.1	XP_003707363.1
OG0002946	XP_021204898.1	XP_012140785.1
OG0002947	XP_004932814.1	XP_012143717.1, XP_012143716.1, XP_003704626.2
OG0002948	XP_004925549.2, XP_004929824.1	XP_003706119.1
OG0002950	XP_012550984.1	XP_003699655.1
OG0002951	XP_037872858.1	XP_003708084.1
OG0002952	NP_001244266.1	XP_012146869.1
OG0002953	XP_037869475.1, XP_037869478.1	XP_012138686.1
OG0002954	XP_004921858.1, XP_037876356.1	XP_012151986.1
OG0002955	XP_012546145.1, XP_004922523.2	XP_003701112.1
OG0002956	XP_004931537.2	XP_012137955.1
OG0002957	XP_037868326.1	XP_012142974.1
OG0002959	NP_001040508.1	XP_012140725.1
OG0002960	XP_037873720.1, XP_004933452.2	XP_012136430.1
OG0002961	XP_012553413.1	XP_003702137.1
OG0002962	XP_037874064.1	XP_003704584.1
OG0002963	XP_021203176.1	XP_012146691.1
OG0002964	XP_021209161.1	XP_012150513.1
OG0002965	XP_012553137.2	XP_012139133.1
OG0002966	XP_012545563.1, NP_001040208.1	XP_003699804.1, XP_012144650.1
OG0002967	XP_004929879.1	XP_003701267.1, XP_012135645.1, XP_012135646.1
OG0002968	NP_001040441.1	XP_003704832.1
OG0002969	XP_004924162.1	XP_003705318.1
OG0002970	XP_012543837.2	XP_003705930.1
OG0002971	XP_021208233.1	XP_012135686.1
OG0002972	XP_004932725.2, XP_012551359.1	XP_012147797.1
OG0002973	NP_001040504.1	XP_003702161.1
OG0002974	XP_037874380.1	XP_012135946.1
OG0002975	XP_037869834.1	XP_012143651.1
OG0002976	XP_037872824.1	XP_012145941.1, XP_012145942.1
OG0002977	XP_021204306.1	XP_012141045.1
OG0002979	NP_001037378.1	XP_012140170.1
OG0002981	XP_021208504.1, NP_001040138.1	XP_012137369.1, XP_012137366.1, XP_012137367.1, XP_012137368.1
OG0002982	XP_004929872.2	XP_012147038.1
OG0002983	XP_021206249.2	XP_012135447.1
OG0002984	XP_004930383.1	XP_003705541.1
OG0002985	XP_012551699.1	XP_003703545.1
OG0002986	NP_001037087.1	XP_003708155.1
OG0002987	XP_004929447.1	XP_003708455.1
OG0002988	XP_012551611.1	XP_012138504.1, XP_012138503.1, XP_012152446.1
OG0002989	XP_004926806.1	XP_003708257.1
OG0002990	XP_012551547.2	XP_012149555.1
OG0002991	XP_004930882.2	XP_003704126.1
OG0002992	XP_021206880.2	XP_012135823.1
OG0002993	XP_037877756.1	XP_003707985.2, XP_012151418.1
OG0002996	XP_037866744.1	XP_012135864.1
OG0002997	NP_001037388.1	XP_003705739.1
OG0002998	XP_021207678.1, NP_001166196.1	XP_012148947.1, XP_012148946.1
OG0002999	XP_012549232.1	XP_003706893.1
OG0003000	XP_012548202.1	XP_012146085.1
OG0003001	NP_001037016.1	XP_012151394.1
OG0003002	XP_021202386.2	XP_012150480.1
OG0003003	XP_037871438.1, XP_037871436.1	XP_003702258.1
OG0003004	XP_004928965.1	XP_012134904.1, XP_003700686.1
OG0003005	XP_012551065.1, NP_001037019.1	XP_012150001.1
OG0003006	XP_004931528.2	XP_003702752.1
OG0003007	XP_021207165.1	XP_003702063.1
OG0003008	XP_004924560.2	XP_012145207.1
OG0003009	XP_012544782.1, NP_001166610.1	XP_003702482.1
OG0003010	XP_037868288.1, XP_037868289.1	XP_003701269.1, XP_012135652.1
OG0003011	XP_004924085.1	XP_012153620.1, XP_012153621.1
OG0003012	NP_001040160.1	XP_012152645.1
OG0003013	XP_004932942.1	XP_012144068.1, XP_003704800.1
OG0003014	XP_012547026.1	XP_003707543.1
OG0003015	XP_012544843.2	XP_003705432.1
OG0003016	XP_012543905.1, XP_004923875.1, XP_012543906.1	XP_012142032.1, XP_003703936.1, XP_012142033.1
OG0003017	XP_004932098.1	XP_003699324.1
OG0003018	XP_021202483.2, XP_004924405.2	XP_003708161.2
OG0003019	XP_004927078.1	XP_003701257.1
OG0003020	XP_004932186.1	XP_012142319.1
OG0003021	XP_004925716.1, XP_012545464.1	XP_012144987.1
OG0003022	XP_037873964.1	XP_003705322.1
OG0003023	XP_004929163.1	XP_003701972.1
OG0003024	XP_004926410.2	XP_012144805.1
OG0003025	NP_001040402.1	XP_003699864.2
OG0003026	XP_004932642.1	XP_003706950.1
OG0003027	XP_037874911.1	XP_012135915.1
OG0003028	XP_037866900.1	XP_012153972.1
OG0003029	XP_004930764.1	XP_003707961.1
OG0003030	XP_004922109.1	XP_012141704.1
OG0003031	NP_001036934.1	XP_003708333.1
OG0003032	NP_001103763.1, XP_037876462.1, XP_004927742.1	XP_003701389.1
OG0003033	XP_004922255.1	XP_003706603.1
OG0003034	XP_004925115.2	XP_003703816.1
OG0003036	XP_004932541.2, XP_004932542.2	XP_012152639.1
OG0003037	XP_037867851.1, XP_012550364.2	XP_012147213.1
OG0003038	XP_004931007.1, XP_021206758.1, XP_021206761.1, XP_021206760.1, XP_021206759.1, XP_012550001.1	XP_003704374.1
OG0003039	XP_004921971.2, XP_037877264.1	XP_012151378.1
OG0003040	XP_004925272.1	XP_003704994.1
OG0003041	XP_004923161.2	XP_012151681.1
OG0003042	XP_037875432.1	XP_012145553.1, XP_003705397.1
OG0003043	XP_037870766.1	XP_003705071.1
OG0003044	XP_037867730.1	XP_003703788.1
OG0003045	XP_012549136.1	XP_012142752.1
OG0003046	XP_004923669.2	XP_003703115.1
OG0003047	XP_012546494.1	XP_003708502.2
OG0003048	XP_004929655.1	XP_003703244.1
OG0003049	XP_021206028.1, XP_004929841.1	XP_003705622.1, XP_012146223.1
OG0003051	XP_037874002.1	XP_012147444.1
OG0003052	XP_004929464.1	XP_012153327.1, XP_012153326.1
OG0003053	NP_001182394.1	XP_012140939.1, XP_012140938.1, XP_003703578.1
OG0003054	XP_004925905.1	XP_012137707.1, XP_012152163.1
OG0003055	XP_004921972.2	XP_003708227.1
OG0003056	XP_037874368.1	XP_012140528.1, XP_012140527.1, XP_003703334.2
OG0003057	XP_004924850.1	XP_003704028.2, XP_012142199.1
OG0003058	XP_004928283.1	XP_003705939.1
OG0003059	XP_004927772.1	XP_012150170.1, XP_003707320.1
OG0003060	NP_001040245.1	XP_003702746.1
OG0003061	XP_037875551.1	XP_012152259.1
OG0003062	XP_004923116.1	XP_012146224.1
OG0003064	XP_004931556.1	XP_003703061.1
OG0003065	NP_001036921.1	XP_012146581.1
OG0003066	XP_004929914.1	XP_012138163.1, XP_003702202.1
OG0003067	XP_004928246.1	XP_003707742.1
OG0003068	XP_004925128.1	XP_003708598.1
OG0003069	XP_004922172.1	XP_003700991.1
OG0003070	XP_037866976.1	XP_003701890.1
OG0003071	XP_004933776.2	XP_012149721.1, XP_012149731.1, XP_012152184.1
OG0003072	XP_037876646.1	XP_003701399.1
OG0003073	NP_001040239.1, XP_037875048.1	XP_003701353.1
OG0003074	XP_012550969.1	XP_003702082.1
OG0003075	XP_037875655.1, XP_037875654.1	XP_012151745.1
OG0003076	XP_012550361.1, XP_021207104.1	XP_012148355.1
OG0003077	XP_004931955.2, XP_037875032.1	XP_003700542.1
OG0003078	XP_004928710.2	XP_003700478.1, XP_012154157.1
OG0003079	XP_012550596.1, XP_004931755.1	XP_012139390.1
OG0003080	XP_004928870.1	XP_003699393.1
OG0003081	XP_004933552.1	XP_003706439.1
OG0003082	XP_004928557.1	XP_012147048.1
OG0003083	XP_037874461.1, XP_021205872.1	XP_003703296.1, XP_012140749.1
OG0003084	XP_012543958.2	XP_003704963.1, XP_012144490.1
OG0003085	XP_021205801.2	XP_012147456.1
OG0003086	XP_004927192.1	XP_012139884.1
OG0003087	XP_012546855.2	XP_012149747.1, XP_012149746.1
OG0003088	XP_021202297.2	XP_012145228.1
OG0003089	XP_012551303.2, XP_021207804.1	XP_012152677.1
OG0003090	XP_004921950.1	XP_012137438.1
OG0003091	XP_037874464.1	XP_003703267.1
OG0003092	XP_004933572.1	XP_003704537.1, XP_012143478.1, XP_012143477.1, XP_012143476.1
OG0003094	XP_004928300.1	XP_003707645.1
OG0003095	XP_037870444.1, XP_037870445.1	XP_012146742.1
OG0003096	XP_004922733.1	XP_003705129.1, XP_012144857.1, XP_012144856.1
OG0003097	XP_037872561.1, NP_001296539.1	XP_012135710.1, XP_012135711.1, XP_012135712.1, XP_003701108.1
OG0003098	XP_012549803.3	XP_003707316.2
OG0003099	NP_001136443.1, XP_012548051.2	XP_003706348.1
OG0003100	XP_004928359.1, XP_004928358.1, XP_004928357.1, XP_004928356.1	XP_012138482.1
OG0003101	NP_001182006.1	XP_012140907.1
OG0003102	XP_037874838.1, XP_004924809.1	XP_012142531.1
OG0003103	XP_012549040.1	XP_012137885.1
OG0003104	XP_021206990.1	XP_012144483.1, XP_012144482.1, XP_012144481.1, XP_012144484.1
OG0003105	XP_012552873.1, XP_004923056.1	XP_003704761.1, XP_012143900.1
OG0003106	XP_021202969.1	XP_012141195.1
OG0003107	XP_004929285.1	XP_012151170.1
OG0003108	XP_037868623.1, NP_001166791.1, NP_001036952.1, NP_001166790.1	XP_003708654.1
OG0003109	XP_021207877.2	XP_012147160.1
OG0003110	XP_037869905.1	XP_003702091.1, XP_012138129.1
OG0003111	XP_037867940.1	XP_012138537.1
OG0003114	XP_012552039.2	XP_012151319.1
OG0003115	XP_012545700.1, XP_037873993.1, XP_037873988.1	XP_003699434.1
OG0003116	XP_004928522.1	XP_003707052.1
OG0003118	XP_021206795.1	XP_003700623.1
OG0003119	XP_004923354.2	XP_012147579.1
OG0003120	XP_012547295.1	XP_012136632.1
OG0003121	XP_004931411.1	XP_012146907.1
OG0003122	XP_037866475.1	XP_012147694.1, XP_012147692.1
OG0003123	XP_004923957.1	XP_003700538.1
OG0003124	NP_001040493.1	XP_003705016.1, XP_012144609.1, XP_012144611.1
OG0003125	XP_037873120.1	XP_003707024.1
OG0003126	XP_004924357.2	XP_012151582.1
OG0003127	XP_037872244.1	XP_003705260.1
OG0003128	XP_012551474.1	XP_012141645.1, XP_012141647.1, XP_012141648.1, XP_012141646.1
OG0003130	XP_037875821.1	XP_003701663.1
OG0003131	XP_037875443.1	XP_012153959.1
OG0003132	XP_037872494.1, XP_037872481.1	XP_012144848.1
OG0003133	XP_021209107.2	XP_012144475.1
OG0003134	XP_004931919.2, XP_004931918.2, XP_037874695.1	XP_003700897.1
OG0003135	XP_004926879.1	XP_003703611.1, XP_003703508.1, XP_012141349.1
OG0003136	XP_012544301.1	XP_003702780.1
OG0003137	XP_037866618.1	XP_003705680.1, XP_012146276.1
OG0003138	XP_037871603.1	XP_012152204.1
OG0003139	XP_004926636.1	XP_012148676.1
OG0003141	XP_037877346.1, XP_012553207.1, XP_021201816.1, XP_037877284.1	XP_012138426.1
OG0003142	XP_021208400.1	XP_012153968.1, XP_012153966.1
OG0003143	XP_004931524.2	XP_012141284.1
OG0003144	XP_012547709.1, NP_001124368.1	XP_003704605.1
OG0003145	XP_037870759.1	XP_012136009.1
OG0003146	XP_004922937.1	XP_012139941.1
OG0003147	XP_037869090.1	XP_012141430.1, XP_003703539.2
OG0003148	XP_004927743.1	XP_012144730.1
OG0003149	XP_004926554.1	XP_012151701.1
OG0003150	XP_012544458.1	XP_003705213.1
OG0003151	XP_012545645.1, XP_004925941.1	XP_003701880.2
OG0003152	XP_012544664.1, NP_001040181.1	XP_003702075.1, XP_012138058.1
OG0003153	XP_012549218.2	XP_003704136.1
OG0003154	XP_037866916.1, XP_037866927.1	XP_012138490.1
OG0003155	XP_004921902.1, XP_037876262.1	XP_003702629.1
OG0003156	XP_037867608.1, XP_021201879.1	XP_012144187.1
OG0003159	XP_012550949.2	XP_012151439.1
OG0003160	XP_004921993.2	XP_012152025.1
OG0003161	XP_037871592.1	XP_003708139.1
OG0003163	XP_021208350.1, XP_021208349.1	XP_012151614.1, XP_012151612.1
OG0003164	XP_037867437.1	XP_012142011.1
OG0003165	XP_004930387.2	XP_012147321.1
OG0003166	XP_004927856.1	XP_003700330.1
OG0003167	XP_037870379.1	XP_003699412.1
OG0003168	XP_012552852.2, XP_021209007.2	XP_003706999.1
OG0003169	NP_001040485.1	XP_003700860.1
OG0003171	NP_001296547.1, XP_037872560.1, XP_012545562.1, NP_001266377.1	XP_003708507.2
OG0003172	NP_001184180.1, XP_037873785.1	XP_012143749.1
OG0003173	XP_004932362.1	XP_012143358.1
OG0003174	XP_004924908.2	XP_012147659.1, XP_012147660.1, XP_012147655.1
OG0003175	NP_001233147.1	XP_003701839.2
OG0003176	XP_037872956.1	XP_012145744.1
OG0003177	XP_004929411.1	XP_003700893.1
OG0003178	XP_012550047.1	XP_003699985.1
OG0003179	XP_037871470.1	XP_012138011.1, XP_012138012.1, XP_012138014.1, XP_012138015.1
OG0003180	XP_021208635.1, XP_021208636.1, XP_004933707.3, XP_037872789.1	XP_012145974.1, XP_003705575.1
OG0003181	XP_037869874.1, XP_037869873.1	XP_003703361.1
OG0003182	XP_037875843.1	XP_003703849.1
OG0003183	XP_012544289.1, NP_001040171.1	XP_012152439.1, XP_003708245.1
OG0003185	XP_037869005.1	XP_012141215.1
OG0003187	XP_037870642.1	XP_003707580.1
OG0003188	XP_012545834.1	XP_012143254.1
OG0003189	XP_037866448.1, XP_037866449.1, XP_004929212.4	XP_012142748.1
OG0003190	XP_037869394.1	XP_012148117.1
OG0003191	XP_004923649.1	XP_012143363.1
OG0003192	XP_037875971.1, XP_037875962.1	XP_012137296.1
OG0003193	XP_004931651.2	XP_012143139.1, XP_012143145.1
OG0003194	XP_012547552.1	XP_003706985.1
OG0003195	XP_037876321.1	XP_003705909.1
OG0003197	XP_037872723.1	XP_012152165.1
OG0003199	XP_021208969.1	XP_012148365.1
OG0003200	XP_037868437.1	XP_012140470.1
OG0003201	XP_037875274.1	XP_003702007.1
OG0003202	XP_012553001.2	XP_012140005.1
OG0003203	XP_012552965.2	XP_003707270.1
OG0003204	XP_004933010.1	XP_012141722.1, XP_012141721.1, XP_003703811.1
OG0003205	XP_021201981.2	XP_003704335.2
OG0003206	NP_001091748.1, XP_037876464.1	XP_012136296.1
OG0003207	XP_037868891.1	XP_012140303.1
OG0003208	XP_004930698.1, XP_004927786.2	XP_012148709.1
OG0003209	XP_037867919.1, XP_021207101.1	XP_012145568.1, XP_012145562.1
OG0003210	XP_037873748.1	XP_012141927.1, XP_003703791.1
OG0003212	XP_037875814.1, XP_004924921.1, XP_021202786.1, XP_021202787.1	XP_012138240.1
OG0003213	XP_037876624.1	XP_012140476.1
OG0003214	XP_004928450.1	XP_003707780.1
OG0003215	NP_001274773.1	XP_003699315.1
OG0003217	XP_012545219.1	XP_012140850.1
OG0003218	XP_004931278.1, XP_037873301.1	XP_003701253.1, XP_012135965.1
OG0003219	NP_001040541.1	XP_003704192.1
OG0003221	XP_012546851.2	XP_012136404.1
OG0003222	XP_004921630.1	XP_003704552.1
OG0003223	NP_001037542.1	XP_012142749.1, XP_012142750.1, XP_003704319.1, XP_012142751.1
OG0003225	XP_021208482.1	XP_003700347.1
OG0003226	XP_037874021.1	XP_012139790.1, XP_012139791.1, XP_012139792.1
OG0003227	XP_004927921.2	XP_012149598.1, XP_012149597.1, XP_003707123.1
OG0003228	XP_037867781.1, XP_012545108.1	XP_012145298.1, XP_012145297.1
OG0003229	XP_004929933.1, XP_004929932.1	XP_012154119.1
OG0003230	XP_004925966.1	XP_012143389.1, XP_012143432.1
OG0003231	XP_037872753.1	XP_012145782.1, XP_012145780.1, XP_012145781.1
OG0003232	XP_004931841.2	XP_012153772.1
OG0003234	XP_012553247.1	XP_012142878.1, XP_003704212.2
OG0003237	XP_021202220.2	XP_012147598.1
OG0003238	XP_004923243.1	XP_012144323.1, XP_012144329.1
OG0003239	XP_012550748.2	XP_012139540.1
OG0003241	XP_037876875.1, XP_037877386.1	XP_003701473.2
OG0003242	XP_004924799.1	XP_012136066.1
OG0003243	XP_004929265.1	XP_012148813.1, XP_012148810.1
OG0003244	XP_012548587.1	XP_003703794.1
OG0003245	XP_037866474.1	XP_003699509.1
OG0003246	XP_021203780.1	XP_012149664.1
OG0003247	XP_004927020.1	XP_003704394.1
OG0003248	NP_001037353.1	XP_012149189.1
OG0003249	XP_037876144.1	XP_003702630.1, XP_012139177.1
OG0003256	XP_004932479.1	XP_012138747.1
OG0003257	XP_004930864.4	XP_003707855.1
OG0003258	XP_004929627.1	XP_003701202.2
OG0003259	XP_004926019.1	XP_012135633.1, XP_012135632.1, XP_012153578.1
OG0003261	XP_037872702.1, XP_037872953.1	XP_003702566.1
OG0003262	NP_001037410.1	XP_003702168.1
OG0003263	XP_004926298.1	XP_012134918.1, XP_003700689.1
OG0003264	XP_037875942.1, NP_001040450.1, XP_037868917.1	XP_003702837.1
OG0003265	XP_004930738.1	XP_003701035.1
OG0003266	NP_001040412.1, XP_021206931.1	XP_003708454.1
OG0003267	NP_001128193.1	XP_003705266.1
OG0003268	XP_004922824.1	XP_003703407.1
OG0003269	XP_004921737.1	XP_003707890.1
OG0003270	XP_012547703.1, NP_001103823.1	XP_003706706.1
OG0003271	XP_004932931.1	XP_012141057.1
OG0003272	XP_037869057.1, NP_001037570.1	XP_003704037.1
OG0003273	NP_001040540.1	XP_003699319.1
OG0003274	XP_037876158.1	XP_003701905.1
OG0003275	NP_001037598.1	XP_003700782.1
OG0003276	XP_037867933.1, XP_037867936.1	XP_003702245.1
OG0003277	XP_004928493.1	XP_003708131.1, XP_012152110.1, XP_012152111.1
OG0003278	XP_037868226.1	XP_003706262.1, XP_012147578.1
OG0003279	XP_037870022.1	XP_003702067.2
OG0003280	XP_037874925.1, XP_037874926.1	XP_012150097.1, XP_012150098.1
OG0003281	NP_001040126.1	XP_003704242.1, XP_012142979.1
OG0003282	XP_004932115.2	XP_012146370.1
OG0003283	XP_004926038.1	XP_003704500.1
OG0003284	NP_001037237.1	XP_003708521.1
OG0003285	NP_001037217.1	XP_012150433.1
OG0003286	XP_004922012.1	XP_003703564.1
OG0003287	XP_004926809.1	XP_012136856.1
OG0003288	XP_037876243.1, XP_037876244.1	XP_003702631.1
OG0003289	XP_012548296.1, NP_001165397.1	XP_003702499.2
OG0003290	NP_001091804.1, XP_012543761.1	XP_003705823.1
OG0003291	XP_037871215.1	XP_003704325.1, XP_012142795.1
OG0003292	NP_001040433.1	XP_003707661.1
OG0003293	NP_001091775.1	XP_003702691.1
OG0003294	XP_004932696.1	XP_012147212.1, XP_003706073.1, XP_012147211.1, XP_012147210.1
OG0003295	NP_001036860.1	XP_003702037.1
OG0003296	XP_004924411.2, XP_012544310.2	XP_012135378.1
OG0003297	XP_004921555.1, XP_004921554.1, XP_037869464.1	XP_003703102.1
OG0003298	XP_004930918.1	XP_003705894.1
OG0003299	NP_001037648.1	XP_003706168.1
OG0003300	XP_004929399.1, XP_004929401.1, XP_012548547.1, XP_004929400.1	XP_003708450.1
OG0003302	XP_004933264.1	XP_003702806.1
OG0003303	XP_037872563.1, NP_001036975.1	XP_012134864.1
OG0003304	XP_037868694.1, XP_037868657.1	XP_003704458.1, XP_012143210.1
OG0003305	XP_004926448.2	XP_012135961.1
OG0003306	NP_001040395.1	XP_003700872.1
OG0003307	NP_001040153.1	XP_003706800.1, XP_012148903.1
OG0003308	XP_004932689.1	XP_003705367.1
OG0003309	NP_001036853.1, XP_012549118.1	XP_012149781.1
OG0003311	NP_001040418.1	XP_003704080.1
OG0003312	NP_001091803.1	XP_003707190.1
OG0003313	XP_037877667.1, NP_001040500.1	XP_003704176.1, XP_012142756.1
OG0003314	XP_037873514.1, XP_004932772.1	XP_003700587.2
OG0003315	XP_037873035.1	XP_003704182.1, XP_012142799.1
OG0003316	XP_004927158.2	XP_003706864.1
OG0003317	NP_001040179.1	XP_012136363.1
OG0003318	XP_004932635.1	XP_003703294.1
OG0003319	XP_037870283.1	XP_012140674.1, XP_012140675.1, XP_012140676.1
OG0003320	NP_001040255.1	XP_003699191.1
OG0003321	XP_012548733.1	XP_012152244.1
OG0003322	XP_012545885.1, XP_012545884.1, XP_012545886.1	XP_003701711.1
OG0003323	XP_004931515.1	XP_003706958.1
OG0003324	XP_004932002.1	XP_003700730.1
OG0003325	NP_001040360.3, XP_021207540.1	XP_003702339.1
OG0003327	XP_021207615.1	XP_003704052.1
OG0003328	XP_004926897.2	XP_003700645.1
OG0003329	XP_004923800.1	XP_003700057.1
OG0003330	XP_037876943.1	XP_012136308.1
OG0003331	XP_021205727.1	XP_003699431.2
OG0003332	NP_001037548.1, XP_012553271.1	XP_003703448.1
OG0003333	XP_012553403.1	XP_003703076.1
OG0003334	NP_001243977.1	XP_003699200.1
OG0003335	XP_004921565.1	XP_003700743.1
OG0003336	XP_004930603.1	XP_012137618.1
OG0003337	NP_001128675.1, XP_037867296.1	XP_003704850.2
OG0003339	XP_037868284.1, XP_037868285.1	XP_003706529.1, XP_003706538.1, XP_012148174.1, XP_012148175.1
OG0003340	XP_012552772.1	XP_012138682.1
OG0003341	XP_012552031.1	XP_012134905.1
OG0003342	XP_037872627.1	XP_012144714.1
OG0003343	XP_004925213.1	XP_003704167.2
OG0003345	XP_004926152.1	XP_003702455.1
OG0003346	XP_012549559.1	XP_012154367.1
OG0003347	XP_004922585.1	XP_012147591.1
OG0003348	XP_004931522.1	XP_012137835.1, XP_012137832.1
OG0003349	XP_004925131.1	XP_012153073.1
OG0003350	XP_037876025.1, XP_037876024.1	XP_012150307.1
OG0003351	XP_037872765.1, XP_037872766.1, XP_004921990.1	XP_012149194.1
OG0003352	XP_004931589.2	XP_003702751.1
OG0003353	NP_001243929.1, XP_037870655.1	XP_012143545.1
OG0003354	XP_012547657.1	XP_012149161.1, XP_012149162.1
OG0003355	XP_037873750.1	XP_003704833.1
OG0003356	XP_004926336.1	XP_003700406.1
OG0003357	XP_004924579.1	XP_003705196.1
OG0003358	XP_004928555.2	XP_003699854.1
OG0003359	XP_037871218.1	XP_003703316.1
OG0003360	XP_004927854.1	XP_012148461.1
OG0003361	XP_012548532.1, NP_001153672.1	XP_003705769.2
OG0003362	NP_001116822.2	XP_012138687.1
OG0003363	XP_004930699.2	XP_003700856.1
OG0003364	XP_004932559.2	XP_003707058.1, XP_012149239.1, XP_012149240.1
OG0003365	XP_004923647.1	XP_003706124.1
OG0003366	XP_037873300.1, XP_012545316.1, XP_004925606.1	XP_012152226.1
OG0003367	XP_021207078.1	XP_003704766.1
OG0003368	NP_001040473.1, XP_037875582.1, NP_001239349.1	XP_012135289.1
OG0003369	XP_012551184.1	XP_003707422.2
OG0003370	XP_012549068.1	XP_003701589.1
OG0003371	XP_012545023.1, XP_004925184.1	XP_003704201.1
OG0003372	XP_012549195.3	XP_003703967.1
OG0003373	XP_004928972.1	XP_012135844.1, XP_012135845.1, XP_012135842.1, XP_012135843.1
OG0003374	XP_004921855.1	XP_003707369.1
OG0003376	XP_012543835.2	XP_003702320.2
OG0003377	XP_004925437.2	XP_012142241.1
OG0003378	XP_012547388.2, XP_004933172.1	XP_003705376.1
OG0003379	XP_012551872.2	XP_012142990.1
OG0003380	XP_012544283.1	XP_012142484.1, XP_003704106.2
OG0003381	XP_012547403.1	XP_003702330.1
OG0003382	XP_004932650.2	XP_003705924.1
OG0003383	XP_012551292.2	XP_003702985.2
OG0003384	NP_001040345.1	XP_003704305.2
OG0003385	XP_004922392.1	XP_003703741.1
OG0003386	XP_037872968.1, XP_037872960.1, XP_021208393.1	XP_012139703.1
OG0003387	XP_004923819.1	XP_012136758.1
OG0003388	XP_004926778.1	XP_003704245.1
OG0003389	XP_012547904.2, XP_037872099.1, XP_004930096.1	XP_012140977.1
OG0003390	XP_004924554.1	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1
OG0003391	NP_001037005.2	XP_012143301.1
OG0003392	XP_037876583.1	XP_003701397.1
OG0003393	NP_001296498.1	XP_012138952.1
OG0003394	XP_037872831.1	XP_003705800.1
OG0003395	XP_004927977.1	XP_012135045.1
OG0003396	NP_001166784.1	XP_012143119.1
OG0003397	XP_004924567.1, XP_004933905.1	XP_003707176.1
OG0003398	NP_001093319.1	XP_012140266.1
OG0003399	XP_012550017.1	XP_003707365.2
OG0003400	XP_037869265.1	XP_012136913.1
OG0003401	XP_004929674.1	XP_012140574.1
OG0003402	XP_004923164.1	XP_003708285.1
OG0003403	XP_021209096.2, XP_021209089.2	XP_003699276.1
OG0003404	XP_037874486.1	XP_012142391.1
OG0003405	XP_037871358.1	XP_003701464.1
OG0003406	XP_037867643.1, XP_037867631.1	XP_012135009.1
OG0003407	XP_004922649.1	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1
OG0003408	XP_037868876.1, XP_037868877.1	XP_003706285.2
OG0003409	XP_004930345.1	XP_003702592.1
OG0003410	XP_004925830.1	XP_012136384.1, XP_003699399.2, XP_012136380.1
OG0003411	XP_004922409.2	XP_003703747.1, XP_012141786.1, XP_012141785.1
OG0003412	XP_021204256.2	XP_012137915.1
OG0003413	XP_004925345.1	XP_012135195.1, XP_003700962.2, XP_012135196.1
OG0003414	NP_001093305.1	XP_003705360.1
OG0003415	XP_037873667.1	XP_003707217.2
OG0003416	XP_004928023.1	XP_003707150.1
OG0003417	XP_004931696.1	XP_003706581.1
OG0003419	XP_004929717.2	XP_003699951.1
OG0003420	XP_012545519.1, XP_004925780.1, XP_012545518.1	XP_003702613.1
OG0003421	XP_004933417.1	XP_003703551.1
OG0003422	XP_004930225.1	XP_003705145.1
OG0003423	XP_004924881.1	XP_003699866.1
OG0003424	XP_004928483.1	XP_003706830.1
OG0003425	XP_004932658.2	XP_012146107.1, XP_003705614.1
OG0003426	XP_021203256.2, XP_021203255.2	XP_012141482.1, XP_012141481.1
OG0003427	XP_037874488.1	XP_003705470.1
OG0003428	XP_037871417.1	XP_003700413.2
OG0003429	XP_037868100.1	XP_012135768.1
OG0003430	XP_012551357.1	XP_012141231.1
OG0003431	NP_001036922.1, XP_037874254.1	XP_012153885.1
OG0003432	XP_012547178.1	XP_012141166.1, XP_003703464.1
OG0003433	XP_037873527.1, XP_037873528.1	XP_003700325.1
OG0003434	XP_004924847.1	XP_003706067.2
OG0003435	NP_001244267.1, XP_012550378.2	XP_003702092.1
OG0003436	XP_004932809.1	XP_012146023.1
OG0003437	XP_037875684.1, XP_037877263.1	XP_003707201.1
OG0003438	XP_004921818.1, XP_012544894.1	XP_003707289.1
OG0003439	XP_037872285.1	XP_012138882.1
OG0003441	XP_004927784.2	XP_012143532.1
OG0003442	XP_037866515.1, XP_037866516.1	XP_012151141.1, XP_003707760.1, XP_012151142.1
OG0003443	XP_021204365.1, XP_021204367.1, XP_021204366.1, XP_021204368.1	XP_003700791.1
