Orthogroup	Bombyx_mori	Dufourea_novaeangliae
OG0003869	XP_021203303.2	XP_015440535.1
OG0003870	XP_004930744.1	XP_015434971.1
OG0003871	XP_037866929.1	XP_015437257.1
OG0003872	XP_004923397.1	XP_015433679.1
OG0003873	XP_012550036.2	XP_015429490.1
OG0003874	XP_004924537.1	XP_015433365.1
OG0003875	XP_004922154.1	XP_015435086.1
OG0003876	XP_021205723.2, XP_037870515.1, XP_037870516.1	XP_015431939.1
OG0003877	XP_037866550.1	XP_015428573.1
OG0003878	XP_037876197.1	XP_015437794.1
OG0003879	XP_004931440.3	XP_015436189.1
OG0003880	XP_012549422.1	XP_015435464.1
OG0003881	XP_004930195.2	XP_015440220.1
OG0003882	XP_012548006.1	XP_015429782.1
OG0003883	XP_004926044.1	XP_015430923.1
OG0003884	XP_021206275.1	XP_015439739.1
OG0003885	XP_004926933.2	XP_015431636.1, XP_015431635.1
OG0003886	NP_001040103.1	XP_015435385.1
OG0003887	NP_001040385.1	XP_015435889.1
OG0003888	NP_001116821.1, XP_004921727.1, XP_004921732.2	XP_015429457.1
OG0003889	XP_037871897.1	XP_015433683.1
OG0003890	XP_021206558.1	XP_015431172.1
OG0003891	XP_037868815.1, XP_021206927.1, XP_037868817.1	XP_015437933.1
OG0003892	XP_012551537.2	XP_015434168.1
OG0003893	XP_012548789.1	XP_015434615.1
OG0003896	NP_001037608.1, XP_012551933.1	XP_015436603.1, XP_015436604.1
OG0003897	XP_037871555.1, NP_001037624.1	XP_015434212.1
OG0003899	XP_004932565.2	XP_015439268.1
OG0003900	XP_012551203.1, NP_001040436.1	XP_015438054.1
OG0003901	XP_004930363.1	XP_015432838.1
OG0003902	XP_021204865.2, XP_037869773.1	XP_015432773.1
OG0003903	XP_012544826.1, XP_021202818.1	XP_015431121.1
OG0003904	XP_037876679.1	XP_015430882.1
OG0003905	XP_004932076.1	XP_015435542.1
OG0003906	XP_037870494.1	XP_015430752.1
OG0003907	XP_004932080.1	XP_015439598.1
OG0003908	NP_001266361.1, XP_021204670.1	XP_015431997.1
OG0003909	NP_001188365.1	XP_015428762.1
OG0003910	XP_012548261.1	XP_015429171.1
OG0003911	XP_037872595.1	XP_015436490.1
OG0003912	XP_004921663.1	XP_015430899.1
OG0003913	XP_004933332.1	XP_015437630.1
OG0003914	XP_004930054.1	XP_015431837.1
OG0003915	XP_004933205.1	XP_015436824.1
OG0003916	XP_037877157.1, XP_037877156.1	XP_015430110.1
OG0003917	NP_001281215.1	XP_015435070.1
OG0003918	NP_001296480.1, XP_037869046.1	XP_015438316.1
OG0003919	XP_037873191.1	XP_015439585.1
OG0003920	XP_021205115.1, XP_037873069.1	XP_015440153.1
OG0003921	XP_004929517.1	XP_015436939.1
OG0003922	XP_037867021.1	XP_015432754.1
OG0003923	XP_037871340.1	XP_015431696.1
OG0003924	XP_004928216.2	XP_015436096.1
OG0003925	XP_037870734.1	XP_015431166.1
OG0003926	XP_012546955.1, XP_037875426.1, XP_004927529.2	XP_015432101.1
OG0003927	XP_012550651.2	XP_015437697.1
OG0003928	XP_004921744.1	XP_015439655.1
OG0003929	XP_004921712.1	XP_015429992.1
OG0003930	XP_012547705.1	XP_015431336.1
OG0003931	XP_004923823.1	XP_015437203.1
OG0003932	XP_004928355.1	XP_015436058.1
OG0003933	XP_004921981.1	XP_015432002.1
OG0003934	XP_004927651.1	XP_015436997.1
OG0003935	NP_001037257.1	XP_015437636.1
OG0003936	XP_037874244.1, NP_001103390.1	XP_015440086.1
OG0003937	NP_001119719.1	XP_015429739.1
OG0003938	XP_037867819.1, XP_037867818.1	XP_015437549.1
OG0003939	XP_021203066.1	XP_015434190.1
OG0003940	XP_037868013.1	XP_015439383.1
OG0003941	XP_004932659.1	XP_015439430.1, XP_015439429.1
OG0003942	XP_004925060.2	XP_015431616.1
OG0003943	XP_004930725.1	XP_015439708.1
OG0003944	XP_037867768.1	XP_015429899.1
OG0003945	XP_004929252.2	XP_015433721.1
OG0003946	XP_037872651.1	XP_015430131.1
OG0003947	XP_004923402.1	XP_015436587.1
OG0003948	NP_001296515.1	XP_015435173.1
OG0003950	XP_004931209.1	XP_015439313.1
OG0003951	XP_004928878.1	XP_015437491.1
OG0003952	XP_021208067.1	XP_015436592.1
OG0003953	XP_004925516.1	XP_015433828.1, XP_015433829.1
OG0003954	NP_001040494.1	XP_015437084.1
OG0003955	XP_004930569.1, XP_004930570.1	XP_015438666.1
OG0003956	XP_037867435.1	XP_015430618.1
OG0003957	NP_001040543.1	XP_015428562.1
OG0003958	XP_004924203.1, XP_021202374.1	XP_015437949.1
OG0003959	XP_004931453.1	XP_015438278.1, XP_015438277.1
OG0003960	XP_021203205.2	XP_015439804.1
OG0003961	XP_037872304.1	XP_015433553.1
OG0003962	XP_004926248.1	XP_015429129.1
OG0003963	XP_004926026.1	XP_015437676.1
OG0003964	XP_037873074.1	XP_015438432.1
OG0003965	XP_004923059.2	XP_015429966.1
OG0003966	XP_004927228.1	XP_015432748.1
OG0003967	XP_004930408.1	XP_015435247.1
OG0003968	XP_004926264.1	XP_015439825.1, XP_015439826.1, XP_015439827.1
OG0003969	XP_004929112.1	XP_015437831.1
OG0003970	XP_004931345.1	XP_015433323.1
OG0003971	XP_004929344.1	XP_015433622.1
OG0003972	XP_004926999.1	XP_015440028.1
OG0003974	XP_037868812.1	XP_015436572.1
OG0003975	XP_037870480.1, XP_037870481.1	XP_015434809.1, XP_015434214.1
OG0003976	XP_004927122.1	XP_015439790.1
OG0003977	XP_037867045.1	XP_015429108.1
OG0003978	NP_001037660.1	XP_015437561.1
OG0003979	XP_004927746.2	XP_015434660.1
OG0003980	NP_001138805.1, XP_037866730.1	XP_015437304.1
OG0003981	NP_001233148.1, XP_012545487.1	XP_015439328.1
OG0003982	XP_037866437.1	XP_015435473.1
OG0003983	XP_021202823.1	XP_015429873.1
OG0003984	XP_037877129.1	XP_015433090.1
OG0003985	XP_004923535.1	XP_015434859.1
OG0003986	XP_037868586.1	XP_015434942.1
OG0003987	XP_012543788.2, XP_012543787.2	XP_015432803.1
OG0003988	XP_021202849.2	XP_015439838.1
OG0003989	XP_012547596.2	XP_015437591.1, XP_015432158.1
OG0003990	NP_001355172.1	XP_015437870.1
OG0003991	XP_004932958.2	XP_015435665.1
OG0003993	NP_001127720.1, NP_001127717.1, XP_037868611.1	XP_015436523.1
OG0003994	XP_004933641.2	XP_015429683.1
OG0003995	XP_004928599.1	XP_015435779.1
OG0003996	XP_004927389.1	XP_015439663.1
OG0003997	XP_021206096.2, XP_037867865.1	XP_015429827.1
OG0003998	XP_021203310.2, XP_021203309.2	XP_015428584.1
OG0003999	XP_012545611.1, XP_037875014.1	XP_015428926.1
OG0004000	NP_001296497.1	XP_015437275.1
OG0004001	XP_004927390.2	XP_015433587.1
OG0004002	NP_001037456.2	XP_015437677.1
OG0004003	XP_037876448.1	XP_015437109.1
OG0004004	XP_004922729.1	XP_015434962.1
OG0004005	XP_037867825.1, XP_037867823.1, XP_037867824.1	XP_015437081.1
OG0004006	XP_037871169.1	XP_015428617.1
OG0004008	XP_037871650.1	XP_015439539.1
OG0004009	XP_004926137.1, XP_004926138.2	XP_015433122.1
OG0004010	XP_004921711.1	XP_015433183.1
OG0004011	NP_001037514.1, XP_012547123.1	XP_015437074.1
OG0004012	XP_012548993.2	XP_015435280.1
OG0004013	XP_021206266.2	XP_015435189.1
OG0004014	XP_004924136.1	XP_015432230.1
OG0004015	XP_037874668.1	XP_015429054.1
OG0004016	XP_037869870.1	XP_015436564.1
OG0004017	XP_021207252.1	XP_015435210.1
OG0004018	XP_004933635.2	XP_015437311.1
OG0004020	XP_037866796.1	XP_015436221.1
OG0004021	XP_037869295.1	XP_015438095.1
OG0004022	XP_021207600.1	XP_015432574.1
OG0004023	XP_037873199.1	XP_015438729.1
OG0004026	XP_037876311.1	XP_015440257.1
OG0004027	XP_004923893.1	XP_015434716.1
OG0004028	XP_012544241.1	XP_015438352.1
OG0004029	XP_037870693.1	XP_015428490.1
OG0004030	XP_037872866.1, XP_037872867.1	XP_015439038.1
OG0004031	XP_004923757.1	XP_015432335.1
OG0004032	XP_021205979.2, NP_001188364.1	XP_015435337.1
OG0004033	XP_012547603.2	XP_015429332.1, XP_015429330.1, XP_015429333.1
OG0004034	XP_004923392.2	XP_015434076.1
OG0004035	NP_001040314.1, XP_012551725.1	XP_015430479.1
OG0004036	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1	XP_015435004.1
OG0004037	XP_037875629.1	XP_015434668.1
OG0004038	XP_004929014.1	XP_015433497.1
OG0004040	XP_004928222.1	XP_015431108.1
OG0004041	NP_001136226.1	XP_015438991.1
OG0004042	XP_037867811.1, NP_001036993.1	XP_015428758.1
OG0004043	XP_012553204.1, XP_021201806.1	XP_015434529.1
OG0004044	XP_012544043.1, XP_021202217.1, XP_004924011.1	XP_015430769.1
OG0004045	XP_004933047.1	XP_015438261.1
OG0004046	XP_004925413.1	XP_015440382.1
OG0004047	XP_004933797.2	XP_015432000.1
OG0004048	XP_004925882.2	XP_015436580.1
OG0004049	XP_004921635.1	XP_015431562.1
OG0004050	XP_004933431.1	XP_015432758.1
OG0004051	NP_001041679.1	XP_015430666.1
OG0004052	XP_037876514.1	XP_015432443.1
OG0004053	XP_012550083.2	XP_015429097.1
OG0004054	XP_004929361.2	XP_015432703.1
OG0004055	XP_037869808.1	XP_015428854.1
OG0004056	XP_004923357.2	XP_015440247.1
OG0004058	XP_004930619.1	XP_015432469.1
OG0004059	XP_037868054.1	XP_015429668.1, XP_015429661.1
OG0004060	NP_001296493.1	XP_015439730.1, XP_015440267.1
OG0004061	XP_021207327.1	XP_015434781.1
OG0004062	XP_004928244.1	XP_015433914.1, XP_015433916.1
OG0004063	XP_037869504.1	XP_015435915.1
OG0004064	XP_037870738.1	XP_015429518.1
OG0004065	XP_004928297.1	XP_015433419.1
OG0004066	XP_004924862.1	XP_015432384.1
OG0004067	XP_012544048.3	XP_015431660.1
OG0004068	XP_012545011.2, NP_001036978.1	XP_015437399.1
OG0004069	NP_001037339.1	XP_015428447.1
OG0004070	XP_012544142.1, XP_012544143.1	XP_015436020.1
OG0004072	XP_012545691.1, XP_004925991.1	XP_015439101.1
OG0004073	XP_004921583.1	XP_015430743.1
OG0004074	XP_004922411.1	XP_015432955.1
OG0004075	XP_021204167.1	XP_015439207.1
OG0004076	XP_004923876.1	XP_015437345.1
OG0004077	XP_004928512.1, XP_004928484.2	XP_015432422.1
OG0004078	XP_004927166.1	XP_015432734.1
OG0004079	XP_037868019.1	XP_015429296.1
OG0004080	XP_012549094.1	XP_015433966.1
OG0004081	XP_037868944.1, XP_037868436.1	XP_015440501.1
OG0004082	XP_012549767.2	XP_015432145.1
OG0004083	NP_001040444.1	XP_015439169.1
OG0004084	XP_012546600.1	XP_015434852.1
OG0004085	XP_004931989.1	XP_015431294.1
OG0004086	XP_012545779.1	XP_015438001.1
OG0004087	NP_001189457.1, XP_012553185.1	XP_015439775.1
OG0004088	XP_037868298.1	XP_015432610.1
OG0004089	XP_037874462.1	XP_015434779.1
OG0004090	XP_004933421.1	XP_015436530.1
OG0004091	XP_037870891.1	XP_015436737.1
OG0004092	XP_004932361.1, XP_021207711.1	XP_015434142.1
OG0004093	XP_037868377.1	XP_015438854.1
OG0004094	XP_037870639.1	XP_015437845.1
OG0004095	XP_004930179.1	XP_015435384.1
OG0004096	NP_001186937.1, XP_012553167.2	XP_015429082.1
OG0004097	XP_037873438.1, XP_037873439.1	XP_015438275.1
OG0004098	XP_037874111.1	XP_015431702.1
OG0004099	XP_004930594.1	XP_015439609.1
OG0004100	XP_021205578.2	XP_015435525.1
OG0004101	XP_037873940.1	XP_015435275.1
OG0004102	XP_004924707.1	XP_015434370.1
OG0004103	XP_037874307.1	XP_015437459.1
OG0004104	XP_037877656.1	XP_015438858.1
OG0004105	XP_012552106.1, NP_001036873.1	XP_015428423.1
OG0004106	XP_004931162.2	XP_015436805.1
OG0004107	XP_004926250.2	XP_015430159.1
OG0004109	XP_012553048.1	XP_015430081.1
OG0004110	XP_004933483.1	XP_015440042.1
OG0004111	NP_001124374.1	XP_015434571.1
OG0004112	XP_021205236.2	XP_015430938.1
OG0004113	XP_004923504.1, XP_037877285.1	XP_015433992.1
OG0004114	NP_001036825.1, XP_012544207.1	XP_015438576.1
OG0004116	XP_004925881.2	XP_015438917.1
OG0004117	XP_004930200.1, XP_021206199.1	XP_015436718.1, XP_015436721.1
OG0004120	XP_004924498.1	XP_015439853.1
OG0004121	XP_012547852.1, XP_012547851.1	XP_015431350.1
OG0004122	XP_037871974.1	XP_015434232.1
OG0004123	XP_037871593.1	XP_015430117.1
OG0004124	XP_037868460.1	XP_015436241.1, XP_015438250.1
OG0004125	XP_004922019.1	XP_015436681.1
OG0004126	XP_004932926.1	XP_015438945.1
OG0004128	XP_037877065.1	XP_015434512.1
OG0004129	XP_004931987.1	XP_015430926.1
OG0004130	XP_012547988.1, XP_012547984.1	XP_015437906.1
OG0004131	XP_012547588.1	XP_015439542.1
OG0004132	XP_012545443.1, XP_004925721.1	XP_015436813.1
OG0004135	NP_001272895.1	XP_015429940.1
OG0004137	XP_004929005.1	XP_015437984.1
OG0004138	XP_021204369.1	XP_015429988.1
OG0004140	XP_004928840.1	XP_015435395.1
OG0004141	XP_004933432.2	XP_015432706.1
OG0004142	XP_037876778.1	XP_015434014.1
OG0004144	XP_012546358.1, XP_012546359.1, XP_004926797.1	XP_015430652.1
OG0004145	XP_037868374.1, XP_037868371.1	XP_015439834.1
OG0004146	XP_004931521.1	XP_015431363.1
OG0004147	XP_037867032.1	XP_015430098.1
OG0004149	XP_004931529.2	XP_015428870.1, XP_015428871.1
OG0004150	XP_037872399.1	XP_015438018.1
OG0004151	XP_004924322.2	XP_015437634.1
OG0004153	XP_037876188.1	XP_015439647.1
OG0004154	XP_004929679.1	XP_015433956.1
OG0004155	XP_037869731.1	XP_015439626.1
OG0004158	XP_021204928.2, XP_004931898.3	XP_015439603.1
OG0004160	XP_021202139.2	XP_015428857.1
OG0004162	XP_037875455.1	XP_015434260.1
OG0004163	XP_012549158.1	XP_015431256.1
OG0004164	XP_012545388.1	XP_015439296.1
OG0004165	XP_021203754.2	XP_015431520.1, XP_015431469.1
OG0004166	XP_021205160.1	XP_015429770.1
OG0004167	XP_012552466.1	XP_015428546.1
OG0004168	XP_004924837.1	XP_015435903.1
OG0004169	NP_001233204.1, XP_012551167.2	XP_015437190.1
OG0004170	XP_037870866.1	XP_015439340.1, XP_015439298.1
OG0004171	XP_012547802.3	XP_015431548.1
OG0004172	XP_012549305.2	XP_015439929.1
OG0004174	NP_001245290.1, XP_037873382.1	XP_015431061.1
OG0004175	XP_004924258.1	XP_015429705.1
OG0004176	XP_037866857.1	XP_015439745.1
OG0004177	XP_021205230.1	XP_015429772.1
OG0004178	XP_037874863.1	XP_015437670.1
OG0004180	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2	XP_015428974.1
OG0004181	NP_001036936.1	XP_015432601.1
OG0004182	XP_037866555.1, XP_037866556.1	XP_015437031.1
OG0004183	XP_004922162.1	XP_015438237.1
OG0004184	XP_037876568.1	XP_015432444.1
OG0004185	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1	XP_015431179.1
OG0004186	XP_037866428.1	XP_015435456.1
OG0004187	XP_012552759.1	XP_015430771.1
OG0004188	XP_021203240.1	XP_015436793.1
OG0004189	XP_037869227.1	XP_015437002.1
OG0004190	XP_037872421.1, XP_037872426.1	XP_015437468.1
OG0004191	XP_037869752.1	XP_015438437.1
OG0004192	XP_004924988.1	XP_015438023.1
OG0004193	XP_037873419.1	XP_015432489.1
OG0004195	XP_012549631.1	XP_015434320.1
OG0004196	XP_021203638.1, XP_021203639.1	XP_015435580.1
OG0004197	XP_037870346.1, XP_037870347.1, XP_037870345.1	XP_015436116.1
OG0004198	XP_004930154.1	XP_015429465.1
OG0004201	XP_004923544.1	XP_015428889.1
OG0004202	XP_004924232.1, XP_037873558.1	XP_015436645.1
OG0004203	XP_012548984.1	XP_015438375.1
OG0004204	XP_012545354.1	XP_015439512.1
OG0004205	NP_001093080.1	XP_015436434.1
OG0004206	XP_021208388.1, XP_037870953.1, XP_037877245.1	XP_015428667.1
OG0004207	XP_004925253.1, XP_012545111.1	XP_015430795.1
OG0004209	XP_004922257.1	XP_015433119.1
OG0004210	XP_012548015.1	XP_015438480.1
OG0004211	XP_004924280.1	XP_015434900.1
OG0004212	XP_004923553.1	XP_015432629.1
OG0004213	XP_004932624.2	XP_015439941.1
OG0004214	XP_004921920.2	XP_015435703.1
OG0004216	XP_004922913.1	XP_015438049.1
OG0004217	XP_012548802.1, XP_004929659.1, XP_004929658.1	XP_015432034.1
OG0004218	XP_021206364.1	XP_015435251.1
OG0004220	XP_004930730.1	XP_015438654.1
OG0004223	XP_004924492.2, XP_004924489.1	XP_015433378.1
OG0004224	XP_004922262.2	XP_015435808.1
OG0004228	XP_004923683.1	XP_015438856.1
OG0004229	XP_004925281.1	XP_015429264.1
OG0004230	XP_012544861.2	XP_015439024.1, XP_015439022.1
OG0004231	XP_012544978.2, XP_037875828.1	XP_015434912.1
OG0004232	XP_037876619.1	XP_015439385.1
OG0004234	XP_012550820.1	XP_015440041.1
OG0004235	XP_037870208.1	XP_015439803.1
OG0004236	XP_021202665.1, XP_021202663.1	XP_015440286.1
OG0004237	XP_004928571.2	XP_015433727.1
OG0004238	XP_037868820.1, NP_001232931.1	XP_015435518.1
OG0004239	XP_012549954.2	XP_015434327.1
OG0004240	XP_004929308.1	XP_015433596.1
OG0004241	XP_021205681.1	XP_015429331.1
OG0004242	NP_001171667.1	XP_015432855.1
OG0004243	XP_012547247.1	XP_015429017.1
OG0004244	XP_012549416.1	XP_015431454.1
OG0004245	XP_037867770.1, XP_037867772.1, XP_037867773.1	XP_015429207.1
OG0004246	NP_001108462.1, XP_012549556.2	XP_015440319.1
OG0004247	NP_001243994.1, XP_037873014.1	XP_015436063.1
OG0004248	XP_012547300.1	XP_015440388.1
OG0004249	XP_037876178.1	XP_015439983.1
OG0004251	XP_012547340.2	XP_015436513.1
OG0004252	XP_021202111.2, XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2	XP_015429155.1
OG0004253	XP_037866659.1, XP_037866658.1, XP_004929200.2	XP_015433082.1
OG0004254	XP_037868525.1	XP_015429100.1
OG0004257	XP_004933554.2, XP_037877081.1	XP_015433244.1
OG0004258	XP_021202164.2, XP_037875585.1	XP_015428681.1
OG0004259	XP_004922243.2	XP_015435274.1
OG0004260	XP_012547393.1	XP_015429056.1
OG0004261	NP_001040380.1, XP_012544671.1	XP_015440165.1
OG0004262	XP_004930073.1	XP_015434229.1
OG0004263	XP_037877347.1, XP_037876846.1	XP_015436963.1, XP_015436964.1
OG0004264	XP_004927281.3	XP_015436934.1
OG0004267	NP_001040423.1	XP_015432122.1
OG0004268	XP_012551637.2	XP_015436409.1
OG0004269	XP_037869431.1	XP_015437266.1
OG0004275	XP_037867596.1	XP_015430166.1
OG0004276	NP_001037219.1, XP_021207863.1	XP_015432928.1
OG0004277	NP_001037159.1, XP_021208658.2	XP_015437141.1
OG0004278	NP_001037275.1	XP_015439898.1
OG0004279	XP_004932946.1	XP_015430341.1
OG0004280	XP_004928974.1	XP_015435151.1
OG0004281	NP_001124349.1	XP_015433079.1, XP_015433080.1
OG0004282	XP_021206888.1, NP_001037135.1	XP_015431697.1
OG0004283	NP_001037253.1	XP_015431518.1
OG0004284	NP_001037255.1	XP_015432126.1
OG0004285	XP_004931084.2	XP_015429944.1
OG0004286	XP_004932205.1	XP_015430135.1
OG0004287	XP_004929900.1	XP_015434480.1
OG0004288	XP_012548257.2	XP_015428594.1
OG0004289	XP_004926447.1	XP_015430367.1, XP_015430366.1, XP_015430365.1
OG0004290	NP_001124377.1	XP_015439156.1
OG0004291	XP_004922528.1	XP_015440090.1
OG0004292	XP_004926302.1	XP_015429338.1
OG0004293	XP_004927897.1	XP_015429278.1
OG0004294	XP_004921574.1	XP_015435635.1
OG0004296	NP_001091762.1	XP_015438958.1
OG0004297	XP_004931546.1	XP_015436333.1
OG0004298	NP_001040401.1	XP_015438536.1
OG0004299	XP_004930348.1	XP_015437123.1
OG0004300	XP_004930631.2	XP_015431664.1
OG0004301	XP_004929017.1	XP_015440047.1
OG0004302	XP_004931543.1	XP_015434514.1
OG0004303	XP_004929446.1	XP_015430787.1
OG0004304	NP_001040276.1	XP_015433840.1
OG0004305	XP_004929158.1	XP_015432813.1
OG0004306	XP_004932719.1	XP_015439040.1
OG0004307	NP_001037522.1	XP_015428445.1
OG0004308	NP_001040151.1	XP_015430340.1
OG0004309	XP_004925424.1	XP_015429031.1
OG0004310	XP_004924987.1	XP_015430484.1
OG0004311	XP_012550551.1, NP_001040136.1	XP_015437350.1
OG0004312	NP_001040496.1, XP_012550108.1	XP_015435128.1
OG0004313	XP_037867585.1	XP_015431192.1
OG0004314	XP_004923945.1	XP_015438838.1
OG0004315	NP_001037082.1	XP_015431132.1
OG0004316	NP_001037580.1	XP_015438989.1
OG0004317	NP_001037508.1	XP_015439934.1
OG0004318	NP_001037556.1	XP_015429339.1
OG0004319	XP_021207332.1	XP_015438670.1
OG0004320	XP_004924660.1	XP_015431369.1
OG0004321	XP_004927929.1	XP_015429274.1
OG0004322	XP_004924733.1	XP_015428878.1
OG0004323	NP_001040110.1	XP_015437767.1
OG0004324	NP_001037273.1	XP_015429722.1
OG0004325	XP_037867744.1, XP_004926849.1	XP_015440281.1
OG0004326	XP_004933571.2	XP_015433299.1
OG0004327	XP_004924517.1	XP_015439719.1
OG0004328	NP_001040387.1	XP_015436257.1
OG0004329	NP_001091750.1	XP_015428840.1
OG0004330	NP_001040280.1	XP_015429304.1
OG0004331	XP_004925913.1	XP_015428937.1
OG0004332	XP_021203157.1, NP_001040397.1	XP_015429051.1
OG0004333	NP_001037390.1	XP_015437351.1
OG0004334	XP_012550250.1, NP_001040310.1	XP_015429055.1
OG0004335	XP_012549424.1, XP_012549423.1	XP_015435510.1
OG0004336	XP_004924094.1	XP_015433291.1
OG0004337	XP_037868058.1	XP_015439202.1
OG0004338	XP_037869104.1	XP_015436799.1
OG0004339	XP_004933751.1	XP_015435762.1
OG0004340	XP_004926461.1	XP_015437638.1
OG0004341	XP_004924871.1	XP_015435902.1
OG0004343	NP_001037094.1	XP_015428540.1
OG0004344	NP_001040439.1	XP_015434269.1
OG0004345	XP_012551528.2	XP_015430570.1
OG0004346	XP_004933671.1, XP_037869651.1	XP_015436132.1
OG0004347	XP_004925786.1	XP_015428590.1
OG0004348	XP_004931111.2	XP_015428481.1
OG0004349	NP_001091827.1	XP_015429554.1
OG0004350	XP_004926892.1	XP_015429611.1
OG0004351	XP_004922412.2	XP_015433008.1
OG0004352	XP_004925782.1	XP_015439610.1
OG0004353	XP_004928164.1	XP_015431346.1
OG0004354	XP_012547325.1	XP_015431970.1
OG0004355	NP_001040384.1	XP_015431204.1
OG0004356	XP_004925473.1	XP_015433862.1
OG0004357	XP_004921584.1	XP_015435428.1
OG0004358	NP_001037299.1, XP_037874153.1	XP_015436558.1, XP_015436557.1
OG0004359	XP_004925255.1	XP_015430190.1
OG0004360	NP_001269152.1	XP_015439885.1
OG0004361	XP_004924614.1	XP_015436330.1
OG0004362	XP_012545769.1	XP_015433133.1
OG0004363	XP_004928927.1	XP_015437314.1
OG0004364	NP_001037102.1	XP_015436871.1
OG0004365	XP_004922522.1	XP_015434111.1, XP_015438129.1
OG0004366	XP_004933534.1	XP_015433006.1
OG0004367	XP_037868832.1, XP_012550222.1	XP_015440291.1
OG0004368	XP_012553136.1	XP_015440222.1, XP_015440221.1
OG0004369	XP_021203230.1, NP_001040390.1	XP_015435084.1
OG0004370	NP_001040275.1	XP_015429052.1
OG0004371	NP_001129357.1	XP_015431001.1
OG0004372	XP_004928871.1	XP_015435018.1
OG0004373	XP_004931816.1	XP_015431930.1
OG0004374	XP_004931896.1	XP_015433798.1
OG0004375	XP_004923828.1, XP_021202090.1	XP_015433462.1
OG0004376	XP_004930241.3	XP_015434374.1
OG0004377	XP_012547760.1	XP_015433695.1
OG0004378	NP_001296469.1	XP_015429281.1
OG0004379	XP_004925730.1	XP_015434618.1
OG0004380	NP_001040229.1	XP_015439621.1
OG0004381	XP_004931120.1	XP_015436609.1
OG0004382	XP_037869285.1	XP_015435521.1
OG0004383	XP_037877691.1	XP_015428792.1
OG0004384	XP_004926239.1	XP_015440093.1
OG0004385	NP_001040538.1	XP_015435631.1
OG0004386	XP_004928867.1	XP_015433704.1
OG0004387	XP_004922580.1, XP_004922589.1	XP_015431195.1
OG0004388	XP_012549974.1	XP_015432940.1
OG0004389	NP_001040186.1	XP_015439858.1
OG0004390	XP_037868814.1	XP_015439358.1
OG0004391	XP_037871984.1	XP_015434487.1
OG0004392	NP_001127741.1	XP_015429911.1
OG0004393	NP_001037105.1	XP_015436542.1
OG0004394	XP_012552792.1	XP_015436037.1
OG0004395	NP_001040356.1	XP_015437228.1
OG0004396	XP_037867106.1	XP_015438501.1, XP_015438500.1
OG0004397	XP_012551911.1	XP_015439102.1
OG0004398	XP_004929393.1, NP_001170880.1	XP_015440341.1
OG0004400	XP_037872499.1	XP_015434980.1
OG0004401	XP_012552909.2	XP_015432995.1
OG0004402	NP_001040509.1, XP_012543996.1	XP_015435674.1
OG0004403	XP_012545483.1	XP_015440067.1, XP_015440101.1
OG0004404	NP_001153659.1	XP_015431996.1
OG0004405	XP_037869481.1	XP_015434887.1
OG0004406	XP_037869513.1	XP_015438321.1
OG0004407	NP_001127727.1, XP_037877636.1, XP_004929240.1	XP_015428831.1
OG0004408	XP_021204847.1, XP_012547412.1	XP_015431993.1
OG0004409	XP_004926345.2	XP_015431903.1
OG0004410	XP_004933293.1	XP_015428987.1
OG0004411	XP_004933256.1, XP_037876327.1	XP_015433473.1
OG0004412	NP_001040148.1	XP_015438843.1
OG0004413	NP_001128236.1	XP_015435818.1
OG0004414	XP_037869727.1	XP_015431366.1
OG0004415	XP_004923584.2, XP_037867690.1	XP_015431055.1
OG0004416	XP_004931870.1	XP_015432005.1
OG0004417	XP_004922278.1	XP_015432938.1
OG0004418	XP_004933565.1	XP_015437139.1
OG0004419	XP_012550117.2, XP_021206649.1	XP_015430125.1
OG0004420	XP_004925324.1	XP_015430778.1
OG0004421	XP_004925566.1	XP_015430206.1
OG0004422	XP_004928435.1	XP_015436184.1, XP_015436185.1
OG0004423	XP_012549290.1	XP_015431839.1
OG0004424	NP_001157386.1, XP_012545026.1	XP_015439461.1
OG0004425	XP_004926812.1	XP_015436705.1
OG0004426	XP_004930472.2	XP_015440050.1
OG0004427	XP_004924406.1	XP_015437098.1
OG0004428	NP_001129356.1	XP_015438561.1
OG0004429	XP_004925622.1	XP_015431111.1
OG0004430	XP_004928252.2	XP_015439494.1
OG0004431	XP_004922106.1	XP_015437955.1
OG0004432	XP_004932553.1	XP_015431072.1, XP_015431073.1
OG0004433	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1	XP_015440103.1
OG0004434	XP_021204518.1	XP_015432480.1
OG0004436	NP_001138799.1, XP_012547715.1	XP_015433661.1
OG0004437	XP_037875079.1	XP_015433723.1
OG0004439	NP_001266353.1, XP_021207445.2	XP_015440442.1
OG0004440	NP_001037602.1	XP_015439067.1
OG0004441	NP_001093308.1, XP_012550230.1	XP_015436143.1
OG0004442	XP_004932564.1	XP_015431615.1
OG0004443	XP_037871924.1, XP_037871925.1	XP_015430740.1
OG0004444	XP_004929444.1	XP_015432911.1
