Orthogroup	Bombyx_mori	Bombus_terrestris
OG0003724	NP_001188508.1	XP_003403107.1
OG0003725	XP_004928719.1	XP_012170273.1
OG0003726	NP_001040238.1	XP_012164471.1, XP_012164472.1, XP_003395340.1
OG0003727	XP_004923665.1	XP_003394476.1, XP_012176414.1
OG0003728	XP_037866984.1, XP_037866993.1	XP_012164327.1
OG0003729	NP_001091814.1	XP_003398256.1
OG0003730	XP_004924672.1	XP_003403345.1
OG0003731	XP_004932193.1	XP_003394616.1
OG0003732	NP_001040335.1, XP_004926899.1	XP_003402554.1
OG0003733	NP_001040115.1, XP_037873022.1	XP_003398287.1
OG0003734	NP_001040244.1	XP_003400687.1
OG0003735	XP_004931147.1	XP_003401424.1
OG0003736	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1	XP_012175878.1
OG0003737	NP_001036824.1	XP_003396800.1
OG0003738	XP_037873403.1, NP_001040420.1	XP_003395291.1
OG0003739	XP_012548197.1	XP_003401518.1
OG0003740	XP_004933048.1	XP_003401553.1
OG0003741	XP_004931476.1	XP_003396719.1
OG0003742	XP_012551052.2	XP_012163334.1
OG0003743	XP_012553144.1	XP_012165953.1
OG0003744	NP_001040316.1, XP_004929867.1	XP_003400991.1
OG0003745	XP_004928703.1	XP_003394350.1
OG0003746	XP_004926477.1	XP_012163881.1
OG0003747	NP_001296542.1	XP_020718372.1
OG0003750	XP_012552288.2, NP_001040296.1	XP_012168130.1
OG0003751	XP_004923024.1	XP_012175469.1, XP_012168014.1
OG0003752	NP_001073120.1, XP_021204148.1, XP_004926951.1	XP_012164661.1
OG0003753	XP_004932147.1	XP_012172907.1
OG0003754	XP_037871617.1, XP_037871615.1, XP_037871612.1	XP_012171814.1
OG0003755	NP_001040324.1	XP_003398815.1
OG0003756	NP_001040454.1, XP_037876426.1	XP_003395667.1
OG0003757	XP_012551544.1, NP_001037384.1	XP_003401545.1
OG0003758	XP_037867518.1, XP_037867519.1	XP_003394907.1
OG0003759	XP_037872455.1	XP_003398720.2
OG0003760	XP_004923247.2	XP_003394717.1
OG0003761	XP_004932329.1	XP_012166085.1
OG0003762	XP_004930695.2	XP_003394458.1
OG0003763	NP_001040256.1	XP_003401036.1
OG0003765	XP_004930780.1	XP_003399812.1
OG0003767	NP_001091754.1	XP_003395306.1
OG0003768	NP_001040505.1, XP_021208052.1	XP_003402853.1
OG0003769	XP_004932945.1	XP_020720595.1, XP_003398359.1, XP_020720594.1
OG0003770	XP_004927779.1	XP_003402581.1
OG0003771	XP_004923132.1	XP_003401828.1
OG0003772	XP_004933087.1, NP_001091837.2	XP_003395590.1
OG0003773	NP_001040305.1	XP_003395332.2
OG0003774	NP_001155189.1	XP_012170978.1
OG0003776	XP_037874928.1	XP_003399757.1
OG0003777	XP_037874652.1	XP_012167149.1
OG0003778	XP_004921772.2	XP_020718480.1
OG0003779	XP_012545916.2	XP_003402657.1
OG0003780	NP_001040283.1	XP_012171654.1
OG0003781	NP_001040364.1	XP_012166948.1
OG0003782	XP_004929641.1, XP_004933732.1	XP_003397313.1
OG0003783	NP_001124369.1	XP_003401568.1
OG0003784	XP_012552265.3	XP_003400255.1
OG0003785	XP_004931941.1	XP_003399519.1
OG0003786	XP_004922831.1	XP_003401629.1
OG0003787	NP_001037588.1	XP_003397613.1
OG0003788	NP_001040471.1	XP_003402136.1
OG0003789	XP_004922402.1	XP_003394456.1
OG0003790	XP_004925338.1	XP_003393097.1
OG0003791	NP_001108408.1, XP_037877671.1	XP_012164696.1
OG0003792	NP_001040194.1	XP_003395898.2
OG0003793	XP_037876524.1	XP_003392951.1
OG0003794	XP_037869572.1, NP_001091760.1	XP_020720539.1
OG0003795	XP_004925783.1	XP_012172248.1, XP_003401119.1
OG0003796	XP_021204761.1	XP_003402558.1, XP_020723441.1
OG0003797	XP_004923393.2	XP_020718925.1, XP_003395568.1
OG0003798	NP_001091757.1, XP_012549905.1	XP_003394776.1
OG0003799	XP_004921604.1	XP_012176545.1
OG0003800	XP_012549710.1, NP_001232899.1	XP_003400744.3
OG0003801	XP_004921614.1	XP_003399830.1
OG0003802	XP_021206946.1	XP_012172080.1
OG0003803	XP_004922741.1	XP_012174194.2
OG0003804	XP_037872715.1	XP_003396198.1
OG0003805	XP_037872346.1	XP_003397540.1
OG0003806	XP_004930388.1, XP_037869079.1	XP_003401853.1
OG0003807	XP_004933560.1	XP_003400763.1
OG0003808	XP_004926538.1	XP_012170572.1
OG0003809	XP_021208417.1	XP_003394060.1
OG0003810	XP_004927931.1	XP_003394847.1
OG0003811	XP_037875641.1	XP_003397856.1
OG0003812	NP_001189466.1, XP_012549368.2	XP_003400199.1, XP_012170948.1
OG0003813	XP_004928617.1	XP_003402879.1
OG0003814	XP_004931718.2	XP_003400441.2
OG0003815	XP_037870921.1	XP_012169397.1
OG0003816	XP_004928464.1	XP_003399393.1
OG0003817	XP_021208339.1	XP_012169368.1
OG0003818	NP_001157383.1	XP_003402156.1, XP_012173716.1
OG0003819	XP_004933631.1	XP_003401328.1
OG0003820	NP_001036861.1	XP_020721052.1
OG0003821	XP_037877826.1, XP_037877825.1	XP_012171068.1
OG0003822	XP_037872163.1	XP_020719833.1
OG0003823	XP_012546007.2, XP_037870947.1	XP_003402949.1
OG0003824	XP_012552876.1, NP_001268822.1	XP_012164345.1
OG0003825	XP_037868048.1	XP_012166466.1, XP_012166465.1
OG0003826	XP_037876746.1	XP_020720011.1
OG0003827	NP_001266358.1, XP_012551312.1	XP_012174352.1
OG0003828	NP_001182009.1	XP_003396889.2
OG0003829	XP_004926984.1, XP_012546488.1	XP_012166227.1
OG0003830	XP_037866511.1	XP_012175454.2, XP_012167728.1
OG0003831	XP_021208347.2	XP_003400677.1
OG0003832	XP_004925624.1	XP_012173887.1
OG0003833	XP_004925262.1	XP_003399790.1
OG0003834	XP_037876702.1	XP_012174670.1
OG0003835	XP_004931767.1	XP_012168709.1
OG0003836	XP_037869782.1	XP_012173196.2
OG0003837	XP_012545045.2, XP_004925194.2, XP_004925193.2	XP_003394757.1
OG0003838	XP_004928702.1	XP_003394285.1
OG0003839	XP_012546118.2	XP_012173008.1
OG0003840	XP_021203783.2	XP_003401798.1
OG0003841	XP_004923140.1	XP_003393847.1
OG0003842	XP_037874800.1	XP_012170605.1
OG0003843	NP_001091817.1, XP_021207544.1	XP_003403087.1, XP_012174907.1
OG0003844	XP_004931889.1	XP_003397607.1
OG0003845	XP_004928709.1	XP_012176114.1
OG0003846	XP_004932196.1, NP_001296475.1	XP_003394615.1
OG0003847	XP_012545390.1	XP_012174241.1
OG0003848	XP_004924536.1	XP_003395820.1, XP_012164354.1
OG0003849	XP_004931750.2	XP_003400188.1
OG0003850	XP_004928510.1	XP_003398559.1
OG0003852	XP_037872312.1	XP_003402305.2
OG0003853	XP_004931012.1	XP_003400083.2
OG0003854	XP_037875289.1	XP_012170484.1
OG0003855	XP_037870393.1	XP_003397557.1
OG0003856	XP_004925677.1	XP_003401541.1
OG0003857	XP_004932690.1	XP_003397343.1
OG0003859	XP_004922685.1	XP_003396156.1
OG0003861	NP_001243926.1, XP_012547732.1	XP_003397931.1
OG0003863	XP_037873078.1	XP_012168019.1
OG0003864	XP_037867969.1	XP_003402983.1, XP_012174747.1
OG0003865	XP_004923657.1	XP_003401265.1, XP_003401264.1
OG0003866	NP_001274766.1, XP_004924935.1	XP_003397986.1
OG0003867	XP_012548833.1	XP_020723653.1
OG0003868	XP_037874329.1	XP_012167944.1, XP_003398260.1
OG0003869	XP_021203303.2	XP_003399054.1
OG0003870	XP_004930744.1	XP_003393674.1
OG0003871	XP_037866929.1	XP_020720764.1, XP_012168535.1, XP_012168534.1
OG0003872	XP_004923397.1	XP_012173307.1
OG0003873	XP_012550036.2	XP_012165920.1
OG0003874	XP_004924537.1	XP_012164064.1
OG0003875	XP_004922154.1	XP_003397230.1
OG0003876	XP_021205723.2, XP_037870515.1, XP_037870516.1	XP_012164640.1
OG0003877	XP_037866550.1	XP_003400115.1
OG0003878	XP_037876197.1	XP_012168580.1
OG0003879	XP_004931440.3	XP_012166836.1
OG0003880	XP_012549422.1	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1
OG0003881	XP_004930195.2	XP_020718897.1, XP_003395781.1
OG0003882	XP_012548006.1	XP_020724190.1
OG0003883	XP_004926044.1	XP_003401855.1
OG0003884	XP_021206275.1	XP_012163849.1
OG0003885	XP_004926933.2	XP_003402476.1
OG0003886	NP_001040103.1	XP_012176406.1
OG0003887	NP_001040385.1	XP_020724324.1, XP_012176067.1, XP_020724323.1
OG0003888	NP_001116821.1, XP_004921727.1, XP_004921732.2	XP_003393605.1
OG0003889	XP_037871897.1	XP_012176166.2
OG0003890	XP_021206558.1	XP_020720074.1
OG0003891	XP_037868815.1, XP_021206927.1, XP_037868817.1	XP_020722769.1
OG0003892	XP_012551537.2	XP_003400402.1
OG0003893	XP_012548789.1	XP_003399859.1
OG0003895	XP_021205899.1	XP_003396092.1
OG0003896	NP_001037608.1, XP_012551933.1	XP_012173932.1
OG0003897	XP_037871555.1, NP_001037624.1	XP_012173494.1, XP_012173493.1
OG0003899	XP_004932565.2	XP_003400851.1
OG0003900	XP_012551203.1, NP_001040436.1	XP_003397205.1
OG0003901	XP_004930363.1	XP_003393189.1
OG0003902	XP_021204865.2, XP_037869773.1	XP_012170394.1, XP_020721669.1
OG0003903	XP_012544826.1, XP_021202818.1	XP_012173368.1
OG0003904	XP_037876679.1	XP_012175893.1
OG0003905	XP_004932076.1	XP_012169149.1
OG0003906	XP_037870494.1	XP_003402506.1, XP_012174117.1
OG0003907	XP_004932080.1	XP_003398274.1
OG0003908	NP_001266361.1, XP_021204670.1	XP_003396034.1
OG0003909	NP_001188365.1	XP_003401804.1
OG0003910	XP_012548261.1	XP_003393750.2
OG0003911	XP_037872595.1	XP_012171942.1, XP_012171941.1
OG0003912	XP_004921663.1	XP_012172905.1
OG0003913	XP_004933332.1	XP_003398502.1
OG0003914	XP_004930054.1	XP_003393610.1
OG0003915	XP_004933205.1	XP_012166130.1
OG0003916	XP_037877157.1, XP_037877156.1	XP_003393408.1
OG0003917	NP_001281215.1	XP_020720461.1, XP_003397446.1
OG0003918	NP_001296480.1, XP_037869046.1	XP_012164806.1
OG0003919	XP_037873191.1	XP_003398268.1
OG0003920	XP_021205115.1, XP_037873069.1	XP_003397663.1
OG0003921	XP_004929517.1	XP_020723363.1
OG0003922	XP_037867021.1	XP_003399540.1
OG0003923	XP_037871340.1	XP_012174543.2
OG0003924	XP_004928216.2	XP_003397839.1
OG0003925	XP_037870734.1	XP_003401946.1
OG0003926	XP_012546955.1, XP_037875426.1, XP_004927529.2	XP_003399888.1
OG0003927	XP_012550651.2	XP_012170826.1
OG0003928	XP_004921744.1	XP_012164426.1
OG0003929	XP_004921712.1	XP_012165285.1
OG0003930	XP_012547705.1	XP_003398362.1
OG0003931	XP_004923823.1	XP_003396019.2
OG0003932	XP_004928355.1	XP_003397951.1
OG0003933	XP_004921981.1	XP_012164908.1
OG0003934	XP_004927651.1	XP_012174485.1
OG0003935	NP_001037257.1	XP_003398498.1
OG0003936	XP_037874244.1, NP_001103390.1	XP_012163744.1
OG0003937	NP_001119719.1	XP_020721302.1, XP_012169626.1, XP_012169625.1
OG0003938	XP_037867819.1, XP_037867818.1	XP_003399647.1
OG0003939	XP_021203066.1	XP_003394834.1
OG0003940	XP_037868013.1	XP_003401320.1
OG0003941	XP_004932659.1	XP_020722719.1
OG0003942	XP_004925060.2	XP_003393805.1
OG0003943	XP_004930725.1	XP_003395400.3
OG0003944	XP_037867768.1	XP_003396729.1, XP_012165834.1
OG0003945	XP_004929252.2	XP_012168882.1, XP_003398816.1
OG0003946	XP_037872651.1	XP_003400489.1
OG0003947	XP_004923402.1	XP_020723296.1
OG0003948	NP_001296515.1	XP_003393349.1
OG0003950	XP_004931209.1	XP_012171996.1
OG0003951	XP_004928878.1	XP_020723016.1, XP_020723015.1
OG0003952	XP_021208067.1	XP_020721095.1
OG0003953	XP_004925516.1	XP_003402612.1
OG0003954	NP_001040494.1	XP_003396412.1
OG0003955	XP_004930569.1, XP_004930570.1	XP_003399704.1
OG0003956	XP_037867435.1	XP_003395102.1
OG0003957	NP_001040543.1	XP_003400268.1
OG0003958	XP_004924203.1, XP_021202374.1	XP_003401106.1
OG0003959	XP_004931453.1	XP_003396727.2
OG0003960	XP_021203205.2	XP_012164425.1
OG0003961	XP_037872304.1	XP_003403088.1, XP_012175084.1, XP_020723834.1, XP_020723833.1
OG0003962	XP_004926248.1	XP_003393846.1
OG0003963	XP_004926026.1	XP_003400656.1
OG0003964	XP_037873074.1	XP_012167985.1
OG0003965	XP_004923059.2	XP_003396468.1
OG0003966	XP_004927228.1	XP_012170337.1
OG0003967	XP_004930408.1	XP_012167226.1
OG0003968	XP_004926264.1	XP_003395516.1
OG0003969	XP_004929112.1	XP_003394133.1
OG0003970	XP_004931345.1	XP_003395316.1
OG0003971	XP_004929344.1	XP_020721947.1, XP_012170719.1
OG0003972	XP_004926999.1	XP_003395507.1
OG0003974	XP_037868812.1	XP_003398826.1
OG0003975	XP_037870480.1, XP_037870481.1	XP_003397479.1
OG0003976	XP_004927122.1	XP_003395686.1
OG0003977	XP_037867045.1	XP_012175257.1
OG0003978	NP_001037660.1	XP_012170299.1
OG0003979	XP_004927746.2	XP_012176448.1
OG0003980	NP_001138805.1, XP_037866730.1	XP_012168607.1, XP_003398795.1
OG0003981	NP_001233148.1, XP_012545487.1	XP_012172090.1
OG0003982	XP_037866437.1	XP_003398920.1
OG0003983	XP_021202823.1	XP_003396643.1
OG0003984	XP_037877129.1	XP_003393647.1
OG0003985	XP_004923535.1	XP_020722528.1, XP_020722527.1, XP_003401037.1
OG0003986	XP_037868586.1	XP_003397473.1
OG0003987	XP_012543788.2, XP_012543787.2	XP_003393172.1
OG0003988	XP_021202849.2	XP_020718818.1
OG0003989	XP_012547596.2	XP_003400137.1
OG0003990	NP_001355172.1	XP_012176719.1
OG0003991	XP_004932958.2	XP_003398876.1
OG0003994	XP_004933641.2	XP_003394789.1
OG0003995	XP_004928599.1	XP_012176250.1
OG0003996	XP_004927389.1	XP_003395712.1
OG0003997	XP_021206096.2, XP_037867865.1	XP_012165049.1
OG0003998	XP_021203310.2, XP_021203309.2	XP_020721051.1
OG0003999	XP_012545611.1, XP_037875014.1	XP_003399684.1
OG0004000	NP_001296497.1	XP_003402661.1
OG0004001	XP_004927390.2	XP_003401758.2, XP_012173142.1
OG0004002	NP_001037456.2	XP_012168251.1, XP_003398516.2
OG0004003	XP_037876448.1	XP_012174654.1
OG0004004	XP_004922729.1	XP_020724001.1
OG0004005	XP_037867825.1, XP_037867823.1, XP_037867824.1	XP_003399646.1
OG0004006	XP_037871169.1	XP_012171056.1
OG0004008	XP_037871650.1	XP_012167408.1
OG0004009	XP_004926137.1, XP_004926138.2	XP_020722462.1
OG0004010	XP_004921711.1	XP_012172555.1
OG0004011	NP_001037514.1, XP_012547123.1	XP_003399212.1
OG0004012	XP_012548993.2	XP_003393499.2
OG0004013	XP_021206266.2	XP_012166115.1, XP_020719374.1, XP_020719373.1
OG0004014	XP_004924136.1	XP_003399713.1
OG0004015	XP_037874668.1	XP_003393633.1
OG0004016	XP_037869870.1	XP_003398873.1
OG0004017	XP_021207252.1	XP_003400935.2
OG0004018	XP_004933635.2	XP_012169300.1
OG0004019	XP_004926459.1	XP_020718661.1
OG0004020	XP_037866796.1	XP_012167054.1
OG0004021	XP_037869295.1	XP_012167005.1
OG0004022	XP_021207600.1	XP_012176512.1, XP_003394684.1
OG0004023	XP_037873199.1	XP_003400506.1
OG0004026	XP_037876311.1	XP_020723057.1
OG0004027	XP_004923893.1	XP_020720688.1
OG0004028	XP_012544241.1	XP_012168252.2
OG0004029	XP_037870693.1	XP_012173730.1, XP_020723197.1
OG0004030	XP_037872866.1, XP_037872867.1	XP_012171639.1
OG0004031	XP_004923757.1	XP_003393928.1
OG0004032	XP_021205979.2, NP_001188364.1	XP_012164042.1
OG0004033	XP_012547603.2	XP_003394274.1, XP_020724065.1
OG0004034	XP_004923392.2	XP_003400742.1, XP_020722281.1
OG0004035	NP_001040314.1, XP_012551725.1	XP_003403208.1
OG0004036	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1	XP_003393876.2
OG0004037	XP_037875629.1	XP_003396838.1
OG0004038	XP_004929014.1	XP_003403073.1
OG0004040	XP_004928222.1	XP_012170900.1
OG0004041	NP_001136226.1	XP_012171653.1
OG0004042	XP_037867811.1, NP_001036993.1	XP_003401807.1
OG0004043	XP_012553204.1, XP_021201806.1	XP_012166231.2
OG0004044	XP_012544043.1, XP_021202217.1, XP_004924011.1	XP_020718486.1
OG0004045	XP_004933047.1	XP_003401353.1
OG0004046	XP_004925413.1	XP_003396012.1
OG0004047	XP_004933797.2	XP_012164903.1
OG0004048	XP_004925882.2	XP_003398806.1
OG0004049	XP_004921635.1	XP_012176084.1
OG0004050	XP_004933431.1	XP_020721615.1, XP_020721614.1
OG0004051	NP_001041679.1	XP_003394896.1
OG0004052	XP_037876514.1	XP_003401084.1
OG0004053	XP_012550083.2	XP_003393744.1
OG0004054	XP_004929361.2	XP_012170345.1
OG0004055	XP_037869808.1	XP_003398182.1
OG0004056	XP_004923357.2	XP_020718827.1
OG0004058	XP_004930619.1	XP_003401058.1
OG0004059	XP_037868054.1	XP_020718261.1, XP_003393428.1
OG0004060	NP_001296493.1	XP_020718960.1
OG0004061	XP_021207327.1	XP_020721814.1
OG0004062	XP_004928244.1	XP_012167630.1, XP_003398023.1
OG0004063	XP_037869504.1	XP_012176036.1
OG0004064	XP_037870738.1	XP_012166325.1
OG0004065	XP_004928297.1	XP_020720826.1
OG0004066	XP_004924862.1	XP_020721985.1
OG0004067	XP_012544048.3	XP_003395266.2
OG0004068	XP_012545011.2, NP_001036978.1	XP_012168628.1
OG0004069	NP_001037339.1	XP_003402198.1
OG0004070	XP_012544142.1, XP_012544143.1	XP_012173752.1
OG0004072	XP_012545691.1, XP_004925991.1	XP_003400785.1
OG0004073	XP_004921583.1	XP_003394773.2
OG0004074	XP_004922411.1	XP_003393173.1
OG0004075	XP_021204167.1	XP_003400562.1
OG0004076	XP_004923876.1	XP_003399094.1
OG0004077	XP_004928512.1, XP_004928484.2	XP_012172747.1
OG0004078	XP_004927166.1	XP_003399539.1
OG0004079	XP_037868019.1	XP_012166312.1
OG0004080	XP_012549094.1	XP_003402662.1
OG0004081	XP_037868944.1, XP_037868436.1	XP_012169588.1
OG0004082	XP_012549767.2	XP_003399802.1
OG0004083	NP_001040444.1	XP_003400805.1
OG0004084	XP_012546600.1	XP_003401482.1
OG0004085	XP_004931989.1	XP_012167921.1
OG0004086	XP_012545779.1	XP_020722495.1, XP_020722491.1
OG0004087	NP_001189457.1, XP_012553185.1	XP_012164199.1, XP_012164198.1
OG0004088	XP_037868298.1	XP_012175923.2
OG0004089	XP_037874462.1	XP_012170846.1
OG0004090	XP_004933421.1	XP_020723299.1
OG0004091	XP_037870891.1	XP_003394884.1
OG0004092	XP_004932361.1, XP_021207711.1	XP_003400758.1
OG0004093	XP_037868377.1	XP_020720880.1, XP_020720873.1
OG0004094	XP_037870639.1	XP_020719489.1
OG0004095	XP_004930179.1	XP_003393076.1
OG0004096	NP_001186937.1, XP_012553167.2	XP_012175672.1, XP_012175673.1
OG0004097	XP_037873438.1, XP_037873439.1	XP_003396351.1
OG0004098	XP_037874111.1	XP_012163287.1
OG0004099	XP_004930594.1	XP_003395065.1
OG0004100	XP_021205578.2	XP_003399219.1
OG0004101	XP_037873940.1	XP_012174460.1, XP_012174458.1
OG0004102	XP_004924707.1	XP_003394728.1
OG0004103	XP_037874307.1	XP_012174910.1
OG0004104	XP_037877656.1	XP_020723275.1
OG0004105	XP_012552106.1, NP_001036873.1	XP_003402172.1
OG0004106	XP_004931162.2	XP_012171343.1, XP_012171346.1
OG0004107	XP_004926250.2	XP_012176353.2
OG0004109	XP_012553048.1	XP_003393417.1
OG0004110	XP_004933483.1	XP_012164278.1, XP_012164279.1, XP_003395753.1
OG0004111	NP_001124374.1	XP_012164684.1
OG0004112	XP_021205236.2	XP_020718499.1
OG0004113	XP_004923504.1, XP_037877285.1	XP_003393702.1
OG0004114	NP_001036825.1, XP_012544207.1	XP_003398524.1
OG0004116	XP_004925881.2	XP_012166590.1
OG0004117	XP_004930200.1, XP_021206199.1	XP_020719123.1
OG0004120	XP_004924498.1	XP_003395561.1
OG0004121	XP_012547852.1, XP_012547851.1	XP_012167853.1
OG0004122	XP_037871974.1	XP_012174223.1
OG0004123	XP_037871593.1	XP_003393425.1, XP_012168306.1
OG0004124	XP_037868460.1	XP_012165163.1
OG0004125	XP_004922019.1	XP_012174848.1, XP_003402996.2
OG0004126	XP_004932926.1	XP_020722289.1
OG0004127	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1	XP_003398102.1, XP_012167798.1
OG0004128	XP_037877065.1	XP_003397134.1
OG0004129	XP_004931987.1	XP_012173007.1
OG0004130	XP_012547988.1, XP_012547984.1	XP_012166413.1
OG0004131	XP_012547588.1	XP_020720084.1
OG0004132	XP_012545443.1, XP_004925721.1	XP_003401966.1
OG0004135	NP_001272895.1	XP_003396731.1
OG0004137	XP_004929005.1	XP_012172424.1
OG0004138	XP_021204369.1	XP_012165176.1
OG0004140	XP_004928840.1	XP_003393034.1
OG0004141	XP_004933432.2	XP_003399771.1
OG0004142	XP_037876778.1	XP_020721603.1
OG0004143	XP_004925912.2	XP_012167999.1, XP_003398299.2
OG0004144	XP_012546358.1, XP_012546359.1, XP_004926797.1	XP_012174031.1
OG0004145	XP_037868374.1, XP_037868371.1	XP_020718811.1
OG0004146	XP_004931521.1	XP_003403348.1
OG0004147	XP_037867032.1	XP_012166280.1
OG0004148	XP_037868227.1	XP_020720981.1, XP_020720982.1
OG0004149	XP_004931529.2	XP_003398179.1
OG0004150	XP_037872399.1	XP_012172461.1, XP_012172462.1
OG0004151	XP_004924322.2	XP_003398139.2
OG0004152	XP_021207568.2	XP_020720137.1
OG0004153	XP_037876188.1	XP_020723337.1, XP_012164514.2
OG0004154	XP_004929679.1	XP_020723408.1
OG0004155	XP_037869731.1	XP_020723074.1
OG0004158	XP_021204928.2, XP_004931898.3	XP_012168013.1
OG0004160	XP_021202139.2	XP_020720715.1
OG0004162	XP_037875455.1	XP_012174391.1
OG0004163	XP_012549158.1	XP_003393802.1
OG0004164	XP_012545388.1	XP_003400670.1
OG0004165	XP_021203754.2	XP_020723624.1
OG0004166	XP_021205160.1	XP_003394331.1
OG0004167	XP_012552466.1	XP_012176756.1, XP_003394835.1
OG0004168	XP_004924837.1	XP_012176035.1
OG0004169	NP_001233204.1, XP_012551167.2	XP_003396026.1
OG0004170	XP_037870866.1	XP_012166586.1
OG0004171	XP_012547802.3	XP_003394367.1
OG0004172	XP_012549305.2	XP_012163841.1
OG0004174	NP_001245290.1, XP_037873382.1	XP_012173372.1
OG0004175	XP_004924258.1	XP_012172346.1
OG0004176	XP_037866857.1	XP_012163938.1, XP_012163936.1
OG0004177	XP_021205230.1	XP_003394323.1
OG0004178	XP_037874863.1	XP_012168226.1
OG0004180	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2	XP_020723822.1
OG0004181	NP_001036936.1	XP_003394184.1
OG0004182	XP_037866555.1, XP_037866556.1	XP_003398726.1
OG0004183	XP_004922162.1	XP_012165528.2
OG0004184	XP_037876568.1	XP_020722790.1
OG0004185	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1	XP_012167202.1
OG0004186	XP_037866428.1	XP_020720479.1
OG0004187	XP_012552759.1	XP_003394769.1
OG0004188	XP_021203240.1	XP_020723709.1
OG0004189	XP_037869227.1	XP_012167045.2
OG0004190	XP_037872421.1, XP_037872426.1	XP_020722912.1
OG0004191	XP_037869752.1	XP_003398465.1
OG0004192	XP_004924988.1	XP_003400220.1
OG0004193	XP_037873419.1	XP_012175598.1
OG0004194	XP_037871385.1	XP_003393779.1
OG0004195	XP_012549631.1	XP_003394594.1
OG0004196	XP_021203638.1, XP_021203639.1	XP_020723514.1
OG0004197	XP_037870346.1, XP_037870347.1, XP_037870345.1	XP_003397401.1
OG0004198	XP_004930154.1	XP_020721038.1
OG0004201	XP_004923544.1	XP_003398075.1
OG0004202	XP_004924232.1, XP_037873558.1	XP_012165266.1
OG0004203	XP_012548984.1	XP_003403369.1
OG0004204	XP_012545354.1	XP_003397565.2
OG0004205	NP_001093080.1	XP_003397822.1
OG0004206	XP_021208388.1, XP_037870953.1, XP_037877245.1	XP_012170998.1
OG0004207	XP_004925253.1, XP_012545111.1	XP_003395104.1
OG0004209	XP_004922257.1	XP_012172545.1
OG0004210	XP_012548015.1	XP_003398285.1
OG0004211	XP_004924280.1	XP_003402694.1
OG0004212	XP_004923553.1	XP_003403337.1
OG0004213	XP_004932624.2	XP_020718841.1
OG0004214	XP_004921920.2	XP_003397651.1
OG0004216	XP_004922913.1	XP_003397214.1
OG0004217	XP_012548802.1, XP_004929659.1, XP_004929658.1	XP_020719140.1, XP_020719141.1
OG0004218	XP_021206364.1	XP_020719122.1
OG0004220	XP_004930730.1	XP_003399525.1, XP_012169968.1
OG0004223	XP_004924492.2, XP_004924489.1	XP_003395787.1
OG0004224	XP_004922262.2	XP_020724296.1
OG0004226	XP_037875932.1, XP_021202772.1	XP_012168097.1, XP_012168098.1
OG0004228	XP_004923683.1	XP_020720887.1, XP_012168660.1, XP_012168659.1, XP_003398680.1
OG0004229	XP_004925281.1	XP_003397158.1
OG0004230	XP_012544861.2	XP_012171422.1, XP_012171418.1
OG0004231	XP_012544978.2, XP_037875828.1	XP_020722794.1
OG0004232	XP_037876619.1	XP_020722782.1, XP_012175218.1
OG0004234	XP_012550820.1	XP_003395581.1
OG0004235	XP_037870208.1	XP_020718576.1
OG0004236	XP_021202665.1, XP_021202663.1	XP_020722593.1, XP_012172049.1
OG0004237	XP_004928571.2	XP_012172937.1
OG0004238	XP_037868820.1, NP_001232931.1	XP_012169031.2
OG0004239	XP_012549954.2	XP_020723613.1
OG0004240	XP_004929308.1	XP_003400065.1
OG0004241	XP_021205681.1	XP_012167939.1
OG0004242	NP_001171667.1	XP_020724330.1
OG0004243	XP_012547247.1	XP_012175562.1
OG0004244	XP_012549416.1	XP_012176081.1
OG0004245	XP_037867770.1, XP_037867772.1, XP_037867773.1	XP_012173984.2
OG0004246	NP_001108462.1, XP_012549556.2	XP_012169538.1
OG0004248	XP_012547300.1	XP_012170064.1
OG0004249	XP_037876178.1	XP_020718920.1
OG0004251	XP_012547340.2	XP_012169111.1, XP_003398966.1
OG0004253	XP_037866659.1, XP_037866658.1, XP_004929200.2	XP_003393215.2
OG0004254	XP_037868525.1	XP_003393338.1
OG0004257	XP_004933554.2, XP_037877081.1	XP_012163764.2
OG0004258	XP_021202164.2, XP_037875585.1	XP_003401899.1
OG0004259	XP_004922243.2	XP_012168856.1, XP_012168871.1, XP_012168878.1, XP_012168863.1, XP_012168881.1
OG0004260	XP_012547393.1	XP_003393825.1, XP_012175089.1, XP_012175083.1, XP_020722033.1
OG0004261	NP_001040380.1, XP_012544671.1	XP_003394473.1
OG0004262	XP_004930073.1	XP_020718230.1
OG0004263	XP_037877347.1, XP_037876846.1	XP_020718585.1, XP_003394957.1
OG0004264	XP_004927281.3	XP_003394932.1, XP_020718512.1
OG0004267	NP_001040423.1	XP_003399865.1
OG0004268	XP_012551637.2	XP_003397877.1
