Orthogroup	Bombyx_mori	Tribolium_castaneum
OG0004064	XP_037870738.1	XP_973062.1
OG0004065	XP_004928297.1	XP_008192200.1
OG0004066	XP_004924862.1	XP_972292.1
OG0004067	XP_012544048.3	XP_015840433.1
OG0004068	XP_012545011.2, NP_001036978.1	XP_008190826.2
OG0004069	NP_001037339.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_012544142.1, XP_012544143.1	XP_008199140.1
OG0004072	XP_012545691.1, XP_004925991.1	XP_967828.1
OG0004073	XP_004921583.1	XP_008195023.1
OG0004074	XP_004922411.1	XP_971974.1
OG0004075	XP_021204167.1	XP_974480.1
OG0004076	XP_004923876.1	XP_008197602.1
OG0004077	XP_004928512.1, XP_004928484.2	XP_008200432.1
OG0004078	XP_004927166.1	NP_001171929.1
OG0004079	XP_037868019.1	XP_008193389.1
OG0004080	XP_012549094.1	XP_970851.2
OG0004081	XP_037868944.1	XP_008198788.1
OG0004081	XP_037868436.1	XP_971940.1
OG0004082	XP_012549767.2	XP_008195644.1
OG0004083	NP_001040444.1	XP_970814.1
OG0004084	XP_012546600.1	XP_015835436.1
OG0004085	XP_004931989.1	XP_008192975.1
OG0004086	XP_012545779.1	XP_008198047.1
OG0004087	NP_001189457.1, XP_012553185.1	XP_008201212.1
OG0004088	XP_037868298.1	XP_972897.1
OG0004089	XP_037874462.1	XP_015838276.1
OG0004090	XP_004933421.1	XP_974424.1
OG0004091	XP_037870891.1	XP_971395.1
OG0004092	XP_004932361.1, XP_021207711.1	XP_972402.1
OG0004093	XP_037868377.1	XP_967425.2
OG0004094	XP_037870639.1	XP_967732.1
OG0004095	XP_004930179.1	XP_971366.1
OG0004096	NP_001186937.1, XP_012553167.2	XP_015840766.1
OG0004097	XP_037873438.1, XP_037873439.1	XP_015837446.1
OG0004098	XP_037874111.1	XP_967675.1
OG0004099	XP_004930594.1	XP_008201158.1
OG0004100	XP_021205578.2	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_037873940.1	XP_974387.2
OG0004102	XP_004924707.1	XP_008193880.1
OG0004103	XP_037874307.1	XP_015835369.1
OG0004104	XP_037877656.1	XP_008192945.1
OG0004105	XP_012552106.1, NP_001036873.1	XP_973164.1
OG0004106	XP_004931162.2	XP_008193513.1
OG0004107	XP_004926250.2	XP_008190693.1
OG0004108	XP_037868744.1	XP_008197806.1
OG0004109	XP_012553048.1	XP_008199057.1
OG0004110	XP_004933483.1	XP_015836786.1
OG0004111	NP_001124374.1	XP_970719.1
OG0004112	XP_021205236.2	XP_008198820.1
OG0004113	XP_004923504.1, XP_037877285.1	XP_008199444.1
OG0004114	NP_001036825.1, XP_012544207.1	XP_975196.1
OG0004116	XP_004925881.2	XP_008194085.1
OG0004117	XP_004930200.1, XP_021206199.1	XP_008190520.2
OG0004120	XP_004924498.1	XP_971225.1
OG0004121	XP_012547852.1, XP_012547851.1	XP_974527.1
OG0004122	XP_037871974.1	XP_972254.1
OG0004123	XP_037871593.1	XP_015837500.1
OG0004124	XP_037868460.1	XP_001813052.2
OG0004125	XP_004922019.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_004932926.1	XP_015833114.1
OG0004127	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_037877065.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_004931987.1	XP_968238.2
OG0004130	XP_012547988.1, XP_012547984.1	XP_015835407.1
OG0004131	XP_012547588.1	XP_015834593.1
OG0004132	XP_012545443.1, XP_004925721.1	XP_008195790.1
OG0004135	NP_001272895.1	XP_969395.1
OG0004137	XP_004929005.1	XP_972661.2
OG0004138	XP_021204369.1	XP_008199722.1
OG0004140	XP_004928840.1	XP_971284.1
OG0004141	XP_004933432.2	XP_008195546.1, XP_971815.1
OG0004142	XP_037876778.1	XP_015833163.1, XP_015833173.1
OG0004143	XP_004925912.2	XP_015835654.1
OG0004144	XP_012546358.1, XP_012546359.1, XP_004926797.1	XP_974174.1
OG0004145	XP_037868374.1, XP_037868371.1	XP_966571.1
OG0004146	XP_004931521.1	XP_008193932.1
OG0004147	XP_037867032.1	XP_008199251.1
OG0004148	XP_037868227.1	XP_008191391.1
OG0004149	XP_004931529.2	XP_015833182.1, XP_969301.4
OG0004150	XP_037872399.1	XP_970273.1
OG0004151	XP_004924322.2	XP_008193562.1
OG0004152	XP_021207568.2	XP_015838551.1, XP_015840222.1
OG0004153	XP_037876188.1	XP_008199980.1
OG0004154	XP_004929679.1	XP_975348.1
OG0004155	XP_037869731.1	XP_008199045.1
OG0004158	XP_021204928.2, XP_004931898.3	XP_008194425.1
OG0004160	XP_021202139.2	XP_008199427.1
OG0004162	XP_037875455.1	XP_008196673.1
OG0004163	XP_012549158.1	XP_015835252.1
OG0004164	XP_012545388.1	XP_008201024.2
OG0004165	XP_021203754.2	XP_015838044.1
OG0004166	XP_021205160.1	XP_969892.2
OG0004167	XP_012552466.1	XP_008196156.1
OG0004168	XP_004924837.1	XP_001812912.1
OG0004169	NP_001233204.1, XP_012551167.2	XP_015835091.1, XP_008192376.1
OG0004170	XP_037870866.1	XP_008193690.1
OG0004171	XP_012547802.3	XP_967199.1
OG0004172	XP_012549305.2	XP_015834445.1
OG0004173	XP_037869322.1, XP_012549091.2	XP_968786.2
OG0004174	NP_001245290.1, XP_037873382.1	XP_015837602.1
OG0004175	XP_004924258.1	XP_008193965.1
OG0004176	XP_037866857.1	XP_970249.2
OG0004177	XP_021205230.1	XP_008191243.1
OG0004178	XP_037874863.1	XP_015835999.1
OG0004180	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2	XP_015834995.1
OG0004181	NP_001036936.1	XP_972529.1
OG0004182	XP_037866555.1, XP_037866556.1	XP_001810222.1
OG0004183	XP_004922162.1	XP_970649.1
OG0004184	XP_037876568.1	XP_972898.1
OG0004185	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1	XP_015833808.1
OG0004186	XP_037866428.1	XP_015835671.1
OG0004187	XP_012552759.1	XP_008194310.1
OG0004188	XP_021203240.1	XP_015839343.1
OG0004189	XP_037869227.1	XP_015839172.1, XP_015839173.1
OG0004190	XP_037872421.1, XP_037872426.1	XP_015836315.1
OG0004191	XP_037869752.1	XP_969809.1
OG0004192	XP_004924988.1	XP_972716.1
OG0004193	XP_037873419.1	XP_015837566.1
OG0004194	XP_037871385.1	XP_008192437.1
OG0004195	XP_012549631.1	XP_967373.1
OG0004196	XP_021203638.1, XP_021203639.1	XP_008192634.1
OG0004197	XP_037870346.1, XP_037870347.1, XP_037870345.1	NP_001092318.1, XP_015837050.1
OG0004201	XP_004923544.1	XP_008196254.1, XP_008196255.1
OG0004202	XP_004924232.1, XP_037873558.1	XP_974078.2
OG0004203	XP_012548984.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004204	XP_012545354.1	XP_973451.2
OG0004205	NP_001093080.1	XP_008192300.1, XP_975622.1
OG0004206	XP_021208388.1, XP_037870953.1, XP_037877245.1	XP_008195830.1
OG0004207	XP_004925253.1, XP_012545111.1	XP_973218.1
OG0004209	XP_004922257.1	XP_015839287.1
OG0004210	XP_012548015.1	XP_008196333.1, XP_974885.1
OG0004211	XP_004924280.1	XP_015833688.1
OG0004212	XP_004923553.1	XP_008193851.1
OG0004213	XP_004932624.2	XP_008201519.1
OG0004214	XP_004921920.2	XP_008195745.1
OG0004218	XP_021206364.1	XP_008198657.1
OG0004220	XP_004930730.1	XP_015840558.1
OG0004223	XP_004924492.2, XP_004924489.1	XP_966506.1, XP_008195125.1, XP_008195126.1
OG0004224	XP_004922262.2	XP_008194757.1
OG0004226	XP_037875932.1, XP_021202772.1	XP_008195242.1
OG0004229	XP_004925281.1	XP_015833830.1
OG0004230	XP_012544861.2	XP_008195350.1
OG0004231	XP_012544978.2, XP_037875828.1	XP_969823.3
OG0004232	XP_037876619.1	XP_008197867.1, XP_972446.1
OG0004234	XP_012550820.1	XP_971060.1
OG0004235	XP_037870208.1	XP_015840768.1
OG0004236	XP_021202665.1, XP_021202663.1	XP_015839515.1, XP_015839514.1
OG0004237	XP_004928571.2	XP_972411.1
OG0004238	XP_037868820.1, NP_001232931.1	NP_001139341.1
OG0004239	XP_012549954.2	XP_008193832.2
OG0004240	XP_004929308.1	XP_966462.1
OG0004241	XP_021205681.1	XP_015835603.1
OG0004242	NP_001171667.1	XP_008190689.1, NP_001034513.1
OG0004243	XP_012547247.1	XP_001809395.1
OG0004244	XP_012549416.1	XP_008190816.1
OG0004245	XP_037867770.1, XP_037867772.1, XP_037867773.1	XP_015832939.1
OG0004246	NP_001108462.1, XP_012549556.2	XP_975048.1
OG0004247	NP_001243994.1, XP_037873014.1	XP_008192323.1
OG0004248	XP_012547300.1	XP_008191550.1
OG0004249	XP_037876178.1	XP_967213.1
OG0004251	XP_012547340.2	XP_008191695.1
OG0004252	XP_021202111.2	XP_008200798.2
OG0004252	XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2	XP_015839628.1
OG0004253	XP_037866659.1, XP_037866658.1, XP_004929200.2	NP_001107838.1, XP_008193910.1
OG0004254	XP_037868525.1	XP_001814021.1
OG0004257	XP_004933554.2, XP_037877081.1	XP_975524.1, XP_015836662.1, XP_970452.2
OG0004258	XP_021202164.2, XP_037875585.1	XP_974160.2
OG0004261	NP_001040380.1, XP_012544671.1	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1
OG0004262	XP_004930073.1	XP_008200054.1, XP_008191569.1
OG0004264	XP_004927281.3	XP_973435.1
OG0004267	NP_001040423.1	XP_968461.1, XP_968542.1, XP_968377.1
OG0004269	XP_037869431.1	XP_008191491.1, XP_001807780.1
OG0004275	XP_037867596.1	XP_008201172.1
OG0004276	NP_001037219.1, XP_021207863.1	XP_972907.1
OG0004277	NP_001037159.1, XP_021208658.2	XP_969696.1
OG0004278	NP_001037275.1	XP_975170.2
OG0004279	XP_004932946.1	XP_975179.2
OG0004280	XP_004928974.1	XP_973533.1
OG0004281	NP_001124349.1	XP_008195224.1
OG0004282	XP_021206888.1, NP_001037135.1	XP_974347.1
OG0004283	NP_001037253.1	XP_008192466.1, NP_001165863.1
OG0004284	NP_001037255.1	XP_968064.1
OG0004285	XP_004931084.2	XP_970899.1
OG0004286	XP_004932205.1	XP_968001.1
OG0004287	XP_004929900.1	XP_966498.1
OG0004288	XP_012548257.2	XP_969265.1
OG0004289	XP_004926447.1	XP_008197558.1, XP_015838760.1
OG0004290	NP_001124377.1	XP_971885.1
OG0004291	XP_004922528.1	XP_968374.1
OG0004292	XP_004926302.1	XP_015837941.1
OG0004293	XP_004927897.1	XP_972261.1
OG0004294	XP_004921574.1	XP_974435.1
OG0004296	NP_001091762.1	XP_967959.1
OG0004297	XP_004931546.1	XP_966358.1
OG0004298	NP_001040401.1	XP_015834541.1
OG0004299	XP_004930348.1	XP_973645.1
OG0004300	XP_004930631.2	XP_008197771.1
OG0004301	XP_004929017.1	XP_972630.1
OG0004302	XP_004931543.1	XP_971610.1
OG0004303	XP_004929446.1	XP_974854.1
OG0004304	NP_001040276.1	XP_008190996.1
OG0004305	XP_004929158.1	XP_967790.1
OG0004306	XP_004932719.1	XP_972464.1, XP_972413.1
OG0004307	NP_001037522.1	XP_015834916.1
OG0004308	NP_001040151.1	XP_975195.1
OG0004309	XP_004925424.1	XP_969903.1
OG0004310	XP_004924987.1	XP_969714.1
OG0004311	XP_012550551.1, NP_001040136.1	XP_969723.1
OG0004312	NP_001040496.1, XP_012550108.1	XP_969605.1
OG0004313	XP_037867585.1	XP_969250.1
OG0004314	XP_004923945.1	XP_968017.1
OG0004315	NP_001037082.1	XP_015833545.1
OG0004316	NP_001037580.1	XP_967058.1
OG0004317	NP_001037508.1	XP_970777.1
OG0004318	NP_001037556.1	XP_973769.1
OG0004319	XP_021207332.1	XP_008201675.1
OG0004320	XP_004924660.1	XP_008199303.1
OG0004321	XP_004927929.1	XP_971796.1
OG0004322	XP_004924733.1	XP_008195533.1
OG0004323	NP_001040110.1	XP_971760.1
OG0004324	NP_001037273.1	XP_973351.1
OG0004325	XP_037867744.1, XP_004926849.1	NP_001128383.1
OG0004326	XP_004933571.2	XP_001813029.1
OG0004327	XP_004924517.1	XP_015835634.1
OG0004328	NP_001040387.1	XP_969972.1
OG0004329	NP_001091750.1	XP_972456.1
OG0004330	NP_001040280.1	XP_966880.1
OG0004331	XP_004925913.1	XP_967746.1
OG0004332	XP_021203157.1, NP_001040397.1	XP_008192042.1, XP_970786.1
OG0004333	NP_001037390.1	XP_971805.1
OG0004334	XP_012550250.1, NP_001040310.1	XP_970161.2
OG0004335	XP_012549424.1, XP_012549423.1	XP_008195989.1
OG0004336	XP_004924094.1	XP_971226.2
OG0004337	XP_037868058.1	XP_008194680.2
OG0004338	XP_037869104.1	XP_971269.1
OG0004339	XP_004933751.1	XP_968192.1
OG0004340	XP_004926461.1	XP_972358.1
OG0004343	NP_001037094.1	XP_975131.1
OG0004344	NP_001040439.1	XP_967314.1
OG0004345	XP_012551528.2	XP_970655.1
OG0004346	XP_004933671.1, XP_037869651.1	XP_974710.1
OG0004347	XP_004925786.1	XP_972970.1
OG0004348	XP_004931111.2	XP_970769.1
OG0004349	NP_001091827.1	XP_971370.1
OG0004350	XP_004926892.1	XP_970528.1
OG0004351	XP_004922412.2	XP_008196327.1, XP_972027.1
OG0004352	XP_004925782.1	XP_968697.1
OG0004353	XP_004928164.1	XP_972343.1
OG0004354	XP_012547325.1	XP_008201302.1
OG0004355	NP_001040384.1	XP_975028.1
OG0004356	XP_004925473.1	XP_968339.1
OG0004357	XP_004921584.1	XP_971110.1
OG0004358	NP_001037299.1, XP_037874153.1	XP_972440.1
OG0004359	XP_004925255.1	XP_008199086.1
OG0004360	NP_001269152.1	XP_974891.1
OG0004361	XP_004924614.1	XP_970915.2
OG0004362	XP_012545769.1	XP_967452.2
OG0004363	XP_004928927.1	XP_001814270.1
OG0004364	NP_001037102.1	XP_968539.1
OG0004365	XP_004922522.1	XP_008195871.1
OG0004366	XP_004933534.1	XP_974948.1
OG0004367	XP_037868832.1, XP_012550222.1	XP_968873.1
OG0004368	XP_012553136.1	XP_971553.2
OG0004369	XP_021203230.1, NP_001040390.1	XP_975322.1
OG0004370	NP_001040275.1	XP_967583.3
OG0004371	NP_001129357.1	XP_008191479.1
OG0004372	XP_004928871.1	XP_008196107.1
OG0004373	XP_004931816.1	XP_008197488.1
OG0004374	XP_004931896.1	XP_966555.1
OG0004375	XP_004923828.1, XP_021202090.1	XP_975428.1
OG0004376	XP_004933701.1	XP_966588.1
OG0004377	XP_012547760.1	XP_008190408.2
OG0004378	NP_001296469.1	XP_001815752.1
OG0004379	XP_004925730.1	XP_008197126.1
OG0004380	XP_037867326.1	XP_008201282.1
OG0004381	XP_004931120.1	XP_008198837.1
OG0004382	XP_037869285.1	XP_008198502.1
OG0004383	XP_037877691.1	XP_001811897.1, XP_008193872.1
OG0004384	XP_004926239.1	XP_967198.1
OG0004385	NP_001040538.1	XP_001814757.1
OG0004386	XP_004928867.1	XP_968136.1
OG0004387	XP_004922580.1, XP_004922589.1	XP_973540.1
OG0004388	XP_012549974.1	XP_970062.1
OG0004389	NP_001040186.1	XP_008190586.1, XP_974322.1
OG0004390	XP_037868814.1	XP_008198783.1
OG0004391	XP_037871984.1	XP_972110.1
OG0004392	NP_001127741.1	NP_001076793.1
OG0004393	NP_001037105.1	XP_008198968.1
OG0004394	XP_012552792.1	XP_008193615.1
OG0004395	NP_001040356.1	XP_015836706.1, XP_008200618.1
OG0004396	XP_037867106.1	XP_967054.1
OG0004397	XP_012551911.1	XP_973270.1
OG0004398	XP_004929393.1, NP_001170880.1	XP_973691.3, NP_001071091.1
OG0004400	XP_037872499.1	XP_008194873.1
OG0004401	XP_012552909.2	XP_015833917.1, XP_015833918.1
OG0004402	NP_001040509.1, XP_012543996.1	XP_015839832.1
OG0004403	XP_012545483.1	XP_974795.3
OG0004404	NP_001153659.1	XP_973343.1, XP_972623.1
OG0004405	XP_037869481.1	XP_973483.1
OG0004406	XP_037869513.1	XP_015838960.1
OG0004407	NP_001127727.1, XP_037877636.1, XP_004929240.1	XP_008193688.1
OG0004408	XP_021204847.1, XP_012547412.1	XP_008192574.1, XP_972707.2
OG0004409	XP_004926345.2	XP_971897.2
OG0004410	XP_004933293.1	XP_008200035.1, XP_008195992.1
OG0004411	XP_004933256.1, XP_037876327.1	XP_974546.1
OG0004412	NP_001040148.1	XP_008197181.1
OG0004413	NP_001128236.1	XP_972151.1
OG0004414	XP_037869727.1	XP_974522.1
OG0004415	XP_004923584.2, XP_037867690.1	XP_015840578.1, XP_015839944.1
OG0004416	XP_004931870.1	XP_967938.1
OG0004417	XP_004922278.1	XP_008191367.2
OG0004418	XP_004933565.1	XP_967755.1
OG0004419	XP_012550117.2, XP_021206649.1	XP_015837300.1, XP_008195801.1
OG0004420	XP_004925324.1	XP_974700.2
OG0004421	XP_004925566.1	XP_008201446.1
OG0004422	XP_004928435.1	XP_008192303.1
OG0004423	XP_012549290.1	XP_015835652.1, XP_008199577.1
OG0004424	NP_001157386.1, XP_012545026.1	XP_966793.1
OG0004425	XP_004926812.1	XP_975776.2
OG0004426	XP_004930472.2	XP_971988.1
OG0004427	XP_004924406.1	XP_975024.1
OG0004428	NP_001129356.1	XP_008193101.1
OG0004429	XP_004925622.1	NP_001137201.1, XP_015839494.1
OG0004430	XP_004928252.2	XP_001812942.1
OG0004431	XP_004922106.1	XP_008198316.1
OG0004432	XP_004932553.1	XP_968397.1
OG0004433	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1	XP_969112.1
OG0004434	XP_021204518.1	XP_967394.1
OG0004436	NP_001138799.1, XP_012547715.1	XP_967237.1, XP_008198811.1
OG0004437	XP_037875079.1	XP_971007.1
OG0004438	XP_021207788.2	XP_974054.1, XP_015838263.1, XP_015838262.1
OG0004439	NP_001266353.1, XP_021207445.2	XP_008192095.1
OG0004440	NP_001037602.1	XP_972849.1
OG0004441	NP_001093308.1, XP_012550230.1	XP_015839666.1, XP_970319.1
OG0004442	XP_004932564.1	XP_968337.1
OG0004443	XP_037871924.1, XP_037871925.1	XP_971224.1
OG0004444	XP_004929444.1	XP_008193636.1
OG0004445	NP_001106224.1, XP_021207530.1	XP_008193656.1
OG0004446	XP_004922901.1	XP_968186.1
OG0004447	XP_037868292.1	XP_008196875.1
OG0004448	XP_004928620.1	XP_968140.1
OG0004449	XP_012545915.2	XP_968648.1, XP_015834343.1
OG0004450	XP_012546120.1, XP_012546119.1, XP_021203885.1	XP_008197685.1
OG0004451	XP_004925914.2	XP_001813375.1, XP_015835910.1
OG0004452	NP_001166808.1	NP_001034518.1, XP_008201243.1
OG0004453	NP_001136085.1	XP_008197856.1
OG0004454	XP_037871803.1	XP_015835986.1
OG0004455	XP_021202583.2	XP_974859.1
OG0004457	XP_004929281.1	XP_008194516.1
OG0004458	XP_004926768.1	XP_973234.1
OG0004459	XP_004929750.1	XP_008201155.1, XP_015840642.1
OG0004460	XP_037868050.1	XP_015839542.1
OG0004461	XP_004932074.2	XP_008198493.1
OG0004462	XP_037868896.1	XP_008201181.1
OG0004463	XP_037867166.1	XP_008193392.1
OG0004464	XP_012548904.1	XP_015833887.1, XP_008194021.1
OG0004465	XP_004922073.1	XP_966481.1
OG0004466	XP_021206330.1, XP_004922393.1	XP_015837577.1
OG0004467	XP_004924429.2	XP_967843.1
OG0004468	XP_004930943.1	XP_969039.1
OG0004469	XP_021205574.2	XP_972171.1
OG0004470	XP_004923758.2	XP_971504.1
OG0004471	XP_021208505.1, NP_001040146.1	XP_973117.1, XP_008196349.1
OG0004472	XP_004927286.1	XP_974024.1
OG0004473	XP_004923352.2	XP_015836862.1, XP_015836861.1
OG0004474	XP_012551241.2	XP_008197064.1
OG0004475	XP_021204191.1	XP_015838870.1, NP_001034508.1
OG0004478	XP_004927741.2	XP_975527.1
OG0004479	XP_004928540.2	XP_971071.1
OG0004480	XP_004926613.2, XP_037877374.1	XP_008201326.1
OG0004481	XP_037871521.1, NP_001037015.1	XP_974320.3
OG0004482	NP_001040514.1	XP_008199962.1
OG0004483	XP_004931686.2	XP_971989.2, XP_008198950.1
OG0004484	XP_012550143.1	XP_966953.1
OG0004485	XP_037869915.1	XP_008193405.1
OG0004486	NP_001296544.1	XP_972731.1
OG0004487	XP_021205891.1	XP_015838841.1
OG0004488	XP_037868414.1, XP_037874369.1	XP_008201364.1
OG0004490	XP_021203669.1	XP_008200172.1, XP_971121.1
OG0004491	XP_004931937.1	XP_966917.2
OG0004492	XP_004927204.2	XP_972141.2
OG0004493	XP_004922061.3	XP_970342.1
OG0004494	NP_001040545.1, XP_037872570.1	XP_972668.2
OG0004495	XP_004932393.1	XP_008200596.1, XP_974708.1
OG0004496	XP_037868699.1	XP_008200974.1
OG0004497	XP_037870498.1	XP_970200.1
OG0004498	XP_004931902.2	XP_968062.1
OG0004499	XP_012547044.2	XP_008198302.1
OG0004500	XP_004923356.1, XP_037876238.1	XP_966935.2
OG0004501	XP_012549502.2	XP_008197624.1, NP_001034504.1, XP_008197420.2
OG0004502	XP_004924030.1	XP_008201594.1
OG0004503	XP_004930888.2	XP_008193900.1
OG0004504	XP_037869269.1, XP_012549535.1	XP_971712.2
OG0004505	XP_037871579.1	XP_015839555.1, XP_015839540.1
OG0004506	XP_021206434.2	XP_974651.2
OG0004507	XP_012551824.2, NP_001040548.1	XP_008195560.1
OG0004508	XP_004921717.1	XP_967772.1
OG0004509	XP_012544620.2	XP_967885.1
OG0004510	XP_037868142.1	XP_008195623.1
OG0004511	XP_004926798.1	XP_015834663.1
OG0004512	XP_037867183.1	XP_969306.1
OG0004513	XP_004925974.1	XP_015840997.1
OG0004514	XP_004924190.1	XP_967303.1
OG0004515	XP_004928585.1	XP_971562.1
OG0004516	XP_037877318.1, XP_037871723.1	XP_008199814.1
OG0004517	XP_021204138.1	XP_008192854.1
OG0004518	XP_037874751.1	XP_008200602.2
OG0004519	XP_037876118.1, NP_001036900.1	XP_970192.2
OG0004520	XP_004930185.1, XP_004930184.1, XP_004930183.1	XP_967626.1
OG0004521	NP_001166283.1, XP_037874249.1	XP_966717.1
OG0004522	XP_012550146.1	XP_968657.2
OG0004523	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1	XP_966596.1
OG0004524	XP_037868919.1	XP_975254.2
OG0004525	XP_012549849.2	XP_001814158.1
OG0004527	XP_037877355.1	XP_008196861.1
OG0004528	NP_001091810.1	XP_008198942.1
OG0004529	XP_037867115.1	XP_969523.1
OG0004530	XP_004929406.1	XP_008192807.1
OG0004531	XP_037871728.1	XP_008198806.1
OG0004532	XP_004925125.1	XP_008191977.1
OG0004533	XP_004927924.1	XP_975235.1
OG0004534	XP_037877609.1	XP_015837847.1
OG0004535	XP_004923114.2	XP_967479.1
OG0004536	NP_001093276.1	XP_969779.1
OG0004537	XP_037867597.1	XP_008199753.1
OG0004538	XP_004927885.1, XP_037870948.1	XP_008194447.1
OG0004539	XP_004921572.1	XP_008190563.1, XP_015833001.1
OG0004540	XP_004925261.1	XP_974431.1
OG0004541	NP_001159615.1, XP_037872549.1	NP_001161779.1, XP_015837741.1
OG0004542	XP_037869561.1, NP_001037009.1	XP_015833850.1
OG0004543	XP_012548030.1	XP_015834276.1
OG0004544	XP_004924603.1	XP_967831.2
OG0004545	XP_004925979.1	XP_972841.1
OG0004546	XP_037872933.1	XP_008191529.1
OG0004547	XP_012545466.1, XP_021203391.1, XP_021203392.1	XP_973795.3
OG0004548	NP_001041678.1, XP_037874643.1	XP_008194167.1
OG0004549	XP_004921859.1	XP_975544.1
OG0004550	XP_037875309.1	XP_968425.2
OG0004551	XP_004930352.1	XP_008196143.1
OG0004552	XP_004922110.2	XP_966605.1
OG0004553	XP_037877807.1	XP_015835217.1
OG0004556	XP_004925803.1	XP_015834234.1
OG0004557	XP_037876725.1	XP_015835653.1
OG0004558	XP_004928427.1	XP_970509.1
OG0004559	XP_004931495.1	XP_008191113.1
OG0004560	XP_021207502.1, XP_012550797.1, XP_012550795.1	XP_969585.1
OG0004561	NP_001040132.1	XP_973530.1
OG0004563	XP_004926318.1	XP_974107.1
OG0004564	XP_004927446.1	XP_967545.1
OG0004565	XP_004926267.1	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1
OG0004566	NP_001040367.1	XP_975011.1
OG0004567	XP_004925491.1	XP_969501.1
OG0004568	XP_037867040.1	XP_966406.1
OG0004569	XP_004926257.1	XP_971024.1
OG0004570	NP_001188366.1	XP_008190477.2
OG0004571	XP_004928163.3	XP_966419.1
OG0004572	NP_001138798.1, XP_037877641.1	XP_008193653.1
OG0004573	XP_012547105.2, NP_001037168.1	XP_015840900.1
OG0004574	XP_004933022.1	XP_008199514.1, XP_015833543.1
OG0004575	XP_037866637.1	XP_015836016.1
OG0004576	XP_037877751.1	XP_968528.1
OG0004577	XP_012551976.2	XP_008196227.1
OG0004578	XP_004921881.1	XP_015837256.1
OG0004579	XP_004925321.1	XP_015838708.1
OG0004580	XP_004932500.1, XP_004932501.1	XP_968154.2
OG0004581	XP_004929151.1	XP_967342.1, XP_973682.1
OG0004582	XP_004929851.1	XP_008194035.1, XP_970124.1
OG0004583	XP_037872882.1	XP_971242.2
OG0004584	XP_004925134.1	NP_001164208.1, XP_008201001.1
OG0004585	XP_037866826.1	XP_008191121.1
OG0004586	XP_004924673.1	XP_008191139.1
OG0004587	NP_001040251.1	XP_967043.1, XP_976065.1
OG0004588	NP_001166192.1, XP_037876455.1	XP_967472.1
OG0004589	XP_021202871.1	XP_015836849.1
OG0004590	XP_004922675.1	XP_015834749.1
OG0004591	XP_037875340.1	XP_974397.2
OG0004592	NP_001040336.1	XP_015839668.1
OG0004593	XP_021207989.1	XP_001811057.1
OG0004594	XP_012550505.1	XP_969067.1
OG0004595	XP_012546295.1	XP_008196620.1
OG0004597	XP_004930913.2	XP_974793.1
OG0004598	XP_004930112.1	XP_972549.2
OG0004599	NP_001296491.1	NP_001096055.1
OG0004600	XP_012551106.1	XP_015837407.1
OG0004601	XP_012546519.1, NP_001182381.1	XP_968373.1
OG0004602	NP_001037440.1	XP_972953.1
OG0004603	NP_001104824.1, XP_021203290.2	XP_008199077.1
OG0004604	XP_004924511.1	XP_970329.1
OG0004605	XP_004931787.1	XP_967701.1
OG0004606	XP_012545772.2	XP_015838055.1
OG0004607	XP_004931702.1	XP_001809949.1, XP_008196929.1
OG0004608	XP_012550134.2	XP_967795.1
OG0004609	XP_037868321.1, XP_037868322.1	XP_008200198.1
OG0004610	XP_004928400.1	XP_008191579.1
OG0004611	XP_004933693.1	XP_008201393.1, XP_001816040.2
OG0004612	XP_004921597.1	XP_970932.1
OG0004613	XP_004931325.1	XP_972782.1
OG0004614	XP_004929280.1	NP_001164247.1
OG0004615	XP_004933640.1	XP_970821.2
OG0004616	XP_012547208.1	XP_008191928.1
OG0004617	XP_037872778.1	XP_970927.1, XP_008196487.1
OG0004618	XP_037875815.1, XP_004926355.1	XP_969029.3
OG0004619	XP_004932921.2	XP_969834.1
OG0004620	XP_004930415.2	XP_968306.2
OG0004621	XP_004929426.1	XP_969038.3
OG0004622	XP_037868818.1	XP_976419.1
OG0004623	XP_012544915.1	XP_008201104.1
OG0004624	NP_001040469.1	XP_975041.1
OG0004625	XP_037875325.1	XP_008201004.2
OG0004626	XP_004927305.2	XP_008192253.1
OG0004627	XP_004932992.1, XP_037869738.1	XP_966974.1
OG0004628	XP_004927872.1	XP_970761.1
OG0004629	NP_001037526.1, XP_012551823.1	XP_973669.1
