Orthogroup	Bombyx_mori	Solenopsis_invicta
OG0002663	XP_004927602.1	XP_011169543.1
OG0002664	XP_037867267.1	XP_011159213.1
OG0002665	XP_037873201.1	XP_025992924.1
OG0002666	XP_004927094.2	XP_025993800.1
OG0002667	XP_004924428.1	XP_011156244.1
OG0002668	NP_001266398.1, XP_012546341.1	XP_011161419.1
OG0002669	XP_004924717.1	XP_025987831.1, XP_011172153.1
OG0002670	XP_037876201.1	XP_011168672.1
OG0002671	XP_004932177.2	XP_011169449.1
OG0002672	XP_037867965.1	XP_011171054.1
OG0002673	XP_004928642.1	XP_011165588.1
OG0002674	XP_021205005.1	XP_011159305.2
OG0002675	XP_012546460.2	XP_011158302.1
OG0002676	XP_004925831.1	XP_025988952.1
OG0002677	XP_012544523.2	XP_011158083.1
OG0002678	XP_004931764.2	XP_011175468.1
OG0002679	XP_004927871.1	XP_011168640.1, XP_039307849.1, XP_039307858.1, XP_039307860.1
OG0002680	XP_012550613.1	XP_011156413.1
OG0002682	XP_037875435.1	XP_039304463.1, XP_039304467.1
OG0002683	XP_012550336.2	XP_025986054.1
OG0002684	XP_012551817.2, NP_001233218.1	XP_011163655.1
OG0002686	XP_012545852.1, NP_001188506.1	XP_011159818.1
OG0002687	XP_012550284.1	XP_039302836.1, XP_039302824.1
OG0002688	XP_012546045.1	XP_011175256.1
OG0002689	XP_021208346.1	XP_011176279.2
OG0002691	XP_004921801.1, XP_012547777.2	XP_025987216.2
OG0002692	XP_037867280.1, XP_021206277.1	XP_025991359.2
OG0002693	XP_037868017.1	XP_039303456.1, XP_039305685.1, XP_039310350.1, XP_039313846.1, XP_025990798.2
OG0002694	XP_012546666.1	XP_011172408.1
OG0002695	XP_037869415.1	XP_025993087.1
OG0002696	XP_037872644.1	XP_011155445.1
OG0002697	XP_037866958.1	XP_025994952.1, XP_039309183.1
OG0002698	XP_004925227.1	XP_011173586.2
OG0002699	XP_037872690.1	XP_011156854.1
OG0002700	XP_004926131.1, XP_021203623.1	XP_011163939.1
OG0002701	XP_037871326.1	XP_039302065.1, XP_039302067.1
OG0002702	XP_037868787.1	XP_011162233.1, XP_039302018.1
OG0002703	XP_012548905.2	XP_039308689.1
OG0002705	XP_037868067.1	XP_011171074.1
OG0002708	NP_001243983.1, XP_012550859.1	XP_039306201.1, XP_025996421.1
OG0002709	XP_037866441.1, XP_037866442.1	XP_011171470.1
OG0002710	XP_037874702.1, XP_037874704.1	XP_011167275.1
OG0002711	XP_004931665.1	XP_039309840.1
OG0002712	NP_001037474.1, NP_001166834.1, XP_037873397.1	XP_011159627.1
OG0002713	XP_012546360.2, XP_037870408.1	XP_039305427.1, XP_039305439.1
OG0002714	XP_037868920.1	XP_011167775.1, XP_011167776.1
OG0002715	XP_037876401.1	XP_011172967.1
OG0002716	XP_004931725.1	XP_039314904.1, XP_039314905.1, XP_039314906.1
OG0002718	XP_004932465.2	XP_011172358.2
OG0002719	XP_021207255.1	XP_011160437.2
OG0002720	XP_037869516.1, XP_037869537.1	XP_011173158.2, XP_025995607.1, XP_039313645.1
OG0002721	XP_004931173.1, XP_004931174.1	XP_011162218.1
OG0002722	XP_004927019.1	XP_025995249.2
OG0002723	XP_004927768.1	XP_025990032.2, XP_011156550.3
OG0002724	XP_004921973.2, XP_037877274.1	XP_011175012.1
OG0002725	XP_021208618.1, NP_001037408.2	XP_011158554.1
OG0002726	XP_004928508.1	XP_011160217.1, XP_039309888.1, XP_039309886.1
OG0002728	XP_021209149.1	XP_039309519.1
OG0002729	XP_004921799.2	XP_025992796.2
OG0002730	NP_001106219.1	XP_011172207.1
OG0002731	XP_004931852.2	XP_039308750.1, XP_025995826.2
OG0002732	NP_001103397.1	XP_011166351.1
OG0002733	XP_037866917.1, XP_037866904.1	XP_039301830.1, XP_039301833.1
OG0002734	XP_037867728.1, XP_037867729.1	XP_025993814.1, XP_039303094.1, XP_025993813.1
OG0002735	XP_037872803.1, XP_037872805.1	XP_025992671.1
OG0002736	XP_004931675.3	XP_011168674.1
OG0002737	XP_004928314.1	XP_011168038.2
OG0002738	XP_037873056.1, XP_037873059.1	XP_039308051.1
OG0002739	NP_001040422.1	XP_011167527.1, XP_039308384.1
OG0002740	XP_004921704.1	XP_039310011.1, XP_011162572.1, XP_011162571.1
OG0002741	XP_012549555.2, NP_001107632.1	XP_011155409.1, XP_011155408.1
OG0002742	XP_037875578.1, NP_001040383.1	XP_011155767.1
OG0002743	XP_037877583.1, NP_001037171.1	XP_011163811.2
OG0002744	XP_037870402.1	XP_025992733.1, XP_025992734.1, XP_039304319.1, XP_039304318.1, XP_039304320.1
OG0002745	XP_004924157.1	XP_039309495.1, XP_039309496.1, XP_039309494.1
OG0002746	XP_021202692.1	XP_039312910.1, XP_039312907.1
OG0002747	NP_001040332.1	XP_025986268.1
OG0002748	XP_004932598.1	XP_039307101.1, XP_011172789.1, XP_011172788.1
OG0002749	XP_004930735.2	XP_025986954.1
OG0002750	XP_037873971.1	XP_039305530.1, XP_025987569.2
OG0002751	XP_004931181.1	XP_039313189.1
OG0002752	XP_037871721.1, XP_037871722.1, XP_037871720.1, XP_037871718.1	XP_025988275.1
OG0002753	XP_004925343.1	XP_011161407.2
OG0002754	XP_037871791.1	XP_011155401.2
OG0002755	XP_004932485.1	XP_039312380.1
OG0002756	XP_037875636.1	XP_011163747.1
OG0002757	XP_037873190.1	XP_011160610.1
OG0002758	XP_012545048.1	XP_011173663.2
OG0002759	XP_004923295.1	XP_039302459.1
OG0002760	NP_001036996.1	XP_039314258.1
OG0002761	XP_004925178.1	XP_025988190.1
OG0002762	XP_004921820.1	XP_011164225.1
OG0002763	XP_037870290.1	XP_025989043.1, XP_025989041.1
OG0002764	XP_037875759.1, XP_037875767.1	XP_025994850.1
OG0002765	XP_004930177.1	XP_039305825.1, XP_025989377.2
OG0002766	XP_037875521.1	XP_011159901.2
OG0002767	XP_037873488.1, NP_001040453.1, NP_001037418.1	XP_039314554.1, XP_011169900.1
OG0002769	XP_037875284.1	XP_011155632.2, XP_011155631.2
OG0002770	XP_012550966.2	XP_011164308.1
OG0002771	XP_004925787.1	XP_011162612.1
OG0002772	XP_021207659.1	XP_011162517.1
OG0002773	XP_012550849.2, NP_001182008.1	XP_011164795.1
OG0002774	XP_037871373.1	XP_039306022.1
OG0002775	XP_037872138.1	XP_025992258.2
OG0002776	XP_037877176.1	XP_039310616.1, XP_011169282.1
OG0002777	XP_004931489.1, XP_004926004.1	XP_011166980.1
OG0002778	XP_004923793.1	XP_011171272.1
OG0002779	XP_037876150.1	XP_039303187.1
OG0002780	XP_004933071.1	XP_025992720.2
OG0002781	XP_012547796.2	XP_011159955.1, XP_011159948.1
OG0002784	XP_037875163.1	XP_025993859.1
OG0002785	XP_004930658.2	XP_025990104.2
OG0002786	XP_037868564.1, XP_004925395.2	XP_011166063.2, XP_025988330.1
OG0002787	XP_037869693.1, XP_037869692.1	XP_011175171.1
OG0002788	XP_037877811.1	XP_039302071.1
OG0002789	XP_037872373.1, XP_004928889.1	XP_011160335.1, XP_025989776.1
OG0002790	XP_012548724.2	XP_039307835.1, XP_039308096.1, XP_039309265.1, XP_039309297.1, XP_039309101.1, XP_039307722.1, XP_039308095.1
OG0002791	NP_001091800.1	XP_025990832.1
OG0002792	XP_004928277.1, XP_012547698.1	XP_011168832.2
OG0002793	XP_012550454.1	XP_011176007.1
OG0002794	XP_012552738.2	XP_011164823.1
OG0002795	XP_037868690.1, XP_021206905.2, XP_012550225.2	XP_039313997.1
OG0002798	NP_001127716.1, XP_021202798.1	XP_025994991.2
OG0002799	XP_037869076.1	XP_025995706.1, XP_025995703.1
OG0002800	XP_021208046.2	XP_011172145.2
OG0002801	XP_037877585.1, XP_037872586.1	XP_025988160.1
OG0002802	XP_012552140.1	XP_039301823.1
OG0002803	XP_004930580.1	XP_011162154.1
OG0002804	XP_037866931.1	XP_039304795.1, XP_011165861.1
OG0002805	XP_037870575.1, XP_037870574.1	XP_025995831.1
OG0002806	XP_037872153.1	XP_039301701.1
OG0002809	XP_004929180.1	XP_011157806.2
OG0002810	XP_004922291.2	XP_011166537.2
OG0002812	NP_001189465.1	XP_011160757.1
OG0002814	XP_004922753.1	XP_011162916.1
OG0002815	XP_004927222.1, XP_004927221.1	XP_011163055.1, XP_039313611.1
OG0002816	XP_004929523.1, XP_004929524.1	XP_011158614.2
OG0002817	NP_001091747.1, XP_037871558.1	XP_011165921.2, XP_039312062.1, XP_025993809.2
OG0002818	XP_012547422.1	XP_011162505.1
OG0002819	XP_037871921.1	XP_039310330.1
OG0002820	XP_012550793.2	XP_011160109.2, XP_011160110.2, XP_025987791.2
OG0002821	XP_004925825.1, XP_012545560.1	XP_011155837.2
OG0002822	XP_037872293.1, XP_037872292.1, XP_037872291.1	XP_011163398.1
OG0002824	XP_004932339.2	XP_011170929.1, XP_011170931.1
OG0002825	XP_004924335.1	XP_039315617.1
OG0002826	XP_004924557.1	XP_011160185.2
OG0002827	XP_037871049.1	XP_025994881.1
OG0002828	XP_004926431.1	XP_011155781.1
OG0002829	XP_004932192.2	XP_011164777.2, XP_011164779.2
OG0002830	XP_004929454.1	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1
OG0002831	XP_012547342.1	XP_011158832.2
OG0002832	XP_037870492.1	XP_011161504.1
OG0002834	XP_037869625.1	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1
OG0002836	XP_012550543.1, XP_021207169.1	XP_011163534.2
OG0002837	XP_021205932.1	XP_011175489.1
OG0002838	XP_012546332.1	XP_011168001.1, XP_039311199.1, XP_039311200.1
OG0002842	XP_004926185.2	XP_039303140.1, XP_025992946.2, XP_039315207.1, XP_011172017.2, XP_039305617.1, XP_039304815.1, XP_039303141.1, XP_025987878.2, XP_039303109.1, XP_039315394.1, XP_039315390.1, XP_039303139.1, XP_039303113.1, XP_039303115.1, XP_039303114.1, XP_039303118.1
OG0002844	XP_037867644.1, XP_037867646.1, XP_037867645.1	XP_025987531.2
OG0002845	XP_037869373.1	XP_011175746.3, XP_039313353.1
OG0002848	XP_004929403.1	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1
OG0002851	XP_037876033.1	XP_039302726.1
OG0002856	NP_001040403.1	XP_011165944.1
OG0002857	XP_012550525.1, NP_001037568.1	XP_011159608.1, XP_011159607.1
OG0002858	NP_001091752.1	NP_001291534.1
OG0002859	XP_004921980.1	XP_011155444.1
OG0002860	NP_001037668.1	XP_011156532.1
OG0002861	XP_012551285.1, XP_004932525.1, XP_004932524.1	XP_011176218.1
OG0002862	XP_021206733.1, XP_004922464.1	XP_011174250.1
OG0002863	NP_001040446.1	XP_011175057.1
OG0002864	XP_012550885.3	XP_011157211.2
OG0002865	XP_004928257.1	XP_011176021.1
OG0002866	XP_012545849.1	XP_011168068.1
OG0002867	XP_004933292.1, XP_004923052.1	XP_011164869.1
OG0002868	NP_001037566.1	XP_011175485.2
OG0002869	XP_004924416.1	XP_011171986.1
OG0002870	NP_001037026.1, XP_012547446.1	XP_011168042.1
OG0002871	XP_037877407.1, XP_037873503.1, XP_037877559.1, XP_037877420.1	XP_011175992.1, XP_011176001.1
OG0002872	XP_004931520.1	XP_025991891.1
OG0002873	XP_037873591.1	XP_011168071.1
OG0002874	XP_004933318.1	XP_039311203.1
OG0002875	XP_004930023.1	XP_011162538.1
OG0002876	XP_004921808.1	XP_011159622.1
OG0002878	XP_004927049.1	XP_025996014.1
OG0002879	XP_037870667.1, NP_001037086.1	XP_011164001.1
OG0002880	NP_001037604.1, XP_012547764.1	XP_011164222.1
OG0002881	XP_037867983.1, XP_037867982.1, XP_037867981.1	XP_011175710.2
OG0002882	XP_012548201.1	XP_011158313.1
OG0002883	NP_001040281.1	XP_011165412.1
OG0002884	NP_001040169.1, XP_012550712.1	XP_011165345.2
OG0002885	XP_004923278.1	XP_011160160.1
OG0002886	NP_001040362.1	XP_011158136.1
OG0002888	XP_004930710.1	XP_011161212.2
OG0002889	XP_004930378.1	XP_011169203.1, XP_025989911.1
OG0002890	XP_037870854.1	XP_011155700.1
OG0002891	XP_012547427.1	XP_011155676.1
OG0002892	NP_001243951.1, XP_012548062.1	XP_011176132.1
OG0002893	XP_021204061.1, XP_004922196.1	XP_039307603.1
OG0002894	NP_001037153.1	XP_011161317.1, XP_011161316.1
OG0002895	XP_004928895.1	XP_011170087.1
OG0002896	XP_004922968.1	XP_039311453.1
OG0002897	XP_012550330.1	XP_011165919.1, XP_011163789.1
OG0002898	XP_004928994.1, XP_021207043.1	XP_011167335.1
OG0002899	NP_001040125.1	XP_011162006.1, XP_039302206.1
OG0002901	XP_004928842.1	XP_011175552.1, XP_011175553.1
OG0002902	XP_037869332.1	XP_011168975.2
OG0002903	XP_037876236.1	XP_011160848.1
OG0002904	NP_001040358.1	XP_039314546.1, XP_025995801.1, XP_025995803.1
OG0002905	NP_001040304.1	XP_011161109.1
OG0002906	NP_001266370.1, XP_012545696.1	XP_011168321.2
OG0002907	XP_037872407.1	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1
OG0002908	NP_001040321.1, XP_021205956.1	XP_039306429.1
OG0002909	XP_004930612.1	XP_011168266.1
OG0002910	XP_004927636.1	XP_025987143.1
OG0002911	XP_004932181.2	XP_011160842.1
OG0002912	XP_004931605.1	XP_039312636.1, XP_011170789.2
OG0002913	XP_004931986.1	XP_011159886.2, XP_011159894.2, XP_011167797.1
OG0002914	NP_001040263.1	XP_011157902.1, XP_011157904.1
OG0002915	XP_004930446.1	XP_011159325.1
OG0002916	XP_021205722.1	XP_011176264.1
OG0002917	XP_021207856.1, XP_004932552.1	XP_039303299.1
OG0002918	XP_004927232.1	XP_039302536.1
OG0002919	XP_004930959.1	XP_011160019.1
OG0002920	NP_001037263.1	XP_011167792.1
OG0002921	XP_004931931.1, XP_037874826.1	XP_039314610.1, XP_039314605.1
OG0002922	XP_037869008.1	XP_011167287.1, XP_039304748.1
OG0002923	XP_037870506.1	XP_011161371.1
OG0002924	XP_012553431.1	XP_011158077.1
OG0002925	XP_004933512.1, XP_012552022.1	XP_025990221.1
OG0002926	XP_004927689.2, XP_012547074.1	XP_039302242.1
OG0002927	NP_001266349.1	XP_011160039.1
OG0002928	XP_037871663.1	XP_025991758.1
OG0002929	XP_037868432.1	XP_039314359.1
OG0002930	XP_012552926.1	XP_039310966.1
OG0002931	XP_037875986.1	XP_039303266.1
OG0002932	XP_021203168.1	XP_025986718.1
OG0002933	XP_004931019.1	XP_011175669.1
OG0002934	XP_004921595.1	XP_039312434.1, XP_011157449.1
OG0002935	XP_037867234.1	XP_011165611.1
OG0002936	XP_004922574.1	XP_011174253.1
OG0002937	XP_037873065.1, XP_037873062.1	XP_011168863.1, XP_039309476.1
OG0002938	NP_001036912.1	XP_039302234.1
OG0002939	XP_004930752.2, XP_021206734.2	XP_011169016.1
OG0002940	XP_012548255.2	XP_025995774.1
OG0002941	XP_004925533.2	XP_011172046.1
OG0002942	XP_021203259.1	XP_011163195.1
OG0002943	XP_004924669.2	XP_011164004.3
OG0002944	XP_037873229.1	XP_011168265.1
OG0002945	XP_037866572.1	XP_011168307.1
OG0002946	XP_021204898.1	XP_011166686.2
OG0002947	XP_004932814.1	XP_011156046.1
OG0002950	XP_012550984.1	XP_011164633.2
OG0002951	XP_037872858.1	XP_011157688.1
OG0002952	NP_001244266.1	XP_011159194.1
OG0002953	XP_037869475.1, XP_037869478.1	XP_025994267.1
OG0002954	XP_004921858.1, XP_037876356.1	XP_011159814.1, XP_025993922.1
OG0002955	XP_012546145.1, XP_004922523.2	XP_011157079.1
OG0002956	XP_004931537.2	XP_011156193.2
OG0002957	XP_037868326.1	XP_011164445.1
OG0002959	NP_001040508.1	XP_039302057.1, XP_039302058.1
OG0002960	XP_037873720.1, XP_004933452.2	XP_011172909.2, XP_039303158.1
OG0002961	XP_012553413.1	XP_011176153.1
OG0002962	XP_037874064.1	XP_011157098.1
OG0002963	XP_021203176.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_021209161.1	XP_011161988.1
OG0002965	XP_012553137.2	XP_011166136.1
OG0002966	XP_012545563.1, NP_001040208.1	XP_039306200.1, XP_011157749.1
OG0002967	XP_004929879.1	XP_011171980.1
OG0002968	NP_001040441.1	XP_039304192.1
OG0002969	XP_004924162.1	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_012543837.2	XP_039303651.1
OG0002971	XP_021208233.1	XP_039302425.1, XP_011171945.1
OG0002972	XP_004932725.2, XP_012551359.1	XP_011155482.1
OG0002973	NP_001040504.1	XP_025992050.2
OG0002974	XP_037874380.1	XP_011175891.1
OG0002975	XP_037869834.1	XP_025991904.2
OG0002976	XP_037872824.1	XP_039306199.1, XP_039306198.1
OG0002977	XP_021204306.1	XP_025995285.1
OG0002979	NP_001037378.1	XP_025993637.1, XP_011167719.1
OG0002981	XP_021208504.1, NP_001040138.1	XP_039306443.1
OG0002982	XP_004929872.2	XP_039310464.1
OG0002983	XP_021206249.2	XP_025992758.1
OG0002984	XP_004930383.1	XP_011175293.1
OG0002985	XP_012551699.1	XP_011159700.2
OG0002986	NP_001037087.1	XP_011175615.1
OG0002987	XP_004929447.1	XP_011162108.1
OG0002988	XP_012551611.1	XP_011160968.2
OG0002989	XP_004926806.1	XP_011156022.2
OG0002990	XP_012551547.2	XP_039310034.1
OG0002991	XP_004930882.2	XP_025989317.1, XP_025989316.1
OG0002992	XP_021206880.2	XP_025992878.1
OG0002993	XP_037877756.1	XP_039307946.1
OG0002996	XP_037866744.1	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1
OG0002997	NP_001037388.1	XP_011175341.2
OG0002998	XP_021207678.1, NP_001166196.1	XP_039308952.1
OG0002999	XP_012549232.1	XP_025992008.2, XP_025992010.1
OG0003000	XP_012548202.1	XP_011166915.1, XP_039315584.1
OG0003001	NP_001037016.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	XP_021202386.2	XP_011165845.1
OG0003003	XP_037871438.1, XP_037871436.1	XP_011158899.1
OG0003004	XP_004928965.1	XP_011162419.1
OG0003005	XP_012551065.1, NP_001037019.1	XP_025992097.1
OG0003006	XP_004931528.2	XP_039306148.1
OG0003007	XP_021207165.1	XP_039311008.1
OG0003008	XP_004924560.2	XP_039303895.1
OG0003009	XP_012544782.1, NP_001166610.1	XP_011175844.1
OG0003010	XP_037868288.1, XP_037868289.1	XP_025989572.1
OG0003011	XP_004924085.1	XP_011159476.1
OG0003012	NP_001040160.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_004932942.1	XP_011166392.1
OG0003014	XP_012547026.1	XP_039307139.1
OG0003015	XP_012544843.2	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003016	XP_012543905.1, XP_004923875.1, XP_012543906.1	XP_011165680.1, XP_039304833.1
OG0003017	XP_004932098.1	XP_011168180.2
OG0003018	XP_021202483.2, XP_004924405.2	XP_011159923.1
OG0003019	XP_004927078.1	XP_039313693.1
OG0003020	XP_004932186.1	XP_011164524.2, XP_039313336.1
OG0003021	XP_004925716.1, XP_012545464.1	XP_011170692.1
OG0003022	XP_037873964.1	XP_011160322.1
OG0003023	XP_004929163.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_004926410.2	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	NP_001040402.1	XP_011159327.1
OG0003026	XP_004932642.1	XP_011166978.1
OG0003027	XP_037874911.1	XP_025989001.1
OG0003028	XP_037866900.1	XP_011170110.1
OG0003029	XP_004930764.1	XP_025994649.1
OG0003030	XP_004922109.1	XP_011165553.1
OG0003031	NP_001036934.1	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	NP_001103763.1, XP_037876462.1, XP_004927742.1	XP_011170131.1
OG0003033	XP_004922255.1	XP_011164729.1
OG0003034	XP_004925115.2	XP_011168785.1
OG0003035	XP_004925992.1	XP_039314065.1
OG0003037	XP_037867851.1, XP_012550364.2	XP_011167265.1
OG0003038	XP_004931007.1, XP_021206758.1, XP_021206761.1, XP_021206760.1, XP_021206759.1, XP_012550001.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_004921971.2, XP_037877264.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_004925272.1	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_004923161.2	XP_011168079.1
OG0003042	XP_037875432.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_037870766.1	XP_011164368.1
OG0003044	XP_037867730.1	XP_011168247.1
OG0003045	XP_012549136.1	XP_011175132.1
OG0003046	XP_004923669.2	XP_011172371.3
OG0003047	XP_012546494.1	XP_039309751.1
OG0003048	XP_004929655.1	XP_011166828.2
OG0003049	XP_021206028.1, XP_004929841.1	XP_011160386.1
OG0003051	XP_037874002.1	XP_011163620.1
OG0003052	XP_004929464.1	XP_011166057.2
OG0003053	NP_001182394.1	XP_011171493.2
OG0003054	XP_004925905.1	XP_011160960.2
OG0003055	XP_004921972.2	XP_011159971.1
OG0003056	XP_037874368.1	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_004924850.1	XP_011165984.1
OG0003058	XP_004928283.1	XP_039304067.1, XP_011172951.1
OG0003059	XP_004927772.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	NP_001040245.1	XP_011160875.2
OG0003061	XP_037875551.1	XP_011169469.2
OG0003062	XP_004923116.1	XP_025990890.1
OG0003064	XP_004931556.1	XP_011167607.1
OG0003065	NP_001036921.1	XP_011168555.1
OG0003066	XP_004929914.1	XP_011168345.1
OG0003067	XP_004928246.1	XP_039307910.1
OG0003068	XP_004925128.1	XP_011176018.1
OG0003069	XP_004922172.1	XP_025992777.1
OG0003070	XP_037866976.1	XP_011171820.1
OG0003071	XP_004933776.2	XP_011166367.1
OG0003072	XP_037876646.1	XP_039314915.1
OG0003073	NP_001040239.1, XP_037875048.1	XP_011167738.1
OG0003074	XP_012550969.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_037875655.1, XP_037875654.1	XP_011169094.1
OG0003076	XP_012550361.1, XP_021207104.1	XP_025987093.1
OG0003077	XP_004931955.2, XP_037875032.1	XP_039314058.1
OG0003078	XP_004928710.2	XP_039313872.1
OG0003079	XP_012550596.1, XP_004931755.1	XP_011168903.1, XP_039312818.1
OG0003080	XP_004928870.1	XP_011156364.1
OG0003081	XP_004933552.1	XP_039303386.1
OG0003082	XP_004928557.1	XP_025991038.1
OG0003083	XP_037874461.1, XP_021205872.1	XP_039312960.1
OG0003084	XP_012543958.2	XP_011167641.1, XP_011167644.1
OG0003085	XP_021205801.2	XP_025992096.2
OG0003086	XP_004927192.1	XP_039312356.1, XP_011161517.1
OG0003087	XP_012546855.2	XP_039313437.1
OG0003088	XP_021202297.2	XP_011167443.1
OG0003089	XP_012551303.2, XP_021207804.1	XP_039313674.1, XP_011158417.2
OG0003090	XP_004921950.1	XP_011172882.2
OG0003091	XP_037874464.1	XP_011164325.1
OG0003092	XP_004933572.1	XP_011164521.2
OG0003094	XP_004928300.1	XP_011161899.1
OG0003095	XP_037870444.1, XP_037870445.1	XP_011156638.2
OG0003096	XP_004922733.1	XP_011174001.2
OG0003097	XP_037872561.1, NP_001296539.1	XP_011155621.1
OG0003098	XP_012549803.3	XP_039306055.1
OG0003099	NP_001136443.1, XP_012548051.2	XP_011159602.1
OG0003100	XP_004928359.1, XP_004928358.1, XP_004928357.1, XP_004928356.1	XP_025985835.1
OG0003101	NP_001182006.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_037874838.1, XP_004924809.1	XP_011165931.2
OG0003103	XP_012549040.1	XP_025987834.2
OG0003104	XP_021206990.1	XP_025994552.2
OG0003105	XP_012552873.1, XP_004923056.1	XP_011174441.1
OG0003106	XP_021202969.1	XP_025990962.1
OG0003107	XP_004929285.1	XP_011162402.1
OG0003108	XP_037868623.1, NP_001166791.1, NP_001036952.1, NP_001166790.1	XP_011173237.2
OG0003109	XP_021207877.2	XP_039314822.1
OG0003110	XP_037869905.1	XP_011163903.1
OG0003111	XP_037867940.1	XP_039310638.1
OG0003112	XP_012553028.2, XP_037869423.1	XP_011172658.1
OG0003114	XP_012552039.2	XP_039306832.1, XP_011166467.1
OG0003115	XP_012545700.1, XP_037873993.1, XP_037873988.1	XP_011173427.1
OG0003116	XP_004928522.1	XP_039311269.1
OG0003118	XP_021206795.1	XP_011172615.1
OG0003119	XP_004923354.2	XP_039313155.1
OG0003120	XP_012547295.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_004931411.1	XP_025990923.1
OG0003122	XP_037866475.1	XP_039305386.1
OG0003123	XP_004923957.1	XP_011166608.1, XP_011166607.1
OG0003124	NP_001040493.1	XP_011167477.1
OG0003125	XP_037873120.1	XP_011163856.1
OG0003126	XP_004924357.2	XP_025986309.2
OG0003127	XP_037872244.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_012551474.1	XP_011171381.1
OG0003130	XP_037875821.1	XP_025987336.1, XP_011162429.1
OG0003131	XP_037875443.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_037872494.1, XP_037872481.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_021209107.2	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_004931919.2, XP_004931918.2, XP_037874695.1	XP_025987373.1
OG0003135	XP_004926879.1	XP_011162593.1, XP_011162594.1
OG0003136	XP_012544301.1	XP_039306099.1
OG0003137	XP_037866618.1	XP_039302546.1
OG0003138	XP_037871603.1	XP_025990507.1
OG0003139	XP_004926636.1	XP_025990674.1
OG0003141	XP_037877346.1, XP_012553207.1, XP_021201816.1, XP_037877284.1	XP_039302630.1
OG0003142	XP_021208400.1	XP_011169763.2
OG0003143	XP_004931524.2	XP_039310052.1, XP_039310051.1
OG0003144	XP_012547709.1, NP_001124368.1	XP_011160189.2
OG0003145	XP_037870759.1	XP_011166674.1, XP_011166675.1
OG0003146	XP_004922937.1	XP_025987200.1
OG0003147	XP_037869090.1	XP_039310050.1, XP_011162690.1
OG0003148	XP_004927743.1	XP_011164370.1
OG0003149	XP_004926554.1	XP_011163201.1
OG0003150	XP_012544458.1	XP_011170885.1
OG0003151	XP_012545645.1, XP_004925941.1	XP_025991582.1
OG0003152	XP_012544664.1, NP_001040181.1	XP_025990121.1, XP_025990112.1, XP_025990120.1
OG0003153	XP_012549218.2	XP_025988729.1
OG0003154	XP_037866916.1, XP_037866927.1	XP_025986269.1
OG0003155	XP_004921902.1, XP_037876262.1	XP_011163493.1
OG0003156	XP_037867608.1, XP_021201879.1	XP_011156868.1
OG0003159	XP_012550949.2	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_004921993.2	XP_025991339.1
OG0003161	XP_037871592.1	XP_011169462.1
OG0003162	XP_004928657.1	XP_039303750.1
OG0003163	XP_021208350.1, XP_021208349.1	XP_011165318.1
OG0003164	XP_037867437.1	XP_039314407.1
OG0003165	XP_004930387.2	XP_011155987.2
OG0003166	XP_004927856.1	XP_011175449.1
OG0003167	XP_037870379.1	XP_011169110.1
OG0003168	XP_012552852.2, XP_021209007.2	XP_039312028.1
OG0003169	NP_001040485.1	XP_011160662.1
