Orthogroup	Bombyx_mori	Acyrthosiphon_pisum
OG0003874	XP_004924537.1	XP_001946140.1
OG0003875	XP_004922154.1	XP_001946199.1
OG0003876	XP_021205723.2, XP_037870515.1, XP_037870516.1	XP_001946205.5
OG0003877	XP_037866550.1	XP_001946225.1, XP_008179331.1
OG0003878	XP_037876197.1	XP_001946282.3
OG0003879	XP_004931440.3	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1
OG0003880	XP_012549422.1	XP_001946327.2
OG0003881	XP_004930195.2	XP_001946547.1, XP_008189573.1
OG0003882	XP_012548006.1	XP_001946627.2
OG0003883	XP_004926044.1	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1
OG0003884	XP_021206275.1	XP_001946729.2
OG0003885	XP_004926933.2	XP_001946730.1
OG0003886	NP_001040103.1	XP_001946793.1
OG0003887	NP_001040385.1	XP_001946898.1
OG0003888	NP_001116821.1, XP_004921727.1, XP_004921732.2	XP_001946943.2
OG0003889	XP_037871897.1	XP_001947064.1, XP_001950350.1
OG0003890	XP_021206558.1	XP_001947073.1
OG0003891	XP_037868815.1, XP_021206927.1, XP_037868817.1	XP_001947218.2
OG0003892	XP_012551537.2	XP_003246046.1, XP_003240667.1, XP_001947246.1
OG0003893	XP_012548789.1	XP_001947253.1
OG0003895	XP_021205899.1	XP_001947487.1
OG0003896	NP_001037608.1, XP_012551933.1	XP_003244016.1, XP_001950659.1, XP_001947545.2
OG0003897	XP_037871555.1, NP_001037624.1	XP_001947564.2
OG0003898	XP_012550453.2	XP_001947588.2
OG0003899	XP_004932565.2	XP_001947595.2
OG0003900	XP_012551203.1, NP_001040436.1	XP_016657440.1, XP_001947713.3
OG0003901	XP_004930363.1	XP_001947756.1
OG0003902	XP_021204865.2, XP_037869773.1	XP_001947769.2
OG0003903	XP_012544826.1, XP_021202818.1	XP_001947783.3
OG0003904	XP_037876679.1	XP_001947910.1
OG0003905	XP_004932076.1	XP_001947991.1
OG0003906	XP_037870494.1	XP_001948005.1
OG0003907	XP_004932080.1	XP_001948184.2
OG0003908	NP_001266361.1, XP_021204670.1	XP_001948190.2
OG0003909	NP_001188365.1	XP_008188131.1, XP_001948205.2, XP_029346791.1
OG0003910	XP_012548261.1	XP_001948398.2
OG0003911	XP_037872595.1	XP_001948475.2
OG0003912	XP_004921663.1	XP_001948509.2
OG0003913	XP_004933332.1	XP_008189865.1, XP_001948669.2
OG0003914	XP_004930054.1	XP_001948813.1
OG0003915	XP_004933205.1	XP_001948850.2, XP_016664457.1
OG0003916	XP_037877157.1, XP_037877156.1	XP_001948870.2
OG0003917	NP_001281215.1	XP_001948879.2
OG0003918	NP_001296480.1, XP_037869046.1	XP_001948892.2, XP_029342874.1, XP_029342875.1
OG0003919	XP_037873191.1	XP_001948898.1
OG0003920	XP_021205115.1, XP_037873069.1	XP_001948976.1
OG0003921	XP_004929517.1	XP_001948985.1
OG0003922	XP_037867021.1	XP_001949071.2
OG0003923	XP_037871340.1	XP_001949183.2
OG0003924	XP_004928216.2	XP_001949258.2
OG0003925	XP_037870734.1	XP_001949278.1
OG0003926	XP_012546955.1, XP_037875426.1, XP_004927529.2	XP_008178997.1, XP_001949288.2
OG0003927	XP_012550651.2	XP_001949298.1
OG0003928	XP_004921744.1	XP_003246652.1, XP_001949388.2, XP_008186215.1
OG0003929	XP_004921712.1	XP_001949455.1
OG0003930	XP_012547705.1	XP_003248224.1, XP_001949484.2
OG0003931	XP_004923823.1	XP_001949495.1
OG0003932	XP_004928355.1	XP_001949508.2
OG0003933	XP_004921981.1	XP_001949541.1
OG0003934	XP_004927651.1	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1
OG0003935	NP_001037257.1	XP_001949785.1
OG0003936	XP_037874244.1, NP_001103390.1	XP_001950018.1
OG0003937	NP_001119719.1	XP_001950019.2
OG0003938	XP_037867819.1, XP_037867818.1	XP_001950061.2
OG0003939	XP_021203066.1	XP_001950067.2
OG0003940	XP_037868013.1	XP_001950086.2
OG0003941	XP_004932659.1	XP_001950247.1
OG0003942	XP_004925060.2	XP_001950298.2
OG0003943	XP_004930725.1	XP_001950368.3
OG0003944	XP_037867768.1	XP_029342219.1, XP_001950375.1, XP_029344247.1
OG0003945	XP_004929252.2	XP_016656392.1, XP_001950376.1, XP_016656393.1
OG0003946	XP_037872651.1	XP_001950380.1
OG0003947	XP_004923402.1	XP_001950488.2
OG0003948	NP_001296515.1	XP_001950499.3
OG0003950	XP_004931209.1	XP_001950597.1
OG0003951	XP_004928878.1	XP_001950703.1
OG0003952	XP_021208067.1	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1
OG0003953	XP_004925516.1	XP_001950785.1
OG0003954	NP_001040494.1	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1
OG0003955	XP_004930569.1, XP_004930570.1	XP_001950884.1
OG0003956	XP_037867435.1	XP_001950982.1
OG0003957	NP_001040543.1	XP_001950987.1
OG0003958	XP_004924203.1, XP_021202374.1	XP_008187611.1, XP_001951009.2
OG0003959	XP_004931453.1	XP_001951019.2
OG0003960	XP_021203205.2	XP_001951100.1, XP_008182492.1
OG0003961	XP_037872304.1	XP_001951227.2
OG0003962	XP_004926248.1	XP_001951372.2
OG0003963	XP_004926026.1	XP_001951429.1
OG0003964	XP_037873074.1	XP_001951601.1
OG0003965	XP_004923059.2	XP_001951710.1, XP_016662434.1, XP_008186106.1
OG0003966	XP_004927228.1	XP_001951807.1
OG0003967	XP_004930408.1	XP_001951859.1
OG0003968	XP_004926264.1	XP_001952043.1
OG0003969	XP_004929112.1	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2
OG0003970	XP_004931345.1	XP_001952292.1
OG0003971	XP_004929344.1	XP_001952327.2
OG0003972	XP_004926999.1	XP_029348232.1, XP_001952345.1
OG0003974	XP_037868812.1	XP_001952405.1
OG0003975	XP_037870480.1, XP_037870481.1	XP_029342158.1, XP_001952469.1
OG0003976	XP_004927122.1	XP_001952484.1, XP_029345704.1, XP_029344829.1
OG0003977	XP_037867045.1	XP_001952504.1
OG0003978	NP_001037660.1	XP_001952564.1
OG0003979	XP_004927746.2	XP_001952579.3
OG0003980	NP_001138805.1, XP_037866730.1	XP_001952581.1
OG0003981	NP_001233148.1, XP_012545487.1	XP_001952625.2
OG0003982	XP_037866437.1	XP_003245839.1, XP_001952627.2
OG0003983	XP_021202823.1	XP_001952666.2
OG0003984	XP_037877129.1	XP_001952756.2, XP_003244750.1, XP_008183410.1
OG0003985	XP_004923535.1	XP_001952858.2
OG0003986	XP_037868586.1	XP_001952875.2, XP_008182754.1, XP_008182755.1
OG0003987	XP_012543788.2, XP_012543787.2	XP_003240357.1
OG0003988	XP_021202849.2	XP_003240647.1
OG0003989	XP_012547596.2	XP_003240969.1
OG0003990	NP_001355172.1	XP_003242527.1
OG0003991	XP_004932958.2	XP_003241415.1
OG0003993	NP_001127720.1, NP_001127717.1, XP_037868611.1	XP_008178727.1, XP_003241610.1
OG0003994	XP_004933641.2	XP_003241685.1, XP_008178832.1
OG0003995	XP_004928599.1	XP_003241698.3, XP_029347519.1, XP_016656548.1
OG0003996	XP_004927389.1	XP_003242191.1
OG0003997	XP_021206096.2, XP_037867865.1	XP_003242276.1, XP_003247927.1
OG0003998	XP_021203310.2, XP_021203309.2	XP_003242376.1
OG0003999	XP_012545611.1, XP_037875014.1	XP_003242605.1
OG0004000	NP_001296497.1	XP_008183189.1, XP_029342808.1, XP_003242619.1
OG0004001	XP_004927390.2	XP_003242784.1
OG0004002	NP_001037456.2	XP_003242837.1
OG0004003	XP_037876448.1	XP_003242877.1
OG0004004	XP_004922729.1	XP_003242949.1
OG0004005	XP_037867825.1, XP_037867823.1, XP_037867824.1	XP_003243356.1
OG0004006	XP_037871169.1	XP_003243499.1
OG0004008	XP_037871650.1	XP_003243801.2
OG0004009	XP_004926137.1, XP_004926138.2	XP_003244002.1, XP_003244010.1
OG0004010	XP_004921711.1	XP_003244233.1
OG0004011	NP_001037514.1, XP_012547123.1	XP_003244402.1
OG0004012	XP_012548993.2	XP_003245275.1
OG0004013	XP_021206266.2	XP_003245365.1
OG0004014	XP_004924136.1	XP_029344034.1, XP_003245369.1
OG0004015	XP_037874668.1	XP_029343300.1, XP_029342121.1
OG0004016	XP_037869870.1	XP_029342325.1
OG0004017	XP_021207252.1	XP_003246135.1
OG0004018	XP_004933635.2	XP_003246201.1
OG0004019	NP_001166629.1, XP_004926459.1	XP_003246415.1, XP_029342049.1
OG0004020	XP_037866796.1	XP_003246485.2
OG0004021	XP_037869295.1	XP_003246496.1
OG0004022	XP_021207600.1	XP_003246762.1
OG0004023	XP_037873199.1	XP_003246871.2, XP_008186541.1
OG0004026	XP_037876311.1	XP_003247003.1
OG0004027	XP_004923893.1	XP_003247146.1
OG0004028	XP_012544241.1	XP_003247231.1
OG0004029	XP_037870693.1	XP_003247295.1
OG0004030	XP_037872866.1, XP_037872867.1	XP_003247407.1
OG0004031	XP_004923757.1	XP_003247630.1
OG0004032	XP_021205979.2, NP_001188364.1	XP_003247672.1, XP_008187693.1, XP_003248934.3
OG0004033	XP_012547603.2	XP_003247913.1
OG0004034	XP_004923392.2	XP_003248165.1
OG0004035	NP_001040314.1, XP_012551725.1	XP_003248194.1
OG0004036	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1	XP_003248254.1
OG0004037	XP_037875629.1	XP_003248335.1
OG0004038	XP_004929014.1	XP_003248689.1, XP_029343673.1
OG0004040	XP_004928222.1	XP_008178620.1
OG0004041	NP_001136226.1	XP_008178679.1
OG0004042	XP_037867811.1, NP_001036993.1	XP_008178680.1, XP_008178681.1, XP_016656432.1
OG0004043	XP_012553204.1, XP_021201806.1	XP_008178865.1, XP_029346647.1
OG0004044	XP_012544043.1, XP_021202217.1, XP_004924011.1	XP_029341758.1, XP_008178965.1
OG0004045	XP_004933047.1	XP_008178980.2
OG0004046	XP_004925413.1	XP_008179028.1
OG0004047	XP_004933797.2	XP_008179453.1, XP_008179452.1, XP_016656998.1
OG0004048	XP_004925882.2	XP_008188917.1, XP_008179528.1
OG0004049	XP_004921635.1	XP_008179642.1
OG0004050	XP_004933431.1	XP_008179692.1
OG0004051	NP_001041679.1	XP_008180014.1
OG0004052	XP_037876514.1	XP_008180268.1
OG0004053	XP_012550083.2	XP_008180418.1
OG0004054	XP_004929361.2	XP_008180420.1
OG0004055	XP_037869808.1	XP_008180435.1
OG0004056	XP_004923357.2	XP_008180588.1
OG0004058	XP_004930619.1	XP_008180684.1
OG0004059	XP_037868054.1	XP_008181328.1
OG0004060	NP_001296493.1	XP_008181545.1
OG0004061	XP_021207327.1	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1
OG0004062	XP_004928244.1	XP_008181730.1
OG0004063	XP_037869504.1	XP_008181930.1
OG0004064	XP_037870738.1	XP_008188948.2
OG0004065	XP_004928297.1	XP_008181995.1
OG0004066	XP_004924862.1	XP_008182047.1
OG0004067	XP_012544048.3	XP_008182186.2
OG0004068	XP_012545011.2, NP_001036978.1	XP_008182193.1, XP_008182195.1
OG0004069	NP_001037339.1	XP_008182528.1
OG0004070	XP_012544142.1, XP_012544143.1	XP_008183001.1
OG0004072	XP_012545691.1, XP_004925991.1	XP_029345811.1, XP_008183519.1
OG0004073	XP_004921583.1	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1
OG0004074	XP_004922411.1	XP_008183932.1
OG0004075	XP_021204167.1	XP_008184012.1
OG0004076	XP_004923876.1	XP_008184022.1, XP_016660688.1
OG0004077	XP_004928512.1, XP_004928484.2	XP_008184230.1
OG0004078	XP_004927166.1	XP_029341311.1, XP_008184314.1
OG0004079	XP_037868019.1	XP_008184399.1, XP_008184398.1
OG0004080	XP_012549094.1	XP_008184464.1
OG0004081	XP_037868944.1, XP_037868436.1	XP_008184572.1
OG0004082	XP_012549767.2	XP_008184682.1
OG0004083	NP_001040444.1	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1
OG0004084	XP_012546600.1	XP_008184763.1, XP_008184762.1
OG0004085	XP_004931989.1	XP_008185211.1
OG0004086	XP_012545779.1	XP_008185337.1
OG0004087	NP_001189457.1, XP_012553185.1	XP_008185477.1
OG0004088	XP_037868298.1	XP_008185509.1, XP_008185510.1
OG0004089	XP_037874462.1	XP_008185580.2
OG0004090	XP_004933421.1	XP_008185774.1
OG0004091	XP_037870891.1	XP_008185869.1
OG0004092	XP_004932361.1, XP_021207711.1	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1
OG0004093	XP_037868377.1	XP_008185942.1
OG0004094	XP_037870639.1	XP_008186104.1
OG0004095	XP_004930179.1	XP_008186144.1
OG0004096	NP_001186937.1, XP_012553167.2	XP_008186216.1, XP_016662530.1
OG0004097	XP_037873438.1, XP_037873439.1	XP_008186301.1
OG0004098	XP_037874111.1	XP_008186356.1
OG0004099	XP_004930594.1	XP_008186674.2, XP_029342134.1
OG0004100	XP_021205578.2	XP_008186784.1
OG0004101	XP_037873940.1	XP_008186841.3
OG0004102	XP_004924707.1	XP_008186987.1
OG0004103	XP_037874307.1	XP_008187264.1
OG0004104	XP_037877656.1	XP_008187276.1
OG0004105	XP_012552106.1, NP_001036873.1	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1
OG0004106	XP_004931162.2	XP_008187471.2
OG0004107	XP_004926250.2	XP_008187818.1
OG0004108	XP_037868744.1	XP_008188019.1
OG0004109	XP_012553048.1	XP_008188046.1
OG0004110	XP_004933483.1	XP_008188174.1
OG0004111	NP_001124374.1	XP_008188458.1
OG0004112	XP_021205236.2	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1
OG0004113	XP_004923504.1, XP_037877285.1	XP_008189347.1
OG0004114	NP_001036825.1, XP_012544207.1	XP_008189922.1
OG0004116	XP_004925881.2	XP_008190066.1, XP_008190060.1
OG0004117	XP_004930200.1, XP_021206199.1	XP_008190109.1
OG0004120	XP_004924498.1	XP_016656621.1
OG0004121	XP_012547852.1, XP_012547851.1	XP_016657144.1
OG0004122	XP_037871974.1	XP_016657495.1
OG0004123	XP_037871593.1	XP_016657568.1
OG0004124	XP_037868460.1	XP_016657918.1
OG0004125	XP_004922019.1	XP_016658011.1
OG0004126	XP_004932926.1	XP_029346841.1
OG0004127	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1	XP_016658291.2
OG0004128	XP_037877065.1	XP_016658616.1
OG0004129	XP_004931987.1	XP_016658659.1
OG0004130	XP_012547988.1, XP_012547984.1	XP_016658715.1, XP_016664816.2
OG0004131	XP_012547588.1	XP_016658986.1
OG0004132	XP_012545443.1, XP_004925721.1	XP_016659474.1
OG0004135	NP_001272895.1	XP_016660899.1
OG0004137	XP_004929005.1	XP_016661121.1
OG0004138	XP_021204369.1	XP_029346179.1, XP_016661925.1, XP_029346175.1
OG0004140	XP_004928840.1	XP_016662222.1
OG0004141	XP_004933432.2	XP_016662254.1
OG0004142	XP_037876778.1	XP_016662508.1
OG0004143	XP_004925912.2	XP_016662795.1
OG0004144	XP_012546358.1, XP_012546359.1, XP_004926797.1	XP_016662974.1, XP_029347110.1
OG0004145	XP_037868374.1, XP_037868371.1	XP_016662981.1
OG0004146	XP_004931521.1	XP_016663028.1
OG0004147	XP_037867032.1	XP_016663111.1
OG0004148	XP_037868227.1	XP_016663378.1, XP_029343202.1
OG0004149	XP_004931529.2	XP_016663551.1
OG0004150	XP_037872399.1	XP_016663581.1
OG0004151	XP_004924322.2	XP_016664428.2
OG0004152	XP_021207568.2	XP_029341078.1
OG0004153	XP_037876188.1	XP_029342218.1, XP_029342690.1, XP_029341112.1
OG0004154	XP_004929679.1	XP_029342092.1, XP_029341636.1, XP_029341319.1
OG0004155	XP_037869731.1	XP_029341322.1, XP_029346747.1
OG0004158	XP_021204928.2, XP_004931898.3	XP_029342204.1
OG0004160	XP_021202139.2	XP_029342691.1, XP_029342301.1
OG0004162	XP_037875455.1	XP_029342837.1
OG0004163	XP_012549158.1	XP_029342878.1
OG0004164	XP_012545388.1	XP_029343021.1
OG0004165	XP_021203754.2	XP_029343076.1
OG0004166	XP_021205160.1	XP_029343121.1
OG0004167	XP_012552466.1	XP_029343235.1
OG0004168	XP_004924837.1	XP_029343310.1
OG0004169	NP_001233204.1, XP_012551167.2	XP_029343407.1
OG0004170	XP_037870866.1	XP_029343522.1
OG0004171	XP_012547802.3	XP_029343676.1
OG0004172	XP_012549305.2	XP_029343776.1
OG0004173	XP_037869322.1, XP_012549091.2	XP_029343802.1
OG0004174	NP_001245290.1, XP_037873382.1	XP_029343807.1
OG0004175	XP_004924258.1	XP_029348508.1, XP_029343944.1
OG0004176	XP_037866857.1	XP_029344143.1
OG0004177	XP_021205230.1	XP_029344209.1
OG0004178	XP_037874863.1	XP_029344308.1
OG0004180	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2	XP_029344585.1
OG0004181	NP_001036936.1	XP_029345230.1
OG0004182	XP_037866555.1, XP_037866556.1	XP_029345607.1
OG0004183	XP_004922162.1	XP_029345661.1
OG0004184	XP_037876568.1	XP_029345863.1
OG0004185	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1	XP_029346652.1, XP_029346840.1
OG0004186	XP_037866428.1	XP_029346787.1
OG0004187	XP_012552759.1	XP_029346864.1
OG0004188	XP_021203240.1	XP_029346923.1
OG0004189	XP_037869227.1	XP_029347172.1
OG0004190	XP_037872421.1, XP_037872426.1	XP_029347231.1
OG0004191	XP_037869752.1	XP_029347281.1
OG0004192	XP_004924988.1	XP_029347357.1
OG0004193	XP_037873419.1	XP_029347372.1
OG0004194	XP_037871385.1	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1
OG0004195	XP_012549631.1	XP_029348100.1
OG0004275	XP_037867596.1	NP_001119626.1, NP_001129462.1
OG0004276	NP_001037219.1, XP_021207863.1	NP_001119646.1
OG0004277	NP_001037159.1, XP_021208658.2	NP_001119657.1
OG0004278	NP_001037275.1	NP_001119663.1, NP_001119662.1
OG0004279	XP_004932946.1	NP_001119666.1, XP_003245465.1
OG0004280	XP_004928974.1	NP_001119675.1
OG0004281	NP_001124349.1	NP_001123921.1, XP_008188986.1
OG0004282	XP_021206888.1, NP_001037135.1	NP_001129370.1
OG0004283	NP_001037253.1	NP_001129413.1
OG0004284	NP_001037255.1	NP_001129593.1
OG0004285	XP_004931084.2	NP_001153870.1, XP_008186968.1
OG0004286	XP_004932205.1	NP_001155369.1
OG0004287	XP_004929900.1	NP_001155370.1
OG0004288	XP_012548257.2	XP_008185319.1, NP_001155384.1
OG0004289	XP_004926447.1	NP_001155415.1
OG0004290	NP_001124377.1	NP_001155423.1, XP_016660884.1
OG0004291	XP_004922528.1	NP_001155441.1, XP_008179388.1
OG0004292	XP_004926302.1	NP_001155465.1
OG0004293	XP_004927897.1	NP_001155480.1, XP_029341890.1
OG0004294	XP_004921574.1	XP_003241876.1, NP_001155483.1
OG0004296	NP_001091762.1	NP_001155531.1
OG0004297	XP_004931546.1	NP_001155558.1
OG0004298	NP_001040401.1	NP_001155571.1
OG0004299	XP_004930348.1	NP_001155591.1
OG0004300	XP_004930631.2	NP_001155595.1
OG0004301	XP_004929017.1	NP_001155605.1
OG0004302	XP_004931543.1	NP_001155613.1
OG0004303	XP_004929446.1	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1
OG0004304	NP_001040276.1	XP_008181535.1, NP_001155617.1
OG0004305	XP_004929158.1	NP_001155670.1, XP_008183760.1
OG0004306	XP_004932719.1	NP_001155673.1
OG0004307	NP_001037522.1	NP_001155698.1
OG0004308	NP_001040151.1	NP_001155704.1
OG0004309	XP_004925424.1	NP_001155716.1
OG0004310	XP_004924987.1	NP_001155728.1
OG0004311	XP_012550551.1, NP_001040136.1	NP_001155739.1
OG0004312	NP_001040496.1, XP_012550108.1	NP_001155750.1
OG0004313	XP_037867585.1	NP_001155761.1
OG0004314	XP_004923945.1	XP_016664301.1, NP_001155778.1
OG0004315	NP_001037082.1	XP_001948896.1, NP_001155788.1
OG0004316	NP_001037580.1	NP_001155797.1
OG0004317	NP_001037508.1	NP_001155817.1
OG0004318	NP_001037556.1	NP_001155818.1
OG0004319	XP_021207332.1	NP_001155824.1
OG0004320	XP_004924660.1	NP_001155919.1
OG0004321	XP_004927929.1	NP_001155926.1, NP_001155925.1, XP_016662234.1
OG0004322	XP_004924733.1	XP_008178254.1, NP_001156062.1
OG0004323	NP_001040110.1	NP_001156066.1, XP_008185270.1
OG0004324	NP_001037273.1	NP_001156067.1
OG0004325	XP_037867744.1, XP_004926849.1	NP_001156081.1
OG0004326	XP_004933571.2	NP_001156083.1, XP_008179689.1
OG0004327	XP_004924517.1	NP_001156085.1
OG0004328	NP_001040387.1	XP_001950162.1, XP_001945150.1, NP_001156106.1
OG0004329	NP_001091750.1	XP_001949539.1, NP_001156127.1, XP_001948464.1
OG0004330	NP_001040280.1	XP_001943288.1, NP_001156150.1, XP_016664124.1
OG0004331	XP_004925913.1	NP_001156159.1
OG0004332	XP_021203157.1, NP_001040397.1	NP_001156166.1
OG0004333	NP_001037390.1	NP_001156179.1
OG0004334	XP_012550250.1, NP_001040310.1	NP_001156180.1
OG0004335	XP_012549424.1, XP_012549423.1	NP_001156214.1
OG0004336	XP_004924094.1	NP_001156225.1
OG0004337	XP_037868058.1	NP_001156248.1
OG0004338	XP_037869104.1	NP_001156273.1, XP_008182807.1
OG0004339	XP_004933751.1	XP_016660093.1, NP_001156282.1
OG0004340	XP_004926461.1	NP_001156293.1, XP_008182896.1
OG0004341	XP_004924871.1	NP_001156295.1
OG0004343	NP_001037094.1	NP_001156302.1
OG0004344	NP_001040439.1	NP_001156317.1
OG0004345	XP_012551528.2	XP_029346854.1, NP_001156581.1
OG0004346	XP_004933671.1, XP_037869651.1	NP_001156584.1
OG0004347	XP_004925786.1	NP_001156680.1
OG0004348	XP_004931111.2	NP_001156824.1, XP_029344173.1
OG0004349	NP_001091827.1	NP_001156840.1
OG0004350	XP_004926892.1	XP_001952462.1, NP_001162110.1
OG0004351	XP_004922412.2	XP_016659609.1, NP_001162111.1
OG0004352	XP_004925782.1	NP_001162146.1
OG0004353	XP_004928164.1	XP_001946329.1, NP_001165433.1
OG0004354	XP_012547325.1	NP_001191881.1, NP_001191880.1, XP_008181799.1
OG0004355	NP_001040384.1	NP_001232933.1
OG0004356	XP_004925473.1	NP_001232946.1, XP_008181957.1
OG0004357	XP_004921584.1	NP_001232948.1
OG0004358	NP_001037299.1, XP_037874153.1	NP_001232977.1
OG0004359	XP_004925255.1	XP_008179668.1, NP_001232981.1
OG0004360	NP_001269152.1	NP_001233002.1
OG0004361	XP_004924614.1	NP_001233005.1, XP_008182399.1
OG0004362	XP_012545769.1	XP_008182477.1, NP_001233009.1
OG0004363	XP_004928927.1	NP_001233011.1
OG0004364	NP_001037102.1	XP_003245528.1
OG0004365	XP_004922522.1	NP_001233068.1
OG0004366	XP_004933534.1	NP_001233069.1
OG0004367	XP_037868832.1, XP_012550222.1	XP_008184711.2, NP_001233074.1
OG0004368	XP_012553136.1	NP_001233080.1
OG0004369	XP_021203230.1, NP_001040390.1	XP_008180360.1, NP_001233086.1
OG0004370	NP_001040275.1	XP_008186743.1, NP_001233108.1, XP_003244935.1
OG0004371	NP_001129357.1	XP_016656763.1, NP_001233118.1
OG0004372	XP_004928871.1	XP_008189554.1, NP_001233119.1
OG0004373	XP_004931816.1	NP_001280257.1
OG0004374	XP_004931896.1	XP_008189941.1, NP_001280267.1
OG0004375	XP_004923828.1, XP_021202090.1	NP_001280276.1
OG0004376	XP_004933701.1, XP_004930241.3	NP_001280280.2
OG0004377	XP_012547760.1	NP_001280292.1
OG0004378	NP_001296469.1	NP_001280293.1
OG0004379	XP_004925730.1	XP_008184941.1, NP_001280303.1
OG0004380	XP_037867326.1, NP_001040229.1	XP_001951121.2, NP_001280305.1
OG0004381	XP_004931120.1	XP_008186861.1, NP_001280306.1
OG0004382	XP_037869285.1	NP_001280307.1, XP_016658111.1
OG0004383	XP_037877691.1	NP_001280311.1
OG0004384	XP_004926239.1	NP_001280313.1
OG0004385	NP_001040538.1	NP_001280324.1
OG0004386	XP_004928867.1	NP_001280359.1, XP_016659217.1
OG0004387	XP_004922580.1, XP_004922589.1	NP_001280371.1, XP_001945195.1
OG0004388	XP_012549974.1	XP_029341939.1, NP_001280385.1
OG0004389	NP_001040186.1	NP_001280387.1
OG0004390	XP_037868814.1	NP_001280416.1
OG0004391	XP_037871984.1	NP_001280457.1
OG0004392	NP_001127741.1	XP_016661080.1, NP_001306891.1
OG0004393	NP_001037105.1	NP_001313566.1
OG0004394	XP_012552792.1	NP_001313573.1
OG0004395	NP_001040356.1	XP_001942582.1, NP_001313581.1
OG0004396	XP_037867106.1	NP_001313594.1
OG0004397	XP_012551911.1	XP_001942562.1
OG0004398	XP_004929393.1, NP_001170880.1	XP_001942631.1
OG0004400	XP_037872499.1	XP_001942719.1
OG0004401	XP_012552909.2	XP_001942738.2
OG0004402	NP_001040509.1, XP_012543996.1	XP_001942800.2, XP_016662605.1, XP_001946709.1
OG0004403	XP_012545483.1	XP_001942801.2
OG0004404	NP_001153659.1	XP_001942828.2
OG0004405	XP_037869481.1	XP_001942849.3
OG0004406	XP_037869513.1	XP_001942859.2
OG0004407	NP_001127727.1, XP_037877636.1, XP_004929240.1	XP_001942878.2
OG0004408	XP_021204847.1, XP_012547412.1	XP_001942883.2, XP_029342951.1, XP_029341050.1
OG0004409	XP_004926345.2	XP_001942888.2
OG0004410	XP_004933293.1	XP_001942892.2
OG0004411	XP_004933256.1, XP_037876327.1	XP_001942986.1
OG0004412	NP_001040148.1	XP_001942989.1
OG0004413	NP_001128236.1	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1
OG0004414	XP_037869727.1	XP_001943160.2
OG0004415	XP_004923584.2, XP_037867690.1	XP_001943213.1
OG0004416	XP_004931870.1	XP_001943233.4
OG0004417	XP_004922278.1	XP_001943396.2
OG0004418	XP_004933565.1	XP_001943475.2
OG0004419	XP_012550117.2, XP_021206649.1	XP_001943478.2
OG0004420	XP_004925324.1	XP_001943508.1
OG0004421	XP_004925566.1	XP_001943509.2
OG0004422	XP_004928435.1	XP_001943554.1, XP_008186319.1
OG0004423	XP_012549290.1	XP_001943587.5
OG0004424	NP_001157386.1, XP_012545026.1	XP_029340954.1, XP_001943599.2
OG0004425	XP_004926812.1	XP_001945523.1, XP_001944221.1, XP_001943616.1
OG0004426	XP_004930472.2	XP_003245197.1, XP_008184049.1, XP_001943642.1
OG0004427	XP_004924406.1	XP_001943645.1
OG0004428	NP_001129356.1	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1
OG0004429	XP_004925622.1	XP_001943718.2
OG0004430	XP_004928252.2	XP_001943735.2
OG0004431	XP_004922106.1	XP_001943793.2
OG0004432	XP_004932553.1	XP_001943865.1
OG0004433	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1	XP_001943879.1
OG0004434	XP_021204518.1	XP_016663093.1, XP_001943914.1, XP_008186950.1
OG0004436	NP_001138799.1, XP_012547715.1	XP_001943937.1
OG0004437	XP_037875079.1	XP_029348693.1, XP_001943962.1
OG0004438	XP_021207788.2	XP_029343495.1, XP_001943964.1
OG0004439	NP_001266353.1, XP_021207445.2	XP_001944027.1
OG0004440	NP_001037602.1	XP_001944064.2
OG0004441	NP_001093308.1, XP_012550230.1	XP_001944082.2, XP_029345734.1
