Orthogroup	Apis_mellifera	Polistes_dominula
OG0004169	NP_001011650.1	XP_015173250.1
OG0004170	XP_006559888.1	XP_015185212.1
OG0004171	XP_001121552.2	XP_015176601.1
OG0004172	XP_006562175.1	XP_015181004.1
OG0004173	XP_006565171.1	XP_015183938.1
OG0004174	XP_006572013.2	XP_015174798.1
OG0004175	XP_006559175.1	XP_015171529.1
OG0004177	XP_026295613.1	XP_015181007.1
OG0004179	XP_001119882.2, XP_006560243.1, XP_006560242.1, XP_006560241.1	XP_015180766.1
OG0004180	XP_006565974.1	XP_015179437.1
OG0004181	XP_624334.2	XP_015179853.1
OG0004182	XP_006566310.1, NP_001071276.1	XP_015174087.1
OG0004183	XP_395378.4	XP_015188317.1
OG0004184	XP_001120100.2	XP_015174685.1
OG0004185	XP_026298737.1	XP_015184614.1
OG0004186	NP_001265258.1	XP_015178532.1
OG0004186	XP_016772979.2	XP_015178531.1
OG0004187	XP_624574.2	XP_015180907.1
OG0004188	XP_397338.3	XP_015181907.1
OG0004189	XP_016768334.1, XP_016768333.1	XP_015174946.1
OG0004190	XP_006559637.1	XP_015177220.1
OG0004191	XP_026298906.1, XP_026298907.1	XP_015183716.1
OG0004192	XP_006558585.2	XP_015176251.1
OG0004193	XP_016773545.1	XP_015179438.1
OG0004194	XP_003251298.1	XP_015189097.1
OG0004195	XP_392813.2	XP_015179685.1
OG0004196	XP_026302050.1	XP_015186774.1
OG0004197	XP_003249914.1	XP_015189390.1
OG0004198	XP_006571571.1, XP_026300047.1, XP_026300038.1	XP_015189182.1
OG0004199	XP_006559866.1, XP_016768667.1	XP_015185473.1
OG0004201	XP_396024.6	XP_015189575.1
OG0004202	XP_392132.1	XP_015185997.1
OG0004203	XP_623770.2	XP_015186546.1
OG0004204	XP_006561817.2	XP_015182784.1
OG0004205	XP_624310.2	XP_015179114.1
OG0004206	XP_006558549.2	XP_015185182.1
OG0004207	XP_006558776.1	XP_015176403.1
OG0004209	XP_006561071.2	XP_015173281.1
OG0004210	XP_003250831.1	XP_015176832.1, XP_015176833.1
OG0004211	XP_001121683.2	XP_015187178.1, XP_015187177.1
OG0004212	XP_006566196.1, XP_026299084.1	XP_015184253.1
OG0004213	XP_624484.1	XP_015179817.1
OG0004214	XP_001121751.2	XP_015177415.1
OG0004216	XP_026298030.1	XP_015179144.1
OG0004217	XP_395437.4	XP_015182917.1
OG0004218	XP_026299413.1	XP_015188615.1
OG0004219	XP_394142.4	XP_015173044.1
OG0004220	XP_026299971.1, XP_026299970.1	XP_015191390.1, XP_015191391.1
OG0004222	XP_006563169.1, XP_006563172.1, XP_016772480.1	XP_015185904.1
OG0004223	XP_026296454.1, XP_003250433.1	XP_015178157.1
OG0004224	XP_006559746.1	XP_015191264.1
OG0004225	XP_001123003.1	XP_015184795.1
OG0004227	XP_393566.3	XP_015186487.1
OG0004228	XP_001120846.1	XP_015185509.1
OG0004229	XP_006559721.1	XP_015188447.1
OG0004231	NP_001091684.1, XP_006563390.1	XP_015179089.1
OG0004232	XP_006560763.1	XP_015175867.1
OG0004233	XP_395659.1	XP_015190506.1
OG0004234	XP_016767840.1, XP_006564840.1	XP_015171658.1
OG0004235	XP_026295973.1	XP_015177714.1, XP_015177717.1
OG0004236	XP_006557659.1	XP_015178698.1
OG0004237	XP_006568082.2	XP_015174804.1
OG0004238	XP_026299525.1, XP_026299523.1	XP_015191487.1
OG0004240	XP_393944.1	XP_015177896.1
OG0004242	XP_026301947.1, XP_026301946.1	XP_015176234.1, XP_015176232.1
OG0004243	XP_001120674.3	XP_015187907.1
OG0004244	XP_003249778.1	XP_015173804.1, XP_015173805.1, XP_015173806.1
OG0004245	XP_006559708.2	XP_015174920.1
OG0004246	XP_026296300.1	XP_015182554.1
OG0004247	XP_394772.3	XP_015181293.1
OG0004248	XP_006561196.1	XP_015187024.1
OG0004249	XP_394564.1	XP_015176571.1, XP_015176570.1, XP_015176573.1
OG0004250	XP_006565642.2	XP_015187844.1, XP_015187845.1
OG0004251	XP_026299700.1, XP_026299701.1	XP_015182207.1
OG0004253	XP_006571219.1	XP_015190556.1
OG0004254	XP_001121473.2	XP_015174868.1
OG0004255	XP_006560292.1, XP_006560293.1, XP_003249657.1, XP_016771898.1	XP_015173643.1
OG0004256	XP_006558404.1, XP_006558402.1, XP_006558403.1, XP_006558401.1	XP_015180885.1
OG0004258	XP_006569889.2	XP_015185642.1
OG0004259	XP_006570705.1	XP_015178561.1
OG0004260	XP_016766286.1	XP_015172651.1
OG0004261	XP_396942.4, XP_016766685.1	XP_015174911.1
OG0004262	XP_016766731.1	XP_015171874.1
OG0004263	XP_016767150.1	XP_015191018.1, XP_015191016.1, XP_015191017.1
OG0004264	XP_016767483.1, XP_392445.3	XP_015173005.1
OG0004265	XP_016772196.2	XP_015184203.1, XP_015184210.1, XP_015184217.1
OG0004266	XP_026296941.1, XP_026296943.1	XP_015171963.1
OG0004267	XP_393651.3	XP_015181089.1
OG0004275	XP_006558909.1	XP_015178640.1
OG0004276	XP_393322.1	XP_015188500.1
OG0004277	XP_006561989.1	XP_015189111.1
OG0004278	XP_006565645.2	XP_015180165.1
OG0004279	XP_624910.1	XP_015174956.1
OG0004280	XP_392478.2	XP_015172726.1
OG0004281	XP_006571600.1	XP_015186404.1
OG0004282	XP_016767446.1	XP_015180529.1
OG0004283	XP_623731.1	XP_015190724.1
OG0004284	XP_006565264.1	XP_015184075.1
OG0004285	XP_393779.1	XP_015189334.1, XP_015189335.1, XP_015189336.1
OG0004286	XP_026301403.1	XP_015177162.1
OG0004287	XP_393426.1	XP_015178914.1
OG0004288	XP_001121467.2	XP_015176821.1
OG0004289	XP_016772473.2	XP_015182833.1
OG0004290	XP_392023.1	XP_015172148.1
OG0004291	XP_003249561.2	XP_015190916.1, XP_015190917.1
OG0004292	XP_393161.3	XP_015186257.1
OG0004293	XP_026298362.1	XP_015177884.1
OG0004294	XP_001121076.4	XP_015181814.1
OG0004295	XP_001121051.2	XP_015173308.1
OG0004296	NP_001011570.1	XP_015187729.1
OG0004297	XP_016769531.2, XP_624763.2	XP_015172606.1
OG0004298	XP_001119998.2	XP_015180601.1, XP_015180602.1
OG0004299	XP_395804.2, XP_026299006.1, XP_016768715.1	XP_015177839.1
OG0004300	XP_006562042.1	XP_015182548.1
OG0004301	XP_396701.3	XP_015176359.1
OG0004302	XP_001122509.1	XP_015182963.1
OG0004303	XP_006569404.2	XP_015176498.1
OG0004304	XP_006562448.1	XP_015172976.1
OG0004305	XP_006571179.1	XP_015189622.1
OG0004306	XP_006564913.1	XP_015177363.1, XP_015177362.1
OG0004307	XP_624696.1, XP_006559465.1	XP_015178868.1
OG0004308	XP_393443.1	XP_015174953.1
OG0004309	XP_001120413.1	XP_015187330.1
OG0004310	XP_026298579.1	XP_015180868.1
OG0004311	XP_003251537.1	XP_015181930.1
OG0004312	XP_624642.1	XP_015189490.1
OG0004313	XP_392555.1	XP_015172593.1
OG0004314	XP_625093.1	XP_015173967.1
OG0004315	XP_006561629.1	XP_015174661.1
OG0004316	XP_026300991.1	XP_015171146.1
OG0004317	XP_001122174.1	XP_015186800.1, XP_015185843.1
OG0004318	XP_625027.1	XP_015190326.1
OG0004319	XP_016770927.1, XP_006565292.1	XP_015180641.1
OG0004320	XP_003251332.1	XP_015188330.1
OG0004321	XP_396635.2	XP_015180147.1
OG0004322	XP_624182.1	XP_015183664.1
OG0004324	XP_624651.2	XP_015181393.1, XP_015181392.1
OG0004325	XP_001120018.1	XP_015184943.1
OG0004326	XP_003251125.1	XP_015186801.1
OG0004327	XP_396012.1	XP_015176597.1
OG0004328	XP_392518.1	XP_015183175.1
OG0004329	NP_001172073.1	XP_015180710.1
OG0004330	XP_392912.1	XP_015181785.1
OG0004331	XP_006566060.1	XP_015191001.1
OG0004332	XP_006568282.1	XP_015179508.1
OG0004333	XP_397261.2	XP_015171552.1
OG0004334	XP_396637.3	XP_015189032.1
OG0004335	XP_001120086.2	XP_015179535.1
OG0004336	XP_026296449.1	XP_015185745.1
OG0004337	XP_026300895.1, XP_026300896.1	XP_015179634.1
OG0004338	XP_026301743.1	XP_015181346.1
OG0004339	XP_026301245.1, XP_026301244.1	XP_015175035.1
OG0004340	XP_624372.2	XP_015178779.1
OG0004341	XP_001121809.2	XP_015172694.1, XP_015172693.1
OG0004342	XP_001120666.1	XP_015186216.1
OG0004343	XP_624733.1	XP_015177087.1
OG0004344	XP_394400.1	XP_015185427.1, XP_015185426.1
OG0004345	XP_001121573.2	XP_015179143.1
OG0004346	XP_006567399.1	XP_015184908.1
OG0004347	XP_393939.3	XP_015177119.1
OG0004348	NP_001156935.1	XP_015176075.1
OG0004349	XP_006571696.1	XP_015186051.1
OG0004350	XP_623797.2	XP_015183808.1, XP_015183807.1, XP_015183806.1
OG0004351	XP_623556.1	XP_015188766.1
OG0004352	XP_006566065.1	XP_015191106.1, XP_015191105.1
OG0004353	XP_003251342.1	XP_015172159.1
OG0004354	XP_396639.1	XP_015184976.1
OG0004355	XP_026298491.1	XP_015181563.1
OG0004356	XP_006567761.1, XP_006567762.1	XP_015190935.1
OG0004357	XP_026296490.1	XP_015177611.1, XP_015177610.1
OG0004358	NP_001171519.1	XP_015176841.1
OG0004359	XP_006559323.1	XP_015180976.1
OG0004360	XP_625225.1	XP_015173321.1
OG0004361	XP_393103.2	XP_015171734.1
OG0004362	XP_001121482.1, XP_026301196.1	XP_015173240.1
OG0004363	XP_001120746.2	XP_015185674.1, XP_015185675.1, XP_015185673.1
OG0004364	XP_001122278.1	XP_015179808.1
OG0004365	XP_001120579.2	XP_015179807.1
OG0004366	XP_392212.2	XP_015177156.1
OG0004367	XP_006563705.1	XP_015190626.1
OG0004368	XP_001122727.1, XP_026296406.1	XP_015176445.1
OG0004369	XP_624500.2	XP_015185827.1
OG0004370	XP_016766228.1	XP_015179509.1
OG0004371	XP_006565450.2	XP_015176249.1
OG0004372	XP_624564.1	XP_015178816.1
OG0004373	XP_395826.2	XP_015182235.1
OG0004374	XP_624616.1	XP_015173591.1
OG0004375	XP_006563277.1, XP_624360.1	XP_015179923.1
OG0004376	XP_394885.1	XP_015176018.1
OG0004377	XP_393563.1	XP_015185853.1
OG0004378	XP_001120599.1	XP_015176204.1
OG0004379	XP_003251471.2	XP_015180193.1
OG0004380	XP_026295983.1	XP_015176657.1
OG0004381	XP_026299779.1	XP_015181754.1
OG0004382	XP_393037.2	XP_015191186.1, XP_015191185.1, XP_015191187.1
OG0004383	XP_623774.2	XP_015191334.1
OG0004384	XP_006562157.1	XP_015175765.1
OG0004385	XP_396009.2	XP_015187542.1
OG0004386	XP_026298265.1	XP_015181333.1
OG0004387	XP_393089.1	XP_015173659.1
OG0004388	XP_001120572.3	XP_015175820.1
OG0004389	XP_392359.2	XP_015188111.1
OG0004390	XP_003250159.1	XP_015183451.1
OG0004391	XP_016772828.1	XP_015184061.1
OG0004392	XP_026301799.1, XP_006570143.1	XP_015181202.1
OG0004394	XP_026298463.1	XP_015172794.1
OG0004395	XP_006562497.2	XP_015186716.1
OG0004396	XP_393683.4	XP_015186608.1
OG0004397	XP_006564997.2	XP_015179775.1, XP_015179774.1
OG0004398	XP_003251005.1	XP_015184973.1
OG0004399	XP_006568121.2	XP_015181915.1
OG0004400	XP_016773624.1	XP_015183985.1
OG0004401	XP_001120698.3	XP_015178319.1
OG0004402	XP_006564331.1	XP_015181637.1
OG0004403	XP_006559849.1	XP_015191772.1
OG0004404	XP_006565424.1	XP_015178049.1, XP_015178048.1
OG0004405	XP_006566841.1, XP_006566842.1, XP_006566843.1	XP_015186241.1
OG0004407	XP_026301553.1	XP_015175014.1
OG0004408	XP_006565417.2	XP_015186497.1
OG0004409	XP_026300082.1	XP_015174662.1
OG0004410	XP_026294851.1	XP_015171699.1
OG0004411	XP_392983.1	XP_015172022.1
OG0004412	XP_006566679.1	XP_015189375.1
OG0004413	XP_003249558.1	XP_015191328.1
OG0004414	XP_003249595.1	XP_015175097.1
OG0004416	XP_624220.2	XP_015180836.1
OG0004417	XP_026296323.1	XP_015189232.1
OG0004418	XP_395573.3	XP_015186766.1
OG0004419	XP_006571527.1	XP_015180543.1
OG0004420	XP_006567240.1	XP_015180627.1, XP_015180616.1
OG0004421	XP_003250695.1	XP_015172144.1
OG0004422	XP_001120836.2	XP_015181247.1
OG0004423	XP_003251860.1	XP_015182397.1
OG0004424	XP_393383.3	XP_015183491.1
OG0004425	XP_026297278.1	XP_015172546.1
OG0004426	XP_001122405.2	XP_015175272.1
OG0004427	XP_395325.3	XP_015174992.1, XP_015174993.1, XP_015174991.1
OG0004428	XP_006566117.2	XP_015179007.1
OG0004430	NP_001229928.1	XP_015179057.1
OG0004431	XP_026301356.1, XP_392068.2	XP_015177325.1
OG0004432	XP_623951.1	XP_015172374.1
OG0004433	XP_006570273.1	XP_015177506.1
OG0004434	XP_006563616.1	XP_015172026.1
OG0004436	XP_623853.1	XP_015185865.1
OG0004437	XP_026298520.1	XP_015189049.1
OG0004438	XP_397318.4	XP_015172112.1
OG0004439	XP_026294788.1	XP_015178463.1
OG0004440	XP_393588.2	XP_015172077.1
OG0004441	XP_001121900.1	XP_015185151.1
OG0004442	XP_003249710.1	XP_015186190.1, XP_015186188.1
OG0004443	NP_001229315.1	XP_015172258.1, XP_015172256.1, XP_015172257.1
OG0004444	XP_006570761.2	XP_015174014.1
OG0004445	XP_395360.3	XP_015185966.1
OG0004446	XP_001120765.2	XP_015171305.1
OG0004447	XP_001121896.2	XP_015191444.1
OG0004448	XP_395047.5	XP_015172171.1
OG0004449	XP_026302274.1	XP_015189524.1
OG0004450	XP_006557827.2	XP_015182837.1
OG0004451	XP_026298959.1	XP_015185672.1
OG0004452	XP_016772643.1	XP_015175169.1
OG0004453	XP_006565976.1	XP_015182957.1
OG0004454	XP_016769783.2	XP_015179236.1
OG0004455	XP_623527.1	XP_015187950.1
OG0004456	XP_396791.3	XP_015184471.1
OG0004457	XP_623755.3	XP_015181559.1
OG0004458	XP_623283.1	XP_015189484.1
OG0004459	XP_016767413.2	XP_015176322.1
OG0004460	XP_395109.3	XP_015176125.1
OG0004461	XP_006564114.1	XP_015180609.1
OG0004462	XP_026299959.1	XP_015181735.1, XP_015181734.1, XP_015181732.1
OG0004463	XP_001120347.3	XP_015184390.1
OG0004466	XP_026300803.1	XP_015176360.1
OG0004467	XP_006559772.2	XP_015181372.1
OG0004468	XP_006559768.1	XP_015178375.1
OG0004469	XP_397436.4	XP_015178090.1
OG0004470	XP_623623.2	XP_015173200.1
OG0004471	XP_016767900.1	XP_015186731.1
OG0004472	XP_016767114.1	XP_015184247.1
OG0004473	XP_026299077.1	XP_015190646.1
OG0004474	XP_006560258.1, XP_006560257.1, XP_016771574.1	XP_015184659.1, XP_015184660.1
OG0004475	XP_003249146.1	XP_015174742.1
OG0004477	XP_393237.4	XP_015175815.1, XP_015175814.1
OG0004478	XP_016771939.1	XP_015176805.1
OG0004479	XP_026295413.1	XP_015179030.1
OG0004480	XP_396117.2	XP_015181548.1
OG0004481	XP_026295269.1	XP_015185455.1
OG0004482	XP_625118.2	XP_015175663.1, XP_015175662.1
OG0004483	XP_395618.4	XP_015183761.1
OG0004484	XP_026296856.1, XP_026296857.1	XP_015185566.1
OG0004485	XP_001120391.3	XP_015189665.1, XP_015186640.1
OG0004486	XP_395658.5	XP_015190492.1
OG0004487	XP_006561346.1	XP_015186641.1
OG0004488	XP_003250904.3, XP_026299688.1	XP_015191403.1
OG0004489	XP_006572385.1	XP_015175181.1, XP_015175180.1
OG0004490	XP_395476.1	XP_015190957.1
OG0004491	XP_026295182.1	XP_015180010.1
OG0004492	XP_026301837.1	XP_015176439.1
OG0004493	XP_397168.3	XP_015190505.1
OG0004494	XP_026298908.1	XP_015178567.1
OG0004495	XP_393549.3	XP_015182759.1
OG0004496	XP_392586.4	XP_015174042.1
OG0004497	XP_397138.5	XP_015185774.1
OG0004498	XP_001122971.2	XP_015174438.1
OG0004499	XP_006558396.1	XP_015190699.1
OG0004500	XP_396448.1	XP_015181790.1
OG0004501	XP_026300382.1	XP_015181130.1
OG0004502	XP_026298019.1	XP_015181780.1
OG0004503	XP_026296542.1	XP_015184786.1
OG0004504	XP_003251540.1	XP_015172578.1
OG0004505	XP_026295520.1	XP_015176438.1
OG0004506	XP_006557279.1	XP_015178998.1
OG0004507	XP_624711.1	XP_015178376.1
OG0004508	XP_026299653.1	XP_015185776.1
OG0004509	XP_001119963.2	XP_015171763.1
OG0004510	XP_006563652.1	XP_015181264.1
OG0004511	XP_394516.2	XP_015183256.1
OG0004512	XP_624102.1	XP_015180831.1
OG0004513	XP_001120188.1	XP_015190365.1
OG0004514	XP_006559075.1	XP_015180731.1, XP_015180730.1
OG0004515	XP_623255.1	XP_015177303.1
OG0004516	XP_395011.2	XP_015171431.1, XP_015171432.1
OG0004517	XP_016773380.1	XP_015186440.1
OG0004518	XP_026298465.1	XP_015174238.1
OG0004519	XP_394838.3	XP_015180453.1
OG0004520	XP_016769851.1	XP_015177085.1
OG0004521	XP_026297233.1	XP_015185929.1, XP_015185928.1
OG0004522	XP_006565519.1	XP_015181664.1
OG0004524	XP_026300671.1, NP_001229386.1	XP_015183119.1
OG0004525	XP_003251908.1	XP_015182803.1
OG0004526	XP_016771036.1	XP_015172992.1
OG0004527	XP_006559828.2, XP_006559827.2	XP_015173792.1
OG0004528	XP_393112.2	XP_015191699.1
OG0004529	XP_396227.5	XP_015190722.1
OG0004530	XP_625214.3	XP_015181076.1
OG0004531	XP_026300359.1, XP_026300358.1, XP_026300357.1	XP_015191338.1
OG0004532	XP_392205.1	XP_015172393.1
OG0004533	XP_006558931.1	XP_015178069.1
OG0004534	XP_006563951.2	XP_015176475.1
OG0004535	XP_624261.3	XP_015183013.1
OG0004536	XP_026298935.1, XP_016770018.1, XP_003250168.1	XP_015190989.1
OG0004537	XP_026296057.1	XP_015184246.1
OG0004538	XP_026294818.1	XP_015178803.1
OG0004539	XP_006560502.2	XP_015175094.1
OG0004540	XP_395421.4	XP_015179940.1
OG0004542	XP_026295484.1	XP_015176041.1
OG0004543	XP_006557490.2	XP_015184681.1
OG0004544	XP_392849.4	XP_015173734.1
OG0004545	XP_392671.2	XP_015183378.1
OG0004546	XP_624339.2	XP_015179991.1
OG0004547	XP_394578.4	XP_015171964.1
OG0004548	XP_026295467.1	XP_015185700.1
OG0004549	XP_006564808.1	XP_015171866.1
OG0004550	XP_006566937.1	XP_015188829.1
OG0004551	XP_393483.2	XP_015183654.1
OG0004552	XP_395151.3	XP_015174741.1
OG0004553	XP_394812.3	XP_015181308.1, XP_015181306.1, XP_015181307.1
OG0004554	XP_001122133.3, XP_016771273.2	XP_015176252.1
OG0004555	XP_026296402.1	XP_015184559.1
OG0004556	XP_016769595.2	XP_015183892.1
OG0004557	XP_026294901.1	XP_015190779.1
OG0004558	XP_016769513.1, XP_016769512.1	XP_015179056.1
OG0004559	XP_001120854.3	XP_015183197.1
OG0004560	XP_016769257.1	XP_015190197.1
OG0004561	XP_393806.2	XP_015173963.1
OG0004562	XP_026299659.1	XP_015188738.1
OG0004563	XP_026295501.1	XP_015174282.1
OG0004564	XP_006560910.1	XP_015171030.1
OG0004565	XP_623670.3	XP_015190875.1
OG0004566	XP_393821.3	XP_015181991.1
OG0004567	XP_397116.4	XP_015183874.1
OG0004568	XP_006561795.1	XP_015180233.1
OG0004569	XP_006566171.1	XP_015180904.1
OG0004570	XP_623808.1	XP_015183907.1
OG0004571	NP_001229394.1	XP_015182531.1
OG0004572	XP_006570961.1	XP_015181613.1, XP_015181612.1
OG0004573	XP_026298017.1	XP_015184626.1
OG0004574	XP_396624.2	XP_015185012.1
OG0004575	XP_391975.4	XP_015177764.1
OG0004576	XP_395283.4, XP_006561380.1	XP_015176006.1
OG0004577	XP_006562329.1	XP_015178920.1
OG0004578	XP_006567717.1	XP_015181699.1
OG0004579	XP_016767336.2, XP_026301798.1	XP_015185813.1
OG0004580	XP_006563365.1	XP_015182278.1
OG0004581	XP_026295438.1	XP_015189132.1
OG0004582	XP_393545.2	XP_015183663.1
OG0004583	XP_006563601.1	XP_015182593.1
OG0004584	XP_623915.2	XP_015191789.1
OG0004585	XP_624226.2	XP_015183466.1
OG0004586	XP_393667.1	XP_015182434.1, XP_015182433.1
OG0004587	XP_624536.2	XP_015182272.1
OG0004588	XP_623198.1	XP_015173718.1
OG0004589	XP_624292.1	XP_015171115.1
OG0004590	XP_026294799.1	XP_015178808.1
OG0004591	XP_395039.6	XP_015171682.1
OG0004592	XP_623834.1	XP_015186562.1
OG0004593	XP_016771171.1	XP_015179164.1
OG0004594	XP_003251828.1	XP_015171278.1, XP_015171279.1
OG0004595	XP_006557527.1	XP_015184438.1
OG0004596	XP_016772183.1	XP_015188838.1
OG0004597	XP_001122321.2	XP_015178576.1, XP_015178575.1
OG0004598	XP_006567053.2	XP_015183105.1
OG0004599	XP_395238.2	XP_015183154.1
OG0004600	XP_006561797.1	XP_015181195.1
OG0004601	XP_391843.1	XP_015184358.1
OG0004602	XP_006566118.2	XP_015178882.1
OG0004603	XP_006560478.1	XP_015176428.1
OG0004604	XP_026296843.1	XP_015187611.1
OG0004605	XP_006566542.1	XP_015174086.1
OG0004606	XP_016772312.2	XP_015184851.1
OG0004607	XP_624172.1	XP_015172149.1
OG0004608	XP_396145.2	XP_015188759.1
OG0004609	XP_006566523.1	XP_015178195.1
OG0004610	XP_006572697.1, XP_016773228.1	XP_015185179.1
OG0004611	XP_395416.4	XP_015190220.1
OG0004612	XP_016772763.1	XP_015184503.1, XP_015184504.1
OG0004613	XP_001123012.2	XP_015174637.1
OG0004614	XP_006568530.1	XP_015171429.1
OG0004615	XP_624553.4	XP_015191144.1
OG0004616	XP_623199.2, XP_006561225.1	XP_015178664.1
OG0004617	XP_393332.1, XP_006571914.1, XP_006571915.1	XP_015190101.1
OG0004618	XP_624549.4	XP_015190711.1
OG0004619	XP_624779.1	XP_015189392.1
OG0004620	XP_624529.2	XP_015182706.1
OG0004621	XP_016767518.2	XP_015172114.1
OG0004622	XP_026299482.1	XP_015172926.1
OG0004623	XP_016768218.1	XP_015182157.1
OG0004624	XP_393258.3	XP_015185578.1
OG0004625	XP_006568849.1	XP_015183381.1
OG0004626	XP_006559914.2	XP_015191704.1
OG0004627	XP_393055.5	XP_015190403.1
OG0004628	XP_026298722.1	XP_015188026.1, XP_015188025.1
OG0004629	XP_006558545.1	XP_015182048.1
OG0004630	XP_026299144.1	XP_015187928.1
OG0004631	XP_006565049.1	XP_015180332.1
OG0004632	XP_016773404.1	XP_015180873.1, XP_015180872.1
OG0004633	XP_623637.3	XP_015184757.1
OG0004634	XP_006566806.1	XP_015180508.1
OG0004635	XP_006566264.1	XP_015188547.1
OG0004636	XP_006560650.1	XP_015176577.1
OG0004637	XP_396527.6	XP_015176336.1
OG0004638	XP_624406.2	XP_015177301.1
OG0004639	XP_624307.2	XP_015180813.1
OG0004640	XP_003251445.2	XP_015189276.1
OG0004641	XP_396720.2	XP_015183015.1
OG0004642	XP_001119929.2	XP_015181360.1
OG0004643	XP_006562706.1	XP_015188007.1
OG0004644	XP_624348.3	XP_015190800.1
OG0004645	XP_026301051.1	XP_015188296.1
OG0004646	XP_006562316.1	XP_015186390.1
OG0004647	XP_006560038.1	XP_015186359.1
OG0004648	XP_026302106.1	XP_015179429.1
OG0004649	XP_625183.2	XP_015188366.1
OG0004650	XP_392174.1	XP_015186998.1
OG0004651	XP_006562250.1	XP_015185056.1
OG0004652	XP_001119914.2	XP_015179810.1
OG0004653	XP_006569939.1	XP_015186156.1
OG0004654	XP_624787.1	XP_015181246.1
OG0004655	XP_016770639.2	XP_015171344.1
OG0004656	XP_026297531.1, XP_026297532.1	XP_015187971.1
OG0004657	XP_001119836.2	XP_015186101.1
OG0004658	XP_026301577.1	XP_015182091.1
OG0004659	XP_016771539.2	XP_015187471.1
OG0004660	XP_016768618.1	XP_015185875.1
OG0004661	XP_001122551.2	XP_015191478.1, XP_015191481.1
OG0004662	XP_006571948.2	XP_015171287.1
OG0004663	XP_026301184.1	XP_015177261.1
OG0004664	XP_016772437.2	XP_015174885.1, XP_015174887.1
OG0004665	XP_006564999.1	XP_015179771.1
OG0004666	XP_026297471.1	XP_015187083.1
OG0004667	XP_397101.4	XP_015180808.1
OG0004668	XP_026296288.1	XP_015177226.1
OG0004669	XP_026296627.1	XP_015191847.1
OG0004670	XP_393418.3	XP_015174106.1
OG0004671	XP_001120479.1	XP_015179031.1
OG0004672	XP_006565482.2	XP_015174100.1, XP_015174099.1
OG0004673	XP_001120670.2	XP_015184569.1
OG0004674	XP_006557652.2	XP_015176639.1
OG0004676	XP_026300142.1	XP_015179499.1
OG0004677	XP_016768475.1, XP_006570156.1	XP_015184051.1
OG0004678	XP_393868.4	XP_015175553.1
OG0004679	XP_026299570.1	XP_015171153.1, XP_015171154.1
OG0004680	XP_006566574.1	XP_015186824.1
OG0004681	XP_003249707.1	XP_015186134.1
OG0004682	XP_006568521.2	XP_015171361.1
OG0004683	XP_001120653.1	XP_015185750.1
OG0004684	XP_001122185.1	XP_015173218.1
OG0004686	XP_623840.1	XP_015191254.1, XP_015191253.1
OG0004687	XP_397235.3	XP_015191643.1
OG0004688	XP_001121522.1	XP_015179998.1
OG0004689	XP_624297.2	XP_015186284.1
OG0004690	XP_006569396.1	XP_015181045.1, XP_015181044.1
OG0004691	XP_006565697.1	XP_015172334.1
OG0004692	XP_026300787.1	XP_015172484.1
OG0004693	XP_016773403.2	XP_015190568.1
OG0004694	XP_001120227.2	XP_015183686.1
OG0004695	XP_624722.1	XP_015185306.1
OG0004696	XP_006561670.1	XP_015174146.1
OG0004698	XP_003251630.1, NP_001314877.1	XP_015189533.1
OG0004699	XP_016770071.2	XP_015190839.1
OG0004700	XP_392383.6, XP_026296366.1	XP_015177463.1
OG0004701	XP_006567671.1	XP_015177831.1
OG0004702	XP_026301084.1	XP_015182596.1
OG0004703	XP_397125.5	XP_015182355.1
OG0004704	XP_016770008.1	XP_015183724.1, XP_015183723.1, XP_015183722.1
OG0004705	XP_001121418.2	XP_015190253.1
OG0004706	XP_006558096.1	XP_015176747.1
OG0004707	XP_026296317.1, NP_001229361.1	XP_015172861.1
OG0004708	XP_006562194.1	XP_015180264.1
OG0004709	XP_001119847.1	XP_015185891.1
OG0004710	XP_006572388.1	XP_015174320.1
OG0004711	XP_026299344.1, NP_001229452.1	XP_015189404.1
OG0004712	XP_006569857.1	XP_015186738.1
OG0004713	XP_006560898.1	XP_015176500.1
OG0004714	XP_006564551.1	XP_015180951.1
OG0004715	XP_006560759.1	XP_015175810.1
OG0004716	XP_397202.1	XP_015181085.1, XP_015181084.1
OG0004717	XP_392426.3	XP_015182177.1
OG0004718	XP_624637.2	XP_015190870.1
OG0004719	XP_026295591.1	XP_015175001.1
OG0004720	XP_016767333.2, XP_006562710.2	XP_015184959.1
OG0004721	XP_006566830.1	XP_015185583.1
OG0004722	XP_396126.2	XP_015188725.1
OG0004723	XP_006558043.1	XP_015177388.1
OG0004724	XP_016768797.1	XP_015176933.1
OG0004725	XP_003249615.1	XP_015175128.1
OG0004726	XP_392973.4	XP_015177488.1
OG0004728	XP_625069.1	XP_015176128.1, XP_015176129.1
OG0004729	XP_026296696.1	XP_015185900.1
OG0004730	XP_026300681.1	XP_015186680.1
OG0004731	XP_026296774.1	XP_015178145.1
OG0004732	XP_006563510.1	XP_015175702.1
OG0004733	XP_006567817.1	XP_015183784.1
OG0004734	XP_006561186.2	XP_015190823.1
OG0004735	XP_006558542.1	XP_015179785.1
OG0004736	XP_016767144.1	XP_015183213.1
OG0004737	XP_006569625.1	XP_015188685.1
OG0004739	XP_026297467.1	XP_015188303.1
OG0004740	XP_026294720.1	XP_015171072.1
