Orthogroup	Apis_mellifera	Bombyx_mori
OG0003689	XP_026299158.1	XP_004930231.1
OG0003690	XP_026296602.1	XP_004925755.1
OG0003691	XP_016769234.2	XP_037870767.1
OG0003692	XP_623409.3	XP_037870266.1
OG0003695	XP_001120679.2	XP_012550989.1
OG0003696	XP_006561199.2	XP_021204756.1
OG0003697	XP_006561470.2	XP_037877834.1
OG0003698	XP_026301636.1, XP_006563203.1, XP_392108.3	XP_004929241.1
OG0003700	XP_006566737.2	XP_004930255.2
OG0003701	XP_006570844.1	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3
OG0003704	XP_026297049.1	XP_021205562.1
OG0003709	XP_624346.1	NP_001040287.1
OG0003710	XP_026295463.1	XP_012552769.1, NP_001037630.1
OG0003711	XP_624913.1	XP_004931878.1
OG0003712	XP_623106.1	NP_001037123.1
OG0003713	XP_006558475.1	NP_001036989.1, XP_012547744.1
OG0003714	XP_003249456.1	NP_001037512.1
OG0003715	XP_016768510.1, XP_006570153.1	NP_001108476.2
OG0003716	XP_016769562.1	XP_037872653.1
OG0003717	XP_016766508.2, XP_026294884.1	NP_001037277.1
OG0003718	XP_624694.1	XP_004927279.1
OG0003719	XP_006564545.3	XP_021208079.2
OG0003720	XP_006560438.1	NP_001036933.1
OG0003721	XP_392857.2	NP_001037351.1
OG0003722	XP_624693.1	NP_001135961.1
OG0003723	XP_394314.2	XP_004922372.1
OG0003724	NP_001011637.1, XP_006559489.1	NP_001188508.1
OG0003725	XP_003249154.1	XP_004928719.1
OG0003726	NP_001229396.1	NP_001040238.1
OG0003727	XP_026295409.1, XP_026295410.1	XP_004923665.1
OG0003728	XP_006567959.1	XP_037866984.1, XP_037866993.1
OG0003729	XP_001121882.2	NP_001091814.1
OG0003730	XP_624367.3	XP_004924672.1
OG0003731	XP_624918.2	XP_004932193.1
OG0003732	XP_397474.4	NP_001040335.1, XP_004926899.1
OG0003733	XP_026299155.1	NP_001040115.1, XP_037873022.1
OG0003734	XP_001120069.1	NP_001040244.1
OG0003735	XP_006557994.1	XP_004931147.1
OG0003736	XP_623376.5	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_623269.1	NP_001036824.1
OG0003738	XP_396810.3	XP_037873403.1, NP_001040420.1
OG0003739	XP_006559268.1, XP_026301224.1, XP_026301223.1	XP_012548197.1
OG0003740	XP_624453.1	XP_004933048.1
OG0003741	XP_006559044.1	XP_004931476.1
OG0003742	XP_623206.1	XP_012551052.2
OG0003743	XP_624070.1	XP_012553144.1
OG0003744	XP_623480.1	NP_001040316.1, XP_004929867.1
OG0003745	XP_396838.2	XP_004928703.1
OG0003746	XP_006564233.1	XP_004926477.1
OG0003747	XP_006562040.1	NP_001296542.1
OG0003750	XP_624253.2	XP_012552288.2, NP_001040296.1
OG0003751	NP_001239355.1	XP_004923024.1
OG0003752	XP_006572317.1	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003753	XP_624085.1	XP_004932147.1
OG0003754	XP_003250813.1	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_026299502.1	NP_001040324.1
OG0003756	XP_001120140.3	NP_001040454.1, XP_037876426.1
OG0003757	NP_001161808.1	XP_012551544.1, NP_001037384.1
OG0003758	XP_395052.1	XP_037867518.1, XP_037867519.1
OG0003759	XP_006565346.1, XP_393244.1	XP_037872455.1
OG0003760	XP_003251153.1	XP_004923247.2
OG0003761	XP_392902.1	XP_004932329.1
OG0003762	XP_392658.2	XP_004930695.2
OG0003763	XP_006563595.1	NP_001040256.1
OG0003765	XP_395092.2	XP_004930780.1
OG0003767	XP_624256.1	NP_001091754.1
OG0003768	XP_006569916.1	NP_001040505.1, XP_021208052.1
OG0003769	XP_026299073.1, XP_026299075.1	XP_004932945.1
OG0003770	XP_006569545.1	XP_004927779.1
OG0003771	XP_026298499.1	XP_004923132.1
OG0003772	XP_003250682.1	XP_004933087.1, NP_001091837.2
OG0003773	XP_026296549.1	NP_001040305.1
OG0003774	XP_026300576.1	NP_001155189.1
OG0003776	XP_006570251.1	XP_037874928.1
OG0003777	XP_026298741.1	XP_037874652.1
OG0003778	XP_003251640.1	XP_004921772.2
OG0003779	NP_001193395.1	XP_012545916.2
OG0003780	XP_393603.1	NP_001040283.1
OG0003781	XP_026295502.1, NP_001171518.1	NP_001040364.1
OG0003782	XP_001120056.1	XP_004929641.1, XP_004933732.1
OG0003783	XP_001119829.1	NP_001124369.1
OG0003784	XP_003249472.1	XP_012552265.3
OG0003785	NP_001129207.1	XP_004931941.1
OG0003786	XP_395779.3, XP_026298542.1	XP_004922831.1
OG0003787	XP_026298623.1	NP_001037588.1
OG0003788	XP_026301507.1	NP_001040471.1
OG0003789	XP_003249557.1	XP_004922402.1
OG0003790	XP_624364.1	XP_004925338.1
OG0003791	XP_026297172.1	NP_001108408.1, XP_037877671.1
OG0003792	XP_006570971.2	NP_001040194.1
OG0003793	XP_003251623.1	XP_037876524.1
OG0003794	XP_623753.4	XP_037869572.1, NP_001091760.1
OG0003795	XP_001122452.2	XP_004925783.1
OG0003796	XP_016769254.1	XP_021204761.1
OG0003797	XP_026296665.1	XP_004923393.2
OG0003798	NP_001155181.1	NP_001091757.1, XP_012549905.1
OG0003799	XP_006564028.1	XP_004921604.1
OG0003800	XP_006563123.1	XP_012549710.1, NP_001232899.1
OG0003801	XP_016771069.1	XP_004921614.1
OG0003802	XP_393179.1	XP_021206946.1
OG0003803	XP_001123127.4	XP_004922741.1
OG0003804	XP_006563301.1	XP_037872715.1
OG0003805	XP_623721.3	XP_037872346.1
OG0003806	XP_001121781.3	XP_004930388.1, XP_037869079.1
OG0003807	XP_397043.2	XP_004933560.1
OG0003808	XP_397281.4	XP_004926538.1
OG0003809	XP_392238.1	XP_021208417.1
OG0003810	XP_395930.3	XP_004927931.1
OG0003811	XP_394964.5	XP_037875641.1
OG0003812	XP_006557910.2, XP_026300470.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_001119919.1	XP_004928617.1
OG0003814	XP_006565648.2, NP_001242961.1	XP_004931718.2
OG0003815	XP_006570358.1	XP_037870921.1
OG0003816	XP_003251562.1	XP_004928464.1
OG0003817	XP_026299800.1	XP_021208339.1
OG0003818	XP_006561461.1	NP_001157383.1
OG0003819	XP_016772254.2	XP_004933631.1
OG0003820	XP_026299805.1	NP_001036861.1
OG0003821	XP_026300350.1	XP_037877826.1, XP_037877825.1
OG0003822	XP_016768644.1	XP_037872163.1
OG0003823	XP_016768288.1, XP_006559962.1	XP_012546007.2, XP_037870947.1
OG0003824	XP_016772970.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_006559218.1	XP_037868048.1
OG0003826	XP_624040.4	XP_037876746.1
OG0003827	XP_006571572.1, XP_016769063.1	NP_001266358.1, XP_012551312.1
OG0003828	XP_624638.4	NP_001182009.1
OG0003829	XP_395153.3	XP_004926984.1, XP_012546488.1
OG0003830	XP_026296931.1	XP_037866511.1
OG0003831	XP_397232.1	XP_021208347.2
OG0003832	XP_006561360.2	XP_004925624.1
OG0003833	XP_625020.3	XP_004925262.1
OG0003834	XP_006568516.1	XP_037876702.1
OG0003835	XP_001120329.1	XP_004931767.1
OG0003836	XP_026297908.1, XP_026297907.1	XP_037869782.1
OG0003837	XP_006560660.1, XP_026296193.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_026295517.1, XP_001120196.2, XP_016766654.1	XP_004928702.1
OG0003839	XP_006564577.2	XP_012546118.2
OG0003840	XP_003251246.1	XP_021203783.2
OG0003841	XP_394330.4	XP_004923140.1
OG0003842	XP_026299981.1, XP_026299982.1	XP_037874800.1
OG0003843	XP_393949.2	NP_001091817.1, XP_021207544.1
OG0003844	XP_003249738.1	XP_004931889.1
OG0003845	XP_623484.1	XP_004928709.1
OG0003846	XP_624950.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_026297458.1	XP_012545390.1
OG0003848	XP_624984.1	XP_004924536.1
OG0003849	XP_391949.4	XP_004931750.2
OG0003850	XP_006566172.1	XP_004928510.1
OG0003851	XP_016771349.1, XP_001121248.1	XP_004928273.2
OG0003852	XP_395353.1	XP_037872312.1
OG0003853	XP_393926.4	XP_004931012.1
OG0003854	XP_016770906.1	XP_037875289.1
OG0003855	XP_003249923.1	XP_037870393.1
OG0003856	XP_624537.1	XP_004925677.1
OG0003857	XP_001121946.2	XP_004932690.1
OG0003859	XP_395938.2	XP_004922685.1
OG0003861	XP_394767.3	NP_001243926.1, XP_012547732.1
OG0003863	XP_006572417.1	XP_037873078.1
OG0003864	XP_394619.1	XP_037867969.1
OG0003865	XP_006563431.1, XP_016772130.1	XP_004923657.1
OG0003866	XP_623300.2	NP_001274766.1, XP_004924935.1
OG0003867	XP_394616.1	XP_012548833.1
OG0003868	XP_026299091.1	XP_037874329.1
OG0003869	XP_006559928.1	XP_021203303.2
OG0003870	XP_392194.2	XP_004930744.1
OG0003871	XP_016772927.1	XP_037866929.1
OG0003872	XP_623706.1	XP_004923397.1
OG0003873	XP_016771656.2, XP_006571593.2	XP_012550036.2
OG0003874	XP_624826.3	XP_004924537.1
OG0003875	XP_006559886.1	XP_004922154.1
OG0003876	XP_026297224.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_393936.4	XP_037866550.1
OG0003878	XP_006566652.1	XP_037876197.1
OG0003879	XP_394976.4	XP_004931440.3
OG0003880	XP_006566840.1	XP_012549422.1
OG0003881	XP_016767737.2	XP_004930195.2
OG0003882	XP_026295283.1	XP_012548006.1
OG0003883	XP_394752.3	XP_004926044.1
OG0003884	XP_026296821.1	XP_021206275.1
OG0003885	XP_001122506.2	XP_004926933.2
OG0003886	XP_006571389.1	NP_001040103.1
OG0003887	XP_026295657.1	NP_001040385.1
OG0003888	NP_001013379.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_392296.4	XP_037871897.1
OG0003890	XP_624608.3	XP_021206558.1
OG0003891	XP_001120689.2	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_395757.3	XP_012551537.2
OG0003893	XP_393850.2	XP_012548789.1
OG0003895	XP_006561304.2	XP_021205899.1
OG0003896	XP_623816.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_624279.3	XP_037871555.1, NP_001037624.1
OG0003899	XP_391994.1	XP_004932565.2
OG0003900	XP_625095.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_001122939.2	XP_004930363.1
OG0003902	XP_026300039.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_016772804.1, XP_006572010.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_623919.1	XP_037876679.1
OG0003905	XP_623724.3	XP_004932076.1
OG0003906	XP_026295801.1	XP_037870494.1
OG0003907	XP_026299247.1	XP_004932080.1
OG0003908	XP_623366.2	NP_001266361.1, XP_021204670.1
OG0003909	XP_001121788.2	NP_001188365.1
OG0003910	XP_397392.5	XP_012548261.1
OG0003911	XP_006565670.1	XP_037872595.1
OG0003912	XP_016769191.1, XP_006564718.1	XP_004921663.1
OG0003913	XP_006566101.1	XP_004933332.1
OG0003914	XP_396724.2	XP_004930054.1
OG0003915	XP_006568346.2	XP_004933205.1
OG0003916	XP_396999.5, XP_006571077.2	XP_037877157.1, XP_037877156.1
OG0003917	XP_006561985.2	NP_001281215.1
OG0003918	XP_623795.2	NP_001296480.1, XP_037869046.1
OG0003919	XP_392644.3	XP_037873191.1
OG0003920	XP_026297002.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_006567209.1	XP_004929517.1
OG0003922	XP_001120842.5	XP_037867021.1
OG0003923	XP_006569041.1	XP_037871340.1
OG0003924	XP_003251071.2	XP_004928216.2
OG0003925	XP_006557271.1, XP_392926.1	XP_037870734.1
OG0003926	XP_001120669.2	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_026300356.1, XP_395996.1	XP_012550651.2
OG0003928	XP_623864.3	XP_004921744.1
OG0003929	XP_006571697.2	XP_004921712.1
OG0003931	XP_006565397.1	XP_004923823.1
OG0003932	XP_003251065.2	XP_004928355.1
OG0003933	XP_625023.1	XP_004921981.1
OG0003934	XP_395260.2	XP_004927651.1
OG0003935	XP_623050.1	NP_001037257.1
OG0003936	NP_001011575.1, XP_026296304.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_026302113.1	NP_001119719.1
OG0003938	XP_016772502.2	XP_037867819.1, XP_037867818.1
OG0003939	XP_026296207.1, XP_624867.2	XP_021203066.1
OG0003940	XP_016772141.2, XP_003249733.2	XP_037868013.1
OG0003941	XP_001122466.1	XP_004932659.1
OG0003942	XP_016773505.1	XP_004925060.2
OG0003943	XP_396003.4	XP_004930725.1
OG0003944	XP_001122977.1	XP_037867768.1
OG0003945	XP_026299501.1	XP_004929252.2
OG0003946	XP_396925.4	XP_037872651.1
OG0003947	XP_006569738.2	XP_004923402.1
OG0003948	NP_001153520.1	NP_001296515.1
OG0003950	XP_006563707.1	XP_004931209.1
OG0003951	XP_026298008.1	XP_004928878.1
OG0003952	XP_006564407.1	XP_021208067.1
OG0003953	XP_395069.2	XP_004925516.1
OG0003954	XP_623055.1	NP_001040494.1
OG0003955	XP_026300272.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_623316.3	XP_037867435.1
OG0003957	XP_391960.2	NP_001040543.1
OG0003958	XP_003250270.2	XP_004924203.1, XP_021202374.1
OG0003959	XP_026299487.1	XP_004931453.1
OG0003960	XP_026296448.1	XP_021203205.2
OG0003961	XP_026298140.1	XP_037872304.1
OG0003962	XP_006568235.1	XP_004926248.1
OG0003963	XP_393688.2	XP_004926026.1
OG0003964	XP_026298966.1	XP_037873074.1
OG0003965	XP_016773035.2	XP_004923059.2
OG0003966	XP_624988.3	XP_004927228.1
OG0003967	XP_394614.1	XP_004930408.1
OG0003968	XP_395839.1	XP_004926264.1
OG0003969	XP_393560.4	XP_004929112.1
OG0003970	XP_026296881.1	XP_004931345.1
OG0003971	XP_003249677.2	XP_004929344.1
OG0003972	XP_006562207.1	XP_004926999.1
OG0003974	XP_003250386.3	XP_037868812.1
OG0003975	XP_392161.2	XP_037870480.1, XP_037870481.1
OG0003976	XP_624702.2	XP_004927122.1
OG0003977	XP_001121344.2	XP_037867045.1
OG0003978	XP_392894.1	NP_001037660.1
OG0003979	XP_395117.4	XP_004927746.2
OG0003980	XP_006570470.2	NP_001138805.1, XP_037866730.1
OG0003981	XP_016772168.2	NP_001233148.1, XP_012545487.1
OG0003982	XP_393800.5	XP_037866437.1
OG0003983	XP_016768590.1	XP_021202823.1
OG0003984	XP_003249151.1	XP_037877129.1
OG0003985	XP_392051.1	XP_004923535.1
OG0003986	XP_016769188.1	XP_037868586.1
OG0003987	XP_016771049.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_026296755.1	XP_021202849.2
OG0003989	XP_006568106.1	XP_012547596.2
OG0003990	XP_006565999.1	NP_001355172.1
OG0003991	XP_016770501.2	XP_004932958.2
OG0003993	XP_006564083.2, XP_006564081.2, XP_026299691.1, XP_006564084.2	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_026296912.1	XP_004933641.2
OG0003995	XP_001120885.2	XP_004928599.1
OG0003996	XP_392378.2	XP_004927389.1
OG0003997	XP_026302088.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_026299563.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_001122002.2	XP_012545611.1, XP_037875014.1
OG0004000	XP_625125.2	NP_001296497.1
OG0004001	XP_026298571.1	XP_004927390.2
OG0004002	XP_026299236.1	NP_001037456.2
OG0004003	NP_001155985.1, XP_026295122.1	XP_037876448.1
OG0004004	XP_016773628.1	XP_004922729.1
OG0004006	XP_026300561.1	XP_037871169.1
OG0004008	XP_006561936.1	XP_037871650.1
OG0004009	XP_006561064.1	XP_004926137.1, XP_004926138.2
OG0004010	XP_394099.4	XP_004921711.1
OG0004011	NP_001239359.1	NP_001037514.1, XP_012547123.1
OG0004012	XP_026301955.1, XP_026301956.1, XP_026301957.1	XP_012548993.2
OG0004013	XP_001122611.3	XP_021206266.2
OG0004014	XP_026300083.1	XP_004924136.1
OG0004015	XP_026294852.1	XP_037874668.1
OG0004016	XP_026299442.1	XP_037869870.1
OG0004017	XP_006560052.1, XP_006560054.1, XP_006560053.1	XP_021207252.1
OG0004018	XP_026299400.1	XP_004933635.2
OG0004019	XP_006572354.1	XP_004926459.1
OG0004020	XP_006561836.1	XP_037866796.1
OG0004021	XP_026298233.1, XP_026298224.1	XP_037869295.1
OG0004022	XP_001121865.1	XP_021207600.1
OG0004023	XP_016771930.2	XP_037873199.1
OG0004026	XP_001120982.2	XP_037876311.1
OG0004027	XP_396627.4	XP_004923893.1
OG0004028	XP_016770063.1	XP_012544241.1
OG0004029	XP_026301578.1	XP_037870693.1
OG0004030	XP_625113.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_003250780.1	XP_004923757.1
OG0004032	XP_016767147.2	XP_021205979.2, NP_001188364.1
OG0004033	XP_016766928.1	XP_012547603.2
OG0004034	XP_006565024.2	XP_004923392.2
OG0004035	XP_006564745.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_623133.4	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_026301836.1	XP_037875629.1
OG0004038	XP_003250346.1	XP_004929014.1
OG0004041	XP_006565007.3	NP_001136226.1
OG0004042	XP_393035.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_006557366.1	XP_012553204.1, XP_021201806.1
OG0004044	XP_006560665.1	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_006560704.2, XP_016772223.2	XP_004933047.1
OG0004046	XP_006565404.1	XP_004925413.1
OG0004047	XP_006565410.2	XP_004933797.2
OG0004048	XP_006562470.1, XP_026299647.1	XP_004925882.2
OG0004049	XP_026295466.1	XP_004921635.1
OG0004050	XP_026296786.1	XP_004933431.1
OG0004051	XP_001120355.1	NP_001041679.1
OG0004052	XP_006563534.2	XP_037876514.1
OG0004053	XP_016766437.1, XP_006561244.1	XP_012550083.2
OG0004054	XP_003251511.1	XP_004929361.2
OG0004055	XP_006564535.2	XP_037869808.1
OG0004056	XP_001122081.1	XP_004923357.2
OG0004058	XP_397399.2	XP_004930619.1
OG0004059	XP_623299.3	XP_037868054.1
OG0004060	XP_006564797.1	NP_001296493.1
OG0004061	XP_016771427.1	XP_021207327.1
OG0004063	XP_026295125.1, NP_001229503.1	XP_037869504.1
OG0004064	XP_001122669.2	XP_037870738.1
OG0004065	XP_396552.3	XP_004928297.1
OG0004066	XP_001122399.1, XP_026300527.1	XP_004924862.1
OG0004067	XP_026295898.1	XP_012544048.3
OG0004068	NP_001128420.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_623903.2, XP_026301502.1	NP_001037339.1
OG0004070	XP_026294980.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_393997.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_026295930.1	XP_004921583.1
OG0004074	XP_623605.2	XP_004922411.1
OG0004075	XP_016771510.2	XP_021204167.1
OG0004076	XP_395025.2	XP_004923876.1
OG0004077	XP_026301405.1	XP_004928512.1, XP_004928484.2
OG0004078	NP_001172008.1	XP_004927166.1
OG0004079	XP_006559680.1	XP_037868019.1
OG0004080	XP_026294784.1	XP_012549094.1
OG0004081	XP_006566575.1	XP_037868944.1, XP_037868436.1
OG0004082	XP_393406.4, XP_006560861.1	XP_012549767.2
OG0004083	XP_016769908.2	NP_001040444.1
OG0004084	XP_006558355.1	XP_012546600.1
OG0004085	XP_026299277.1	XP_004931989.1
OG0004086	NP_001011585.1, XP_026301045.1	XP_012545779.1
OG0004087	XP_026296624.1, XP_026296623.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_006569286.1	XP_037868298.1
OG0004089	XP_016771325.1	XP_037874462.1
OG0004090	XP_026299087.1, XP_026299085.1	XP_004933421.1
OG0004091	XP_395605.3	XP_037870891.1
OG0004092	XP_006563064.1, XP_624869.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_006570508.1, XP_006570507.1	XP_037868377.1
OG0004094	XP_394204.2, XP_006568702.1	XP_037870639.1
OG0004095	XP_624643.2	XP_004930179.1
OG0004096	XP_006565907.2	NP_001186937.1, XP_012553167.2
OG0004097	XP_026299393.1, XP_001122415.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_006567329.1	XP_037874111.1
OG0004099	XP_392635.4	XP_004930594.1
OG0004100	XP_391907.1	XP_021205578.2
OG0004101	XP_016769558.1	XP_037873940.1
OG0004102	XP_001120785.2	XP_004924707.1
OG0004103	XP_026298204.1	XP_037874307.1
OG0004104	NP_001177977.2, XP_026296891.1	XP_037877656.1
OG0004105	XP_392103.2	XP_012552106.1, NP_001036873.1
OG0004106	XP_026296135.1	XP_004931162.2
OG0004107	XP_006571445.1	XP_004926250.2
OG0004109	NP_001314885.1, XP_006570920.1	XP_012553048.1
OG0004110	XP_026296625.1, XP_016767744.1	XP_004933483.1
OG0004111	XP_026297201.1	NP_001124374.1
OG0004112	XP_006570948.1	XP_021205236.2
OG0004113	XP_006568820.1, XP_396656.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_001122985.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_026301749.1	XP_004925881.2
OG0004117	XP_026297297.1	XP_004930200.1, XP_021206199.1
OG0004120	XP_393310.1	XP_004924498.1
OG0004121	XP_016769825.1	XP_012547852.1, XP_012547851.1
OG0004122	XP_026295564.1, XP_026295562.1	XP_037871974.1
OG0004123	XP_006570903.2	XP_037871593.1
OG0004124	XP_026302069.1	XP_037868460.1
OG0004125	XP_006558111.1	XP_004922019.1
OG0004126	XP_026300830.1	XP_004932926.1
OG0004127	XP_003250469.1, XP_006564511.1, XP_006564512.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_006572054.1	XP_037877065.1
OG0004129	XP_006564578.2	XP_004931987.1
OG0004130	XP_006571760.3	XP_012547988.1, XP_012547984.1
OG0004131	XP_006561919.1	XP_012547588.1
OG0004132	XP_006567775.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_001122973.2	NP_001272895.1
OG0004137	XP_625230.3	XP_004929005.1
OG0004138	XP_006568623.1	XP_021204369.1
OG0004140	XP_006570675.1, XP_003251593.1	XP_004928840.1
OG0004141	XP_395096.4	XP_004933432.2
OG0004142	NP_001314880.1, XP_026302136.1	XP_037876778.1
OG0004143	XP_026299156.1	XP_004925912.2
OG0004144	XP_625031.3	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_006567879.1	XP_037868374.1, XP_037868371.1
OG0004146	NP_001314892.1, XP_026298872.1	XP_004931521.1
OG0004147	XP_006571749.1	XP_037867032.1
OG0004148	XP_026299383.1	XP_037868227.1
OG0004149	XP_003250476.1	XP_004931529.2
OG0004150	XP_003250308.1	XP_037872399.1
OG0004151	XP_016769727.2	XP_004924322.2
OG0004152	XP_026302049.1	XP_021207568.2
OG0004153	XP_016767832.1	XP_037876188.1
OG0004155	XP_016767546.1, NP_001116485.2	XP_037869731.1
OG0004160	XP_016770007.2	XP_021202139.2
OG0004162	XP_026298929.1	XP_037875455.1
OG0004163	XP_001121567.1	XP_012549158.1
OG0004164	XP_391890.3	XP_012545388.1
OG0004165	XP_026295302.1, XP_026295465.1	XP_021203754.2
OG0004166	XP_006558505.1	XP_021205160.1
OG0004167	XP_006558679.2	XP_012552466.1
OG0004168	XP_026295327.1	XP_004924837.1
OG0004169	NP_001011650.1	NP_001233204.1, XP_012551167.2
OG0004170	XP_006559888.1	XP_037870866.1
OG0004171	XP_001121552.2	XP_012547802.3
OG0004172	XP_006562175.1	XP_012549305.2
OG0004174	XP_006572013.2	NP_001245290.1, XP_037873382.1
OG0004175	XP_006559175.1	XP_004924258.1
OG0004176	XP_026296733.1	XP_037866857.1
OG0004177	XP_026295613.1	XP_021205230.1
OG0004180	XP_006565974.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_624334.2	NP_001036936.1
OG0004182	XP_006566310.1, NP_001071276.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_395378.4	XP_004922162.1
OG0004184	XP_001120100.2	XP_037876568.1
OG0004185	XP_026298737.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	NP_001265258.1, XP_016772979.2	XP_037866428.1
OG0004187	XP_624574.2	XP_012552759.1
OG0004188	XP_397338.3	XP_021203240.1
OG0004189	XP_016768334.1, XP_016768333.1	XP_037869227.1
OG0004190	XP_006559637.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_026298906.1, XP_026298907.1	XP_037869752.1
OG0004192	XP_006558585.2	XP_004924988.1
OG0004193	XP_016773545.1	XP_037873419.1
OG0004194	XP_003251298.1	XP_037871385.1
OG0004195	XP_392813.2	XP_012549631.1
OG0004196	XP_026302050.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_003249914.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_006571571.1, XP_026300047.1, XP_026300038.1	XP_004930154.1
OG0004201	XP_396024.6	XP_004923544.1
OG0004202	XP_392132.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_623770.2	XP_012548984.1
OG0004204	XP_006561817.2	XP_012545354.1
OG0004205	XP_624310.2	NP_001093080.1
OG0004206	XP_006558549.2	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_006558776.1	XP_004925253.1, XP_012545111.1
OG0004209	XP_006561071.2	XP_004922257.1
OG0004210	XP_003250831.1	XP_012548015.1
OG0004211	XP_001121683.2	XP_004924280.1
OG0004212	XP_006566196.1, XP_026299084.1	XP_004923553.1
OG0004213	XP_624484.1	XP_004932624.2
OG0004214	XP_001121751.2	XP_004921920.2
OG0004216	XP_026298030.1	XP_004922913.1
OG0004217	XP_395437.4	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_026299413.1	XP_021206364.1
OG0004220	XP_026299971.1, XP_026299970.1	XP_004930730.1
OG0004223	XP_026296454.1, XP_003250433.1	XP_004924492.2, XP_004924489.1
OG0004224	XP_006559746.1	XP_004922262.2
OG0004228	XP_001120846.1	XP_004923683.1
OG0004229	XP_006559721.1	XP_004925281.1
OG0004231	NP_001091684.1, XP_006563390.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_006560763.1	XP_037876619.1
OG0004234	XP_016767840.1, XP_006564840.1	XP_012550820.1
OG0004235	XP_026295973.1	XP_037870208.1
OG0004236	XP_006557659.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_006568082.2	XP_004928571.2
OG0004238	XP_026299525.1, XP_026299523.1	XP_037868820.1, NP_001232931.1
OG0004239	XP_026295255.1	XP_012549954.2
OG0004240	XP_393944.1	XP_004929308.1
OG0004241	XP_016772013.2	XP_021205681.1
OG0004242	XP_026301947.1, XP_026301946.1	NP_001171667.1
OG0004243	XP_001120674.3	XP_012547247.1
OG0004244	XP_003249778.1	XP_012549416.1
OG0004245	XP_006559708.2	XP_037867770.1, XP_037867772.1, XP_037867773.1
OG0004246	XP_026296300.1	NP_001108462.1, XP_012549556.2
OG0004247	XP_394772.3	NP_001243994.1, XP_037873014.1
OG0004248	XP_006561196.1	XP_012547300.1
OG0004249	XP_394564.1	XP_037876178.1
OG0004251	XP_026299700.1, XP_026299701.1	XP_012547340.2
OG0004253	XP_006571219.1	XP_037866659.1, XP_037866658.1, XP_004929200.2
OG0004254	XP_001121473.2	XP_037868525.1
OG0004257	XP_006561133.1	XP_004933554.2, XP_037877081.1
OG0004258	XP_006569889.2	XP_021202164.2, XP_037875585.1
