Orthogroup	Apis_mellifera	Osmia_bicornis
OG0004740	XP_026294720.1	XP_029052243.1
OG0004741	XP_026301713.1	XP_029050731.1
OG0004742	XP_016773548.1	XP_029055938.1
OG0004743	XP_624333.2	XP_029047222.1
OG0004744	XP_026298461.1	XP_029038570.1
OG0004745	XP_026296910.1, XP_026296909.1	XP_029052818.1
OG0004746	XP_001121086.2	XP_029055802.1, XP_029055803.1
OG0004747	XP_026300997.1, XP_026301008.1	XP_029043412.1
OG0004748	XP_006557605.1	XP_029043322.1
OG0004749	XP_016771535.2	XP_029045333.1
OG0004750	XP_624287.2	XP_029035047.1
OG0004751	XP_006565129.1	XP_029042559.1
OG0004752	XP_624053.4	XP_029049362.1
OG0004753	XP_624335.1	XP_029052339.1
OG0004754	XP_026300111.1	XP_029053739.1
OG0004755	XP_006571175.2	XP_029037944.1, XP_029037945.1
OG0004756	XP_006565978.1	XP_029055926.1
OG0004757	XP_016769122.2	XP_029039211.1
OG0004758	XP_026300231.1	XP_029045191.1
OG0004759	XP_006562743.1	XP_029039329.1
OG0004760	XP_396167.1	XP_029038815.1
OG0004761	NP_001229446.1, XP_026301036.1	XP_029034769.1
OG0004762	XP_026299261.1	XP_029045577.1
OG0004763	XP_026299056.1	XP_029054329.1, XP_029054482.1, XP_029054483.1
OG0004764	XP_016767519.2	XP_029048177.1, XP_029048184.1
OG0004765	XP_397085.2	XP_029052337.1
OG0004766	XP_006561138.2	XP_029048157.1, XP_029048156.1
OG0004767	XP_623197.2	XP_029053534.1, XP_029053533.1
OG0004768	XP_026296111.1	XP_029034131.1
OG0004769	XP_006563948.1	XP_029047189.1
OG0004770	XP_026299548.1	XP_029038563.1
OG0004771	XP_026302236.1	XP_029034111.1
OG0004772	XP_026297138.1, XP_026297139.1	XP_029042390.1
OG0004773	XP_026300068.1	XP_029052292.1
OG0004774	XP_026296528.1	XP_029038972.1
OG0004775	XP_393266.1	XP_029035643.1
OG0004776	XP_006567452.1	XP_029036298.1
OG0004777	XP_026296018.1, XP_026296015.1	XP_029042939.1, XP_029042942.1
OG0004778	XP_623060.3	XP_029034173.1
OG0004779	XP_006568628.1	XP_029047410.1
OG0004780	XP_624644.2, XP_006565247.2, XP_026300110.1, XP_016770920.2	XP_029040282.1
OG0004781	XP_026298724.1, XP_625171.3	XP_029047805.1
OG0004782	XP_001122862.2	XP_029032684.1
OG0004783	XP_026298720.1	XP_029042798.1
OG0004784	XP_625146.1	XP_029038984.1
OG0004785	XP_003249898.2	XP_029041499.1
OG0004786	XP_006568301.1	XP_029045511.1
OG0004787	XP_026301186.1	XP_029034766.1
OG0004788	XP_026301239.1	XP_029045970.1, XP_029045971.1
OG0004789	XP_006559923.1	XP_029037354.1
OG0004790	XP_026297524.1	XP_029040975.1
OG0004791	XP_026301096.1	XP_029047630.1
OG0004792	XP_006562917.1	XP_029051419.1, XP_029051420.1
OG0004793	XP_393450.3	XP_029056346.1
OG0004794	XP_026302301.1	XP_029043203.1
OG0004795	XP_026298107.1	XP_029043709.1
OG0004796	XP_026299378.1	XP_029054102.1
OG0004797	XP_003249455.1	XP_029051644.1
OG0004799	XP_006570752.1	XP_029042988.1, XP_029042676.1
OG0004800	XP_392483.3	XP_029053580.1
OG0004801	XP_006559216.1	XP_029041060.1
OG0004802	XP_026301632.1	XP_029050127.1
OG0004803	XP_026302036.1	XP_029044926.1
OG0004804	XP_016773633.1	XP_029051862.1
OG0004805	XP_026295919.1	XP_029055550.1
OG0004806	XP_006561923.1	XP_029036203.1
OG0004808	XP_026299354.1	XP_029035111.1
OG0004809	XP_393815.4	XP_029038327.1
OG0004810	XP_393473.1	XP_029043406.1
OG0004811	XP_397177.5	XP_029051755.1
OG0004812	XP_006564066.2, XP_026295201.1	XP_029049639.1
OG0004813	XP_006560654.1	XP_029035601.1
OG0004814	XP_006571251.1	XP_029050859.1
OG0004815	XP_016768833.2	XP_029046792.1
OG0004816	XP_006560498.1	XP_029048269.1
OG0004817	XP_026296715.1	XP_029055776.1
OG0004818	XP_006561444.3	XP_029042352.1
OG0004819	XP_006563482.1	XP_029039535.1
OG0004820	XP_006557277.2	XP_029037537.1
OG0004821	XP_001121126.2	XP_029039311.1
OG0004822	XP_026299807.1	XP_029037476.1
OG0004823	XP_026302183.1	XP_029056597.1
OG0004824	XP_006568821.1	XP_029034360.1
OG0004825	XP_003251728.1	XP_029040386.1, XP_029040385.1
OG0004826	XP_006566648.1	XP_029046486.1, XP_029046487.1
OG0004827	XP_625209.1	XP_029048726.1
OG0004828	XP_026294753.1, XP_006572080.2	XP_029038283.1
OG0004829	XP_026299078.1	XP_029052422.1
OG0004830	XP_016769771.1	XP_029039910.1
OG0004831	XP_006563423.2	XP_029047736.1
OG0004832	XP_006571056.3	XP_029043660.1
OG0004833	XP_006565233.2	XP_029040292.1
OG0004834	XP_026299550.1	XP_029041016.1
OG0004835	XP_016770975.2	XP_029056256.1, XP_029056297.1
OG0004836	XP_016770065.2, XP_026299241.1	XP_029033592.1
OG0004837	XP_394718.3	XP_029044594.1
OG0004838	XP_026295505.1	XP_029033837.1
OG0004839	XP_006560646.1	XP_029048139.1
OG0004840	XP_026300263.1	XP_029034573.1
OG0004841	XP_396318.4	XP_029044863.1
OG0004842	XP_006564019.2	XP_029033050.1
OG0004843	XP_006568631.3	XP_029047412.1
OG0004844	XP_393743.4	XP_029046572.1
OG0004845	XP_026299535.1	XP_029035845.1
OG0004846	XP_026297120.1, XP_026297125.1	XP_029051414.1
OG0004847	XP_026297502.1	XP_029046314.1
OG0004848	XP_001121007.2	XP_029052069.1
OG0004850	XP_026300779.1	XP_029032566.1
OG0004851	XP_026294691.1	XP_029035371.1
OG0004852	XP_003251223.2	XP_029032215.1
OG0004853	XP_006557455.1	XP_029055654.1
OG0004854	XP_016769485.2	XP_029044842.1
OG0004855	XP_016767321.1	XP_029035869.1
OG0004856	XP_016769260.1	XP_029051789.1
OG0004857	XP_016769973.2	XP_029045594.1
OG0004858	XP_623973.1	XP_029055755.1
OG0004859	XP_001122075.3	XP_029049292.1
OG0004860	NP_001035057.1, XP_006567386.1	XP_029036435.1
OG0004861	XP_016766362.2	XP_029056567.1
OG0004862	XP_393222.4, XP_006570305.1	XP_029052506.1
OG0004863	XP_001121818.1	XP_029033836.1
OG0004864	XP_026298459.1	XP_029048000.1, XP_029047999.1
OG0004865	XP_623499.1	XP_029042339.1, XP_029042294.1
OG0004866	XP_006566088.1	XP_029033466.1, XP_029033677.1
OG0004867	XP_016766850.2	XP_029040701.1
OG0004868	XP_026298745.1	XP_029044750.1
OG0004869	XP_006571844.1	XP_029049911.1, XP_029049910.1, XP_029049912.1
OG0004870	XP_026300149.1	XP_029049315.1
OG0004871	XP_006561076.2	XP_029056448.1
OG0004872	XP_396181.4	XP_029038472.1
OG0004873	XP_026298280.1	XP_029046293.1, XP_029046292.1
OG0004874	XP_016767376.1	XP_029034110.1
OG0004875	XP_026299546.1	XP_029049720.1
OG0004876	XP_006561178.1	XP_029031897.1, XP_029031898.1
OG0004877	XP_624207.3	XP_029054349.1
OG0004878	XP_624706.1	XP_029050457.1
OG0004879	NP_001011631.1, XP_006558434.1	XP_029037254.1
OG0004880	XP_006558978.2	XP_029051044.1
OG0004881	XP_003249947.3	XP_029036138.1
OG0004884	XP_394361.2	XP_029034384.1
OG0004885	XP_026296674.1	XP_029048667.1
OG0004886	XP_026295074.1	XP_029056651.1, XP_029056653.1, XP_029056652.1
OG0004887	XP_026295635.1	XP_029050215.1
OG0004888	XP_006558188.1	XP_029049043.1, XP_029047679.1
OG0004890	XP_026299697.1	XP_029035260.1, XP_029035261.1
OG0004891	XP_006565633.1	XP_029046722.1
OG0004892	XP_016766185.2	XP_029041532.1
OG0004893	XP_006559915.2	XP_029046985.1
OG0004894	XP_006571657.1	XP_029035742.1
OG0004895	XP_395159.2	XP_029047516.1
OG0004896	XP_006557572.1	XP_029050584.1
OG0004897	XP_026296971.1	XP_029054517.1, XP_029054508.1
OG0004898	XP_001121022.1	XP_029031945.1
OG0004899	XP_395655.4	XP_029050317.1
OG0004900	XP_026294855.1	XP_029034288.1
OG0004901	XP_016767869.2	XP_029052518.1
OG0004902	XP_006572280.2	XP_029038005.1
OG0004903	XP_393116.2	XP_029050707.1
OG0004904	XP_026294961.1	XP_029034185.1, XP_029034186.1
OG0004905	XP_392759.3	XP_029031971.1
OG0004906	XP_006570736.1	XP_029043290.1, XP_029043197.1
OG0004908	XP_006557284.1, XP_006557285.1	XP_029055849.1
OG0004909	XP_395667.3	XP_029041072.1
OG0004910	XP_006562062.1, XP_006562061.1	XP_029045428.1
OG0004911	XP_016770995.1	XP_029056139.1, XP_029056144.1
OG0004912	XP_006566028.2	XP_029043561.1
OG0004913	XP_392247.2, XP_016766221.2	XP_029052244.1
OG0004914	XP_006560666.1	XP_029032443.1
OG0004916	XP_016771986.2, XP_026300348.1	XP_029038107.1
OG0004917	XP_006562433.1	XP_029043038.1
OG0004918	XP_026296583.1	XP_029045731.1
OG0004919	XP_394733.2	XP_029043768.1
OG0004920	XP_006567782.2	XP_029036383.1
OG0004921	NP_001265263.1, XP_026302112.1	XP_029035731.1
OG0004922	XP_006562562.1	XP_029050561.1
OG0004923	XP_026298103.1	XP_029039216.1
OG0004924	XP_392882.2	XP_029044257.1
OG0004925	XP_391850.3	XP_029037724.1
OG0004926	XP_026302104.1	XP_029052621.1
OG0004927	XP_006558565.1	XP_029050357.1
OG0004928	XP_006570309.1, XP_026296672.1, XP_396005.4, XP_006570310.1	XP_029045740.1
OG0004929	XP_006566038.1	XP_029043478.1, XP_029043481.1
OG0004930	XP_026300783.1	XP_029043399.1
OG0004931	XP_392041.4	XP_029041922.1, XP_029041921.1
OG0004932	XP_016770040.1	XP_029044560.1
OG0004934	XP_026300539.1	XP_029052822.1, XP_029052823.1
OG0004935	XP_016768417.1, XP_003251662.1	XP_029040733.1
OG0004936	XP_026297181.1	XP_029051525.1
OG0004937	XP_003251714.2	XP_029042499.1
OG0004938	XP_006562110.1	XP_029040487.1
OG0004939	XP_016770251.2	XP_029054006.1
OG0004940	XP_026300584.1, XP_026300446.1	XP_029048583.1, XP_029048580.1, XP_029048582.1
OG0004941	XP_016773639.1	XP_029034230.1, XP_029034231.1
OG0004942	XP_394881.4	XP_029052627.1, XP_029052629.1
OG0004943	XP_006565263.1, XP_396742.2	XP_029040331.1
OG0004944	XP_026302096.1	XP_029044443.1
OG0004945	XP_026301095.1	XP_029044406.1
OG0004946	XP_006569341.2	XP_029045868.1
OG0004947	XP_006564285.2	XP_029042163.1
OG0004948	XP_003249362.1	XP_029053474.1
OG0004949	XP_026301031.1	XP_029032674.1, XP_029032677.1
OG0004950	XP_026294630.1	XP_029043228.1
OG0004951	XP_026301209.1	XP_029045986.1
OG0004952	XP_006567707.1	XP_029048245.1
OG0004954	XP_016768632.1	XP_029055389.1, XP_029055388.1
OG0004955	XP_026294898.1	XP_029034425.1
OG0004956	NP_001167611.1	XP_029038923.1
OG0004957	XP_006560278.2, XP_003249665.2	XP_029037598.1, XP_029037597.1, XP_029037596.1
OG0004958	XP_003251699.2, XP_026297226.1	XP_029049459.1, XP_029049460.1
OG0004959	XP_006557469.1	XP_029055659.1
OG0004960	XP_006564536.1, XP_026299114.1	XP_029039905.1
OG0004961	XP_395337.1, XP_006565988.1	XP_029032143.1
OG0004962	XP_026296990.1	XP_029042517.1, XP_029042852.1, XP_029042844.1, XP_029042500.1, XP_029042510.1, XP_029042527.1, XP_029042826.1, XP_029042836.1
OG0004963	XP_026298042.1	XP_029033295.1
OG0004964	XP_026301282.1	XP_029050133.1
OG0004965	XP_026301304.1	XP_029036957.1
OG0004966	XP_026301346.1	XP_029052773.1
OG0004967	XP_026301631.1	XP_029038874.1, XP_029038875.1, XP_029038876.1, XP_029038877.1
OG0004976	XP_394854.2	XP_029052290.1
OG0004977	XP_623505.2	XP_029042284.1
OG0004978	XP_006564672.2	XP_029044215.1
OG0004979	XP_625114.2	XP_029036955.1
OG0004980	NP_001229448.1	XP_029033798.1
OG0004981	XP_006568186.1	XP_029040160.1
OG0004982	XP_394769.2	XP_029039243.1
OG0004983	XP_625009.2	XP_029039076.1
OG0004984	XP_003251769.2	XP_029040268.1
OG0004985	NP_001091685.2	XP_029033360.1
OG0004986	XP_006568565.1	XP_029035099.1
OG0004987	XP_001121096.1	XP_029035127.1
OG0004988	XP_624147.2	XP_029040436.1
OG0004989	XP_001121986.2	XP_029036234.1
OG0004991	XP_623441.1	XP_029038603.1
OG0004993	XP_003249153.1	XP_029053471.1, XP_029053518.1
OG0004994	XP_393701.1	XP_029045562.1
OG0004995	XP_392749.1	XP_029038061.1
OG0004996	XP_026296510.1	XP_029043814.1
OG0004997	XP_006558285.1	XP_029039387.1
OG0004998	XP_006559884.1	XP_029046374.1
OG0004999	XP_624958.3	XP_029039043.1
OG0005000	XP_003250349.1	XP_029035032.1
OG0005001	XP_001121159.1	XP_029052742.1, XP_029052741.1
OG0005002	XP_395224.3	XP_029036499.1
OG0005003	XP_006572307.1	XP_029048464.1
OG0005004	XP_624976.2	XP_029050237.1
OG0005005	XP_001120011.1	XP_029039274.1
OG0005006	XP_001120920.1	XP_029043719.1
OG0005007	XP_623649.1	XP_029034276.1
OG0005008	XP_623921.1	XP_029038753.1
OG0005009	XP_623372.1	XP_029047445.1
OG0005010	NP_001158282.1	XP_029037333.1
OG0005011	XP_001120685.1	XP_029044673.1
OG0005012	XP_393764.2	XP_029042708.1
OG0005013	XP_026295666.1	XP_029052707.1
OG0005014	XP_624421.1	XP_029047530.1
OG0005015	XP_026294845.1	XP_029041570.1
OG0005016	XP_001121250.4	XP_029056570.1
OG0005017	XP_396596.1	XP_029046589.1
OG0005018	NP_001167614.1	XP_029044284.1
OG0005019	XP_625005.1	XP_029043262.1
OG0005020	XP_393352.2	XP_029043475.1
OG0005021	XP_006566795.1, XP_625213.1	XP_029046485.1
OG0005022	XP_006570292.1	XP_029048727.1
OG0005023	XP_026300493.1	XP_029051294.1
OG0005024	XP_006558733.1	XP_029047543.1
OG0005025	XP_392446.1	XP_029048593.1
OG0005026	XP_026295476.1	XP_029050240.1
OG0005027	XP_003251739.1	XP_029038036.1
OG0005028	XP_001121556.1	XP_029047408.1
OG0005029	XP_001120845.2, XP_026300902.1, XP_016767121.1, XP_016767124.1, XP_026300906.1	XP_029052008.1
OG0005030	XP_006569392.1	XP_029046458.1
OG0005031	XP_393865.2	XP_029040211.1
OG0005032	XP_001120393.2	XP_029046827.1
OG0005033	XP_026299648.1	XP_029048534.1
OG0005034	NP_001265636.1	XP_029037618.1
OG0005035	NP_001164444.1	XP_029038595.1
OG0005037	XP_003250092.1	XP_029055349.1, XP_029055348.1
OG0005038	XP_624987.1	XP_029046640.1
OG0005039	XP_026296687.1	XP_029036445.1
OG0005040	XP_006557320.2	XP_029046185.1
OG0005041	XP_396561.1	XP_029037399.1
OG0005042	XP_394996.5	XP_029036579.1
OG0005043	XP_001122387.2	XP_029045801.1, XP_029045800.1
OG0005044	XP_391905.2	XP_029042719.1
OG0005045	XP_016767859.1	XP_029038871.1
OG0005046	XP_001122061.3	XP_029052340.1
OG0005047	XP_624227.2	XP_029045808.1
OG0005048	XP_006558637.1	XP_029035197.1
OG0005050	XP_026300710.1	XP_029035851.1
OG0005051	XP_396004.2	XP_029045742.1
OG0005052	XP_006558428.1	XP_029038596.1
OG0005053	XP_006557869.1	XP_029052389.1
OG0005054	XP_624052.1	XP_029043688.1
OG0005055	XP_006566613.2, XP_006566614.1	XP_029046542.1
OG0005056	XP_001121596.2	XP_029055869.1
OG0005057	XP_006559251.1	XP_029040883.1
OG0005058	XP_003251012.1	XP_029046401.1
OG0005059	XP_394993.2	XP_029039154.1
OG0005060	XP_006559168.2	XP_029031940.1
OG0005061	XP_392368.1	XP_029036436.1
OG0005062	XP_006561658.1	XP_029038743.1
OG0005063	XP_623433.1	XP_029034606.1, XP_029034605.1
OG0005064	XP_624908.3	XP_029047950.1
OG0005065	XP_001120524.1	XP_029041223.1
OG0005066	XP_003249110.1	XP_029046941.1
OG0005067	XP_392248.5	XP_029052259.1
OG0005068	XP_624086.1	XP_029040265.1
OG0005069	XP_392920.1	XP_029050708.1
OG0005070	XP_006571227.1	XP_029050907.1
OG0005071	XP_026300492.1, XP_016772904.2	XP_029051580.1
OG0005072	XP_395162.2	XP_029050022.1
OG0005073	XP_026300255.1	XP_029034752.1
OG0005074	XP_003251344.1	XP_029040628.1
OG0005075	NP_001165860.1	XP_029040623.1
OG0005076	XP_006563725.2	XP_029036691.1
OG0005077	XP_393438.2	XP_029048124.1
OG0005078	XP_006571751.1	XP_029032522.1
OG0005079	XP_392114.1	XP_029040768.1
OG0005080	XP_001120134.2	XP_029038547.1
OG0005081	XP_393820.4	XP_029038333.1
OG0005082	XP_624938.1	XP_029041058.1
OG0005083	XP_001122241.2	XP_029044413.1
OG0005084	XP_006558481.1	XP_029046211.1
OG0005085	XP_001121619.2	XP_029055650.1
OG0005086	XP_001123179.2	XP_029032791.1
OG0005087	XP_395304.3	XP_029038458.1
OG0005088	XP_026297052.1	XP_029040124.1
OG0005089	XP_006561174.1	XP_029053526.1
OG0005090	XP_001119960.1	XP_029042338.1
OG0005091	XP_016771717.1, XP_392005.3	XP_029032802.1
OG0005092	XP_006563568.1	XP_029036731.1
OG0005093	XP_016766950.1	XP_029047562.1
OG0005094	XP_003251214.1	XP_029053103.1
OG0005095	XP_001121924.1	XP_029055408.1
OG0005096	XP_006571904.1	XP_029041155.1
OG0005097	XP_001120949.1	XP_029048588.1
OG0005098	XP_006565003.1	XP_029043339.1
OG0005099	XP_001122212.1	XP_029053040.1
OG0005100	XP_006561235.1	XP_029056540.1
OG0005101	XP_394217.1	XP_029054246.1
OG0005102	XP_393510.1	XP_029039746.1
OG0005103	XP_392468.3	XP_029038223.1
OG0005104	XP_026299984.1	XP_029034648.1
OG0005105	XP_006567229.1	XP_029035965.1
OG0005106	XP_001120728.1	XP_029048632.1
OG0005107	XP_624000.1	XP_029048760.1
OG0005108	XP_001121804.1	XP_029033317.1
OG0005109	XP_624534.3	XP_029035048.1
OG0005110	XP_016771943.1	XP_029037905.1, XP_029037904.1
OG0005111	XP_016771803.1	XP_029037397.1
OG0005112	XP_006571771.1	XP_029052797.1
OG0005113	XP_001122056.2	XP_029035940.1
OG0005114	XP_003250050.1	XP_029041659.1
OG0005115	XP_006557839.1	XP_029048609.1
OG0005116	XP_395789.1	XP_029051148.1
OG0005117	XP_623650.3	XP_029033780.1
OG0005118	XP_006560922.2, XP_016766612.2	XP_029051745.1
OG0005119	XP_006557849.1	XP_029048630.1
OG0005120	XP_397155.4	XP_029056163.1
OG0005121	XP_006557405.1	XP_029047613.1
OG0005122	XP_624112.1	XP_029045909.1
OG0005123	XP_393835.1	XP_029034843.1
OG0005124	XP_624620.2	XP_029049921.1
OG0005125	XP_001119973.4	XP_029033194.1
OG0005126	XP_026296828.1	XP_029042880.1
OG0005127	XP_006564241.1, XP_393516.3	XP_029043851.1, XP_029043852.1
OG0005128	XP_001123223.3	XP_029038369.1
OG0005129	XP_016767145.2	XP_029053315.1
OG0005130	XP_003250077.1	XP_029040066.1
OG0005131	XP_006563386.2, NP_001011629.1	XP_029040897.1
OG0005132	XP_393984.2	XP_029039395.1
OG0005133	XP_397479.5	XP_029053032.1
OG0005134	XP_001122102.2	XP_029046757.1
OG0005135	XP_016769757.1	XP_029039594.1
OG0005137	XP_026298832.1	XP_029037546.1
OG0005138	XP_392783.4	XP_029041418.1
OG0005139	XP_026297170.1	XP_029038695.1
OG0005140	XP_003250865.1	XP_029035404.1
OG0005141	XP_006564321.1	XP_029049402.1
OG0005142	XP_006560748.1	XP_029045911.1
OG0005143	XP_392112.3	XP_029040387.1
OG0005145	XP_395009.2	XP_029045150.1
OG0005146	XP_001120493.3	XP_029035290.1
OG0005147	XP_006570983.1	XP_029041041.1
OG0005148	XP_026300103.1	XP_029041751.1
OG0005149	XP_392681.2	XP_029044317.1
OG0005150	XP_026296793.1	XP_029055722.1
OG0005151	XP_001120703.1	XP_029040239.1
OG0005152	XP_001121922.1	XP_029039503.1, XP_029037232.1
OG0005153	XP_624533.1	XP_029051899.1
OG0005154	XP_006566787.1	XP_029046590.1
OG0005155	XP_623128.1	XP_029032748.1
OG0005156	XP_393076.1	XP_029040218.1
OG0005157	XP_394434.2	XP_029049554.1
OG0005158	XP_006563902.1	XP_029041243.1
OG0005159	XP_395654.5	XP_029038067.1
OG0005160	XP_392814.2	XP_029043591.1, XP_029043680.1
OG0005161	XP_026298305.1	XP_029052323.1
OG0005162	XP_026300484.1	XP_029049949.1, XP_029049948.1, XP_029049947.1
OG0005163	XP_026301277.1	XP_029034753.1
OG0005164	XP_624895.1	XP_029044321.1
OG0005165	XP_006570423.3	XP_029050192.1
OG0005166	XP_001122763.2	XP_029040296.1
OG0005167	XP_001122533.3	XP_029034108.1
OG0005168	XP_397369.4	XP_029036660.1
OG0005169	XP_396382.3	XP_029050172.1
OG0005170	XP_392553.1	XP_029051683.1
OG0005171	XP_026298327.1	XP_029044278.1
OG0005172	XP_393909.2	XP_029044487.1
OG0005173	XP_026299151.1	XP_029040432.1
OG0005174	XP_026296681.1	XP_029036680.1
OG0005175	XP_624578.2	XP_029053375.1, XP_029053374.1
OG0005176	XP_395633.4, XP_006565412.1	XP_029048004.1
OG0005177	XP_026295820.1	XP_029035827.1
OG0005178	XP_006560725.1	XP_029044412.1
OG0005179	XP_624552.1	XP_029041653.1
OG0005180	XP_006561315.1	XP_029050484.1
OG0005181	XP_026298221.1	XP_029051509.1
OG0005182	XP_026299644.1	XP_029035475.1
OG0005183	XP_006560006.1, XP_393020.2	XP_029036998.1
OG0005184	XP_016766171.2, XP_016766170.2	XP_029032059.1
OG0005185	XP_623717.4	XP_029034784.1
OG0005186	XP_001120574.1	XP_029047692.1
OG0005187	XP_001121664.2	XP_029042049.1
OG0005188	XP_392318.4	XP_029033264.1
OG0005189	XP_625000.3	XP_029047154.1
OG0005190	XP_395784.2	XP_029034996.1, XP_029034995.1
OG0005191	XP_016770903.1	XP_029049420.1
OG0005192	XP_001122523.1	XP_029040221.1
OG0005193	XP_006567864.2	XP_029036432.1
OG0005194	XP_006570132.1	XP_029040256.1
OG0005195	XP_026297112.1	XP_029043883.1
OG0005196	XP_006570255.2	XP_029045220.1
OG0005197	XP_396315.6	XP_029040480.1
OG0005198	XP_016767891.1	XP_029051561.1
OG0005199	XP_624337.2	XP_029055610.1
OG0005200	XP_001121355.3	XP_029035061.1
OG0005201	XP_003249825.2	XP_029031966.1
OG0005202	XP_026299131.1	XP_029033696.1, XP_029033616.1
OG0005203	XP_624054.3	XP_029041306.1, XP_029041307.1
OG0005204	XP_003251671.1	XP_029040100.1
OG0005205	XP_623704.2	XP_029047624.1
OG0005206	XP_394948.6	XP_029049515.1
OG0005207	XP_026295494.1	XP_029031889.1
OG0005208	XP_006560637.2	XP_029035571.1
OG0005209	XP_395903.3	XP_029039100.1
OG0005210	XP_016772014.1	XP_029040892.1
OG0005211	XP_006567217.2	XP_029035857.1
OG0005212	XP_392905.2	XP_029039984.1
OG0005213	XP_001121415.2	XP_029037111.1
OG0005214	XP_006563814.1	XP_029051900.1
OG0005215	XP_006559646.1	XP_029052947.1
OG0005216	XP_391855.2	XP_029040565.1
OG0005217	XP_006563220.1	XP_029050120.1
OG0005218	NP_001264230.1	XP_029046549.1
OG0005219	XP_624008.2	XP_029039091.1
OG0005220	XP_395913.3	XP_029033464.1
OG0005221	XP_016767017.2, NP_001128421.1	XP_029053308.1
OG0005222	XP_026301693.1	XP_029049600.1
OG0005223	XP_395792.4	XP_029032119.1
OG0005225	XP_026298920.1	XP_029052427.1
OG0005226	XP_392828.3	XP_029047997.1
OG0005227	XP_001119931.1	XP_029037030.1
OG0005228	XP_026295630.1	XP_029040584.1, XP_029040585.1
OG0005229	XP_624299.2, XP_016767532.1	XP_029033977.1
OG0005230	XP_016771850.1	XP_029043335.1
OG0005231	XP_026301496.1	XP_029049834.1
OG0005232	XP_393586.1	XP_029048725.1
OG0005233	XP_026299564.1	XP_029050193.1
OG0005234	XP_016770771.1	XP_029046608.1
OG0005235	XP_003251449.1	XP_029045149.1
OG0005236	XP_001122885.3	XP_029039408.1
OG0005237	XP_006564278.1	XP_029042176.1
OG0005238	XP_026302268.1	XP_029031918.1
OG0005239	XP_623902.1	XP_029042489.1
OG0005240	XP_006561648.2	XP_029038802.1
OG0005241	XP_006566766.1	XP_029049680.1
OG0005242	XP_624077.3	XP_029042264.1
OG0005243	XP_006571338.2, XP_006571339.2	XP_029051943.1
OG0005244	XP_003249447.1	XP_029036201.1
OG0005245	XP_396939.2	XP_029046938.1
OG0005246	XP_016766675.1	XP_029047597.1
OG0005248	XP_006558451.1	XP_029037033.1
OG0005249	XP_396379.4	XP_029045446.1
OG0005250	XP_006563370.1	XP_029037367.1
OG0005251	XP_396302.3	XP_029037037.1
OG0005252	XP_006558936.1, XP_026297918.1	XP_029034892.1
OG0005253	XP_624640.1	XP_029043352.1
OG0005254	XP_392120.2	XP_029034076.1
OG0005255	XP_006567237.1	XP_029035884.1
OG0005256	XP_001121762.2	XP_029041161.1
OG0005257	XP_396716.1	XP_029047717.1
OG0005258	XP_006561344.1	XP_029050181.1
OG0005259	XP_006561491.3	XP_029044603.1
OG0005260	XP_006562862.1	XP_029034450.1
OG0005261	XP_026297523.1	XP_029035119.1
OG0005262	XP_026295287.1, XP_006569904.1	XP_029040666.1
OG0005263	XP_006568785.2	XP_029043061.1
OG0005264	XP_006566384.1	XP_029049180.1
OG0005265	XP_026300882.1	XP_029050283.1
OG0005266	XP_001122093.2	XP_029044925.1
OG0005267	XP_393312.1	XP_029038497.1
OG0005268	XP_624464.3	XP_029056590.1
OG0005269	XP_001120757.4	XP_029038608.1
OG0005270	XP_016772051.1	XP_029045968.1
OG0005271	XP_624231.2	XP_029051725.1
OG0005272	XP_006561912.1	XP_029037738.1
OG0005273	XP_393211.4	XP_029052485.1
OG0005274	XP_026300713.1	XP_029041792.1
OG0005275	XP_392719.1	XP_029044282.1
OG0005276	XP_395866.2	XP_029049677.1
OG0005277	XP_006558961.3	XP_029053168.1
OG0005278	XP_026298089.1	XP_029046309.1
OG0005279	XP_026302058.1	XP_029049525.1
OG0005280	XP_393712.2	XP_029034497.1
OG0005281	XP_026294803.1, XP_026294806.1	XP_029052239.1
OG0005282	NP_001106756.1	XP_029052578.1
OG0005283	XP_026296811.1, XP_026296808.1	XP_029043847.1
OG0005284	XP_026298161.1	XP_029044292.1
OG0005285	XP_624899.1	XP_029041056.1
OG0005286	XP_396618.2	XP_029041097.1
OG0005287	XP_393666.5, XP_006569230.2	XP_029039726.1
OG0005288	XP_397139.3	XP_029047494.1
OG0005290	XP_026301671.1	XP_029043041.1
OG0005291	XP_006566668.2	XP_029051332.1
OG0005292	XP_016770492.1	XP_029046534.1
OG0005294	XP_624527.2	XP_029054012.1
OG0005295	XP_393702.4	XP_029045561.1
OG0005296	XP_006566531.1	XP_029048921.1
OG0005297	XP_396554.4	XP_029051164.1
OG0005298	XP_026296476.1	XP_029045215.1
OG0005299	XP_393409.2	XP_029045775.1
OG0005300	XP_026301705.1	XP_029051000.1
OG0005301	XP_006562923.1	XP_029051403.1
OG0005302	XP_006566669.1	XP_029051333.1
OG0005303	XP_397241.4	XP_029050729.1
OG0005304	XP_395981.2	XP_029039922.1
OG0005305	XP_393027.2	XP_029051028.1
OG0005306	XP_006568051.2	XP_029033765.1
OG0005307	XP_396705.4	XP_029049776.1
OG0005308	XP_623723.2	XP_029035409.1
OG0005309	XP_391880.2	XP_029042752.1
OG0005311	XP_392453.3	XP_029046957.1
OG0005312	XP_393827.2	XP_029044881.1
