Orthogroup	Apis_mellifera	Solenopsis_invicta
OG0002954	XP_006561878.2	XP_011159814.1, XP_025993922.1
OG0002955	XP_395166.2	XP_011157079.1
OG0002956	XP_006568414.1	XP_011156193.2
OG0002958	XP_026299313.1, NP_001265610.1	XP_039307524.1
OG0002959	XP_392413.4	XP_039302057.1, XP_039302058.1
OG0002960	XP_006568807.2	XP_011172909.2, XP_039303158.1
OG0002961	XP_016768705.2, XP_395948.5	XP_011176153.1
OG0002962	XP_623837.2	XP_011157098.1
OG0002963	XP_006565420.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_006564566.2, XP_006564567.2, XP_396904.4	XP_011161988.1
OG0002965	XP_393357.1	XP_011166136.1
OG0002966	XP_393370.4	XP_039306200.1, XP_011157749.1
OG0002967	XP_003250481.1	XP_011171980.1
OG0002968	XP_393194.2	XP_039304192.1
OG0002969	XP_396696.4	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_395264.3	XP_039303651.1
OG0002971	XP_016768901.2	XP_039302425.1, XP_011171945.1
OG0002972	XP_001122522.2	XP_011155482.1
OG0002973	XP_016767894.2	XP_025992050.2
OG0002974	XP_006564653.1	XP_011175891.1
OG0002975	XP_006559285.1	XP_025991904.2
OG0002977	XP_006563927.2	XP_025995285.1
OG0002978	XP_394746.4	XP_011175833.2
OG0002979	XP_006569483.1	XP_025993637.1, XP_011167719.1
OG0002981	XP_006562158.1	XP_039306443.1
OG0002982	XP_026302101.1	XP_039310464.1
OG0002983	XP_016772684.2, XP_006572178.1	XP_025992758.1
OG0002984	XP_026297114.1	XP_011175293.1
OG0002985	XP_016768580.2	XP_011159700.2
OG0002986	XP_026299122.1	XP_011175615.1
OG0002987	XP_394479.4	XP_011162108.1
OG0002988	XP_623513.3	XP_011160968.2
OG0002989	XP_394360.2	XP_011156022.2
OG0002990	XP_016767372.1	XP_039310034.1
OG0002991	XP_396035.2	XP_025989317.1, XP_025989316.1
OG0002992	XP_016768858.2	XP_025992878.1
OG0002993	XP_016773444.2	XP_039307946.1
OG0002994	XP_026295876.1	XP_011173507.1
OG0002995	XP_001120353.2	XP_011167801.1, XP_025991086.1
OG0002996	XP_006564680.2	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1
OG0002997	XP_003250866.2	XP_011175341.2
OG0002998	XP_006562420.1	XP_039308952.1
OG0002999	XP_393642.5	XP_025992008.2, XP_025992010.1
OG0003000	XP_395780.4	XP_011166915.1, XP_039315584.1
OG0003001	XP_026296819.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	XP_003251036.1	XP_011165845.1
OG0003003	XP_623132.1	XP_011158899.1
OG0003004	XP_395752.2	XP_011162419.1
OG0003005	XP_006570297.1	XP_025992097.1
OG0003006	XP_394046.1	XP_039306148.1
OG0003007	XP_392431.2	XP_039311008.1
OG0003008	XP_003250432.3	XP_039303895.1
OG0003009	XP_003250340.3	XP_011175844.1
OG0003010	XP_001122365.1	XP_025989572.1
OG0003011	XP_026296474.1	XP_011159476.1
OG0003012	XP_006562995.1, XP_026300696.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_006564353.1	XP_011166392.1
OG0003014	XP_026299395.1	XP_039307139.1
OG0003015	XP_397131.4	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003016	XP_001121600.2	XP_011165680.1, XP_039304833.1
OG0003017	XP_006570433.2	XP_011168180.2
OG0003018	XP_393391.1	XP_011159923.1
OG0003019	XP_003249403.1	XP_039313693.1
OG0003020	XP_624889.3	XP_011164524.2, XP_039313336.1
OG0003021	XP_006557289.1	XP_011170692.1
OG0003022	XP_623941.1	XP_011160322.1
OG0003023	XP_396079.3, XP_026300784.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_026301758.1	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	XP_394425.2	XP_011159327.1
OG0003026	XP_395766.4	XP_011166978.1
OG0003027	XP_026298307.1	XP_025989001.1
OG0003028	XP_006562203.2	XP_011170110.1
OG0003029	XP_026301892.1	XP_025994649.1
OG0003030	XP_006570873.1	XP_011165553.1
OG0003031	XP_016771572.1, XP_006563008.1	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	XP_003249587.1	XP_011170131.1
OG0003033	XP_624816.1	XP_011164729.1
OG0003034	XP_393186.1	XP_011168785.1
OG0003035	XP_026300235.1	XP_039314065.1
OG0003037	XP_006559740.1, NP_001011573.1	XP_011167265.1
OG0003038	XP_391971.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_016771060.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_016767522.2	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_006571297.1, NP_001192152.1	XP_011168079.1
OG0003042	XP_003249852.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_395308.3, XP_006558927.1, XP_006558928.1	XP_011164368.1
OG0003044	XP_003251754.1	XP_011168247.1
OG0003045	XP_006559386.1	XP_011175132.1
OG0003046	XP_016773319.1	XP_011172371.3
OG0003047	XP_395412.2	XP_039309751.1
OG0003048	XP_396435.3	XP_011166828.2
OG0003049	XP_396686.2	XP_011160386.1
OG0003050	XP_006561788.1	XP_011166484.1
OG0003051	XP_393156.5	XP_011163620.1
OG0003052	XP_026301286.1	XP_011166057.2
OG0003053	XP_625147.3	XP_011171493.2
OG0003054	XP_026299380.1	XP_011160960.2
OG0003055	XP_624530.3	XP_011159971.1
OG0003056	XP_026297024.1	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_006564032.3	XP_011165984.1
OG0003058	XP_394069.4	XP_039304067.1, XP_011172951.1
OG0003059	XP_623071.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	XP_016771789.1	XP_011160875.2
OG0003061	XP_016772817.1	XP_011169469.2
OG0003062	XP_396685.2	XP_025990890.1
OG0003063	XP_026296176.1	XP_039312470.1
OG0003064	XP_026295986.1	XP_011167607.1
OG0003065	XP_393029.2	XP_011168555.1
OG0003066	XP_392111.2	XP_011168345.1
OG0003067	XP_006570365.1	XP_039307910.1
OG0003068	XP_026301228.1, XP_026301227.1	XP_011176018.1
OG0003069	XP_625169.2	XP_025992777.1
OG0003070	XP_006562156.1	XP_011171820.1
OG0003071	XP_016769403.1, XP_016769404.1	XP_011166367.1
OG0003072	XP_016772000.2	XP_039314915.1
OG0003073	XP_003249262.1	XP_011167738.1
OG0003074	XP_006570106.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_016767086.1, XP_395448.3	XP_011169094.1
OG0003076	XP_016767486.1	XP_025987093.1
OG0003077	XP_026301724.1	XP_039314058.1
OG0003078	XP_026301649.1	XP_039313872.1
OG0003079	XP_006564886.1, XP_006564887.1	XP_011168903.1, XP_039312818.1
OG0003080	XP_396881.3	XP_011156364.1
OG0003081	XP_001121733.1	XP_039303386.1
OG0003082	XP_006558030.1	XP_025991038.1
OG0003083	XP_016768101.1	XP_039312960.1
OG0003084	XP_026296407.1	XP_011167641.1, XP_011167644.1
OG0003085	XP_026295922.1	XP_025992096.2
OG0003086	XP_026300965.1	XP_039312356.1, XP_011161517.1
OG0003087	XP_026297288.1	XP_039313437.1
OG0003088	XP_026296305.1, NP_001011586.1	XP_011167443.1
OG0003089	XP_006563020.1	XP_039313674.1, XP_011158417.2
OG0003090	XP_001120815.2	XP_011172882.2
OG0003091	XP_006570737.1	XP_011164325.1
OG0003092	XP_396862.5	XP_011164521.2
OG0003093	XP_026295526.1, XP_026295527.1	XP_025987066.1, XP_039315568.1
OG0003094	XP_392513.1	XP_011161899.1
OG0003095	XP_026297047.1	XP_011156638.2
OG0003096	XP_016768897.1, XP_006563856.1	XP_011174001.2
OG0003097	XP_001123353.2	XP_011155621.1
OG0003098	XP_394536.1	XP_039306055.1
OG0003099	XP_623111.3	XP_011159602.1
OG0003100	XP_026294735.1	XP_025985835.1
OG0003101	XP_006558946.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_006562276.1	XP_011165931.2
OG0003103	NP_001265260.1, XP_026297365.1	XP_025987834.2
OG0003104	XP_623481.2	XP_025994552.2
OG0003105	XP_394080.3	XP_011174441.1
OG0003106	XP_006558278.1	XP_025990962.1
OG0003107	XP_006566449.1	XP_011162402.1
OG0003108	XP_006561108.1	XP_011173237.2
OG0003109	XP_026302114.1	XP_039314822.1
OG0003110	XP_006570068.1	XP_011163903.1
OG0003111	XP_006565549.1	XP_039310638.1
OG0003112	XP_392589.2	XP_011172658.1
OG0003113	XP_001122896.1, XP_016771263.1	XP_011160893.2
OG0003114	XP_006561804.3	XP_039306832.1, XP_011166467.1
OG0003115	XP_026295809.1	XP_011173427.1
OG0003116	XP_006562124.1	XP_039311269.1
OG0003118	XP_026299802.1	XP_011172615.1
OG0003119	XP_026297867.1	XP_039313155.1
OG0003120	XP_006568857.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_016772010.2	XP_025990923.1
OG0003122	XP_026295628.1, XP_026295629.1	XP_039305386.1
OG0003123	XP_392899.2	XP_011166608.1, XP_011166607.1
OG0003124	XP_394440.3	XP_011167477.1
OG0003125	XP_624146.2	XP_011163856.1
OG0003126	XP_006571226.1	XP_025986309.2
OG0003127	XP_006564260.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_026295586.1, XP_026295584.1	XP_011171381.1
OG0003129	XP_026297287.1	XP_039310707.1, XP_011176118.2
OG0003130	XP_623407.3	XP_025987336.1, XP_011162429.1
OG0003131	XP_006567826.2, XP_026296600.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_026298130.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_006566938.1, XP_003250963.1	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_026302290.1, XP_026302291.1	XP_025987373.1
OG0003135	XP_392799.3	XP_011162593.1, XP_011162594.1
OG0003136	XP_392027.1	XP_039306099.1
OG0003137	XP_397252.2	XP_039302546.1
OG0003138	XP_003251823.2	XP_025990507.1
OG0003139	XP_006564781.1	XP_025990674.1
OG0003140	XP_006571673.2	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	XP_016766173.1, XP_016766177.1	XP_039302630.1
OG0003142	XP_026296332.1	XP_011169763.2
OG0003143	XP_006558719.1	XP_039310052.1, XP_039310051.1
OG0003144	XP_026299101.1	XP_011160189.2
OG0003145	XP_395689.6	XP_011166674.1, XP_011166675.1
OG0003146	XP_003249382.1	XP_025987200.1
OG0003147	XP_026297371.1, NP_001242963.1	XP_039310050.1, XP_011162690.1
OG0003148	XP_006558922.1	XP_011164370.1
OG0003149	XP_392117.2	XP_011163201.1
OG0003150	XP_006564861.1	XP_011170885.1
OG0003151	XP_006562180.1	XP_025991582.1
OG0003152	XP_006570109.1	XP_025990112.1, XP_025990120.1
OG0003153	XP_026299925.1	XP_025988729.1
OG0003154	XP_026294700.1	XP_025986269.1
OG0003155	XP_006567971.1	XP_011163493.1
OG0003156	XP_006559974.1	XP_011156868.1
OG0003157	XP_006566884.1	XP_025988931.1
OG0003158	XP_393096.3	XP_039303594.1
OG0003159	XP_026297808.1	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_006565026.1	XP_025991339.1
OG0003161	XP_393064.5, XP_016772735.2, XP_006571932.2	XP_011169462.1
OG0003162	XP_003251824.1	XP_039303750.1
OG0003163	XP_026299245.1, XP_026299255.1	XP_011165318.1
OG0003164	XP_006558773.1	XP_039314407.1
OG0003165	XP_001122586.2	XP_011155987.2
OG0003166	XP_026301310.1	XP_011175449.1
OG0003167	XP_394527.2	XP_011169110.1
OG0003168	XP_006565608.1	XP_039312028.1
OG0003169	XP_394348.5	XP_011160662.1
OG0003170	XP_006570683.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	XP_006558992.2, NP_001091687.1	XP_011164528.2
OG0003172	XP_026295652.1	NP_001291525.1
OG0003173	XP_026298835.1, XP_026298836.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	XP_003249446.3	XP_011162525.2
OG0003175	XP_006572320.1	XP_039315715.1
OG0003176	XP_006560244.2, XP_026300917.1	XP_039312299.1
OG0003177	XP_006561175.2	XP_011162481.2
OG0003178	XP_026299408.1	XP_011168188.1
OG0003179	XP_001119992.2	XP_025992516.1
OG0003180	XP_391930.1	XP_039309736.1
OG0003181	XP_026297058.1, XP_026297057.1	XP_039313158.1
OG0003182	XP_006571440.2	XP_011162549.2
OG0003183	XP_006565321.1	XP_039315523.1
OG0003184	XP_003250192.3	XP_025990824.1
OG0003185	XP_001121574.3	XP_011156771.1
OG0003186	XP_026298753.1	XP_039304399.1
OG0003187	XP_394921.3	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_026299082.1	XP_039304405.1
OG0003189	XP_016771279.2	XP_025993506.2
OG0003190	XP_016766759.2, XP_026295625.1, XP_026295624.1, XP_026295626.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_016766623.2	XP_025994562.1
OG0003192	XP_026302245.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	XP_026299301.1	XP_039304720.1
OG0003194	XP_026299195.1, XP_026299194.1	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	XP_003250286.1	XP_025988560.1
OG0003196	XP_026300722.1	XP_025991436.1
OG0003198	XP_623134.1	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1
OG0003200	XP_026300640.1	XP_025992862.1
OG0003201	XP_006568348.2	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_026302214.1, XP_026302220.1	XP_039307449.1, XP_039307472.1
OG0003203	XP_006567711.2, XP_006567712.2	XP_011160144.1
OG0003204	XP_006570884.1	XP_011165562.1
OG0003205	XP_006558580.1, XP_006558579.1, XP_006558581.1	XP_025994400.1
OG0003206	NP_001011565.1	XP_025990748.1
OG0003207	XP_026298667.1	XP_039306627.1
OG0003208	XP_394354.4	XP_011171188.1
OG0003209	XP_026301508.1	XP_025990091.1
OG0003211	XP_016769312.1, NP_001139208.1	XP_025992823.1
OG0003212	XP_006568229.2	XP_011157792.1
OG0003213	XP_026300577.1	XP_039309200.1
OG0003214	XP_026299491.1	XP_025986314.2
OG0003215	XP_625111.1	XP_011169014.1
OG0003218	XP_006564660.1, XP_016769292.1	XP_011175832.1, XP_039302418.1
OG0003219	XP_393900.2	XP_011155319.2
OG0003220	XP_001121373.1, XP_006570421.1, XP_006570422.1	XP_011168984.1
OG0003221	XP_624230.1	XP_039307175.1
OG0003222	XP_026298035.1	XP_025996380.1, XP_039315210.1
OG0003223	XP_393912.3	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003224	XP_016768770.2	XP_011173211.1
OG0003225	XP_001121088.2	XP_011171210.1
OG0003226	XP_016771842.1, XP_026300734.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_016771802.2	XP_039313451.1, XP_039313456.1
OG0003228	XP_016768764.1	XP_011162242.1
OG0003229	XP_006557746.1, XP_026301708.1	XP_011161673.1
OG0003230	XP_624175.3	XP_011159232.2
OG0003232	XP_026299903.1	XP_011167418.2
OG0003234	XP_026300314.1, NP_001098419.1	XP_039310790.1
OG0003236	XP_016772668.1	XP_025994487.2, XP_011159185.2, XP_011159183.2
OG0003237	XP_006557981.1, XP_016767419.1	XP_039313095.1
OG0003238	XP_026295588.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	XP_016771559.2	XP_025992141.2
OG0003239	XP_016771560.1	XP_025992125.1
OG0003240	XP_393018.4	XP_039305806.1
OG0003241	XP_006568780.2	XP_025995024.2
OG0003242	XP_003250964.2	XP_025986165.1
OG0003243	XP_016769811.1, XP_006562871.1	XP_025990033.2
OG0003244	XP_026297176.1	XP_039302184.1
OG0003245	XP_001120691.3	XP_039312788.1
OG0003246	XP_016772483.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_016771313.1	XP_025986583.1
OG0003248	NP_001035355.1, XP_006567388.1	XP_025991288.1
OG0003249	XP_001121383.2	XP_039314530.1, XP_025996638.1
OG0003250	XP_006558354.1, XP_001120409.1	XP_011161724.2
OG0003251	XP_006568211.1, NP_001011597.1	XP_011158864.1
OG0003252	NP_001011624.1, XP_006566306.1	XP_039312693.1
OG0003253	NP_001071288.1	XP_011168346.1, XP_039314819.1, XP_011159610.1, XP_011160224.1, XP_011160228.1, XP_011160226.1, XP_011160926.1
OG0003254	XP_006566543.1, XP_001121442.1	XP_011174028.2
OG0003255	XP_003249630.1	XP_039308739.1
OG0003256	XP_003250338.1	XP_011176342.1
OG0003257	XP_006570698.2, XP_003251596.2, XP_016773369.2, XP_016773373.2, XP_016773372.2, XP_016773371.2, XP_016773370.2, XP_006570697.2	XP_011156933.1
OG0003258	XP_006564626.1	XP_039303586.1
OG0003259	XP_026298146.1	XP_025988938.1
OG0003262	XP_623227.1	XP_011171067.1
OG0003263	XP_623105.1	XP_011167836.1
OG0003264	XP_006564892.1	XP_025995982.1
OG0003265	XP_001119900.1	XP_039315589.1
OG0003266	XP_392666.3	XP_011173431.1
OG0003267	NP_001128194.1	XP_025996392.1
OG0003268	XP_003250419.1	XP_011164301.1
OG0003269	XP_624567.3	XP_011156398.1
OG0003270	XP_006562425.1	XP_011165014.1
OG0003271	XP_006559713.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_003251150.1	XP_011163847.1
OG0003273	XP_003250454.1	XP_011157132.1
OG0003274	XP_392364.4	XP_011159704.1
OG0003275	XP_397316.1	XP_011164867.1
OG0003277	XP_001122855.3	XP_011169832.1, XP_011169831.1
OG0003279	XP_394665.1	XP_039311013.1
OG0003280	XP_016767570.2	XP_011176183.1, XP_011176184.1
OG0003281	XP_391962.1	XP_025990437.1, XP_025990438.1
OG0003282	XP_393736.3	XP_011157544.2
OG0003284	XP_625152.1, XP_016773031.1	XP_011171593.1
OG0003285	XP_006561192.1	XP_011163555.3
OG0003286	XP_393002.3	XP_011172787.1
OG0003287	XP_001120012.2	XP_011170207.1
OG0003288	XP_395902.2	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	NP_001229926.1	XP_011172029.1
OG0003290	XP_003250408.1	XP_025995658.1
OG0003291	XP_026300391.1	XP_039309531.1
OG0003292	XP_392780.2	XP_011160448.1
OG0003293	XP_624701.1	XP_011170009.2
OG0003294	XP_392655.2	XP_011158205.1
OG0003295	XP_006569591.1	XP_025996047.1
OG0003296	XP_006566259.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_026297150.1, XP_006569636.1, XP_006569635.1	XP_011159799.1
OG0003298	XP_623500.2	XP_011166722.1
OG0003299	XP_006567249.1	XP_011173483.1
OG0003300	XP_016767424.1, XP_006567310.1, XP_006567311.1	XP_025987586.1
OG0003301	XP_026298051.1	XP_011164776.1
OG0003302	XP_026300870.1	XP_011158512.1
OG0003303	XP_026299915.1, NP_001011596.1	XP_011171925.2
OG0003304	XP_395873.4	XP_039311949.1, XP_011168580.2
OG0003305	XP_006564658.1	XP_011175834.3
OG0003306	XP_001122558.1	XP_011172126.1
OG0003307	XP_623120.1	XP_011167011.1
OG0003308	XP_006569991.2	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_006561839.1	XP_011168906.2
OG0003310	XP_026302122.1	XP_011165498.1
OG0003311	XP_001121255.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_026302044.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_006559389.1, XP_003249477.1	XP_011161540.1
OG0003314	XP_003250452.1	XP_011164791.1
OG0003316	XP_624338.2	XP_025993577.1, XP_025993576.1
OG0003317	XP_623999.1	XP_011160844.1
OG0003318	XP_392423.2	XP_011157698.2
OG0003319	XP_006571016.1	XP_011175694.2
OG0003320	XP_392725.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_397424.2	XP_011176131.2
OG0003322	XP_394372.2	XP_011161126.1
OG0003323	XP_393720.4	XP_011161263.2
OG0003324	XP_016767860.1, XP_001121637.3	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_392223.2	XP_011158710.2
OG0003326	XP_006565924.2	XP_039302623.1, XP_011172122.2
OG0003327	XP_006563991.2	XP_011175417.1
OG0003328	XP_016770900.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_003249906.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_016772106.2	XP_011167875.2
OG0003331	XP_006567306.1	XP_011159846.2
OG0003332	XP_003249576.2	XP_039315206.1, XP_011172012.1
OG0003334	XP_395252.2	XP_011169583.1
OG0003335	XP_006565326.1	XP_011157678.1
OG0003336	XP_006559710.1	XP_039303355.1, XP_039303356.1
OG0003337	XP_016769420.1, XP_394832.1	XP_011156887.1
OG0003339	XP_394722.5	XP_025985974.1
OG0003340	XP_393602.4, XP_006563368.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_006567668.1, XP_006567667.1, XP_395429.3	XP_011165296.1
OG0003342	XP_006565668.1	XP_011174123.2
OG0003343	XP_026300189.1	XP_011163557.1
OG0003344	XP_016772466.2	XP_011159547.2
OG0003345	XP_006564452.1, XP_006564451.1, XP_006564450.1, XP_016770529.1	XP_011168568.1
OG0003346	XP_006559430.1	XP_011155405.1, XP_011155404.1
OG0003347	XP_006557395.1	XP_011170910.2
OG0003348	XP_026297410.1	XP_011176150.1
OG0003349	XP_001122836.3	XP_011172402.1, XP_011172401.1
OG0003350	XP_392679.5	XP_011160433.1
OG0003351	XP_026299250.1	XP_011169159.1
OG0003352	XP_006565723.1, XP_016771782.1	XP_011167129.1
OG0003353	XP_026296431.1	XP_011157096.2
OG0003354	XP_026299097.1, XP_026299098.1	XP_011159300.1
OG0003355	XP_006561689.2	XP_011156616.1
OG0003356	XP_006557795.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_396990.3	XP_011159385.1
OG0003358	XP_003249198.1	XP_011170985.1
OG0003359	XP_006568303.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_623979.1	XP_011169214.1
OG0003361	XP_026295237.1, NP_001139207.1	XP_011163184.1
OG0003362	XP_395236.2	XP_011176208.1
OG0003363	XP_623764.2	XP_011171184.1
OG0003364	XP_016769758.1	XP_011171477.2
OG0003365	XP_026295251.1	XP_011155996.2
OG0003366	XP_026298621.1	XP_011166272.1
OG0003367	XP_392838.4	XP_011160030.1
OG0003368	XP_016770571.1	XP_025993586.2
OG0003369	XP_006562213.1	XP_025995082.1
OG0003370	XP_016773550.1	XP_039305562.1
OG0003371	XP_006557879.1	XP_011168317.1
OG0003372	XP_624215.4	XP_011170932.2
OG0003373	XP_026298010.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_006567697.2	XP_011170848.1
OG0003375	XP_001121670.2	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_006569056.2	XP_011158846.1
OG0003377	XP_006566848.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_003249854.1	XP_011158424.1
OG0003379	XP_006559397.2, XP_006559396.2	XP_011164032.1
OG0003380	XP_006569563.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_006568268.2	XP_011170706.1
OG0003382	XP_006557645.1	XP_011170060.1
OG0003383	XP_397129.4	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_624043.2	XP_025993031.2
OG0003385	XP_026300835.1	XP_011167382.1
OG0003387	XP_006569051.1	XP_011158923.1
OG0003388	XP_006559398.1, XP_393319.2	XP_011164028.1
OG0003389	XP_006558979.1	XP_039308685.1
OG0003390	XP_006565318.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_026298451.1	XP_025987860.2
OG0003392	XP_006560707.1	XP_025991945.2
OG0003393	XP_016770793.1	XP_011175706.1
OG0003394	XP_016766931.2	XP_011168554.1
OG0003395	XP_026302288.1	XP_011162479.1
OG0003396	XP_393452.4	XP_011164775.1
OG0003397	XP_006563164.1	XP_039310081.1
OG0003398	XP_006558422.1	XP_039312685.1
OG0003399	XP_624760.2	XP_011172373.2
OG0003400	XP_016766719.1, XP_394432.3	XP_011167556.3
OG0003401	XP_623769.1	XP_011159605.1
OG0003402	XP_006563010.1	XP_011158523.1
OG0003403	XP_623897.1	XP_011173152.1
OG0003404	XP_026295205.1	XP_039315476.1
OG0003405	XP_395638.3	XP_025996980.1
OG0003406	XP_016767278.2	XP_039305644.1, XP_039305639.1
OG0003407	XP_624064.5	XP_011162767.2
OG0003408	XP_026296268.1	XP_025988007.1
OG0003409	XP_624584.4	XP_011168025.1
OG0003410	XP_006561990.1	XP_011169045.1
OG0003411	XP_392830.2	XP_011169030.1
OG0003412	XP_006569601.1	XP_011166294.1
OG0003413	XP_003250740.3	XP_039302638.1
OG0003414	XP_625075.1	XP_011161029.1
OG0003415	XP_026297227.1	XP_011175488.1
OG0003416	XP_393964.2	XP_011166755.1
OG0003417	XP_623301.2	XP_039304476.1, XP_039304478.1
OG0003419	XP_026299401.1, XP_006566662.1, XP_006566661.1, XP_026299402.1	XP_025996837.1
OG0003420	XP_026296989.1	XP_011169674.1
OG0003421	XP_001120720.2	XP_011175711.1
OG0003422	XP_006557288.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_003249761.1	XP_011159326.2
OG0003424	XP_001122976.1	XP_011159090.1
OG0003425	XP_026297070.1, XP_026297078.1	XP_011163075.1
OG0003426	XP_006559668.1	XP_025988070.1, XP_025988071.1
OG0003427	XP_026297050.1	XP_011163689.1
OG0003428	XP_624912.3	XP_011167947.1
OG0003431	XP_393416.2	XP_011172180.1, XP_039303289.1
OG0003432	XP_003250132.2	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_026299558.1	XP_011159440.1
OG0003434	XP_624978.4, XP_006559788.2	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_393349.3	XP_011163900.2
OG0003436	XP_026299381.1	XP_011168469.2
OG0003437	XP_006560095.2	XP_011157667.1
OG0003438	XP_624758.3	XP_011155524.2
OG0003439	XP_006568074.2	XP_025994536.1
OG0003442	XP_397107.5	XP_039312379.1
OG0003443	NP_001193898.1, XP_026295678.1	XP_011165646.1
OG0003444	XP_391986.4	XP_025987672.2
OG0003445	XP_392567.4	XP_039302293.1
OG0003446	XP_003251325.2	XP_011155390.1
OG0003447	XP_003249386.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_016766321.2	XP_011168417.2, XP_039309237.1
OG0003449	XP_026297388.1	XP_011160159.1
OG0003450	XP_396295.4	XP_011155610.2
OG0003451	XP_016766353.1	XP_011172134.1
OG0003452	XP_394773.2	XP_011156026.1
OG0003453	XP_623593.1	XP_039315183.1
OG0003454	XP_623088.2	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_026298031.1	XP_011168917.1
OG0003456	XP_624799.3	XP_011162716.1
OG0003457	XP_001120612.1	XP_011166944.1
OG0003458	XP_026301253.1	XP_025995460.1
OG0003459	XP_001120892.1	XP_011161898.1
OG0003460	XP_396164.7	XP_011162632.1
