Orthogroup	Apis_mellifera	Drosophila_melanogaster
OG0003554	XP_006569773.2	NP_610421.1
OG0003555	XP_392263.1	NP_569948.3
OG0003556	NP_001229505.1, XP_026298415.1	NP_572286.1
OG0003557	XP_001121172.2	NP_652054.1
OG0003560	XP_006562728.3	NP_649937.1
OG0003561	XP_026301754.1	NP_648551.3
OG0003562	XP_006557769.1	NP_726776.1
OG0003563	XP_026298294.1	NP_524340.2
OG0003564	XP_393524.3	NP_001260401.1, NP_609533.1
OG0003565	XP_006568407.1	NP_611962.2
OG0003566	XP_396520.4	NP_610798.1
OG0003567	XP_003251076.1	NP_524351.1
OG0003568	XP_026299671.1	NP_001036444.1
OG0003569	XP_026299489.1	NP_001259065.1
OG0003570	XP_026301738.1, NP_001229508.1	NP_650256.2
OG0003571	XP_016772335.1	NP_609641.1
OG0003572	XP_026301294.1	NP_725534.1
OG0003573	XP_026295782.1	NP_001163746.1
OG0003574	XP_006562002.1	NP_649699.1
OG0003575	XP_003249441.1	NP_001261871.1
OG0003576	XP_393699.3	NP_001162879.1
OG0003577	XP_623216.3	NP_001245936.1
OG0003578	XP_006568862.1, XP_006568863.1	NP_650054.2
OG0003579	NP_001091689.1, XP_006571078.1	NP_733115.1, NP_001285192.1
OG0003580	XP_006568089.1	NP_511143.2
OG0003581	XP_624721.2	NP_001286265.1
OG0003582	XP_026294996.1, XP_026294994.1	NP_569947.2
OG0003583	XP_026295519.1	NP_652189.1
OG0003584	XP_026297931.1	NP_001246145.1
OG0003585	XP_624344.3	NP_733027.2
OG0003586	XP_003249383.1	NP_649134.3
OG0003587	XP_026297815.1	NP_724916.1
OG0003588	XP_026296472.1	NP_001014614.1
OG0003589	XP_026297132.1	NP_996132.1
OG0003591	XP_006562719.1	NP_524597.1
OG0003592	XP_016768190.2	NP_524652.1
OG0003593	XP_392407.6	NP_001286401.1
OG0003596	XP_397270.3	NP_648348.1
OG0003597	XP_026295523.1	NP_001261943.1
OG0003598	XP_016769385.1, XP_392535.3	NP_001247400.1
OG0003599	XP_006561749.1	NP_610813.3
OG0003600	XP_006570985.1	NP_652069.2
OG0003601	XP_395892.2	NP_001247153.1
OG0003602	XP_001120037.2	NP_996141.2
OG0003603	XP_625092.3	NP_524366.1
OG0003604	XP_006565223.1	NP_647677.2
OG0003605	XP_026297691.1	NP_612073.2
OG0003606	XP_026300416.1, XP_026300415.1	NP_524810.2
OG0003607	XP_016770111.1	NP_649008.2
OG0003608	XP_006567242.1	NP_609634.1
OG0003609	XP_003249988.1	NP_608886.1
OG0003610	XP_392779.3	NP_651726.1
OG0003611	XP_026299826.1	NP_523583.2
OG0003612	XP_392056.5	NP_477303.1
OG0003613	XP_394878.2	NP_570069.1
OG0003614	NP_001012980.1	NP_523541.2
OG0003615	XP_394547.4	NP_611687.1
OG0003617	XP_016772434.2	NP_001260440.1
OG0003618	XP_016771087.1	NP_511065.1
OG0003619	XP_026298960.1	NP_523898.1
OG0003620	XP_016767111.1	NP_611053.1
OG0003621	XP_026296342.1, XP_026296341.1, XP_026296340.1	NP_725799.1
OG0003623	XP_016768664.2, XP_016768660.2	NP_001261078.1
OG0003624	XP_026295980.1	NP_001260192.1
OG0003625	XP_026296123.1	NP_732109.2
OG0003626	XP_006563612.1	NP_476722.1
OG0003627	XP_016769285.2	NP_725451.1
OG0003628	XP_006560796.1	NP_001247372.1
OG0003629	XP_393307.3	NP_649520.1
OG0003630	XP_026299330.1, NP_001314887.1	NP_001259267.1
OG0003631	XP_395400.7	NP_611946.2
OG0003632	NP_001014983.1, XP_006561567.2	NP_001014758.2
OG0003633	XP_016767443.2	NP_648604.2
OG0003634	XP_026299689.1	NP_608349.1
OG0003635	XP_006562493.2	NP_608498.3
OG0003636	XP_026300438.1	NP_477119.1
OG0003637	XP_006568274.1	NP_477440.1
OG0003638	XP_016769858.1	NP_649194.1
OG0003639	XP_006566456.1	NP_001262035.1
OG0003640	XP_016770576.1	NP_001097136.2
OG0003641	XP_006564650.1, XP_006564642.1	NP_001247023.2
OG0003642	XP_026297980.1, XP_026297977.1	NP_001247399.1
OG0003643	XP_006558600.1	NP_611345.1
OG0003644	XP_006564948.2	NP_610446.1, NP_610447.2
OG0003645	XP_006560534.1	NP_001014722.1
OG0003646	NP_001073674.1, XP_016766315.1	NP_001285636.1
OG0003647	XP_006558467.1	NP_572814.1, NP_722953.1
OG0003648	XP_026300952.1	NP_649176.1
OG0003649	XP_026299954.1	NP_001096981.2
OG0003650	XP_026295443.1	NP_001260032.1
OG0003653	XP_006571882.3	NP_572704.1
OG0003654	XP_006568995.1, XP_006568993.1, XP_006568992.1	NP_001096928.1
OG0003655	XP_001121032.2	NP_001162707.1, NP_573297.1, NP_001097020.1
OG0003656	XP_026295176.1	NP_609092.1
OG0003657	XP_624703.1	NP_724708.1
OG0003658	XP_624141.3	NP_001262034.1
OG0003661	XP_006561677.1	NP_001285240.1
OG0003663	XP_026297485.1	NP_001261019.1
OG0003665	XP_026297140.1	NP_001261794.1
OG0003666	XP_006564152.1	NP_611750.1
OG0003667	NP_001157187.1	NP_001285128.1
OG0003668	XP_016770465.2, XP_006566579.1	NP_650452.1
OG0003669	XP_393590.2	NP_569851.2
OG0003670	XP_006566552.1	NP_608859.1
OG0003671	XP_006563978.2	NP_610592.1
OG0003672	XP_006564853.1, XP_026296716.1	NP_001287600.1, NP_001287601.1
OG0003673	XP_006559462.1	NP_608377.1
OG0003674	XP_016770777.2	NP_611267.1
OG0003675	XP_624591.1	NP_001284923.1
OG0003676	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1	NP_651213.1
OG0003677	XP_006564807.1	NP_001262249.1
OG0003678	XP_006567812.1, XP_006567813.1, XP_016767872.1	NP_651899.2
OG0003679	XP_006565370.2	NP_001246615.1
OG0003680	XP_006562950.1	NP_001014504.1
OG0003681	XP_006559723.1	NP_001261697.1
OG0003682	XP_006562949.1	NP_001137924.1
OG0003683	XP_001121251.1	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1
OG0003684	XP_001120276.2	NP_001260326.1
OG0003686	XP_006570591.2	NP_572247.2
OG0003687	XP_006570860.1	NP_001286701.1
OG0003689	XP_026299158.1	NP_723220.2
OG0003690	XP_026296602.1	NP_650943.1
OG0003691	XP_016769234.2	NP_647620.1
OG0003692	XP_623409.3	NP_001097079.1
OG0003703	XP_026296711.1, XP_026296710.1	NP_001263091.1
OG0003709	XP_624346.1	NP_001287407.1
OG0003710	XP_026295463.1	NP_476636.1
OG0003711	XP_624913.1	NP_001260887.1
OG0003712	XP_623106.1	NP_001262202.1
OG0003713	XP_006558475.1	NP_477407.1, NP_996415.1
OG0003714	XP_003249456.1	NP_476797.1
OG0003715	XP_016768510.1, XP_006570153.1	NP_001261198.1, NP_001261197.1
OG0003716	XP_016769562.1	NP_001262080.1
OG0003717	XP_016766508.2, XP_026294884.1	NP_001247301.1
OG0003719	XP_006564545.3	NP_647949.1
OG0003720	XP_006560438.1	NP_572259.1, NP_572260.2, NP_572262.1
OG0003721	XP_392857.2	NP_001334713.1, NP_610961.1
OG0003722	XP_624693.1	NP_649059.1
OG0003723	XP_394314.2	NP_648783.4
OG0003724	NP_001011637.1, XP_006559489.1	NP_001033967.1
OG0003726	NP_001229396.1	NP_001287108.1
OG0003727	XP_026295409.1, XP_026295410.1	NP_611407.1
OG0003728	XP_006567959.1	NP_001097742.1
OG0003729	XP_001121882.2	NP_001247264.1, NP_647942.1
OG0003730	XP_624367.3	NP_001189310.1
OG0003731	XP_624918.2	NP_001259630.1
OG0003732	XP_397474.4	NP_001188553.1, NP_001262481.1
OG0003733	XP_026299155.1	NP_731777.1, NP_523840.1
OG0003734	XP_001120069.1	NP_001303480.1, NP_727447.1
OG0003735	XP_006557994.1	NP_651684.1
OG0003736	XP_623376.5	NP_649702.2
OG0003737	XP_623269.1	NP_001261952.1
OG0003738	XP_396810.3	NP_610343.1
OG0003739	XP_006559268.1, XP_026301224.1, XP_026301223.1	NP_001247139.1
OG0003740	XP_624453.1	NP_609492.1
OG0003741	XP_006559044.1	NP_647961.1
OG0003742	XP_623206.1	NP_610417.1
OG0003743	XP_624070.1	NP_001188928.1, NP_001287533.1
OG0003744	XP_623480.1	NP_524719.1
OG0003745	XP_396838.2	NP_001259103.1
OG0003746	XP_006564233.1	NP_649352.1
OG0003747	XP_006562040.1	NP_001260028.1
OG0003748	XP_026299728.1	NP_611632.3
OG0003749	XP_006565109.1	NP_732419.1, NP_609366.2
OG0003750	XP_624253.2	NP_726111.1
OG0003751	NP_001239355.1	NP_731267.1
OG0003752	XP_006572317.1	NP_610168.1, NP_001260612.1
OG0003753	XP_624085.1	NP_572396.1, NP_651724.1, NP_001261261.1
OG0003754	XP_003250813.1	NP_001285266.1, NP_649161.1
OG0003755	XP_026299502.1	NP_001137699.1
OG0003756	XP_001120140.3	NP_650331.1
OG0003757	NP_001161808.1	NP_511045.1
OG0003758	XP_395052.1	NP_650784.3
OG0003759	XP_006565346.1, XP_393244.1	NP_001246908.1
OG0003760	XP_003251153.1	NP_609878.1, NP_001259750.1
OG0003761	XP_392902.1	NP_001188681.1
OG0003762	XP_392658.2	NP_650214.1
OG0003763	XP_006563595.1	NP_001287349.1
OG0003764	XP_006562281.1	NP_649241.1
OG0003765	XP_395092.2	NP_001284709.1
OG0003766	XP_016766389.1	NP_523407.1
OG0003767	XP_624256.1	NP_001033885.1
OG0003768	XP_006569916.1	NP_608575.1
OG0003769	XP_026299073.1, XP_026299075.1	NP_608619.1
OG0003770	XP_006569545.1	NP_001285352.1
OG0003771	XP_026298499.1	NP_651296.1
OG0003772	XP_003250682.1	NP_609822.1, NP_650473.1
OG0003773	XP_026296549.1	NP_001259808.1
OG0003774	XP_026300576.1	NP_569980.1
OG0003775	XP_001120217.1	NP_648527.1
OG0003776	XP_006570251.1	NP_649048.1
OG0003777	XP_026298741.1	NP_001260520.2
OG0003778	XP_003251640.1	NP_788548.1
OG0003779	NP_001193395.1	NP_609918.1
OG0003780	XP_393603.1	NP_611446.3, NP_647716.1
OG0003781	XP_026295502.1, NP_001171518.1	NP_001261879.1
OG0003782	XP_001120056.1	NP_649399.1, NP_001284805.1
OG0003783	XP_001119829.1	NP_001262846.1
OG0003784	XP_003249472.1	NP_733061.1
OG0003785	NP_001129207.1	NP_610974.1, NP_001285320.1
OG0003786	XP_395779.3, XP_026298542.1	NP_001097074.1
OG0003787	XP_026298623.1	NP_648037.1
OG0003788	XP_026301507.1	NP_511106.1
OG0003789	XP_003249557.1	NP_732338.1
OG0003790	XP_624364.1	NP_001262023.1
OG0003791	XP_026297172.1	NP_001246448.1
OG0003792	XP_006570971.2	NP_001188815.1
OG0003793	XP_003251623.1	NP_650317.3
OG0003794	XP_623753.4	NP_001285058.1
OG0003795	XP_001122452.2	NP_524134.1
OG0003796	XP_016769254.1	NP_001285371.1
OG0003797	XP_026296665.1	NP_651340.1
OG0003798	NP_001155181.1	NP_001188780.1
OG0003799	XP_006564028.1	NP_610451.1
OG0003800	XP_006563123.1	NP_651825.4, NP_610916.1
OG0003801	XP_016771069.1	NP_572526.1
OG0003802	XP_393179.1	NP_001262901.1, NP_611191.1
OG0003803	XP_001123127.4	NP_648168.1
OG0003804	XP_006563301.1	NP_648144.3
OG0003805	XP_623721.3	NP_649541.1
OG0003806	XP_001121781.3	NP_524537.1
OG0003807	XP_397043.2	NP_001286908.1
OG0003808	XP_397281.4	NP_001259814.1
OG0003809	XP_392238.1	NP_001286673.1
OG0003810	XP_395930.3	NP_001260063.1
OG0003811	XP_394964.5	NP_649212.2
OG0003812	XP_006557910.2, XP_026300470.1	NP_001162723.1
OG0003813	XP_001119919.1	NP_525073.1
OG0003814	XP_006565648.2, NP_001242961.1	NP_001261853.1
OG0003815	XP_006570358.1	NP_649455.1
OG0003817	XP_026299800.1	NP_001350858.1
OG0003818	XP_006561461.1	NP_650328.1
OG0003819	XP_016772254.2	NP_001263095.1
OG0003820	XP_026299805.1	NP_001036422.1
OG0003821	XP_026300350.1	NP_609946.1
OG0003822	XP_016768644.1	NP_001036633.2
OG0003824	XP_016772970.1	NP_652145.1
OG0003825	XP_006559218.1	NP_001262701.1
OG0003826	XP_624040.4	NP_001247206.1
OG0003827	XP_006571572.1, XP_016769063.1	NP_611986.2
OG0003828	XP_624638.4	NP_001261195.1
OG0003829	XP_395153.3	NP_001245409.1
OG0003830	XP_026296931.1	NP_001245983.1, NP_723670.2
OG0003831	XP_397232.1	NP_001260897.1
OG0003832	XP_006561360.2	NP_001137905.1, NP_001261534.1
OG0003833	XP_625020.3	NP_511048.2
OG0003834	XP_006568516.1	NP_001260368.1
OG0003835	XP_001120329.1	NP_001262920.1
OG0003836	XP_026297908.1, XP_026297907.1	NP_001260135.1
OG0003837	XP_006560660.1, XP_026296193.1	NP_610913.1
OG0003838	XP_026295517.1, XP_001120196.2, XP_016766654.1	NP_610522.1
OG0003839	XP_006564577.2	NP_001262031.1
OG0003840	XP_003251246.1	NP_650660.2
OG0003841	XP_394330.4	NP_570012.1
OG0003842	XP_026299981.1, XP_026299982.1	NP_573371.1
OG0003843	XP_393949.2	NP_001261596.1
OG0003844	XP_003249738.1	NP_476904.1
OG0003845	XP_623484.1	NP_610201.1
OG0003846	XP_624950.1	NP_001163433.1
OG0003847	XP_026297458.1	NP_732393.1
OG0003848	XP_624984.1	NP_001247237.1
OG0003849	XP_391949.4	NP_610044.2
OG0003850	XP_006566172.1	NP_609358.1
OG0003851	XP_016771349.1, XP_001121248.1	NP_001259490.1
OG0003852	XP_395353.1	NP_001259707.1
OG0003853	XP_393926.4	NP_609495.1
OG0003854	XP_016770906.1	NP_608657.1
OG0003855	XP_003249923.1	NP_001260765.1
OG0003856	XP_624537.1	NP_647660.1
OG0003857	XP_001121946.2	NP_788641.1
OG0003859	XP_395938.2	NP_611549.2
OG0003860	XP_006568215.3	NP_612094.2
OG0003861	XP_394767.3	NP_001259663.1
OG0003862	XP_395132.2, XP_006570001.1	NP_001286393.1
OG0003863	XP_006572417.1	NP_569972.1
OG0003864	XP_394619.1	NP_650951.1, NP_650952.2, NP_001260990.1
OG0003866	XP_623300.2	NP_001261542.1
OG0003867	XP_394616.1	NP_609864.1, NP_573096.1
OG0003868	XP_026299091.1	NP_610357.1
OG0003869	XP_006559928.1	NP_788357.1
OG0003870	XP_392194.2	NP_001368936.1
OG0003871	XP_016772927.1	NP_611535.1
OG0003872	XP_623706.1	NP_610876.1
OG0003873	XP_016771656.2, XP_006571593.2	NP_001334735.1
OG0003874	XP_624826.3	NP_001163577.1
OG0003875	XP_006559886.1	NP_572532.1
OG0003876	XP_026297224.1	NP_001259823.1
OG0003877	XP_393936.4	NP_001285642.1
OG0003878	XP_006566652.1	NP_001097890.1
OG0003879	XP_394976.4	NP_647918.2
OG0003880	XP_006566840.1	NP_572535.1
OG0003881	XP_016767737.2	NP_001260585.1
OG0003882	XP_026295283.1	NP_001162627.1
OG0003883	XP_394752.3	NP_573251.1
OG0003884	XP_026296821.1	NP_572907.1
OG0003886	XP_006571389.1	NP_724244.1
OG0003887	XP_026295657.1	NP_476982.1
OG0003888	NP_001013379.1	NP_523797.1, NP_476814.1
OG0003889	XP_392296.4	NP_610732.1
OG0003890	XP_624608.3	NP_649876.1
OG0003891	XP_001120689.2	NP_001263108.1
OG0003892	XP_395757.3	NP_001262069.1
OG0003893	XP_393850.2	NP_647757.2, NP_001259177.1
OG0003894	XP_016772854.2	NP_001246498.1
OG0003895	XP_006561304.2	NP_001259484.1
OG0003896	XP_623816.1	NP_608837.2
OG0003897	XP_624279.3	NP_001261947.1
OG0003898	NP_001229364.1, XP_006571766.1	NP_647707.1
OG0003899	XP_391994.1	NP_001097186.2, NP_650042.2
OG0003900	XP_625095.1	NP_651578.1
OG0003901	XP_001122939.2	NP_572401.2
OG0003902	XP_026300039.1	NP_001246118.1
OG0003903	XP_016772804.1, XP_006572010.1	NP_001261922.1
OG0003904	XP_623919.1	NP_001262697.1
OG0003905	XP_623724.3	NP_729888.1
OG0003906	XP_026295801.1	NP_001259961.1, NP_611200.2
OG0003907	XP_026299247.1	NP_569906.1
OG0003908	XP_623366.2	NP_001260726.1
OG0003909	XP_001121788.2	NP_001247006.1
OG0003910	XP_397392.5	NP_001246673.1
OG0003911	XP_006565670.1	NP_001261606.1
OG0003912	XP_016769191.1, XP_006564718.1	NP_001097238.1
OG0003913	XP_006566101.1	NP_648549.1
OG0003914	XP_396724.2	NP_001356926.1
OG0003915	XP_006568346.2	NP_001286055.1
OG0003916	XP_396999.5, XP_006571077.2	NP_611032.2
OG0003917	XP_006561985.2	NP_524287.1
OG0003918	XP_623795.2	NP_524099.2
OG0003919	XP_392644.3	NP_001188671.1
OG0003920	XP_026297002.1	NP_001287306.1
OG0003921	XP_006567209.1	NP_001356957.1
OG0003922	XP_001120842.5	NP_609238.1
OG0003923	XP_006569041.1	NP_001263054.1
OG0003924	XP_003251071.2	NP_001245549.1
OG0003925	XP_006557271.1, XP_392926.1	NP_573225.1
OG0003926	XP_001120669.2	NP_723576.1
OG0003927	XP_026300356.1, XP_395996.1	NP_649067.2
OG0003928	XP_623864.3	NP_611175.1
OG0003929	XP_006571697.2	NP_001261060.1
OG0003931	XP_006565397.1	NP_524417.1, NP_651961.1
OG0003932	XP_003251065.2	NP_001036655.1
OG0003933	XP_625023.1	NP_477445.1
OG0003934	XP_395260.2	NP_648581.1
OG0003935	XP_623050.1	NP_001287055.1
OG0003936	NP_001011575.1, XP_026296304.1	NP_524483.1
OG0003937	XP_026302113.1	NP_611251.2
OG0003938	XP_016772502.2	NP_001262741.1
OG0003939	XP_026296207.1, XP_624867.2	NP_001259461.1
OG0003940	XP_016772141.2, XP_003249733.2	NP_650512.1
OG0003941	XP_001122466.1	NP_001259608.1
OG0003943	XP_396003.4	NP_649905.1
OG0003944	XP_001122977.1	NP_001261149.1
OG0003945	XP_026299501.1	NP_608585.1
OG0003946	XP_396925.4	NP_647768.3
OG0003947	XP_006569738.2	NP_651180.3
OG0003948	NP_001153520.1	NP_001286414.1
OG0003950	XP_006563707.1	NP_731494.1, NP_731495.1
OG0003951	XP_026298008.1	NP_996299.1
OG0003952	XP_006564407.1	NP_649594.1
OG0003953	XP_395069.2	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_623055.1	NP_611769.2, NP_001245708.1
OG0003955	XP_026300272.1	NP_001247152.1
OG0003956	XP_623316.3	NP_477397.1
OG0003957	XP_391960.2	NP_001261167.1
OG0003958	XP_003250270.2	NP_477224.1
OG0003959	XP_026299487.1	NP_001261183.1
OG0003960	XP_026296448.1	NP_001097394.1
OG0003961	XP_026298140.1	NP_610107.1
OG0003962	XP_006568235.1	NP_523811.1
OG0003963	XP_393688.2	NP_611832.1
OG0003964	XP_026298966.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_016773035.2	NP_648590.1
OG0003966	XP_624988.3	NP_001286169.1
OG0003967	XP_394614.1	NP_649099.1
OG0003968	XP_395839.1	NP_610398.1
OG0003969	XP_393560.4	NP_569880.1
OG0003970	XP_026296881.1	NP_001262490.1, NP_731657.2
OG0003971	XP_003249677.2	NP_001285692.1
OG0003972	XP_006562207.1	NP_611539.1
OG0003973	XP_006559685.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_003250386.3	NP_651278.2
OG0003975	XP_392161.2	NP_649552.1
OG0003976	XP_624702.2	NP_001246589.1
OG0003977	XP_001121344.2	NP_570081.2
OG0003978	XP_392894.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_395117.4	NP_611690.2
OG0003980	XP_006570470.2	NP_572722.2
OG0003981	XP_016772168.2	NP_610429.2
OG0003982	XP_393800.5	NP_609079.2
OG0003983	XP_016768590.1	NP_001137958.1
OG0003984	XP_003249151.1	NP_611900.1
OG0003985	XP_392051.1	NP_572747.1
OG0003986	XP_016769188.1	NP_511064.2
OG0003987	XP_016771049.1	NP_001286391.1
OG0003988	XP_026296755.1	NP_001163748.1
OG0003989	XP_006568106.1	NP_001163103.1
OG0003990	XP_006565999.1	NP_524448.3
OG0003991	XP_016770501.2	NP_524623.2
OG0003992	XP_624277.2	NP_573116.2
OG0003993	XP_006564083.2, XP_006564081.2, XP_026299691.1, XP_006564084.2	NP_001287552.1
OG0003994	XP_026296912.1	NP_001286707.1
OG0003995	XP_001120885.2	NP_001284866.1
OG0003996	XP_392378.2	NP_001259362.1, NP_650489.1
OG0003997	XP_026302088.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_026299563.1	NP_001162829.1
OG0003999	XP_001122002.2	NP_523723.1
OG0004000	XP_625125.2	NP_001246063.1
OG0004002	XP_026299236.1	NP_001303384.1
OG0004003	NP_001155985.1, XP_026295122.1	NP_001162933.1
OG0004004	XP_016773628.1	NP_609954.1, NP_001286084.1
OG0004006	XP_026300561.1	NP_724569.1
OG0004008	XP_006561936.1	NP_001097360.1
OG0004009	XP_006561064.1	NP_731065.1
OG0004010	XP_394099.4	NP_572391.1
OG0004011	NP_001239359.1	NP_001260641.1
OG0004012	XP_026301955.1, XP_026301956.1, XP_026301957.1	NP_001096948.2
OG0004014	XP_026300083.1	NP_572951.1
OG0004015	XP_026294852.1	NP_001138211.1
OG0004016	XP_026299442.1	NP_001189283.1
OG0004017	XP_006560052.1, XP_006560054.1, XP_006560053.1	NP_001286893.1
OG0004018	XP_026299400.1	NP_728546.1
OG0004020	XP_006561836.1	NP_001287463.1
OG0004021	XP_026298233.1, XP_026298224.1	NP_001259691.1
OG0004022	XP_001121865.1	NP_001285276.1
OG0004023	XP_016771930.2	NP_001285665.1
OG0004024	XP_006568419.2, XP_026297399.1	NP_001263051.1
OG0004026	XP_001120982.2	NP_524473.2
OG0004027	XP_396627.4	NP_648926.3
OG0004030	XP_625113.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_003250780.1	NP_524815.1
OG0004033	XP_016766928.1	NP_477436.1
OG0004034	XP_006565024.2	NP_609890.2
OG0004035	XP_006564745.1	NP_001285328.1
OG0004036	XP_623133.4	NP_649324.1
OG0004037	XP_026301836.1	NP_001262772.1
OG0004038	XP_003250346.1	NP_001245836.1
OG0004041	XP_006565007.3	NP_647718.1
OG0004042	XP_393035.1	NP_523917.2
OG0004043	XP_006557366.1	NP_001259062.1
OG0004044	XP_006560665.1	NP_572373.1
OG0004045	XP_006560704.2, XP_016772223.2	NP_523806.2, NP_524607.1
OG0004046	XP_006565404.1	NP_001189212.1
OG0004047	XP_006565410.2	NP_649701.2
OG0004048	XP_006562470.1, XP_026299647.1	NP_001097680.1
OG0004049	XP_026295466.1	NP_610466.2
OG0004050	XP_026296786.1	NP_573088.1
OG0004051	XP_001120355.1	NP_573193.1, NP_650498.3
OG0004052	XP_006563534.2	NP_001262451.1
OG0004053	XP_016766437.1, XP_006561244.1	NP_001260958.1
OG0004054	XP_003251511.1	NP_001260969.1
OG0004055	XP_006564535.2	NP_649411.1
OG0004056	XP_001122081.1	NP_001259979.1
OG0004058	XP_397399.2	NP_477114.1
OG0004059	XP_623299.3	NP_001261609.1
OG0004060	XP_006564797.1	NP_476576.1
OG0004061	XP_016771427.1	NP_001285590.1
OG0004063	XP_026295125.1, NP_001229503.1	NP_001162975.1
OG0004064	XP_001122669.2	NP_001259152.1
OG0004065	XP_396552.3	NP_001286823.1, NP_001259234.1
OG0004066	XP_001122399.1, XP_026300527.1	NP_573146.1
OG0004067	XP_026295898.1	NP_001261227.1
OG0004068	NP_001128420.1	NP_725626.1, NP_476863.1
OG0004069	XP_623903.2, XP_026301502.1	NP_001368995.1
OG0004070	XP_026294980.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_001121913.2	NP_996010.2
OG0004072	XP_393997.1	NP_572759.1
OG0004073	XP_026295930.1	NP_648318.2
OG0004074	XP_623605.2	NP_001286846.1
OG0004075	XP_016771510.2	NP_788639.1
OG0004076	XP_395025.2	NP_608550.1
OG0004077	XP_026301405.1	NP_650693.1
OG0004078	NP_001172008.1	NP_649890.1
OG0004079	XP_006559680.1	NP_001137777.1
OG0004080	XP_026294784.1	NP_523890.2
OG0004081	XP_006566575.1	NP_001188938.1
OG0004082	XP_393406.4, XP_006560861.1	NP_001260586.1
OG0004083	XP_016769908.2	NP_569978.1
OG0004084	XP_006558355.1	NP_001163332.2
OG0004085	XP_026299277.1	NP_001246647.1
OG0004086	NP_001011585.1, XP_026301045.1	NP_001138108.1
OG0004087	XP_026296624.1, XP_026296623.1	NP_001259779.1
OG0004088	XP_006569286.1	NP_723510.1
OG0004089	XP_016771325.1	NP_001260005.1
OG0004090	XP_026299087.1, XP_026299085.1	NP_609643.2
OG0004091	XP_395605.3	NP_609204.2
OG0004092	XP_006563064.1, XP_624869.1	NP_001285421.1
OG0004093	XP_006570508.1, XP_006570507.1	NP_001259507.1
OG0004094	XP_394204.2, XP_006568702.1	NP_511152.2
OG0004095	XP_624643.2	NP_477374.1
OG0004096	XP_006565907.2	NP_725637.1
OG0004097	XP_026299393.1, XP_001122415.1	NP_001286067.1
OG0004098	XP_006567329.1	NP_726437.2
OG0004099	XP_392635.4	NP_650205.1
OG0004100	XP_391907.1	NP_609183.1
OG0004101	XP_016769558.1	NP_723188.1
OG0004102	XP_001120785.2	NP_001262443.1
OG0004103	XP_026298204.1	NP_001027038.3
OG0004105	XP_392103.2	NP_001260476.1
OG0004106	XP_026296135.1	NP_649461.2
OG0004107	XP_006571445.1	NP_647638.1
OG0004109	NP_001314885.1, XP_006570920.1	NP_523920.1
OG0004110	XP_026296625.1, XP_016767744.1	NP_611023.1
OG0004111	XP_026297201.1	NP_523982.2
OG0004112	XP_006570948.1	NP_608410.2
OG0004113	XP_006568820.1, XP_396656.1	NP_524712.1
OG0004114	XP_001122985.1	NP_476905.1
OG0004116	XP_026301749.1	NP_651973.4
OG0004117	XP_026297297.1	NP_648367.1
OG0004119	XP_016768569.2	NP_651939.4
OG0004120	XP_393310.1	NP_001263153.1
OG0004121	XP_016769825.1	NP_523790.1
OG0004122	XP_026295564.1, XP_026295562.1	NP_648520.1
OG0004123	XP_006570903.2	NP_001260855.1
OG0004124	XP_026302069.1	NP_523879.2, NP_728565.1
OG0004125	XP_006558111.1	NP_573215.1
OG0004126	XP_026300830.1	NP_001260594.1
OG0004128	XP_006572054.1	NP_001286068.1
OG0004129	XP_006564578.2	NP_001245829.1
OG0004130	XP_006571760.3	NP_001245938.1
OG0004131	XP_006561919.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_006567775.1	NP_001285233.1
OG0004133	XP_397109.3, XP_006566358.1	NP_001259348.1
OG0004137	XP_625230.3	NP_610611.1
OG0004138	XP_006568623.1	NP_001027221.1
OG0004139	XP_006563114.2	NP_001262795.1
OG0004140	XP_006570675.1, XP_003251593.1	NP_476985.1
OG0004141	XP_395096.4	NP_524372.1, NP_525036.2
OG0004142	NP_001314880.1, XP_026302136.1	NP_723952.2
OG0004143	XP_026299156.1	NP_523942.2
OG0004144	XP_625031.3	NP_001259820.1
OG0004145	XP_006567879.1	NP_001097306.2
OG0004146	NP_001314892.1, XP_026298872.1	NP_648847.3
OG0004147	XP_006571749.1	NP_001014556.1
OG0004148	XP_026299383.1	NP_001245598.1
OG0004149	XP_003250476.1	NP_572236.3
OG0004150	XP_003250308.1	NP_649909.1
OG0004151	XP_016769727.2	NP_648032.1
OG0004153	XP_016767832.1	NP_001036757.1
OG0004155	XP_016767546.1, NP_001116485.2	NP_524453.1
OG0004157	XP_026295560.1, XP_026295561.1	NP_610845.1
OG0004159	XP_006567446.1	NP_609541.1
OG0004160	XP_016770007.2	NP_610297.2
OG0004161	XP_003251033.1	NP_610792.2
OG0004162	XP_026298929.1	NP_001097114.2
