Orthogroup	Apis_mellifera	Anopheles_gambiae
OG0003370	XP_016773550.1	XP_311530.4
OG0003371	XP_006557879.1	XP_321691.5, XP_003435832.1
OG0003372	XP_624215.4	XP_317806.4
OG0003373	XP_026298010.1	XP_311969.5
OG0003374	XP_006567697.2	XP_003436801.1, XP_313675.5
OG0003375	XP_001121670.2	XP_001237161.2
OG0003376	XP_006569056.2	XP_321875.3
OG0003377	XP_006566848.1	XP_307961.5
OG0003378	XP_003249854.1	XP_563746.4, XP_003436124.1
OG0003379	XP_006559397.2, XP_006559396.2	XP_552892.3
OG0003380	XP_006569563.1	XP_321784.3
OG0003382	XP_006557645.1	XP_564289.3
OG0003383	XP_397129.4	XP_315952.3
OG0003384	XP_624043.2	XP_553424.2, XP_318581.1
OG0003385	XP_026300835.1	XP_314634.4
OG0003386	XP_006564973.1, XP_016771508.1	XP_319747.4, XP_319748.4
OG0003387	XP_006569051.1	XP_319398.3
OG0003388	XP_006559398.1, XP_393319.2	XP_317696.4
OG0003389	XP_006558979.1	XP_315821.2, XP_312174.4
OG0003390	XP_006565318.1	XP_024667087.1, XP_314897.4
OG0003392	XP_006560707.1	XP_312997.5
OG0003393	XP_016770793.1	XP_319666.2
OG0003394	XP_016766931.2	XP_312870.1
OG0003395	XP_026302288.1	XP_319244.3
OG0003396	XP_393452.4	XP_563533.3
OG0003397	XP_006563164.1	XP_310658.4
OG0003399	XP_624760.2	XP_557716.2, XP_314679.4
OG0003400	XP_016766719.1, XP_394432.3	XP_315928.3
OG0003401	XP_623769.1	XP_321165.5
OG0003402	XP_006563010.1	XP_311544.3
OG0003403	XP_623897.1	XP_311141.5
OG0003404	XP_026295205.1	XP_001689173.1
OG0003405	XP_395638.3	XP_317815.4
OG0003406	XP_016767278.2	XP_562353.4
OG0003407	XP_624064.5	XP_313762.5
OG0003408	XP_026296268.1	XP_310525.5, XP_001688291.2
OG0003409	XP_624584.4	XP_310125.4
OG0003410	XP_006561990.1	XP_319290.3
OG0003411	XP_392830.2	XP_565108.3
OG0003412	XP_006569601.1	XP_003436241.1
OG0003413	XP_003250740.3	XP_001237047.2
OG0003414	XP_625075.1	XP_320309.4
OG0003416	XP_393964.2	XP_314563.4
OG0003417	XP_623301.2	XP_318119.3
OG0003419	XP_026299401.1, XP_006566662.1, XP_006566661.1, XP_026299402.1	XP_321964.4
OG0003420	XP_026296989.1	XP_312410.3
OG0003421	XP_001120720.2	XP_316663.4
OG0003422	XP_006557288.1	XP_320576.3, XP_001238263.2
OG0003423	XP_003249761.1	XP_308518.4
OG0003424	XP_001122976.1	XP_310372.3
OG0003425	XP_026297070.1, XP_026297078.1	XP_312411.4
OG0003426	XP_006559668.1	XP_307932.5
OG0003427	XP_026297050.1	XP_311930.4
OG0003428	XP_624912.3	XP_309328.3
OG0003429	XP_006559574.1	XP_564510.2, XP_308161.4
OG0003430	XP_026297373.1, XP_026297379.1	XP_309319.4
OG0003431	XP_393416.2	XP_322064.4
OG0003432	XP_003250132.2	XP_308098.4
OG0003433	XP_026299558.1	XP_001230474.2, XP_319216.4
OG0003435	XP_393349.3	XP_315335.4
OG0003436	XP_026299381.1	XP_311022.5
OG0003437	XP_006560095.2	XP_318197.4
OG0003438	XP_624758.3	XP_311140.4
OG0003439	XP_006568074.2	XP_313565.4
OG0003441	XP_006569552.2	XP_558128.3
OG0003442	XP_397107.5	XP_309769.4
OG0003444	XP_391986.4	XP_319704.4
OG0003445	XP_392567.4	XP_318322.5
OG0003446	XP_003251325.2	XP_001688970.1
OG0003447	XP_003249386.1	XP_312147.2
OG0003448	XP_016766321.2	XP_314324.4
OG0003449	XP_026297388.1	XP_308386.4, XP_001687912.1
OG0003450	XP_396295.4	XP_003436452.1, XP_314250.3
OG0003451	XP_016766353.1	XP_003436706.1, XP_003436705.1, XP_309626.4
OG0003452	XP_394773.2	XP_312883.4
OG0003453	XP_623593.1	XP_321941.1
OG0003454	XP_623088.2	XP_309748.2
OG0003455	XP_026298031.1	XP_311362.3
OG0003456	XP_624799.3	XP_315565.3
OG0003457	XP_001120612.1	XP_310262.5
OG0003458	XP_026301253.1	XP_312562.2
OG0003460	XP_396164.7	XP_312517.5
OG0003462	XP_026299471.1	XP_001237307.3
OG0003463	XP_391829.3	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1
OG0003464	XP_623282.2	XP_564835.2, XP_001687942.1, XP_001687943.1
OG0003465	XP_006557764.1	XP_309088.3
OG0003466	XP_393480.5	XP_318583.4
OG0003467	XP_625110.4	XP_310425.3
OG0003468	XP_026300247.1	XP_559078.3
OG0003471	XP_392585.4	XP_310537.4
OG0003472	XP_006559764.1	XP_320187.4
OG0003473	XP_016770365.1	XP_003436944.1, XP_003436943.1, XP_310894.3
OG0003474	XP_624906.2	XP_311945.4
OG0003475	XP_623321.1	XP_309774.1, XP_313699.3
OG0003476	XP_026301165.1, XP_026301166.1, XP_016772209.2	XP_318503.4
OG0003477	XP_393723.2	XP_311197.3
OG0003478	XP_396785.4	XP_309517.4
OG0003479	NP_001011605.1	XP_001688790.1, XP_556823.3
OG0003480	XP_001122793.3	XP_319052.4
OG0003481	XP_001120972.2	XP_315378.2
OG0003482	XP_006562508.2	XP_320641.4
OG0003483	XP_006564273.1	XP_313029.4
OG0003484	XP_006564183.2	XP_003436225.1, XP_312198.5
OG0003485	XP_624563.2, XP_006571956.1	XP_309073.4
OG0003486	XP_026294823.1, XP_026294822.1	XP_308636.2
OG0003487	XP_394742.1	XP_310540.4
OG0003488	XP_392396.3	XP_320250.2
OG0003489	XP_001122067.3	XP_308845.4, XP_308847.4, XP_308846.4
OG0003490	XP_624417.1	XP_562476.3
OG0003491	XP_026297743.1, XP_396869.4	XP_001237042.2
OG0003493	XP_016770734.1	XP_320679.4
OG0003494	XP_393769.3	XP_307158.4, XP_313252.5
OG0003495	XP_016772029.1	XP_313693.4
OG0003496	NP_001314895.1	XP_001237693.2
OG0003497	XP_026298659.1	XP_314491.4
OG0003498	XP_026298566.1	XP_311461.2
OG0003499	XP_003249448.2	XP_562878.4, XP_003436398.1, XP_001687785.1
OG0003500	XP_003250388.1, XP_001120796.1	XP_314038.3
OG0003501	XP_395711.5, XP_006559706.2	XP_320714.4
OG0003502	XP_003251227.1	XP_321885.2
OG0003503	XP_026295149.1, XP_026295150.1, XP_006559778.1	XP_311469.2
OG0003504	XP_001120503.2, XP_026296684.1	XP_310766.5
OG0003506	XP_001121217.1, XP_006564784.1, XP_026302235.1	XP_001689027.1
OG0003507	NP_001239357.1, XP_006557599.1	XP_001238161.2
OG0003508	XP_393823.1	XP_311745.5
OG0003509	XP_026302272.1, XP_026302271.1	XP_319358.4
OG0003510	XP_016771951.1, XP_026300254.1	XP_308385.3
OG0003511	XP_026297790.1	XP_307786.5
OG0003512	XP_006572303.1	XP_321806.4
OG0003513	XP_026298952.1	XP_315976.4, XP_001688759.1
OG0003514	XP_026297433.1	XP_319913.2
OG0003515	XP_026296550.1	XP_312912.4, XP_003436419.1
OG0003517	XP_016770755.1	XP_003437144.1, XP_309129.3
OG0003518	XP_016770683.1	XP_313155.3
OG0003519	XP_016769119.1	XP_320238.3
OG0003520	XP_006558164.2	XP_309330.4
OG0003521	XP_006558229.1	XP_563719.3
OG0003523	XP_026297026.1	XP_001238576.3
OG0003524	XP_026298075.1	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1
OG0003525	XP_006571000.1, XP_006571001.1	XP_308856.3
OG0003526	XP_001120160.2	XP_311682.5
OG0003527	XP_624136.4	XP_315176.5
OG0003529	XP_625180.1	XP_001689044.1
OG0003530	XP_001121740.1	XP_312550.4
OG0003531	XP_006560385.1, XP_003249680.1	XP_308708.3
OG0003532	XP_016771007.1, XP_006566912.2	XP_310402.4
OG0003533	XP_006561980.2	XP_318087.2
OG0003534	XP_026301259.1	XP_309452.4
OG0003535	XP_026302130.1	XP_321605.3
OG0003536	XP_392512.3	XP_310984.4
OG0003538	XP_624036.2	XP_309785.4
OG0003539	XP_001121879.1	XP_317509.1
OG0003540	XP_006557391.2, XP_026295903.1	XP_001230805.1
OG0003541	XP_016770422.1	XP_001231185.2, XP_322031.4
OG0003542	XP_006567287.1	XP_319866.3
OG0003543	XP_006568885.3	XP_310644.5
OG0003544	XP_624019.1	XP_314872.1
OG0003545	XP_001119912.1	XP_311200.5
OG0003546	NP_001314878.1	XP_312093.1
OG0003547	XP_016766274.1	XP_001688509.1
OG0003548	XP_016768400.1, XP_016768399.1	XP_001688356.2
OG0003549	XP_624768.1	XP_311520.4
OG0003550	XP_625220.1	XP_319614.4
OG0003551	XP_006557614.1	XP_316718.4, XP_001688953.1
OG0003552	XP_006557684.2	XP_313737.5, XP_313738.5
OG0003553	XP_006560166.1	XP_316537.2
OG0003554	XP_006569773.2	XP_311415.4
OG0003555	XP_392263.1	XP_309758.4
OG0003556	NP_001229505.1, XP_026298415.1	XP_310923.4, XP_310922.4
OG0003557	XP_001121172.2	XP_311985.4
OG0003558	XP_016770574.1	XP_314485.3
OG0003559	XP_006559979.1	XP_003435902.1
OG0003560	XP_006562728.3	XP_313036.4
OG0003561	XP_026301754.1	XP_307342.3, XP_308525.2
OG0003563	XP_026298294.1	XP_319213.4, XP_311311.5
OG0003564	XP_393524.3	XP_319845.3
OG0003565	XP_006568407.1	XP_319973.4
OG0003566	XP_396520.4	XP_308378.4
OG0003567	XP_003251076.1	XP_312637.2
OG0003568	XP_026299671.1	XP_309374.4
OG0003569	XP_026299489.1	XP_001237363.3, XP_003436903.1
OG0003570	XP_026301738.1, NP_001229508.1	XP_309978.4, XP_307032.4
OG0003571	XP_016772335.1	XP_311699.2
OG0003572	XP_026301294.1	XP_313023.4
OG0003573	XP_026295782.1	XP_311104.5
OG0003574	XP_006562002.1	XP_322008.3
OG0003575	XP_003249441.1	XP_312432.3
OG0003576	XP_393699.3	XP_319369.4
OG0003577	XP_623216.3	XP_557912.3
OG0003578	XP_006568862.1, XP_006568863.1	XP_315000.4
OG0003579	NP_001091689.1, XP_006571078.1	XP_321252.4, XP_003435950.1
OG0003580	XP_006568089.1	XP_309104.5, XP_315349.3
OG0003581	XP_624721.2	XP_308306.4
OG0003583	XP_026295519.1	XP_320622.4
OG0003584	XP_026297931.1	XP_311553.4
OG0003585	XP_624344.3	XP_313499.5
OG0003586	XP_003249383.1	XP_317995.1, XP_306327.2
OG0003587	XP_026297815.1	XP_318827.4
OG0003588	XP_026296472.1	XP_312083.5
OG0003589	XP_026297132.1	XP_310394.5, XP_001230761.2
OG0003591	XP_006562719.1	XP_003437209.1, XP_317975.4
OG0003592	XP_016768190.2	XP_313912.4
OG0003593	XP_392407.6	XP_311537.4
OG0003595	XP_001120441.2	XP_315665.3
OG0003596	XP_397270.3	XP_320759.4
OG0003597	XP_026295523.1	XP_552630.3
OG0003598	XP_016769385.1, XP_392535.3	XP_317960.1
OG0003599	XP_006561749.1	XP_311172.4
OG0003600	XP_006570985.1	XP_313714.5
OG0003601	XP_395892.2	XP_312365.4
OG0003602	XP_001120037.2	XP_320881.2
OG0003603	XP_625092.3	XP_310386.6
OG0003604	XP_006565223.1	XP_315742.4
OG0003605	XP_026297691.1	XP_308485.4, XP_308486.4
OG0003606	XP_026300416.1, XP_026300415.1	XP_316034.4
OG0003607	XP_016770111.1	XP_315620.4
OG0003608	XP_006567242.1	XP_317283.4
OG0003609	XP_003249988.1	XP_559710.2
OG0003610	XP_392779.3	XP_321483.5
OG0003611	XP_026299826.1	XP_001689268.1
OG0003612	XP_392056.5	XP_315055.2
OG0003613	XP_394878.2	XP_003435961.1, XP_321193.4
OG0003614	NP_001012980.1	XP_317213.1
OG0003615	XP_394547.4	XP_317361.4
OG0003617	XP_016772434.2	XP_314940.4
OG0003618	XP_016771087.1	XP_319406.3
OG0003619	XP_026298960.1	XP_312335.5
OG0003620	XP_016767111.1	XP_317920.4
OG0003621	XP_026296342.1, XP_026296341.1, XP_026296340.1	XP_314366.4
OG0003623	XP_016768664.2, XP_016768660.2	XP_564580.2
OG0003624	XP_026295980.1	XP_318735.4
OG0003625	XP_026296123.1	XP_564385.3
OG0003626	XP_006563612.1	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2
OG0003627	XP_016769285.2	XP_314244.5, XP_306267.4, XP_314239.5
OG0003628	XP_006560796.1	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1
OG0003629	XP_393307.3	XP_313294.4, XP_003436523.1
OG0003630	XP_026299330.1, NP_001314887.1	XP_312434.5
OG0003631	XP_395400.7	XP_564645.3
OG0003632	NP_001014983.1, XP_006561567.2	XP_313744.4, XP_003436820.1, XP_003436821.1
OG0003634	XP_026299689.1	XP_321890.5
OG0003635	XP_006562493.2	XP_001689043.1
OG0003636	XP_026300438.1	XP_317123.4
OG0003637	XP_006568274.1	XP_307928.5
OG0003638	XP_016769858.1	XP_320852.4
OG0003639	XP_006566456.1	XP_320598.4
OG0003640	XP_016770576.1	XP_553651.3, XP_318890.3
OG0003641	XP_006564650.1, XP_006564642.1	XP_318401.5
OG0003642	XP_026297980.1, XP_026297977.1	XP_318405.4
OG0003643	XP_006558600.1	XP_308696.4
OG0003644	XP_006564948.2	XP_556667.3, XP_316031.4
OG0003645	XP_006560534.1	XP_309180.5
OG0003647	XP_006558467.1	XP_558004.3, XP_001688580.1
OG0003648	XP_026300952.1	XP_320564.3
OG0003649	XP_026299954.1	XP_318373.5
OG0003650	XP_026295443.1	XP_001689174.1
OG0003654	XP_006568995.1, XP_006568993.1, XP_006568992.1	XP_559330.3
OG0003655	XP_001121032.2	XP_310507.4, XP_001687772.2, XP_310506.4
OG0003656	XP_026295176.1	XP_318882.4
OG0003657	XP_624703.1	XP_320823.3
OG0003658	XP_624141.3	XP_556056.3, XP_001688660.1
OG0003661	XP_006561677.1	XP_306307.3, XP_320390.3
OG0003662	XP_016768362.2	XP_001688380.1
OG0003664	XP_016768039.1	XP_553055.2
OG0003665	XP_026297140.1	XP_320788.4
OG0003666	XP_006564152.1	XP_320648.4
OG0003667	NP_001157187.1	XP_310547.4
OG0003668	XP_016770465.2, XP_006566579.1	XP_554420.4
OG0003669	XP_393590.2	XP_001238012.1
OG0003670	XP_006566552.1	XP_317334.3
OG0003671	XP_006563978.2	XP_316312.3
OG0003673	XP_006559462.1	XP_563488.3
OG0003674	XP_016770777.2	XP_312671.5
OG0003675	XP_624591.1	XP_003436492.1, XP_560016.3
OG0003676	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1	XP_001688341.2
OG0003677	XP_006564807.1	XP_310669.5
OG0003679	XP_006565370.2	XP_308358.4
OG0003680	XP_006562950.1	XP_308150.3, XP_001687844.1
OG0003681	XP_006559723.1	XP_316151.4
OG0003682	XP_006562949.1	XP_309044.4, XP_001688156.1
OG0003683	XP_001121251.1	XP_320854.3, XP_310757.4
OG0003684	XP_001120276.2	XP_001238181.1
OG0003685	XP_006565008.1	XP_314511.4
OG0003686	XP_006570591.2	XP_322050.5
OG0003687	XP_006570860.1	XP_320808.3
OG0003688	XP_006563508.3	XP_309435.4, XP_309436.3
OG0003690	XP_026296602.1	XP_003435818.1
OG0003691	XP_016769234.2	XP_564133.3
OG0003692	XP_623409.3	XP_321211.4
OG0003693	XP_026299201.1	XP_316336.4
OG0003694	NP_001035356.1, XP_006558516.1	XP_565666.4
OG0003709	XP_624346.1	XP_321230.2
OG0003710	XP_026295463.1	XP_318556.2
OG0003711	XP_624913.1	XP_307724.4
OG0003712	XP_623106.1	XP_313349.1, XP_003436533.1
OG0003713	XP_006558475.1	XP_554781.3
OG0003714	XP_003249456.1	XP_307878.4
OG0003715	XP_016768510.1, XP_006570153.1	XP_315691.3
OG0003716	XP_016769562.1	XP_320365.2
OG0003717	XP_016766508.2, XP_026294884.1	XP_308611.1
OG0003719	XP_006564545.3	XP_316101.4
OG0003720	XP_006560438.1	XP_310460.5
OG0003721	XP_392857.2	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1
OG0003722	XP_624693.1	XP_309926.3
OG0003723	XP_394314.2	XP_314780.3
OG0003724	NP_001011637.1, XP_006559489.1	XP_552242.3
OG0003726	NP_001229396.1	XP_316550.3
OG0003727	XP_026295409.1, XP_026295410.1	XP_001230831.2
OG0003728	XP_006567959.1	XP_313192.3, XP_001230317.2
OG0003729	XP_001121882.2	XP_315204.2
OG0003730	XP_624367.3	XP_313569.5
OG0003731	XP_624918.2	XP_316185.3
OG0003732	XP_397474.4	XP_320086.3
OG0003733	XP_026299155.1	XP_307339.3, XP_319298.3
OG0003734	XP_001120069.1	XP_312238.3
OG0003735	XP_006557994.1	XP_313782.3
OG0003736	XP_623376.5	XP_559757.1
OG0003737	XP_623269.1	XP_315094.1
OG0003738	XP_396810.3	XP_314068.2
OG0003739	XP_006559268.1, XP_026301224.1, XP_026301223.1	XP_314469.4
OG0003740	XP_624453.1	XP_317396.3
OG0003741	XP_006559044.1	XP_308810.3
OG0003742	XP_623206.1	XP_320195.4
OG0003743	XP_624070.1	XP_001689074.1, XP_317989.3, XP_001689073.1
OG0003744	XP_623480.1	XP_321378.5
OG0003745	XP_396838.2	XP_307637.2
OG0003746	XP_006564233.1	XP_320161.2
OG0003747	XP_006562040.1	XP_312468.5
OG0003749	XP_006565109.1	XP_321468.5
OG0003750	XP_624253.2	XP_321339.5
OG0003751	NP_001239355.1	XP_318530.4
OG0003752	XP_006572317.1	XP_314839.4
OG0003753	XP_624085.1	XP_308054.4
OG0003754	XP_003250813.1	XP_317313.4
OG0003755	XP_026299502.1	XP_308572.1
OG0003756	XP_001120140.3	XP_003436266.1, XP_312060.3
OG0003757	NP_001161808.1	XP_320869.2
OG0003758	XP_395052.1	XP_313585.4
OG0003759	XP_006565346.1, XP_393244.1	XP_003436070.1, XP_307924.5
OG0003760	XP_003251153.1	XP_003437010.1, XP_310595.2, XP_308748.2
OG0003761	XP_392902.1	XP_320415.2
OG0003762	XP_392658.2	XP_311723.4
OG0003763	XP_006563595.1	XP_003436301.1
OG0003765	XP_395092.2	XP_003436025.1, XP_003436024.1, XP_320958.3
OG0003766	XP_016766389.1	XP_310502.5
OG0003767	XP_624256.1	XP_315982.2
OG0003768	XP_006569916.1	XP_312630.2
OG0003769	XP_026299073.1, XP_026299075.1	XP_317359.4
OG0003770	XP_006569545.1	XP_321441.4
OG0003771	XP_026298499.1	XP_312639.4
OG0003772	XP_003250682.1	XP_312862.4, XP_001237501.2
OG0003773	XP_026296549.1	XP_316963.4
OG0003774	XP_026300576.1	XP_321418.4, XP_003435898.1
OG0003775	XP_001120217.1	XP_309183.2, XP_309182.5
OG0003776	XP_006570251.1	XP_551809.3
OG0003777	XP_026298741.1	XP_317655.3
OG0003778	XP_003251640.1	XP_001688618.1
OG0003779	NP_001193395.1	XP_001237594.2
OG0003780	XP_393603.1	XP_308583.2
OG0003781	XP_026295502.1, NP_001171518.1	XP_320164.3, XP_320163.3
OG0003782	XP_001120056.1	XP_308132.2, XP_307312.2
OG0003783	XP_001119829.1	XP_318812.3
OG0003784	XP_003249472.1	XP_003436317.1
OG0003785	NP_001129207.1	XP_003435742.1
OG0003786	XP_395779.3, XP_026298542.1	XP_312629.4
OG0003787	XP_026298623.1	XP_312143.4
OG0003788	XP_026301507.1	XP_312787.5
OG0003789	XP_003249557.1	XP_307016.3, XP_313929.4
OG0003791	XP_026297172.1	XP_314956.4
OG0003792	XP_006570971.2	XP_320758.4
OG0003793	XP_003251623.1	XP_311766.3
OG0003794	XP_623753.4	XP_321364.3
OG0003795	XP_001122452.2	XP_001688460.2
OG0003796	XP_016769254.1	XP_001237280.3, XP_003437003.1
OG0003797	XP_026296665.1	XP_003436776.1
OG0003798	NP_001155181.1	XP_315523.4
OG0003799	XP_006564028.1	XP_314122.3
OG0003800	XP_006563123.1	XP_311236.5
OG0003801	XP_016771069.1	XP_003436856.1, XP_315241.1
OG0003802	XP_393179.1	XP_312750.4
OG0003803	XP_001123127.4	XP_320799.3
OG0003804	XP_006563301.1	XP_314994.4
OG0003805	XP_623721.3	XP_321167.4
OG0003806	XP_001121781.3	XP_001237070.2
OG0003807	XP_397043.2	XP_315739.4
OG0003808	XP_397281.4	XP_311943.3
OG0003809	XP_392238.1	XP_313997.4
OG0003810	XP_395930.3	XP_317077.4
OG0003811	XP_394964.5	XP_311588.3
OG0003812	XP_006557910.2, XP_026300470.1	XP_311247.5
OG0003813	XP_001119919.1	XP_314555.3
OG0003814	XP_006565648.2, NP_001242961.1	XP_311364.4, XP_307324.3
OG0003815	XP_006570358.1	XP_321606.5
OG0003816	XP_003251562.1	XP_321794.3, XP_001689358.1
OG0003817	XP_026299800.1	XP_315953.3
OG0003818	XP_006561461.1	XP_321247.5
OG0003819	XP_016772254.2	XP_313680.3
OG0003820	XP_026299805.1	XP_001238192.2
OG0003821	XP_026300350.1	XP_319843.4
OG0003822	XP_016768644.1	XP_003436068.1, XP_307935.5
OG0003824	XP_016772970.1	XP_316832.4
OG0003825	XP_006559218.1	XP_321926.5, XP_003435784.1
OG0003826	XP_624040.4	XP_003436489.1, XP_001688342.2
OG0003827	XP_006571572.1, XP_016769063.1	XP_319073.4
OG0003828	XP_624638.4	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	XP_395153.3	XP_320975.4
OG0003830	XP_026296931.1	XP_310148.4
OG0003831	XP_397232.1	XP_555438.3
OG0003832	XP_006561360.2	XP_315724.3, XP_315726.4
OG0003833	XP_625020.3	XP_322026.2
OG0003834	XP_006568516.1	XP_316920.3
OG0003835	XP_001120329.1	XP_319229.4
OG0003836	XP_026297908.1, XP_026297907.1	XP_321703.5
OG0003837	XP_006560660.1, XP_026296193.1	XP_313978.1
OG0003838	XP_026295517.1, XP_001120196.2, XP_016766654.1	XP_001687956.1, XP_308499.3
OG0003839	XP_006564577.2	XP_320303.4
OG0003841	XP_394330.4	XP_312835.4, XP_003436406.1
OG0003842	XP_026299981.1, XP_026299982.1	XP_309233.5
OG0003843	XP_393949.2	XP_316726.2
OG0003844	XP_003249738.1	XP_311543.2
OG0003845	XP_623484.1	XP_320970.3
OG0003846	XP_624950.1	XP_309350.4
OG0003847	XP_026297458.1	XP_321528.4
OG0003848	XP_624984.1	XP_320558.3
OG0003849	XP_391949.4	XP_310210.4
OG0003850	XP_006566172.1	XP_313188.3
OG0003851	XP_016771349.1, XP_001121248.1	XP_309752.3
OG0003852	XP_395353.1	XP_312907.4
OG0003853	XP_393926.4	XP_319601.4
OG0003854	XP_016770906.1	XP_319344.4
OG0003855	XP_003249923.1	XP_001688251.1
OG0003856	XP_624537.1	XP_320680.1
OG0003859	XP_395938.2	XP_320575.3
OG0003860	XP_006568215.3	XP_321828.3
OG0003861	XP_394767.3	XP_320922.2
OG0003863	XP_006572417.1	XP_003436354.1
OG0003864	XP_394619.1	XP_317926.4
OG0003866	XP_623300.2	XP_315722.4, XP_001688715.1, XP_315721.4
OG0003867	XP_394616.1	XP_312224.5
OG0003868	XP_026299091.1	XP_310411.7
OG0003869	XP_006559928.1	XP_311926.5
OG0003870	XP_392194.2	XP_307911.3
OG0003871	XP_016772927.1	XP_315111.4
OG0003872	XP_623706.1	XP_308174.2
OG0003873	XP_016771656.2, XP_006571593.2	XP_320953.4
OG0003874	XP_624826.3	XP_319180.3
OG0003875	XP_006559886.1	XP_562161.4
OG0003876	XP_026297224.1	XP_319884.4
OG0003877	XP_393936.4	XP_314810.4
OG0003878	XP_006566652.1	XP_003436746.1, XP_313144.3
OG0003879	XP_394976.4	XP_316539.2
OG0003880	XP_006566840.1	XP_309242.4
OG0003881	XP_016767737.2	XP_001237692.2
OG0003882	XP_026295283.1	XP_311868.5
OG0003883	XP_394752.3	XP_311386.4
OG0003884	XP_026296821.1	XP_310455.4
OG0003885	XP_001122506.2	XP_318734.3
OG0003886	XP_006571389.1	XP_314842.3
OG0003887	XP_026295657.1	XP_317201.4
OG0003888	NP_001013379.1	XP_320221.4
OG0003889	XP_392296.4	XP_315664.4
OG0003890	XP_624608.3	XP_311717.4
OG0003891	XP_001120689.2	XP_309150.5
OG0003892	XP_395757.3	XP_314996.4
OG0003893	XP_393850.2	XP_551305.4, XP_003435860.1
OG0003894	XP_016772854.2	XP_557626.3
OG0003895	XP_006561304.2	XP_309808.4
OG0003897	XP_624279.3	XP_312367.5
OG0003898	NP_001229364.1, XP_006571766.1	XP_315835.4
OG0003899	XP_391994.1	XP_317642.4
OG0003900	XP_625095.1	XP_307645.4, XP_307644.2
OG0003901	XP_001122939.2	XP_310209.4
OG0003902	XP_026300039.1	XP_319789.4
OG0003903	XP_016772804.1, XP_006572010.1	XP_315792.4, XP_001688728.1
OG0003904	XP_623919.1	XP_313786.5
OG0003905	XP_623724.3	XP_320268.3
OG0003906	XP_026295801.1	XP_562427.1
OG0003907	XP_026299247.1	XP_553285.4
OG0003908	XP_623366.2	XP_311405.3
OG0003909	XP_001121788.2	XP_307779.5
OG0003910	XP_397392.5	XP_312278.5
OG0003912	XP_016769191.1, XP_006564718.1	XP_314171.4
OG0003913	XP_006566101.1	XP_315962.4
OG0003914	XP_396724.2	XP_003436135.1, XP_311548.3
OG0003915	XP_006568346.2	XP_308092.4
OG0003916	XP_396999.5, XP_006571077.2	XP_307453.3, XP_319009.4
OG0003917	XP_006561985.2	XP_003436440.1
OG0003918	XP_623795.2	XP_001689289.1
OG0003919	XP_392644.3	XP_312450.4
OG0003920	XP_026297002.1	XP_001689084.1, XP_318039.3
OG0003921	XP_006567209.1	XP_319681.2
OG0003922	XP_001120842.5	XP_317383.4
OG0003924	XP_003251071.2	XP_321093.4, XP_003435980.1
OG0003925	XP_006557271.1, XP_392926.1	XP_003437095.1, XP_311307.4
OG0003926	XP_001120669.2	XP_320129.3
OG0003927	XP_026300356.1, XP_395996.1	XP_320900.3
OG0003928	XP_623864.3	XP_313769.4
OG0003929	XP_006571697.2	XP_003435903.1, XP_321406.5
OG0003931	XP_006565397.1	XP_309977.3
OG0003932	XP_003251065.2	XP_003436142.1
OG0003933	XP_625023.1	XP_311862.3
OG0003934	XP_395260.2	XP_316307.1
OG0003935	XP_623050.1	XP_308886.4
OG0003936	NP_001011575.1, XP_026296304.1	XP_003436329.1, XP_311925.3
OG0003937	XP_026302113.1	XP_315625.4
OG0003938	XP_016772502.2	XP_003436735.1, XP_313067.5, XP_003436734.1
OG0003939	XP_026296207.1, XP_624867.2	XP_311333.5
OG0003940	XP_016772141.2, XP_003249733.2	XP_307793.5, XP_306070.4
OG0003941	XP_001122466.1	XP_310602.3
OG0003943	XP_396003.4	XP_312823.5
OG0003944	XP_001122977.1	XP_317195.1
OG0003945	XP_026299501.1	XP_313382.3
OG0003946	XP_396925.4	XP_308858.4
OG0003947	XP_006569738.2	XP_310464.4, XP_003437045.1
OG0003948	NP_001153520.1	XP_309825.4
OG0003950	XP_006563707.1	XP_310421.4
OG0003951	XP_026298008.1	XP_313109.5
OG0003952	XP_006564407.1	XP_309625.4
OG0003953	XP_395069.2	XP_310948.4, XP_003436935.1
OG0003954	XP_623055.1	XP_311994.4
OG0003956	XP_623316.3	XP_315195.5
OG0003957	XP_391960.2	XP_320392.4
OG0003958	XP_003250270.2	XP_321015.5
OG0003959	XP_026299487.1	XP_321653.5
OG0003960	XP_026296448.1	XP_003436461.1, XP_314272.5
OG0003961	XP_026298140.1	XP_318614.3
OG0003962	XP_006568235.1	XP_316867.5
OG0003963	XP_393688.2	XP_317237.3
OG0003964	XP_026298966.1	XP_321179.4
OG0003965	XP_016773035.2	XP_315113.4
OG0003966	XP_624988.3	XP_311323.4
OG0003967	XP_394614.1	XP_316857.3
OG0003968	XP_395839.1	XP_317805.2
OG0003969	XP_393560.4	XP_320573.1
OG0003970	XP_026296881.1	XP_554210.2
