Orthogroup	Apis_mellifera	Bombus_terrestris
OG0004334	XP_396637.3	XP_012175671.1
OG0004335	XP_001120086.2	XP_003397966.1, XP_012167687.1
OG0004336	XP_026296449.1	XP_003395508.1
OG0004337	XP_026300895.1	XP_012171508.1
OG0004338	XP_026301743.1	XP_020719205.1
OG0004339	XP_026301245.1, XP_026301244.1	XP_012172453.1
OG0004340	XP_624372.2	XP_003398495.1
OG0004341	XP_001121809.2	XP_003394223.1
OG0004342	XP_001120666.1	XP_020719434.1
OG0004343	XP_624733.1	XP_003400038.1
OG0004344	XP_394400.1	XP_003402357.1
OG0004345	XP_001121573.2	XP_003403032.1
OG0004346	XP_006567399.1	XP_012167042.1
OG0004347	XP_393939.3	XP_003400032.1
OG0004348	NP_001156935.1	XP_003402181.1
OG0004349	XP_006571696.1	XP_003393252.1, XP_012165195.1
OG0004350	XP_623797.2	XP_003397283.1
OG0004351	XP_623556.1	XP_003393177.1
OG0004352	XP_006566065.1	XP_003398305.1
OG0004353	XP_003251342.1	XP_020723904.1, XP_020723903.1
OG0004354	XP_396639.1	XP_012164554.1
OG0004355	XP_026298491.1	XP_020723122.1, XP_003401943.1, XP_012173425.1
OG0004356	XP_006567761.1, XP_006567762.1	XP_003401833.1
OG0004357	XP_026296490.1	XP_003397970.1
OG0004358	NP_001171519.1	XP_012169070.1
OG0004359	XP_006559323.1	XP_012172659.1
OG0004360	XP_625225.1	XP_003395794.1
OG0004361	XP_393103.2	XP_003398026.1
OG0004362	XP_001121482.1, XP_026301196.1	XP_012172542.2
OG0004363	XP_001120746.2	XP_003399029.1
OG0004364	XP_001122278.1	XP_003402409.1
OG0004365	XP_001120579.2	XP_003400751.1
OG0004366	XP_392212.2	XP_003393775.1
OG0004367	XP_006563705.1	XP_003400984.1
OG0004368	XP_001122727.1, XP_026296406.1	XP_012164304.1
OG0004369	XP_624500.2	XP_012164979.1
OG0004370	XP_016766228.1	XP_003393810.1
OG0004371	XP_006565450.2	XP_020723536.1
OG0004372	XP_624564.1	XP_012174341.1
OG0004373	XP_395826.2	XP_003394800.1
OG0004374	XP_624616.1	XP_003401823.1
OG0004375	XP_006563277.1, XP_624360.1	XP_003396220.1
OG0004376	XP_394885.1	XP_003394466.1
OG0004377	XP_393563.1	XP_003394298.1
OG0004378	XP_001120599.1	XP_003397144.1
OG0004379	XP_003251471.2	XP_003394482.1
OG0004380	XP_026295983.1	XP_012163389.1
OG0004381	XP_026299779.1	XP_012168785.2
OG0004382	XP_393037.2	XP_003399016.1
OG0004383	XP_623774.2	XP_012173168.1
OG0004384	XP_006562157.1	XP_003395426.1
OG0004385	XP_396009.2	XP_003401219.1
OG0004386	XP_026298265.1	XP_003401816.1
OG0004387	XP_393089.1	XP_003401947.1
OG0004388	XP_001120572.3	XP_003393040.1
OG0004389	XP_392359.2	XP_003395501.1
OG0004390	XP_003250159.1	XP_003395007.1
OG0004391	XP_016772828.1	XP_003396925.1
OG0004392	XP_026301799.1, XP_006570143.1	XP_003396396.1
OG0004394	XP_026298463.1	XP_012167729.1
OG0004395	XP_006562497.2	XP_020719090.1
OG0004396	XP_393683.4	XP_003398547.1
OG0004397	XP_006564997.2	XP_012171662.1
OG0004398	XP_003251005.1	XP_003394823.1
OG0004399	XP_006568121.2	XP_003401674.1
OG0004400	XP_016773624.1	XP_003393868.1
OG0004401	XP_001120698.3	XP_003393047.1
OG0004402	XP_006564331.1	XP_003403267.1
OG0004403	XP_006559849.1	XP_012173570.1
OG0004404	XP_006565424.1	XP_012164882.1
OG0004405	XP_006566841.1, XP_006566842.1, XP_006566843.1	XP_003394664.1
OG0004406	XP_026297848.1	XP_012167726.1
OG0004407	XP_026301553.1	XP_012173784.1
OG0004409	XP_026300082.1	XP_012172345.2
OG0004410	XP_026294851.1	XP_003394061.1, XP_020723983.1
OG0004411	XP_392983.1	XP_012175016.1, XP_012175017.1
OG0004412	XP_006566679.1	XP_012168564.1, XP_003398662.1
OG0004413	XP_003249558.1	XP_020724174.1
OG0004414	XP_003249595.1	XP_003398344.1
OG0004415	XP_026298714.1, XP_026298715.1	XP_003397617.1
OG0004416	XP_624220.2	XP_012164875.2
OG0004417	XP_026296323.1	XP_003393491.1
OG0004418	XP_395573.3	XP_003397443.3
OG0004419	XP_006571527.1	XP_012166496.1
OG0004420	XP_006567240.1	XP_012163228.1
OG0004421	XP_003250695.1	XP_020722093.1
OG0004422	XP_001120836.2	XP_012167586.1
OG0004423	XP_003251860.1	XP_003398652.1
OG0004424	XP_393383.3	XP_003401450.1
OG0004425	XP_026297278.1	XP_020719094.1
OG0004426	XP_001122405.2	XP_020718942.1
OG0004427	XP_395325.3	XP_012174662.1
OG0004428	XP_006566117.2	XP_003398526.1
OG0004430	NP_001229928.1	XP_012167421.1
OG0004431	XP_026301356.1, XP_392068.2	XP_012172226.1, XP_012172227.1
OG0004432	XP_623951.1	XP_003401931.1
OG0004433	XP_006570273.1	XP_012164130.1
OG0004434	XP_006563616.1	XP_012172151.1
OG0004436	XP_623853.1	XP_003394291.1
OG0004437	XP_026298520.1	XP_003401779.1
OG0004438	XP_397318.4	XP_003400824.1
OG0004439	XP_026294788.1	XP_003398644.2
OG0004440	XP_393588.2	XP_003400822.1
OG0004441	XP_001121900.1	XP_012167114.2
OG0004442	XP_003249710.1	XP_003394752.1
OG0004443	NP_001229315.1	XP_003394970.1
OG0004444	XP_006570761.2	XP_012163354.1
OG0004445	XP_395360.3	XP_003394612.1
OG0004446	XP_001120765.2	XP_012166289.1
OG0004447	XP_001121896.2	XP_003397643.1
OG0004448	XP_395047.5	XP_012170065.2
OG0004449	XP_026302274.1	XP_012168492.1
OG0004450	XP_006557827.2	XP_003402205.1
OG0004451	XP_026298959.1	XP_012167887.1
OG0004452	XP_016772643.1	XP_020723173.1
OG0004454	XP_016769783.2	XP_012168319.1
OG0004455	XP_623527.1	XP_003395819.1
OG0004456	XP_396791.3	XP_003402778.1, XP_020723527.1
OG0004457	XP_623755.3	XP_012171317.1
OG0004458	XP_623283.1	XP_012173853.1
OG0004459	XP_016767413.2	XP_012169522.1
OG0004460	XP_395109.3	XP_012163332.1
OG0004461	XP_006564114.1	XP_003396547.2
OG0004462	XP_026299959.1	XP_020721576.1
OG0004463	XP_001120347.3	XP_003393165.1
OG0004464	XP_006568624.2	XP_020719647.1, XP_020719644.1
OG0004465	XP_395864.3	XP_003392894.1
OG0004466	XP_026300803.1	XP_012167697.1, XP_003393396.1
OG0004467	XP_006559772.2	XP_012176391.1
OG0004468	XP_006559768.1	XP_020724294.1
OG0004469	XP_397436.4	XP_012169662.1
OG0004470	XP_623623.2	XP_003397263.1
OG0004471	XP_016767900.1	XP_012164402.1
OG0004472	XP_016767114.1	XP_003402457.1
OG0004473	XP_026299077.1	XP_003398253.3
OG0004474	XP_006560258.1, XP_006560257.1, XP_016771574.1	XP_020722257.1
OG0004475	XP_003249146.1	XP_012166225.1
OG0004477	XP_393237.4	XP_003401340.1, XP_020722783.1
OG0004478	XP_016771939.1	XP_012164790.1
OG0004479	XP_026295413.1	XP_003394101.1
OG0004480	XP_396117.2	XP_003395111.1
OG0004481	XP_026295269.1	XP_020723308.1
OG0004482	XP_625118.2	XP_003395431.1
OG0004483	XP_395618.4	XP_003399380.1
OG0004484	XP_026296856.1, XP_026296857.1	XP_003402004.1
OG0004485	XP_001120391.3	XP_012164777.1
OG0004486	XP_395658.5	XP_012164072.2
OG0004487	XP_006561346.1	XP_012173892.1
OG0004488	XP_003250904.3, XP_026299688.1	XP_003399227.2
OG0004489	XP_006572385.1	XP_003395313.1
OG0004490	XP_395476.1	XP_003393621.1
OG0004491	XP_026295182.1	XP_003394605.1
OG0004492	XP_026301837.1	XP_003396839.1
OG0004493	XP_397168.3	XP_003399155.1
OG0004494	XP_026298908.1	XP_012168199.1
OG0004495	XP_393549.3	XP_012166796.1
OG0004496	XP_392586.4	XP_003400604.1
OG0004497	XP_397138.5	XP_020723428.1, XP_012174229.1, XP_012174396.2
OG0004498	XP_001122971.2	XP_003398574.1
OG0004499	XP_006558396.1	XP_012172349.1
OG0004500	XP_396448.1	XP_012172237.1, XP_020722460.1
OG0004501	XP_026300382.1	XP_020721768.1
OG0004502	XP_026298019.1	XP_003397351.1
OG0004503	XP_026296542.1	XP_012164114.1
OG0004504	XP_003251540.1	XP_020721175.1
OG0004505	XP_026295520.1	XP_020724224.1
OG0004506	XP_006557279.1	XP_003401933.1
OG0004507	XP_624711.1	XP_003393217.1
OG0004508	XP_026299653.1	XP_003398937.1
OG0004509	XP_001119963.2	XP_003396433.2
OG0004510	XP_006563652.1	XP_020722646.1
OG0004511	XP_394516.2	XP_012163484.2
OG0004512	XP_624102.1	XP_003402160.1
OG0004513	XP_001120188.1	XP_020720648.1, XP_012167819.1
OG0004514	XP_006559075.1	XP_012165117.1
OG0004515	XP_623255.1	XP_003394344.1
OG0004516	XP_395011.2	XP_012166134.1
OG0004517	XP_016773380.1	XP_003402705.1
OG0004518	XP_026298465.1	XP_012172894.1
OG0004519	XP_394838.3	XP_003398952.1
OG0004520	XP_016769851.1	XP_003398542.1
OG0004521	XP_026297233.1	XP_003396102.1
OG0004522	XP_006565519.1	XP_020719399.1
OG0004523	XP_003251558.1	XP_012169417.1
OG0004524	XP_026300671.1, NP_001229386.1	XP_012171808.1
OG0004525	XP_003251908.1	XP_012170403.1, XP_003399800.1
OG0004526	XP_016771036.1	XP_020721459.1, XP_020721460.1, XP_020721461.1, XP_003399478.1
OG0004527	XP_006559828.2, XP_006559827.2	XP_003394474.1
OG0004528	XP_393112.2	XP_020722717.1
OG0004529	XP_396227.5	XP_003401346.1
OG0004530	XP_625214.3	XP_012174106.1
OG0004531	XP_026300359.1, XP_026300358.1, XP_026300357.1	XP_012166370.1
OG0004532	XP_392205.1	XP_020722896.1
OG0004533	XP_006558931.1	XP_003403046.1
OG0004534	XP_006563951.2	XP_012176113.1
OG0004535	XP_624261.3	XP_003394035.1
OG0004536	XP_026298935.1, XP_016770018.1, XP_003250168.1	XP_003398400.1
OG0004537	XP_026296057.1	XP_012174040.1, XP_012174039.1, XP_020723367.1
OG0004538	XP_026294818.1	XP_003402672.1
OG0004539	XP_006560502.2	XP_003394201.1
OG0004540	XP_395421.4	XP_003399616.1
OG0004542	XP_026295484.1	XP_012174613.1
OG0004543	XP_006557490.2	XP_003396949.1
OG0004544	XP_392849.4	XP_003395602.1
OG0004545	XP_392671.2	XP_003399816.1
OG0004546	XP_624339.2	XP_003394421.1
OG0004547	XP_394578.4	XP_003395409.2
OG0004548	XP_026295467.1	XP_003394415.1
OG0004549	XP_006564808.1	XP_012163995.1
OG0004550	XP_006566937.1	XP_012170297.1
OG0004551	XP_393483.2	XP_012174946.1
OG0004552	XP_395151.3	XP_003397163.1
OG0004553	XP_394812.3	XP_003397888.1
OG0004554	XP_001122133.3, XP_016771273.2	XP_012170723.1
OG0004555	XP_026296402.1	XP_012164098.1
OG0004556	XP_016769595.2	XP_020720467.1
OG0004557	XP_026294901.1	XP_012175593.2
OG0004558	XP_016769513.1, XP_016769512.1	XP_003397783.1
OG0004559	XP_001120854.3	XP_003398860.1
OG0004560	XP_016769257.1	XP_003401714.1
OG0004561	XP_393806.2	XP_003398896.1
OG0004562	XP_026299659.1	XP_003398859.1
OG0004563	XP_026295501.1	XP_003394113.1
OG0004564	XP_006560910.1	XP_003397024.1
OG0004565	XP_623670.3	XP_003393594.1
OG0004566	XP_393821.3	XP_003398731.1
OG0004567	XP_397116.4	XP_003392954.1
OG0004568	XP_006561795.1	XP_003397432.1
OG0004569	XP_006566171.1	XP_003398560.1
OG0004570	XP_623808.1	XP_012170944.1
OG0004571	NP_001229394.1	XP_012168154.2
OG0004572	XP_006570961.1	XP_012163109.1
OG0004573	XP_026298017.1	XP_003397165.1
OG0004574	XP_396624.2	XP_003396121.1
OG0004575	XP_391975.4	XP_003400106.1
OG0004576	XP_395283.4, XP_006561380.1	XP_003402247.1, XP_003402246.1
OG0004577	XP_006562329.1	XP_012169937.1
OG0004578	XP_006567717.1	XP_012163963.1
OG0004579	XP_016767336.2, XP_026301798.1	XP_012165043.1
OG0004580	XP_006563365.1	XP_012168828.1
OG0004581	XP_026295438.1	XP_020723627.1
OG0004582	XP_393545.2	XP_012170622.1
OG0004583	XP_006563601.1	XP_003401034.1
OG0004584	XP_623915.2	XP_003401273.1
OG0004585	XP_624226.2	XP_003396941.1
OG0004586	XP_393667.1	XP_003403342.1
OG0004587	XP_624536.2	XP_003398832.1
OG0004588	XP_623198.1	XP_003394010.1
OG0004589	XP_624292.1	XP_003395810.2
OG0004590	XP_026294799.1	XP_003402675.1
OG0004591	XP_395039.6	XP_020721927.1
OG0004592	XP_623834.1	XP_003401313.1
OG0004593	XP_016771171.1	XP_003396342.3
OG0004594	XP_003251828.1	XP_003395292.1
OG0004595	XP_006557527.1	XP_003396417.1
OG0004596	XP_016772183.1	XP_012172325.1
OG0004597	XP_001122321.2	XP_012169018.1
OG0004598	XP_006567053.2	XP_003399715.1
OG0004599	XP_395238.2	XP_003403161.1
OG0004600	XP_006561797.1	XP_020720290.1
OG0004601	XP_391843.1	XP_003403028.2
OG0004602	XP_006566118.2	XP_003398520.1
OG0004603	XP_006560478.1	XP_012170669.1
OG0004604	XP_026296843.1	XP_003395470.1
OG0004605	XP_006566542.1	XP_003399313.1
OG0004606	XP_016772312.2	XP_012169558.1
OG0004607	XP_624172.1	XP_012175393.1
OG0004608	XP_396145.2	XP_003395169.1
OG0004609	XP_006566523.1	XP_012169665.1
OG0004610	XP_006572697.1, XP_016773228.1	XP_003397859.1
OG0004611	XP_395416.4	XP_003396689.1
OG0004612	XP_016772763.1	XP_003395276.1
OG0004613	XP_001123012.2	XP_003402590.1
OG0004614	XP_006568530.1	XP_003402821.2
OG0004615	XP_624553.4	XP_012165588.1
OG0004616	XP_623199.2, XP_006561225.1	XP_003394081.1
OG0004617	XP_393332.1, XP_006571914.1, XP_006571915.1	XP_003399190.1
OG0004618	XP_624549.4	XP_012166069.1
OG0004619	XP_624779.1	XP_003397402.1
OG0004620	XP_624529.2	XP_003394260.1
OG0004621	XP_016767518.2	XP_003395073.1
OG0004622	XP_026299482.1	XP_012171475.1, XP_012171472.1
OG0004623	XP_016768218.1	XP_012164752.1
OG0004624	XP_393258.3	XP_003398796.1
OG0004625	XP_006568849.1	XP_012174372.1
OG0004626	XP_006559914.2	XP_012174197.1
OG0004627	XP_393055.5	XP_003398175.1
OG0004628	XP_026298722.1	XP_012167519.1
OG0004629	XP_006558545.1	XP_012171014.1
OG0004630	XP_026299144.1	XP_003398385.1
OG0004631	XP_006565049.1	XP_003398738.1
OG0004632	XP_016773404.1	XP_003396306.1
OG0004633	XP_623637.3	XP_003393296.1
OG0004634	XP_006566806.1	XP_003399114.1
OG0004635	XP_006566264.1	XP_003398205.1
OG0004636	XP_006560650.1	XP_012163494.1
OG0004637	XP_396527.6	XP_012164571.1
OG0004638	XP_624406.2	XP_003394345.1
OG0004639	XP_624307.2	XP_003394977.1
OG0004640	XP_003251445.2	XP_020723628.1
OG0004641	XP_396720.2	XP_003403112.1
OG0004642	XP_001119929.2	XP_012166262.2
OG0004643	XP_006562706.1	XP_012163147.1
OG0004644	XP_624348.3	XP_012172671.1
OG0004645	XP_026301051.1	XP_020724053.1
OG0004646	XP_006562316.1	XP_003399476.1
OG0004647	XP_006560038.1	XP_012172305.1
OG0004648	XP_026302106.1	XP_003393264.1
OG0004649	XP_625183.2	XP_003395735.1
OG0004650	XP_392174.1	XP_003392932.1
OG0004651	XP_006562250.1	XP_020718966.1
OG0004652	XP_001119914.2	XP_003400669.1
OG0004653	XP_006569939.1	XP_003402869.1
OG0004654	XP_624787.1	XP_003401206.1
OG0004655	XP_016770639.2	XP_012169299.2
OG0004656	XP_026297531.1, XP_026297532.1	XP_020719250.1
OG0004657	XP_001119836.2	XP_003401998.3
OG0004659	XP_016771539.2	XP_012171311.1
OG0004660	XP_016768618.1	XP_003396664.2
OG0004661	XP_001122551.2	XP_003396681.1
OG0004662	XP_006571948.2	XP_003395299.2
OG0004663	XP_026301184.1	XP_003401125.1
OG0004664	XP_016772437.2	XP_003402207.2
OG0004665	XP_006564999.1	XP_012171665.1
OG0004666	XP_026297471.1	XP_003396640.1, XP_003396639.1
OG0004667	XP_397101.4	XP_003399911.2
OG0004668	XP_026296288.1	XP_012169537.1
OG0004669	XP_026296627.1	XP_012164427.1
OG0004670	XP_393418.3	XP_012174255.1, XP_012174253.1
OG0004671	XP_001120479.1	XP_012165485.1
OG0004672	XP_006565482.2	XP_012164898.1
OG0004673	XP_001120670.2	XP_003400295.1
OG0004674	XP_006557652.2	XP_012172580.1
OG0004676	XP_026300142.1	XP_020721566.1
OG0004677	XP_016768475.1, XP_006570156.1	XP_012165433.1
OG0004678	XP_393868.4	XP_003399711.1
OG0004679	XP_026299570.1	XP_020719461.1
OG0004680	XP_006566574.1	XP_012169598.1
OG0004681	XP_003249707.1	XP_003395059.1
OG0004682	XP_006568521.2	XP_003402823.1
OG0004683	XP_001120653.1	XP_003395526.1, XP_012163920.1, XP_012163919.1
OG0004684	XP_001122185.1	XP_012167858.1
OG0004685	XP_016769212.2	XP_003401894.1
OG0004686	XP_623840.1	XP_003402095.1
OG0004687	XP_397235.3	XP_020718979.1
OG0004688	XP_001121522.1	XP_003394484.1
OG0004689	XP_624297.2	XP_003397455.1
OG0004690	XP_006569396.1	XP_003394772.1, XP_020718516.1
OG0004691	XP_006565697.1	XP_020722239.1
OG0004692	XP_026300787.1	XP_003402392.2, XP_012171211.1
OG0004693	XP_016773403.2	XP_003392902.2
OG0004694	XP_001120227.2	XP_003403197.1
OG0004695	XP_624722.1	XP_012173776.1
OG0004696	XP_006561670.1	XP_003397571.1
OG0004697	XP_394179.4	XP_003393472.1
OG0004698	XP_003251630.1, NP_001314877.1	XP_012168202.1
OG0004699	XP_016770071.2	XP_003398259.1
OG0004700	XP_392383.6, XP_026296366.1	XP_012163975.1
OG0004701	XP_006567671.1	XP_012173969.1
OG0004702	XP_026301084.1	XP_012172173.1
OG0004703	XP_397125.5	XP_020723090.1
OG0004704	XP_016770008.1	XP_012168193.1
OG0004705	XP_001121418.2	XP_003402320.1
OG0004706	XP_006558096.1	XP_003396475.1
OG0004707	XP_026296317.1, NP_001229361.1	XP_003395644.1
OG0004708	XP_006562194.1	XP_012163928.1
OG0004709	XP_001119847.1	XP_003396231.1
OG0004710	XP_006572388.1	XP_012164453.1
OG0004711	NP_001229452.1	XP_003399158.1
OG0004712	XP_006569857.1	XP_012166980.1
OG0004713	XP_006560898.1	XP_003397012.1
OG0004714	XP_006564551.1	XP_012167813.1
OG0004715	XP_006560759.1	XP_003401577.1
OG0004716	XP_397202.1	NP_001295236.1
OG0004717	XP_392426.3	XP_012164933.1
OG0004718	XP_624637.2	XP_020722377.1
OG0004719	XP_026295591.1	XP_012175985.1
OG0004720	XP_016767333.2, XP_006562710.2	XP_012175450.1
OG0004721	XP_006566830.1	XP_012169221.2
OG0004722	XP_396126.2	XP_003395174.1
OG0004723	XP_006558043.1	XP_012176212.1
OG0004724	XP_016768797.1	XP_020719751.1
OG0004725	XP_003249615.1	XP_012168442.1
OG0004726	XP_392973.4	XP_012166347.1
OG0004727	XP_026298338.1	XP_012174971.1
OG0004728	XP_625069.1	XP_003402118.1
OG0004729	XP_026296696.1	XP_012164403.2
OG0004730	XP_026300681.1	XP_012171624.1
OG0004731	XP_026296774.1	XP_003395741.1
OG0004732	XP_006563510.1	XP_003401099.1
OG0004733	XP_006567817.1	XP_012173484.1
OG0004734	XP_006561186.2	XP_012170290.1
OG0004735	XP_006558542.1	XP_012171019.1
OG0004736	XP_016767144.1	XP_012163070.1
OG0004737	XP_006569625.1	XP_012165293.1
OG0004739	XP_026297467.1	XP_012166354.1, XP_012166355.1
OG0004740	XP_026294720.1	XP_012173750.1
OG0004741	XP_026301713.1	XP_012169855.1
OG0004742	XP_016773548.1	XP_012175818.1
OG0004743	XP_624333.2	XP_020724141.1
OG0004744	XP_026298461.1	XP_012168931.1
OG0004745	XP_026296910.1, XP_026296909.1	XP_020718567.1
OG0004746	XP_001121086.2	XP_003395767.1
OG0004747	XP_026300997.1, XP_026301008.1	XP_012171688.1
OG0004748	XP_006557605.1	XP_020722132.1
OG0004749	XP_016771535.2	XP_003400858.1
OG0004750	XP_624287.2	XP_003398605.1
OG0004751	XP_006565129.1	XP_003400148.1
OG0004752	XP_624053.4	XP_020723855.1
OG0004753	XP_624335.1	XP_003401747.1
OG0004754	XP_026300111.1	XP_003401453.1
OG0004755	XP_006571175.2	XP_003393508.1
OG0004756	XP_006565978.1	XP_003394040.1
OG0004757	XP_016769122.2	XP_020723134.1, XP_003403411.2
OG0004758	XP_026300231.1	XP_003399788.1
OG0004759	XP_006562743.1	XP_003395241.1
OG0004760	XP_396167.1	XP_003397429.1
OG0004761	NP_001229446.1, XP_026301036.1	XP_003401400.1
OG0004762	XP_026299261.1	XP_012167974.1
OG0004763	XP_026299056.1	XP_012168146.1
OG0004764	XP_016767519.2	XP_003395070.1
OG0004765	XP_397085.2	XP_012173121.1
OG0004766	XP_006561138.2	XP_003395482.1
OG0004767	XP_623197.2	XP_003402669.1
OG0004768	XP_026296111.1	XP_020723345.1
OG0004769	XP_006563948.1	XP_003394271.1
OG0004770	XP_026299548.1	XP_012165483.1, XP_012165482.1
OG0004771	XP_026302236.1	XP_003402638.1
OG0004772	XP_026297138.1, XP_026297139.1	XP_020720443.1
OG0004773	XP_026300068.1	XP_003396234.1
OG0004774	XP_026296528.1	XP_012176427.1
OG0004775	XP_393266.1	XP_003395091.1
OG0004776	XP_006567452.1	XP_003397952.1
OG0004777	XP_026296018.1, XP_026296015.1	XP_012176710.1
OG0004778	XP_623060.3	XP_003393759.1
OG0004779	XP_006568628.1	XP_003396263.1, XP_012165184.1, XP_012165185.1
OG0004780	XP_624644.2, XP_006565247.2, XP_026300110.1, XP_016770920.2	XP_003399889.1
OG0004781	XP_026298724.1, XP_625171.3	XP_003397411.1
OG0004782	XP_001122862.2	XP_020723425.1
OG0004783	XP_026298720.1	XP_003395311.1
OG0004784	XP_625146.1	XP_020724168.1
OG0004785	XP_003249898.2	XP_003397955.1
OG0004786	XP_006568301.1	XP_003396031.1
OG0004787	XP_026301186.1	XP_003401404.1
OG0004788	XP_026301239.1	XP_003401262.1
OG0004789	XP_006559923.1	XP_012169643.1
OG0004790	XP_026297524.1	XP_012166363.1
OG0004791	XP_026301096.1	XP_003401481.2
OG0004792	XP_006562917.1	XP_003398478.1
OG0004793	XP_393450.3	XP_003400999.1
OG0004794	XP_026302301.1	XP_012173525.1
OG0004795	XP_026298107.1	XP_012166596.2
OG0004796	XP_026299378.1	XP_020721185.1
OG0004797	XP_003249455.1	XP_003397270.1
OG0004799	XP_006570752.1	XP_012174784.1
OG0004800	XP_392483.3	XP_003397486.1
OG0004801	XP_006559216.1	XP_012166469.1
OG0004802	XP_026301632.1	XP_003399639.1
OG0004803	XP_026302036.1	XP_012176530.1
OG0004804	XP_016773633.1	XP_020719410.1
OG0004805	XP_026295919.1	XP_012165054.1
OG0004806	XP_006561923.1	XP_012167401.1
OG0004808	XP_026299354.1	XP_020722232.1
OG0004809	XP_393815.4	XP_012169492.2
OG0004810	XP_393473.1	XP_003400764.1
OG0004811	XP_397177.5	XP_003394264.1
OG0004812	XP_006564066.2, XP_026295201.1	XP_012176508.1, XP_003394682.1
OG0004813	XP_006560654.1	XP_003395060.1
OG0004814	XP_006571251.1	XP_003393208.1
OG0004815	XP_016768833.2	XP_003403114.2
OG0004816	XP_006560498.1	XP_003398324.1
OG0004817	XP_026296715.1	XP_003395366.1
OG0004818	XP_006561444.3	XP_012173699.1
OG0004819	XP_006563482.1	XP_012172283.1
OG0004820	XP_006557277.2	XP_003401936.1
OG0004821	XP_001121126.2	XP_003395022.1
OG0004822	XP_026299807.1	XP_012169372.1
OG0004823	XP_026302183.1	XP_012174738.2
OG0004824	XP_006568821.1	XP_003393700.1
OG0004825	XP_003251728.1	XP_020721738.1
OG0004826	XP_006566648.1	XP_003398781.1
OG0004827	XP_625209.1	XP_012164118.1
OG0004828	XP_026294753.1, XP_006572080.2	XP_012168523.1
OG0004829	XP_026299078.1	XP_012175418.1
OG0004830	XP_016769771.1	XP_003398402.1
OG0004831	XP_006563423.2	XP_012172400.1
OG0004832	XP_006571056.3	XP_012167231.2
OG0004833	XP_006565233.2	XP_012170555.1
OG0004834	XP_026299550.1	XP_012169479.1
OG0004835	XP_016770975.2	XP_012170253.2
OG0004836	XP_016770065.2, XP_026299241.1	XP_020720827.1, XP_012168283.1
OG0004837	XP_394718.3	XP_003397384.1
OG0004838	XP_026295505.1	XP_012174556.1
OG0004839	XP_006560646.1	XP_020718420.1
OG0004840	XP_026300263.1	XP_020721384.1
OG0004840	XP_006566949.1	XP_012170634.2
OG0004841	XP_396318.4	XP_012168829.1
OG0004842	XP_006564019.2	XP_012176547.1
OG0004843	XP_006568631.3	XP_003396262.1
OG0004844	XP_393743.4	XP_003399409.1
OG0004845	XP_026299535.1	XP_003399153.1
OG0004846	XP_026297120.1, XP_026297125.1	XP_020723664.1
OG0004847	XP_026297502.1	XP_012166428.1
OG0004848	XP_001121007.2	XP_003394720.1
OG0004849	XP_026299076.1	XP_020720740.1
OG0004850	XP_026300779.1	XP_020719280.1
OG0004851	XP_026294691.1	XP_012165860.1
OG0004852	XP_003251223.2	XP_020719316.1, XP_020719317.1
OG0004853	XP_006557455.1	XP_012165635.1
OG0004854	XP_016769485.2	XP_003397585.2
OG0004855	XP_016767321.1	XP_020718329.1, XP_020718328.1
OG0004856	XP_016769260.1	XP_012166563.1
OG0004857	XP_016769973.2	XP_012167968.1
OG0004858	XP_623973.1	XP_012164040.1, XP_012164036.1, XP_012164039.1
OG0004859	XP_001122075.3	XP_003401590.1
OG0004860	NP_001035057.1, XP_006567386.1	XP_003397947.1
OG0004861	XP_016766362.2	XP_020721404.1
OG0004862	XP_393222.4, XP_006570305.1	XP_003395795.1
OG0004863	XP_001121818.1	XP_003399207.1
OG0004864	XP_026298459.1	XP_012167024.1
OG0004865	XP_623499.1	XP_020723283.1
OG0004866	XP_006566088.1	XP_012168015.1
OG0004867	XP_016766850.2	XP_020724073.1
OG0004868	XP_026298745.1	XP_012167342.1
OG0004869	XP_006571844.1	XP_012175846.1, XP_020724233.1
OG0004870	XP_026300149.1	XP_012172032.1
OG0004871	XP_006561076.2	XP_020722638.1
OG0004872	XP_396181.4	XP_012173332.1
OG0004873	XP_026298280.1	XP_012166392.1
OG0004874	XP_016767376.1	XP_020723344.1
OG0004875	XP_026299546.1	XP_003399055.1
OG0004876	XP_006561178.1	XP_020724052.1, XP_012170381.1
OG0004877	XP_624207.3	XP_020718579.1, XP_012163166.1, XP_003394881.1
OG0004878	XP_624706.1	XP_003396168.1
OG0004879	NP_001011631.1, XP_006558434.1	XP_012176119.1
OG0004880	XP_006558978.2	XP_012166551.1
OG0004881	XP_003249947.3	XP_012167399.1
OG0004883	XP_026294732.1	XP_003394022.1
OG0004884	XP_394361.2	XP_003393722.1
OG0004886	XP_026295074.1	XP_012175729.1
OG0004887	XP_026295635.1	XP_012176128.1
OG0004888	XP_006558188.1	XP_003396106.1
OG0004889	XP_003249179.2	XP_012170916.1
OG0004890	XP_026299697.1	XP_003402618.1
OG0004891	XP_006565633.1	XP_003395593.1
OG0004892	XP_016766185.2	XP_003393833.1
OG0004893	XP_006559915.2	XP_012174199.1
OG0004894	XP_006571657.1	XP_012167311.1
OG0004895	XP_395159.2	XP_020720685.1, XP_020720687.1, XP_020720686.1, XP_003398469.1
OG0004896	XP_006557572.1	XP_020719022.1, XP_003395922.1
