Orthogroup	Apis_mellifera	Aedes_aegypti
OG0003747	XP_006562040.1	XP_001655229.2
OG0003748	XP_026299728.1	XP_001652909.2
OG0003749	XP_006565109.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_624253.2	XP_001662199.1
OG0003751	NP_001239355.1	XP_021709914.1
OG0003752	XP_006572317.1	XP_021701509.1
OG0003753	XP_624085.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_003250813.1	XP_001656704.1
OG0003755	XP_026299502.1	XP_001660910.1
OG0003756	XP_001120140.3	XP_001662215.1, XP_021693478.1
OG0003757	NP_001161808.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_395052.1	XP_021693543.1
OG0003759	XP_006565346.1, XP_393244.1	XP_001648518.2
OG0003760	XP_003251153.1	XP_001654039.1
OG0003761	XP_392902.1	XP_001663268.1
OG0003762	XP_392658.2	XP_021694009.1, XP_021694010.1
OG0003763	XP_006563595.1	XP_001662322.1
OG0003765	XP_395092.2	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_016766389.1	XP_021694739.1
OG0003767	XP_624256.1	XP_001657049.1
OG0003768	XP_006569916.1	XP_001661488.1
OG0003769	XP_026299073.1, XP_026299075.1	XP_001651748.1
OG0003770	XP_006569545.1	XP_001657686.1
OG0003771	XP_026298499.1	XP_001650454.1
OG0003772	XP_003250682.1	XP_001662743.2
OG0003773	XP_026296549.1	XP_001654977.1
OG0003774	XP_026300576.1	XP_001656083.2
OG0003775	XP_001120217.1	XP_001661593.2
OG0003776	XP_006570251.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_026298741.1	XP_001658298.2
OG0003778	XP_003251640.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	NP_001193395.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_393603.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_026295502.1, NP_001171518.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_001120056.1	XP_001661446.1
OG0003783	XP_001119829.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_003249472.1	XP_001652781.2
OG0003785	NP_001129207.1	XP_001658792.2
OG0003786	XP_395779.3, XP_026298542.1	XP_001648956.2
OG0003787	XP_026298623.1	XP_001651583.1
OG0003788	XP_026301507.1	XP_001654840.2
OG0003789	XP_003249557.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_026297172.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_006570971.2	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_003251623.1	XP_021693375.1
OG0003794	XP_623753.4	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_001122452.2	XP_001659519.2
OG0003796	XP_016769254.1	XP_021706928.1
OG0003798	NP_001155181.1	XP_001655156.1
OG0003799	XP_006564028.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_006563123.1	XP_001648396.2
OG0003801	XP_016771069.1	XP_001654530.1
OG0003802	XP_393179.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_001123127.4	XP_001658911.2
OG0003804	XP_006563301.1	XP_001663601.1
OG0003805	XP_623721.3	XP_001659004.1, XP_021711740.1
OG0003806	XP_001121781.3	XP_001662176.1
OG0003807	XP_397043.2	XP_001664324.1
OG0003808	XP_397281.4	XP_001657976.1
OG0003809	XP_392238.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_395930.3	XP_001653335.1
OG0003811	XP_394964.5	XP_001654770.1
OG0003812	XP_006557910.2, XP_026300470.1	XP_021695117.1
OG0003813	XP_001119919.1	XP_001649114.1
OG0003814	XP_006565648.2, NP_001242961.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_006570358.1	XP_021708060.1
OG0003816	XP_003251562.1	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_026299800.1	XP_001655646.2
OG0003818	XP_006561461.1	XP_001663382.1
OG0003819	XP_016772254.2	XP_001657212.1
OG0003820	XP_026299805.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_026300350.1	XP_001661061.2
OG0003822	XP_016768644.1	XP_021708747.1
OG0003823	XP_016768288.1, XP_006559962.1	XP_021707432.1
OG0003824	XP_016772970.1	XP_021703756.1
OG0003825	XP_006559218.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_624040.4	XP_021712347.1, XP_021712762.1
OG0003827	XP_006571572.1, XP_016769063.1	XP_001657822.1
OG0003828	XP_624638.4	XP_001654799.1
OG0003829	XP_395153.3	XP_001654181.2, XP_021708179.1
OG0003830	XP_026296931.1	XP_021704066.1
OG0003831	XP_397232.1	XP_021703199.1
OG0003832	XP_006561360.2	XP_021695532.1, XP_021699518.1
OG0003833	XP_625020.3	XP_001661938.2
OG0003834	XP_006568516.1	XP_001662630.2
OG0003835	XP_001120329.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_026297908.1, XP_026297907.1	XP_021693058.1
OG0003837	XP_006560660.1, XP_026296193.1	XP_001662412.1
OG0003838	XP_026295517.1, XP_001120196.2, XP_016766654.1	XP_001653078.1
OG0003839	XP_006564577.2	XP_021711629.1
OG0003840	XP_003251246.1	XP_001661343.2
OG0003841	XP_394330.4	XP_001654714.2
OG0003842	XP_026299981.1, XP_026299982.1	XP_021694382.1
OG0003843	XP_393949.2	XP_001660441.2
OG0003844	XP_003249738.1	XP_021707551.1
OG0003845	XP_623484.1	XP_001649000.2
OG0003846	XP_624950.1	XP_021706125.1
OG0003847	XP_026297458.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_624984.1	XP_021696983.1
OG0003849	XP_391949.4	XP_001652019.2
OG0003850	XP_006566172.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_016771349.1, XP_001121248.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_395353.1	XP_001658892.1
OG0003853	XP_393926.4	XP_021700780.1
OG0003854	XP_016770906.1	XP_021700498.1, XP_001663280.1
OG0003855	XP_003249923.1	XP_001660954.2
OG0003856	XP_624537.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_001121946.2	XP_021702630.1
OG0003859	XP_395938.2	XP_021707309.1
OG0003860	XP_006568215.3	XP_001652321.1, XP_001652320.1
OG0003861	XP_394767.3	XP_001656735.1
OG0003864	XP_394619.1	XP_001656018.1
OG0003866	XP_623300.2	XP_021712507.1, XP_021695534.1
OG0003867	XP_394616.1	XP_001659451.2
OG0003868	XP_026299091.1	XP_001654697.2
OG0003869	XP_006559928.1	XP_001648285.1
OG0003870	XP_392194.2	XP_001661749.2
OG0003871	XP_016772927.1	XP_021695709.1
OG0003872	XP_623706.1	XP_001659890.2
OG0003874	XP_624826.3	XP_021706516.1
OG0003875	XP_006559886.1	XP_001662456.2
OG0003876	XP_026297224.1	XP_021702721.1
OG0003877	XP_393936.4	XP_001660412.2
OG0003878	XP_006566652.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_394976.4	XP_021696170.1
OG0003880	XP_006566840.1	XP_001656304.2, XP_001656305.2
OG0003881	XP_016767737.2	XP_001654590.2, XP_021697830.1
OG0003882	XP_026295283.1	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	XP_394752.3	XP_021705455.1, XP_001654858.1
OG0003884	XP_026296821.1	XP_021699626.1
OG0003885	XP_001122506.2	XP_001661054.1
OG0003886	XP_006571389.1	XP_011493478.1, XP_001653732.1
OG0003887	XP_026295657.1	XP_021703871.1
OG0003888	NP_001013379.1	XP_001655730.1
OG0003889	XP_392296.4	XP_021697630.1, XP_021697631.1
OG0003890	XP_624608.3	XP_001655215.2
OG0003891	XP_001120689.2	XP_021699581.1, XP_021699590.1
OG0003892	XP_395757.3	XP_021695220.1, XP_001663598.1
OG0003893	XP_393850.2	XP_021705123.1
OG0003894	XP_016772854.2	XP_021699376.1
OG0003895	XP_006561304.2	XP_021707813.1
OG0003896	XP_623816.1	XP_001655804.1
OG0003897	XP_624279.3	XP_001651351.1
OG0003898	NP_001229364.1, XP_006571766.1	XP_001659598.2
OG0003899	XP_391994.1	XP_001663037.1
OG0003900	XP_625095.1	XP_001659208.2, XP_001655211.2
OG0003901	XP_001122939.2	XP_021703990.1, XP_021711911.1
OG0003902	XP_026300039.1	XP_021700599.1
OG0003903	XP_016772804.1, XP_006572010.1	XP_001653972.2
OG0003904	XP_623919.1	XP_001656005.2
OG0003905	XP_623724.3	XP_021709806.1
OG0003906	XP_026295801.1	XP_021709295.1
OG0003907	XP_026299247.1	XP_021711081.1
OG0003908	XP_623366.2	XP_001654758.1
OG0003909	XP_001121788.2	XP_021710690.1
OG0003910	XP_397392.5	XP_021710831.1
OG0003912	XP_016769191.1, XP_006564718.1	XP_021699757.1
OG0003913	XP_006566101.1	XP_021696947.1, XP_021712521.1
OG0003914	XP_396724.2	XP_001656235.1, XP_001651277.1
OG0003915	XP_006568346.2	XP_021711028.1
OG0003916	XP_396999.5, XP_006571077.2	XP_021701480.1
OG0003917	XP_006561985.2	XP_001657094.2
OG0003918	XP_623795.2	XP_021705412.1
OG0003919	XP_392644.3	XP_021709379.1
OG0003920	XP_026297002.1	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	XP_006567209.1	XP_021695344.1
OG0003922	XP_001120842.5	XP_001648170.1
OG0003923	XP_006569041.1	XP_001661544.2
OG0003924	XP_003251071.2	XP_001664268.2
OG0003925	XP_006557271.1, XP_392926.1	XP_021694826.1, XP_021694825.1
OG0003926	XP_001120669.2	XP_021707443.1, XP_001661261.1
OG0003927	XP_026300356.1, XP_395996.1	XP_021709363.1, XP_021709357.1
OG0003928	XP_623864.3	XP_001659506.1
OG0003929	XP_006571697.2	XP_001656965.1
OG0003931	XP_006565397.1	XP_001649557.2
OG0003932	XP_003251065.2	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_625023.1	XP_001652674.1
OG0003934	XP_395260.2	XP_001652176.1
OG0003935	XP_623050.1	XP_021698972.1
OG0003936	NP_001011575.1, XP_026296304.1	XP_021708266.1
OG0003937	XP_026302113.1	XP_021698472.1
OG0003938	XP_016772502.2	XP_001662656.2, XP_021711097.1
OG0003939	XP_026296207.1, XP_624867.2	XP_021697499.1
OG0003940	XP_016772141.2, XP_003249733.2	XP_021706762.1
OG0003941	XP_001122466.1	XP_001649065.1
OG0003943	XP_396003.4	XP_001653215.1
OG0003944	XP_001122977.1	XP_001657769.1
OG0003945	XP_026299501.1	XP_001661277.2
OG0003946	XP_396925.4	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_006569738.2	XP_021713347.1
OG0003948	NP_001153520.1	XP_021709456.1
OG0003950	XP_006563707.1	XP_001654759.2
OG0003951	XP_026298008.1	XP_001660822.1
OG0003952	XP_006564407.1	XP_001655616.2
OG0003953	XP_395069.2	XP_001651486.2
OG0003954	XP_623055.1	XP_001662443.1
OG0003955	XP_026300272.1	XP_001650872.2
OG0003956	XP_623316.3	XP_021694075.1
OG0003957	XP_391960.2	XP_001654781.1
OG0003958	XP_003250270.2	XP_001657386.1
OG0003959	XP_026299487.1	XP_021695380.1, XP_001652653.1
OG0003960	XP_026296448.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_026298140.1	XP_021701277.1
OG0003962	XP_006568235.1	XP_001658571.2
OG0003963	XP_393688.2	XP_001653821.1
OG0003964	XP_026298966.1	XP_001658987.1
OG0003965	XP_016773035.2	XP_001660646.2
OG0003966	XP_624988.3	XP_021700237.1
OG0003967	XP_394614.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_395839.1	XP_001655741.1
OG0003969	XP_393560.4	XP_001658728.1
OG0003970	XP_026296881.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_003249677.2	XP_021702399.1, XP_021702398.1
OG0003972	XP_006562207.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_006559685.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_003250386.3	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_392161.2	XP_021700863.1
OG0003976	XP_624702.2	XP_021711605.1
OG0003977	XP_001121344.2	XP_021706480.1
OG0003978	XP_392894.1	XP_001648293.2
OG0003979	XP_395117.4	XP_001657457.1
OG0003980	XP_006570470.2	XP_021703960.1, XP_021703966.1
OG0003981	XP_016772168.2	XP_021701733.1
OG0003982	XP_393800.5	XP_021702400.1
OG0003983	XP_016768590.1	XP_021695542.1
OG0003984	XP_003249151.1	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	XP_392051.1	XP_021697524.1
OG0003986	XP_016769188.1	XP_001659292.1, XP_021701097.1
OG0003987	XP_016771049.1	XP_021707012.1, XP_021707013.1, XP_021712769.1
OG0003988	XP_026296755.1	XP_021693736.1
OG0003989	XP_006568106.1	XP_021707503.1
OG0003990	XP_006565999.1	XP_001649983.1
OG0003991	XP_016770501.2	XP_021694587.1, XP_021694588.1
OG0003992	XP_624277.2	XP_021704895.1
OG0003993	XP_006564083.2, XP_006564081.2, XP_026299691.1, XP_006564084.2	XP_021696098.1, XP_021694766.1
OG0003994	XP_026296912.1	XP_001660317.1, XP_021710154.1
OG0003995	XP_001120885.2	XP_021710853.1
OG0003996	XP_392378.2	XP_001660743.2
OG0003997	XP_026302088.1	XP_001662649.1
OG0003998	XP_026299563.1	XP_021694307.1
OG0003999	XP_001122002.2	XP_021702245.1
OG0004000	XP_625125.2	XP_001662536.1
OG0004001	XP_026298571.1	XP_001651539.2
OG0004002	XP_026299236.1	XP_021699519.1
OG0004003	NP_001155985.1, XP_026295122.1	XP_021701167.1, XP_021701164.1
OG0004004	XP_016773628.1	XP_001656875.1
OG0004006	XP_026300561.1	XP_021696407.1, XP_021696416.1
OG0004008	XP_006561936.1	XP_001656312.1
OG0004009	XP_006561064.1	XP_001656220.1
OG0004010	XP_394099.4	XP_021707149.1
OG0004011	NP_001239359.1	XP_021701665.1, XP_021712846.1
OG0004012	XP_026301955.1, XP_026301956.1, XP_026301957.1	XP_021705170.1
OG0004014	XP_026300083.1	XP_021694510.1
OG0004016	XP_026299442.1	XP_021694471.1
OG0004017	XP_006560052.1, XP_006560054.1, XP_006560053.1	XP_021698858.1, XP_021698857.1
OG0004018	XP_026299400.1	XP_021695618.1
OG0004019	XP_006572354.1	XP_021702240.1
OG0004020	XP_006561836.1	XP_001655666.1, XP_021712726.1
OG0004021	XP_026298233.1, XP_026298224.1	XP_001662990.2
OG0004022	XP_001121865.1	XP_001655055.1, XP_001655054.1
OG0004023	XP_016771930.2	XP_001658989.1, XP_021708079.1
OG0004024	XP_006568419.2, XP_026297399.1	XP_021709172.1
OG0004026	XP_001120982.2	XP_001657095.2
OG0004027	XP_396627.4	XP_021698799.1
OG0004030	XP_625113.1	XP_021710816.1
OG0004031	XP_003250780.1	XP_021705674.1
OG0004032	XP_016767147.2	XP_021704447.1
OG0004033	XP_016766928.1	XP_001653338.1
OG0004034	XP_006565024.2	XP_001652388.2
OG0004035	XP_006564745.1	XP_021708965.1
OG0004036	XP_623133.4	XP_021706353.1
OG0004037	XP_026301836.1	XP_021698550.1
OG0004038	XP_003250346.1	XP_021709064.1
OG0004041	XP_006565007.3	XP_001659977.2, XP_021712807.1
OG0004042	XP_393035.1	XP_001654734.1
OG0004043	XP_006557366.1	XP_001662270.2
OG0004044	XP_006560665.1	XP_001659187.2
OG0004045	XP_006560704.2, XP_016772223.2	XP_021693403.1
OG0004046	XP_006565404.1	XP_021713261.1, XP_001652793.1
OG0004047	XP_006565410.2	XP_021711741.1, XP_001659005.1
OG0004048	XP_006562470.1, XP_026299647.1	XP_001656303.1
OG0004049	XP_026295466.1	XP_001650438.2
OG0004050	XP_026296786.1	XP_001656879.1
OG0004051	XP_001120355.1	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	XP_006563534.2	XP_001663907.2
OG0004053	XP_016766437.1, XP_006561244.1	XP_001651506.2
OG0004054	XP_003251511.1	XP_021706586.1
OG0004055	XP_006564535.2	XP_001653319.2
OG0004056	XP_001122081.1	XP_021697096.1
OG0004058	XP_397399.2	XP_001651168.1, XP_001662502.1
OG0004059	XP_623299.3	XP_001658170.1
OG0004060	XP_006564797.1	XP_001661813.2
OG0004061	XP_016771427.1	XP_021701067.1
OG0004063	XP_026295125.1, NP_001229503.1	XP_021700238.1
OG0004064	XP_001122669.2	XP_001651175.2
OG0004065	XP_396552.3	XP_021700094.1, XP_021706851.1
OG0004066	XP_001122399.1, XP_026300527.1	XP_021698932.1
OG0004067	XP_026295898.1	XP_021697462.1
OG0004068	NP_001128420.1	XP_021711540.1
OG0004069	XP_623903.2, XP_026301502.1	XP_021694204.1, XP_021694205.1, XP_021694206.1
OG0004070	XP_026294980.1	XP_021703451.1, XP_021703429.1, XP_021703422.1
OG0004071	XP_001121913.2	XP_021699078.1
OG0004072	XP_393997.1	XP_021693098.1
OG0004073	XP_026295930.1	XP_001650739.2
OG0004074	XP_623605.2	XP_021697650.1
OG0004075	XP_016771510.2	XP_021693331.1
OG0004076	XP_395025.2	XP_001659905.2
OG0004077	XP_026301405.1	XP_001663942.2
OG0004078	NP_001172008.1	XP_021712035.1, XP_021712781.1
OG0004079	XP_006559680.1	XP_021709183.1
OG0004080	XP_026294784.1	XP_021695449.1
OG0004082	XP_393406.4, XP_006560861.1	XP_021700745.1, XP_021700746.1
OG0004083	XP_016769908.2	XP_001653710.2
OG0004084	XP_006558355.1	XP_021708264.1
OG0004085	XP_026299277.1	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1
OG0004086	NP_001011585.1, XP_026301045.1	XP_021695343.1, XP_021695356.1
OG0004087	XP_026296624.1, XP_026296623.1	XP_001649206.2
OG0004088	XP_006569286.1	XP_001660898.2
OG0004089	XP_016771325.1	XP_021703126.1
OG0004090	XP_026299087.1, XP_026299085.1	XP_021700310.1
OG0004091	XP_395605.3	XP_001650913.1
OG0004092	XP_006563064.1, XP_624869.1	XP_021703553.1
OG0004093	XP_006570508.1, XP_006570507.1	XP_021697845.1
OG0004094	XP_394204.2, XP_006568702.1	XP_001655173.1
OG0004095	XP_624643.2	XP_021698148.1
OG0004096	XP_006565907.2	XP_021710103.1
OG0004097	XP_026299393.1, XP_001122415.1	XP_021701224.1, XP_021701225.1, XP_001655805.1
OG0004098	XP_006567329.1	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1
OG0004099	XP_392635.4	XP_001664263.1
OG0004100	XP_391907.1	XP_001656361.1
OG0004101	XP_016769558.1	XP_021701507.1
OG0004102	XP_001120785.2	XP_021709149.1
OG0004103	XP_026298204.1	XP_021705130.1
OG0004104	NP_001177977.2, XP_026296891.1	XP_021702797.1, XP_001656561.1, XP_021709472.1
OG0004105	XP_392103.2	XP_021700485.1
OG0004106	XP_026296135.1	XP_001652371.2
OG0004107	XP_006571445.1	XP_001660065.2
OG0004110	XP_026296625.1, XP_016767744.1	XP_021697032.1
OG0004111	XP_026297201.1	XP_001655070.1
OG0004112	XP_006570948.1	XP_021709661.1
OG0004113	XP_006568820.1, XP_396656.1	XP_001663319.1
OG0004114	XP_001122985.1	XP_001662644.1
OG0004116	XP_026301749.1	XP_021712264.1, XP_021709622.1, XP_021712265.1
OG0004117	XP_026297297.1	XP_021696853.1, XP_021696852.1
OG0004119	XP_016768569.2	XP_021693306.1, XP_021693305.1, XP_021693307.1
OG0004120	XP_393310.1	XP_001657116.1
OG0004121	XP_016769825.1	XP_001656967.1
OG0004122	XP_026295564.1, XP_026295562.1	XP_001654352.2
OG0004123	XP_006570903.2	XP_021702102.1
OG0004124	XP_026302069.1	XP_021696283.1
OG0004125	XP_006558111.1	XP_021713331.1
OG0004126	XP_026300830.1	XP_021700959.1
OG0004127	XP_003250469.1, XP_006564511.1, XP_006564512.1	XP_021704364.1
OG0004128	XP_006572054.1	XP_001653405.2
OG0004129	XP_006564578.2	XP_001657931.2
OG0004130	XP_006571760.3	XP_021694180.1, XP_021694178.1, XP_021694179.1
OG0004131	XP_006561919.1	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1
OG0004132	XP_006567775.1	XP_021695153.1
OG0004133	XP_397109.3, XP_006566358.1	XP_001655872.2
OG0004135	XP_001122973.2	XP_011493091.2
OG0004137	XP_625230.3	XP_001660546.2
OG0004138	XP_006568623.1	XP_001653368.2
OG0004140	XP_006570675.1, XP_003251593.1	XP_001658910.1
OG0004141	XP_395096.4	XP_021697604.1, XP_021697605.1
OG0004142	NP_001314880.1, XP_026302136.1	XP_021699866.1
OG0004143	XP_026299156.1	XP_021697922.1
OG0004144	XP_625031.3	XP_001660636.1
OG0004145	XP_006567879.1	XP_021711474.1, XP_021711462.1
OG0004146	NP_001314892.1, XP_026298872.1	XP_021711899.1, XP_021696650.1, XP_021694303.1
OG0004147	XP_006571749.1	XP_021698923.1, XP_021698922.1, XP_021698921.1
OG0004148	XP_026299383.1	XP_021695474.1
OG0004149	XP_003250476.1	XP_021710581.1, XP_021710582.1, XP_021710583.1
OG0004150	XP_003250308.1	XP_001657872.2
OG0004151	XP_016769727.2	XP_001660252.2
OG0004152	XP_026302049.1	XP_021700705.1
OG0004153	XP_016767832.1	XP_021710812.1
OG0004155	XP_016767546.1, NP_001116485.2	XP_001659747.2
OG0004157	XP_026295560.1, XP_026295561.1	XP_001648926.2
OG0004159	XP_006567446.1	XP_021696659.1
OG0004160	XP_016770007.2	XP_021698216.1, XP_021698217.1, XP_021698219.1
OG0004162	XP_026298929.1	XP_021704052.1
OG0004163	XP_001121567.1	XP_021703330.1
OG0004164	XP_391890.3	XP_021708436.1
OG0004166	XP_006558505.1	XP_021696643.1
OG0004167	XP_006558679.2	XP_021704404.1
OG0004168	XP_026295327.1	XP_021700136.1, XP_021700137.1
OG0004169	NP_001011650.1	XP_001659294.2
OG0004170	XP_006559888.1	XP_021709018.1
OG0004171	XP_001121552.2	XP_001658828.2
OG0004172	XP_006562175.1	XP_021698368.1
OG0004173	XP_006565171.1	XP_021696307.1
OG0004174	XP_006572013.2	XP_021697258.1, XP_021712125.1
OG0004175	XP_006559175.1	XP_001660585.2
OG0004176	XP_026296733.1	XP_021695406.1
OG0004177	XP_026295613.1	XP_021702658.1, XP_021702657.1, XP_001648884.1
OG0004180	XP_006565974.1	XP_021701672.1, XP_021701666.1
OG0004181	XP_624334.2	XP_001658430.1
OG0004182	XP_006566310.1, NP_001071276.1	XP_021702926.1, XP_021702925.1, XP_021702924.1
OG0004183	XP_395378.4	XP_001658696.2
OG0004184	XP_001120100.2	XP_001651509.2
OG0004186	NP_001265258.1, XP_016772979.2	XP_021703840.1, XP_021703844.1
OG0004187	XP_624574.2	XP_001648740.2
OG0004188	XP_397338.3	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2
OG0004189	XP_016768334.1, XP_016768333.1	XP_021695382.1
OG0004190	XP_006559637.1	XP_021710607.1, XP_021710601.1
OG0004191	XP_026298906.1, XP_026298907.1	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1
OG0004192	XP_006558585.2	XP_001655788.1
OG0004193	XP_016773545.1	XP_021698177.1, XP_021711832.1
OG0004194	XP_003251298.1	XP_021706246.1
OG0004195	XP_392813.2	XP_021698011.1, XP_001661088.1
OG0004196	XP_026302050.1	XP_001648560.2
OG0004197	XP_003249914.1	XP_001649548.1
OG0004198	XP_006571571.1, XP_026300047.1, XP_026300038.1	XP_021700917.1, XP_001650144.1
OG0004199	XP_006559866.1, XP_016768667.1	XP_001650421.1
OG0004201	XP_396024.6	XP_001650884.2, XP_021696253.1
OG0004202	XP_392132.1	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1
OG0004203	XP_623770.2	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2
OG0004204	XP_006561817.2	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1
OG0004205	XP_624310.2	XP_001652290.1, XP_021712674.1
OG0004206	XP_006558549.2	XP_001653981.2, XP_021698721.1, XP_021698725.1
OG0004207	XP_006558776.1	XP_001655224.2, XP_021712076.1
OG0004209	XP_006561071.2	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2
OG0004210	XP_003250831.1	XP_021697871.1, XP_001657018.1
OG0004211	XP_001121683.2	XP_021713256.1, XP_001657357.1
OG0004212	XP_006566196.1, XP_026299084.1	XP_001658305.2
OG0004213	XP_624484.1	XP_001658321.2
OG0004214	XP_001121751.2	XP_021712601.1, XP_021706408.1, XP_001658473.2
OG0004216	XP_026298030.1	XP_001659576.1
OG0004217	XP_395437.4	XP_001660455.1
OG0004218	XP_026299413.1	XP_001661444.1
OG0004219	XP_394142.4	XP_001661470.1
OG0004220	XP_026299971.1, XP_026299970.1	XP_001663145.1
OG0004222	XP_006563169.1, XP_006563172.1, XP_016772480.1	XP_011493613.1
OG0004223	XP_026296454.1, XP_003250433.1	XP_021712724.1, XP_021693015.1, XP_021693016.1
OG0004224	XP_006559746.1	XP_021693593.1
OG0004225	XP_001123003.1	XP_021694422.1
OG0004227	XP_393566.3	XP_021695638.1
OG0004228	XP_001120846.1	XP_021696503.1
OG0004229	XP_006559721.1	XP_021696831.1, XP_021696830.1, XP_021696829.1
OG0004231	NP_001091684.1, XP_006563390.1	XP_021697905.1, XP_021697911.1
OG0004232	XP_006560763.1	XP_021697931.1
OG0004233	XP_395659.1	XP_021698194.1
OG0004234	XP_016767840.1, XP_006564840.1	XP_021698467.1, XP_021698466.1
OG0004235	XP_026295973.1	XP_021698611.1
OG0004236	XP_006557659.1	XP_021699414.1
OG0004237	XP_006568082.2	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1
OG0004238	XP_026299525.1, XP_026299523.1	XP_021701490.1
OG0004239	XP_026295255.1	XP_021702967.1, XP_021702966.1, XP_021702965.1
OG0004240	XP_393944.1	XP_021703094.1
OG0004241	XP_016772013.2	XP_021703334.1, XP_021703336.1
OG0004242	XP_026301947.1, XP_026301946.1	XP_021703663.1
OG0004243	XP_001120674.3	XP_021704717.1
OG0004244	XP_003249778.1	XP_021705087.1
OG0004245	XP_006559708.2	XP_021706024.1
OG0004246	XP_026296300.1	XP_021706303.1
OG0004247	XP_394772.3	XP_021706306.1
OG0004248	XP_006561196.1	XP_021706483.1
OG0004249	XP_394564.1	XP_021713150.1
OG0004250	XP_006565642.2	XP_021713152.1
OG0004251	XP_026299700.1, XP_026299701.1	XP_021713268.1
OG0004275	XP_006558909.1	XP_001655929.1
OG0004276	XP_393322.1	XP_001652207.1, XP_021712520.1
OG0004277	XP_006561989.1	XP_021696259.1
OG0004278	XP_006565645.2	XP_021705595.1
OG0004279	XP_624910.1	XP_001657881.1, XP_021707576.1
OG0004280	XP_392478.2	XP_001659012.2
OG0004281	XP_006571600.1	XP_001664110.1
OG0004282	XP_016767446.1	XP_021694823.1, XP_001656140.1
OG0004283	XP_623731.1	XP_001659022.1
OG0004284	XP_006565264.1	XP_021710111.1, XP_001663344.1
OG0004285	XP_393779.1	XP_001653603.2
OG0004286	XP_026301403.1	XP_001651008.2
OG0004287	XP_393426.1	XP_021712869.1, XP_021697398.1, XP_021697403.1
OG0004288	XP_001121467.2	XP_001658846.2, XP_021708097.1
OG0004289	XP_016772473.2	XP_001651805.1
OG0004290	XP_392023.1	XP_001659703.1
OG0004291	XP_003249561.2	XP_001664093.2
OG0004292	XP_393161.3	XP_021706771.1
OG0004293	XP_026298362.1	XP_001650411.1, XP_021711780.1
