Orthogroup	Bombus_terrestris	Habropoda_laboriosa
OG0005042	XP_012170914.1	XP_017788772.1
OG0005043	XP_012170810.1	XP_017796215.1
OG0005044	XP_012170978.1	XP_017788979.1
OG0005045	XP_012170748.1	XP_017788839.1
OG0005046	XP_003400026.1	XP_017788844.1
OG0005047	XP_012171624.1	XP_017797718.1
OG0005048	XP_003393477.1	XP_017799015.1
OG0005049	XP_020722302.1	XP_017787994.1
OG0005050	XP_020722180.1	XP_017798543.1
OG0005051	XP_003402392.2	XP_017798946.1, XP_017798705.1
OG0005052	XP_012171168.1, XP_003400380.1, XP_012171169.1	XP_017798535.1
OG0005053	XP_003400671.1, XP_003400637.1	XP_017798525.1
OG0005054	XP_012171508.1	XP_017798562.1
OG0005055	XP_012171819.1	XP_017797736.1
OG0005056	XP_020723566.1	XP_017794610.1
OG0005057	XP_020722264.1	XP_017797796.1
OG0005059	XP_020724053.1	XP_017794540.1
OG0005060	XP_012172475.1	XP_017787408.1
OG0005061	XP_012172676.1	XP_017795883.1
OG0005062	XP_003399457.3	XP_017792926.1
OG0005063	XP_012172260.1	XP_017791818.1
OG0005064	XP_003401125.1	XP_017791812.1
OG0005065	XP_003401547.1, XP_012172823.1, XP_012172821.1	XP_017794752.1
OG0005066	XP_003401517.1	XP_017793552.1
OG0005067	XP_012172373.1	XP_017792903.1
OG0005068	XP_003401262.1	XP_017791800.1
OG0005069	XP_012172453.1	XP_017789633.1
OG0005070	XP_020722383.1	XP_017794751.1
OG0005071	XP_012172617.1	XP_017796338.1
OG0005072	XP_012172615.2	XP_017796302.1
OG0005073	XP_003401512.1	XP_017793523.1
OG0005074	XP_003402810.1	XP_017793031.1
OG0005075	XP_012172355.1	XP_017792918.1
OG0005076	XP_003401080.3	XP_017796669.1
OG0005078	XP_012172558.1	XP_017795915.1
OG0005079	XP_003401419.2	XP_017796839.1
OG0005080	XP_003402146.1	XP_017794897.1
OG0005081	XP_003402198.1	XP_017792780.1
OG0005082	XP_003402136.1	XP_017794912.1
OG0005083	XP_012173704.1	XP_017794911.1
OG0005084	XP_020724187.1	XP_017791520.1
OG0005085	XP_020724090.1	XP_017796740.1
OG0005086	XP_003399658.1	XP_017792599.1
OG0005087	XP_012169864.1	XP_017798425.1
OG0005088	XP_003399904.1	XP_017798449.1
OG0005089	XP_012170159.1	XP_017798301.1
OG0005090	XP_012166590.1	XP_017797700.1
OG0005091	XP_003402796.1	XP_017795424.1
OG0005092	XP_012163614.1	XP_017797048.1
OG0005093	XP_020719379.1	XP_017795153.1
OG0005094	XP_003396827.2	XP_017790998.1
OG0005095	XP_003396838.1	XP_017791010.1
OG0005096	XP_012163152.2	XP_017797909.1
OG0005097	XP_020719262.1	XP_017799006.1
OG0005098	XP_012175751.1	XP_017799099.1
OG0005099	XP_012174802.1	XP_017799124.1
OG0005100	XP_012166237.1	XP_017797927.1
OG0005101	XP_012166309.1	XP_017797931.1
OG0005102	XP_003399215.1, XP_020721116.1	XP_017796722.1
OG0005103	XP_003393058.1	XP_017799182.1
OG0005104	XP_012165462.1	XP_017794307.1
OG0005105	XP_003393227.2	XP_017796123.1
OG0005107	XP_003399296.1	XP_017797879.1
OG0005108	XP_020719192.1	XP_017792819.1
OG0005110	XP_003402626.1	XP_017796416.1
OG0005111	XP_012174738.2	XP_017788262.1
OG0005112	XP_020722436.1	XP_017797299.1
OG0005113	XP_003393789.1	XP_017788277.1
OG0005114	XP_020724054.1	XP_017794624.1
OG0005115	XP_003402545.2	XP_017796548.1
OG0005116	XP_003398065.1	XP_017791580.1
OG0005117	XP_003403028.2	XP_017789436.1
OG0005118	XP_003399333.1	XP_017789269.1
OG0005119	XP_020721305.1, XP_012169605.1	XP_017793471.1
OG0005120	XP_003396566.1	XP_017792050.1
OG0005121	XP_003400670.1	XP_017792518.1
OG0005122	XP_012165456.1, XP_012165455.1	XP_017790341.1
OG0005123	XP_003400106.1	XP_017788934.1
OG0005124	XP_003400807.1	XP_017797762.1
OG0005125	XP_003401081.1	XP_017796618.1
OG0005126	XP_012165634.1	XP_017792061.1
OG0005127	XP_003393185.1	XP_017788310.1
OG0005128	XP_012168250.1	XP_017794564.1
OG0005129	XP_003397479.1	XP_017789658.1
OG0005130	XP_003397517.1	XP_017789707.1
OG0005131	XP_003392932.1	XP_017797305.1
OG0005132	XP_003393695.1	XP_017796542.1
OG0005133	XP_003394060.1	XP_017787759.1
OG0005134	XP_012170749.1	XP_017787902.1
OG0005135	XP_012175995.1	XP_017788682.1
OG0005136	XP_003394979.1	XP_017797282.1
OG0005137	XP_003402503.1	XP_017798154.1
OG0005138	XP_003403383.2, XP_020718563.1	XP_017797052.1
OG0005139	XP_003395501.1	XP_017790715.1
OG0005140	XP_003395627.1	XP_017791938.1
OG0005141	XP_003395584.1	XP_017793656.1
OG0005142	XP_003401978.1	XP_017793601.1
OG0005143	XP_003399568.1	XP_017794966.1
OG0005144	XP_003395652.1	XP_017792124.1
OG0005145	XP_012165589.1	XP_017792312.1
OG0005146	XP_003396589.1, XP_020719453.1	XP_017792335.1
OG0005147	XP_012166293.1	XP_017793898.1
OG0005148	XP_003401737.1	XP_017787438.1
OG0005149	XP_003397661.1	XP_017794381.1
OG0005150	XP_003393053.1	XP_017799184.1
OG0005151	XP_003395065.1	XP_017797181.1
OG0005152	XP_003393307.1	XP_017788303.1
OG0005153	XP_003394460.1	XP_017788101.1
OG0005154	XP_003401231.1	XP_017792934.1
OG0005155	XP_020721522.1	XP_017792446.1
OG0005156	XP_003397837.1	XP_017795727.1
OG0005157	XP_020723024.1, XP_003401910.1	XP_017794052.1
OG0005158	XP_003403150.1	XP_017799544.1
OG0005159	XP_003394611.2	XP_017788145.1
OG0005160	XP_003395978.1	XP_017789114.1
OG0005161	XP_012163636.1	XP_017796970.1
OG0005162	XP_003394722.1, XP_012176648.1	XP_017791735.1
OG0005163	XP_003401083.1	XP_017791807.1
OG0005164	XP_012175167.1	XP_017799597.1, XP_017799596.1
OG0005165	XP_012170299.1	XP_017791389.1
OG0005166	XP_012166085.1	XP_017787818.1
OG0005167	XP_003396690.3	XP_017794232.1, XP_017794229.1
OG0005168	XP_003392944.1	XP_017797486.1
OG0005169	XP_003401807.1	XP_017797986.1
OG0005170	XP_003401722.1	XP_017787485.1
OG0005171	XP_003398026.1	XP_017797323.1
OG0005172	XP_020718340.1	XP_017796239.1
OG0005173	XP_020722367.1, XP_003400545.1	XP_017794643.1
OG0005174	XP_003393070.1	XP_017799144.1
OG0005175	XP_003396352.1	XP_017792375.1
OG0005176	XP_003396943.1	XP_017787825.1
OG0005177	XP_003395840.1, XP_012164371.1	XP_017790778.1
OG0005178	XP_020720861.1	XP_017795496.1
OG0005179	XP_003395003.1	XP_017796245.1
OG0005180	XP_003396850.1	XP_017791052.1
OG0005181	XP_003396852.1	XP_017791053.1
OG0005182	XP_003394662.1	XP_017790096.1
OG0005183	XP_003400764.1	XP_017798743.1
OG0005184	XP_003403090.2	XP_017793973.1
OG0005185	XP_012176574.1	XP_017788079.1, XP_017788080.1
OG0005186	XP_020724201.1	XP_017788028.1
OG0005187	XP_003394298.1	XP_017789406.1
OG0005188	XP_003395640.1	XP_017792209.1
OG0005189	XP_003400215.1	XP_017788837.1
OG0005190	XP_003403342.1	XP_017791601.1
OG0005191	XP_003402998.2	XP_017796831.1
OG0005192	XP_003398138.1	XP_017790137.1
OG0005193	XP_012167994.1	XP_017792071.1
OG0005194	XP_003398206.1	XP_017789545.1
OG0005195	XP_003398733.1	XP_017789276.1
OG0005196	XP_012169711.1	XP_017789282.1
OG0005197	XP_012172645.1	XP_017796282.1
OG0005198	XP_003399913.1	XP_017791511.1
OG0005199	XP_003399859.1	XP_017787583.1
OG0005200	XP_003399941.1	XP_017787710.1
OG0005201	XP_003400241.1	XP_017788798.1
OG0005202	XP_003400115.1	XP_017788845.1
OG0005203	XP_003400032.1	XP_017789870.1
OG0005204	XP_003400021.1	XP_017789842.1
OG0005205	XP_012174907.1, XP_003403087.1	XP_017789874.1
OG0005206	XP_012171842.1	XP_017797823.1
OG0005207	XP_003400571.1	XP_017798738.1
OG0005208	XP_003400593.1	XP_017798753.1
OG0005209	XP_003400599.1, XP_012171539.1	XP_017798722.1
OG0005210	XP_003400461.1	XP_017798572.1
OG0005211	XP_012171189.1	XP_017798630.1
OG0005212	XP_012174276.1	XP_017788354.1
OG0005213	XP_012172662.1, XP_012172669.1	XP_017796470.1
OG0005214	XP_003393869.1	XP_017790537.1
OG0005215	XP_003393947.1	XP_017795947.1
OG0005216	XP_003402357.1	XP_017795309.1
OG0005217	XP_003394253.1	XP_017788062.1
OG0005218	XP_003399571.1	XP_017794838.1
OG0005219	XP_003396013.1	XP_017789202.1
OG0005220	XP_003396043.1	XP_017789153.1
OG0005221	XP_003396667.1, XP_020719198.1	XP_017787767.1
OG0005222	XP_012166997.1, XP_003397485.1	XP_017790928.1
OG0005223	XP_012166620.1	XP_017794078.1
OG0005224	XP_012170271.1	XP_017794636.1
OG0005225	XP_003403092.1	XP_017791117.1
OG0005226	XP_003394301.1	XP_017789449.1
OG0005227	XP_020723542.1	XP_017793259.1
OG0005228	XP_003394466.1	XP_017788126.1
OG0005229	XP_020723767.1	XP_017794053.1
OG0005230	XP_003393051.3	XP_017798948.1
OG0005231	XP_003394265.1	XP_017788892.1
OG0005232	XP_012170450.1	XP_017787538.1
OG0005233	XP_012164381.1, XP_003395846.1	XP_017790742.1
OG0005234	XP_012166134.1	XP_017795684.1
OG0005235	XP_020721927.1	XP_017795353.1
OG0005236	XP_003396739.1	XP_017792063.1
OG0005237	XP_012170065.2	XP_017798462.1
OG0005238	XP_012166513.1	XP_017790252.1, XP_017790253.1
OG0005239	XP_012163113.1	XP_017796127.1
OG0005240	XP_012163332.1	XP_017791981.1
OG0005241	XP_012176448.1	XP_017790635.1
OG0005242	XP_003401734.1	XP_017794057.1
OG0005243	XP_012174967.1	XP_017791188.1
OG0005244	XP_003395831.1	XP_017790750.1
OG0005245	XP_012168221.1	XP_017789375.1
OG0005246	XP_003399714.1	XP_017787528.1
OG0005247	XP_003396157.1	XP_017789149.1
OG0005248	XP_003397086.1	XP_017798835.1
OG0005249	XP_003396689.1	XP_017795670.1
OG0005250	XP_003393929.1, XP_012175625.1	XP_017795964.1
OG0005251	XP_003393621.1	XP_017787918.1
OG0005252	XP_012166968.1	XP_017789729.1
OG0005253	XP_003393796.1	XP_017788263.1
OG0005254	XP_003399493.1	XP_017798395.1
OG0005255	XP_003402148.2	XP_017792803.1
OG0005256	XP_003397758.1, XP_020720307.1	XP_017797329.1
OG0005257	XP_012164072.2	XP_017799185.1
OG0005258	XP_020721135.1	XP_017793151.1
OG0005259	XP_003395676.1	XP_017788655.1
OG0005260	XP_003395186.1	XP_017795271.1
OG0005261	XP_012174350.1	XP_017796439.1
OG0005262	XP_020723755.1	XP_017791155.1
OG0005263	XP_003398835.1	XP_017789687.1
OG0005264	XP_003394800.1	XP_017789925.1
OG0005265	XP_003403095.1	XP_017791123.1
OG0005266	XP_012169521.1	XP_017796892.1
OG0005267	XP_012175501.1, XP_003403401.2	XP_017793628.1
OG0005268	XP_003395604.1	XP_017790789.1
OG0005269	XP_003402082.1	XP_017788582.1
OG0005270	XP_003396501.1	XP_017792010.1
OG0005271	XP_003396156.1	XP_017789165.1
OG0005272	XP_003401219.1	XP_017792914.1
OG0005273	XP_003398075.1	XP_017791626.1
OG0005274	XP_003394122.1	XP_017789311.1
OG0005275	XP_003395169.1	XP_017795965.1
OG0005276	XP_003398227.1	XP_017792214.1
OG0005277	XP_012173332.1	XP_017788581.1
OG0005278	XP_003396687.1, XP_012165756.1	XP_017795661.1
OG0005279	XP_003398036.2	XP_017797354.1
OG0005280	XP_003397009.1, XP_020719816.1	XP_017798898.1
OG0005281	XP_012168824.1	XP_017793304.1
OG0005282	XP_012176343.2	XP_017788136.1
OG0005283	XP_012168114.1	XP_017790042.1
OG0005284	XP_012168829.1	XP_017793303.1
OG0005285	XP_003402986.1	XP_017789103.1
OG0005286	XP_003395024.1	XP_017798199.1
OG0005287	XP_003398863.1	XP_017793310.1
OG0005288	XP_003395968.1	XP_017787720.1
OG0005289	XP_012163761.1	XP_017789796.1
OG0005290	XP_020721075.1	XP_017793352.1, XP_017793351.1
OG0005291	XP_003397376.1	XP_017793853.1
OG0005292	XP_003396121.1	XP_017789169.1
OG0005293	XP_012167657.1	XP_017797353.1
OG0005294	XP_012175671.1	XP_017794450.1
OG0005295	XP_012164554.1	XP_017793722.1
OG0005296	XP_003397994.1	XP_017790956.1
OG0005297	XP_003397445.1	XP_017791952.1
OG0005298	XP_003398330.1	XP_017793897.1
OG0005299	XP_003399135.1	XP_017793003.1
OG0005300	XP_003395291.1	XP_017790793.1
OG0005301	XP_003395002.1	XP_017796254.1
OG0005302	XP_003394350.1	XP_017789330.1
OG0005303	XP_003401452.1	XP_017796289.1
OG0005304	XP_012164348.1	XP_017790796.1
OG0005305	XP_003400489.1	XP_017794638.1
OG0005306	XP_020724105.1	XP_017789435.1
OG0005307	XP_012164755.1	XP_017799207.1
OG0005308	XP_020721718.1	XP_017798390.1
OG0005309	XP_020720556.1	XP_017795459.1
OG0005310	XP_012173121.1	XP_017787487.1
OG0005311	XP_003399911.2	XP_017791505.1
OG0005312	XP_003400839.1	XP_017797764.1
OG0005313	XP_003394629.1	XP_017788115.1
OG0005314	XP_012166217.1	XP_017790445.1
OG0005315	XP_003399991.1	XP_017787535.1
OG0005316	XP_003399155.1	XP_017792730.1
OG0005317	XP_003402709.1	XP_017793191.1
OG0005318	XP_020718890.1	XP_017795365.1
OG0005319	XP_003398753.1	XP_017798175.1
OG0005320	XP_003399049.1	XP_017793426.1
OG0005321	XP_020723709.1	XP_017789174.1
OG0005322	XP_012164526.1, XP_012164528.2	XP_017796793.1
OG0005323	XP_003401058.1	XP_017796653.1
OG0005324	XP_012169662.1	XP_017789289.1
OG0005325	XP_003395566.1	XP_017793689.1
OG0005326	XP_003402554.1	XP_017790896.1
OG0005327	XP_003398056.1	XP_017795391.1
OG0005328	XP_020722090.1, XP_012171544.1	XP_017798696.1
OG0005329	XP_003394838.1	XP_017796257.1
OG0005330	XP_003401796.1	XP_017798027.1
OG0005331	XP_003394796.1	XP_017789984.1
OG0005332	XP_003398378.1	XP_017789970.1
OG0005333	XP_012175802.1	XP_017787763.1
OG0005334	XP_003402677.1	XP_017796496.1
OG0005335	XP_012167161.1	XP_017795085.1
OG0005336	XP_003403362.1	XP_017791627.1
OG0005337	XP_003396174.1	XP_017789146.1
OG0005338	XP_012166341.1	XP_017790375.1
OG0005339	XP_020723283.1	XP_017797505.1
OG0005340	XP_012165298.2	XP_017792327.1
OG0005341	XP_003398844.2	XP_017789635.1
OG0005342	XP_003393177.1	XP_017788289.1
OG0005343	XP_003401446.2	XP_017796287.1
OG0005344	XP_012170402.1	XP_017794959.1
OG0005345	XP_012165990.1	XP_017791057.1
OG0005346	XP_012170401.1, XP_003399797.1	XP_017794820.1
OG0005347	XP_003393296.1	XP_017797935.1
OG0005348	XP_003393660.1	XP_017792729.1
OG0005349	XP_003394587.1	XP_017796140.1
OG0005350	XP_003400906.1	XP_017797695.1
OG0005351	XP_003398730.1	XP_017792864.1
OG0005352	XP_003393793.1, XP_003393797.1	XP_017788264.1
OG0005353	XP_012174685.1	XP_017796158.1
OG0005354	XP_003399813.1, XP_012170430.1	XP_017794817.1
OG0005355	XP_003399040.1	XP_017793425.1
OG0005356	XP_020720539.1	XP_017795442.1
OG0005357	XP_003396311.1	XP_017792388.1
OG0005358	XP_012174220.1	XP_017799518.1
OG0005359	XP_003394289.1	XP_017789486.1
OG0005360	XP_003397283.1	XP_017790181.1
OG0005361	XP_012170944.1	XP_017792585.1
OG0005362	XP_012172794.1	XP_017794748.1
OG0005363	XP_012173932.1	XP_017790075.1
OG0005364	XP_003401313.1	XP_017799405.1
OG0005365	XP_003394506.1	XP_017791023.1
OG0005366	XP_012164426.1	XP_017795385.1
OG0005367	XP_012174545.1	XP_017791725.1
OG0005368	XP_003402870.1	XP_017797946.1
OG0005369	XP_003396732.1	XP_017792079.1
OG0005370	XP_003401931.1	XP_017788556.1
OG0005371	XP_012175935.1	XP_017788358.1
OG0005372	XP_003400495.1	XP_017798981.1
OG0005373	XP_003395113.1	XP_017797161.1
OG0005375	XP_003397552.1	XP_017794337.1
OG0005376	XP_020720011.1	XP_017798975.1
OG0005377	XP_012172907.1	XP_017787469.1
OG0005378	XP_003399907.1	XP_017792459.1
OG0005379	XP_003402160.1	XP_017792770.1
OG0005380	XP_012166523.1, XP_003393351.1	XP_017792798.1
OG0005381	XP_012171053.1	XP_017788729.1
OG0005382	XP_003394689.1	XP_017791689.1
OG0005383	XP_020724321.1	XP_017789518.1
OG0005384	XP_020723718.1, XP_012175525.2	XP_017787460.1
OG0005385	XP_012175393.1	XP_017791554.1
OG0005386	XP_003396347.1	XP_017792367.1
OG0005387	XP_012168183.1	XP_017795470.1
OG0005388	XP_003397670.1	XP_017790073.1
OG0005389	XP_020722914.1	XP_017787499.1
OG0005390	XP_012172758.2	XP_017793559.1
OG0005391	XP_012174873.1	XP_017791720.1
OG0005392	XP_003401232.1	XP_017792902.1
OG0005393	XP_012168394.1	XP_017794558.1
OG0005394	XP_003394452.1	XP_017788109.1
OG0005395	XP_003394184.1	XP_017795258.1
OG0005396	XP_012172367.1	XP_017792917.1
OG0005397	XP_003394512.1	XP_017791922.1, XP_017791923.1
OG0005398	XP_003393097.1	XP_017798963.1
OG0005399	XP_003403345.1	XP_017791621.1, XP_017791545.1
OG0005400	XP_003398495.1	XP_017789388.1
OG0005401	XP_012173781.1	XP_017791116.1
OG0005402	XP_003402047.1	XP_017788578.1
OG0005403	XP_003392993.1	XP_017788322.1
OG0005404	XP_003398492.1	XP_017790159.1
OG0005405	XP_003396223.1	XP_017797883.1
OG0005406	XP_012169810.1	XP_017797871.1
OG0005407	XP_012164979.1	XP_017798291.1
OG0005408	XP_003394354.1, XP_012176235.1	XP_017789322.1
OG0005409	XP_003399360.1	XP_017789272.1
OG0005410	XP_012165586.1	XP_017792302.1
OG0005411	XP_003401865.1	XP_017793988.1
OG0005412	XP_003401541.1	XP_017794796.1
OG0005413	XP_003395804.1	XP_017790779.1
OG0005414	XP_003393766.1	XP_017789526.1
OG0005415	XP_003395286.1	XP_017795534.1, XP_017795449.1
OG0005416	XP_020720074.1	XP_017791758.1
OG0005417	XP_012175848.1	XP_017789389.1
OG0005418	XP_003396889.2	XP_017787798.1
OG0005419	XP_003400801.1	XP_017797710.1
OG0005420	XP_003401361.1, XP_003397675.1	XP_017790074.1
OG0005421	XP_012173791.1	XP_017791186.1
OG0005422	XP_003399435.1	XP_017798926.1, XP_017796864.1
OG0005423	XP_003397705.1	XP_017795197.1
OG0005424	XP_003399506.1	XP_017792450.1
OG0005425	XP_003393217.1	XP_017799115.1
OG0005426	XP_003400038.1	XP_017789858.1
OG0005427	XP_003397402.1	XP_017791231.1
OG0005428	XP_003393586.1	XP_017794613.1
OG0005429	XP_012176728.1, XP_012176729.1	XP_017796929.1
OG0005430	XP_003400500.1	XP_017794712.1
OG0005431	XP_003398722.1	XP_017792878.1
OG0005432	XP_003402398.2, XP_003394820.2	XP_017788692.1
OG0005433	XP_003403324.1	XP_017790183.1
OG0005434	XP_020720455.1	XP_017795079.1
OG0005435	XP_003397851.1	XP_017795715.1
OG0005436	XP_003401793.1	XP_017794090.1
OG0005437	XP_012173657.1	XP_017798376.1
OG0005438	XP_003398283.1	XP_017791794.1
OG0005439	XP_003394615.1	XP_017788075.1
OG0005440	XP_012170337.1	XP_017794854.1
OG0005441	XP_012168698.1	XP_017793126.1
OG0005442	XP_003394764.1	XP_017796405.1
OG0005443	XP_012164550.1	XP_017795265.1
OG0005444	XP_003402118.1	XP_017794946.1
OG0005445	XP_012167558.1	XP_017795863.1
OG0005446	XP_003402116.1	XP_017794924.1
OG0005447	XP_003394989.1	XP_017798210.1
OG0005448	XP_003398251.1	XP_017790978.1
OG0005449	XP_003395431.1	XP_017796038.1
OG0005450	XP_012169782.1	XP_017793107.1
OG0005451	XP_003402661.1	XP_017788398.1
OG0005452	XP_003398032.1, XP_020720253.1	XP_017797361.1
OG0005453	XP_012164118.1	XP_017792211.1, XP_017792210.1
OG0005454	XP_003395794.1	XP_017792156.1
OG0005455	XP_012172424.1	XP_017791865.1
OG0005456	XP_003394451.1	XP_017788055.1
OG0005457	XP_003393662.1	XP_017787883.1
OG0005458	XP_003395696.1	XP_017790810.1
OG0005459	XP_003392936.1	XP_017796867.1
OG0005460	XP_003393086.1	XP_017798965.1
OG0005461	XP_003393837.1	XP_017790539.1
OG0005462	XP_012165445.1, XP_003396410.1	XP_017790339.1
OG0005463	XP_020719693.1, XP_003396775.3	XP_017788243.1
OG0005464	XP_003398468.1	XP_017795476.1
OG0005465	XP_003398711.1	XP_017787712.1
OG0005466	XP_003398766.1	XP_017792989.1
OG0005467	XP_003399646.1	XP_017792594.1, XP_017792593.1
OG0005468	XP_020721387.1, XP_003399864.1	XP_017787557.1
OG0005469	XP_012173642.1, XP_003402213.1	XP_017798367.1
OG0005470	XP_003402642.1	XP_017796463.1
OG0005471	XP_020723897.1, XP_003402716.1	XP_017793193.1
OG0005472	XP_012164290.1	XP_017793576.1
OG0005473	XP_020721728.1, XP_012174865.1, XP_012169529.1, XP_012164483.1, XP_012173836.1, XP_012175502.1, XP_012164725.1, XP_012167354.1	XP_017791910.1
OG0005474	XP_012164590.1	XP_017797576.1
OG0005475	XP_012166436.1	XP_017798846.1
OG0005476	XP_012168042.1	XP_017793944.1, XP_017793852.1
OG0005478	XP_012168312.2	XP_017789688.1
OG0005479	XP_012169089.1	XP_017790264.1
OG0005480	XP_012170900.1	XP_017787723.1
OG0005481	XP_012171347.1	XP_017792116.1
OG0005482	XP_012174705.1, XP_020723649.1	XP_017795835.1
OG0005483	XP_012176412.1, XP_020724384.1, XP_012176411.1, XP_012176410.1	XP_017788063.1
OG0005484	XP_020718250.1	XP_017789473.1
OG0005485	XP_020718957.1	XP_017796795.1
OG0005486	XP_020719746.1, XP_020719765.1, XP_020719767.1	XP_017799295.1
OG0005487	XP_020719944.1, XP_020719943.1	XP_017789917.1
OG0005488	XP_020720578.1	XP_017791040.1
OG0005489	XP_020720741.1	XP_017789963.1
OG0005490	XP_020721397.1	XP_017794991.1
OG0005491	XP_020721828.1	XP_017788723.1
OG0005492	XP_020722601.1	XP_017793553.1
OG0005503	XP_012165662.1	XP_017791641.1
OG0005504	XP_012172321.1	XP_017794781.1
OG0005505	XP_003396177.1	XP_017789024.1
OG0005506	XP_012172140.1	XP_017796706.1
OG0005507	XP_003400352.2	XP_017795771.1
OG0005508	XP_003397894.2	XP_017795524.1
OG0005509	XP_012164669.1	XP_017797444.1
OG0005510	XP_020722788.1	XP_017796690.1
OG0005511	XP_003399682.1	XP_017791391.1
OG0005513	XP_003397291.1	XP_017790136.1
OG0005514	XP_003397030.1	XP_017793798.1
OG0005515	XP_012169920.1	XP_017791361.1
OG0005517	XP_003403156.1	XP_017799606.1
OG0005519	XP_012169355.1	XP_017792958.1
OG0005520	XP_012168318.1, XP_003398555.1	XP_017789629.1
OG0005521	XP_012173033.1	XP_017794096.1
OG0005522	XP_012173783.1	XP_017788432.1
OG0005523	XP_003393718.1	XP_017796466.1
OG0005524	XP_020723485.1	XP_017787885.1
OG0005525	XP_012163318.1, XP_003394953.1	XP_017797225.1
OG0005526	XP_012170151.1	XP_017798406.1
OG0005527	XP_003394625.1	XP_017789941.1
OG0005528	XP_020723280.1	XP_017797462.1
OG0005529	XP_020719151.1	XP_017789184.1
OG0005530	XP_012172809.1	XP_017796539.1
OG0005531	XP_003401591.1	XP_017796303.1
OG0005533	XP_003393141.1	XP_017799375.1
OG0005534	XP_003396871.1	XP_017791065.1
OG0005535	XP_003400029.1	XP_017788897.1
OG0005536	XP_012173210.2	XP_017791082.1
OG0005537	XP_003393643.1	XP_017792638.1
OG0005538	XP_003393349.1	XP_017793234.1
OG0005539	XP_012176148.2	XP_017789468.1
OG0005540	XP_012164312.1	XP_017792199.1, XP_017792200.1, XP_017792201.1, XP_017792203.1
OG0005541	XP_003402181.1	XP_017792784.1
OG0005542	XP_020720175.1	XP_017795403.1
OG0005543	XP_003395021.1	XP_017796757.1
OG0005544	XP_003401545.1	XP_017794789.1
OG0005545	XP_003398675.1	XP_017793150.1
OG0005546	XP_003397695.1	XP_017795336.1
OG0005547	XP_003394130.1	XP_017795326.1
OG0005548	XP_003397772.1	XP_017787373.1
OG0005549	XP_003397818.1	XP_017799423.1
OG0005550	XP_003403334.1	XP_017792112.1
OG0005551	XP_020723275.1	XP_017797516.1
OG0005552	XP_012174381.1	XP_017788407.1
OG0005553	XP_003402472.1	XP_017791985.1
OG0005554	XP_012166507.1	XP_017792904.1
OG0005555	XP_003394970.1	XP_017796370.1
OG0005556	XP_003395718.1	XP_017790657.1
OG0005557	XP_003394185.1	XP_017795233.1
OG0005558	XP_003397253.1	XP_017790135.1
OG0005559	XP_012166787.1	XP_017799568.1
OG0005560	XP_003401924.1	XP_017794081.1
OG0005561	XP_003396809.1	XP_017790309.1
OG0005563	XP_003394003.1, XP_003393998.1	XP_017795933.1
OG0005564	XP_012175610.1	XP_017795941.1
OG0005565	XP_012167391.1	XP_017787364.1
OG0005566	XP_012167421.1	XP_017799424.1
OG0005567	XP_020720920.1	XP_017793021.1
OG0005568	XP_012164434.1	XP_017795639.1
OG0005569	XP_012172250.1	XP_017792708.1
OG0005570	XP_003393656.1	XP_017792624.1
OG0005571	XP_003403304.1, XP_003402283.1	XP_017797389.1
OG0005572	XP_003401238.1	XP_017794760.1
OG0005573	XP_003393657.1	XP_017792625.1
OG0005574	XP_012175318.1	XP_017797421.1
OG0005575	XP_012166086.1	XP_017787778.1
OG0005576	XP_012169081.1	XP_017795610.1
OG0005577	XP_003398897.1	XP_017792848.1
OG0005578	XP_012165000.1	XP_017798268.1
OG0005579	XP_012169919.1	XP_017791356.1
OG0005582	XP_003402481.1	XP_017791962.1
OG0005583	XP_003399032.1	XP_017793505.1
OG0005584	XP_003396231.1	XP_017798359.1
OG0005585	XP_003394624.1	XP_017788130.1
OG0005586	XP_012165415.1	XP_017797498.1
OG0005587	XP_012165319.1	XP_017797474.1
OG0005588	XP_003398163.1	XP_017791051.1
OG0005589	XP_020721827.1	XP_017788911.1
OG0005590	XP_012175906.1	XP_017796378.1
OG0005591	XP_003397426.1	XP_017799543.1
OG0005592	XP_020718343.1, XP_020718344.1	XP_017796252.1
OG0005593	XP_003394839.1	XP_017797881.1
OG0005594	XP_003398656.1	XP_017793112.1
OG0005595	XP_003399339.1	XP_017789238.1, XP_017789237.1
OG0005596	XP_003401429.1	XP_017796305.1
OG0005597	XP_003400740.1	XP_017788009.1
OG0005598	XP_003402196.1	XP_017792796.1
OG0005599	XP_003397313.1	XP_017790588.1
OG0005600	XP_003400687.1	XP_017798635.1
OG0005601	XP_003395724.1	XP_017790821.1
OG0005602	XP_003396691.1	XP_017794258.1
OG0005603	XP_020719964.1	XP_017790890.1
OG0005605	XP_012165423.1	XP_017788253.1
OG0005606	XP_003402967.2	XP_017789118.1
OG0005607	XP_003398571.1	XP_017789886.1
OG0005608	XP_003402717.1	XP_017793219.1
OG0005609	XP_003400296.1	XP_017788832.1
OG0005610	XP_003395447.1	XP_017796058.1
OG0005611	XP_020719066.1	XP_017795213.1
OG0005612	XP_003402028.1	XP_017792001.1
OG0005613	XP_003396075.1	XP_017797506.1
OG0005614	XP_003398614.1	XP_017796865.1
OG0005615	XP_003395326.1	XP_017794907.1
OG0005616	XP_003392905.2	XP_017799199.1
OG0005617	XP_003398033.1	XP_017794138.1
