GeneID,geneDescription,chr,strand,event,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,1stExonStart_0base,1stExonEnd,2ndExonStart_0base,2ndExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,riExonStart_0base,riExonEnd,exonStart_0base,exonEnd
LOC114882155,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,chrOU015504.1,+,A5SS,1,1,"0.957,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.011,6215447,6218235,6215447,6216121,6218388,6218671,"88,49,41,41","2,0,0,0","95,67,57,67","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874521,uncharacterized LOC114874521,chrOU015509.1,+,A5SS,1,1,"1.0,1.0,0.714,1.0","1.0,1.0,1.0,1.0",-0.072,4628324,4630222,4628324,4630051,4630786,4631866,"10,2,5,2","0,0,1,0","6,5,4,2","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872354,nuclear pore glycoprotein p62,chrOU015508.1,+,A5SS,0.214520681132,1,"0.033,0.044,0.02,0.097","0.039,0.0,0.0,0.041",0.029,9161843,9162054,9161843,9162045,9162117,9162203,"3,2,1,4","81,40,46,34","4,0,0,3","90,39,48,64",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872898,activating transcription factor 3,chrOU015510.1,+,A5SS,0.507576052516,1,"0.783,0.819,0.764,0.749","0.703,0.744,0.856,0.709",0.026,3336186,3336445,3336186,3336391,3337114,3337251,"67,49,55,23","12,7,11,5","55,36,46,49","15,8,5,13",153,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881726,protein RRNAD1-like,chrOU015513.1,+,A5SS,0.412362854829,1,"0.708,0.862,0.8,0.83","0.752,0.827,0.829,0.943",-0.038,372145,372283,372145,372274,373336,373648,"53,41,48,32","20,6,11,6","63,26,37,36","19,5,7,2",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873114,vacuole membrane protein 1-like,chrOU015512.1,+,A5SS,0.478225077026,1,"0.0,0.0,0.051,0.124","0.096,0.054,0.0,0.0",0.006,1113947,1114230,1113947,1114221,1115031,1115376,"0,0,1,2","29,15,17,13","3,1,0,0","26,16,18,23",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875258,sister chromatid cohesion protein PDS5 homolog B,chrOU015511.1,+,A5SS,1,1,"0.026,0.073,0.0,0.051","0.102,0.098,0.0,0.0",-0.013,9638707,9638954,9638707,9638939,9639065,9639313,"1,1,0,1","33,11,13,16","3,2,0,0","23,16,16,14",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872682,protein-L-isoaspartate(D-aspartate) O-methyltransferase-like,chrOU015506.1,-,A5SS,1,1,"0.546,NA,0.658,0.0","NA,NA,1.0,NA",-0.599,1594798,1594961,1594802,1594961,1594446,1594546,"5,0,2,0","4,0,1,1","0,0,2,0","0,0,0,0",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872663,kxDL motif-containing protein CG10681,chrOU015506.1,+,A5SS,0.676042896631,1,"0.886,0.834,0.923,0.618","0.932,0.607,0.844,0.761",0.029,1669093,1669312,1669093,1669283,1669365,1669592,"60,39,31,23","6,6,2,11","53,22,28,33","3,11,4,8",128,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879226,transmembrane protein 183B-like,chrOU015514.1,-,A5SS,0.540785248499,1,"0.09,0.111,0.067,0.104","0.086,0.105,0.052,0.078",0.013,10017215,10017386,10017224,10017386,10016742,10017130,"12,8,5,7","111,59,64,55","9,6,3,5","88,47,50,54",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879234,myb-like protein F,chrOU015514.1,+,A5SS,1,1,"0.448,NA,0.52,0.289","0.646,0.351,0.549,0.619",-0.122,9906206,9906314,9906206,9906291,9906387,9906598,"4,0,4,1","4,0,3,2","9,2,6,2","4,3,4,1",122,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879234,myb-like protein F,chrOU015514.1,+,A5SS,0.485637524881,1,"0.185,0.306,0.198,0.132","0.156,0.038,0.159,0.344",0.031,9907680,9907949,9907680,9907930,9908024,9908565,"10,10,5,2","37,19,17,11","9,1,7,10","41,21,31,16",118,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879234,myb-like protein F,chrOU015514.1,+,A5SS,1,1,"1.0,0.379,0.478,1.0","0.579,0.0,0.478,NA",0.362,9908024,9908263,9908024,9908254,9908361,9908565,"1,2,2,4","0,3,2,0","6,0,2,0","4,2,2,0",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877833,orexin receptor type 2-like,chrOU015506.1,+,A5SS,1,1,"NA,1.0,1.0,NA","1.0,1.0,1.0,0.5",0.125,2444488,2447391,2444488,2444624,2447459,2448069,"0,1,1,0","0,0,0,0","1,1,2,2","0,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877833,orexin receptor type 2-like,chrOU015506.1,+,A5SS,1,1,"0.75,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.062,2444488,2448069,2444488,2444624,2457362,2457510,"6,2,6,2","1,0,0,0","6,1,5,3","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877833,orexin receptor type 2-like,chrOU015506.1,+,A5SS,1,1,"1.0,1.0,0.886,1.0","1.0,1.0,1.0,1.0",-0.028,2458067,2458227,2458067,2458161,2458435,2459198,"14,16,13,13","0,0,1,0","17,17,15,31","0,0,0,0",165,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878184,ras-related protein Rab-38-like,chrOU015509.1,-,A5SS,1,1,"0.919,1.0,0.924,0.946","0.964,0.892,0.912,0.867",0.038,9211090,9211720,9211105,9211720,9210475,9210508,"26,15,14,20","2,0,1,1","31,19,12,15","1,2,1,2",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873146,uncharacterized LOC114873146,chrOU015509.1,+,A5SS,1,1,"1.0,0.6,1.0,1.0","1.0,1.0,1.0,1.0",-0.1,191331,191827,191331,191708,193504,194043,"7,3,7,4","0,1,0,0","10,11,12,7","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873146,uncharacterized LOC114873146,chrOU015509.1,+,A5SS,0.769452218446,1,"0.302,1.0,0.581,0.409","0.492,0.708,0.206,0.581",0.076,223654,224088,223654,224044,224314,227216,"5,4,4,4","8,0,2,4","7,7,3,6","5,2,8,3",143,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872448,chitinase domain-containing protein 1,chrOU015514.1,+,A5SS,0.479967020218,1,"0.91,0.862,1.0,0.922","0.858,1.0,0.848,0.929",0.015,5351848,5351986,5351848,5351934,5352587,5352677,"31,19,20,18","2,2,0,1","37,18,17,20","4,0,2,1",151,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872448,chitinase domain-containing protein 1,chrOU015514.1,+,A5SS,0.752756725591,1,"0.647,0.55,0.71,0.379","0.729,0.62,0.314,1.0",-0.094,5352375,5352514,5352375,5352451,5352587,5352677,"12,4,4,1","4,2,1,1","22,8,3,13","5,3,4,0",162,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878191,uncharacterized LOC114878191,chrOU015509.1,+,A5SS,1,1,"0.49,1.0,1.0,1.0","1.0,1.0,1.0,1.0",-0.127,9228336,9228450,9228336,9228446,9229133,9229365,"1,6,3,3","1,0,0,0","2,1,2,2","0,0,0,0",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874540,arfGAP with SH3 domain,chrOU015509.1,+,A5SS,0.702162220477,1,"0.787,0.714,0.545,0.867","0.708,0.767,0.676,0.714",0.012,4240044,4240326,4240044,4240137,4240448,4240615,"37,10,12,13","5,2,5,1","34,33,25,30","7,5,6,6",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874540,arfGAP with SH3 domain,chrOU015509.1,+,A5SS,0.930890945804,1,"0.711,0.578,0.711,1.0","0.522,0.686,0.868,1.0",-0.019,4246879,4247971,4246879,4247889,4248057,4248200,"18,5,9,8","4,2,2,0","14,8,12,13","7,2,1,0",181,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878188,far upstream element-binding protein 3,chrOU015509.1,+,A5SS,0.565810945456,1,"1.0,1.0,1.0,1.0","0.978,0.951,0.959,0.962",0.038,9234078,9234279,9234078,9234231,9234573,9234700,"91,40,29,27","0,0,0,0","67,29,35,38","1,1,1,1",147,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881257,NK-tumor recognition protein,chrCAJRAL010000425.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.853",0.037,1341601,1341730,1341601,1341727,1341866,1342966,"31,12,13,10","0,0,0,0","11,11,11,18","0,0,0,3",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878202,serine protease gd-like,chrOU015509.1,+,A5SS,1,1,"0.712,1.0,0.623,NA","0.712,1.0,1.0,NA",-0.126,9310670,9310914,9310670,9310893,9310984,9311085,"6,2,2,0","2,0,1,0","3,2,1,0","1,0,0,0",120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875912,uncharacterized LOC114875912,chrOU015517.1,-,A5SS,0.783585196618,1,"0.573,0.506,1.0,1.0","0.932,0.754,0.775,0.672",-0.014,5080843,5080991,5080873,5080991,5080577,5080766,"7,4,6,14","4,3,0,0","18,4,9,8","1,1,2,3",129,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878197,cytochrome P450 6B1-like,chrOU015509.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,0.75,1.0,0.875",0.094,9379985,9380508,9379985,9380274,9383126,9383348,"8,4,5,7","0,0,0,0","3,6,5,14","0,1,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878597,splicing factor U2AF 50 kDa subunit,chrOU015514.1,+,A5SS,0.287152089751,1,"0.057,0.02,0.072,0.072","0.117,0.073,0.029,0.065",-0.016,1206096,1206247,1206096,1206235,1206344,1206400,"6,1,7,4","89,44,81,46","14,5,2,5","94,57,59,64",111,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880961,RING finger and transmembrane domain-containing protein 2,chrOU015509.1,-,A5SS,0.373702171094,1,"0.659,0.733,0.839,0.623","0.742,0.733,0.811,0.83",-0.066,9775754,9776016,9775763,9776016,9774946,9775669,"19,15,17,9","9,5,3,5","22,9,14,16","7,3,3,3",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881384,nuclear transcription factor Y subunit gamma-like,chrOU015509.1,+,A5SS,1,1,"1.0,0.984,1.0,1.0","1.0,1.0,1.0,1.0",-0.004,10288879,10289347,10288879,10289200,10289428,10289602,"232,123,144,95","0,1,0,0","241,107,117,155","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871814,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L,chrOU015516.1,-,A5SS,0.49438325496,1,"0.161,0.0,0.562,0.419","0.435,0.49,0.243,0.658",-0.171,2462434,2462447,2462438,2462447,2462107,2462355,"1,0,4,3","5,3,3,4","4,1,2,2","5,1,6,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873812,guanine nucleotide exchange factor subunit Rich,chrOU015514.1,+,A5SS,0.259957284217,1,"0.904,0.872,0.795,0.764","0.686,0.879,0.842,0.764",0.041,6620258,6620464,6620258,6620461,6620525,6620867,"29,7,12,10","3,1,3,3","18,15,11,10","8,2,2,3",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880658,thyrotroph embryonic factor,chrOU015513.1,-,A5SS,0.723042416781,1,"0.313,0.298,0.485,0.562","0.507,0.428,0.442,0.339",-0.014,9022127,9022273,9022139,9022273,9021561,9021799,"22,10,19,23","43,21,18,16","38,21,24,19","33,25,27,33",111,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879152,28S ribosomal protein S22,chrOU015519.1,-,A5SS,0.238736957324,1,"0.889,0.778,0.778,1.0","0.818,0.636,0.9,1.0",0.023,6611118,6612277,6611259,6612277,6610599,6611036,"16,7,7,7","1,1,1,0","18,7,18,13","2,2,1,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878376,myoneurin-like,chrOU015510.1,-,A5SS,1,1,"NA,0.0,0.301,0.0","0.0,0.0,0.0,0.0",0.1,110336,110422,110352,110422,103351,110246,"0,0,1,0","0,2,2,2","0,0,0,0","2,2,1,3",115,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878324,tektin-3-like,chrOU015510.1,+,A5SS,1,1,"1.0,NA,NA,NA","NA,NA,NA,0.0",1,164075,164219,164075,164215,164308,164343,"1,0,0,0","0,0,0,0","0,0,0,0","0,0,0,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871807,phosphatidylinositol 3-kinase regulatory subunit alpha,chrOU015516.1,+,A5SS,0.803468639645,1,"0.909,0.8,1.0,0.75","0.929,0.882,1.0,1.0",-0.088,1341357,1342205,1341357,1341430,1342288,1342402,"20,16,12,6","1,2,0,1","26,15,16,20","1,1,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877365,phosphatidylcholine:ceramide cholinephosphotransferase 2-like,chrOU015506.1,-,A5SS,1,1,"0.475,1.0,1.0,1.0","0.393,0.66,NA,0.618",0.312,3646149,3648485,3646203,3648485,3645657,3645919,"7,2,1,2","5,0,0,0","3,3,0,5","3,1,0,2",153,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877365,phosphatidylcholine:ceramide cholinephosphotransferase 2-like,chrOU015506.1,-,A5SS,1,1,"1.0,1.0,0.862,0.829","0.884,1.0,0.829,0.874",0.026,3651654,3652062,3651698,3652062,3645657,3645919,"12,4,9,7","0,0,1,1","11,10,7,10","1,0,1,1",143,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872367,uncharacterized LOC114872367,chrOU015508.1,+,A5SS,1,1,"0.588,1.0,0.517,0.416","0.263,1.0,1.0,NA",-0.124,9034365,9034544,9034365,9034504,9035945,9036069,"2,1,3,1","1,0,2,1","1,1,1,0","2,0,0,0",139,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872367,uncharacterized LOC114872367,chrOU015508.1,+,A5SS,0.598640775254,1,"0.857,1.0,0.5,0.75","0.636,1.0,1.0,1.0",-0.132,9034365,9034635,9034365,9034504,9035945,9036069,"12,4,4,6","1,0,2,1","7,5,1,9","2,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872367,uncharacterized LOC114872367,chrOU015508.1,+,A5SS,1,1,"1.0,NA,0.0,NA","1.0,1.0,NA,1.0",-0.5,9034365,9034544,9034365,9034504,9037366,9037459,"1,0,0,0","0,0,1,0","1,1,0,1","0,0,0,0",139,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872367,uncharacterized LOC114872367,chrOU015508.1,+,A5SS,1,1,"1.0,1.0,0.5,1.0","1.0,1.0,1.0,1.0",-0.125,9034365,9034635,9034365,9034504,9037366,9037459,"6,4,2,4","0,0,1,0","5,3,1,5","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872367,uncharacterized LOC114872367,chrOU015508.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,0.61,1.0,0.785",0.151,9034365,9034635,9034365,9034544,9037366,9037459,"8,4,4,8","0,0,0,0","9,3,5,7","0,1,0,1",190,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878316,histone deacetylase Rpd3,chrOU015510.1,+,A5SS,1,1,"0.853,1.0,0.686,1.0","0.421,1.0,0.593,1.0",0.131,197307,197450,197307,197413,197851,197924,"8,1,3,3","1,0,1,0","2,1,2,1","2,0,1,0",136,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878329,protein FAM166B-like,chrOU015510.1,-,A5SS,1,1,"1.0,NA,0.0,0.0","NA,0.5,0.0,0.0",0.167,211542,212463,211896,212463,211002,211078,"1,0,0,0","0,0,3,2","0,2,0,0","0,1,4,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878361,la-related protein Larp4B,chrOU015510.1,-,A5SS,0.231717305701,1,"0.714,0.545,0.565,0.684","0.487,0.333,0.652,0.615",0.105,256002,256447,256253,256447,254443,254808,"20,12,13,13","4,5,5,3","19,8,15,16","10,8,4,5",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874514,transcription initiation factor TFIID subunit 4,chrOU015508.1,+,A5SS,0.748674339079,1,"0.51,0.407,0.359,0.71","0.478,0.328,0.438,0.55",0.048,6786861,6787140,6786861,6787077,6788735,6788852,"29,9,11,12","17,8,12,3","18,8,14,18","12,10,11,9",162,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879106,mesoderm induction early response protein 1,chrOU015516.1,-,A5SS,0.92433516713,1,"0.9,0.851,0.807,0.925","0.799,0.954,0.895,0.858",-0.006,8161487,8161865,8161492,8161865,8161268,8161382,"19,18,22,13","2,3,5,1","25,22,9,19","6,1,1,3",104,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873417,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,chrOU015513.1,-,A5SS,0.342334523082,1,"0.714,0.51,0.42,0.897","0.796,0.743,0.735,0.705",-0.11,10211066,10211204,10211081,10211204,10209685,10209920,"23,6,5,10","8,5,6,1","18,10,16,11","4,3,5,4",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873417,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,chrOU015513.1,-,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.905",0.024,10211066,10211204,10211081,10211204,10210652,10210682,"5,5,6,4","0,0,0,0","9,7,2,11","0,0,0,1",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878334,F-box/WD repeat-containing protein 5,chrOU015510.1,-,A5SS,1,1,"0.985,1.0,0.967,1.0","1.0,0.897,0.976,1.0",0.02,404627,405444,404810,405444,404288,404446,"128,77,59,59","1,0,1,0","97,35,80,47","0,2,1,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878349,CKLF-like MARVEL transmembrane domain-containing protein 4,chrOU015510.1,+,A5SS,0.761642025046,1,"0.64,0.736,0.651,0.848","0.549,1.0,0.802,0.763",-0.06,408843,409199,408843,409103,410117,410278,"21,11,11,11","6,2,3,1","24,10,16,19","10,0,2,3",195,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878349,CKLF-like MARVEL transmembrane domain-containing protein 4,chrOU015510.1,+,A5SS,0.850881279769,1,"0.7,0.826,0.778,0.895","0.667,1.0,0.879,0.818",-0.041,408843,409360,408843,409103,410117,410278,"28,19,21,17","6,2,3,1","40,14,29,27","10,0,2,3",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879978,tensin-1,chrOU015517.1,+,A5SS,0.921715786274,1,"0.525,0.521,0.455,0.474","0.542,0.5,0.496,0.459",-0.006,3798008,3798596,3798008,3798401,3798896,3799246,"64,37,40,45","29,17,24,25","71,44,57,61","30,22,29,36",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873784,E3 ubiquitin-protein ligase MSL2,chrOU015514.1,+,A5SS,0.360658057471,1,"0.663,0.51,0.653,0.761","0.47,0.518,0.869,0.303",0.107,7033440,7033676,7033440,7033604,7034077,7034272,"34,18,26,11","10,10,8,2","26,13,23,9","17,7,2,12",171,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873265,ATP-binding cassette sub-family A member 5-like,chrOU015515.1,-,A5SS,0.271844312102,1,"0.217,0.377,0.371,0.268","0.197,0.191,0.097,0.408",0.085,2089001,2089081,2089007,2089081,2088470,2088923,"10,9,10,7","34,14,16,18","6,5,4,19","23,20,35,26",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877746,C2 domain-containing protein 5,chrOU015514.1,-,A5SS,1,1,"1.0,1.0,NA,1.0","1.0,0.5,1.0,1.0",0.125,1998599,1999334,1999128,1999334,1997772,1998170,"1,2,0,1","0,0,0,0","1,2,2,1","0,1,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872442,catenin delta-2,chrOU015514.1,+,A5SS,0.496002813232,1,"0.659,1.0,0.65,0.51","0.51,0.635,0.427,0.788",0.115,5139241,5139320,5139241,5139286,5140728,5140770,"13,7,5,7","5,0,2,5","7,7,2,5","5,3,2,1",133,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872442,catenin delta-2,chrOU015514.1,+,A5SS,0.361354109408,1,"0.543,0.602,0.201,0.531","0.43,0.201,0.602,0.312",0.083,5139911,5140009,5139911,5139977,5140728,5140770,"11,4,1,3","7,2,3,2","8,1,2,3","8,3,1,5",131,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872442,catenin delta-2,chrOU015514.1,+,A5SS,0.235967308564,1,"0.435,0.402,0.0,0.402","0.457,0.473,0.669,0.402",-0.191,5139911,5140025,5139911,5139977,5140728,5140770,"8,2,0,2","7,2,3,2","10,4,3,5","8,3,1,5",147,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874043,heterogeneous nuclear ribonucleoprotein K,chrOU015510.1,-,A5SS,0.781792022183,1,"0.272,0.29,0.224,0.198","0.214,0.317,0.209,0.227",0.004,1281778,1281902,1281829,1281902,1280912,1281023,"39,21,21,15","69,34,48,40","42,33,24,28","102,47,60,63",150,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881399,protein limb expression 1 homolog,chrOU015510.1,+,A5SS,0.506333819468,1,"0.463,0.417,0.304,0.405","0.39,0.391,0.222,0.36",0.056,1368932,1369523,1368932,1369372,1369714,1369902,"19,10,7,15","11,7,8,11","23,9,4,9","18,7,7,8",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880151,tropomodulin,chrOU015510.1,-,A5SS,0.475144006871,1,"0.692,0.471,0.576,0.463","0.474,0.5,0.781,0.622",-0.044,2338061,2338351,2338211,2338351,2337775,2337995,"27,16,19,31","6,9,7,18","27,14,50,23","15,7,7,7",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880151,tropomodulin,chrOU015510.1,-,A5SS,0.313462453354,1,"0.636,0.667,0.76,0.516","0.684,0.714,0.694,0.697",-0.053,2338061,2338351,2338215,2338351,2337775,2337995,"28,16,19,32","8,4,3,15","26,15,50,23","6,3,11,5",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880151,tropomodulin,chrOU015510.1,-,A5SS,0.912053529061,1,"0.457,0.684,0.692,0.549","0.706,0.719,0.38,0.574",0.001,2338211,2338351,2338215,2338351,2337775,2337995,"7,9,7,19","8,4,3,15","15,8,7,7","6,3,11,5",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880151,tropomodulin,chrOU015510.1,-,A5SS,1,1,"1.0,1.0,1.0,1.0","0.875,1.0,0.926,0.857",0.085,2338061,2338351,2338211,2338351,2337775,2338008,"6,5,6,10","0,0,0,0","14,3,25,12","1,0,1,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871838,drosulfakinins,chrOU015504.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","0.5,1.0,1.0,1.0",0.125,16376813,16377250,16376813,16377113,16377516,16377653,"2,2,3,2","0,0,0,0","2,2,7,3","1,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877308,maternal protein pumilio,chrOU015509.1,+,A5SS,1,1,"1.0,NA,1.0,1.0","1.0,0.5,1.0,0.667",0.208,2101535,2102052,2101535,2101698,2102545,2102823,"2,0,1,3","0,0,0,0","4,2,1,4","0,1,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873811,uncharacterized LOC114873811,chrOU015510.1,+,A5SS,0.945437652049,1,"0.616,1.0,1.0,0.728","0.843,1.0,0.572,0.728",0.05,2901968,2902312,2901968,2902300,2902396,2902615,"9,3,5,3","5,0,0,1","6,7,3,6","1,0,2,2",111,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878206,protein rhomboid,chrOU015515.1,+,A5SS,1,1,"0.0,NA,NA,NA","NA,NA,1.0,NA",-1,8367032,8369707,8367032,8369671,8369763,8370028,"0,0,0,0","1,0,0,0","0,0,2,0","0,0,0,0",135,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873668,kinesin light chain,chrOU015510.1,-,A5SS,0.335191523611,1,"0.485,0.569,0.601,0.369","0.516,0.623,0.531,0.605",-0.063,3292241,3292407,3292247,3292407,3291272,3291988,"38,21,32,18","38,15,20,29","35,28,24,26","31,16,20,16",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880919,alpha-1,chrOU015512.1,-,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,0.969,1.0",0.008,7308354,7309663,7309014,7309663,7307351,7307607,"80,45,49,51","0,0,0,0","111,46,63,58","0,0,1,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872905,protein transport protein Sec23A,chrOU015510.1,-,A5SS,0.904878306787,1,"0.161,0.194,0.038,0.103","0.136,0.069,0.129,0.138",0.006,3347299,3347484,3347303,3347484,3346900,3347183,"19,12,3,5","95,48,73,42","12,3,6,10","73,39,39,60",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877302,protein FAM50 homolog,chrOU015518.1,-,A5SS,0.76104686079,1,"0.405,0.463,1.0,0.683","0.617,0.747,0.326,0.601",0.065,6801318,6801500,6801403,6801500,6800504,6801243,"19,16,8,20","15,10,0,5","18,11,9,14","6,2,10,5",184,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
