Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
OG0021943								NP_001097229.1													
OG0021944								NP_001097230.1													
OG0021945								NP_001097233.1													
OG0021946								NP_001097248.1													
OG0021947								NP_001097253.1													
OG0021948								NP_001097255.2													
OG0021949								NP_001097257.1													
OG0021950								NP_001097265.1													
OG0021951								NP_001097266.1													
OG0021952								NP_001097267.1													
OG0021953								NP_001097275.1													
OG0021954								NP_001097281.1													
OG0021955								NP_001097283.1													
OG0021956								NP_001097291.1													
OG0021957								NP_001097300.2													
OG0021958								NP_001097314.1													
OG0021959								NP_001097349.1													
OG0021960								NP_001097351.1													
OG0021961								NP_001097357.1													
OG0021962								NP_001097358.1													
OG0021963								NP_001097364.1													
OG0021964								NP_001097379.1													
OG0021965								NP_001097397.1													
OG0021966								NP_001097401.1													
OG0021967								NP_001097407.1													
OG0021968								NP_001097408.1													
OG0021969								NP_001097413.1													
OG0021970								NP_001097419.1													
OG0021971								NP_001097420.1													
OG0021972								NP_001097430.1													
OG0021973								NP_001097434.1													
OG0021974								NP_001097443.1													
OG0021975								NP_001097444.1													
OG0021976								NP_001097459.1													
OG0021977								NP_001097466.1													
OG0021978								NP_001097478.3													
OG0021979								NP_001097491.1													
OG0021980								NP_001097524.1													
OG0021981								NP_001097559.1													
OG0021982								NP_001097566.1													
OG0021983								NP_001097575.2													
OG0021984								NP_001097591.1													
OG0021985								NP_001097617.1													
OG0021986								NP_001097619.1													
OG0021987								NP_001097620.1													
OG0021988								NP_001097634.1													
OG0021989								NP_001097636.1													
OG0021990								NP_001097640.1													
OG0021991								NP_001097642.2													
OG0021992								NP_001097686.4													
OG0021993								NP_001097699.2													
OG0021994								NP_001097701.1													
OG0021995								NP_001097709.1													
OG0021996								NP_001097733.2													
OG0021997								NP_001097753.2													
OG0021998								NP_001097765.2													
OG0021999								NP_001097790.1													
OG0022000								NP_001097791.1													
OG0022001								NP_001097820.2													
OG0022002								NP_001097821.1													
OG0022003								NP_001097828.1													
OG0022004								NP_001097830.1													
OG0022005								NP_001097832.1													
OG0022006								NP_001097838.1													
OG0022007								NP_001097870.2													
OG0022008								NP_001097899.2													
OG0022009								NP_001097938.1													
OG0022010								NP_001097941.1													
OG0022011								NP_001097950.1													
OG0022012								NP_001097973.1													
OG0022013								NP_001097976.1													
OG0022014								NP_001097979.1													
OG0022015								NP_001104078.2													
OG0022016								NP_001104474.1													
OG0022017								NP_001137644.1													
OG0022018								NP_001137665.1													
OG0022019								NP_001137681.1													
OG0022020								NP_001137692.1													
OG0022021								NP_001137702.1													
OG0022022								NP_001137734.1													
OG0022023								NP_001137767.1													
OG0022024								NP_001137823.1													
OG0022025								NP_001137827.1													
OG0022026								NP_001137836.1													
OG0022027								NP_001137845.1													
OG0022028								NP_001137864.1													
OG0022029								NP_001137870.1													
OG0022030								NP_001137882.1													
OG0022031								NP_001137893.1													
OG0022032								NP_001137895.1													
OG0022033								NP_001137983.2													
OG0022034								NP_001137998.1													
OG0022035								NP_001138035.1													
OG0022036								NP_001138049.1													
OG0022037								NP_001138050.1													
OG0022038								NP_001138051.1													
OG0022039								NP_001138052.1													
OG0022040								NP_001138058.1													
OG0022041								NP_001138059.2													
OG0022042								NP_001138060.1													
OG0022043								NP_001138096.1													
OG0022044								NP_001138106.1													
OG0022045								NP_001138156.1													
OG0022046								NP_001138173.1													
OG0022047								NP_001138213.1													
OG0022048								NP_001138216.1													
OG0022049								NP_001162638.2													
OG0022050								NP_001162700.1													
OG0022051								NP_001162703.1													
OG0022052								NP_001162776.1													
OG0022053								NP_001162799.1													
OG0022054								NP_001162812.2													
OG0022055								NP_001162850.1													
OG0022056								NP_001162872.1													
OG0022057								NP_001162892.1													
OG0022058								NP_001162893.1													
OG0022059								NP_001162955.1													
OG0022060								NP_001162956.1													
OG0022061								NP_001162971.1													
OG0022062								NP_001162981.1													
OG0022063								NP_001162985.1													
OG0022064								NP_001163002.1													
OG0022065								NP_001163004.1													
OG0022066								NP_001163043.1													
OG0022067								NP_001163091.1													
OG0022068								NP_001163120.1													
OG0022069								NP_001163125.1													
OG0022070								NP_001163157.1													
OG0022071								NP_001163160.1													
OG0022072								NP_001163170.1													
OG0022073								NP_001163193.1													
OG0022074								NP_001163212.1													
OG0022075								NP_001163236.1													
OG0022076								NP_001163261.1													
OG0022077								NP_001163262.1													
OG0022078								NP_001163266.1													
OG0022079								NP_001163268.1													
OG0022080								NP_001163284.1													
OG0022081								NP_001163301.1													
OG0022082								NP_001163341.1													
OG0022083								NP_001163353.1													
OG0022084								NP_001163376.1													
OG0022085								NP_001163377.1													
OG0022086								NP_001163378.1													
OG0022087								NP_001163407.1													
OG0022088								NP_001163425.2													
OG0022089								NP_001163443.1													
OG0022090								NP_001163459.1													
OG0022091								NP_001163485.1													
OG0022092								NP_001163495.1													
OG0022093								NP_001163539.1													
OG0022094								NP_001163543.1													
OG0022095								NP_001163544.1													
OG0022096								NP_001163545.1													
OG0022097								NP_001163552.1													
OG0022098								NP_001163593.1													
OG0022099								NP_001163594.1													
OG0022100								NP_001163595.1													
OG0022101								NP_001163637.1													
OG0022102								NP_001163648.1													
OG0022103								NP_001163701.1													
OG0022104								NP_001163738.1													
OG0022105								NP_001163752.1													
OG0022106								NP_001163862.1													
OG0022107								NP_001188538.1													
OG0022108								NP_001188555.1													
OG0022109								NP_001188556.1													
OG0022110								NP_001188557.1													
OG0022111								NP_001188703.1													
OG0022112								NP_001188716.1													
OG0022113								NP_001188717.1													
OG0022114								NP_001188734.1													
OG0022115								NP_001188756.1													
OG0022116								NP_001188765.1													
OG0022117								NP_001188788.2													
OG0022118								NP_001188789.2													
OG0022119								NP_001188792.1													
OG0022120								NP_001188797.1													
OG0022121								NP_001188801.2													
OG0022122								NP_001188804.1													
OG0022123								NP_001188810.1													
OG0022124								NP_001188811.1													
OG0022125								NP_001188812.1													
OG0022126								NP_001188813.2													
OG0022127								NP_001188816.1													
OG0022128								NP_001188818.1													
OG0022129								NP_001188821.1													
OG0022130								NP_001188822.1													
OG0022131								NP_001188834.1													
OG0022132								NP_001188835.1													
OG0022133								NP_001188839.1													
OG0022134								NP_001188843.1													
OG0022135								NP_001188906.1													
OG0022136								NP_001188910.1													
OG0022137								NP_001188920.1													
OG0022138								NP_001188922.1													
OG0022139								NP_001188943.1													
OG0022140								NP_001188947.1													
OG0022141								NP_001188964.1													
OG0022142								NP_001188967.1													
OG0022143								NP_001188968.1													
OG0022144								NP_001188978.1													
OG0022145								NP_001188983.1													
OG0022146								NP_001188997.1													
OG0022147								NP_001189006.2													
OG0022148								NP_001189014.1													
OG0022149								NP_001189025.1													
OG0022150								NP_001189040.1													
OG0022151								NP_001189053.1													
OG0022152								NP_001189080.1													
OG0022153								NP_001189087.1													
OG0022154								NP_001189106.1													
OG0022155								NP_001189110.1													
OG0022156								NP_001189117.1													
OG0022157								NP_001189119.1													
OG0022158								NP_001189120.1													
OG0022159								NP_001189127.1													
OG0022160								NP_001189130.1													
OG0022161								NP_001189135.1													
OG0022162								NP_001189138.1													
OG0022163								NP_001189140.1													
OG0022164								NP_001189142.1													
OG0022165								NP_001189179.1													
OG0022166								NP_001189188.1													
OG0022167								NP_001189192.1													
OG0022168								NP_001189206.1													
OG0022169								NP_001189207.1													
OG0022170								NP_001189218.3													
OG0022171								NP_001189229.1													
OG0022172								NP_001189239.1													
OG0022173								NP_001189241.1													
OG0022174								NP_001189242.1													
OG0022175								NP_001189245.1													
OG0022176								NP_001189257.1													
OG0022177								NP_001189260.1													
OG0022178								NP_001189261.1													
OG0022179								NP_001189265.2													
OG0022180								NP_001189306.1													
OG0022181								NP_001189316.1													
OG0022182								NP_001189328.1													
OG0022183								NP_001245445.1													
OG0022184								NP_001245446.1													
OG0022185								NP_001245522.1													
OG0022186								NP_001245523.1													
OG0022187								NP_001245525.1													
OG0022188								NP_001245526.1													
OG0022189								NP_001245539.1													
OG0022190								NP_001245540.1													
OG0022191								NP_001245563.1													
OG0022192								NP_001245578.1													
OG0022193								NP_001245618.1													
OG0022194								NP_001245634.1													
OG0022195								NP_001245643.1													
OG0022196								NP_001245724.1													
OG0022197								NP_001245735.1													
OG0022198								NP_001245834.1													
OG0022199								NP_001245835.1													
OG0022200								NP_001245837.1													
OG0022201								NP_001245838.1													
OG0022202								NP_001245849.1													
OG0022203								NP_001245850.1													
OG0022204								NP_001245868.1													
OG0022205								NP_001245901.2													
OG0022206								NP_001245920.1													
OG0022207								NP_001245940.1													
OG0022208								NP_001245951.1													
OG0022209								NP_001245963.1													
OG0022210								NP_001245964.1													
OG0022211								NP_001245985.1													
OG0022212								NP_001245986.1													
OG0022213								NP_001245990.1													
OG0022214								NP_001245992.1													
OG0022215								NP_001246007.1													
OG0022216								NP_001246017.1													
OG0022217								NP_001246024.1													
OG0022218								NP_001246028.1													
OG0022219								NP_001246030.1													
OG0022220								NP_001246032.2													
OG0022221								NP_001246035.1													
OG0022222								NP_001246036.1													
OG0022223								NP_001246052.1													
OG0022224								NP_001246068.1													
OG0022225								NP_001246069.1													
OG0022226								NP_001246070.1													
OG0022227								NP_001246076.1													
OG0022228								NP_001246078.1													
OG0022229								NP_001246106.1													
OG0022230								NP_001246130.1													
OG0022231								NP_001246182.1													
OG0022232								NP_001246183.1													
OG0022233								NP_001246190.1													
OG0022234								NP_001246202.1													
OG0022235								NP_001246243.1													
OG0022236								NP_001246244.1													
OG0022237								NP_001246245.1													
OG0022238								NP_001246246.1													
OG0022239								NP_001246247.1													
OG0022240								NP_001246252.1													
OG0022241								NP_001246260.1													
OG0022242								NP_001246264.1													
OG0022243								NP_001246270.1													
OG0022244								NP_001246275.1													
OG0022245								NP_001246279.1													
OG0022246								NP_001246299.1													
OG0022247								NP_001246301.1													
OG0022248								NP_001246322.1													
OG0022249								NP_001246324.1													
OG0022250								NP_001246329.1													
OG0022251								NP_001246335.1													
OG0022252								NP_001246342.1													
OG0022253								NP_001246368.1													
OG0022254								NP_001246382.1													
OG0022255								NP_001246383.1													
OG0022256								NP_001246385.1													
OG0022257								NP_001246386.1													
OG0022258								NP_001246387.1													
OG0022259								NP_001246389.2													
OG0022260								NP_001246390.1													
OG0022261								NP_001246399.1													
OG0022262								NP_001246405.1													
OG0022263								NP_001246412.1													
OG0022264								NP_001246413.1													
OG0022265								NP_001246414.1													
OG0022266								NP_001246415.1													
OG0022267								NP_001246416.1													
OG0022268								NP_001246435.1													
OG0022269								NP_001246437.1													
OG0022270								NP_001246459.1													
OG0022271								NP_001246476.1													
OG0022272								NP_001246478.1													
OG0022273								NP_001246481.1													
OG0022274								NP_001246520.1													
OG0022275								NP_001246536.1													
OG0022276								NP_001246586.1													
OG0022277								NP_001246594.1													
OG0022278								NP_001246605.1													
OG0022279								NP_001246606.1													
OG0022280								NP_001246634.1													
OG0022281								NP_001246644.1													
OG0022282								NP_001246646.1													
OG0022283								NP_001246650.1													
OG0022284								NP_001246664.1													
OG0022285								NP_001246666.1													
OG0022286								NP_001246686.1													
OG0022287								NP_001246693.1													
OG0022288								NP_001246709.1													
OG0022289								NP_001246726.1													
OG0022290								NP_001246741.1													
OG0022291								NP_001246744.1													
OG0022292								NP_001246758.1													
OG0022293								NP_001246767.1													
OG0022294								NP_001246772.1													
OG0022295								NP_001246773.1													
OG0022296								NP_001246774.1													
OG0022297								NP_001246791.1													
OG0022298								NP_001246794.1													
OG0022299								NP_001246818.1													
OG0022300								NP_001246826.1													
OG0022301								NP_001246829.1													
OG0022302								NP_001246832.1													
OG0022303								NP_001246850.1													
OG0022304								NP_001246854.1													
OG0022305								NP_001246861.1													
OG0022306								NP_001246878.1													
OG0022307								NP_001246881.1													
OG0022308								NP_001246883.1													
OG0022309								NP_001246902.1													
OG0022310								NP_001246924.1													
OG0022311								NP_001246925.1													
OG0022312								NP_001246961.1													
OG0022313								NP_001246979.1													
OG0022314								NP_001247038.1													
OG0022315								NP_001247057.1													
OG0022316								NP_001247073.1													
OG0022317								NP_001247074.1													
OG0022318								NP_001247079.1													
OG0022319								NP_001247082.1													
OG0022320								NP_001247085.1													
OG0022321								NP_001247127.1													
OG0022322								NP_001247146.1													
OG0022323								NP_001247148.1													
OG0022324								NP_001247154.1													
OG0022325								NP_001247173.1													
OG0022326								NP_001247174.1													
OG0022327								NP_001247180.1													
OG0022328								NP_001247181.1													
OG0022329								NP_001247194.1													
OG0022330								NP_001247200.1													
OG0022331								NP_001247217.1													
OG0022332								NP_001247218.1													
OG0022333								NP_001247249.1													
OG0022334								NP_001247250.1													
OG0022335								NP_001247291.1													
OG0022336								NP_001247294.1													
OG0022337								NP_001247308.1													
OG0022338								NP_001247316.1													
OG0022339								NP_001247336.1													
OG0022340								NP_001247337.1													
OG0022341								NP_001247340.1													
OG0022342								NP_001247363.1													
OG0022343								NP_001247401.1													
OG0022344								NP_001259091.1													
OG0022345								NP_001259110.1													
OG0022346								NP_001259113.1													
OG0022347								NP_001259121.1													
OG0022348								NP_001259141.1													
OG0022349								NP_001259180.1													
OG0022350								NP_001259190.1													
OG0022351								NP_001259231.1													
OG0022352								NP_001259287.1													
OG0022353								NP_001259288.1													
OG0022354								NP_001259314.1													
OG0022355								NP_001259403.1													
OG0022356								NP_001259499.1													
OG0022357								NP_001259597.1													
OG0022358								NP_001259603.1													
OG0022359								NP_001259625.1													
OG0022360								NP_001259634.1													
OG0022361								NP_001259651.1													
OG0022362								NP_001259681.1													
OG0022363								NP_001259683.1													
OG0022364								NP_001259835.1													
OG0022365								NP_001259855.1													
OG0022366								NP_001259864.1													
OG0022367								NP_001259885.1													
OG0022368								NP_001259893.1													
OG0022369								NP_001259922.1													
OG0022370								NP_001259932.1													
OG0022371								NP_001259937.1													
OG0022372								NP_001259942.1													
OG0022373								NP_001259948.1													
OG0022374								NP_001259974.1													
OG0022375								NP_001259985.1													
OG0022376								NP_001259999.1													
OG0022377								NP_001260043.1													
OG0022378								NP_001260116.1													
OG0022379								NP_001260125.1													
OG0022380								NP_001260184.1													
OG0022381								NP_001260294.1													
OG0022382								NP_001260297.1													
OG0022383								NP_001260298.1													
OG0022384								NP_001260315.1													
OG0022385								NP_001260334.1													
OG0022386								NP_001260358.1													
OG0022387								NP_001260359.1													
OG0022388								NP_001260361.1													
OG0022389								NP_001260367.1													
OG0022390								NP_001260374.1													
OG0022391								NP_001260389.1													
OG0022392								NP_001260409.1													
OG0022393								NP_001260431.1													
OG0022394								NP_001260433.1													
OG0022395								NP_001260443.1													
OG0022396								NP_001260444.1													
OG0022397								NP_001260446.1													
OG0022398								NP_001260474.1													
OG0022399								NP_001260505.1													
OG0022400								NP_001260524.1													
OG0022401								NP_001260533.1													
OG0022402								NP_001260546.1													
OG0022403								NP_001260551.1													
OG0022404								NP_001260560.1													
OG0022405								NP_001260568.1													
OG0022406								NP_001260574.1													
OG0022407								NP_001260611.1													
OG0022408								NP_001260614.1													
OG0022409								NP_001260648.1													
OG0022410								NP_001260666.1													
OG0022411								NP_001260680.1													
OG0022412								NP_001260705.2													
OG0022413								NP_001260715.1													
OG0022414								NP_001260741.1													
OG0022415								NP_001260754.1													
OG0022416								NP_001260755.1													
OG0022417								NP_001260776.1													
OG0022418								NP_001260813.1													
OG0022419								NP_001260833.1													
OG0022420								NP_001260888.1													
OG0022421								NP_001260911.1													
OG0022422								NP_001260933.1													
OG0022423								NP_001260943.1													
OG0022424								NP_001260953.1													
OG0022425								NP_001260975.1													
OG0022426								NP_001260976.1													
OG0022427								NP_001260989.1													
OG0022428								NP_001261036.1													
OG0022429								NP_001261037.1													
OG0022430								NP_001261104.1													
OG0022431								NP_001261108.1													
OG0022432								NP_001261110.1													
OG0022433								NP_001261126.1													
OG0022434								NP_001261150.1													
OG0022435								NP_001261178.1													
OG0022436								NP_001261194.1													
OG0022437								NP_001261262.1													
OG0022438								NP_001261335.1													
OG0022439								NP_001261348.1													
OG0022440								NP_001261389.1													
OG0022441								NP_001261514.1													
OG0022442								NP_001261538.1													
OG0022443								NP_001261562.1													
OG0022444								NP_001261598.1													
OG0022445								NP_001261647.1													
OG0022446								NP_001261671.1													
OG0022447								NP_001261698.1													
OG0022448								NP_001261709.1													
OG0022449								NP_001261729.1													
OG0022450								NP_001261740.1													
OG0022451								NP_001261741.1													
OG0022452								NP_001261777.1													
OG0022453								NP_001261800.1													
OG0022454								NP_001261839.1													
OG0022455								NP_001261854.1													
OG0022456								NP_001261855.1													
OG0022457								NP_001261857.1													
OG0022458								NP_001261858.1													
OG0022459								NP_001261905.1													
OG0022460								NP_001261933.1													
OG0022461								NP_001261935.1													
OG0022462								NP_001261966.1													
OG0022463								NP_001262010.1													
OG0022464								NP_001262013.1													
OG0022465								NP_001262123.1													
OG0022466								NP_001262129.1													
OG0022467								NP_001262132.1													
OG0022468								NP_001262136.1													
OG0022469								NP_001262146.1													
OG0022470								NP_001262154.1													
OG0022471								NP_001262186.1													
OG0022472								NP_001262187.1													
OG0022473								NP_001262194.1													
OG0022474								NP_001262203.1													
OG0022475								NP_001262214.1													
OG0022476								NP_001262257.1													
OG0022477								NP_001262266.1													
OG0022478								NP_001262268.1													
OG0022479								NP_001262341.1													
OG0022480								NP_001262346.1													
OG0022481								NP_001262368.1													
OG0022482								NP_001262382.1													
OG0022483								NP_001262389.1													
OG0022484								NP_001262431.1													
OG0022485								NP_001262438.1													
OG0022486								NP_001262498.1													
OG0022487								NP_001262500.1													
OG0022488								NP_001262537.1													
OG0022489								NP_001262562.1													
OG0022490								NP_001262570.1													
OG0022491								NP_001262628.1													
OG0022492								NP_001262629.1													
OG0022493								NP_001262642.1													
OG0022494								NP_001262700.1													
OG0022495								NP_001262718.1													
OG0022496								NP_001262721.1													
OG0022497								NP_001262728.1													
OG0022498								NP_001262753.1													
OG0022499								NP_001262823.1													
OG0022500								NP_001262824.1													
OG0022501								NP_001262875.1													
OG0022502								NP_001262933.1													
OG0022503								NP_001262958.1													
OG0022504								NP_001262980.1													
OG0022505								NP_001262992.2													
OG0022506								NP_001263004.1													
OG0022507								NP_001263026.1													
OG0022508								NP_001263039.1													
OG0022509								NP_001263067.1													
OG0022510								NP_001263121.1													
OG0022511								NP_001284768.1													
OG0022512								NP_001284770.1													
OG0022513								NP_001284808.1													
OG0022514								NP_001284809.1													
OG0022515								NP_001284856.1													
OG0022516								NP_001284858.1													
OG0022517								NP_001284876.1													
OG0022518								NP_001284877.1													
OG0022519								NP_001284891.1													
OG0022520								NP_001284894.1													
OG0022521								NP_001284895.1													
OG0022522								NP_001284907.1													
OG0022523								NP_001284910.1													
OG0022524								NP_001284911.1													
OG0022525								NP_001284953.1													
OG0022526								NP_001284974.1													
OG0022527								NP_001284980.1													
OG0022528								NP_001284984.1													
OG0022529								NP_001285007.1													
OG0022530								NP_001285032.1													
OG0022531								NP_001285038.1													
OG0022532								NP_001285056.1													
OG0022533								NP_001285062.1													
OG0022534								NP_001285063.1													
OG0022535								NP_001285064.1													
OG0022536								NP_001285066.1													
OG0022537								NP_001285081.1													
OG0022538								NP_001285093.1													
OG0022539								NP_001285104.1													
OG0022540								NP_001285105.1													
OG0022541								NP_001285106.1													
OG0022542								NP_001285110.1													
OG0022543								NP_001285150.1													
OG0022544								NP_001285151.1													
OG0022545								NP_001285152.1													
OG0022546								NP_001285195.1													
OG0022547								NP_001285212.1													
OG0022548								NP_001285235.1													
OG0022549								NP_001285252.1													
OG0022550								NP_001285255.1													
OG0022551								NP_001285272.1													
OG0022552								NP_001285273.1													
OG0022553								NP_001285294.1													
OG0022554								NP_001285351.1													
OG0022555								NP_001285368.1													
OG0022556								NP_001285431.1													
OG0022557								NP_001285478.1													
OG0022558								NP_001285479.1													
OG0022559								NP_001285502.1													
OG0022560								NP_001285504.1													
OG0022561								NP_001285519.1													
OG0022562								NP_001285544.1													
OG0022563								NP_001285576.1													
OG0022564								NP_001285577.1													
OG0022565								NP_001285585.1													
OG0022566								NP_001285596.1													
OG0022567								NP_001285597.1													
OG0022568								NP_001285643.1													
OG0022569								NP_001285645.1													
OG0022570								NP_001285646.1													
OG0022571								NP_001285654.1													
OG0022572								NP_001285664.1													
OG0022573								NP_001285668.1													
OG0022574								NP_001285670.1													
OG0022575								NP_001285705.1													
OG0022576								NP_001285716.1													
OG0022577								NP_001285746.1													
OG0022578								NP_001285761.1													
OG0022579								NP_001285782.1													
OG0022580								NP_001285808.1													
OG0022581								NP_001285810.1													
OG0022582								NP_001285818.1													
OG0022583								NP_001285819.1													
OG0022584								NP_001285829.1													
OG0022585								NP_001285835.1													
OG0022586								NP_001285838.1													
OG0022587								NP_001285841.1													
OG0022588								NP_001285846.1													
OG0022589								NP_001285847.1													
OG0022590								NP_001285854.1													
OG0022591								NP_001285855.1													
OG0022592								NP_001285862.1													
OG0022593								NP_001285884.1													
OG0022594								NP_001285885.1													
OG0022595								NP_001285897.1													
OG0022596								NP_001285906.1													
OG0022597								NP_001285911.1													
OG0022598								NP_001285920.1													
OG0022599								NP_001285936.1													
OG0022600								NP_001285954.1													
OG0022601								NP_001285973.1													
OG0022602								NP_001285978.1													
OG0022603								NP_001285981.1													
OG0022604								NP_001285990.1													
OG0022605								NP_001285994.1													
OG0022606								NP_001285999.1													
OG0022607								NP_001286005.1													
OG0022608								NP_001286006.1													
OG0022609								NP_001286011.1													
OG0022610								NP_001286023.1													
OG0022611								NP_001286026.1													
OG0022612								NP_001286027.1													
OG0022613								NP_001286035.1													
OG0022614								NP_001286040.1													
OG0022615								NP_001286062.1													
OG0022616								NP_001286092.1													
OG0022617								NP_001286097.1													
OG0022618								NP_001286105.1													
OG0022619								NP_001286143.1													
OG0022620								NP_001286146.1													
OG0022621								NP_001286154.1													
OG0022622								NP_001286180.1													
OG0022623								NP_001286190.1													
OG0022624								NP_001286191.1													
OG0022625								NP_001286195.1													
OG0022626								NP_001286231.1													
OG0022627								NP_001286232.1													
OG0022628								NP_001286239.1													
OG0022629								NP_001286273.1													
OG0022630								NP_001286290.1													
OG0022631								NP_001286329.1													
OG0022632								NP_001286343.1													
OG0022633								NP_001286356.1													
OG0022634								NP_001286372.1													
OG0022635								NP_001286384.1													
OG0022636								NP_001286389.1													
OG0022637								NP_001286392.1													
OG0022638								NP_001286395.1													
OG0022639								NP_001286399.1													
OG0022640								NP_001286425.1													
OG0022641								NP_001286449.1													
OG0022642								NP_001286495.1													
OG0022643								NP_001286512.1													
OG0022644								NP_001286520.1													
OG0022645								NP_001286521.1													
OG0022646								NP_001286542.1													
OG0022647								NP_001286544.1													
OG0022648								NP_001286552.1													
OG0022649								NP_001286556.1													
OG0022650								NP_001286557.1													
OG0022651								NP_001286576.1													
OG0022652								NP_001286583.1													
OG0022653								NP_001286585.1													
OG0022654								NP_001286621.1													
OG0022655								NP_001286622.1													
OG0022656								NP_001286623.1													
OG0022657								NP_001286625.1													
OG0022658								NP_001286626.1													
OG0022659								NP_001286633.1													
OG0022660								NP_001286648.1													
OG0022661								NP_001286663.1													
OG0022662								NP_001286669.1													
OG0022663								NP_001286681.1													
OG0022664								NP_001286686.1													
OG0022665								NP_001286689.1													
OG0022666								NP_001286690.1													
OG0022667								NP_001286699.1													
OG0022668								NP_001286705.1													
OG0022669								NP_001286719.1													
OG0022670								NP_001286737.1													
OG0022671								NP_001286760.1													
OG0022672								NP_001286762.1													
OG0022673								NP_001286764.1													
OG0022674								NP_001286780.1													
OG0022675								NP_001286838.1													
OG0022676								NP_001286844.1													
OG0022677								NP_001286853.1													
OG0022678								NP_001286877.1													
OG0022679								NP_001286879.1													
OG0022680								NP_001286920.1													
OG0022681								NP_001286922.1													
OG0022682								NP_001286935.1													
OG0022683								NP_001286948.1													
OG0022684								NP_001286958.1													
OG0022685								NP_001287020.1													
OG0022686								NP_001287022.1													
OG0022687								NP_001287023.1													
OG0022688								NP_001287025.1													
OG0022689								NP_001287026.1													
OG0022690								NP_001287033.1													
OG0022691								NP_001287046.1													
OG0022692								NP_001287063.1													
OG0022693								NP_001287081.1													
OG0022694								NP_001287087.1													
OG0022695								NP_001287090.1													
OG0022696								NP_001287094.1													
OG0022697								NP_001287116.1													
OG0022698								NP_001287133.1													
OG0022699								NP_001287146.1													
OG0022700								NP_001287147.1													
OG0022701								NP_001287148.1													
OG0022702								NP_001287149.1													
OG0022703								NP_001287165.1													
OG0022704								NP_001287167.1													
OG0022705								NP_001287174.1													
OG0022706								NP_001287191.1													
OG0022707								NP_001287209.1													
OG0022708								NP_001287211.1													
OG0022709								NP_001287251.1													
OG0022710								NP_001287265.1													
OG0022711								NP_001287285.1													
OG0022712								NP_001287299.1													
OG0022713								NP_001287300.1													
OG0022714								NP_001287315.1													
OG0022715								NP_001287317.1													
OG0022716								NP_001287322.1													
OG0022717								NP_001287336.1													
OG0022718								NP_001287362.1													
OG0022719								NP_001287371.1													
OG0022720								NP_001287373.1													
OG0022721								NP_001287374.1													
OG0022722								NP_001287377.1													
OG0022723								NP_001287445.1													
OG0022724								NP_001287447.1													
OG0022725								NP_001287449.1													
OG0022726								NP_001287453.1													
OG0022727								NP_001287458.1													
OG0022728								NP_001287462.1													
OG0022729								NP_001287474.1													
OG0022730								NP_001287476.1													
OG0022731								NP_001287477.1													
OG0022732								NP_001287512.1													
OG0022733								NP_001287519.1													
OG0022734								NP_001287531.1													
OG0022735								NP_001287546.1													
OG0022736								NP_001287561.1													
OG0022737								NP_001287581.1													
OG0022738								NP_001287603.1													
OG0022739								NP_001287605.1													
OG0022740								NP_001287607.1													
OG0022741								NP_001287616.1													
OG0022742								NP_001287632.1													
OG0022743								NP_001303310.1													
OG0022744								NP_001303328.1													
OG0022745								NP_001303331.1													
OG0022746								NP_001303339.1													
OG0022747								NP_001303386.1													
OG0022748								NP_001303387.1													
OG0022749								NP_001303397.1													
OG0022750								NP_001303406.1													
OG0022751								NP_001303412.1													
OG0022752								NP_001303428.1													
OG0022753								NP_001303483.1													
OG0022754								NP_001303496.1													
OG0022755								NP_001303504.1													
OG0022756								NP_001303511.1													
OG0022757								NP_001303532.1													
OG0022758								NP_001303536.1													
OG0022759								NP_001303542.1													
OG0022760								NP_001303554.1													
OG0022761								NP_001303572.1													
OG0022762								NP_001334678.1													
OG0022763								NP_001334683.1													
OG0022764								NP_001334684.1													
OG0022765								NP_001334686.1													
OG0022766								NP_001334687.1													
OG0022767								NP_001334689.1													
OG0022768								NP_001334692.1													
OG0022769								NP_001334694.1													
OG0022770								NP_001334697.1													
OG0022771								NP_001334700.1													
OG0022772								NP_001334703.1													
OG0022773								NP_001334719.1													
OG0022774								NP_001334721.1													
OG0022775								NP_001334725.1													
OG0022776								NP_001334726.1													
OG0022777								NP_001334728.1													
OG0022778								NP_001334736.1													
OG0022779								NP_001334740.1													
OG0022780								NP_001334741.1													
OG0022781								NP_001334742.1													
OG0022782								NP_001334744.1													
OG0022783								NP_001334745.1													
OG0022784								NP_001334746.1													
OG0022785								NP_001350854.1													
OG0022786								NP_001350865.1													
OG0022787								NP_001356895.1													
OG0022788								NP_001356904.1													
OG0022789								NP_001356911.1													
OG0022790								NP_001356919.1													
OG0022791								NP_001356933.1													
OG0022792								NP_001356979.1													
OG0022793								NP_001368944.1													
OG0022794								NP_001368958.1													
OG0022795								NP_001368983.1													
OG0022796								NP_001368985.1													
OG0022797								NP_001368986.1													
OG0022798								NP_001368994.1													
OG0022799								NP_001368997.1													
OG0022800								NP_001369001.1													
OG0022801								NP_001369012.1													
OG0022802								NP_001369015.1													
