Orthogroup	Bombus_terrestris	Vespa_mandarinia
OG0003340	XP_020720961.1	XP_035738602.1
OG0003341	XP_012175821.1	XP_035721880.1
OG0003342	XP_012171940.2	XP_035725102.1
OG0003343	XP_020722536.1, XP_012172667.1, XP_020722535.1	XP_035723889.1
OG0003344	XP_003402169.1, XP_012173723.1	XP_035725686.1
OG0003345	XP_003398987.1	XP_035718124.1
OG0003346	XP_020723225.1	XP_035731959.1
OG0003347	XP_012163635.1	XP_035723668.1
OG0003348	XP_012166030.1	XP_035721843.1
OG0003349	XP_012166175.1, XP_020719519.1	XP_035732552.1, XP_035732553.1, XP_035732554.1
OG0003350	XP_003395818.1	XP_035727967.1
OG0003351	XP_003403358.1	XP_035724391.1
OG0003352	XP_012171186.1	XP_035721624.1, XP_035721623.1, XP_035721625.1
OG0003353	XP_012176447.1	XP_035735740.1
OG0003354	XP_012168185.1	XP_035718365.1
OG0003355	XP_012167676.1	XP_035728055.1
OG0003356	XP_003402210.1	XP_035722726.1
OG0003357	XP_012163819.1	XP_035724204.1
OG0003358	XP_012176186.1	XP_035722483.1, XP_035722484.1
OG0003359	XP_003396029.1	XP_035724812.1
OG0003360	XP_012175935.1	XP_035728885.1
OG0003361	XP_003402702.1	XP_035727479.1
OG0003362	XP_012169143.1	XP_035720015.1
OG0003363	XP_003394031.1	XP_035720403.1
OG0003364	XP_003398503.1	XP_035740889.1
OG0003365	XP_003394552.1	XP_035717297.1
OG0003366	XP_003397827.1	XP_035739617.1
OG0003367	XP_003401083.1	XP_035718967.1
OG0003368	XP_020721065.1	XP_035739305.1
OG0003369	XP_012164497.1	XP_035724767.1
OG0003370	XP_012172730.1, XP_012172744.1, XP_012172738.1	XP_035717656.1
OG0003371	XP_012170915.1, XP_003400168.1	XP_035736333.1
OG0003372	XP_003394694.1	XP_035726938.1
OG0003373	XP_012173294.1, XP_003401873.1	XP_035722659.1
OG0003374	XP_003395675.1	XP_035720667.1
OG0003375	XP_003403093.1	XP_035723483.1, XP_035723481.1, XP_035723482.1
OG0003376	XP_003393800.1	XP_035722990.1
OG0003377	XP_020724121.1	XP_035738674.1
OG0003378	XP_003402130.1	XP_035727593.1
OG0003379	XP_012171119.1	XP_035718219.1, XP_035718220.1, XP_035718218.1
OG0003380	XP_012170032.1	XP_035726937.1
OG0003381	XP_012175066.1	XP_035741813.1, XP_035741814.1
OG0003382	XP_003401411.1	XP_035725909.1
OG0003383	XP_003400839.1	XP_035727252.1
OG0003384	XP_003400187.1, XP_012170937.1	XP_035734296.1, XP_035734295.1
OG0003385	XP_003393271.1	XP_035736855.1
OG0003386	XP_020722228.1, XP_003400574.1	XP_035735922.1
OG0003387	XP_012174698.1, XP_003393798.1	XP_035722998.1
OG0003388	XP_012171064.1	XP_035718223.1, XP_035718221.1
OG0003389	XP_012166547.1	XP_035717111.1
OG0003390	XP_012170451.1	XP_035726519.1
OG0003391	XP_012173395.2	XP_035729229.1
OG0003392	XP_020722516.1	XP_035732084.1, XP_035732086.1
OG0003393	XP_003396408.1, XP_012165441.1	XP_035717916.1
OG0003394	XP_003394195.1	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1
OG0003395	XP_012170429.1	XP_035720392.1
OG0003396	XP_003400093.1	XP_035717748.1, XP_035717750.1, XP_035717749.1
OG0003397	XP_012170199.1	XP_035719266.1
OG0003398	XP_012167281.1	XP_035719951.1
OG0003399	XP_003395681.1	XP_035744144.1
OG0003400	XP_003394203.1	XP_035739357.1
OG0003401	XP_012174733.1	XP_035738196.1
OG0003402	XP_003400904.1	XP_035729389.1, XP_035729390.1
OG0003403	XP_003398686.1	XP_035738309.1
OG0003404	XP_012175889.1	XP_035730589.1
OG0003405	XP_003402674.1	XP_035722368.1
OG0003406	XP_020718332.1	XP_035729691.1, XP_035729689.1
OG0003407	XP_012174891.2, XP_012171230.1	XP_035726440.1, XP_035726441.1
OG0003408	XP_012163653.1	XP_035731927.1
OG0003410	XP_003397456.1	XP_035725212.1
OG0003411	XP_003393003.1	XP_035743732.1
OG0003412	XP_012165317.1, XP_020719328.1	XP_035719157.1
OG0003413	XP_003393951.1, XP_012175666.1	XP_035720341.1, XP_035720342.1
OG0003414	XP_003402116.1	XP_035721820.1
OG0003415	XP_020723273.1, XP_003402321.1	XP_035723163.1
OG0003416	XP_003400888.1	XP_035718744.1
OG0003417	XP_012163159.1, XP_003394872.1	XP_035733678.1
OG0003419	XP_003398727.1	XP_035721055.1
OG0003420	XP_003397430.1	XP_035717779.1
OG0003421	XP_003397388.1	XP_035733630.1
OG0003422	XP_020718945.1, XP_020718838.1, XP_020718951.1	XP_035730649.1
OG0003423	XP_003394231.1	XP_035730539.1, XP_035730540.1
OG0003424	XP_003398125.1	XP_035721506.1
OG0003425	XP_003397438.1	XP_035732435.1
OG0003426	XP_012166342.1	XP_035743362.1
OG0003427	XP_012174792.1	XP_035730274.1
OG0003428	XP_012173657.1	XP_035719989.1
OG0003429	XP_020723827.1	XP_035723467.1
OG0003430	XP_020719803.1	XP_035724172.1, XP_035724163.1
OG0003431	XP_003398714.1	XP_035733301.1
OG0003432	XP_012166277.1	XP_035725437.1
OG0003433	XP_020719223.1, XP_012165947.1	XP_035741120.1, XP_035741121.1
OG0003434	XP_020724167.1, XP_003394477.1	XP_035735513.1
OG0003435	XP_003396357.1	XP_035740650.1, XP_035725169.1
OG0003436	XP_003396482.1	XP_035727257.1
OG0003437	XP_020723885.1	XP_035719949.1, XP_035719945.1, XP_035719957.1
OG0003438	XP_020718677.1	XP_035742845.1
OG0003439	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1	XP_035743413.1
OG0003441	XP_003394510.1	XP_035735648.1
OG0003442	XP_003398932.1	XP_035739149.1, XP_035739233.1
OG0003443	XP_012174081.1	XP_035741581.1
OG0003444	XP_012170821.2	XP_035735680.1
OG0003445	XP_003393575.1	XP_035724660.1
OG0003446	XP_003394673.1	XP_035725082.1
OG0003447	XP_003400493.1	XP_035744102.1
OG0003448	XP_020719521.1	XP_035720707.1, XP_035720709.1, XP_035720708.1
OG0003449	XP_012166095.2	XP_035719816.1
OG0003450	XP_003394524.1	XP_035735266.1
OG0003451	XP_012175637.1	XP_035728590.1
OG0003452	XP_012167551.1, XP_003397866.1	XP_035721502.1
OG0003453	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1	XP_035734224.1
OG0003454	XP_003402092.1, XP_012173374.1	XP_035735593.1, XP_035735594.1
OG0003455	XP_012166419.1, XP_012166418.1, XP_012166420.1	XP_035722544.1
OG0003456	XP_003393586.1	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1
OG0003457	XP_003397544.1	XP_035738969.1
OG0003458	XP_020722383.1	XP_035733700.1
OG0003459	XP_003397938.1	XP_035739605.1
OG0003460	XP_003393593.2	XP_035732966.1
OG0003461	XP_020722167.1, XP_020722164.1	XP_035735651.1, XP_035735652.1, XP_035735655.1
OG0003463	XP_003398065.1	XP_035719502.1
OG0003464	XP_003393068.1, XP_012163643.1	XP_035717463.1
OG0003465	XP_012170130.1	XP_035730976.1, XP_035730988.1
OG0003466	XP_003403100.1	XP_035722097.1
OG0003467	XP_003397188.1	XP_035739108.1
OG0003468	XP_012170491.1	XP_035731548.1
OG0003469	XP_003395721.1, XP_020718604.1	XP_035732757.1
OG0003470	XP_003401292.1	XP_035718829.1
OG0003471	XP_012166543.1, XP_003397209.1	XP_035724488.1
OG0003472	XP_020724289.1	XP_035718671.1
OG0003473	XP_003399117.1	XP_035740031.1
OG0003474	XP_003395173.1	XP_035722625.1
OG0003475	XP_012167161.1	XP_035737256.1
OG0003476	XP_012172672.1	XP_035735088.1
OG0003477	XP_012168386.1, XP_012168385.1	XP_035738717.1, XP_035738718.1
OG0003478	XP_012175129.1	XP_035723090.1
OG0003479	XP_003402562.1	XP_035727087.1
OG0003480	XP_020719042.1, XP_020719041.1	XP_035730689.1, XP_035730708.1
OG0003481	XP_020720651.1	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1
OG0003482	XP_012164772.1	XP_035723792.1, XP_035723791.1
OG0003483	XP_003395520.1	XP_035724112.1
OG0003484	XP_012164591.1	XP_035720488.1
OG0003485	XP_012164420.1, XP_020718869.1	XP_035719203.1
OG0003486	XP_003393625.1	XP_035729809.1, XP_035729810.1, XP_035729808.1
OG0003487	XP_003401921.1	XP_035717432.1
OG0003488	XP_003395652.1	XP_035719078.1
OG0003489	XP_003393033.1	XP_035725986.1
OG0003490	XP_003403029.1	XP_035723257.1
OG0003491	XP_020721001.1	XP_035734012.1
OG0003492	XP_003397234.1, XP_012166574.1	XP_035722321.1, XP_035722319.1
OG0003493	XP_003399033.1	XP_035725217.1
OG0003494	XP_003396915.1	XP_035728926.1, XP_035728925.1
OG0003495	XP_003401073.1	XP_035739750.1
OG0003496	XP_003396707.1	XP_035727473.1
OG0003497	XP_012163541.1	XP_035717989.1
OG0003498	XP_003392871.1	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1
OG0003499	XP_012171291.1	XP_035737779.1, XP_035737771.1
OG0003500	XP_012168790.1, XP_012168789.1	XP_035737356.1, XP_035737354.1, XP_035737355.1
OG0003501	XP_003402365.1	XP_035740613.1
OG0003502	XP_003396994.1	XP_035738145.1
OG0003503	XP_003394479.1	XP_035731958.1
OG0003504	XP_003402180.1	XP_035742148.1
OG0003506	XP_012175765.1	XP_035720775.1
OG0003507	XP_020722171.1	XP_035726875.1
OG0003508	XP_003398733.1	XP_035738765.1, XP_035738767.1, XP_035738766.1
OG0003509	XP_012174478.1	XP_035722353.1
OG0003510	XP_003393502.1	XP_035718282.1
OG0003511	XP_003398635.2, XP_020723871.1, XP_003403409.2	XP_035741063.1
OG0003512	XP_012164666.1	XP_035720217.1
OG0003513	XP_012167836.1	XP_035718942.1
OG0003515	XP_020718715.1, XP_012164209.1	XP_035732586.1, XP_035732590.1
OG0003516	XP_012169809.1	XP_035732681.1, XP_035732683.1, XP_035732682.1
OG0003517	XP_003399368.1	XP_035738336.1
OG0003518	XP_003399079.1	XP_035718417.1
OG0003519	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1	XP_035734592.1
OG0003520	XP_003402231.1	XP_035743414.1
OG0003521	XP_012167293.1	XP_035734073.1
OG0003522	XP_012169456.1, XP_003399179.1	XP_035732365.1
OG0003523	XP_012166747.1	XP_035742503.1
OG0003524	XP_020722814.1	XP_035722043.1
OG0003525	XP_003395919.1	XP_035720476.1, XP_035720475.1
OG0003526	XP_012171650.1	XP_035743557.1
OG0003527	XP_020718438.1	XP_035718095.1
OG0003528	XP_003400760.2	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1
OG0003529	XP_020718265.1, XP_012175898.1	XP_035743257.1
OG0003530	XP_020722430.1	XP_035729917.1, XP_035729918.1, XP_035729916.1
OG0003532	XP_003399690.1	XP_035742315.1
OG0003533	XP_003397508.1	XP_035723847.1
OG0003534	XP_012172617.1	XP_035736183.1
OG0003535	XP_003393281.1	XP_035737568.1
OG0003536	XP_003397936.1	XP_035739524.1
OG0003537	XP_020721781.1	XP_035735664.1
OG0003538	XP_003397552.1	XP_035732596.1, XP_035732595.1
OG0003539	XP_003393064.1	XP_035718047.1
OG0003541	XP_003399070.1	XP_035717964.1
OG0003542	XP_003402488.1	XP_035723678.1, XP_035723677.1, XP_035723676.1
OG0003543	XP_020723476.1	XP_035742292.1
OG0003544	XP_003399716.1	XP_035728278.1
OG0003545	XP_020721827.1	XP_035719835.1
OG0003546	XP_003393420.1	XP_035736975.1
OG0003547	XP_012173687.1	XP_035730562.1
OG0003549	XP_003398377.1	XP_035738447.1
OG0003550	XP_020723417.1, XP_012174091.1	XP_035732609.1
OG0003551	XP_003400833.1, XP_012171880.1	XP_035727353.1
OG0003552	XP_012173753.1	XP_035729972.1
OG0003553	XP_003398337.1	XP_035738616.1
OG0003554	XP_003401774.2	XP_035721413.1, XP_035721411.1, XP_035721412.1
OG0003555	XP_003394162.1	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1
OG0003556	XP_003401624.1	XP_035739412.1
OG0003557	XP_003395315.1	XP_035742101.1
OG0003558	XP_003398951.1	XP_035732785.1
OG0003559	XP_020720445.1	XP_035717241.1
OG0003560	XP_020718562.1	XP_035724341.1
OG0003561	XP_020722374.1, XP_003400946.1	XP_035734788.1
OG0003562	XP_012170143.1	XP_035730958.1
OG0003563	XP_012176123.1	XP_035737868.1, XP_035737862.1
OG0003564	XP_012170707.1	XP_035736469.1
OG0003565	XP_003396666.1	XP_035741019.1
OG0003566	XP_012171759.1, XP_003400894.1	XP_035733197.1, XP_035733198.1
OG0003567	XP_020718824.1	XP_035719678.1, XP_035719677.1
OG0003568	XP_012169593.1	XP_035718635.1, XP_035718632.1
OG0003569	XP_012169599.2	XP_035718458.1
OG0003570	XP_020722373.1, XP_012171932.1	XP_035735335.1
OG0003571	XP_003401325.1	XP_035742635.1
OG0003572	XP_012172795.1	XP_035736274.1
OG0003573	XP_012163535.1	XP_035717792.1
OG0003574	XP_003397736.1	XP_035734451.1
OG0003575	XP_012173751.1	XP_035729876.1
OG0003576	XP_012167998.2	XP_035734505.1
OG0003577	XP_012167897.1	XP_035740899.1
OG0003578	XP_003402630.1	XP_035741956.1
OG0003579	XP_012168001.1	XP_035736814.1
OG0003580	XP_003401655.1	XP_035721139.1
OG0003581	XP_003395903.1	XP_035724089.1
OG0003582	XP_003393784.1, XP_020721323.1	XP_035722593.1, XP_035722590.1
OG0003583	XP_012176544.1	XP_035737943.1, XP_035737942.1
OG0003584	XP_003401911.1	XP_035719058.1
OG0003585	XP_003397704.1	XP_035724190.1
OG0003586	XP_003395092.1	XP_035731957.1, XP_035731956.1
OG0003587	XP_012173353.1	XP_035740442.1
OG0003588	XP_020718806.1	XP_035726162.1
OG0003589	XP_003402285.1	XP_035735323.1, XP_035735322.1
OG0003591	XP_012176698.1	XP_035729344.1
OG0003592	XP_012164576.1	XP_035718908.1
OG0003593	XP_012164855.1	XP_035726199.1
OG0003595	XP_020720894.1, XP_003398697.1, XP_012168705.1	XP_035742839.1
OG0003596	XP_003397233.1	XP_035723065.1
OG0003597	XP_012175919.2	XP_035734533.1
OG0003598	XP_012167375.1	XP_035729133.1
OG0003599	XP_012166821.1	XP_035742048.1
OG0003600	XP_020723269.1, XP_020723268.1, XP_012173861.1	XP_035735316.1
OG0003601	XP_003395629.1	XP_035740299.1
OG0003602	XP_012170769.1, XP_003403387.2	XP_035736266.1
OG0003603	XP_003399042.1, XP_012169235.1	XP_035723696.1, XP_035726673.1
OG0003604	XP_012169956.1	XP_035719057.1
OG0003605	XP_012166042.1	XP_035740947.1
OG0003606	XP_020718317.1	XP_035717568.1
OG0003607	XP_012165162.1	XP_035721862.1, XP_035721863.1
OG0003608	XP_012163239.1	XP_035731593.1
OG0003609	XP_012166936.2	XP_035737104.1
OG0003610	XP_003394611.2	XP_035723787.1
OG0003611	XP_003398763.1	XP_035723396.1
OG0003612	XP_012172194.1	XP_035731103.1, XP_035731102.1
OG0003613	XP_003394301.1	XP_035742709.1
OG0003614	XP_003394584.1	XP_035725582.1
OG0003615	XP_003395483.1	XP_035724749.1
OG0003616	XP_012169719.1	XP_035738090.1, XP_035738091.1
OG0003618	XP_003400995.1	XP_035728156.1
OG0003619	XP_003398224.1	XP_035725507.1
OG0003620	XP_020723368.1	XP_035727757.1
OG0003621	XP_012173204.1	XP_035729589.1
OG0003622	XP_020721534.1	XP_035727791.1
OG0003623	XP_020719351.1	XP_035726128.1
OG0003624	XP_012174115.1	XP_035730249.1
OG0003625	XP_012171227.1	XP_035741765.1
OG0003626	XP_012172164.1	XP_035734107.1
OG0003627	XP_012172938.2	XP_035735634.1, XP_035735635.1
OG0003628	XP_003397605.1	XP_035742363.1
OG0003629	XP_003401146.1	XP_035736010.1
OG0003630	XP_012168911.2	XP_035743900.1
OG0003631	XP_012176565.1, XP_012176564.1	XP_035721186.1, XP_035721194.1
OG0003632	XP_020720474.1	XP_035728479.1
OG0003633	XP_003395122.1	XP_035730943.1, XP_035730944.1
OG0003634	XP_003399197.1	XP_035743875.1
OG0003635	XP_012164787.1	XP_035717783.1
OG0003636	XP_020721799.1, XP_003400090.1	XP_035736309.1
OG0003637	XP_012174947.1	XP_035737409.1
OG0003638	XP_012167857.1	XP_035744072.1
OG0003639	XP_003398728.1	XP_035740130.1
OG0003640	XP_020721121.1	XP_035718345.1
OG0003641	XP_020722906.1	XP_035741082.1
OG0003642	XP_012172877.1	XP_035742421.1
OG0003643	XP_020721960.1	XP_035733118.1
OG0003644	XP_012171534.1	XP_035735602.1
OG0003645	XP_012176334.1	XP_035727181.1, XP_035727184.1
OG0003646	XP_003398690.1	XP_035734040.1
OG0003647	XP_012176133.2	XP_035730333.1
OG0003648	XP_020722335.1	XP_035731944.1, XP_035731946.1
OG0003649	XP_012170372.1, XP_012170367.1	XP_035731682.1
OG0003650	XP_020724206.1	XP_035739885.1
OG0003651	XP_003395731.1	XP_035732853.1, XP_035732850.1
OG0003652	XP_003393892.1	XP_035737188.1, XP_035737185.1, XP_035737184.1
OG0003653	XP_003394393.1	XP_035718461.1
OG0003656	XP_012175963.1	XP_035730032.1
OG0003657	XP_012170011.1	XP_035731843.1
OG0003658	XP_012175099.1	XP_035723194.1
OG0003660	XP_020720578.1	XP_035740601.1
OG0003661	XP_012167107.1	XP_035731876.1
OG0003662	XP_020723661.1	XP_035719007.1, XP_035719001.1
OG0003663	XP_012166208.1, XP_012166209.1	XP_035718473.1
OG0003664	XP_012164618.1	XP_035727421.1, XP_035727434.1
OG0003665	XP_012164802.1	XP_035727599.1, XP_035727600.1, XP_035727598.1
OG0003666	XP_003396069.1	XP_035726279.1
OG0003667	XP_012173324.1	XP_035736229.1
OG0003668	XP_012169584.1	XP_035739792.1, XP_035739793.1
OG0003669	XP_003400215.1	XP_035739111.1
OG0003671	XP_003394632.1	XP_035741291.1, XP_035741290.1
OG0003672	XP_003395365.2	XP_035726739.1, XP_035726740.1
OG0003673	XP_020721729.1, XP_012169850.1, XP_012169851.1	XP_035741432.1
OG0003674	XP_012169014.1, XP_012169013.1	XP_035743211.1, XP_035743212.1, XP_035743213.1
OG0003675	XP_003393766.1	XP_035725489.1, XP_035722541.1
OG0003676	XP_012174448.1	XP_035719745.1
OG0003677	XP_012163989.1	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1
OG0003678	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1	XP_035732466.1
OG0003679	XP_012165818.1	XP_035735540.1
OG0003680	XP_020720724.1, XP_020720727.1	XP_035742894.1
OG0003681	XP_003397161.1	XP_035717332.1
OG0003682	XP_012168180.1	XP_035742902.1
OG0003683	XP_020723372.1, XP_003393709.1	XP_035743102.1
OG0003684	XP_003400693.1	XP_035730815.1
OG0003685	XP_012171647.1	XP_035743277.1
OG0003686	XP_020723680.1	XP_035734872.1
OG0003687	XP_012164237.1	XP_035720043.1
OG0003688	XP_020722732.1	XP_035737162.1, XP_035737166.1
OG0003689	XP_020723900.1	XP_035734650.1
OG0003690	XP_003395748.1	XP_035734199.1, XP_035734198.1
OG0003691	XP_012173978.1	XP_035740341.1
OG0003692	XP_020723394.1	XP_035721136.1
OG0003693	XP_020720757.1	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1
OG0003694	XP_003400326.1	XP_035719391.1, XP_035719386.1
OG0003695	XP_012175920.1, XP_003394378.2	XP_035734552.1, XP_035734553.1, XP_035734583.1
OG0003696	XP_020722944.1, XP_012170072.1	XP_035742008.1
OG0003697	XP_012173636.1	XP_035727727.1
OG0003698	XP_012170177.1, XP_003399652.1	XP_035739429.1
OG0003699	XP_012172220.1	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1
OG0003700	XP_012169250.1	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1
OG0003701	XP_020719851.1	XP_035717823.1, XP_035717830.1
OG0003702	XP_012176465.2	XP_035737535.1
OG0003703	XP_003395573.1	XP_035736823.1
OG0003704	XP_020720103.1	XP_035725262.1
OG0003705	XP_012175203.2	XP_035722262.1, XP_035722261.1, XP_035722260.1
OG0003706	XP_020722231.1	XP_035717923.1
OG0003706	XP_003400797.1	XP_035717918.1
OG0003709	XP_003394858.1	XP_035721107.1
OG0003710	XP_012176347.1	XP_035721209.1
OG0003711	XP_003399787.1	XP_035731824.1, XP_035731823.1, XP_035731825.1
OG0003712	XP_003398378.1	XP_035717220.1
OG0003713	XP_012176145.1	XP_035742730.1
OG0003714	XP_003397274.1	XP_035728137.1
OG0003715	XP_012165426.1	XP_035723504.1
OG0003716	XP_012173401.1, XP_012173402.1	XP_035740419.1
OG0003718	XP_012174429.1	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1
OG0003719	XP_003398188.1	XP_035718953.1
OG0003720	XP_012170722.1	XP_035732272.1
OG0003721	XP_012175060.1	XP_035722954.1
OG0003722	XP_003392860.1	XP_035738704.1, XP_035738703.1
OG0003723	XP_003402655.1	XP_035717773.1
OG0003724	XP_003403107.1	XP_035727823.1, XP_035727819.1
OG0003725	XP_012170273.1	XP_035719046.1, XP_035719045.1, XP_035719044.1
OG0003726	XP_012164471.1, XP_012164472.1, XP_003395340.1	XP_035728449.1
OG0003727	XP_003394476.1, XP_012176414.1	XP_035735509.1
OG0003728	XP_012164327.1	XP_035732527.1
OG0003729	XP_003398256.1	XP_035733295.1
OG0003730	XP_003403345.1	XP_035738775.1
OG0003731	XP_003394616.1	XP_035743407.1
OG0003732	XP_003402554.1	XP_035734415.1, XP_035734416.1
OG0003733	XP_003398287.1	XP_035730417.1
OG0003734	XP_003400687.1	XP_035735853.1, XP_035735854.1, XP_035735852.1
OG0003735	XP_003401424.1	XP_035736167.1
OG0003736	XP_012175878.1	XP_035735508.1
OG0003737	XP_003396800.1	XP_035741238.1
OG0003738	XP_003395291.1	XP_035730686.1
OG0003739	XP_003401518.1	XP_035725732.1
OG0003740	XP_003401553.1	XP_035721572.1
OG0003741	XP_003396719.1	XP_035735375.1
OG0003742	XP_012163334.1	XP_035725097.1
OG0003743	XP_012165953.1	XP_035720548.1
OG0003744	XP_003400991.1	XP_035735640.1
OG0003745	XP_003394350.1	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1
OG0003746	XP_012163881.1	XP_035740276.1
OG0003747	XP_020718372.1	XP_035738972.1
OG0003749	XP_003400317.1	XP_035732500.1
OG0003750	XP_012168130.1	XP_035719685.1
OG0003751	XP_012175469.1, XP_012168014.1	XP_035742636.1
OG0003752	XP_012164661.1	XP_035719151.1
OG0003753	XP_012172907.1	XP_035721023.1
OG0003754	XP_012171814.1	XP_035726957.1
OG0003755	XP_003398815.1	XP_035732404.1
OG0003756	XP_003395667.1	XP_035720659.1
OG0003757	XP_003401545.1	XP_035733637.1
OG0003758	XP_003394907.1	XP_035739827.1
OG0003759	XP_003398720.2	XP_035719760.1
OG0003760	XP_003394717.1	XP_035722648.1
OG0003761	XP_012166085.1	XP_035741208.1
OG0003762	XP_003394458.1	XP_035721898.1
OG0003763	XP_003401036.1	XP_035736789.1
OG0003764	XP_020721411.1	XP_035743928.1
OG0003765	XP_003399812.1	XP_035720698.1
OG0003766	XP_003394009.1, XP_012174123.1	XP_035741958.1
OG0003767	XP_003395306.1	XP_035729971.1, XP_035730134.1
OG0003768	XP_003402853.1	XP_035724873.1, XP_035724874.1
OG0003769	XP_020720595.1, XP_003398359.1, XP_020720594.1	XP_035734481.1
OG0003770	XP_003402581.1	XP_035732680.1
OG0003771	XP_003401828.1	XP_035727612.1, XP_035727611.1, XP_035727610.1
OG0003772	XP_003395590.1	XP_035717352.1
OG0003773	XP_003395332.2	XP_035732447.1
OG0003774	XP_012170978.1	XP_035736354.1
OG0003775	XP_003394171.1	XP_035735219.1, XP_035735220.1
OG0003776	XP_003399757.1	XP_035718985.1
OG0003777	XP_012167149.1	XP_035731567.1
OG0003778	XP_020718480.1	XP_035726602.1
OG0003779	XP_003402657.1	XP_035717771.1
OG0003780	XP_012171654.1	XP_035739526.1
OG0003781	XP_012166948.1	XP_035721564.1
OG0003782	XP_003397313.1	XP_035723121.1
OG0003783	XP_003401568.1	XP_035743190.1
OG0003784	XP_003400255.1	XP_035732109.1
OG0003785	XP_003399519.1	XP_035725080.1
OG0003786	XP_003401629.1	XP_035721979.1
OG0003787	XP_003397613.1	XP_035731861.1
OG0003788	XP_003402136.1	XP_035734594.1
OG0003789	XP_003394456.1	XP_035728477.1
OG0003790	XP_003393097.1	XP_035717858.1, XP_035717859.1, XP_035717857.1
OG0003791	XP_012164696.1	XP_035734129.1
OG0003792	XP_003395898.2	XP_035738407.1
OG0003793	XP_003392951.1	XP_035737994.1
OG0003794	XP_020720539.1	XP_035718533.1
OG0003795	XP_012172248.1, XP_003401119.1	XP_035718982.1, XP_035718981.1
OG0003796	XP_003402558.1, XP_020723441.1	XP_035733545.1
OG0003797	XP_020718925.1, XP_003395568.1	XP_035719902.1
OG0003798	XP_003394776.1	XP_035731086.1
OG0003799	XP_012176545.1	XP_035737933.1
OG0003800	XP_003400744.3	XP_035741846.1
OG0003801	XP_003399830.1	XP_035735252.1
OG0003802	XP_012172080.1	XP_035728149.1
OG0003803	XP_012174194.2	XP_035724971.1
OG0003804	XP_003396198.1	XP_035719615.1
OG0003805	XP_003397540.1	XP_035724681.1, XP_035724680.1
OG0003806	XP_003401853.1	XP_035723193.1
OG0003807	XP_003400763.1	XP_035735552.1
OG0003808	XP_012170572.1	XP_035744048.1
OG0003809	XP_003394060.1	XP_035720850.1, XP_035720849.1
OG0003810	XP_003394847.1	XP_035742145.1, XP_035742144.1, XP_035742147.1
OG0003811	XP_003397856.1	XP_035728879.1
OG0003812	XP_003400199.1, XP_012170948.1	XP_035728413.1
OG0003813	XP_003402879.1	XP_035742745.1, XP_035742744.1
OG0003814	XP_003400441.2	XP_035720868.1
OG0003815	XP_012169397.1	XP_035735905.1, XP_035735904.1
OG0003816	XP_003399393.1	XP_035731093.1
OG0003817	XP_012169368.1	XP_035738918.1
OG0003818	XP_003402156.1, XP_012173716.1	XP_035719142.1
OG0003819	XP_003401328.1	XP_035735161.1
OG0003820	XP_020721052.1	XP_035743778.1
OG0003821	XP_012171068.1	XP_035718217.1
OG0003822	XP_020719833.1	XP_035743460.1
OG0003823	XP_003402949.1	XP_035729097.1
OG0003824	XP_012164345.1	XP_035721941.1, XP_035721940.1
OG0003825	XP_012166466.1, XP_012166465.1	XP_035737088.1
OG0003826	XP_020720011.1	XP_035725871.1
OG0003827	XP_012174352.1	XP_035726669.1
OG0003828	XP_003396889.2	XP_035740971.1
OG0003829	XP_012166227.1	XP_035728371.1
OG0003830	XP_012175454.2, XP_012167728.1	XP_035726771.1
OG0003831	XP_003400677.1	XP_035735598.1, XP_035735599.1
OG0003832	XP_012173887.1	XP_035730088.1
OG0003833	XP_003399790.1	XP_035731786.1
OG0003834	XP_012174670.1	XP_035731104.1
OG0003835	XP_012168709.1	XP_035727550.1
OG0003836	XP_012173196.2	XP_035742747.1, XP_035742754.1
OG0003837	XP_003394757.1	XP_035734909.1
OG0003838	XP_003394285.1	XP_035739876.1
OG0003839	XP_012173008.1	XP_035717427.1
OG0003840	XP_003401798.1	XP_035728110.1, XP_035728109.1
OG0003841	XP_003393847.1	XP_035718343.1, XP_035718344.1
OG0003842	XP_012170605.1	XP_035729846.1
OG0003843	XP_003403087.1, XP_012174907.1	XP_035717944.1
OG0003844	XP_003397607.1	XP_035735128.1
