Orthogroup	Bombus_terrestris	Aedes_aegypti
OG0002866	XP_012163129.1	XP_001654990.2
OG0002867	XP_012173781.1	XP_001651576.2, XP_001651575.2
OG0002868	XP_012169627.1	XP_001647931.1
OG0002869	XP_003399905.1	XP_021700839.1
OG0002870	XP_003399040.1	XP_001660865.1
OG0002871	XP_003396732.1	XP_001651924.1
OG0002872	XP_003398336.1	XP_021699134.1, XP_021699133.1, XP_021699132.1
OG0002873	XP_012164416.1, XP_012164423.1, XP_003393123.1	XP_001663631.1
OG0002874	XP_003400216.1	XP_001659193.1
OG0002875	XP_003392978.1	XP_021694849.1
OG0002876	XP_012163777.2	XP_001663714.2
OG0002877	XP_012170892.1, XP_020721929.1, XP_003400155.1, XP_020721928.1, XP_012170894.1	XP_001648086.1
OG0002878	XP_003400743.1	XP_001654319.1, XP_021712244.1
OG0002879	XP_003398455.1	XP_001655467.1
OG0002880	XP_003394166.1	XP_001653077.1, XP_021696583.1
OG0002881	XP_012172874.1	XP_001658325.1
OG0002882	XP_020720135.1, XP_012167559.1, XP_012167560.1	XP_021693756.1, XP_021693753.1
OG0002883	XP_020723440.1	XP_001663452.1, XP_021707516.1
OG0002884	XP_003393053.1	XP_001662256.1
OG0002885	XP_003399831.1	XP_011493321.1
OG0002886	XP_003394762.1	XP_021708202.1
OG0002887	XP_012175874.1, XP_012175873.1, XP_003394114.1	XP_001663823.1
OG0002888	XP_020722319.1	XP_001648870.2
OG0002889	XP_012175885.1	XP_021709395.1, XP_001661632.1
OG0002890	XP_012174268.1	XP_021709561.1
OG0002891	XP_012174992.2	XP_021711779.1, XP_001650410.2
OG0002892	XP_003394412.1	XP_001661209.1
OG0002893	XP_012169222.1	XP_001657928.1
OG0002894	XP_012171674.1	XP_021705544.1
OG0002895	XP_003401540.1	XP_001663417.2
OG0002896	XP_012175914.1	XP_011493451.1
OG0002897	XP_003398404.1	XP_021709147.1
OG0002898	XP_003395160.1	XP_001652258.1, XP_011493355.1
OG0002899	XP_003394732.1	XP_001658667.1
OG0002900	XP_012172408.1	XP_001655580.2
OG0002901	XP_012174570.1	XP_001653664.1
OG0002902	XP_003399017.1	XP_021696697.1, XP_001653611.1
OG0002903	XP_012167894.1, XP_020720848.1, XP_012167896.1	XP_001654849.2
OG0002904	XP_012173527.1	XP_001652813.2
OG0002905	XP_012172027.1	XP_021692943.1, XP_021692942.1, XP_021692941.1, XP_021692940.1
OG0002906	XP_020721859.1	XP_001655255.1
OG0002907	XP_003392977.1	XP_001649231.1, XP_011493246.1
OG0002908	XP_012167665.1	XP_001648566.1
OG0002909	XP_020718518.1	XP_021713392.1, XP_021713391.1, XP_001657572.1
OG0002910	XP_003394689.1	XP_021698929.1, XP_021698927.1, XP_021698928.1, XP_021698925.1, XP_021698926.1
OG0002911	XP_003400534.1	XP_001650689.2
OG0002912	XP_012168201.1, XP_012168200.1, XP_003398475.1	XP_001658357.1
OG0002913	XP_012166839.1, XP_003397413.1	XP_001654463.1
OG0002914	XP_003394136.1	XP_001649644.1
OG0002915	XP_003394232.1	XP_001656850.1
OG0002916	XP_012172268.1, XP_012172267.1, XP_020722408.1	XP_001660542.1
OG0002917	XP_012164462.1, XP_012164461.1, XP_012164460.1, XP_012164459.1	XP_021708901.1
OG0002918	XP_003397444.1, XP_012166929.1, XP_012166928.1	XP_001655038.2
OG0002919	XP_003398361.1	XP_021712732.1, XP_001657254.1
OG0002920	XP_003397407.1	XP_001653121.1
OG0002922	XP_012172790.1, XP_012172791.1	XP_021695496.1
OG0002923	XP_012164789.1	XP_001649589.1
OG0002924	XP_012169344.1	XP_021694797.1
OG0002925	XP_003402338.1	XP_021700318.1, XP_021700321.1
OG0002926	XP_012174462.1	XP_021700829.1, XP_021700830.1, XP_021700827.1, XP_021700828.1, XP_021700826.1
OG0002927	XP_012174258.1	XP_001650318.1
OG0002928	XP_003397854.1	XP_021706022.1, XP_021706020.1
OG0002929	XP_003396587.1, XP_012165601.1, XP_012165600.1	XP_021693240.1
OG0002930	XP_003394588.1	XP_021702419.1, XP_021702420.1
OG0002931	XP_012175624.1	XP_021705805.1, XP_021705803.1
OG0002932	XP_012174893.1, XP_003393812.1	XP_021694150.1
OG0002933	XP_020718761.1, XP_012164465.1, XP_012164464.1	XP_001662261.1
OG0002934	XP_012164412.1	XP_001655974.1
OG0002935	XP_003402417.1	XP_001653736.1
OG0002936	XP_003401063.1	XP_001656914.2
OG0002938	XP_012164574.1	XP_001663600.1
OG0002939	XP_012169231.1	XP_001654471.1
OG0002940	XP_003402302.2	XP_001655770.1, XP_001655771.1, XP_001655772.1, XP_021707063.1
OG0002941	XP_003396165.1	XP_021712016.1, XP_001652005.2
OG0002942	XP_020723517.1	XP_001654157.2
OG0002943	XP_020720490.1	XP_001656979.1
OG0002944	XP_003398275.1	XP_021699031.1, XP_001654489.1
OG0002945	XP_012164184.1	XP_021704634.1, XP_021701608.1, XP_001651497.2
OG0002946	XP_003396063.1	XP_001648943.2, XP_021708728.1, XP_021708729.1
OG0002947	XP_003396946.1	XP_001650503.2, XP_021695352.1, XP_021695353.1
OG0002949	XP_003398587.1, XP_020720830.1, XP_020720831.1	XP_021707785.1, XP_021707786.1
OG0002950	XP_003401468.1	XP_021710704.1
OG0002951	XP_003400807.1	XP_001662210.1, XP_021693476.1, XP_021712456.1, XP_021712457.1
OG0002952	XP_003401504.1, XP_012172757.1	XP_021698924.1, XP_021694283.1
OG0002953	XP_020721007.1	XP_021702564.1
OG0002954	XP_012167363.1	XP_021713130.1, XP_021713134.1
OG0002955	XP_012174967.1	XP_021701597.1, XP_001653396.1
OG0002956	XP_003396661.1	XP_021697363.1, XP_021697364.1, XP_021697362.1
OG0002957	XP_012171091.1	XP_021696339.1
OG0002958	XP_012169677.1	XP_021694472.1
OG0002959	XP_003396016.1	XP_001648345.1
OG0002960	XP_003393694.2	XP_021699171.1, XP_021699172.1
OG0002961	XP_003396881.1	XP_001663138.2
OG0002962	XP_003394506.1	XP_021710722.1
OG0002963	XP_003396049.1	XP_021712546.1
OG0002964	XP_012172996.1, XP_003401922.1	XP_001649816.2
OG0002965	XP_003395840.1, XP_012164371.1	XP_021710829.1, XP_021710822.1, XP_021710843.1, XP_021710852.1, XP_021710834.1
OG0002966	XP_012171935.1	XP_001648476.1
OG0002967	XP_003401693.1	XP_001654136.1
OG0002968	XP_003397961.1, XP_012167678.1	XP_001658243.1
OG0002969	XP_003400197.1	XP_021699838.1
OG0002970	XP_003401395.3	XP_001650321.1, XP_001650319.2
OG0002971	XP_012174977.1	XP_021709087.1
OG0002972	XP_003398787.1	XP_001652819.2
OG0002973	XP_003396964.1	XP_021697895.1
OG0002974	XP_003401708.1	XP_021709691.1
OG0002975	XP_003398586.1	XP_001664275.2
OG0002976	XP_012169457.1	XP_021704796.1
OG0002977	XP_020719837.1, XP_020719834.1, XP_003397147.1, XP_020719835.1, XP_020719836.1	XP_021705094.1
OG0002978	XP_003401713.1	XP_021694302.1
OG0002979	XP_003396579.1	XP_001662127.2
OG0002981	XP_020718831.1	XP_021695402.1
OG0002982	XP_003393227.2	XP_001661964.1
OG0002983	XP_012176693.1	XP_021696008.1
OG0002984	XP_003397467.1	XP_001648596.1
OG0002985	XP_020723318.1	XP_001649413.2
OG0002986	XP_003394370.1	XP_001662893.1
OG0002987	XP_020723409.1, XP_003402491.1, XP_012174097.1, XP_012174095.1	XP_001652998.2
OG0002988	XP_003398844.2	XP_021704304.1
OG0002990	XP_020722122.1	XP_021692999.1, XP_021692995.1, XP_021693009.1
OG0002991	XP_012170308.1, XP_003399755.1, XP_020721630.1	XP_021704596.1
OG0002992	XP_020723005.1, XP_020723001.1	XP_021700251.1, XP_021700248.1
OG0002993	XP_012166118.1, XP_012166113.1	XP_021702020.1, XP_021702016.1, XP_021702017.1
OG0002994	XP_003395130.1, XP_012163575.1	XP_001659697.2
OG0002995	XP_003402520.1	XP_001652267.1
OG0002996	XP_020723006.1, XP_012173239.1	XP_001661654.2
OG0002997	XP_003399460.2	XP_001653469.1
OG0002998	XP_003398405.1	XP_001650499.1
OG0002999	XP_012168095.1	XP_021700502.1
OG0003000	XP_012166762.1	XP_021704144.1
OG0003001	XP_003399558.1	XP_001658089.1
OG0003002	XP_003397872.1	XP_021699672.1
OG0003003	XP_003393778.1	XP_021695580.1, XP_001657712.2, XP_021695579.1, XP_021695578.1
OG0003004	XP_012175823.1	XP_001655157.2
OG0003005	XP_020718888.1	XP_001657342.1
OG0003006	XP_003400388.1	XP_001663675.1, XP_021695959.1, XP_021695958.1
OG0003007	XP_003396554.1	XP_021704778.1, XP_021704777.1
OG0003008	XP_012163822.1	XP_001649961.1, XP_001649960.1, XP_001657568.1
OG0003009	XP_020723780.1	XP_021710034.1
OG0003010	XP_003401698.1	XP_021708078.1, XP_021708074.1
OG0003011	XP_012164281.1	XP_001657398.1
OG0003012	XP_020722313.1, XP_012174843.1	XP_001655239.2
OG0003013	XP_003396909.1	XP_001655514.1
OG0003014	XP_012168851.1	XP_021702261.1, XP_021702258.1, XP_021702256.1, XP_021702259.1, XP_021702260.1, XP_021702257.1
OG0003015	XP_012163887.1, XP_012163884.1, XP_012163886.1, XP_012163885.1	XP_021707890.1
OG0003016	XP_012163072.1	XP_021700099.1, XP_001661425.2
OG0003017	XP_012169750.1	XP_021709597.1
OG0003018	XP_003402816.1, XP_012174653.1	XP_021702143.1
OG0003019	XP_003403033.1	XP_001662950.2
OG0003020	XP_003394620.1	XP_001660022.2
OG0003021	XP_012164268.1	XP_021713226.1, XP_001663157.1, XP_021713227.1
OG0003022	XP_020719753.1, XP_012166333.1	XP_021704773.1, XP_021704771.1, XP_021704774.1
OG0003023	XP_020722032.1, XP_012171377.1, XP_012171376.1	XP_001654970.1
OG0003024	XP_003400924.1	XP_001653637.1
OG0003025	XP_003394230.2	XP_001656861.1
OG0003026	XP_003398461.1	XP_001649617.2
OG0003027	XP_012173107.1	XP_021711641.1
OG0003028	XP_012163944.1	XP_001650482.1
OG0003029	XP_012176628.1	XP_021701567.1, XP_021711714.1, XP_001650812.2, XP_021700541.1, XP_021700540.1
OG0003030	XP_012172870.1	XP_021713167.1
OG0003031	XP_003400893.1	XP_001657555.2
OG0003032	XP_003401298.1	XP_021706801.1, XP_021706802.1
OG0003033	XP_003396389.1	XP_001656285.1
OG0003034	XP_003392963.1	XP_021712000.1, XP_001660556.1
OG0003036	XP_003400722.1, XP_012171638.1	XP_021710813.1, XP_021710814.1
OG0003037	XP_012176397.1	XP_021705513.1, XP_021705514.1, XP_021711859.1
OG0003038	XP_003400089.1	XP_001652939.1
OG0003039	XP_003399535.1	XP_001654109.2
OG0003040	XP_012163391.2	XP_001654178.2
OG0003041	XP_012164476.1	XP_011493398.1, XP_001652914.1, XP_021712917.1, XP_021712918.1
OG0003042	XP_003402127.1	XP_001651507.1
OG0003043	XP_012175004.1	XP_021710721.1
OG0003044	XP_003393287.1	XP_021701984.1, XP_021702001.1, XP_021701993.1
OG0003045	XP_012171052.1	XP_001664294.2
OG0003046	XP_012165224.1, XP_012165225.1, XP_012165222.1, XP_012165223.1, XP_012165221.1	XP_001663141.2
OG0003047	XP_012165799.1	XP_001661052.1
OG0003048	XP_003402894.2	XP_001661930.2
OG0003050	XP_012166917.1	XP_021705483.1, XP_001657866.1
OG0003051	XP_012163063.1	XP_021708868.1, XP_021712747.1
OG0003052	XP_003401572.1	XP_021710984.1, XP_021694277.1
OG0003053	XP_003402687.1	XP_001656084.1, XP_011493203.2, XP_021706410.1, XP_021712571.1
OG0003054	XP_012168855.1	XP_021699458.1, XP_021699459.1, XP_021699460.1, XP_021699461.1, XP_021699462.1, XP_001653179.2
OG0003055	XP_003394352.1	XP_001652904.2
OG0003056	XP_003395990.1	XP_021710918.1
OG0003057	XP_003394585.1	XP_001657135.1
OG0003058	XP_003401054.1	XP_021706925.1, XP_021712243.1
OG0003059	XP_020724234.1, XP_003395691.1	XP_001653775.1
OG0003060	XP_003400396.1	XP_001660862.1
OG0003061	XP_003394115.1	XP_001654080.1, XP_001654079.1
OG0003062	XP_003396791.1	XP_021697867.1, XP_021697866.1, XP_021697865.1, XP_021697864.1, XP_021697863.1
OG0003063	XP_003394859.1	XP_001653721.2
OG0003064	XP_012169523.1, XP_003399319.1	XP_001650360.2
OG0003065	XP_003394197.1	XP_021702009.1, XP_021702013.1
OG0003066	XP_012165634.1	XP_001648811.1
OG0003067	XP_012169408.1, XP_020721086.1, XP_012169404.1, XP_003399138.1	XP_021699835.1
OG0003068	XP_012172373.1	XP_001662911.1, XP_021713094.1
OG0003069	XP_003398923.1	XP_021697067.1, XP_001652201.1
OG0003070	XP_003395416.3	XP_021705785.1
OG0003071	XP_012167070.1, XP_012167069.1, XP_012167071.1, XP_012167072.1	XP_021705142.1
OG0003072	XP_003401079.1	XP_021693629.1, XP_001648534.2, XP_021693628.1, XP_021693627.1, XP_021693630.1
OG0003073	XP_003401439.1	XP_001663577.1
OG0003074	XP_012165403.1	XP_021700801.1
OG0003075	XP_003393104.1	XP_021696817.1
OG0003076	XP_020718402.1	XP_001661902.2
OG0003077	XP_012170159.1	XP_001649414.2
OG0003078	XP_012170144.1	XP_021693122.1
OG0003079	XP_003400612.1	XP_021709596.1
OG0003080	XP_003402552.1	XP_001658918.2
OG0003081	XP_012176317.1	XP_011492962.1
OG0003083	XP_020719174.1	XP_021704911.1, XP_021704899.1
OG0003084	XP_003402692.1, XP_020723497.1	XP_001661437.2
OG0003085	XP_020723393.1	XP_021703848.1, XP_021703847.1
OG0003086	XP_020722251.1	XP_001661772.2
OG0003087	XP_003403296.2	XP_021708844.1
OG0003088	XP_003395481.3	XP_001656471.2
OG0003089	XP_012171591.1	XP_001654180.1
OG0003090	XP_003400918.1	XP_021699042.1, XP_021699045.1, XP_021699044.1, XP_021699047.1, XP_021699043.1, XP_021699046.1
OG0003091	XP_012174721.1	XP_021708950.1, XP_021708951.1, XP_021708952.1, XP_001664208.1
OG0003092	XP_003397482.2	XP_001653748.2
OG0003094	XP_003397937.1	XP_021709182.1, XP_001660056.1
OG0003095	XP_020718978.1	XP_021712379.1, XP_001664217.2
OG0003097	XP_012174974.1	XP_001648219.1
OG0003098	XP_003395699.1	XP_001663730.1
OG0003099	XP_012174189.1	XP_021710115.1
OG0003100	XP_020724016.1	XP_001650674.2
OG0003101	XP_012166396.1	XP_001657869.2
OG0003102	XP_012169981.1	XP_021697770.1
OG0003103	XP_020719339.1	XP_001655135.2, XP_021699621.1, XP_021699622.1, XP_021699623.1, XP_021699624.1, XP_021699625.1
OG0003105	XP_012172223.1, XP_020722679.1, XP_003401100.1	XP_021713325.1
OG0003106	XP_012166629.1	XP_021709502.1, XP_021709501.1, XP_021709500.1, XP_021709499.1, XP_021709498.1, XP_021709497.1
OG0003107	XP_003399203.1	XP_001653245.1
OG0003108	XP_020722551.1	XP_021703474.1, XP_021703475.1, XP_021703473.1
OG0003109	XP_020719157.1	XP_021705763.1, XP_021701162.1, XP_021701163.1
OG0003110	XP_003396358.1, XP_020719271.1, XP_012165342.1, XP_012165341.1	XP_021705270.1
OG0003111	XP_012165661.1, XP_012165660.1	XP_021705886.1, XP_001656836.1, XP_021705885.1, XP_021705884.1
OG0003112	XP_012175062.1	XP_001651861.1
OG0003113	XP_003396750.1	XP_001649950.2
OG0003114	XP_012166789.1	XP_021699654.1
OG0003115	XP_012163341.1	XP_021712430.1, XP_021708814.1
OG0003116	XP_003398381.1, XP_012168101.1, XP_012168100.1, XP_012168099.1	XP_011493309.1, XP_021707230.1
OG0003118	XP_003399123.1	XP_021709995.1
OG0003119	XP_012166972.1, XP_012166974.1, XP_012166973.1, XP_012166975.1	XP_001654472.1
OG0003120	XP_003402633.1	XP_021704197.1, XP_021704189.1, XP_021704194.1
OG0003121	XP_012172171.1, XP_012172170.1	XP_021711937.1, XP_021710334.1
OG0003122	XP_012174572.1	XP_021702962.1
OG0003123	XP_003399629.1	XP_001661764.1
OG0003124	XP_003394189.1, XP_012175968.1, XP_020724189.1	XP_001652156.1
OG0003125	XP_012175372.1	XP_001653815.1
OG0003126	XP_012166055.1	XP_021700881.1
OG0003127	XP_003395513.1	XP_021701923.1, XP_021701924.1, XP_021701928.1, XP_021710811.1
OG0003128	XP_012168807.1, XP_012168921.1, XP_003392885.1	XP_021695478.1
OG0003129	XP_020719319.1, XP_020719320.1	XP_021701462.1, XP_021701461.1
OG0003130	XP_003393558.1	XP_021704243.1
OG0003131	XP_003395711.1	XP_021702884.1
OG0003132	XP_020723785.1	XP_021710481.1
OG0003133	XP_003399751.2	XP_021702613.1
OG0003134	XP_020724054.1	XP_001661906.1
OG0003135	XP_012166489.1	XP_021709994.1
OG0003136	XP_012171268.1	XP_021695249.1
OG0003137	XP_003398753.1	XP_001655068.1, XP_011493570.1
OG0003138	XP_003402595.2, XP_012175849.2	XP_021709304.1, XP_001651515.2, XP_021712754.1
OG0003139	XP_012175769.1	XP_021693199.1, XP_021693219.1, XP_021693208.1, XP_021693213.1, XP_021693207.1
OG0003140	XP_003393316.1	XP_021709430.1
OG0003142	XP_012163945.1	XP_021699177.1
OG0003143	XP_012166532.1	XP_021698784.1
OG0003144	XP_020723911.1	XP_021704577.1
OG0003145	XP_003394305.1	XP_021712979.1
OG0003146	XP_003395087.1	XP_001656515.2
OG0003147	XP_003397289.2	XP_021711895.1, XP_021703191.1
OG0003148	XP_012174993.1	XP_021700145.1
OG0003149	XP_020720694.1	XP_001654230.1
OG0003150	XP_003395583.1	XP_001652881.1
OG0003151	XP_020718638.1	XP_021698374.1, XP_021698373.1
OG0003152	XP_012165388.1	XP_021694662.1
OG0003153	XP_003399779.1	XP_011493480.1, XP_021701209.1
OG0003154	XP_012171817.1	XP_021711955.1, XP_021700332.1, XP_021694752.1, XP_021694754.1
OG0003155	XP_003395610.1	XP_021693763.1
OG0003156	XP_020720106.1	XP_021693658.1, XP_021693085.1, XP_021693084.1
OG0003157	XP_003403175.1	XP_021704525.1
OG0003158	XP_012173863.1	XP_001651370.2
OG0003159	XP_003393062.1	XP_001660477.2
OG0003160	XP_012171757.1, XP_020722280.1	XP_001651369.1
OG0003162	XP_020724227.1	XP_001661213.2
OG0003163	XP_003393197.1	XP_001651051.1
OG0003164	XP_003395098.1, XP_012163531.1	XP_021692950.1, XP_021692954.1, XP_021692944.1
OG0003165	XP_003394554.3	XP_001659733.2
OG0003166	XP_020718393.1, XP_012176761.1, XP_003394848.1	XP_021701100.1
OG0003167	XP_003394942.1	XP_001654672.2, XP_021693954.1, XP_021700118.1
OG0003168	XP_003398261.1	XP_021705431.1, XP_021712048.1
OG0003169	XP_003394029.1	XP_001647884.1
OG0003171	XP_012165782.1, XP_020719235.1	XP_021696762.1
OG0003172	XP_003402703.1	XP_001658550.2
OG0003173	XP_003401927.1, XP_003402101.1, XP_012173400.1	XP_001650495.1
OG0003174	XP_012171061.1, XP_012171050.1	XP_001659882.2
OG0003175	XP_003402300.1	XP_021709481.1
OG0003176	XP_020721991.1	XP_001661658.2, XP_021699842.1, XP_021699843.1
OG0003177	XP_003393551.1, XP_012170409.1	XP_021713352.1, XP_001653897.2
OG0003178	XP_003398916.1, XP_020721317.1	XP_021710084.1
OG0003179	XP_012165532.1	XP_021713408.1
OG0003180	XP_012165456.1, XP_012165455.1	XP_001648485.2
OG0003181	XP_012164782.1	XP_021712515.1
OG0003182	XP_003393150.1	XP_021707793.1, XP_001661094.2
OG0003183	XP_012170448.1	XP_021709444.1
OG0003184	XP_003400667.1	XP_021707166.1
OG0003185	XP_003397346.1	XP_021694887.1
OG0003186	XP_020720116.1	XP_021712397.1
OG0003187	XP_003397890.1	XP_001650263.1
OG0003188	XP_003398479.2	XP_021696110.1, XP_021696108.1
OG0003189	XP_020721986.1, XP_020721987.1	XP_001656813.2
OG0003190	XP_020724135.1	XP_021704722.1
OG0003191	XP_012174582.1	XP_021709646.1, XP_021709645.1, XP_021709647.1, XP_021709642.1, XP_021709644.1, XP_021709643.1
OG0003192	XP_012172198.1, XP_012172190.1, XP_012172177.1, XP_020724038.1, XP_012172215.1	XP_001648319.1
OG0003193	XP_012168066.1	XP_021698787.1, XP_021698792.1
OG0003194	XP_012167923.1	XP_001649120.1
OG0003195	XP_003401207.1	XP_021707680.1
OG0003196	XP_012171928.1	XP_021700718.1, XP_021700719.1, XP_021700717.1, XP_021700720.1, XP_021700721.1, XP_021697174.1, XP_021697173.1, XP_021697172.1
OG0003197	XP_012168859.1	XP_021698462.1, XP_021698463.1
OG0003199	XP_012163427.1	XP_021696884.1, XP_001650013.1, XP_001660590.2
OG0003200	XP_020721823.1	XP_021701228.1
OG0003201	XP_020719548.1	XP_001648853.2, XP_021700846.1, XP_021711840.1, XP_021711841.1
OG0003202	XP_020722436.1	XP_021701420.1
OG0003203	XP_020718870.1	XP_001660508.1
OG0003206	XP_012172321.1	XP_021695040.1
OG0003207	XP_020720394.1	XP_021693144.1
OG0003208	XP_003394032.1	XP_021707547.1, XP_001656425.2, XP_001651933.1, XP_021710627.1, XP_001651935.1
OG0003209	XP_012173683.1	XP_021697678.1
OG0003210	XP_003393282.1, XP_012166843.1	XP_021697024.1, XP_021697022.1
OG0003211	XP_012167383.1	XP_021705914.1
OG0003212	XP_012175311.1	XP_021703710.1, XP_021703689.1
OG0003213	XP_012171117.1	XP_021704041.1, XP_021695181.1
OG0003214	XP_012169509.1	XP_001660127.1
OG0003215	XP_003399045.1	XP_001657974.1
OG0003217	XP_012164565.1	XP_001649918.2
OG0003218	XP_003401718.1	XP_001651793.1
OG0003219	XP_003400241.1	XP_001653279.1, XP_011492951.1, XP_021709200.1
OG0003220	XP_003399377.1, XP_012169758.1	XP_001654632.1
OG0003221	XP_012166942.1, XP_003397454.1	XP_001655338.2
OG0003222	XP_012173316.1, XP_003403389.2	XP_001656130.2, XP_021701742.1, XP_001656134.1, XP_001656132.1, XP_011493673.1
OG0003223	XP_003400270.1	XP_001656812.2
OG0003224	XP_012166157.1, XP_003396998.1, XP_020719468.1	XP_021701655.1, XP_021699448.1, XP_021699446.1, XP_001657700.2
OG0003225	XP_003395707.1	XP_001658286.1
OG0003226	XP_020722064.1	XP_001659469.1
OG0003227	XP_020722194.1	XP_001659857.1
OG0003228	XP_012168474.1	XP_001659934.2, XP_021709524.1
OG0003229	XP_003399948.1	XP_001660384.1
OG0003230	XP_012168183.1	XP_021704533.1, XP_021704536.1, XP_021704535.1, XP_021704534.1, XP_001661442.2
OG0003231	XP_003400916.1	XP_001662901.1
OG0003232	XP_012169730.1	XP_001663269.2
OG0003234	XP_012170688.1, XP_003400076.2	XP_021694489.1
OG0003235	XP_020720842.1	XP_021694883.1, XP_021713072.1
OG0003236	XP_003393190.1	XP_021695288.1
OG0003237	XP_012163641.1	XP_021695492.1
OG0003238	XP_020723630.1	XP_021695716.1
OG0003239	XP_020722240.1, XP_012171331.1	XP_021696264.1
OG0003240	XP_020723041.1, XP_012173345.1, XP_012173338.1, XP_012173342.1, XP_020723042.1	XP_021698445.1, XP_021698443.1, XP_021698444.1, XP_021698440.1, XP_021698441.1, XP_021698442.1
OG0003241	XP_012172510.1	XP_021698481.1
OG0003242	XP_003399683.1	XP_021699228.1
OG0003243	XP_012167873.1	XP_021700220.1, XP_021712523.1
OG0003244	XP_020720806.1	XP_021700639.1
OG0003245	XP_012169030.1	XP_021701692.1
OG0003246	XP_020721711.1	XP_021702005.1
OG0003247	XP_003400037.3	XP_021703034.1, XP_021703033.1, XP_021703032.1
OG0003248	XP_020720004.1, XP_020720003.1	XP_021705381.1, XP_021708886.1
OG0003249	XP_012164068.1	XP_021710976.1
OG0003262	XP_003396975.1	XP_001650445.1
OG0003263	XP_003394796.1	XP_021700500.1, XP_021700499.1, XP_001663281.1
OG0003264	XP_003400614.1	XP_001656737.2, XP_001655991.1
OG0003265	XP_003396232.1	XP_021694723.1
OG0003266	XP_003402411.1	XP_001649556.1, XP_021705653.1
OG0003267	XP_003395308.1	XP_021699636.1
OG0003268	XP_003395962.1	XP_021698485.1
OG0003269	XP_003393065.1	XP_021703649.1
OG0003270	XP_003398424.1	XP_021704939.1
OG0003271	XP_012166255.1	XP_021710265.1
OG0003272	XP_003394721.1	XP_001653696.1
OG0003273	XP_003399020.1	XP_001653924.1
OG0003274	XP_003395627.1	XP_001658021.2
OG0003275	XP_012163102.1	XP_001657521.1
OG0003276	XP_020724051.1	XP_021697118.1
OG0003277	XP_012174522.1	XP_001661207.1
OG0003279	XP_003396570.1	XP_001661998.1
OG0003280	XP_003395540.2	XP_001658236.2
OG0003281	XP_003400289.1, XP_020721778.1	XP_001658991.1
OG0003282	XP_012169609.1	XP_001649622.2
OG0003284	XP_012174283.1, XP_003402591.1	XP_021696322.1, XP_021696321.1
OG0003285	XP_012170222.1	XP_001659268.1
OG0003286	XP_003399167.1	XP_001660163.1
OG0003288	XP_003395604.1	XP_001649677.1
OG0003289	XP_003403165.1	XP_021700858.1
OG0003290	XP_012164907.1	XP_001654878.1
OG0003291	XP_012171025.1	XP_021701696.1
OG0003292	XP_012165932.1	XP_001656392.1
OG0003293	XP_012164077.1	XP_001658168.2
OG0003294	XP_003394464.2, XP_012176399.1	XP_001648357.1
OG0003295	XP_012165323.1	XP_001650362.2
OG0003296	XP_003398169.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	XP_012165288.1, XP_012165287.1	XP_001653843.1
OG0003298	XP_020719091.1, XP_020719092.1, XP_012164920.1, XP_012164919.1, XP_003396079.1	XP_001655165.1
OG0003299	XP_012163246.1	XP_001654378.1
OG0003300	XP_003402401.1	XP_001653954.1
OG0003301	XP_003403026.3	XP_001657126.1
OG0003302	XP_020722174.1, XP_003400746.1, XP_012171666.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	XP_012170608.1	XP_021710526.1
OG0003305	XP_003401716.1	XP_001649157.2
OG0003306	XP_012175654.1	XP_001652612.1, XP_001652611.1
OG0003307	XP_003398200.1	XP_001663581.2
OG0003308	XP_003402121.1	XP_001653915.2
OG0003309	XP_012167060.1	XP_021712709.1
OG0003311	XP_003402825.1	XP_001653925.1
OG0003312	XP_003396836.1	XP_001651727.2
OG0003313	XP_003400267.1, XP_003400266.1	XP_001653334.1
OG0003314	XP_003399004.1	XP_001654754.1
OG0003316	XP_003398472.3	XP_001654809.1
OG0003317	XP_003399346.1	XP_001654973.1
OG0003318	XP_012165037.1	XP_001657877.2
OG0003319	XP_003402973.1	XP_001651717.1
OG0003320	XP_012168219.1, XP_003398487.1	XP_001660206.1
OG0003321	XP_003394413.1	XP_001660444.2
OG0003322	XP_012169824.1	XP_001652563.1
OG0003323	XP_003398367.2	XP_001663683.2
OG0003324	XP_003394516.1	XP_001660631.2
OG0003325	XP_003393834.1	XP_001658956.1
OG0003327	XP_003394613.1	XP_001661986.1
OG0003328	XP_012170302.2	XP_021704754.1, XP_021704755.1
OG0003329	XP_003402522.2	XP_021705032.1
OG0003330	XP_020722379.1	XP_021706500.1
OG0003331	XP_012163342.1	XP_021701904.1
OG0003332	XP_003397236.1	XP_001660857.1
OG0003333	XP_012165599.1	XP_001653626.2
OG0003334	XP_012168221.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_003399725.1	XP_001650006.1
OG0003336	XP_012173983.1	XP_021712014.1, XP_001655672.2
OG0003337	XP_003397616.1	XP_001649042.2, XP_021712585.1
OG0003339	XP_003397378.2	XP_001652367.1
OG0003340	XP_020720961.1	XP_001650002.2
OG0003341	XP_012175821.1	XP_001657799.1
OG0003342	XP_012171940.2	XP_021710632.1
OG0003343	XP_020722536.1, XP_012172667.1, XP_020722535.1	XP_021712124.1, XP_001657979.2
OG0003344	XP_003402169.1, XP_012173723.1	XP_021707463.1
