Orthogroup	Bombus_terrestris	Tribolium_castaneum
OG0006447	XP_003399571.1	XP_008198789.1
OG0006448	XP_003396056.1	XP_966816.1
OG0006449	XP_012166670.1	XP_008191527.1, XP_008200414.1
OG0006450	XP_020723312.1	XP_008196630.1
OG0006451	XP_003398018.1	XP_972120.1
OG0006452	XP_003395807.1	XP_969562.1
OG0006454	XP_003398830.1	XP_001810629.1
OG0006455	XP_012175233.1	XP_015840692.1
OG0006456	XP_012172669.1, XP_012172662.1	XP_975491.1
OG0006457	XP_003401722.1	XP_971596.1
OG0006459	XP_012173725.1	XP_015840501.1
OG0006460	XP_020722385.1	XP_008194721.1
OG0006462	XP_020719477.1	XP_008190692.1, NP_001034526.1
OG0006463	XP_003402836.1, XP_020723572.1	XP_971577.2
OG0006464	XP_003395472.1	XP_001813884.2
OG0006465	XP_020721742.1	XP_008193545.1, XP_008193544.1
OG0006466	XP_012170301.1	XP_970735.1
OG0006467	XP_012167769.1	XP_008193210.1
OG0006468	XP_012163477.1	XP_970419.2, XP_015836661.1, XP_015840389.1
OG0006469	XP_012166915.1	XP_008199426.1
OG0006470	XP_012172523.2	XP_015838948.1, XP_015838947.1
OG0006471	XP_012176106.1	XP_015838045.1
OG0006472	XP_003402526.2, XP_003398825.3	XP_008197389.1
OG0006473	XP_020724079.1, XP_003394151.1	XP_015839075.1
OG0006474	XP_003395503.1	XP_015838946.1, XP_015840119.1
OG0006476	XP_012174685.1	XP_967236.1
OG0006477	XP_012169040.2	XP_966732.1
OG0006478	XP_003403095.1	XP_015839380.1
OG0006480	XP_003395502.1	XP_974460.1
OG0006481	XP_003395770.2	XP_015840848.1, XP_008195976.1
OG0006482	XP_003397186.1	XP_008195897.1
OG0006483	XP_012165150.1	XP_015840054.1
OG0006484	XP_020721448.1	XP_015833919.1
OG0006485	XP_003393075.1	XP_970704.1
OG0006486	XP_012176188.1	NP_001034501.1
OG0006487	XP_003396473.1	XP_008191452.1
OG0006488	XP_003392904.1	XP_975046.1
OG0006489	XP_012170335.1	XP_975178.1
OG0006490	XP_012174802.1	XP_008200796.2
OG0006491	XP_003392936.1	XP_974195.1
OG0006492	XP_020724228.1	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2
OG0006493	XP_003401477.1	XP_974653.1
OG0006494	XP_012170852.1	XP_015836407.1
OG0006495	XP_003394288.1	XP_008193526.1
OG0006496	XP_012173115.1	XP_015835810.1
OG0006497	XP_012173674.2	XP_968788.2
OG0006498	XP_003399642.1	XP_968216.1
OG0006499	XP_020721296.1	XP_015837754.1
OG0006500	XP_012175867.1	XP_008201619.1
OG0006501	XP_003393310.1	XP_971919.1
OG0006502	XP_012170175.1	XP_008190868.1
OG0006503	XP_012170928.1	XP_008197741.1
OG0006504	XP_020718342.1, XP_012163591.1	XP_015838512.1
OG0006505	XP_012170347.1	XP_972170.1
OG0006506	XP_012166078.1	XP_008191365.1
OG0006507	XP_012163496.1	XP_015837209.1
OG0006508	XP_012168247.1	XP_972197.1
OG0006509	XP_020722781.1	XP_008197902.1
OG0006510	XP_012165332.1	XP_970302.1
OG0006511	XP_003396157.1	XP_008192857.1
OG0006512	XP_020721401.1	XP_015840657.1
OG0006513	XP_020721692.1	XP_966706.1
OG0006514	XP_003402313.1	XP_015839674.1
OG0006515	XP_003401310.3	XP_008199871.2
OG0006516	XP_003402408.1	XP_968072.1
OG0006517	XP_012170401.1, XP_003399797.1	XP_008196560.1
OG0006518	XP_003394293.2	XP_969385.2, XP_008193040.1
OG0006519	XP_012176573.1	XP_974169.1
OG0006520	XP_012169228.1	XP_008192744.1
OG0006521	XP_012166341.1	XP_975406.1
OG0006522	XP_003396890.1	XP_008195578.1
OG0006523	XP_012167441.1	XP_015834602.1
OG0006524	XP_012166767.2	XP_975575.1
OG0006525	XP_012172943.1	XP_973643.1
OG0006526	XP_012175826.1	XP_008200345.1
OG0006527	XP_003395201.1	XP_970294.2
OG0006528	XP_020720108.1	XP_015833785.1
OG0006529	XP_003393753.1	XP_972074.1
OG0006530	XP_003396558.2	XP_970036.2
OG0006531	XP_020720635.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_003398163.1	XP_975337.1
OG0006533	XP_003398607.1	XP_974988.1
OG0006534	XP_003394668.1	XP_008198523.1, XP_015839091.1
OG0006535	XP_012163851.1	XP_001810533.2
OG0006536	XP_012163924.2	XP_008196325.1
OG0006537	XP_012174295.1	XP_008195255.1
OG0006538	XP_003398232.1	NP_001280506.1
OG0006539	XP_012172475.1	XP_967878.1
OG0006540	XP_012175740.1	XP_015834054.1
OG0006541	XP_012174276.1	XP_975332.1
OG0006542	XP_020720930.1	XP_969181.2
OG0006543	XP_012175822.1	XP_967443.3
OG0006544	XP_003394843.1	XP_015834618.1
OG0006545	XP_003401706.1	XP_008194661.1, XP_015836341.1
OG0006546	XP_003395152.1	XP_973591.1
OG0006547	XP_003394985.1	XP_973505.1
OG0006548	XP_003401951.1	XP_008196394.1
OG0006549	XP_003395444.1	XP_967047.1
OG0006550	XP_012171887.2	XP_967967.1
OG0006551	XP_012164850.1	XP_008192790.1
OG0006552	XP_003400672.1	XP_008195219.1
OG0006553	XP_020719117.1	XP_015835850.1
OG0006554	XP_003399444.2	XP_968301.1
OG0006555	XP_012171342.1	XP_972655.1
OG0006556	XP_003401760.1	XP_015836858.1
OG0006557	XP_003402613.2	XP_008201037.1
OG0006558	XP_003394715.1	XP_008197665.1
OG0006559	XP_012175951.2	XP_015839389.1
OG0006560	XP_020724269.1	XP_008200220.1
OG0006561	XP_012163144.1	XP_975968.1
OG0006562	XP_003394963.1	XP_015840271.1, XP_966939.1
OG0006563	XP_012173896.1	XP_969170.1
OG0006565	XP_003395567.1	XP_008195658.1
OG0006566	XP_012174586.1	XP_015839213.1
OG0006568	XP_003395212.1	XP_974413.2
OG0006570	XP_020718804.1	XP_008195778.1, XP_015837542.1
OG0006571	XP_003396999.1	XP_008200123.1
OG0006572	XP_020723914.1	XP_008194128.1
OG0006573	XP_012165509.1	XP_001812698.1
OG0006574	XP_003399658.1	XP_015836129.1
OG0006575	XP_003394207.1	XP_001810245.1, XP_970143.1
OG0006576	XP_012167085.1, XP_003397745.1	XP_001814014.1
OG0006577	XP_012174342.1	XP_008195043.1
OG0006578	XP_012172411.1, XP_012172409.1	XP_015834847.1
OG0006579	XP_003399244.2	XP_008196799.1
OG0006580	XP_003398199.1	XP_969232.1
OG0006581	XP_012172288.2	XP_008198570.1
OG0006582	XP_003393856.1	XP_008197636.1
OG0006583	XP_020724180.1	XP_008191437.1
OG0006584	XP_012166999.2, XP_020720009.1	XP_974486.2
OG0006585	XP_012163834.1, XP_012163835.1	XP_975633.1
OG0006586	XP_003398492.1	XP_001811993.1
OG0006587	XP_003395449.1	XP_971352.1
OG0006588	XP_003394565.1	XP_971928.3
OG0006589	XP_012168688.1	XP_974815.1
OG0006590	XP_003397457.1	XP_008194131.1
OG0006591	XP_012166620.1	XP_968338.2
OG0006592	XP_003394989.1	XP_969575.1
OG0006593	XP_012169801.1	XP_015839312.1
OG0006594	XP_003403243.1	XP_970747.3
OG0006595	XP_003396759.1	XP_008192400.1
OG0006596	XP_012172888.1	XP_969219.2
OG0006597	XP_012171969.1	XP_008197106.1
OG0006598	XP_012164913.1	XP_001812786.1
OG0006599	XP_012172493.1	XP_008201205.1
OG0006600	XP_020721568.1	XP_015835340.1
OG0006602	XP_012169999.1	XP_015838644.1
OG0006603	XP_012170235.1	XP_001812268.1
OG0006604	XP_003396865.1	XP_008200193.1
OG0006605	XP_003403134.1	XP_968777.1
OG0006606	XP_012175254.1	XP_008201281.1
OG0006607	XP_003393628.1	XP_015833320.1
OG0006608	XP_003399012.1	XP_975582.3
OG0006609	XP_012164286.1	XP_015836966.1
OG0006610	XP_012171164.1	XP_970236.1
OG0006611	XP_020718745.1	XP_015832873.1
OG0006612	XP_003401867.1	XP_001811995.1
OG0006614	XP_020722477.1	XP_015837421.1
OG0006615	XP_003402426.1	XP_008192595.1
OG0006616	XP_012170748.1	XP_974463.1
OG0006617	XP_003394356.1	XP_970707.2
OG0006618	XP_012164775.1	XP_008199450.1
OG0006619	XP_003397681.1	XP_971096.1
OG0006620	XP_020719350.1	XP_015834239.1
OG0006621	XP_012170579.1	XP_015839076.1
OG0006622	XP_003401538.1	XP_972125.2
OG0006623	XP_020720308.1	XP_008193284.1
OG0006624	XP_020720457.1, XP_003402561.2	XP_008195886.1
OG0006625	XP_003399192.1	XP_008196488.1, XP_971042.2
OG0006626	XP_020720249.1	XP_015836069.1
OG0006627	XP_012172720.1	XP_008195334.1
OG0006628	XP_012169427.1	XP_970549.1
OG0006629	XP_020723371.1	XP_967779.1
OG0006630	XP_003402482.2	XP_008191652.1
OG0006631	XP_003394960.1	XP_015839544.1
OG0006632	XP_020718862.1	XP_974395.1
OG0006634	XP_003399530.1	XP_008193940.1
OG0006635	XP_003396228.1	XP_966682.1
OG0006636	XP_020723378.1	XP_008198300.1
OG0006637	XP_012165487.1	XP_008190846.1
OG0006638	XP_003400629.1	XP_008195200.1
OG0006639	XP_012165109.1	XP_001809693.1
OG0006641	XP_003394419.1	XP_015838319.1
OG0006642	XP_012165666.1	XP_969290.1
OG0006643	XP_003401549.1	XP_971303.1
OG0006644	XP_012176551.1	XP_008197454.1
OG0006645	XP_003403363.1	XP_008191049.1
OG0006646	XP_003392882.1	XP_969314.1
OG0006647	XP_020718620.1	XP_971753.1
OG0006648	XP_003400026.1	XP_974443.1
OG0006649	XP_012170136.1	XP_015835408.1
OG0006650	XP_020722579.1, XP_020722581.1	XP_015840844.1
OG0006651	XP_012171269.1	NP_001164316.1
OG0006652	XP_020724169.1	XP_015840704.1
OG0006653	XP_020721134.1	XP_015835038.1
OG0006654	XP_003392903.1	XP_975015.2
OG0006655	XP_003395113.1	XP_008201159.1
OG0006656	XP_012167802.1	XP_008200689.1
OG0006657	XP_003394306.1	XP_975509.1, XP_008195939.1
OG0006658	XP_003396296.1	XP_008195756.1
OG0006659	XP_003395131.1	NP_001034500.1
OG0006660	XP_003394797.1	XP_974079.1
OG0006661	XP_003393274.1	XP_970246.2
OG0006662	XP_020719083.1	XP_015834463.1
OG0006663	XP_012171809.1	XP_969233.2
OG0006664	XP_003397288.1	XP_015836349.1
OG0006665	XP_020722315.1	XP_008197421.1
OG0006666	XP_003400631.2	XP_015838197.1
OG0006667	XP_012174190.1	XP_015834568.1, XP_008192104.1
OG0006668	XP_003402986.1	XP_973618.1
OG0006670	XP_003393084.1	XP_008200740.1
OG0006671	XP_012176661.1	XP_008195132.1
OG0006673	XP_012169229.1	XP_970412.1
OG0006674	XP_020722758.1	XP_015839554.1
OG0006675	XP_003393524.1	XP_973940.1, XP_008193334.1
OG0006676	XP_003394224.1	XP_967082.1
OG0006677	XP_012167860.1	XP_008193090.1
OG0006679	XP_003402351.1	XP_001808926.2
OG0006680	XP_020723036.1, XP_020723037.1, XP_003403378.2	XP_008194824.1
OG0006681	XP_003398089.2	XP_969055.2
OG0006682	XP_012172041.1	XP_968578.2
OG0006683	XP_020719875.1, XP_003397365.1	XP_971628.1
OG0006684	XP_003399032.1	XP_975522.1
OG0006685	XP_012172556.1	XP_008191780.1
OG0006687	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1	XP_974665.1
OG0006688	XP_012163113.1	XP_008193708.1
OG0006689	XP_003397846.1	XP_975139.1
OG0006690	XP_003402859.1	XP_972919.1
OG0006691	XP_003400986.1	XP_969962.1
OG0006692	XP_012170802.1	XP_975260.1
OG0006693	XP_003398911.1	XP_015835689.1
OG0006694	XP_003398735.1	XP_008193306.1
OG0006695	XP_012167657.1	XP_008198934.1
OG0006696	XP_003402148.2	XP_008192904.1
OG0006698	XP_003397729.1	XP_008191226.1
OG0006699	XP_012170123.1	XP_971167.2
OG0006700	XP_003397987.1	XP_970813.1
OG0006701	XP_003395271.1	XP_971600.1
OG0006702	XP_003393531.1	XP_970182.1
OG0006703	XP_020719225.1, XP_003396463.1	XP_008190969.1
OG0006704	XP_003402610.1	XP_008195726.1
OG0006705	XP_012173195.1, XP_012173205.1, XP_012173209.1, XP_012173202.1	XP_967295.2
OG0006706	XP_012170754.1	XP_008195161.2, XP_015836743.1
OG0006707	XP_003397851.1	XP_008195856.1
OG0006708	XP_003397379.3	XP_967066.1
OG0006710	XP_012176238.1, XP_003394355.1, XP_012176237.1	XP_967766.1
OG0006711	XP_003395836.1	XP_008195936.1
OG0006713	XP_003395176.1	XP_969942.3
OG0006714	XP_012172241.1	XP_015833500.1
OG0006716	XP_020718586.1, XP_012163320.1, XP_020718587.1	XP_975456.1
OG0006717	XP_003395950.1	XP_008197051.1, XP_008197052.1
OG0006718	XP_012169902.1	XP_008197973.1, XP_968710.2, XP_015840283.1
OG0006719	XP_012167540.1	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	XP_003393489.1	XP_008195359.1
OG0006721	XP_012169942.1	XP_001812516.2
OG0006722	XP_003394629.1	XP_001809969.1
OG0006723	XP_003393048.1	XP_967484.2
OG0006724	XP_003401850.1	XP_001807996.1
OG0006725	XP_003403075.1	XP_008193676.1
OG0006726	XP_012171033.1, XP_012171035.1	XP_015836060.1
OG0006727	XP_003398969.1	XP_001810341.1
OG0006728	XP_003393830.1	XP_008200363.1
OG0006729	XP_003399590.1	XP_972129.2
OG0006731	XP_012169613.1	XP_971647.1
OG0006732	XP_012171059.1	XP_008196374.1
OG0006733	XP_012164702.1	XP_008193363.1
OG0006734	XP_012168966.1	XP_008200728.1
OG0006735	XP_012176572.1	XP_970436.2
OG0006736	XP_012164739.1	XP_015835201.1, NP_001164137.1
OG0006737	XP_020724221.1	XP_015835855.1, XP_008193588.2
OG0006738	XP_003394187.1, XP_012175967.1	XP_008198534.1, XP_015837961.1
OG0006739	XP_012175610.1	XP_008196292.1
OG0006740	XP_012164466.1	XP_008194222.1
OG0006741	XP_012172317.1	XP_008198080.1
OG0006743	XP_003401347.1	XP_015838972.1
OG0006744	XP_012166309.1	XP_015833992.1
OG0006745	XP_012172147.1	XP_015840725.1, XP_015840721.1
OG0006746	XP_012174367.1	XP_974080.1
OG0006748	XP_003397516.1	XP_008195654.1
OG0006749	XP_012164593.1	XP_972111.1
OG0006750	XP_003402146.1	XP_015840393.1
OG0006751	XP_020721962.1	XP_973030.2
OG0006752	XP_012170592.1	XP_015836531.1
OG0006753	XP_020723127.1, XP_012174526.1, XP_012171390.1	XP_008197689.1
OG0006754	XP_003401554.1	XP_967095.1
OG0006755	XP_020718565.1	XP_001816157.1
OG0006757	XP_003394080.1	XP_015834455.1
OG0006762	XP_012173429.1	XP_976191.3
OG0006773	XP_003394074.2, XP_020723984.1	XP_008192764.1
OG0006776	XP_012171961.1	XP_008197428.1
OG0006777	XP_012174734.1	XP_015834564.1
OG0006786	XP_012166850.1, XP_020720386.1	XP_008198932.1
OG0006788	XP_012167048.1	XP_015835633.1
OG0006792	XP_012172705.1, XP_012172706.1, XP_012172704.1, XP_003401475.1	XP_008200867.1
OG0006793	XP_020722434.1	NP_001103252.1
OG0006798	XP_003399834.1	XP_972156.1
OG0006799	XP_003395896.1	XP_968358.1
OG0006800	XP_003394463.1	XP_971874.2
OG0006801	XP_003394930.1	XP_970194.1
OG0006802	XP_003393496.1	XP_968776.1
OG0006803	XP_003402549.2	XP_015840093.1
OG0006804	XP_003403286.1	XP_968727.1
OG0006805	XP_020721776.1	XP_968120.1
OG0006806	XP_003397187.1	XP_971841.2
OG0006807	XP_003400755.1	XP_974360.1
OG0006808	XP_003402423.1	XP_008192808.1
OG0006809	XP_003400494.2	XP_971419.1
OG0006810	XP_012169056.1	XP_969231.1
OG0006811	XP_012169572.1	XP_015838314.1
OG0006812	XP_003399103.1	XP_973149.1
OG0006813	XP_003400749.1	XP_972387.1
OG0006814	XP_012173383.1	XP_975476.1
OG0006815	XP_003400249.1	XP_008195168.1
OG0006816	XP_020721071.1	XP_975241.2
OG0006817	XP_003401682.1	XP_008191759.1
OG0006818	XP_012166061.2	XP_970060.2
OG0006819	XP_003393711.1	XP_008191840.1
OG0006820	XP_012174991.1	XP_975661.1
OG0006821	XP_003398354.1	XP_971657.1
OG0006822	XP_003400153.1	XP_974622.1
OG0006823	XP_003402291.2	XP_967663.2
OG0006824	XP_003395302.1	XP_015834011.1
OG0006825	XP_020722061.1	XP_974101.1
OG0006826	XP_012170151.1	XP_975493.2
OG0006827	XP_012169385.1	XP_973381.1
OG0006828	XP_003401379.1	XP_969284.1
OG0006829	XP_003396259.1	XP_971328.2
OG0006832	XP_003394038.1	XP_968351.1
OG0006833	XP_003400787.1	XP_971748.1
OG0006834	XP_003393560.1	XP_970231.1
OG0006835	XP_003403155.1	XP_972583.1
OG0006836	XP_003394937.1	XP_968280.1
OG0006837	XP_003401188.1	XP_976032.1
OG0006838	XP_020719964.1	XP_008191171.1
OG0006839	XP_003397417.1	XP_008191122.1
OG0006841	XP_003403102.1	XP_967620.1
OG0006842	XP_003402589.1	XP_973689.1
OG0006843	XP_003402905.1	XP_968265.1
OG0006844	XP_012167997.1	XP_970635.1
OG0006845	XP_020722897.1	XP_008194739.1
OG0006846	XP_003394141.1	XP_008200228.1
OG0006847	XP_003396794.1	XP_968855.1
OG0006848	XP_003402787.1	XP_966912.1
OG0006849	XP_003399929.1	XP_973889.1
OG0006850	XP_003392985.1	XP_968036.1
OG0006851	XP_020724288.1	XP_008191501.1
OG0006852	XP_003400619.1	XP_972612.1
OG0006853	XP_003400567.1	XP_015838861.1, XP_015838550.1
OG0006854	XP_012172352.1	XP_008198303.1
OG0006855	XP_020724209.1	XP_967365.1
OG0006857	XP_003399914.1	XP_970243.1
OG0006858	XP_003398570.1	XP_974639.2
OG0006859	XP_003400765.1	XP_972684.2
OG0006860	XP_003400849.1	XP_008197065.1
OG0006861	XP_003400623.1	XP_973169.1
OG0006862	XP_003394334.1	XP_973840.1
OG0006863	XP_003402282.1	XP_008195646.1
OG0006864	XP_003396809.1	XP_971028.1
OG0006865	XP_003398675.1	XP_008199716.1
OG0006866	XP_012172404.1	XP_972465.1
OG0006867	XP_003395021.1	XP_970573.1
OG0006868	XP_003394170.1	NP_001073566.1
OG0006869	XP_003400882.1	XP_969347.1
OG0006870	XP_020722524.1	XP_974317.1
OG0006871	XP_020721225.1	XP_008195652.1
OG0006872	XP_003392863.1	XP_974477.1
OG0006873	XP_003401711.1	XP_967096.2
OG0006874	XP_020723014.1	XP_015840782.1
OG0006875	XP_003398800.1	XP_974756.1
OG0006876	XP_012166107.1	XP_967493.1
OG0006877	XP_003402878.1	XP_008196773.1
OG0006878	XP_003399099.1	XP_971683.1
OG0006879	XP_003401234.1	XP_972215.1
OG0006880	XP_003401218.1	XP_001814678.1
OG0006881	XP_012174243.1	XP_008195305.1
OG0006882	XP_003395636.1	XP_969550.1
OG0006883	XP_003395285.1	XP_001810604.1
OG0006884	XP_012173584.1	XP_969487.1
OG0006885	XP_003399348.1	XP_968609.1
OG0006886	XP_012173051.1	XP_001808466.1
OG0006887	XP_003394069.1	XP_008195222.1
OG0006888	XP_012171496.1	XP_975355.1
OG0006890	XP_012167870.1	XP_970659.1
OG0006891	XP_012163661.1	XP_967650.1
OG0006892	XP_003396271.1	XP_967727.1
OG0006893	XP_012169313.1	XP_001809758.1
OG0006894	XP_003393545.1	XP_008197375.1
OG0006895	XP_003403025.2	XP_970263.1
OG0006896	XP_012164469.1	XP_971537.1
OG0006897	XP_020722489.1	XP_967765.1
OG0006898	XP_003394177.1	XP_008198813.1
OG0006899	XP_003397098.1	XP_008193923.1
OG0006900	XP_003398351.1	XP_973438.1
OG0006901	XP_003401993.1	XP_008200465.1
OG0006902	XP_003398894.1	XP_971215.1
OG0006903	XP_012169485.1	XP_975500.1
OG0006904	XP_003400053.1	XP_975208.1
OG0006906	XP_012164090.1	XP_008197831.1
OG0006907	XP_012166313.1	XP_971517.1
OG0006908	XP_003395016.1	NP_001161316.1
OG0006909	XP_003400683.1	XP_970132.1
OG0006910	XP_012163620.1	XP_975276.2
OG0006911	XP_003394422.1	XP_973298.1
OG0006912	XP_012167606.1	XP_976374.2, XP_972708.1
OG0006914	XP_003392992.1	XP_008195322.1
OG0006915	XP_003393482.1	XP_974961.2
OG0006916	XP_003394984.1	XP_008195174.1
OG0006917	XP_012169145.1	XP_971422.1
OG0006918	XP_012163791.1	XP_975625.1
OG0006919	XP_020721640.1	XP_966691.1, XP_015836563.1
OG0006920	XP_012165255.1	XP_967471.1
OG0006921	XP_003396742.1	XP_969427.1
OG0006922	XP_020722470.1	XP_969227.1
OG0006923	XP_003398197.1	XP_008201338.1
OG0006924	XP_003403121.1	XP_971629.2
OG0006925	XP_003395195.1	XP_969171.1
OG0006927	XP_020721964.1	XP_971530.1
OG0006928	XP_003397246.2	XP_008193413.1
OG0006929	XP_012173089.1	XP_970082.1
OG0006930	XP_003397588.3	XP_974995.1
OG0006931	XP_003399144.1	XP_973754.1
OG0006932	XP_003401053.1	XP_008195383.1
OG0006933	XP_012175908.1	XP_015838764.1
OG0006935	XP_003396735.1	XP_966334.1
OG0006936	XP_003400579.1	XP_015837768.1
OG0006937	XP_003401390.1	XP_968403.3
OG0006938	XP_012174171.1	XP_969840.1
OG0006939	XP_020718445.1	XP_972739.1
OG0006940	XP_012171613.1	XP_008199995.1
OG0006941	XP_003400435.1	XP_008195762.1
OG0006942	XP_020723886.1	XP_015836050.1, XP_015836048.1, XP_015836047.1
OG0006943	XP_020723925.1	XP_008193746.1
OG0006944	XP_012176255.1	XP_008201060.1
OG0006945	XP_012165772.1	XP_969203.2
OG0006946	XP_003397842.1	XP_008200288.1
OG0006947	XP_003393820.1	XP_973570.1
OG0006948	XP_012171825.1	XP_008198270.1
OG0006949	XP_012169619.2	XP_015838201.1
OG0006950	XP_003401072.1	XP_973480.2
OG0006951	XP_020721559.1	XP_970204.1
OG0006952	XP_003397253.1	XP_015835630.1
OG0006953	XP_020722523.1	XP_015839532.1
OG0006954	XP_003393194.1	XP_967467.2
OG0006956	XP_003395033.2	XP_015833966.1
OG0006957	XP_003393515.1	XP_973468.3
OG0006958	XP_003398783.1	NP_001164082.1
OG0006959	XP_020719227.1	XP_015834024.1
OG0006960	XP_003396927.1	XP_969509.2
OG0006961	XP_012172800.1	XP_015836438.1
OG0006962	XP_003402503.1	XP_974286.2
OG0006964	XP_012165510.1	XP_001812612.1, XP_008195821.1
OG0006965	XP_012169336.1	XP_973950.3
OG0006966	XP_012166190.2	XP_971551.3
OG0006968	XP_012172068.1	XP_008200646.1
OG0006969	XP_012173154.1	XP_969750.1
OG0006970	XP_003400427.1	XP_001814289.1
OG0006971	XP_020723752.1	XP_015839300.1
OG0006972	XP_003394873.2	XP_008192700.1
OG0006973	XP_003397180.1	XP_972631.1
OG0006974	XP_020722310.1	XP_008196668.1
OG0006975	XP_012171612.1	XP_008196993.1
OG0006976	XP_003396599.1	XP_972571.3
OG0006977	XP_003400732.1	NP_001135924.1, XP_008195061.1
OG0006978	XP_012165180.1	XP_968458.1
OG0006979	XP_012165593.1	XP_008195999.1
OG0006980	XP_003399935.1	XP_008194484.1
OG0006981	XP_003396973.1	XP_973880.2
OG0006982	XP_003398766.1	XP_001809957.2
OG0006983	XP_012166012.1	XP_008191400.1
OG0006985	XP_003394924.1	XP_008195301.1
OG0006986	XP_012166738.1	XP_008195731.1
OG0006987	XP_003397461.1	XP_008193981.1
OG0006988	XP_012164133.1	XP_008193701.1
OG0006989	XP_003394461.1	XP_001814386.1
OG0006990	XP_012174084.1	XP_008191786.1
OG0006991	XP_003394243.1	XP_008196992.2
OG0006992	XP_003393073.1	XP_008200240.1
OG0006993	XP_012165164.1	XP_015833265.1
OG0006994	XP_003395774.1	XP_969934.1
OG0006995	XP_003394498.1	XP_971396.2
OG0006996	XP_012171677.1	XP_015833010.1
OG0006997	XP_012170455.1	XP_974845.1
OG0006998	XP_003396149.1	XP_008200604.1
OG0006999	XP_012170300.1	XP_008191989.1
OG0007000	XP_012166677.1	XP_008194861.2
OG0007001	XP_003401434.1	XP_008197627.1
OG0007002	XP_012165620.1	XP_008197274.1
OG0007003	XP_003395373.1	XP_001813943.1
OG0007004	XP_003402428.1	XP_968438.1
OG0007006	XP_012163857.1	XP_972330.1
OG0007007	XP_003395019.1	XP_008201495.2, NP_001034502.1
OG0007008	XP_003400173.1	XP_015838590.1
OG0007009	XP_003402496.2	XP_970941.1
OG0007010	XP_020718971.1	XP_975275.1
OG0007011	XP_012168184.1	XP_008191582.1
OG0007012	XP_012169526.1	XP_008191039.1
OG0007014	XP_003394583.1	XP_971484.2
OG0007015	XP_020719903.1	XP_008201097.1
OG0007016	XP_003395049.1	XP_971522.3
OG0007017	XP_012166038.1	XP_969718.2
OG0007018	XP_003399412.1	XP_969135.2
OG0007019	XP_003401692.1	XP_008198020.1
OG0007020	XP_012172479.1	XP_971952.1
OG0007021	XP_012176005.1	XP_971435.1
OG0007022	XP_003393180.1	XP_966401.2
OG0007023	XP_003395792.1	XP_973447.1
OG0007024	XP_012166577.1	XP_008196115.1
OG0007025	XP_003399156.1	XP_008199146.1
OG0007026	XP_003398167.2	XP_973490.1
OG0007027	XP_003401697.1	XP_972814.1
OG0007028	XP_012169032.1	XP_008196432.1
OG0007029	XP_012169240.1	XP_015833018.1
OG0007030	XP_003400446.1	XP_008196307.1
OG0007031	XP_003398822.1	XP_970259.1
OG0007032	XP_012164770.1	XP_970738.2, NP_001164234.1
OG0007033	XP_020720297.1	XP_008193579.1
OG0007035	XP_003403099.1	XP_966789.1
OG0007036	XP_003396297.1	XP_971978.1
OG0007037	XP_003398595.1	XP_015835607.1
OG0007038	XP_003401089.1	XP_968695.1
OG0007039	XP_012171973.1	XP_015837702.1
OG0007040	XP_012167931.1	XP_008199016.1
OG0007041	XP_020719447.1	NP_001153714.1
OG0007042	XP_012167508.1	XP_008191672.1
OG0007043	XP_020720622.1	XP_967929.2
OG0007044	XP_003398908.1	XP_001813224.1
OG0007045	XP_003399576.1	XP_974163.1
OG0007046	XP_020719592.1	XP_008193053.1
OG0007047	XP_012171816.1	XP_008200722.1
OG0007048	XP_003401129.1	XP_008201554.1
OG0007049	XP_012173965.1	XP_008192076.1
OG0007050	XP_003392884.1	XP_008195902.1
OG0007051	XP_012170576.1	XP_015838964.1
OG0007052	XP_003394596.1	XP_966811.1
OG0007053	XP_012163383.1	XP_008201283.1
OG0007054	XP_003399443.1	XP_008195404.1
OG0007055	XP_003397040.1	XP_008196147.1
OG0007056	XP_012172330.1	XP_008198233.1
OG0007057	XP_003401408.1	XP_008201718.1
OG0007058	XP_012167046.1	XP_015838147.1
OG0007059	XP_003400174.1	NP_001123908.1
OG0007060	XP_012168918.1	XP_015840829.1
OG0007061	XP_003394523.1	XP_015836514.1
OG0007062	XP_003392955.1	XP_973732.1
OG0007063	XP_003400025.1	XP_974423.1
OG0007064	XP_003393305.1	XP_973384.2
OG0007065	XP_003401509.1	XP_970566.1
OG0007066	XP_003396212.1	XP_008197648.1
OG0007067	XP_012170580.1	NP_001280524.1
OG0007068	XP_003401829.1	XP_008192032.1
OG0007069	XP_020721860.1	XP_001812376.1
OG0007070	XP_003397887.2	XP_969516.1
OG0007071	XP_012175969.1	XP_967534.2
OG0007072	XP_003396596.1	XP_008197736.1
OG0007073	XP_003400445.1	XP_008195158.1
OG0007074	XP_012173451.1	XP_001808956.1
OG0007075	XP_003396480.2	XP_008190891.1
OG0007076	XP_003398203.1	XP_008200897.1
OG0007077	XP_003401039.1	XP_001814707.1
OG0007078	XP_003403092.1	XP_973267.1
OG0007079	XP_003394577.1	XP_008197621.1
OG0007080	XP_003400958.1	XP_008196696.1
OG0007081	XP_012173926.1	XP_974701.1
