Orthogroup	Ceratina_calcarata	Aedes_aegypti
OG0003930	XP_017885754.1	XP_001651241.1
OG0003931	XP_017892577.2	XP_001649557.2
OG0003932	XP_026674237.1, XP_026674235.1	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_017880634.1	XP_001652674.1
OG0003934	XP_017891002.1	XP_001652176.1
OG0003935	XP_017875652.1	XP_021698972.1
OG0003936	XP_017883494.1	XP_021708266.1
OG0003937	XP_017889170.1	XP_021698472.1
OG0003938	XP_017886900.2	XP_001662656.2, XP_021711097.1
OG0003939	XP_017881972.1	XP_021697499.1
OG0003940	XP_017886508.1	XP_021706762.1
OG0003941	XP_017886429.1	XP_001649065.1
OG0003942	XP_026667809.1	XP_001648991.2
OG0003943	XP_017879569.1	XP_001653215.1
OG0003944	XP_017885994.1	XP_001657769.1
OG0003945	XP_017878928.1	XP_001661277.2
OG0003946	XP_017893236.1	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_026673846.1	XP_021713347.1
OG0003948	XP_017875606.1	XP_021709456.1
OG0003950	XP_017882896.1	XP_001654759.2
OG0003951	XP_017888869.1	XP_001660822.1
OG0003952	XP_017881072.1	XP_001655616.2
OG0003953	XP_017882935.1	XP_001651486.2
OG0003954	XP_017887582.1	XP_001662443.1
OG0003955	XP_017877559.1	XP_001650872.2
OG0003956	XP_017885501.1, XP_017885502.1	XP_021694075.1
OG0003957	XP_017875257.1	XP_001654781.1
OG0003958	XP_017889503.1	XP_001657386.1
OG0003959	XP_026673263.1	XP_021695380.1, XP_001652653.1
OG0003960	XP_017890159.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_017883385.1, XP_017883386.1	XP_021701277.1
OG0003962	XP_017884363.1	XP_001658571.2
OG0003963	XP_017875698.1	XP_001653821.1
OG0003964	XP_017883814.1	XP_001658987.1
OG0003965	XP_017892382.1	XP_001660646.2
OG0003966	XP_017886785.1, XP_017886783.1	XP_021700237.1
OG0003967	XP_017884690.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_017883580.1	XP_001655741.1
OG0003969	XP_017890355.1	XP_001658728.1
OG0003970	XP_026674910.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_017890293.1	XP_021702399.1, XP_021702398.1
OG0003972	XP_017890248.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_017877363.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_026666974.1, XP_017883951.1	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_017885228.1	XP_021700863.1
OG0003976	XP_017890085.1	XP_021711605.1
OG0003977	XP_017890930.2	XP_021706480.1
OG0003978	XP_017879900.1	XP_001648293.2
OG0003979	XP_017880229.1	XP_001657457.1
OG0003980	XP_017887465.1	XP_021703960.1, XP_021703966.1
OG0003981	XP_026674074.1, XP_026674076.1	XP_021701733.1
OG0003982	XP_017876281.1	XP_021702400.1
OG0003983	XP_017877832.1, XP_017879449.1, XP_017882698.1, XP_026669985.1	XP_021695542.1
OG0003984	XP_017892829.2	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	XP_026668402.1	XP_021697524.1
OG0003986	XP_017876375.1	XP_001659292.1, XP_021701097.1
OG0003987	XP_017892356.1	XP_021707012.1, XP_021707013.1, XP_021712769.1
OG0003988	XP_026674895.1, XP_017891331.1	XP_021693736.1
OG0003989	XP_026666834.1, XP_026668283.1, XP_017892699.1	XP_021707503.1
OG0003990	XP_017893497.1	XP_001649983.1
OG0003991	XP_026669815.1	XP_021694587.1, XP_021694588.1
OG0003992	XP_017888891.1	XP_021704895.1
OG0003993	XP_017892896.2	XP_021696098.1, XP_021694766.1
OG0003994	XP_017883319.1	XP_001660317.1, XP_021710154.1
OG0003995	XP_026669591.1	XP_021710853.1
OG0003996	XP_026672073.1, XP_017885369.1	XP_001660743.2
OG0003997	XP_026669478.1	XP_001662649.1
OG0003998	XP_026671865.1	XP_021694307.1
OG0003999	XP_026667993.1, XP_017881065.2	XP_021702245.1
OG0004000	XP_017879297.1, XP_026668980.1	XP_001662536.1
OG0004001	XP_017877816.1	XP_001651539.2
OG0004002	XP_017876653.1	XP_021699519.1
OG0004003	XP_017885324.1	XP_021701167.1, XP_021701164.1
OG0004004	XP_017884313.1	XP_001656875.1
OG0004005	XP_026672680.1	XP_021707608.1, XP_021707609.1
OG0004006	XP_026669742.1	XP_021696407.1, XP_021696416.1
OG0004008	XP_017881272.1	XP_001656312.1
OG0004009	XP_017891462.1	XP_001656220.1
OG0004010	XP_017887409.1	XP_021707149.1
OG0004011	XP_017888050.1	XP_021701665.1, XP_021712846.1
OG0004012	XP_017877063.1	XP_021705170.1
OG0004014	XP_017877109.1	XP_021694510.1
OG0004016	XP_017881076.1, XP_017881069.1	XP_021694471.1
OG0004017	XP_026671934.1, XP_017885128.1	XP_021698858.1, XP_021698857.1
OG0004018	XP_026668172.1	XP_021695618.1
OG0004019	XP_017883053.1	XP_021702240.1
OG0004020	XP_017887832.1	XP_001655666.1, XP_021712726.1
OG0004021	XP_026666661.1	XP_001662990.2
OG0004022	XP_017882419.1	XP_001655055.1, XP_001655054.1
OG0004023	XP_017876357.1	XP_001658989.1, XP_021708079.1
OG0004024	XP_017892357.1, XP_017892358.1	XP_021709172.1
OG0004026	XP_026670568.1	XP_001657095.2
OG0004027	XP_017889798.1	XP_021698799.1
OG0004030	XP_017888147.1	XP_021710816.1
OG0004031	XP_026667808.1, XP_017876836.1	XP_021705674.1
OG0004032	XP_017888240.1	XP_021704447.1
OG0004033	XP_017877530.1	XP_001653338.1
OG0004034	XP_017885006.1, XP_026671509.1	XP_001652388.2
OG0004035	XP_017877295.1	XP_021708965.1
OG0004036	XP_017876757.1	XP_021706353.1
OG0004037	XP_017885653.1	XP_021698550.1
OG0004038	XP_017881453.1	XP_021709064.1
OG0004040	XP_017888273.1	XP_001653481.2
OG0004041	XP_017881603.1	XP_001659977.2, XP_021712807.1
OG0004042	XP_017891809.1	XP_001654734.1
OG0004043	XP_017879056.2	XP_001662270.2
OG0004045	XP_017889391.1, XP_026673984.1	XP_021693403.1
OG0004046	XP_017892612.2	XP_021713261.1, XP_001652793.1
OG0004047	XP_017889123.1	XP_021711741.1, XP_001659005.1
OG0004048	XP_017881119.1	XP_001656303.1
OG0004049	XP_017884628.1	XP_001650438.2
OG0004050	XP_017886645.2	XP_001656879.1
OG0004051	XP_017893582.1	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	XP_026674207.1	XP_001663907.2
OG0004053	XP_017892789.1	XP_001651506.2
OG0004054	XP_017886788.1	XP_021706586.1
OG0004055	XP_017885791.1	XP_001653319.2
OG0004056	XP_017890696.1	XP_021697096.1
OG0004058	XP_017889712.1	XP_001651168.1, XP_001662502.1
OG0004059	XP_017881330.1	XP_001658170.1
OG0004060	XP_017879853.1	XP_001661813.2
OG0004061	XP_026674505.1	XP_021701067.1
OG0004062	XP_017881438.1	XP_021706861.1, XP_021705352.1
OG0004063	XP_017880652.1	XP_021700238.1
OG0004064	XP_017877355.1	XP_001651175.2
OG0004065	XP_017879141.1	XP_021700094.1, XP_021706851.1
OG0004066	XP_017891867.1	XP_021698932.1
OG0004067	XP_026666548.1, XP_017893114.1, XP_026666547.1, XP_026666549.1	XP_021697462.1
OG0004068	XP_017886234.1	XP_021711540.1
OG0004069	XP_017890683.1	XP_021694204.1, XP_021694205.1, XP_021694206.1
OG0004070	XP_026675386.1	XP_021703451.1, XP_021703429.1, XP_021703422.1
OG0004071	XP_017882268.1	XP_021699078.1
OG0004072	XP_017888128.1	XP_021693098.1
OG0004073	XP_017878264.1	XP_001650739.2
OG0004074	XP_017883327.1	XP_021697650.1
OG0004075	XP_017875447.1	XP_021693331.1
OG0004076	XP_017878695.1	XP_001659905.2
OG0004077	XP_017889805.1	XP_001663942.2
OG0004078	XP_017877189.1, XP_017877188.1	XP_021712035.1, XP_021712781.1
OG0004079	XP_026675420.1	XP_021709183.1
OG0004080	XP_026668914.1	XP_021695449.1
OG0004082	XP_017877205.1	XP_021700745.1, XP_021700746.1
OG0004083	XP_017884977.1	XP_001653710.2
OG0004084	XP_026675503.1	XP_021708264.1
OG0004085	XP_017876585.1	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1
OG0004086	XP_017892581.1	XP_021695343.1, XP_021695356.1
OG0004087	XP_017877845.1	XP_001649206.2
OG0004088	XP_017886011.1, XP_017891844.2	XP_001660898.2
OG0004089	XP_017891006.2, XP_017876437.1	XP_021703126.1
OG0004090	XP_026668057.1, XP_026668053.1	XP_021700310.1
OG0004091	XP_017875460.1	XP_001650913.1
OG0004092	XP_017884969.1	XP_021703553.1
OG0004093	XP_017879934.1	XP_021697845.1
OG0004094	XP_026666910.1, XP_017893238.1, XP_017893248.1	XP_001655173.1
OG0004095	XP_017879915.1, XP_017879906.1	XP_021698148.1
OG0004096	XP_017884242.1	XP_021710103.1
OG0004097	XP_017893142.1	XP_021701224.1, XP_021701225.1, XP_001655805.1
OG0004098	XP_017878771.2	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1
OG0004099	XP_017881782.1	XP_001664263.1
OG0004100	XP_017878980.1, XP_017878981.1, XP_017878983.1	XP_001656361.1
OG0004101	XP_017887968.1	XP_021701507.1
OG0004102	XP_017880869.1	XP_021709149.1
OG0004103	XP_026667401.1, XP_026667400.1, XP_026667403.1	XP_021705130.1
OG0004104	XP_017890860.1	XP_021702797.1, XP_001656561.1, XP_021709472.1
OG0004105	XP_017883711.1	XP_021700485.1
OG0004106	XP_017890879.1, XP_017890877.1, XP_017877438.1	XP_001652371.2
OG0004107	XP_017889118.1	XP_001660065.2
OG0004108	XP_017889255.1	XP_001657218.1, XP_021712293.1
OG0004110	XP_026674921.1	XP_021697032.1
OG0004111	XP_017892715.1	XP_001655070.1
OG0004112	XP_017892708.1	XP_021709661.1
OG0004113	XP_017879191.1	XP_001663319.1
OG0004114	XP_017888685.1, XP_017876691.1	XP_001662644.1
OG0004116	XP_017882303.1	XP_021712264.1, XP_021709622.1, XP_021712265.1
OG0004117	XP_017893044.1, XP_017893046.1	XP_021696853.1, XP_021696852.1
OG0004119	XP_017881491.1	XP_021693306.1, XP_021693305.1, XP_021693307.1
OG0004120	XP_017883066.1	XP_001657116.1
OG0004121	XP_026667639.1, XP_017876503.1, XP_017876502.1, XP_017876504.1, XP_017876501.1	XP_001656967.1
OG0004122	XP_026672956.1, XP_026672957.1	XP_001654352.2
OG0004123	XP_017881210.1	XP_021702102.1
OG0004125	XP_017887625.1	XP_021713331.1
OG0004126	XP_017884547.1	XP_021700959.1
OG0004127	XP_017891921.1	XP_021704364.1
OG0004128	XP_026670906.1, XP_017883270.1, XP_026670907.1	XP_001653405.2
OG0004129	XP_017880052.1	XP_001657931.2
OG0004130	XP_026667857.1	XP_021694180.1, XP_021694178.1, XP_021694179.1
OG0004131	XP_017887836.1	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1
OG0004132	XP_017887421.1	XP_021695153.1
OG0004133	XP_017876260.1	XP_001655872.2
OG0004135	XP_017885971.1	XP_011493091.2
OG0004137	XP_017889721.1	XP_001660546.2
OG0004138	XP_017882753.1	XP_001653368.2
OG0004140	XP_026673845.1	XP_001658910.1
OG0004141	XP_026672712.1	XP_021697604.1, XP_021697605.1
OG0004142	XP_026668921.1	XP_021699866.1
OG0004143	XP_017883879.1	XP_021697922.1
OG0004144	XP_017878809.1	XP_001660636.1
OG0004145	XP_017890243.1, XP_026674302.1	XP_021711474.1, XP_021711462.1
OG0004146	XP_017877375.1	XP_021711899.1, XP_021696650.1, XP_021694303.1
OG0004147	XP_026673868.1	XP_021698923.1, XP_021698922.1, XP_021698921.1
OG0004148	XP_026668174.1, XP_026671885.1	XP_021695474.1
OG0004149	XP_017875738.1	XP_021710581.1, XP_021710582.1, XP_021710583.1
OG0004150	XP_017889562.1	XP_001657872.2
OG0004151	XP_026672271.1, XP_017876451.1	XP_001660252.2
OG0004153	XP_026674293.1	XP_021710812.1
OG0004154	XP_017879258.2	XP_021708287.1
OG0004155	XP_017892073.1	XP_001659747.2
OG0004157	XP_026672865.1	XP_001648926.2
OG0004158	XP_017883832.1	XP_021697776.1
OG0004159	XP_026670201.1	XP_021696659.1
OG0004160	XP_017876695.1	XP_021698216.1, XP_021698217.1, XP_021698219.1
OG0004162	XP_017889997.1	XP_021704052.1
OG0004163	XP_017880497.1	XP_021703330.1
OG0004164	XP_017889618.1	XP_021708436.1
OG0004166	XP_017882476.1	XP_021696643.1
OG0004167	XP_017890945.1	XP_021704404.1
OG0004168	XP_017880675.1	XP_021700136.1, XP_021700137.1
OG0004169	XP_017878622.1	XP_001659294.2
OG0004170	XP_017885601.1	XP_021709018.1
OG0004171	XP_017887300.1, XP_017887301.1	XP_001658828.2
OG0004172	XP_017879848.1	XP_021698368.1
OG0004173	XP_017877809.2, XP_026673207.1	XP_021696307.1
OG0004174	XP_017892196.1	XP_021697258.1, XP_021712125.1
OG0004175	XP_017892906.1	XP_001660585.2
OG0004176	XP_026674368.1, XP_026674316.1	XP_021695406.1
OG0004177	XP_026670522.1	XP_021702658.1, XP_021702657.1, XP_001648884.1
OG0004178	XP_026667211.1, XP_026667216.1	XP_021698068.1
OG0004180	XP_026674956.1	XP_021701672.1, XP_021701666.1
OG0004181	XP_017886039.1	XP_001658430.1
OG0004182	XP_026670452.1	XP_021702926.1, XP_021702925.1, XP_021702924.1
OG0004183	XP_026666829.1	XP_001658696.2
OG0004184	XP_026674137.1	XP_001651509.2
OG0004186	XP_026668377.1	XP_021703840.1, XP_021703844.1
OG0004187	XP_017878252.1	XP_001648740.2
OG0004188	XP_017893034.1	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2
OG0004189	XP_026670641.1	XP_021695382.1
OG0004190	XP_026673732.1	XP_021710607.1, XP_021710601.1
OG0004191	XP_017883912.1	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1
OG0004192	XP_017879470.1	XP_001655788.1
OG0004194	XP_017880486.1, XP_017880488.1	XP_021706246.1
OG0004195	XP_017886088.1	XP_021698011.1, XP_001661088.1
OG0004196	XP_017877005.1	XP_001648560.2
OG0004197	XP_017890303.1	XP_001649548.1
OG0004198	XP_026674929.1	XP_021700917.1, XP_001650144.1
OG0004199	XP_017893319.1	XP_001650421.1
OG0004201	XP_017891896.2	XP_001650884.2, XP_021696253.1
OG0004202	XP_017885897.1	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1
OG0004203	XP_026670406.1	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2
OG0004204	XP_017876743.1	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1
OG0004205	XP_017879804.1	XP_001652290.1, XP_021712674.1
OG0004206	XP_017893399.1	XP_001653981.2, XP_021698721.1, XP_021698725.1
OG0004207	XP_017893583.1	XP_001655224.2, XP_021712076.1
OG0004209	XP_017891464.1	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2
OG0004211	XP_017886399.1	XP_021713256.1, XP_001657357.1
OG0004212	XP_017875744.1	XP_001658305.2
OG0004213	XP_017877855.1	XP_001658321.2
OG0004214	XP_017890108.1	XP_021712601.1, XP_021706408.1, XP_001658473.2
OG0004215	XP_026672597.1, XP_017886608.1	XP_021700475.1, XP_021700473.1, XP_001658583.2
OG0004216	XP_026674809.1	XP_001659576.1
OG0004217	XP_017892712.1	XP_001660455.1
OG0004218	XP_017889079.1	XP_001661444.1
OG0004219	XP_026669467.1	XP_001661470.1
OG0004220	XP_026673519.1	XP_001663145.1
OG0004222	XP_026672762.1	XP_011493613.1
OG0004223	XP_017876407.1	XP_021712724.1, XP_021693015.1, XP_021693016.1
OG0004224	XP_026672372.1	XP_021693593.1
OG0004225	XP_017884794.1	XP_021694422.1
OG0004227	XP_026666771.1	XP_021695638.1
OG0004228	XP_017879957.1	XP_021696503.1
OG0004229	XP_017893220.1	XP_021696831.1, XP_021696830.1, XP_021696829.1
OG0004230	XP_026671727.1	XP_021697309.1
OG0004231	XP_017889629.1	XP_021697905.1, XP_021697911.1
OG0004232	XP_026672535.1, XP_026672541.1	XP_021697931.1
OG0004233	XP_017888172.1	XP_021698194.1
OG0004234	XP_026674324.1, XP_017890040.1	XP_021698467.1, XP_021698466.1
OG0004235	XP_017887823.1	XP_021698611.1
OG0004236	XP_017882823.1, XP_017882859.1	XP_021699414.1
OG0004237	XP_017878288.1	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1
OG0004238	XP_017876306.1	XP_021701490.1
OG0004239	XP_026670665.1, XP_026667032.1, XP_017875246.2	XP_021702967.1, XP_021702966.1, XP_021702965.1
OG0004240	XP_017883444.1	XP_021703094.1
OG0004241	XP_017882946.1	XP_021703334.1, XP_021703336.1
OG0004242	XP_026673769.1	XP_021703663.1
OG0004243	XP_026669519.1	XP_021704717.1
OG0004244	XP_026670474.1	XP_021705087.1
OG0004245	XP_017892245.1	XP_021706024.1
OG0004246	XP_017889227.1, XP_017885719.1	XP_021706303.1
OG0004247	XP_017884309.1	XP_021706306.1
OG0004248	XP_026672608.1	XP_021706483.1
OG0004249	XP_017882373.1, XP_026670505.1	XP_021713150.1
OG0004250	XP_017883483.1	XP_021713152.1
OG0004251	XP_026668835.1	XP_021713268.1
OG0004275	XP_017891647.1	XP_001655929.1
OG0004276	XP_017888969.1	XP_001652207.1, XP_021712520.1
OG0004277	XP_017889206.1	XP_021696259.1
OG0004278	XP_017882377.1, XP_017882881.1	XP_021705595.1
OG0004279	XP_017876915.1	XP_001657881.1, XP_021707576.1
OG0004280	XP_017885504.1	XP_001659012.2
OG0004281	XP_017890810.1	XP_001664110.1
OG0004282	XP_017878496.1	XP_021694823.1, XP_001656140.1
OG0004283	XP_017892782.1	XP_001659022.1
OG0004284	XP_017888327.1, XP_017877104.1	XP_021710111.1, XP_001663344.1
OG0004285	XP_017881532.1	XP_001653603.2
OG0004286	XP_017891172.1	XP_001651008.2
OG0004287	XP_017885220.1	XP_021712869.1, XP_021697398.1, XP_021697403.1
OG0004288	XP_017890899.1	XP_001658846.2, XP_021708097.1
OG0004289	XP_017883735.1	XP_001651805.1
OG0004290	XP_017884485.1	XP_001659703.1
OG0004291	XP_026669193.1	XP_001664093.2
OG0004292	XP_017887289.1	XP_021706771.1
OG0004293	XP_017893157.1, XP_017893178.1	XP_001650411.1, XP_021711780.1
OG0004294	XP_017889790.1	XP_001656350.2
OG0004296	XP_017879751.1	XP_001654757.1
OG0004297	XP_017885406.1, XP_017883980.1	XP_001653395.1
OG0004298	XP_026667642.1	XP_001651349.2
OG0004299	XP_017893528.1	XP_001656180.2
OG0004300	XP_017878425.1	XP_001660939.2
OG0004301	XP_017891382.1, XP_017891383.1, XP_017891379.1	XP_001658935.1
OG0004302	XP_017887422.1	XP_001652183.1
OG0004303	XP_017885344.1	XP_001652686.1
OG0004304	XP_017890622.2, XP_026673043.1	XP_001656680.1
OG0004305	XP_017888977.1	XP_001660489.1
OG0004306	XP_017884826.1	XP_001653486.1
OG0004307	XP_017886895.1	XP_021705626.1
OG0004308	XP_017890666.1	XP_001664205.1
OG0004309	XP_017891147.1	XP_001658619.1
OG0004310	XP_017882950.1, XP_026670812.1	XP_001658194.1, XP_021712903.1
OG0004311	XP_017880002.1	XP_021701716.1, XP_021701717.1, XP_001663270.2
OG0004312	XP_017891210.1	XP_021712733.1, XP_001657253.1
OG0004313	XP_017881955.1	XP_001655473.2, XP_021697582.1
OG0004314	XP_017887516.1	XP_021704009.1, XP_001652825.1
OG0004315	XP_017876702.1	XP_001661080.1
OG0004316	XP_017887149.1	XP_021693346.1
OG0004317	XP_017891801.1	XP_001656820.1
OG0004318	XP_017887283.1	XP_001657499.1
OG0004320	XP_017876569.1	XP_021709548.1
OG0004321	XP_017877345.1	XP_001652958.1
OG0004322	XP_017876523.1	XP_001649547.1
OG0004323	XP_017890508.1	XP_021711912.1, XP_001652016.1
OG0004324	XP_017890996.1	XP_001656190.1
OG0004325	XP_017882817.1	XP_001649513.2
OG0004326	XP_017884281.1	XP_001648995.1
OG0004327	XP_026669043.1	XP_001662462.1
OG0004328	XP_017875237.2	XP_001664262.1
OG0004329	XP_017876609.1	XP_001656939.1, XP_001650193.1
OG0004330	XP_017885500.1	XP_021693781.1
OG0004331	XP_017883910.1	XP_021698783.1
OG0004332	XP_017891742.1	XP_001655319.2
OG0004333	XP_017890490.1, XP_017890492.1	XP_001658903.1
OG0004334	XP_017884241.1	XP_001653781.1
OG0004335	XP_017883234.1	XP_001651814.1
OG0004336	XP_017883157.1	XP_001656487.1
OG0004337	XP_017875434.1	XP_021697366.1
OG0004338	XP_017883366.1	XP_001655524.2
OG0004339	XP_017889572.1	XP_021710248.1, XP_001657873.2
OG0004340	XP_017875663.1	XP_001656607.2
OG0004341	XP_017886607.1	XP_021701400.1, XP_021701401.1
OG0004342	XP_017887609.1	XP_001648836.1
OG0004343	XP_017883523.1	XP_021703324.1
OG0004344	XP_017887130.1	XP_001648846.1
OG0004345	XP_017883415.1	XP_021712993.1, XP_021711958.1
OG0004346	XP_017877501.1, XP_017877502.1, XP_017877500.1	XP_021707203.1
OG0004347	XP_017888559.1	XP_001656552.1, XP_021702804.1, XP_001656555.1
OG0004348	XP_017883713.1	XP_001664201.1
OG0004349	XP_017890261.2, XP_017888252.1	XP_001656966.1
OG0004350	XP_017880095.1, XP_017880181.1	XP_001658904.1
OG0004351	XP_017883354.1	XP_021697651.1
OG0004352	XP_017883884.1	XP_001659518.1
OG0004353	XP_017891865.1	XP_001656164.1
OG0004354	XP_017883286.1	XP_021704179.1
OG0004355	XP_017885726.1	XP_001657692.1
OG0004356	XP_017885672.1	XP_001654808.1
OG0004357	XP_017883235.1	XP_021700479.1
OG0004358	XP_017892641.1	XP_001649850.1, XP_021712765.1
OG0004359	XP_017883310.1	XP_021697723.1
OG0004360	XP_017883129.1	XP_001647945.1
OG0004361	XP_017892816.1, XP_017884079.1	XP_001656971.1
OG0004362	XP_017891455.1	XP_001660960.2
OG0004363	XP_017878370.1, XP_017878434.1	XP_001658335.2
OG0004364	XP_017877794.1	XP_001660303.2
OG0004365	XP_017884645.1	XP_001661687.2
OG0004366	XP_017878215.1	XP_001655972.2
OG0004367	XP_026670784.1	XP_001660555.2, XP_021711993.1
OG0004368	XP_017879606.1	XP_001658631.2, XP_021712702.1
OG0004369	XP_017877101.1	XP_021700391.1
OG0004370	XP_026674912.1	XP_021701744.1
OG0004371	XP_017888274.1	XP_021699003.1
OG0004372	XP_017879251.1	XP_001648499.1
OG0004373	XP_017876974.1	XP_001654807.1
OG0004374	XP_017887679.1	XP_001656613.1
OG0004375	XP_017890835.1	XP_001657795.1
OG0004376	XP_017884035.2, XP_026671335.1	XP_021697979.1
OG0004377	XP_017880760.1	XP_021709505.1
OG0004378	XP_017891050.1	XP_001650427.2
OG0004379	XP_017880144.1, XP_026669379.1	XP_001654135.1
OG0004380	XP_017891555.1	XP_001657742.1
OG0004381	XP_017883958.1	XP_001660886.2
OG0004382	XP_017888333.1	XP_021697182.1
OG0004383	XP_017880101.1	XP_001661326.1
OG0004384	XP_017891779.1	XP_001656500.1
OG0004385	XP_017887412.1	XP_001656404.1
OG0004386	XP_017882362.1, XP_017886217.1	XP_001649689.1
OG0004387	XP_017879509.1	XP_001660686.1
OG0004388	XP_026667435.1	XP_001654994.2
OG0004389	XP_017891795.1	XP_001650043.1
OG0004390	XP_017882895.1	XP_001662410.1
OG0004391	XP_017885164.1	XP_021695450.1, XP_001653418.1
OG0004392	XP_017887710.1	XP_021712826.1, XP_021712831.1
OG0004393	XP_026666452.1, XP_026666453.1	XP_001654364.1
OG0004394	XP_017887811.1, XP_017892811.1	XP_021707550.1, XP_021707549.1, XP_001663474.2
OG0004395	XP_017888972.1	XP_001658961.1
OG0004396	XP_017891881.1	XP_001652303.1
OG0004397	XP_017885008.1	XP_021712268.1, XP_001653776.1
OG0004398	XP_017893365.1	XP_001654210.2
OG0004400	XP_026671449.1	XP_001653670.1
OG0004401	XP_017876057.1	XP_001654439.2
OG0004402	XP_017887349.1	XP_021703758.1
OG0004403	XP_017888042.1	XP_021706607.1
OG0004404	XP_017881629.1	XP_001649769.1
OG0004405	XP_017877492.1	XP_021694431.1, XP_001655865.1
OG0004406	XP_017875053.1	XP_021698112.1
OG0004407	XP_026669358.1	XP_021710053.1
OG0004409	XP_017891517.1	XP_001661876.2, XP_021706471.1, XP_021708764.1
OG0004410	XP_026668957.1	XP_001649268.1
OG0004411	XP_017888759.1, XP_017888760.1	XP_021697512.1
OG0004412	XP_017882167.1	XP_001660080.1
OG0004413	XP_026672412.1	XP_021697177.1
OG0004414	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1	XP_001652058.1
OG0004415	XP_017882224.1	XP_021712615.1, XP_021712611.1
OG0004416	XP_017875201.1	XP_021699260.1
OG0004417	XP_017875779.1	XP_001659745.2, XP_021704223.1
OG0004418	XP_017879425.1	XP_021699810.1
OG0004419	XP_017882967.1	XP_021704204.1
OG0004420	XP_017893622.1	XP_001648213.2
OG0004421	XP_017884383.2	XP_021697307.1, XP_001658227.1
OG0004422	XP_026669909.1	XP_021704944.1
OG0004423	XP_026667906.1, XP_026667380.1, XP_017876940.2	XP_021701836.1
OG0004424	XP_017886465.1	XP_001660148.2, XP_001657176.1
OG0004425	XP_026674160.1	XP_001657813.1
OG0004426	XP_017890223.1	XP_021706589.1, XP_021703869.1
OG0004427	XP_017887327.1	XP_001650903.1
OG0004428	XP_017882248.1	XP_001663227.2
OG0004429	XP_017887408.1	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1
OG0004430	XP_017877321.1	XP_021697469.1, XP_021712396.1, XP_001656158.2
OG0004431	XP_026674202.1	XP_021710093.1
OG0004432	XP_017892111.1	XP_021696819.1, XP_001660306.2
OG0004433	XP_017876426.1	XP_001651605.1
OG0004434	XP_017889923.1	XP_021710916.1
OG0004436	XP_017880780.1	XP_001648693.1
OG0004437	XP_017888892.1, XP_026673670.1	XP_021705901.1
OG0004438	XP_017884471.1	XP_021713195.1
OG0004439	XP_017886250.2	XP_021695025.1, XP_021696719.1
OG0004440	XP_017884454.1	XP_001652847.2
OG0004441	XP_017875933.1	XP_021704347.1
OG0004443	XP_026668357.1	XP_001651505.2
OG0004444	XP_017876088.1	XP_021701422.1
OG0004445	XP_017887309.1	XP_001661987.3
OG0004446	XP_026675371.1	XP_001647772.2
OG0004447	XP_017884715.1	XP_021696361.1
OG0004448	XP_017883685.1	XP_001650133.1
OG0004449	XP_017884300.1	XP_001660945.1
OG0004450	XP_017883705.1	XP_021704097.1, XP_021704096.1
OG0004451	XP_017876685.1	XP_001652165.1
OG0004452	XP_017883646.1	XP_021694188.1
OG0004453	XP_026668986.1	XP_021696464.1
OG0004454	XP_017891943.1	XP_001656400.1
OG0004455	XP_017891631.1	XP_001655853.1
OG0004457	XP_017888912.1	XP_021711347.1
OG0004458	XP_017892760.1	XP_001663661.1
OG0004459	XP_026667587.1	XP_021707476.1
OG0004460	XP_017881783.1	XP_001652504.2
OG0004461	XP_017886199.1, XP_017886137.1	XP_001651773.1
OG0004462	XP_017880141.1, XP_026669377.1	XP_021703586.1
OG0004463	XP_017875223.1	XP_001661274.3
OG0004465	XP_017875310.1	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1
OG0004466	XP_017875012.1	XP_021699403.1
OG0004467	XP_026674587.1, XP_017886089.1	XP_001652438.1
