Orthogroup	Ceratina_calcarata	Vespa_mandarinia
OG0002938	XP_017879786.1, XP_026669125.1	XP_035719813.1
OG0002939	XP_017890475.1	XP_035738920.1
OG0002940	XP_026673950.1, XP_026671672.1	XP_035734247.1, XP_035734239.1
OG0002941	XP_017875596.1	XP_035734275.1
OG0002942	XP_017888361.1	XP_035727437.1
OG0002943	XP_017892013.1	XP_035729711.1
OG0002944	XP_017883803.1	XP_035729866.1, XP_035729867.1
OG0002945	XP_017890029.1	XP_035736480.1
OG0002946	XP_017888968.1	XP_035721337.1
OG0002947	XP_017885174.1	XP_035735555.1, XP_035735554.1
OG0002948	XP_017886103.1	XP_035717772.1
OG0002949	XP_026670426.1	XP_035738584.1
OG0002950	XP_017878351.1	XP_035735148.1
OG0002952	XP_017889365.1	XP_035728171.1
OG0002953	XP_017888326.1	XP_035737396.1
OG0002954	XP_017876216.1	XP_035743064.1
OG0002955	XP_017881884.1	XP_035737116.1
OG0002956	XP_026675419.1	XP_035740981.1, XP_035740980.1
OG0002957	XP_026668071.1, XP_017877489.1	XP_035719480.1
OG0002958	XP_017876389.1, XP_026667819.1, XP_026667813.1, XP_026667810.1	XP_035725006.1, XP_035725002.1
OG0002959	XP_017892524.1, XP_017892560.1, XP_017892563.1, XP_017892551.1	XP_035723838.1
OG0002960	XP_017883799.1	XP_035721327.1, XP_035721328.1
OG0002962	XP_017881832.1	XP_035727270.1
OG0002963	XP_017886954.1	XP_035729345.1
OG0002964	XP_017880071.1, XP_026669292.1	XP_035722118.1
OG0002965	XP_017890204.1	XP_035724015.1
OG0002966	XP_017875480.1	XP_035734850.1
OG0002967	XP_017876021.1	XP_035726516.1, XP_035726515.1
OG0002968	XP_017881870.1, XP_017881878.1	XP_035719222.1
OG0002969	XP_017875891.1	XP_035731336.1
OG0002970	XP_017886439.1	XP_035735081.1, XP_035735091.1, XP_035735064.1, XP_035735056.1, XP_035735072.1
OG0002971	XP_017877280.1	XP_035722334.1
OG0002972	XP_017878392.1	XP_035722492.1
OG0002973	XP_017885205.1	XP_035736001.1, XP_035736002.1
OG0002974	XP_017893090.1	XP_035741101.1, XP_035741100.1, XP_035741099.1
OG0002975	XP_026670250.1, XP_017882240.1	XP_035738554.1, XP_035738557.1, XP_035738559.1
OG0002976	XP_026668839.1	XP_035732329.1
OG0002977	XP_026674837.1	XP_035735748.1, XP_035735742.1
OG0002978	XP_017893080.1	XP_035738808.1, XP_035738806.1, XP_035738811.1, XP_035738810.1, XP_035738809.1, XP_035738813.1, XP_035738814.1, XP_035738812.1
OG0002979	XP_017885836.1	XP_035732468.1, XP_035732469.1
OG0002980	XP_017885823.2	XP_035722661.1, XP_035722662.1
OG0002981	XP_026675163.1	XP_035737233.1
OG0002982	XP_026667409.1	XP_035734961.1
OG0002983	XP_017888043.1	XP_035731233.1
OG0002984	XP_017878296.1, XP_017878417.1	XP_035735377.1
OG0002985	XP_026675362.1	XP_035740491.1
OG0002986	XP_017881209.1, XP_017881207.1	XP_035735639.1, XP_035735638.1
OG0002987	XP_017877900.1	XP_035732808.1
OG0002988	XP_017881096.1	XP_035734389.1
OG0002989	XP_017892773.2	XP_035735379.1
OG0002990	XP_017877265.1	XP_035741772.1
OG0002991	XP_017886920.1	XP_035740864.1
OG0002992	XP_017888857.1, XP_026673653.1	XP_035718701.1
OG0002993	XP_017889121.1	XP_035718817.1
OG0002994	XP_017878179.1, XP_017878187.1	XP_035732496.1
OG0002995	XP_017892564.1	XP_035735182.1
OG0002996	XP_026673661.1	XP_035723381.1, XP_035723380.1, XP_035723382.1
OG0002997	XP_017887452.1	XP_035739809.1
OG0002998	XP_017882065.1, XP_026670405.1	XP_035723821.1
OG0002999	XP_017882135.1	XP_035738295.1
OG0003000	XP_017885197.1	XP_035723843.1
OG0003001	XP_026669313.1, XP_026669312.1	XP_035731315.1
OG0003002	XP_017884053.1	XP_035739438.1, XP_035739435.1, XP_035739436.1, XP_035739433.1
OG0003003	XP_017883995.1	XP_035722132.1
OG0003004	XP_017889286.1	XP_035739707.1
OG0003005	XP_026670879.1	XP_035719841.1, XP_035719846.1
OG0003006	XP_017884944.1	XP_035721063.1
OG0003007	XP_017885967.1	XP_035743650.1
OG0003008	XP_026667573.1	XP_035724214.1
OG0003009	XP_017881529.1	XP_035737445.1
OG0003010	XP_017876027.1, XP_017876028.1	XP_035726737.1
OG0003011	XP_026669192.1	XP_035726171.1
OG0003012	XP_017888150.1	XP_035729349.1
OG0003013	XP_017890627.1, XP_026674580.1, XP_026674582.1	XP_035718387.1
OG0003014	XP_026669848.1	XP_035734769.1
OG0003015	XP_017891371.1	XP_035719282.1
OG0003017	XP_017877577.1	XP_035739303.1
OG0003018	XP_017885386.1	XP_035739477.1
OG0003019	XP_017876020.1	XP_035744234.1, XP_035744232.1, XP_035744231.1, XP_035744230.1, XP_035744229.1
OG0003020	XP_026669613.1, XP_017880618.1	XP_035743361.1, XP_035743358.1
OG0003021	XP_017878202.1	XP_035734192.1
OG0003022	XP_017877372.1	XP_035730262.1
OG0003023	XP_017893172.1	XP_035725420.1
OG0003024	XP_017884404.1	XP_035734775.1
OG0003025	XP_017882327.1	XP_035730533.1
OG0003026	XP_017876462.1	XP_035735883.1, XP_035735884.1
OG0003027	XP_026667397.1, XP_017876000.1	XP_035740384.1
OG0003028	XP_017891804.2	XP_035730819.1
OG0003029	XP_017883974.1	XP_035741993.1
OG0003030	XP_017881029.1	XP_035737992.1, XP_035737993.1
OG0003031	XP_017888112.1	XP_035729388.1
OG0003032	XP_017878191.1	XP_035742893.1, XP_035729397.1
OG0003033	XP_017887876.1	XP_035735560.1
OG0003034	XP_017881049.1	XP_035726677.1
OG0003035	XP_017888351.1	XP_035738068.1
OG0003036	XP_017888146.1	XP_035740988.1
OG0003037	XP_017884036.1	XP_035721845.1
OG0003038	XP_017890289.1	XP_035736702.1
OG0003039	XP_017890649.1	XP_035719353.1, XP_035719354.1
OG0003040	XP_017891494.1, XP_017891493.1	XP_035743662.1
OG0003041	XP_026673814.1	XP_035737397.1
OG0003042	XP_017877240.1	XP_035738406.1
OG0003043	XP_026671009.1	XP_035724350.1
OG0003044	XP_017875965.1	XP_035724312.1
OG0003045	XP_017875243.1	XP_035718652.1
OG0003046	XP_017888654.2	XP_035741802.1
OG0003047	XP_017887550.1	XP_035722543.1
OG0003048	XP_017891276.1	XP_035743355.1
OG0003049	XP_017875068.1	XP_035734652.1, XP_035734653.1
OG0003050	XP_017879440.1, XP_017892038.1, XP_017892040.1, XP_017892039.1	XP_035717654.1
OG0003051	XP_017891704.1	XP_035721827.1
OG0003052	XP_017889699.1	XP_035729115.1
OG0003053	XP_026674800.1	XP_035740611.1
OG0003054	XP_017881087.1	XP_035743012.1
OG0003055	XP_017885072.1	XP_035722891.1
OG0003056	XP_017875233.1	XP_035732992.1
OG0003057	XP_017880843.1	XP_035732301.1, XP_035732300.1
OG0003058	XP_017886462.1	XP_035730650.1
OG0003059	XP_017879494.1	XP_035724803.1
OG0003060	XP_017884592.1	XP_035736088.1
OG0003061	XP_017886149.1	XP_035735506.1
OG0003062	XP_017884398.1	XP_035718130.1
OG0003063	XP_017891422.2	XP_035729650.1
OG0003064	XP_017876590.1, XP_017876592.1, XP_017876591.1, XP_026667591.1	XP_035743523.1
OG0003065	XP_017875254.1, XP_017875253.1	XP_035739488.1, XP_035739487.1, XP_035739486.1
OG0003066	XP_017880431.1	XP_035738460.1
OG0003067	XP_026668187.1	XP_035729532.1
OG0003068	XP_017889600.1	XP_035743526.1
OG0003069	XP_017876266.1	XP_035738664.1
OG0003070	XP_017891773.1	XP_035724206.1
OG0003071	XP_017887843.1	XP_035721308.1
OG0003072	XP_017889804.1	XP_035723048.1
OG0003073	XP_026668503.1, XP_026668501.1	XP_035729252.1
OG0003074	XP_026673131.1, XP_026673132.1	XP_035741351.1
OG0003075	XP_017888186.1	XP_035717159.1, XP_035717162.1
OG0003076	XP_017893473.1	XP_035722959.1
OG0003077	XP_017893656.1	XP_035739388.1, XP_035739389.1, XP_035739390.1, XP_035739391.1, XP_035739393.1
OG0003078	XP_017883737.1	XP_035730961.1
OG0003079	XP_026671780.1, XP_017884716.1, XP_026671778.1	XP_035739179.1
OG0003080	XP_017891211.1, XP_017891212.1	XP_035734417.1, XP_035734421.1
OG0003081	XP_017881563.1	XP_035729790.1
OG0003082	XP_017882506.1	XP_035722485.1
OG0003083	XP_017881674.1	XP_035732162.1
OG0003084	XP_017887844.1	XP_035728606.1
OG0003085	XP_017885796.1, XP_026668865.1	XP_035721155.1
OG0003086	XP_017884440.1	XP_035723100.1, XP_035720232.1
OG0003088	XP_017883166.1	XP_035724519.1
OG0003089	XP_017892154.1	XP_035729131.1, XP_035729130.1
OG0003090	XP_017885126.1, XP_026671936.1, XP_026671935.1	XP_035726981.1
OG0003091	XP_017890912.1	XP_035722584.1
OG0003092	XP_017876382.1	XP_035730022.1
OG0003093	XP_017886853.1	XP_035727972.1, XP_035727973.1
OG0003094	XP_017882947.1	XP_035739529.1, XP_035739528.1, XP_035739530.1
OG0003095	XP_017876975.1	XP_035738386.1
OG0003096	XP_026671029.1	XP_035729702.1
OG0003097	XP_017881885.1, XP_017877225.1	XP_035721617.1
OG0003098	XP_017877852.1	XP_035732607.1, XP_035732608.1
OG0003099	XP_017890959.1	XP_035724956.1
OG0003101	XP_026674776.1	XP_035718153.1
OG0003102	XP_017883691.1	XP_035730737.1
OG0003103	XP_017885207.1	XP_035733856.1
OG0003104	XP_017888393.1	XP_035719100.1, XP_035719103.1
OG0003105	XP_017889843.1	XP_035739653.1
OG0003106	XP_026672180.1	XP_035719860.1
OG0003107	XP_026668659.1, XP_017878679.1	XP_035733991.1
OG0003108	XP_017889764.1	XP_035729322.1
OG0003109	XP_026673853.1	XP_035722707.1
OG0003110	XP_017892431.1	XP_035723181.1
OG0003111	XP_017887869.1	XP_035721020.1
OG0003112	XP_017881463.1	XP_035730168.1
OG0003113	XP_017885269.1, XP_017888730.2, XP_017879157.1, XP_017892301.1	XP_035723466.1
OG0003114	XP_026671949.1	XP_035721168.1
OG0003115	XP_017891669.1	XP_035731533.1, XP_035731543.1
OG0003116	XP_017882022.1	XP_035717549.1
OG0003118	XP_017879006.1, XP_026668805.1	XP_035743780.1
OG0003119	XP_017886479.1	XP_035724308.1
OG0003120	XP_026668936.1	XP_035726218.1
OG0003121	XP_017889574.1	XP_035724881.1
OG0003122	XP_017880962.1, XP_017880963.1	XP_035718113.1
OG0003123	XP_017893677.1	XP_035739386.1
OG0003124	XP_017882487.1	XP_035738726.1
OG0003125	XP_026669941.1, XP_017881178.1, XP_017881179.1	XP_035728497.1
OG0003126	XP_017877065.1	XP_035725881.1
OG0003127	XP_026670854.1	XP_035724528.1
OG0003128	XP_017881618.1	XP_035736175.1
OG0003129	XP_026673176.1	XP_035718044.1, XP_035718054.1
OG0003130	XP_017892662.1	XP_035728780.1
OG0003131	XP_026672072.1	XP_035732650.1
OG0003132	XP_026671017.1	XP_035729515.1, XP_035729527.1
OG0003133	XP_026669238.1	XP_035741348.1
OG0003134	XP_026671480.1	XP_035720061.1
OG0003135	XP_017893605.1	XP_035728138.1
OG0003136	XP_017884935.1	XP_035720162.1
OG0003137	XP_026667365.1	XP_035730345.1
OG0003138	XP_017887317.1	XP_035717363.1
OG0003140	XP_017878071.1	XP_035717442.1
OG0003141	XP_026667823.1, XP_026667824.1	XP_035728759.1
OG0003142	XP_017891782.1	XP_035724740.1, XP_035724746.1
OG0003143	XP_017883205.1	XP_035720414.1
OG0003144	XP_017877394.1	XP_035738144.1, XP_035738143.1, XP_035738142.1
OG0003145	XP_017892004.1, XP_017892003.1	XP_035743773.1
OG0003146	XP_017891658.1	XP_035739816.1
OG0003147	XP_017893232.1	XP_035739881.1, XP_035739905.1
OG0003148	XP_017883434.1	XP_035740587.1
OG0003149	XP_017888217.1	XP_035721803.1, XP_035721804.1
OG0003150	XP_017879510.1	XP_035721681.1
OG0003151	XP_017883124.1	XP_035730845.1
OG0003152	XP_026675455.1, XP_026675447.1	XP_035722675.1
OG0003153	XP_017886833.1	XP_035731794.1
OG0003154	XP_026672622.1	XP_035717806.1
OG0003155	XP_017877818.1	XP_035725045.1
OG0003156	XP_017882284.1	XP_035723116.1
OG0003157	XP_017877305.1, XP_017876183.1	XP_035722710.1
OG0003158	XP_017890964.1, XP_017890961.1, XP_017890962.1, XP_017890966.1, XP_017890965.1, XP_017890969.1, XP_017890967.1, XP_026674685.1	XP_035727596.1, XP_035727597.1
OG0003159	XP_017889056.1	XP_035743513.1
OG0003160	XP_017884674.1	XP_035733208.1
OG0003161	XP_017880854.1	XP_035738561.1
OG0003162	XP_026672924.1, XP_017887264.1, XP_026672923.1	XP_035742435.1
OG0003163	XP_026673428.1, XP_017888279.1	XP_035725850.1
OG0003164	XP_017885606.1, XP_026672184.1	XP_035717219.1
OG0003165	XP_017886151.2	XP_035740868.1, XP_035740859.1
OG0003166	XP_026674687.1, XP_026674686.1	XP_035726721.1
OG0003167	XP_017875599.1	XP_035731967.1
OG0003168	XP_017892089.1	XP_035729716.1
OG0003169	XP_026671421.1	XP_035720821.1
OG0003170	XP_026670972.1, XP_017883353.1, XP_026670971.1	XP_035726074.1
OG0003171	XP_017887536.1	XP_035733635.1
OG0003172	XP_026667852.1, XP_026667904.1	XP_035730371.1, XP_035730372.1
OG0003173	XP_017878270.1, XP_026668512.1	XP_035735272.1
OG0003174	XP_017892885.1, XP_017892887.1	XP_035738845.1
OG0003175	XP_017877311.2, XP_017884554.1, XP_017889826.1	XP_035734197.1
OG0003176	XP_026670463.1	XP_035725380.1
OG0003177	XP_017876856.1	XP_035720528.1
OG0003178	XP_026668631.1, XP_026668630.1	XP_035740207.1
OG0003179	XP_026666822.1	XP_035738061.1, XP_035738062.1
OG0003180	XP_017887690.1	XP_035721188.1
OG0003181	XP_017891281.2	XP_035738939.1
OG0003182	XP_026669114.1	XP_035723388.1
OG0003183	XP_017886824.1	XP_035739782.1
OG0003184	XP_026674613.1	XP_035735969.1
OG0003185	XP_026672119.1	XP_035725168.1, XP_035725160.1
OG0003187	XP_017884980.1	XP_035718757.1, XP_035718758.1
OG0003188	XP_017882128.1	XP_035733772.1, XP_035733754.1
OG0003189	XP_026667034.1	XP_035720611.1
OG0003190	XP_026675379.1	XP_035734350.1
OG0003191	XP_017875903.1	XP_035740710.1
OG0003193	XP_026670386.1	XP_035726997.1, XP_035727038.1
OG0003194	XP_017891942.1	XP_035732788.1
OG0003195	XP_017889895.1, XP_017889894.1	XP_035719921.1, XP_035719911.1
OG0003197	XP_026669816.1	XP_035743003.1
OG0003198	XP_017891446.1	XP_035728056.1
OG0003199	XP_026666675.1	XP_035744181.1
OG0003200	XP_026670544.1	XP_035730190.1
OG0003201	XP_026673166.1	XP_035725568.1
OG0003203	XP_026674277.1	XP_035742243.1
OG0003204	XP_026669787.1, XP_017881052.1	XP_035737978.1, XP_035737976.1, XP_035737977.1, XP_035737974.1, XP_035737975.1
OG0003205	XP_026666816.1, XP_017893514.1, XP_017893513.1	XP_035736340.1
OG0003206	XP_026668424.1	XP_035740849.1
OG0003207	XP_026670716.1	XP_035717491.1
OG0003208	XP_017879345.2	XP_035720212.1
OG0003209	XP_017877202.1	XP_035734588.1
OG0003211	XP_026667486.1	XP_035729202.1
OG0003211	XP_017888598.2	XP_035729201.1
OG0003212	XP_017884341.1	XP_035717961.1
OG0003213	XP_026673212.1, XP_026666827.1	XP_035718465.1
OG0003214	XP_026668546.1	XP_035729460.1
OG0003215	XP_017890487.1, XP_017890486.1, XP_017890485.1	XP_035738960.1, XP_035738962.1, XP_035738959.1
OG0003217	XP_017883289.1, XP_026670941.1, XP_026670940.1	XP_035742185.1
OG0003218	XP_017890416.1	XP_035738815.1
OG0003219	XP_017893401.1	XP_035733429.1
OG0003220	XP_017880011.1	XP_035726253.1, XP_035726254.1
OG0003221	XP_017891167.1	XP_035739503.1, XP_035739504.1
OG0003222	XP_017893667.1	XP_035736230.1
OG0003223	XP_026667021.1	XP_035720948.1, XP_035720950.1
OG0003225	XP_017885390.1	XP_035732666.1, XP_035732667.1
OG0003226	XP_017884438.1	XP_035723101.1
OG0003227	XP_017888103.1	XP_035732916.1
OG0003228	XP_017883625.1	XP_035731210.1
OG0003229	XP_017877182.1	XP_035736448.1
OG0003230	XP_017893472.1	XP_035742903.1
OG0003231	XP_017882210.1, XP_026670259.1, XP_026670258.1	XP_035723023.1, XP_035723038.1
OG0003232	XP_026669255.1, XP_026669256.1, XP_017879996.1, XP_026669253.1, XP_026669254.1	XP_035738321.1
OG0003234	XP_017890327.1, XP_026674437.1	XP_035719420.1
OG0003236	XP_026673420.1	XP_035741971.1, XP_035741974.1
OG0003237	XP_017875602.1	XP_035723597.1, XP_035723596.1, XP_035723599.1, XP_035723598.1
OG0003238	XP_017875909.1	XP_035723443.1
OG0003240	XP_017892518.1	XP_035743699.1
OG0003241	XP_017879307.1	XP_035740857.1
OG0003242	XP_017877317.1, XP_026668682.1	XP_035721921.1
OG0003243	XP_017882079.1, XP_026670367.1	XP_035740901.1, XP_035740904.1
OG0003244	XP_017879796.1, XP_017879797.1	XP_035723224.1, XP_035723222.1, XP_035723223.1
OG0003245	XP_017878705.1, XP_017878704.1, XP_017876287.1, XP_017876286.1	XP_035743592.1
OG0003246	XP_017880412.1, XP_017880409.1, XP_017880411.1	XP_035739588.1
OG0003247	XP_017888568.1	XP_035727831.1
OG0003248	XP_017885469.1, XP_017885471.1	XP_035742638.1
OG0003249	XP_017877825.1, XP_017877827.1	XP_035725044.1
OG0003250	XP_017878194.1, XP_017878192.1	XP_035735197.1
OG0003251	XP_017884343.1	XP_035717234.1, XP_035717235.1, XP_035717239.1, XP_035717236.1, XP_035717237.1
OG0003252	XP_017876500.1	XP_035739731.1
OG0003254	XP_026673464.1, XP_017888323.1	XP_035739966.1
OG0003255	XP_026668882.1, XP_026670669.1, XP_026670670.1, XP_017882670.1	XP_035738422.1
OG0003256	XP_026669295.1, XP_026669296.1, XP_026669294.1, XP_026669293.1, XP_026669300.1, XP_026669298.1, XP_026669297.1, XP_017880060.1	XP_035740230.1
OG0003257	XP_017883973.1	XP_035718494.1
OG0003258	XP_017876029.1	XP_035726741.1, XP_035726742.1
OG0003259	XP_017888370.1, XP_017892979.2, XP_017884299.1	XP_035719642.1
OG0003261	XP_017887895.1	XP_035735048.1
OG0003262	XP_017887548.1	XP_035718628.1, XP_035718638.1
OG0003263	XP_017876959.1	XP_035738705.1, XP_035738706.1
OG0003264	XP_017884427.1	XP_035728111.1
OG0003265	XP_017878107.1	XP_035724031.1
OG0003266	XP_017877971.1	XP_035731454.1
OG0003267	XP_017883059.1, XP_017883058.1	XP_035742865.1
OG0003268	XP_017883293.1, XP_026670944.1	XP_035742161.1
OG0003269	XP_017889126.1	XP_035726610.1
OG0003270	XP_017876703.1	XP_035738651.1
OG0003271	XP_017891105.1	XP_035734515.1
OG0003272	XP_017880794.1, XP_017880793.1	XP_035728469.1
OG0003273	XP_017890586.1	XP_035729187.1
OG0003274	XP_017879821.1	XP_035737352.1, XP_035737353.1
OG0003275	XP_017879421.1	XP_035724285.1
OG0003276	XP_017884268.1	XP_035737487.1
OG0003277	XP_017888374.1	XP_035732970.1
OG0003279	XP_017885969.1	XP_035743705.1
OG0003280	XP_017883141.1	XP_035734371.1
OG0003281	XP_017891433.2, XP_017886969.1	XP_035718063.1
OG0003282	XP_017878643.1	XP_035718327.1, XP_035718326.1
OG0003283	XP_017891967.1	XP_035741166.1, XP_035741165.1, XP_035741170.1, XP_035741169.1, XP_035741168.1
OG0003284	XP_017881392.1	XP_035718654.1
OG0003285	XP_017884366.1, XP_017877337.1, XP_017877338.1	XP_035741164.1, XP_035741163.1
OG0003286	XP_017880309.1, XP_017880308.1, XP_017880307.1	XP_035718630.1, XP_035718629.1
OG0003288	XP_017890098.1	XP_035732216.1
OG0003289	XP_017877126.2	XP_035729298.1
OG0003290	XP_017875381.1	XP_035727552.1
OG0003291	XP_017893454.1, XP_017893453.1	XP_035732120.1
OG0003292	XP_017887699.1, XP_017875542.1, XP_017875540.1	XP_035733518.1
OG0003293	XP_017883038.1	XP_035718330.1
OG0003294	XP_017884023.1	XP_035739275.1
OG0003295	XP_017892527.1	XP_035732410.1
OG0003296	XP_017876731.1	XP_035733153.1
OG0003297	XP_017885980.1	XP_035735798.1
OG0003298	XP_017880233.1	XP_035726311.1
OG0003299	XP_017878061.1	XP_035739810.1
OG0003300	XP_017878058.1	XP_035725357.1
OG0003301	XP_017887751.1	XP_035738509.1
OG0003302	XP_017885011.1	XP_035735804.1
OG0003303	XP_017879137.1, XP_026667078.1	XP_035730093.1
OG0003304	XP_017885681.1	XP_035723209.1, XP_035723208.1
OG0003305	XP_017893108.2, XP_017893109.1	XP_035741062.1
OG0003306	XP_017878223.1	XP_035741320.1
OG0003307	XP_017876707.1	XP_035717540.1
OG0003308	XP_017880257.1	XP_035722530.1
OG0003309	XP_017881789.1	XP_035731693.1
OG0003310	XP_017890751.1	XP_035729949.1
OG0003311	XP_017886997.1	XP_035724561.1
OG0003312	XP_017892738.1	XP_035744115.1, XP_035744113.1, XP_035744114.1
OG0003313	XP_017887371.1	XP_035732310.1
OG0003314	XP_026672460.1, XP_026672459.1, XP_026672458.1, XP_017886265.1	XP_035737276.1
OG0003315	XP_026672825.1	XP_035732121.1
OG0003316	XP_026667708.1, XP_017876454.2	XP_035738863.1
OG0003317	XP_017876599.1	XP_035727167.1
OG0003318	XP_026673084.1	XP_035732012.1
OG0003319	XP_017892993.1, XP_017892994.1, XP_017892995.1	XP_035733870.1
OG0003320	XP_017875662.1	XP_035743483.1, XP_035743482.1
OG0003321	XP_017886981.1	XP_035741235.1, XP_035741236.1
OG0003322	XP_017893569.1	XP_035729026.1, XP_035729027.1
OG0003323	XP_017890715.1, XP_017881934.1	XP_035728786.1
OG0003324	XP_017880226.1	XP_035719720.1
OG0003325	XP_017890866.1	XP_035718690.1
OG0003326	XP_017883949.1	XP_035728527.1, XP_035728522.1
OG0003327	XP_017887313.1, XP_017887311.1, XP_026672934.1	XP_035723794.1
OG0003328	XP_017875357.1	XP_035736788.1
OG0003329	XP_026669112.1, XP_017879679.1	XP_035728919.1, XP_035731780.1
OG0003330	XP_017889588.1	XP_035718836.1
OG0003331	XP_017878019.1	XP_035731361.1
OG0003332	XP_017885605.1	XP_035729221.1, XP_035729220.1
OG0003333	XP_017884073.1	XP_035741779.1
OG0003334	XP_017875730.1	XP_035743484.1
OG0003335	XP_017886703.1	XP_035727168.1
OG0003336	XP_017892246.1	XP_035728871.1
OG0003337	XP_017881913.1	XP_035723562.1
OG0003339	XP_017879658.1	XP_035741663.1
OG0003340	XP_017881071.1	XP_035738602.1
OG0003341	XP_017892027.1	XP_035721880.1
OG0003342	XP_017884608.1, XP_017884607.1	XP_035725102.1
OG0003343	XP_017886314.1	XP_035723889.1
OG0003344	XP_026673477.1	XP_035725686.1
OG0003345	XP_017890560.1	XP_035718124.1
OG0003346	XP_017883651.1	XP_035731959.1
OG0003347	XP_017881863.1	XP_035723668.1
OG0003348	XP_026666875.1, XP_026666874.1	XP_035721843.1
OG0003349	XP_017881518.1	XP_035732552.1, XP_035732553.1, XP_035732554.1
OG0003350	XP_017891648.1	XP_035727967.1
OG0003351	XP_017891732.1, XP_017891737.1, XP_017875647.2	XP_035724391.1
OG0003352	XP_017884788.1	XP_035721624.1, XP_035721623.1, XP_035721625.1
OG0003353	XP_017881823.1	XP_035735740.1
OG0003354	XP_017881311.1	XP_035718365.1
OG0003355	XP_017881617.1	XP_035728055.1
OG0003356	XP_017892688.1	XP_035722726.1
OG0003357	XP_017876403.1	XP_035724204.1
OG0003358	XP_017882504.1	XP_035722483.1, XP_035722484.1
OG0003359	XP_017878682.1	XP_035724812.1
OG0003360	XP_017879839.1, XP_017888960.1	XP_035728885.1
OG0003361	XP_026673468.1, XP_017888360.2	XP_035727479.1
OG0003362	XP_017890579.1	XP_035720015.1
OG0003363	XP_017884279.1	XP_035720403.1
OG0003364	XP_017875696.1	XP_035740889.1
OG0003365	XP_017886180.1	XP_035717297.1
OG0003366	XP_026667996.1, XP_017890070.1	XP_035739617.1
OG0003367	XP_026674216.1	XP_035718967.1
OG0003368	XP_017883957.1	XP_035739305.1
OG0003369	XP_026669057.1	XP_035724767.1
OG0003370	XP_017884278.1	XP_035717656.1
OG0003371	XP_026674419.1	XP_035736333.1
OG0003372	XP_017880884.1, XP_026669693.1	XP_035726938.1
OG0003374	XP_017883598.1	XP_035720667.1
OG0003375	XP_017883448.1	XP_035723483.1, XP_035723481.1, XP_035723482.1
OG0003376	XP_017892795.1	XP_035722990.1
OG0003377	XP_017881187.1	XP_035738674.1
OG0003378	XP_026667921.1	XP_035727593.1
OG0003379	XP_026672751.1	XP_035718219.1, XP_035718220.1, XP_035718218.1
OG0003380	XP_017880158.1	XP_035726937.1
OG0003381	XP_017891421.1	XP_035741813.1, XP_035741814.1
OG0003382	XP_017878120.1	XP_035725909.1
OG0003383	XP_017884887.1, XP_017884888.1	XP_035727252.1
OG0003384	XP_026675170.1, XP_017891857.1	XP_035734296.1, XP_035734295.1
OG0003385	XP_017891427.1, XP_017891426.1	XP_035736855.1
OG0003387	XP_026675611.1	XP_035722998.1
OG0003388	XP_017883623.1	XP_035718223.1, XP_035718221.1
OG0003389	XP_026668671.1	XP_035717111.1
OG0003390	XP_017880235.1	XP_035726519.1
OG0003391	XP_017878258.1	XP_035729229.1
OG0003392	XP_017889695.1, XP_017889694.1, XP_017889696.1, XP_017889697.1	XP_035732084.1, XP_035732086.1
OG0003393	XP_017887903.1	XP_035717916.1
OG0003394	XP_017888609.1	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1
OG0003395	XP_017876746.1	XP_035720392.1
OG0003396	XP_017893395.1	XP_035717748.1, XP_035717750.1, XP_035717749.1
OG0003397	XP_026666674.1, XP_017893339.1	XP_035719266.1
OG0003398	XP_017883027.1	XP_035719951.1
OG0003399	XP_017890047.1	XP_035744144.1
OG0003400	XP_017880641.1	XP_035739357.1
OG0003401	XP_017881610.1	XP_035738196.1
OG0003402	XP_017888113.1	XP_035729389.1, XP_035729390.1
OG0003403	XP_017878462.1	XP_035738309.1
OG0003404	XP_017893424.1	XP_035730589.1
OG0003405	XP_017879240.1	XP_035722368.1
OG0003406	XP_026672059.1	XP_035729691.1, XP_035729689.1
OG0003407	XP_017877284.1	XP_035726440.1, XP_035726441.1
OG0003408	XP_017879117.1	XP_035731927.1
OG0003410	XP_017891148.1	XP_035725212.1
OG0003411	XP_017882811.1, XP_017888232.1	XP_035743732.1
OG0003412	XP_017892549.1	XP_035719157.1
OG0003413	XP_017884252.1	XP_035720341.1, XP_035720342.1
OG0003414	XP_026669349.1, XP_017880163.1	XP_035721820.1
OG0003415	XP_017876998.1	XP_035723163.1
OG0003416	XP_017888102.1	XP_035718744.1
OG0003417	XP_017875800.1	XP_035733678.1
OG0003419	XP_017878391.1	XP_035721055.1
OG0003420	XP_017890876.1	XP_035717779.1
OG0003421	XP_017893166.1	XP_035733630.1
OG0003422	XP_017883499.1	XP_035730649.1
OG0003423	XP_017882328.1	XP_035730539.1, XP_035730540.1
OG0003424	XP_017891927.1	XP_035721506.1
OG0003425	XP_017886704.1	XP_035732435.1
OG0003426	XP_017893302.1	XP_035743362.1
OG0003427	XP_017882799.2, XP_017882400.1, XP_017875037.2	XP_035730274.1
OG0003428	XP_026672840.1, XP_026673851.1	XP_035719989.1
OG0003429	XP_026666542.1	XP_035723467.1
OG0003430	XP_017885196.1	XP_035724172.1, XP_035724163.1
OG0003431	XP_017877164.1	XP_035733301.1
OG0003432	XP_017893306.1, XP_026666592.1	XP_035725437.1
