Orthogroup	Ceratina_calcarata	Solenopsis_invicta
OG0002731	XP_017877512.1	XP_039308750.1, XP_025995826.2
OG0002732	XP_017892400.2	XP_011166351.1
OG0002733	XP_026673062.1	XP_039301830.1, XP_039301833.1
OG0002734	XP_017881051.1	XP_025993814.1, XP_039303094.1, XP_025993813.1
OG0002735	XP_017877353.1	XP_025992671.1
OG0002736	XP_017884349.1	XP_011168674.1
OG0002737	XP_017890613.1	XP_011168038.2
OG0002738	XP_026668582.1	XP_039308051.1
OG0002739	XP_017892875.1	XP_011167527.1, XP_039308384.1
OG0002740	XP_017884159.1, XP_017888983.1	XP_039310011.1, XP_011162572.1, XP_011162571.1
OG0002741	XP_017890657.1	XP_011155409.1, XP_011155408.1
OG0002742	XP_017886510.1	XP_011155767.1
OG0002743	XP_017882152.1	XP_011163811.2
OG0002744	XP_026667079.1	XP_025992733.1, XP_025992734.1, XP_039304319.1, XP_039304318.1, XP_039304320.1
OG0002745	XP_026673051.1, XP_017887668.1, XP_017887670.1, XP_017887669.1	XP_039309495.1, XP_039309496.1, XP_039309494.1
OG0002746	XP_017892978.1	XP_039312910.1, XP_039312907.1
OG0002747	XP_017888165.1	XP_025986268.1
OG0002748	XP_026669393.1, XP_026669396.1, XP_026669397.1	XP_039307101.1, XP_011172789.1, XP_011172788.1
OG0002749	XP_017877224.1	XP_025986954.1
OG0002750	XP_026668382.1, XP_017877958.1	XP_039305530.1, XP_025987569.2
OG0002751	XP_026674187.1	XP_039313189.1
OG0002752	XP_026675592.1	XP_025988275.1
OG0002753	XP_017881763.1	XP_011161407.2
OG0002754	XP_017888492.1, XP_017888491.1	XP_011155401.2
OG0002755	XP_017875549.1, XP_017875548.1, XP_017875551.1	XP_039312380.1
OG0002756	XP_017885782.1	XP_011163747.1
OG0002757	XP_017889818.1	XP_011160610.1
OG0002758	XP_026666669.1	XP_011173663.2
OG0002759	XP_026675652.1, XP_026675654.1, XP_026675653.1, XP_017892925.1, XP_017892921.1, XP_017892924.1, XP_026675655.1	XP_039302459.1
OG0002760	XP_017892214.1	XP_039314258.1
OG0002761	XP_017880906.1	XP_025988190.1
OG0002762	XP_017888756.1	XP_011164225.1
OG0002763	XP_026673996.1, XP_017889428.1	XP_025989043.1, XP_025989041.1
OG0002764	XP_017876058.1	XP_025994850.1
OG0002765	XP_017878214.1	XP_039305825.1, XP_025989377.2
OG0002766	XP_026672977.1	XP_011159901.2
OG0002767	XP_017883096.1	XP_039314554.1, XP_011169900.1
OG0002768	XP_017882595.1	XP_039303529.1, XP_039303002.1, XP_039313147.1, XP_039313148.1, XP_039313149.1, XP_011155741.1
OG0002769	XP_017885679.1, XP_017892958.1	XP_011155632.2, XP_011155631.2
OG0002770	XP_017878075.1	XP_011164308.1
OG0002771	XP_017880572.1	XP_011162612.1
OG0002772	XP_026675106.1	XP_011162517.1
OG0002773	XP_017886262.1	XP_011164795.1
OG0002774	XP_017884006.1	XP_039306022.1
OG0002775	XP_017889535.1, XP_017887953.1	XP_025992258.2
OG0002776	XP_017892879.1, XP_017892883.1	XP_039310616.1, XP_011169282.1
OG0002777	XP_017876630.1	XP_011166980.1
OG0002778	XP_017891895.1	XP_011171272.1
OG0002779	XP_026674883.1	XP_039303187.1
OG0002780	XP_017883670.1	XP_025992720.2
OG0002781	XP_026672824.1, XP_026672831.1, XP_017884904.1	XP_011159955.1, XP_011159948.1
OG0002782	XP_017886619.1	XP_025991059.1, XP_011167788.1, XP_025991060.1
OG0002783	XP_026668815.1	XP_039307506.1, XP_011156303.1, XP_025991471.1
OG0002784	XP_017889996.1	XP_025993859.1
OG0002785	XP_026668019.1, XP_017877382.1	XP_025990104.2
OG0002786	XP_026671198.1	XP_011166063.2, XP_025988330.1
OG0002787	XP_026675370.1, XP_017892224.1	XP_011175171.1
OG0002788	XP_017886521.1, XP_017886522.1	XP_039302071.1
OG0002789	XP_026675388.1, XP_026675387.1, XP_026675389.1	XP_011160335.1, XP_025989776.1
OG0002790	XP_026669491.1, XP_026669492.1	XP_039309265.1, XP_039309297.1, XP_039309101.1, XP_039307722.1, XP_039308095.1
OG0002791	XP_026674548.1, XP_017890590.1	XP_025990832.1
OG0002792	XP_017876195.1, XP_017875130.1	XP_011168832.2
OG0002793	XP_017875870.1, XP_017877829.1	XP_011176007.1
OG0002794	XP_017880988.2, XP_017886024.1, XP_017882949.1	XP_011164823.1
OG0002795	XP_017877524.1	XP_039313997.1
OG0002796	XP_017893050.1	XP_025989780.2
OG0002797	XP_017891598.1	XP_025991106.1
OG0002798	XP_026673255.1	XP_025994991.2
OG0002800	XP_026671982.1, XP_026671979.1	XP_011172145.2
OG0002801	XP_017878260.1	XP_025988160.1
OG0002802	XP_017888129.2, XP_026673327.1	XP_039301823.1
OG0002803	XP_017878727.1	XP_011162154.1
OG0002804	XP_017876234.1	XP_039304795.1, XP_011165861.1
OG0002805	XP_017883338.1	XP_025995831.1
OG0002806	XP_026667296.1	XP_039301701.1
OG0002807	XP_017889338.1	XP_011175738.1
OG0002809	XP_017883519.1, XP_017883520.1	XP_011157806.2
OG0002810	XP_017891489.1	XP_011166537.2
OG0002811	XP_026673746.1	XP_011175499.1
OG0002812	XP_017876549.1, XP_017876548.1, XP_026667709.1	XP_011160757.1
OG0002814	XP_017884544.1	XP_011162916.1
OG0002815	XP_017875210.1	XP_011163055.1, XP_039313611.1
OG0002816	XP_017890555.1, XP_017890556.1	XP_011158614.2
OG0002817	XP_026672244.1, XP_026672243.1, XP_026672245.1, XP_017885751.1, XP_026672242.1	XP_011165921.2, XP_039312062.1, XP_025993809.2
OG0002818	XP_017892804.1, XP_017892803.1	XP_011162505.1
OG0002819	XP_017889504.1	XP_039310330.1
OG0002820	XP_017887873.1	XP_011160109.2, XP_011160110.2, XP_025987791.2
OG0002821	XP_017892926.2	XP_011155837.2
OG0002822	XP_017879040.1	XP_011163398.1
OG0002823	XP_026668280.1, XP_026668279.1, XP_026668281.1	XP_011157643.1
OG0002824	XP_017880940.1	XP_011170929.1, XP_011170931.1
OG0002825	XP_017882556.1, XP_017882555.1	XP_039315617.1
OG0002826	XP_026674894.1, XP_017891328.1	XP_011160185.2
OG0002827	XP_017891965.1, XP_017891962.1, XP_017891963.1	XP_025994881.1
OG0002828	XP_017891132.1	XP_011155781.1
OG0002829	XP_017885723.1	XP_011164777.2, XP_011164779.2
OG0002830	XP_017891736.1, XP_017891735.1, XP_017891733.1	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1
OG0002831	XP_017880547.1	XP_011158832.2
OG0002832	XP_017882262.1	XP_011161504.1
OG0002834	XP_026673867.1, XP_017889218.1	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1
OG0002836	XP_017881947.1, XP_026670347.1	XP_011163534.2
OG0002837	XP_017877089.1, XP_017877090.1	XP_011175489.1
OG0002838	XP_017879468.1	XP_011168001.1, XP_039311199.1, XP_039311200.1
OG0002840	XP_017881243.1	XP_025992164.1
OG0002840	XP_017881041.1	XP_025992175.1
OG0002841	XP_017881398.1	XP_011158346.1
OG0002841	XP_017881053.1	XP_011158345.1
OG0002843	XP_017886242.1, XP_017886243.1	XP_039308350.1
OG0002844	XP_017885525.1	XP_025987531.2
OG0002845	XP_017890301.2	XP_025988077.1, XP_011175746.3, XP_039313353.1
OG0002847	XP_017886253.1	XP_011169288.1
OG0002848	XP_017877876.1	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1
OG0002849	XP_017881537.1	XP_011163020.1
OG0002850	XP_017885741.1	XP_011160071.2, XP_039308674.1
OG0002851	XP_017876792.1, XP_026667832.1	XP_039302726.1
OG0002852	XP_017876341.1, XP_017876752.1, XP_026667755.1, XP_026667754.1, XP_026667753.1	XP_039310038.1, XP_039310037.1, XP_039310036.1
OG0002853	XP_026673027.1	XP_039305578.1, XP_039307632.1, XP_039307973.1, XP_039307884.1
OG0002856	XP_017891925.1	XP_011165944.1
OG0002857	XP_017880340.1, XP_017880341.1	XP_011159608.1, XP_011159607.1
OG0002858	XP_017890459.1	NP_001291534.1
OG0002859	XP_017879506.1, XP_017879514.1	XP_011155444.1
OG0002860	XP_017891993.1	XP_011156532.1
OG0002861	XP_017884876.1	XP_011176218.1
OG0002862	XP_017879576.1, XP_017879575.1	XP_011174250.1
OG0002863	XP_017883648.1, XP_017883647.1	XP_011175057.1
OG0002864	XP_017891909.1	XP_011157211.2
OG0002865	XP_017883926.1	XP_011176021.1
OG0002866	XP_017889153.1	XP_011168068.1
OG0002867	XP_017886775.1	XP_011164869.1
OG0002868	XP_017884441.1, XP_017888085.1	XP_011175485.2
OG0002869	XP_017877482.1	XP_011171986.1
OG0002870	XP_017890465.1	XP_011168042.1
OG0002871	XP_017885972.1	XP_011175992.1, XP_011176001.1
OG0002872	XP_017882640.1	XP_025991891.1
OG0002873	XP_026673802.1, XP_017889064.1	XP_011168071.1
OG0002874	XP_017882668.1	XP_039311203.1
OG0002875	XP_026673813.1	XP_011162538.1
OG0002876	XP_017890058.1	XP_011159622.1
OG0002877	XP_026668753.1	XP_025990469.2
OG0002878	XP_017881608.1	XP_025996014.1
OG0002879	XP_017876574.1	XP_011164001.1
OG0002880	XP_017886109.1	XP_011164222.1
OG0002881	XP_017875318.1	XP_011175710.2
OG0002882	XP_017886995.1	XP_011158313.1
OG0002883	XP_017883459.1	XP_011165412.1
OG0002884	XP_017876120.1, XP_017876119.1	XP_011165345.2
OG0002885	XP_017883732.1, XP_017883731.1, XP_026671156.1	XP_011160160.1
OG0002886	XP_026666696.1	XP_011158136.1
OG0002887	XP_017887285.1	XP_025987954.2, XP_025987952.2, XP_011159868.2
OG0002888	XP_017884839.1	XP_011161212.2
OG0002889	XP_017876144.1	XP_011169203.1, XP_025989911.1
OG0002890	XP_026666889.1	XP_011155700.1
OG0002891	XP_017883465.1	XP_011155676.1
OG0002892	XP_017886980.1	XP_011176132.1
OG0002893	XP_017878491.1	XP_039307603.1
OG0002894	XP_017888086.1	XP_011161317.1, XP_011161316.1
OG0002895	XP_026673968.1	XP_011170087.1
OG0002896	XP_017883755.1	XP_039311453.1
OG0002897	XP_017882067.1	XP_011165919.1, XP_011163789.1
OG0002898	XP_017878831.1	XP_011167335.1
OG0002899	XP_017875425.1	XP_011162006.1, XP_039302206.1
OG0002900	XP_017889541.1, XP_017889542.1	XP_011155753.2
OG0002901	XP_017881655.1	XP_011175552.1, XP_011175553.1
OG0002902	XP_026673458.1	XP_011168975.2
OG0002903	XP_017875656.1	XP_011160848.1
OG0002904	XP_017883591.1	XP_025995803.1
OG0002905	XP_017889748.1	XP_011161109.1
OG0002906	XP_017893383.1, XP_026666687.1	XP_011168321.2
OG0002907	XP_017888930.1, XP_017887298.1	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1
OG0002908	XP_026667343.1	XP_039306429.1
OG0002909	XP_017886365.1	XP_011168266.1
OG0002910	XP_017880862.1	XP_025987143.1
OG0002911	XP_026671570.1	XP_011160842.1
OG0002912	XP_017883891.1, XP_017875592.1	XP_039312636.1, XP_011170789.2
OG0002913	XP_017886398.1	XP_011159886.2, XP_011159894.2, XP_011167797.1
OG0002914	XP_017890344.1	XP_011157902.1, XP_011157904.1
OG0002915	XP_017882329.1	XP_011159325.1
OG0002916	XP_017889402.1	XP_011176264.1
OG0002917	XP_017891376.1, XP_017891377.1	XP_039303299.1
OG0002918	XP_026672678.1	XP_039302536.1
OG0002919	XP_017885693.1	XP_011160019.1
OG0002920	XP_017886512.1	XP_011167792.1
OG0002921	XP_026669303.1	XP_039314610.1, XP_039314605.1
OG0002922	XP_017889739.1	XP_039304748.1
OG0002923	XP_017875181.1, XP_017875180.1	XP_011161371.1
OG0002924	XP_017878962.1	XP_011158077.1
OG0002925	XP_017876867.1	XP_025990221.1
OG0002926	XP_026673467.1	XP_039302242.1
OG0002927	XP_017889617.1	XP_011160039.1
OG0002928	XP_017878251.1	XP_025991758.1
OG0002929	XP_017885248.1	XP_039314359.1
OG0002930	XP_017880845.1	XP_039310966.1
OG0002931	XP_026667828.1, XP_026667829.1, XP_026667830.1	XP_039303266.1
OG0002932	XP_017890906.1	XP_025986718.1
OG0002933	XP_026670897.1, XP_017883111.1	XP_011175669.1
OG0002934	XP_017883530.1, XP_017883528.1, XP_017883531.1, XP_026671047.1, XP_026671046.1	XP_039312434.1, XP_011157449.1
OG0002935	XP_026675068.1	XP_011165611.1
OG0002936	XP_017889378.1, XP_017889377.1	XP_011174253.1
OG0002937	XP_026674442.1, XP_026674443.1, XP_017890346.1	XP_011168863.1, XP_039309476.1
OG0002938	XP_017879786.1, XP_026669125.1	XP_039302234.1
OG0002939	XP_017890475.1	XP_011169016.1
OG0002940	XP_026673950.1, XP_026671672.1	XP_025995774.1
OG0002941	XP_017875596.1	XP_011172046.1
OG0002942	XP_017888361.1	XP_011163195.1
OG0002943	XP_017892013.1	XP_011164004.3
OG0002944	XP_017883803.1	XP_011168265.1
OG0002945	XP_017890029.1	XP_011168307.1
OG0002946	XP_017888968.1	XP_011166686.2
OG0002947	XP_017885174.1	XP_011156046.1
OG0002949	XP_026670426.1	XP_011161515.1
OG0002950	XP_017878351.1	XP_011164633.2
OG0002951	XP_017884469.1	XP_011157688.1
OG0002952	XP_017889365.1	XP_011159194.1
OG0002953	XP_017890580.1, XP_017888326.1	XP_025994267.1
OG0002954	XP_017876216.1	XP_011159814.1, XP_025993922.1
OG0002955	XP_017881884.1	XP_011157079.1
OG0002956	XP_026675419.1	XP_011156193.2
OG0002957	XP_026668071.1	XP_011164445.1
OG0002958	XP_017876389.1, XP_026667819.1, XP_026667813.1, XP_026667810.1	XP_039307524.1
OG0002959	XP_017892524.1, XP_017892560.1, XP_017892563.1, XP_017892551.1	XP_039302057.1, XP_039302058.1
OG0002960	XP_017883799.1	XP_011172909.2, XP_039303158.1
OG0002961	XP_026673280.1, XP_026673279.1	XP_011176153.1
OG0002962	XP_017881832.1	XP_011157098.1
OG0002963	XP_017886954.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_017880071.1, XP_026669292.1	XP_011161988.1
OG0002965	XP_017890204.1	XP_011166136.1
OG0002966	XP_017875480.1	XP_039306200.1, XP_011157749.1
OG0002967	XP_017876021.1	XP_011171980.1
OG0002968	XP_017881870.1, XP_017881878.1	XP_039304192.1
OG0002969	XP_017875891.1	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_017886439.1	XP_039303651.1
OG0002971	XP_017877280.1	XP_039302425.1, XP_011171945.1
OG0002972	XP_017878392.1	XP_011155482.1
OG0002973	XP_017885205.1	XP_025992050.2
OG0002974	XP_017893090.1	XP_011175891.1
OG0002975	XP_026670250.1, XP_017882240.1	XP_025991904.2
OG0002976	XP_026668839.1	XP_039306199.1, XP_039306198.1
OG0002977	XP_026674837.1	XP_025995285.1
OG0002978	XP_017893080.1	XP_011175833.2
OG0002979	XP_017885836.1	XP_025993637.1, XP_011167719.1
OG0002980	XP_017885823.2	XP_025992529.2, XP_011169726.1
OG0002981	XP_026675163.1	XP_039306443.1
OG0002982	XP_026667409.1	XP_039310464.1
OG0002983	XP_017888043.1	XP_025992758.1
OG0002984	XP_017878296.1, XP_017878417.1	XP_011175293.1
OG0002985	XP_026675362.1	XP_011159700.2
OG0002986	XP_017881209.1, XP_017881207.1	XP_011175615.1
OG0002987	XP_017877900.1	XP_011162108.1
OG0002988	XP_017881096.1	XP_011160968.2
OG0002989	XP_017892773.2	XP_011156022.2
OG0002990	XP_017877265.1	XP_039310034.1
OG0002991	XP_017886920.1	XP_025989317.1, XP_025989316.1
OG0002992	XP_017888857.1, XP_026673653.1	XP_025992878.1
OG0002993	XP_017889121.1	XP_039307946.1
OG0002994	XP_017878179.1, XP_017878187.1	XP_011173507.1
OG0002995	XP_017892564.1	XP_011167801.1, XP_025991086.1
OG0002996	XP_026673661.1	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1
OG0002997	XP_017887452.1	XP_011175341.2
OG0002998	XP_017882065.1, XP_026670405.1	XP_039308952.1
OG0002999	XP_017882135.1	XP_025992008.2, XP_025992010.1
OG0003000	XP_017885197.1	XP_011166915.1, XP_039315584.1
OG0003001	XP_026669313.1, XP_026669312.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	XP_017884053.1	XP_011165845.1
OG0003003	XP_017883995.1	XP_011158899.1
OG0003004	XP_017889286.1	XP_011162419.1
OG0003005	XP_026670879.1	XP_025992097.1
OG0003006	XP_017884944.1	XP_039306148.1
OG0003007	XP_017885967.1	XP_039311008.1
OG0003008	XP_026667573.1	XP_039303895.1
OG0003009	XP_017881529.1	XP_011175844.1
OG0003010	XP_017876027.1, XP_017876028.1	XP_025989572.1
OG0003011	XP_026669192.1	XP_011159476.1
OG0003012	XP_017888150.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_017890627.1, XP_026674580.1, XP_026674582.1	XP_011166392.1
OG0003014	XP_026669848.1	XP_039307139.1
OG0003015	XP_017891371.1	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003017	XP_017877577.1	XP_011168180.2
OG0003018	XP_017885386.1	XP_011159923.1
OG0003019	XP_017876020.1	XP_039313693.1
OG0003020	XP_026669613.1, XP_017880618.1	XP_011164524.2, XP_039313336.1
OG0003021	XP_017878202.1	XP_011170692.1
OG0003022	XP_017877372.1	XP_011160322.1
OG0003023	XP_017893172.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_017884404.1	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	XP_017882327.1	XP_011159327.1
OG0003026	XP_017876462.1	XP_011166978.1
OG0003027	XP_026667397.1, XP_017876000.1	XP_025989001.1
OG0003028	XP_017891804.2	XP_011170110.1
OG0003029	XP_017883974.1	XP_025994649.1
OG0003030	XP_017881029.1	XP_011165553.1
OG0003031	XP_017888112.1	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	XP_017878191.1	XP_011170131.1
OG0003033	XP_017887876.1	XP_011164729.1
OG0003034	XP_017881049.1	XP_011168785.1
OG0003035	XP_017888351.1	XP_039314065.1
OG0003037	XP_017884036.1	XP_011167265.1
OG0003038	XP_017890289.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_017890649.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_017891494.1, XP_017891493.1	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_026673814.1	XP_011168079.1
OG0003042	XP_017877240.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_026671009.1	XP_011164368.1
OG0003044	XP_017875965.1	XP_011168247.1
OG0003045	XP_017875243.1	XP_011175132.1
OG0003046	XP_017888654.2	XP_011172371.3
OG0003047	XP_017887550.1	XP_039309751.1
OG0003048	XP_017891276.1	XP_011166828.2
OG0003049	XP_017875068.1	XP_011160386.1
OG0003050	XP_017879440.1, XP_017892038.1, XP_017892040.1, XP_017892039.1	XP_011166484.1
OG0003051	XP_017891704.1	XP_011163620.1
OG0003052	XP_017889699.1	XP_011166057.2
OG0003053	XP_026674800.1	XP_011171493.2
OG0003054	XP_017881087.1	XP_011160960.2
OG0003055	XP_017885072.1	XP_011159971.1
OG0003056	XP_017875233.1	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_017880843.1	XP_011165984.1
OG0003058	XP_017886462.1	XP_039304067.1, XP_011172951.1
OG0003059	XP_017879494.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	XP_017884592.1	XP_011160875.2
OG0003061	XP_017886149.1	XP_011169469.2
OG0003062	XP_017884398.1	XP_025990890.1
OG0003063	XP_017891422.2	XP_039315178.1, XP_039302451.1, XP_039302460.1, XP_039312470.1
OG0003064	XP_017876590.1, XP_017876592.1, XP_017876591.1, XP_026667591.1	XP_011167607.1
OG0003065	XP_017875254.1, XP_017875253.1	XP_011168555.1
OG0003066	XP_017880431.1	XP_011168345.1
OG0003067	XP_026668187.1	XP_039307910.1
OG0003068	XP_017889600.1	XP_011176018.1
OG0003069	XP_017876266.1	XP_025992777.1
OG0003070	XP_017891773.1	XP_011171820.1
OG0003071	XP_017887843.1	XP_011166367.1
OG0003072	XP_017889804.1	XP_039314915.1
OG0003073	XP_026668503.1, XP_026668501.1	XP_011167738.1
OG0003074	XP_026673131.1, XP_026673132.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_017888186.1	XP_011169094.1
OG0003076	XP_017893473.1	XP_025987093.1
OG0003077	XP_017893656.1	XP_039314058.1
OG0003078	XP_017883737.1	XP_039313872.1
OG0003079	XP_026671780.1, XP_017884716.1, XP_026671778.1	XP_011168903.1, XP_039312818.1
OG0003080	XP_017891211.1, XP_017891212.1	XP_011156364.1
OG0003081	XP_017881563.1	XP_039303386.1
OG0003082	XP_017882506.1	XP_025991038.1
OG0003083	XP_017881674.1	XP_039312960.1
OG0003084	XP_017887844.1	XP_011167641.1, XP_011167644.1
OG0003085	XP_017885796.1, XP_026668865.1	XP_025992096.2
OG0003086	XP_017884440.1	XP_039312356.1, XP_011161517.1
OG0003088	XP_017883166.1	XP_011167443.1
OG0003089	XP_017892154.1	XP_039313674.1, XP_011158417.2
OG0003090	XP_017885126.1, XP_026671936.1, XP_026671935.1	XP_011172882.2
OG0003091	XP_017890912.1	XP_011164325.1
OG0003092	XP_017876382.1	XP_011164521.2
OG0003093	XP_017886853.1	XP_025987066.1, XP_039315568.1
OG0003094	XP_017882947.1	XP_011161899.1
OG0003095	XP_017876975.1	XP_011156638.2
OG0003096	XP_026671029.1	XP_011174001.2
OG0003097	XP_017881885.1, XP_017877225.1	XP_011155621.1
OG0003098	XP_017877852.1	XP_039306055.1
OG0003099	XP_017890959.1	XP_011159602.1
OG0003100	XP_017886248.1	XP_025985835.1
OG0003101	XP_026674776.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_017883691.1	XP_011165931.2
OG0003103	XP_017885207.1	XP_025987834.2
OG0003104	XP_017888393.1	XP_025994552.2
OG0003105	XP_017889843.1	XP_011174441.1
OG0003106	XP_026672180.1	XP_025990962.1
OG0003107	XP_026668659.1, XP_017878679.1	XP_011162402.1
OG0003108	XP_017889764.1	XP_011173237.2
OG0003109	XP_026673853.1	XP_039314822.1
OG0003110	XP_017892431.1	XP_011163903.1
OG0003111	XP_017887869.1	XP_039310638.1
OG0003112	XP_017881463.1	XP_011172658.1
OG0003113	XP_017885269.1, XP_017888730.2, XP_017879157.1, XP_017892301.1	XP_011160893.2
OG0003114	XP_026671949.1	XP_039306832.1, XP_011166467.1
OG0003115	XP_017891669.1	XP_011173427.1
OG0003116	XP_017882022.1	XP_039311269.1
OG0003118	XP_017879006.1, XP_026668805.1	XP_011172615.1
OG0003119	XP_017886479.1	XP_039313155.1
OG0003120	XP_026668936.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_017889574.1	XP_025990923.1
OG0003122	XP_017880962.1, XP_017880963.1	XP_039305386.1
OG0003123	XP_017893677.1	XP_011166608.1, XP_011166607.1
OG0003124	XP_017882487.1	XP_011167477.1
OG0003125	XP_026669941.1, XP_017881178.1, XP_017881179.1	XP_011163856.1
OG0003126	XP_017877065.1	XP_025986309.2
OG0003127	XP_026670854.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_017881618.1	XP_011171381.1
OG0003129	XP_026673176.1	XP_039310707.1, XP_011176118.2
OG0003130	XP_017892662.1	XP_025987336.1, XP_011162429.1
OG0003131	XP_026672072.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_026671017.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_026669238.1	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_026671480.1	XP_025987373.1
OG0003135	XP_017893605.1	XP_011162593.1, XP_011162594.1
OG0003136	XP_017884935.1	XP_039306099.1
OG0003137	XP_026667365.1	XP_039302546.1
OG0003138	XP_017887317.1	XP_025990507.1
OG0003140	XP_017878071.1	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	XP_026667823.1, XP_026667824.1	XP_039302630.1
OG0003142	XP_017891782.1	XP_011169763.2
OG0003143	XP_017883205.1	XP_039310052.1, XP_039310051.1
OG0003144	XP_017877394.1	XP_011160189.2
OG0003145	XP_017892004.1, XP_017892003.1	XP_011166674.1, XP_011166675.1
OG0003146	XP_017891658.1	XP_025987200.1
OG0003147	XP_017893232.1	XP_039310050.1, XP_011162690.1
OG0003148	XP_017883434.1	XP_011164370.1
OG0003149	XP_017888217.1	XP_011163201.1
OG0003150	XP_017879510.1	XP_011170885.1
OG0003151	XP_017883124.1	XP_025991582.1
OG0003152	XP_026675455.1, XP_026675447.1	XP_025990112.1, XP_025990120.1
OG0003153	XP_017886833.1	XP_025988729.1
OG0003154	XP_026672622.1	XP_025986269.1
OG0003155	XP_017877818.1	XP_011163493.1
OG0003156	XP_017882284.1	XP_011156868.1
OG0003157	XP_017877305.1, XP_017876183.1	XP_025988931.1
OG0003158	XP_017890964.1, XP_017890961.1, XP_017890962.1, XP_017890966.1, XP_017890965.1, XP_017890969.1, XP_017890967.1, XP_026674685.1	XP_039303594.1
OG0003159	XP_017889056.1	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_017884674.1	XP_025991339.1
OG0003161	XP_017880854.1	XP_011169462.1
OG0003162	XP_026672924.1, XP_017887264.1, XP_026672923.1	XP_039303750.1
OG0003163	XP_026673428.1, XP_017888279.1	XP_011165318.1
OG0003164	XP_017885606.1, XP_026672184.1	XP_039314407.1
OG0003165	XP_017886151.2	XP_011155987.2
OG0003166	XP_026674687.1, XP_026674686.1	XP_011175449.1
OG0003167	XP_017875599.1	XP_011169110.1
OG0003168	XP_017892089.1	XP_039312028.1
OG0003169	XP_026671421.1	XP_011160662.1
OG0003170	XP_026670972.1, XP_017883353.1, XP_026670971.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	XP_017887536.1	XP_011164528.2
OG0003172	XP_026667852.1, XP_026667904.1	NP_001291525.1
OG0003173	XP_017878270.1, XP_026668512.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	XP_017892885.1, XP_017892887.1	XP_011162525.2
OG0003175	XP_017877311.2, XP_017884554.1, XP_017889826.1	XP_039315715.1
OG0003176	XP_026670463.1	XP_039312299.1
OG0003177	XP_017876856.1	XP_011162481.2
OG0003178	XP_026668631.1, XP_026668630.1	XP_011168188.1
OG0003179	XP_026666822.1	XP_025992516.1
OG0003180	XP_017887690.1	XP_039309736.1
OG0003181	XP_017891281.2	XP_039313158.1
OG0003182	XP_026669114.1	XP_011162549.2
OG0003183	XP_017886824.1	XP_039315523.1
OG0003184	XP_026674613.1	XP_025990824.1
OG0003185	XP_026672119.1	XP_011156771.1
OG0003186	XP_026670097.1	XP_039304399.1
OG0003187	XP_017884980.1	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_017882128.1	XP_039304405.1
OG0003189	XP_026667034.1	XP_025993506.2
OG0003190	XP_026675379.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_017875903.1	XP_025994562.1
