Orthogroup	Ceratina_calcarata	Acyrthosiphon_pisum
OG0003737	XP_017885254.1	NP_001155637.1, XP_008182979.1
OG0003738	XP_026670885.1	XP_029341947.1, NP_001155661.1
OG0003739	XP_017889791.1	NP_001155687.1
OG0003740	XP_017889751.1	NP_001155702.1
OG0003741	XP_017887551.1	NP_001155714.1
OG0003742	XP_017881701.1	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1
OG0003743	XP_017891855.1	NP_001155782.1, XP_008187973.1
OG0003744	XP_017889896.1	NP_001155795.1
OG0003745	XP_017887303.1	NP_001155802.1
OG0003746	XP_017891325.1	NP_001155816.1
OG0003747	XP_026675094.1, XP_017891711.1, XP_017891712.1	NP_001155822.1
OG0003748	XP_026670414.1	NP_001155946.1, NP_001232995.1
OG0003749	XP_017878750.1	NP_001155952.1
OG0003750	XP_017882070.2	NP_001155953.1
OG0003751	XP_017883791.1	XP_008182763.1, NP_001155982.1
OG0003752	XP_026673794.1	NP_001156047.1
OG0003753	XP_017888900.1	NP_001156048.1
OG0003754	XP_026671673.1	XP_029341866.1, NP_001156056.1
OG0003755	XP_017890460.1	NP_001156120.1
OG0003756	XP_017883515.1	NP_001156126.1
OG0003757	XP_017889657.1	NP_001156146.1
OG0003758	XP_017885351.1	XP_008179871.1, NP_001156157.1
OG0003759	XP_026673552.1	NP_001156175.1, XP_008187121.1
OG0003760	XP_017887340.1, XP_017880817.1	NP_001156202.1
OG0003761	XP_017893671.1, XP_017882693.1	NP_001156212.1
OG0003762	XP_017884041.1	NP_001156216.1, XP_008185420.1
OG0003763	XP_017886443.1	NP_001156220.1
OG0003764	XP_017888389.1, XP_017888390.1	NP_001156253.1, XP_029344793.1
OG0003765	XP_017877210.1	NP_001156258.1
OG0003766	XP_017884256.1	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1
OG0003767	XP_017883512.1	NP_001156277.1
OG0003768	XP_017880702.1, XP_017881656.1	XP_003248729.1, NP_001156296.1
OG0003769	XP_017882131.1	NP_001156303.1
OG0003770	XP_017874997.1	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1
OG0003771	XP_017888616.1	NP_001156512.1
OG0003772	XP_017882378.1	NP_001156572.1
OG0003773	XP_017883115.1	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1
OG0003774	XP_017893372.1	NP_001156691.1, XP_008185739.1, XP_001946255.2
OG0003775	XP_017886062.1	NP_001156724.1
OG0003776	XP_017886946.1	NP_001192084.1, XP_008182094.1
OG0003777	XP_017885472.1	NP_001192099.1
OG0003778	XP_017889125.1	XP_016660588.1, NP_001192103.1
OG0003779	XP_017879320.1	NP_001193397.1
OG0003780	XP_017881605.1	NP_001232945.1
OG0003781	XP_026675279.1	XP_008186668.1, NP_001232951.1
OG0003782	XP_017876370.1	NP_001233014.1
OG0003783	XP_017889434.2	NP_001233028.1, XP_008187725.1
OG0003784	XP_017887076.1	NP_001233036.1, XP_029344824.1
OG0003785	XP_017882987.1, XP_017888461.1	XP_029341884.1, NP_001233062.1
OG0003786	XP_017892940.1, XP_026666550.1, XP_017892934.1	XP_008179925.1, NP_001233077.1
OG0003787	XP_017881322.1	NP_001233084.1
OG0003788	XP_017877273.1	XP_016662916.1, NP_001233105.1
OG0003789	XP_017885942.1	NP_001280252.1, XP_008187610.1
OG0003790	XP_017883742.1, XP_017883741.1	NP_001280263.1, XP_029341965.1
OG0003791	XP_017892710.1	NP_001280273.1
OG0003792	XP_017876976.1	XP_001951780.2, NP_001280289.1
OG0003793	XP_017881054.1	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1
OG0003794	XP_017882292.1	NP_001280344.1
OG0003795	XP_017882691.1, XP_026674228.1	NP_001280367.1
OG0003796	XP_017883461.1	NP_001280377.1, XP_001946840.1
OG0003797	XP_017883019.1	NP_001280389.1, XP_008186072.1
OG0003798	XP_017890726.1	NP_001280391.1, XP_029341184.1
OG0003799	XP_017886085.1, XP_017886084.1	NP_001280402.1
OG0003800	XP_017884796.1	XP_016658816.1, NP_001280405.1
OG0003801	XP_017886709.1	NP_001280408.1
OG0003802	XP_017878152.1	XP_008185982.1, NP_001280410.1
OG0003803	XP_026674703.1, XP_017890875.1	XP_008187539.1, NP_001280415.1
OG0003804	XP_017881146.1	XP_029341998.1, NP_001280423.1
OG0003805	XP_017884892.1	NP_001280424.1
OG0003806	XP_017888791.1	NP_001280451.1
OG0003807	XP_017888132.1	NP_001280460.1
OG0003808	XP_017888388.1	XP_001950331.3, NP_001313552.1
OG0003810	XP_017884700.1	XP_016663668.1, XP_003247689.1, NP_001313559.1
OG0003811	XP_017880798.1	NP_001313587.1
OG0003812	XP_017886186.1	XP_001942516.1
OG0003813	XP_017886353.1	XP_001942529.1
OG0003814	XP_017884747.1	XP_001942581.2
OG0003815	XP_017877589.1	XP_001942587.2
OG0003816	XP_017887473.1	XP_001942659.2
OG0003817	XP_017879032.1	XP_001942949.2
OG0003818	XP_017886741.1	XP_001943236.2
OG0003819	XP_017886449.1	XP_001943025.1
OG0003820	XP_026668802.1	XP_001943038.2
OG0003821	XP_017883536.1	XP_001943062.1
OG0003823	XP_017875045.1	XP_001943258.2
OG0003824	XP_017888199.1	XP_001943284.1
OG0003825	XP_017884744.1, XP_017884830.1	XP_001943304.2
OG0003826	XP_026673435.1	XP_001943326.3
OG0003827	XP_017891394.1	XP_001943330.2
OG0003828	XP_017885218.1	XP_001943357.1
OG0003829	XP_017881616.1	XP_001943381.2
OG0003830	XP_017889060.1, XP_017889078.1	XP_001943388.2
OG0003831	XP_017875454.1	XP_001943455.1
OG0003832	XP_017877092.1	XP_001943486.1
OG0003833	XP_026672768.1	XP_001943692.1, XP_016663218.1
OG0003834	XP_017887135.1	XP_001943697.1, XP_016658916.1
OG0003835	XP_017882275.1	XP_001943742.1
OG0003836	XP_017880088.1	XP_001943750.1
OG0003838	XP_017886020.1	XP_001943900.1, XP_016665102.1
OG0003839	XP_017880056.1	XP_001943978.1
OG0003840	XP_017888853.1	XP_001949223.2, XP_001944018.1
OG0003841	XP_017884364.1	XP_001946480.1, XP_001944026.1
OG0003842	XP_026669224.1	XP_001944141.1
OG0003843	XP_017886201.2	XP_001944151.1
OG0003844	XP_017877417.1, XP_017877423.1	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1
OG0003845	XP_017877533.1	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1
OG0003846	XP_017887308.1	XP_001944514.2, XP_029342616.1
OG0003847	XP_017881631.2, XP_017882404.1	XP_001944548.2
OG0003848	XP_017891634.1	XP_001944559.1
OG0003849	XP_017892134.1	XP_001944574.2
OG0003850	XP_017891949.1	XP_001944577.1
OG0003851	XP_017891450.1	XP_001944657.2
OG0003852	XP_017877001.1	XP_001944765.1
OG0003853	XP_017890347.1	XP_001944785.3
OG0003854	XP_017880176.1	XP_001944817.2
OG0003855	XP_026675402.1	XP_001944835.2, XP_029348623.1, XP_029348618.1
OG0003856	XP_017889495.1	XP_001944890.1
OG0003857	XP_026672124.1, XP_017885612.1	XP_001944974.2, XP_008185306.2
OG0003858	XP_017884010.1	XP_001945183.2
OG0003859	XP_017891227.1	XP_001945207.2
OG0003860	XP_017884340.1	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1
OG0003861	XP_017889303.1	XP_001945258.1
OG0003862	XP_017880248.1	XP_001945273.1
OG0003863	XP_017876671.1	XP_001945307.2, XP_016663223.1
OG0003864	XP_017893019.1	XP_001945341.1
OG0003865	XP_017889547.1, XP_017889546.1	XP_001945587.2
OG0003866	XP_017875865.1	XP_001945589.1
OG0003867	XP_017890915.1	XP_001945644.2
OG0003868	XP_017892080.1	XP_029347890.1, XP_001945758.1, XP_003244583.1
OG0003869	XP_026671857.1	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1
OG0003870	XP_017879312.1	XP_001946018.2, XP_029344724.1, XP_029344725.1
OG0003871	XP_026670987.1	XP_001946053.3, XP_008178793.1
OG0003872	XP_017877260.1	XP_003240388.2, XP_029341196.1, XP_001946108.2
OG0003873	XP_026674931.1, XP_026674936.1	XP_001946132.1
OG0003874	XP_017890092.1	XP_001946140.1
OG0003875	XP_017885592.1, XP_017885591.1, XP_017885590.1, XP_017885593.1	XP_001946199.1
OG0003876	XP_026670980.1	XP_001946205.5
OG0003877	XP_017891918.1	XP_001946225.1, XP_008179331.1
OG0003878	XP_017878398.1	XP_001946282.3
OG0003879	XP_017881206.1	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1
OG0003880	XP_026668089.1	XP_001946327.2
OG0003881	XP_017879567.1	XP_001946547.1, XP_008189573.1
OG0003882	XP_026670545.1, XP_026670546.1	XP_001946627.2
OG0003883	XP_017888789.1	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1
OG0003884	XP_026675158.1	XP_001946729.2
OG0003887	XP_017886315.1	XP_001946898.1
OG0003888	XP_017880512.1	XP_001946943.2
OG0003889	XP_017880892.1	XP_001947064.1, XP_001950350.1
OG0003890	XP_017889256.1	XP_001947073.1
OG0003891	XP_017882830.1	XP_001947218.2
OG0003892	XP_026671788.1	XP_003246046.1, XP_003240667.1, XP_001947246.1
OG0003893	XP_017884120.1	XP_001947253.1
OG0003894	XP_026667705.1	XP_003242316.1, XP_029348614.1, XP_001947347.2
OG0003895	XP_017890388.1, XP_026673551.1	XP_001947487.1
OG0003896	XP_017876770.1	XP_003244016.1, XP_001950659.1, XP_001947545.2
OG0003897	XP_017891305.1	XP_001947564.2
OG0003898	XP_017875871.1, XP_017877830.1	XP_001947588.2
OG0003899	XP_017882288.1	XP_001947595.2
OG0003900	XP_017878768.1	XP_016657440.1, XP_001947713.3
OG0003901	XP_017879693.1	XP_001947756.1
OG0003902	XP_017886729.1	XP_001947769.2
OG0003903	XP_017892230.1	XP_001947783.3
OG0003904	XP_017893544.1	XP_001947910.1
OG0003905	XP_017877631.1	XP_001947991.1
OG0003906	XP_026668325.1	XP_001948005.1
OG0003907	XP_017891935.1	XP_001948184.2
OG0003908	XP_017881598.1	XP_001948190.2
OG0003909	XP_017886951.1	XP_008188131.1, XP_001948205.2, XP_029346791.1
OG0003910	XP_026675120.1	XP_001948398.2
OG0003911	XP_017884606.1, XP_026671598.1	XP_001948475.2
OG0003912	XP_017882766.2, XP_026673667.1	XP_001948509.2
OG0003913	XP_017875700.1	XP_008189865.1, XP_001948669.2
OG0003914	XP_017883940.1	XP_001948813.1
OG0003915	XP_017887631.1	XP_001948850.2, XP_016664457.1
OG0003916	XP_017875298.1	XP_001948870.2
OG0003917	XP_026667275.1	XP_001948879.2
OG0003918	XP_017879759.1	XP_001948892.2, XP_029342874.1, XP_029342875.1
OG0003919	XP_017892014.1	XP_001948898.1
OG0003920	XP_017884511.1	XP_001948976.1
OG0003921	XP_026668721.1	XP_001948985.1
OG0003922	XP_017877183.1	XP_001949071.2
OG0003923	XP_017876891.1	XP_001949183.2
OG0003924	XP_026672034.1	XP_001949258.2
OG0003925	XP_017879653.1	XP_001949278.1
OG0003926	XP_026673875.1	XP_008178997.1, XP_001949288.2
OG0003927	XP_026674417.1	XP_001949298.1
OG0003928	XP_017890247.1	XP_003246652.1, XP_001949388.2, XP_008186215.1
OG0003929	XP_017890259.1, XP_017888251.1	XP_001949455.1
OG0003930	XP_017885754.1	XP_003248224.1, XP_001949484.2
OG0003931	XP_017892577.2	XP_001949495.1
OG0003932	XP_026674237.1, XP_026674235.1	XP_001949508.2
OG0003933	XP_017880634.1	XP_001949541.1
OG0003934	XP_017891002.1	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1
OG0003935	XP_017875652.1	XP_001949785.1
OG0003936	XP_017883494.1	XP_001950018.1
OG0003937	XP_017889170.1	XP_001950019.2
OG0003938	XP_017886900.2	XP_001950061.2
OG0003939	XP_017881972.1	XP_001950067.2
OG0003940	XP_017886508.1	XP_001950086.2
OG0003941	XP_017886429.1	XP_001950247.1
OG0003942	XP_017876904.1, XP_026667809.1	XP_001950298.2
OG0003943	XP_017879569.1	XP_001950368.3
OG0003944	XP_017885994.1	XP_029342219.1, XP_001950375.1, XP_029344247.1
OG0003945	XP_017878928.1	XP_016656392.1, XP_001950376.1, XP_016656393.1
OG0003946	XP_017893236.1	XP_001950380.1
OG0003947	XP_026673846.1	XP_001950488.2
OG0003948	XP_017875606.1	XP_001950499.3
OG0003950	XP_017882896.1	XP_001950597.1
OG0003951	XP_017888869.1	XP_001950703.1
OG0003952	XP_017881072.1	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1
OG0003953	XP_017882935.1	XP_001950785.1
OG0003954	XP_017887582.1	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1
OG0003955	XP_017877559.1	XP_001950884.1
OG0003956	XP_017885501.1, XP_017885502.1	XP_001950982.1
OG0003957	XP_017875257.1	XP_001950987.1
OG0003958	XP_017889503.1	XP_008187611.1, XP_001951009.2
OG0003959	XP_026673263.1	XP_001951019.2
OG0003960	XP_017890159.1	XP_001951100.1, XP_008182492.1
OG0003961	XP_017883385.1, XP_017883386.1	XP_001951227.2
OG0003962	XP_017884363.1	XP_001951372.2
OG0003963	XP_017875698.1	XP_001951429.1
OG0003964	XP_017883814.1	XP_001951601.1
OG0003965	XP_017892382.1	XP_001951710.1, XP_016662434.1, XP_008186106.1
OG0003966	XP_017886785.1, XP_017886783.1	XP_001951807.1
OG0003967	XP_017884690.1	XP_001951859.1
OG0003968	XP_017883580.1	XP_001952043.1
OG0003969	XP_017890355.1	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2
OG0003970	XP_026674910.1	XP_001952292.1
OG0003971	XP_017890293.1	XP_001952327.2
OG0003972	XP_017890248.1	XP_029348232.1, XP_001952345.1
OG0003973	XP_017877363.1	XP_001952355.1
OG0003974	XP_026666974.1, XP_017883951.1	XP_001952405.1
OG0003975	XP_017885228.1	XP_029342158.1, XP_001952469.1
OG0003976	XP_017890085.1	XP_001952484.1, XP_029345704.1, XP_029344829.1
OG0003977	XP_017890930.2	XP_001952504.1
OG0003978	XP_017879900.1	XP_001952564.1
OG0003979	XP_017880229.1	XP_001952579.3
OG0003980	XP_017887465.1	XP_001952581.1
OG0003981	XP_026674074.1, XP_026674076.1	XP_001952625.2
OG0003982	XP_017876281.1	XP_003245839.1, XP_001952627.2
OG0003983	XP_017877832.1, XP_017879449.1, XP_017882698.1, XP_026669985.1	XP_001952666.2
OG0003984	XP_017892829.2	XP_001952756.2, XP_003244750.1, XP_008183410.1
OG0003985	XP_026668402.1	XP_001952858.2
OG0003986	XP_017876375.1	XP_001952875.2, XP_008182754.1, XP_008182755.1
OG0003987	XP_017892356.1	XP_003240357.1
OG0003988	XP_026674895.1, XP_017891331.1	XP_003240647.1
OG0003989	XP_026666834.1, XP_026668283.1, XP_017892699.1	XP_003240969.1
OG0003990	XP_017893497.1	XP_003242527.1
OG0003991	XP_026669815.1	XP_003241415.1
OG0003992	XP_017888891.1	XP_003241580.1
OG0003993	XP_017892896.2	XP_008178727.1, XP_003241610.1
OG0003994	XP_017883319.1	XP_003241685.1, XP_008178832.1
OG0003995	XP_026669591.1	XP_003241698.3, XP_029347519.1, XP_016656548.1
OG0003996	XP_026672073.1, XP_017885369.1	XP_003242191.1
OG0003997	XP_026669478.1	XP_003242276.1, XP_003247927.1
OG0003998	XP_026671865.1	XP_003242376.1
OG0003999	XP_026667993.1, XP_017881065.2	XP_003242605.1
OG0004000	XP_017879297.1, XP_026668980.1	XP_008183189.1, XP_029342808.1, XP_003242619.1
OG0004001	XP_017877816.1	XP_003242784.1
OG0004002	XP_017876653.1	XP_003242837.1
OG0004003	XP_017885324.1	XP_003242877.1
OG0004004	XP_017884313.1	XP_003242949.1
OG0004005	XP_026672680.1	XP_003243356.1
OG0004006	XP_026669742.1	XP_003243499.1
OG0004008	XP_017881272.1	XP_003243801.2
OG0004009	XP_017891462.1	XP_003244002.1, XP_003244010.1
OG0004010	XP_017887409.1	XP_003244233.1
OG0004011	XP_017888050.1	XP_003244402.1
OG0004012	XP_017877063.1	XP_003245275.1
OG0004013	XP_026671963.1, XP_017885151.1	XP_003245365.1
OG0004014	XP_017877109.1	XP_029344034.1, XP_003245369.1
OG0004015	XP_017876298.1	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1
OG0004016	XP_017881076.1, XP_017881069.1	XP_029342325.1
OG0004017	XP_026671934.1, XP_017885128.1	XP_003246135.1
OG0004018	XP_026668172.1	XP_003246201.1
OG0004019	XP_017883053.1	XP_003246415.1, XP_029342049.1
OG0004020	XP_017887832.1	XP_003246485.2
OG0004021	XP_026666661.1	XP_003246496.1
OG0004022	XP_017882419.1	XP_003246762.1
OG0004023	XP_017876357.1	XP_003246871.2, XP_008186541.1
OG0004024	XP_017892357.1, XP_017892358.1	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1
OG0004025	XP_017878185.1	XP_003246983.1
OG0004026	XP_026670568.1	XP_003247003.1
OG0004027	XP_017889798.1	XP_003247146.1
OG0004028	XP_017876730.1	XP_003247231.1
OG0004029	XP_017886871.1	XP_003247295.1
OG0004030	XP_017888147.1	XP_003247407.1
OG0004031	XP_026667808.1, XP_017876836.1	XP_003247630.1
OG0004032	XP_017888240.1	XP_003247672.1, XP_008187693.1, XP_003248934.3
OG0004033	XP_017877530.1	XP_003247913.1
OG0004034	XP_017885006.1, XP_026671509.1	XP_003248165.1
OG0004035	XP_017877295.1	XP_003248194.1
OG0004036	XP_017876757.1	XP_003248254.1
OG0004037	XP_017885653.1	XP_003248335.1
OG0004038	XP_017881453.1	XP_003248689.1, XP_029343673.1
OG0004040	XP_017888273.1	XP_008178620.1
OG0004041	XP_017881603.1	XP_008178679.1
OG0004042	XP_017891809.1	XP_008178680.1, XP_008178681.1, XP_016656432.1
OG0004043	XP_017879056.2	XP_008178865.1, XP_029346647.1
OG0004045	XP_017889391.1, XP_026673984.1	XP_008178980.2
OG0004046	XP_017892612.2	XP_008179028.1
OG0004047	XP_017889123.1	XP_008179453.1, XP_008179452.1, XP_016656998.1
OG0004048	XP_017881119.1	XP_008188917.1, XP_008179528.1
OG0004049	XP_017884628.1	XP_008179642.1
OG0004050	XP_017886645.2	XP_008179692.1
OG0004051	XP_017893582.1	XP_008180014.1
OG0004052	XP_026674207.1	XP_008180268.1
OG0004053	XP_017892789.1	XP_008180418.1
OG0004054	XP_017886788.1	XP_008180420.1
OG0004055	XP_017885791.1	XP_008180435.1
OG0004056	XP_017890696.1	XP_008180588.1
OG0004058	XP_017889712.1	XP_008180684.1
OG0004059	XP_017881330.1	XP_008181328.1
OG0004060	XP_017879853.1	XP_008181545.1
OG0004061	XP_026674505.1	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1
OG0004062	XP_017881438.1	XP_008181730.1
OG0004063	XP_017880652.1	XP_008181930.1
OG0004064	XP_017877355.1	XP_008181977.1, XP_029342434.1, XP_008188948.2
OG0004065	XP_017879141.1	XP_008181995.1
OG0004066	XP_017891867.1	XP_008182047.1
OG0004067	XP_026666548.1, XP_017893114.1, XP_026666547.1, XP_026666549.1	XP_008182186.2
OG0004068	XP_017886234.1	XP_008182193.1, XP_008182195.1
OG0004069	XP_017890683.1	XP_008182528.1
OG0004070	XP_026675386.1	XP_008183001.1
OG0004071	XP_017882268.1	XP_008183264.1
OG0004072	XP_017888128.1	XP_029345811.1, XP_008183519.1
OG0004073	XP_017878264.1	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1
OG0004074	XP_017883327.1	XP_008183932.1
OG0004075	XP_017875447.1	XP_008184012.1
OG0004076	XP_017878695.1	XP_008184022.1, XP_016660688.1
OG0004077	XP_017889805.1	XP_008184230.1
OG0004078	XP_017877189.1, XP_017877188.1	XP_029341311.1, XP_008184314.1
OG0004079	XP_026675420.1	XP_008184399.1, XP_008184398.1
OG0004080	XP_026668914.1	XP_008184464.1
OG0004081	XP_017876749.2	XP_008184572.1
OG0004082	XP_017877205.1	XP_008184682.1
OG0004083	XP_017884977.1	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1
OG0004084	XP_026675503.1	XP_008184763.1, XP_008184762.1
OG0004085	XP_017876585.1	XP_008185211.1
OG0004086	XP_017892581.1	XP_008185337.1
OG0004087	XP_017877845.1	XP_008185477.1
OG0004088	XP_017886011.1, XP_017891844.2	XP_008185509.1, XP_008185510.1
OG0004089	XP_017891006.2, XP_017876437.1	XP_008185580.2
OG0004090	XP_026668057.1, XP_026668053.1	XP_008185774.1
OG0004091	XP_017875460.1	XP_008185869.1
OG0004092	XP_017884969.1	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1
OG0004093	XP_017879934.1	XP_008185942.1
OG0004094	XP_026666910.1, XP_017893238.1, XP_017893248.1	XP_008186104.1
OG0004095	XP_017879915.1, XP_017879906.1	XP_008186144.1
OG0004096	XP_017884242.1	XP_008186216.1, XP_016662530.1
OG0004097	XP_017893142.1	XP_008186301.1
OG0004098	XP_017878771.2	XP_008186356.1
OG0004099	XP_017881782.1	XP_008186674.2, XP_029342134.1
OG0004100	XP_017878980.1, XP_017878981.1, XP_017878983.1	XP_008186784.1
OG0004101	XP_017887968.1	XP_008186841.3
OG0004102	XP_017880869.1	XP_008186987.1
OG0004103	XP_026667401.1, XP_026667400.1, XP_026667403.1	XP_008187264.1
OG0004104	XP_017890860.1	XP_008187276.1
OG0004105	XP_017883711.1	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1
OG0004106	XP_017890879.1, XP_017890877.1, XP_017877438.1	XP_008187471.2
OG0004107	XP_017889118.1	XP_008187818.1
OG0004108	XP_017889255.1	XP_008188019.1, XP_029348485.1
OG0004109	XP_017888013.1	XP_008188046.1
OG0004110	XP_026674921.1	XP_008188174.1
OG0004111	XP_017892715.1	XP_008188458.1
OG0004112	XP_017892708.1	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1
OG0004113	XP_017879191.1	XP_008189347.1
OG0004114	XP_017888685.1, XP_017876691.1	XP_008189922.1
OG0004116	XP_017882303.1	XP_008190066.1, XP_008190060.1
OG0004117	XP_017893044.1, XP_017893046.1	XP_008190109.1
OG0004119	XP_017881491.1	XP_016656390.1
OG0004120	XP_017883066.1	XP_016656621.1
OG0004121	XP_026667639.1, XP_017876503.1, XP_017876502.1, XP_017876504.1, XP_017876501.1	XP_016657144.1
OG0004122	XP_026672956.1, XP_026672957.1	XP_016657495.1
OG0004123	XP_017881210.1	XP_016657568.1
OG0004125	XP_017887625.1	XP_016658011.1
OG0004126	XP_017884547.1	XP_016658066.2, XP_029346841.1
OG0004127	XP_017891921.1	XP_016658291.2
OG0004128	XP_026670906.1, XP_017883270.1, XP_026670907.1	XP_016658616.1
OG0004129	XP_017880052.1	XP_016658659.1
OG0004130	XP_026667857.1	XP_016658715.1, XP_016664816.2
OG0004131	XP_017887836.1	XP_016658986.1
OG0004132	XP_017887421.1	XP_016659474.1
OG0004133	XP_017876260.1	XP_016659528.1, XP_029346876.1, XP_029346875.1
OG0004134	XP_017890936.1, XP_026674738.1	XP_016660001.1, XP_029342773.1
OG0004135	XP_017885971.1	XP_016660899.1
OG0004136	XP_017884157.1, XP_017884158.1	XP_016660932.1
OG0004137	XP_017889721.1	XP_016661121.1
OG0004138	XP_017882753.1	XP_029346179.1, XP_016661925.1, XP_029346175.1
OG0004139	XP_026671698.1	XP_029341281.1, XP_016662172.1
OG0004140	XP_026673845.1	XP_016662222.1
OG0004141	XP_026672712.1	XP_016662254.1
OG0004142	XP_026668921.1	XP_016662508.1
OG0004143	XP_017883879.1	XP_016662795.1
OG0004144	XP_017878809.1	XP_016662974.1, XP_029347110.1
OG0004145	XP_017890243.1, XP_026674302.1	XP_016662981.1
OG0004146	XP_017877375.1	XP_016663028.1
OG0004147	XP_026673868.1	XP_016663111.1
OG0004148	XP_026668174.1, XP_026671885.1	XP_016663378.1, XP_029343202.1
OG0004149	XP_017875738.1	XP_016663551.1
OG0004150	XP_017889562.1	XP_016663581.1
OG0004151	XP_026672271.1, XP_017876451.1	XP_016664428.2
OG0004153	XP_026674293.1	XP_029342218.1, XP_029342690.1, XP_029341112.1
OG0004154	XP_017879258.2	XP_029342092.1, XP_029341636.1, XP_029341319.1
OG0004155	XP_017892073.1	XP_029341322.1, XP_029346747.1
OG0004156	XP_017878278.1, XP_017878276.1	XP_029342052.1, XP_029344956.1, XP_029342053.1
OG0004157	XP_026672865.1	XP_029343043.1, XP_029342091.1
OG0004158	XP_017883832.1	XP_029342204.1
OG0004159	XP_026670201.1	XP_029342205.1
OG0004160	XP_017876695.1	XP_029342691.1, XP_029342301.1
OG0004161	XP_017880945.1	XP_029342448.1
OG0004162	XP_017889997.1	XP_029342837.1
OG0004163	XP_017880497.1	XP_029342878.1
OG0004164	XP_017889618.1	XP_029343021.1
OG0004165	XP_026672082.1, XP_026672745.1	XP_029343076.1
OG0004166	XP_017882476.1	XP_029343121.1
OG0004167	XP_017890945.1	XP_029343235.1
OG0004168	XP_017880675.1	XP_029343310.1
OG0004169	XP_017878622.1	XP_029343407.1
OG0004170	XP_017885601.1	XP_029343522.1
OG0004171	XP_017887300.1, XP_017887301.1	XP_029343676.1
OG0004172	XP_017879848.1	XP_029343776.1
OG0004173	XP_017877809.2, XP_026673207.1	XP_029343802.1
OG0004174	XP_017892196.1	XP_029343807.1
OG0004175	XP_017892906.1	XP_029348508.1, XP_029343944.1
OG0004176	XP_026674368.1, XP_026674316.1	XP_029344143.1
OG0004177	XP_026670522.1	XP_029344209.1
OG0004178	XP_026667211.1, XP_026667216.1	XP_029344308.1
OG0004179	XP_017882310.1	XP_029344504.1
OG0004180	XP_026674956.1	XP_029344585.1
OG0004181	XP_017886039.1	XP_029345230.1
OG0004182	XP_026670452.1	XP_029345607.1
OG0004183	XP_026666829.1	XP_029345661.1
OG0004184	XP_026674137.1	XP_029345863.1
OG0004185	XP_017881182.1	XP_029346652.1, XP_029346840.1
OG0004186	XP_026668377.1	XP_029346787.1
OG0004187	XP_017878252.1	XP_029346864.1
OG0004188	XP_017893034.1	XP_029346923.1
OG0004189	XP_026670641.1	XP_029347172.1
OG0004190	XP_026673732.1	XP_029347231.1
OG0004191	XP_017883912.1	XP_029347281.1
OG0004192	XP_017879470.1	XP_029347357.1
OG0004194	XP_017880486.1, XP_017880488.1	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1
OG0004195	XP_017886088.1	XP_029348100.1
OG0004275	XP_017891647.1	NP_001119626.1, NP_001129462.1
OG0004276	XP_017888969.1	NP_001119646.1
OG0004277	XP_017889206.1	NP_001119657.1
OG0004278	XP_017882377.1, XP_017882881.1	NP_001119663.1, NP_001119662.1
OG0004279	XP_017876915.1	NP_001119666.1, XP_003245465.1
OG0004280	XP_017885504.1	NP_001119675.1
OG0004281	XP_017890810.1	NP_001123921.1, XP_008188986.1
OG0004282	XP_017878496.1	NP_001129370.1
OG0004283	XP_017892782.1	NP_001129413.1
OG0004284	XP_017888327.1, XP_017877104.1	NP_001129593.1
OG0004285	XP_017881532.1	NP_001153870.1, XP_008186968.1
OG0004286	XP_017891172.1	NP_001155369.1
OG0004287	XP_017885220.1	NP_001155370.1
OG0004288	XP_017890899.1	XP_008185319.1, NP_001155384.1
OG0004289	XP_017883735.1	NP_001155415.1
OG0004290	XP_017884485.1	NP_001155423.1, XP_016660884.1
OG0004291	XP_026669193.1	NP_001155441.1, XP_008179388.1
OG0004292	XP_017887289.1	NP_001155465.1
