Orthogroup	Ceratina_calcarata	Osmia_bicornis
OG0002755	XP_017875549.1, XP_017875548.1, XP_017875551.1	XP_029045395.1, XP_029045396.1, XP_029045397.1
OG0002756	XP_017885782.1	XP_029052238.1
OG0002757	XP_017889818.1	XP_029053271.1
OG0002758	XP_026666669.1	XP_029034524.1
OG0002759	XP_026675652.1, XP_026675654.1, XP_026675653.1, XP_017892925.1, XP_017892921.1, XP_017892924.1, XP_026675655.1	XP_029046528.1
OG0002761	XP_017880906.1	XP_029035677.1
OG0002762	XP_017888756.1	XP_029034889.1
OG0002763	XP_026673996.1, XP_017889428.1	XP_029038537.1
OG0002764	XP_017876058.1	XP_029049466.1
OG0002765	XP_017878214.1	XP_029036193.1
OG0002766	XP_026672977.1	XP_029046223.1, XP_029046226.1
OG0002767	XP_017883096.1	XP_029042077.1
OG0002768	XP_017882595.1	XP_029041699.1, XP_029041700.1, XP_029041702.1, XP_029041701.1, XP_029041697.1, XP_029041698.1
OG0002769	XP_017885679.1, XP_017892958.1	XP_029042321.1
OG0002770	XP_017878075.1	XP_029035816.1
OG0002771	XP_017880572.1	XP_029043179.1
OG0002772	XP_026675106.1	XP_029055862.1
OG0002773	XP_017886262.1	XP_029048928.1
OG0002774	XP_017884006.1	XP_029054885.1
OG0002775	XP_017889535.1, XP_017887953.1	XP_029041019.1
OG0002776	XP_017892879.1, XP_017892883.1	XP_029034303.1
OG0002777	XP_017876630.1	XP_029039595.1
OG0002778	XP_017891895.1	XP_029039716.1
OG0002779	XP_026674883.1	XP_029055834.1
OG0002780	XP_017883670.1	XP_029041191.1
OG0002781	XP_026672824.1, XP_026672831.1, XP_017884904.1	XP_029046191.1
OG0002782	XP_017886619.1	XP_029047996.1, XP_029047995.1, XP_029047994.1
OG0002783	XP_026668815.1	XP_029037579.1
OG0002784	XP_017889996.1	XP_029049930.1
OG0002785	XP_026668019.1, XP_017877382.1	XP_029051937.1, XP_029051652.1
OG0002786	XP_026671198.1	XP_029035697.1
OG0002787	XP_026675370.1, XP_017892224.1	XP_029038219.1
OG0002788	XP_017886521.1, XP_017886522.1	XP_029050805.1
OG0002789	XP_026675388.1, XP_026675387.1, XP_026675389.1	XP_029040615.1
OG0002790	XP_026669491.1, XP_026669492.1	XP_029055619.1
OG0002791	XP_026674548.1, XP_017890590.1	XP_029044864.1
OG0002792	XP_017876195.1, XP_017875130.1	XP_029041455.1
OG0002793	XP_017875870.1, XP_017877829.1	XP_029053973.1
OG0002794	XP_017880988.2, XP_017886024.1, XP_017882949.1	XP_029037804.1
OG0002795	XP_017877524.1	XP_029041943.1
OG0002796	XP_017893050.1	XP_029054388.1
OG0002797	XP_017891598.1	XP_029049348.1
OG0002798	XP_026673255.1	XP_029055632.1
OG0002799	XP_017879976.1	XP_029042755.1
OG0002800	XP_026671982.1, XP_026671979.1	XP_029048540.1, XP_029048557.1
OG0002801	XP_017878260.1	XP_029037511.1
OG0002802	XP_017888129.2, XP_026673327.1	XP_029043398.1
OG0002803	XP_017878727.1	XP_029034918.1, XP_029034909.1
OG0002804	XP_017876234.1	XP_029036511.1, XP_029036510.1
OG0002805	XP_017883338.1	XP_029048056.1
OG0002806	XP_026667296.1	XP_029047544.1
OG0002807	XP_017889338.1	XP_029047721.1
OG0002809	XP_017883519.1, XP_017883520.1	XP_029042825.1, XP_029042821.1
OG0002810	XP_017891489.1	XP_029049975.1
OG0002811	XP_026673746.1	XP_029048098.1
OG0002812	XP_017876549.1, XP_017876548.1, XP_026667709.1	XP_029040443.1
OG0002813	XP_017891936.1	XP_029045688.1
OG0002814	XP_017884544.1	XP_029048873.1, XP_029048874.1
OG0002815	XP_017875210.1	XP_029048051.1
OG0002816	XP_017890555.1, XP_017890556.1	XP_029044836.1
OG0002817	XP_026672244.1, XP_026672243.1, XP_026672245.1, XP_017885751.1, XP_026672242.1	XP_029042989.1
OG0002818	XP_017892804.1, XP_017892803.1	XP_029055892.1, XP_029055888.1
OG0002819	XP_017889504.1	XP_029045778.1
OG0002820	XP_017887873.1	XP_029047467.1, XP_029047465.1, XP_029047466.1
OG0002821	XP_017892926.2	XP_029034273.1
OG0002822	XP_017879040.1	XP_029042690.1, XP_029042692.1, XP_029042691.1
OG0002823	XP_026668280.1, XP_026668279.1, XP_026668281.1	XP_029044659.1
OG0002824	XP_017880940.1	XP_029050070.1
OG0002825	XP_017882556.1, XP_017882555.1	XP_029040235.1
OG0002826	XP_026674894.1, XP_017891328.1	XP_029043884.1
OG0002827	XP_017891965.1, XP_017891962.1, XP_017891963.1	XP_029037515.1
OG0002828	XP_017891132.1	XP_029046351.1
OG0002829	XP_017885723.1	XP_029037529.1
OG0002830	XP_017891736.1, XP_017891735.1, XP_017891733.1	XP_029042092.1
OG0002831	XP_017880547.1	XP_029043672.1
OG0002832	XP_017882262.1	XP_029044575.1, XP_029044574.1
OG0002833	XP_017885885.1	XP_029032461.1
OG0002834	XP_026673867.1, XP_017889218.1	XP_029056425.1
OG0002835	XP_017876409.1	XP_029048371.1
OG0002836	XP_017881947.1, XP_026670347.1	XP_029039996.1
OG0002837	XP_017877089.1, XP_017877090.1	XP_029050167.1, XP_029050168.1
OG0002838	XP_017879468.1	XP_029044973.1
OG0002840	XP_017881243.1	XP_029037168.1
OG0002840	XP_017881041.1	XP_029038684.1
OG0002841	XP_017881398.1	XP_029037217.1
OG0002841	XP_017881053.1	XP_029037202.1
OG0002843	XP_017886242.1, XP_017886243.1	XP_029032963.1
OG0002844	XP_017885525.1	XP_029047219.1, XP_029047227.1
OG0002845	XP_017890301.2	XP_029033075.1
OG0002847	XP_017886253.1	XP_029048404.1, XP_029048398.1
OG0002848	XP_017877876.1	XP_029047882.1
OG0002849	XP_017881537.1	XP_029055339.1, XP_029055337.1, XP_029055340.1, XP_029055336.1
OG0002851	XP_017876792.1, XP_026667832.1	XP_029034124.1, XP_029034122.1, XP_029034123.1
OG0002852	XP_017876341.1, XP_017876752.1, XP_026667755.1, XP_026667754.1, XP_026667753.1	XP_029055920.1, XP_029055921.1
OG0002856	XP_017891925.1	XP_029052136.1
OG0002857	XP_017880340.1, XP_017880341.1	XP_029055658.1, XP_029055774.1
OG0002858	XP_017890459.1	XP_029046605.1
OG0002859	XP_017879506.1, XP_017879514.1	XP_029035243.1
OG0002860	XP_017891993.1	XP_029052121.1
OG0002861	XP_017884876.1	XP_029043329.1
OG0002863	XP_017883648.1, XP_017883647.1	XP_029048631.1
OG0002864	XP_017891909.1	XP_029052140.1
OG0002865	XP_017883926.1	XP_029040557.1, XP_029040556.1
OG0002866	XP_017889153.1	XP_029049444.1
OG0002867	XP_017886775.1	XP_029034584.1
OG0002868	XP_017884441.1, XP_017888085.1	XP_029049122.1
OG0002869	XP_017877482.1	XP_029040300.1
OG0002870	XP_017890465.1	XP_029049798.1
OG0002871	XP_017885972.1	XP_029053118.1
OG0002872	XP_017882640.1	XP_029047696.1
OG0002873	XP_026673802.1, XP_017889064.1	XP_029054463.1, XP_029054462.1
OG0002874	XP_017882668.1	XP_029050366.1, XP_029050365.1, XP_029050367.1
OG0002875	XP_026673813.1	XP_029040757.1
OG0002876	XP_017890058.1	XP_029036409.1, XP_029036410.1
OG0002877	XP_026668753.1	XP_029039644.1
OG0002878	XP_017881608.1	XP_029043472.1
OG0002879	XP_017876574.1	XP_029051411.1, XP_029051410.1
OG0002880	XP_017886109.1	XP_029051741.1
OG0002881	XP_017875318.1	XP_029033282.1
OG0002882	XP_017886995.1	XP_029041429.1
OG0002883	XP_017883459.1	XP_029051538.1
OG0002884	XP_017876120.1, XP_017876119.1	XP_029049526.1
OG0002885	XP_017883732.1, XP_017883731.1, XP_026671156.1	XP_029056064.1, XP_029056074.1
OG0002886	XP_026666696.1	XP_029044366.1
OG0002887	XP_017887285.1	XP_029049906.1, XP_029049904.1, XP_029049905.1
OG0002888	XP_017884839.1	XP_029043433.1, XP_029043434.1
OG0002889	XP_017876144.1	XP_029040742.1, XP_029040741.1
OG0002890	XP_026666889.1	XP_029038844.1
OG0002891	XP_017883465.1	XP_029051543.1, XP_029051544.1
OG0002892	XP_017886980.1	XP_029050229.1
OG0002893	XP_017878491.1	XP_029037338.1
OG0002894	XP_017888086.1	XP_029043314.1, XP_029043313.1
OG0002895	XP_026673968.1	XP_029036933.1
OG0002896	XP_017883755.1	XP_029033008.1
OG0002897	XP_017882067.1	XP_029039923.1
OG0002898	XP_017878831.1	XP_029048485.1
OG0002899	XP_017875425.1	XP_029037507.1
OG0002900	XP_017889541.1, XP_017889542.1	XP_029045938.1
OG0002901	XP_017881655.1	XP_029032921.1
OG0002902	XP_026673458.1	XP_029037467.1
OG0002903	XP_017875656.1	XP_029040420.1
OG0002904	XP_017883591.1	XP_029036633.1
OG0002905	XP_017889748.1	XP_029049992.1
OG0002906	XP_017893383.1, XP_026666687.1	XP_029044972.1
OG0002907	XP_017887298.1	XP_029040755.1
OG0002908	XP_026667343.1	XP_029041432.1
OG0002909	XP_017886365.1	XP_029042925.1
OG0002910	XP_017880862.1	XP_029037039.1, XP_029037040.1
OG0002911	XP_026671570.1	XP_029037688.1
OG0002912	XP_017883891.1, XP_017875592.1	XP_029047540.1
OG0002913	XP_017886398.1	XP_029047807.1
OG0002914	XP_017890344.1	XP_029047609.1, XP_029047610.1
OG0002915	XP_017882329.1	XP_029047614.1
OG0002916	XP_017889402.1	XP_029039525.1
OG0002917	XP_017891376.1, XP_017891377.1	XP_029042111.1
OG0002918	XP_026672678.1	XP_029041581.1, XP_029041860.1
OG0002919	XP_017885693.1	XP_029052284.1, XP_029052285.1
OG0002920	XP_017886512.1	XP_029052943.1, XP_029038295.1
OG0002921	XP_026669303.1	XP_029044209.1
OG0002922	XP_017889739.1	XP_029036994.1
OG0002923	XP_017875181.1, XP_017875180.1	XP_029050451.1
OG0002924	XP_017878962.1	XP_029037569.1
OG0002925	XP_017876867.1	XP_029041195.1
OG0002926	XP_026673467.1	XP_029046021.1
OG0002927	XP_017889617.1	XP_029035136.1
OG0002928	XP_017878251.1	XP_029041444.1
OG0002929	XP_017885248.1	XP_029055491.1
OG0002930	XP_017880845.1	XP_029033783.1
OG0002931	XP_026667828.1, XP_026667829.1, XP_026667830.1	XP_029056556.1
OG0002932	XP_017890906.1	XP_029041649.1, XP_029041650.1, XP_029041651.1
OG0002933	XP_026670897.1, XP_017883111.1	XP_029042078.1
OG0002934	XP_017883530.1, XP_017883528.1, XP_017883531.1, XP_026671047.1, XP_026671046.1	XP_029042783.1
OG0002935	XP_026675068.1	XP_029042928.1, XP_029042927.1
OG0002936	XP_017889378.1, XP_017889377.1	XP_029036726.1
OG0002937	XP_026674442.1, XP_026674443.1, XP_017890346.1	XP_029052384.1
OG0002938	XP_017879786.1, XP_026669125.1	XP_029044102.1, XP_029044946.1
OG0002939	XP_017890475.1	XP_029049786.1
OG0002940	XP_026673950.1, XP_026671672.1	XP_029048375.1, XP_029048376.1
OG0002941	XP_017875596.1	XP_029050452.1
OG0002942	XP_017888361.1	XP_029046030.1
OG0002943	XP_017892013.1	XP_029045616.1, XP_029045615.1, XP_029045614.1
OG0002944	XP_017883803.1	XP_029045609.1, XP_029045610.1, XP_029045607.1, XP_029045608.1
OG0002945	XP_017890029.1	XP_029048246.1
OG0002946	XP_017888968.1	XP_029041445.1, XP_029040855.1
OG0002947	XP_017885174.1	XP_029048560.1
OG0002948	XP_017886103.1	XP_029037054.1
OG0002949	XP_026670426.1	XP_029044573.1, XP_029044572.1
OG0002950	XP_017878351.1	XP_029036950.1
OG0002951	XP_017884469.1	XP_029037392.1
OG0002952	XP_017889365.1	XP_029045794.1, XP_029045792.1
OG0002953	XP_017888326.1	XP_029046595.1, XP_029046596.1
OG0002954	XP_017876216.1	XP_029038797.1
OG0002955	XP_017881884.1	XP_029050823.1
OG0002956	XP_026675419.1	XP_029053094.1
OG0002957	XP_026668071.1	XP_029036072.1, XP_029036078.1
OG0002957	XP_017877489.1	XP_029036076.1
OG0002958	XP_017876389.1, XP_026667819.1, XP_026667813.1, XP_026667810.1	XP_029048955.1
OG0002959	XP_017892524.1, XP_017892560.1, XP_017892563.1, XP_017892551.1	XP_029037277.1
OG0002960	XP_017883799.1	XP_029043209.1
OG0002961	XP_026673280.1, XP_026673279.1	XP_029039952.1
OG0002962	XP_017881832.1	XP_029038819.1
OG0002963	XP_017886954.1	XP_029048094.1, XP_029048095.1
OG0002964	XP_017880071.1, XP_026669292.1	XP_029054590.1
OG0002965	XP_017890204.1	XP_029036569.1
OG0002966	XP_017875480.1	XP_029041933.1
OG0002967	XP_017876021.1	XP_029047127.1
OG0002968	XP_017881870.1, XP_017881878.1	XP_029047911.1
OG0002969	XP_017875891.1	XP_029051578.1
OG0002970	XP_017886439.1	XP_029034768.1
OG0002971	XP_017877280.1	XP_029050846.1
OG0002972	XP_017878392.1	XP_029046531.1
OG0002973	XP_017885205.1	XP_029055652.1
OG0002974	XP_017893090.1	XP_029052308.1
OG0002975	XP_026670250.1, XP_017882240.1	XP_029044571.1
OG0002976	XP_026668839.1	XP_029041276.1, XP_029041278.1, XP_029041277.1
OG0002977	XP_026674837.1	XP_029051170.1
OG0002979	XP_017885836.1	XP_029032166.1
OG0002980	XP_017885823.2	XP_029055096.1
OG0002981	XP_026675163.1	XP_029053056.1
OG0002982	XP_026667409.1	XP_029040079.1
OG0002983	XP_017888043.1	XP_029039784.1
OG0002984	XP_017878296.1, XP_017878417.1	XP_029054274.1
OG0002985	XP_026675362.1	XP_029045094.1
OG0002986	XP_017881209.1, XP_017881207.1	XP_029046261.1
OG0002987	XP_017877900.1	XP_029046693.1
OG0002988	XP_017881096.1	XP_029040974.1
OG0002989	XP_017892773.2	XP_029034382.1
OG0002990	XP_017877265.1	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1
OG0002991	XP_017886920.1	XP_029045214.1
OG0002992	XP_017888857.1, XP_026673653.1	XP_029052950.1
OG0002993	XP_017889121.1	XP_029033922.1
OG0002994	XP_017878179.1, XP_017878187.1	XP_029047068.1
OG0002995	XP_017892564.1	XP_029047639.1
OG0002996	XP_026673661.1	XP_029049612.1
OG0002997	XP_017887452.1	XP_029037362.1
OG0002998	XP_017882065.1, XP_026670405.1	XP_029039799.1, XP_029039797.1, XP_029039798.1
OG0002999	XP_017882135.1	XP_029040516.1, XP_029040513.1
OG0003000	XP_017885197.1	XP_029044721.1
OG0003001	XP_026669313.1, XP_026669312.1	XP_029042414.1
OG0003002	XP_017884053.1	XP_029041420.1
OG0003003	XP_017883995.1	XP_029054426.1
OG0003004	XP_017889286.1	XP_029038962.1
OG0003005	XP_026670879.1	XP_029048694.1
OG0003006	XP_017884944.1	XP_029041875.1
OG0003007	XP_017885967.1	XP_029055105.1
OG0003008	XP_026667573.1	XP_029042167.1
OG0003009	XP_017881529.1	XP_029050779.1
OG0003010	XP_017876027.1, XP_017876028.1	XP_029047057.1
OG0003011	XP_026669192.1	XP_029055829.1
OG0003012	XP_017888150.1	XP_029045349.1
OG0003013	XP_017890627.1, XP_026674580.1, XP_026674582.1	XP_029047239.1
OG0003014	XP_026669848.1	XP_029054155.1
OG0003015	XP_017891371.1	XP_029043836.1
OG0003017	XP_017877577.1	XP_029042341.1
OG0003018	XP_017885386.1	XP_029046277.1
OG0003019	XP_017876020.1	XP_029046752.1, XP_029046751.1
OG0003020	XP_026669613.1, XP_017880618.1	XP_029050076.1
OG0003021	XP_017878202.1	XP_029055847.1
OG0003022	XP_017877372.1	XP_029041194.1, XP_029041193.1
OG0003023	XP_017893172.1	XP_029041774.1
OG0003024	XP_017884404.1	XP_029050680.1
OG0003025	XP_017882327.1	XP_029047611.1
OG0003026	XP_017876462.1	XP_029039944.1
OG0003027	XP_026667397.1, XP_017876000.1	XP_029044258.1
OG0003028	XP_017891804.2	XP_029048195.1
OG0003029	XP_017883974.1	XP_029038081.1
OG0003030	XP_017881029.1	XP_029042554.1
OG0003031	XP_017888112.1	XP_029045388.1
OG0003032	XP_017878191.1	XP_029034676.1
OG0003033	XP_017887876.1	XP_029047268.1
OG0003034	XP_017881049.1	XP_029051693.1, XP_029051692.1
OG0003035	XP_017888351.1	XP_029040316.1
OG0003036	XP_017888146.1	XP_029045404.1
OG0003037	XP_017884036.1	XP_029052665.1
OG0003038	XP_017890289.1	XP_029049262.1
OG0003039	XP_017890649.1	XP_029040345.1, XP_029040344.1
OG0003040	XP_017891494.1, XP_017891493.1	XP_029051758.1
OG0003041	XP_026673814.1	XP_029051944.1
OG0003042	XP_017877240.1	XP_029042293.1
OG0003043	XP_026671009.1	XP_029034861.1
OG0003044	XP_017875965.1	XP_029047394.1, XP_029047392.1
OG0003045	XP_017875243.1	XP_029044491.1, XP_029044493.1
OG0003046	XP_017888654.2	XP_029055497.1
OG0003047	XP_017887550.1	XP_029032374.1
OG0003048	XP_017891276.1	XP_029032006.1, XP_029056369.1
OG0003049	XP_017875068.1	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1
OG0003050	XP_017879440.1, XP_017892038.1, XP_017892040.1, XP_017892039.1	XP_029038774.1
OG0003051	XP_017891704.1	XP_029035944.1, XP_029035945.1
OG0003052	XP_017889699.1	XP_029047741.1
OG0003053	XP_026674800.1	XP_029053630.1
OG0003054	XP_017881087.1	XP_029053614.1
OG0003055	XP_017885072.1	XP_029032969.1
OG0003056	XP_017875233.1	XP_029055513.1
OG0003057	XP_017880843.1	XP_029033777.1, XP_029033776.1
OG0003058	XP_017886462.1	XP_029036882.1
OG0003059	XP_017879494.1	XP_029036523.1
OG0003060	XP_017884592.1	XP_029041790.1
OG0003061	XP_017886149.1	XP_029049893.1
OG0003062	XP_017884398.1	XP_029035268.1
OG0003063	XP_017891422.2	XP_029035740.1
OG0003064	XP_017876590.1, XP_017876592.1, XP_017876591.1, XP_026667591.1	XP_029040193.1
OG0003065	XP_017875254.1, XP_017875253.1	XP_029037175.1
OG0003066	XP_017880431.1	XP_029055655.1
OG0003067	XP_026668187.1	XP_029048448.1
OG0003068	XP_017889600.1	XP_029056470.1
OG0003069	XP_017876266.1	XP_029049181.1
OG0003070	XP_017891773.1	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1
OG0003071	XP_017887843.1	XP_029037853.1
OG0003072	XP_017889804.1	XP_029040896.1
OG0003073	XP_026668503.1, XP_026668501.1	XP_029050045.1, XP_029050044.1
OG0003074	XP_026673131.1, XP_026673132.1	XP_029032560.1
OG0003075	XP_017888186.1	XP_029051995.1, XP_029051998.1
OG0003076	XP_017893473.1	XP_029039279.1
OG0003077	XP_017893656.1	XP_029053003.1
OG0003078	XP_017883737.1	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1
OG0003079	XP_026671780.1, XP_017884716.1, XP_026671778.1	XP_029045340.1
OG0003080	XP_017891211.1, XP_017891212.1	XP_029043135.1
OG0003081	XP_017881563.1	XP_029038041.1
OG0003082	XP_017882506.1	XP_029037194.1
OG0003083	XP_017881674.1	XP_029038673.1
OG0003084	XP_017887844.1	XP_029038988.1
OG0003085	XP_017885796.1	XP_029046024.1
OG0003086	XP_017884440.1	XP_029045464.1
OG0003088	XP_017883166.1	XP_029048242.1
OG0003089	XP_017892154.1	XP_029039411.1
OG0003090	XP_017885126.1, XP_026671936.1, XP_026671935.1	XP_029039226.1
OG0003091	XP_017890912.1	XP_029042594.1
OG0003092	XP_017876382.1	XP_029053723.1
OG0003093	XP_017886853.1	XP_029047167.1
OG0003094	XP_017882947.1	XP_029036466.1
OG0003095	XP_017876975.1	XP_029048006.1, XP_029048009.1
OG0003096	XP_026671029.1	XP_029035030.1, XP_029035031.1
OG0003097	XP_017881885.1, XP_017877225.1	XP_029050827.1
OG0003098	XP_017877852.1	XP_029045513.1, XP_029045514.1
OG0003099	XP_017890959.1	XP_029041002.1, XP_029041003.1
OG0003100	XP_017886248.1	XP_029052025.1
OG0003101	XP_026674776.1	XP_029046294.1
OG0003102	XP_017883691.1	XP_029048988.1
OG0003103	XP_017885207.1	XP_029032655.1
OG0003104	XP_017888393.1	XP_029038999.1
OG0003105	XP_017889843.1	XP_029040932.1, XP_029040934.1
OG0003106	XP_026672180.1	XP_029038228.1
OG0003107	XP_026668659.1, XP_017878679.1	XP_029038338.1, XP_029038339.1
OG0003108	XP_017889764.1	XP_029049344.1
OG0003109	XP_026673853.1	XP_029050717.1
OG0003110	XP_017892431.1	XP_029032616.1
OG0003111	XP_017887869.1	XP_029052459.1
OG0003112	XP_017881463.1	XP_029035024.1, XP_029035025.1
OG0003113	XP_017885269.1, XP_017888730.2, XP_017879157.1, XP_017892301.1	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1
OG0003114	XP_026671949.1	XP_029038362.1
OG0003115	XP_017891669.1	XP_029032158.1
OG0003116	XP_017882022.1	XP_029040524.1
OG0003118	XP_017879006.1, XP_026668805.1	XP_029037475.1, XP_029037474.1
OG0003119	XP_017886479.1	XP_029044698.1
OG0003120	XP_026668936.1	XP_029031859.1, XP_029031854.1
OG0003121	XP_017889574.1	XP_029040884.1
OG0003122	XP_017880962.1, XP_017880963.1	XP_029033109.1
OG0003123	XP_017893677.1	XP_029051007.1
OG0003124	XP_017882487.1	XP_029050347.1, XP_029050339.1
OG0003125	XP_026669941.1, XP_017881178.1, XP_017881179.1	XP_029051421.1, XP_029051422.1
OG0003126	XP_017877065.1	XP_029050881.1
OG0003127	XP_026670854.1	XP_029048208.1
OG0003128	XP_017881618.1	XP_029038056.1
OG0003129	XP_026673176.1	XP_029052473.1
OG0003130	XP_017892662.1	XP_029055045.1
OG0003131	XP_026672072.1	XP_029045506.1
OG0003132	XP_026671017.1	XP_029034914.1
OG0003133	XP_026669238.1	XP_029041719.1
OG0003134	XP_026671480.1	XP_029056650.1
OG0003135	XP_017893605.1	XP_029047038.1, XP_029051651.1, XP_029051649.1
OG0003136	XP_017884935.1	XP_029050704.1
OG0003137	XP_026667365.1	XP_029037723.1
OG0003138	XP_017887317.1	XP_029049867.1
OG0003140	XP_017878071.1	XP_029035778.1
OG0003141	XP_026667823.1, XP_026667824.1	XP_029031990.1, XP_029031993.1
OG0003142	XP_017891782.1	XP_029053878.1
OG0003143	XP_017883205.1	XP_029040982.1
OG0003144	XP_017877394.1	XP_029039735.1, XP_029039736.1
OG0003145	XP_017892004.1, XP_017892003.1	XP_029038958.1, XP_029038957.1
OG0003146	XP_017891658.1	XP_029035646.1
OG0003147	XP_017893232.1	XP_029051204.1
OG0003148	XP_017883434.1	XP_029051473.1
OG0003149	XP_017888217.1	XP_029050252.1
OG0003150	XP_017879510.1	XP_029045532.1
OG0003151	XP_017883124.1	XP_029046439.1
OG0003152	XP_026675455.1, XP_026675447.1	XP_029032262.1
OG0003153	XP_017886833.1	XP_029045240.1, XP_029045239.1
OG0003154	XP_026672622.1	XP_029032972.1
OG0003155	XP_017877818.1	XP_029052521.1
OG0003156	XP_017882284.1	XP_029047046.1
OG0003157	XP_017876183.1	XP_029044208.1, XP_029044207.1, XP_029044206.1
OG0003158	XP_017890964.1, XP_017890961.1, XP_017890962.1, XP_017890966.1, XP_017890965.1, XP_017890969.1, XP_017890967.1, XP_026674685.1	XP_029048018.1, XP_029048017.1
OG0003159	XP_017889056.1	XP_029050913.1
OG0003160	XP_017884674.1	XP_029037642.1
OG0003161	XP_017880854.1	XP_029049876.1, XP_029049875.1
OG0003162	XP_026672924.1, XP_017887264.1, XP_026672923.1	XP_029049885.1, XP_029049884.1
OG0003163	XP_026673428.1, XP_017888279.1	XP_029033956.1
OG0003164	XP_017885606.1, XP_026672184.1	XP_029047250.1
OG0003165	XP_017886151.2	XP_029053229.1
OG0003166	XP_026674687.1, XP_026674686.1	XP_029050135.1, XP_029050136.1
OG0003167	XP_017875599.1	XP_029047522.1
OG0003168	XP_017892089.1	XP_029045660.1
OG0003169	XP_026671421.1	XP_029055967.1
OG0003170	XP_026670972.1, XP_017883353.1, XP_026670971.1	XP_029038111.1
OG0003171	XP_017887536.1	XP_029032597.1
OG0003172	XP_026667852.1, XP_026667904.1	XP_029037023.1
OG0003173	XP_017878270.1, XP_026668512.1	XP_029037551.1
OG0003174	XP_017892885.1, XP_017892887.1	XP_029043233.1
OG0003175	XP_017877311.2, XP_017884554.1, XP_017889826.1	XP_029048342.1, XP_029048341.1
OG0003176	XP_026670463.1	XP_029046870.1
OG0003177	XP_017876856.1	XP_029031900.1, XP_029031901.1
OG0003178	XP_026668631.1, XP_026668630.1	XP_029042646.1
OG0003179	XP_026666822.1	XP_029055364.1
OG0003180	XP_017887690.1	XP_029032159.1
OG0003181	XP_017891281.2	XP_029041296.1
OG0003182	XP_026669114.1	XP_029040774.1
OG0003183	XP_017886824.1	XP_029056059.1
OG0003184	XP_026674613.1	XP_029051212.1
OG0003185	XP_026672119.1	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1
OG0003186	XP_026670097.1	XP_029041384.1
OG0003187	XP_017884980.1	XP_029041484.1
OG0003188	XP_017882128.1	XP_029051459.1
OG0003189	XP_026667034.1	XP_029044496.1
OG0003190	XP_026675379.1	XP_029038599.1
OG0003191	XP_017875903.1	XP_029056542.1
OG0003192	XP_017886632.1, XP_026672621.1	XP_029034249.1
OG0003193	XP_026670386.1	XP_029052446.1, XP_029052435.1
OG0003194	XP_017891942.1	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1
OG0003195	XP_017889895.1, XP_017889894.1	XP_029053242.1
OG0003196	XP_026671937.1	XP_029032759.1
OG0003197	XP_026669816.1	XP_029053613.1
OG0003198	XP_017891446.1	XP_029031906.1
OG0003199	XP_026666675.1	XP_029034506.1
OG0003201	XP_026673166.1	XP_029048525.1
OG0003202	XP_026675603.1	XP_029055882.1
OG0003203	XP_026674277.1	XP_029036355.1
OG0003204	XP_026669787.1, XP_017881052.1	XP_029051700.1
OG0003205	XP_026666816.1, XP_017893514.1, XP_017893513.1	XP_029045021.1
OG0003206	XP_026668424.1	XP_029034691.1
OG0003207	XP_026670716.1	XP_029044137.1
OG0003208	XP_017879345.2	XP_029031967.1
OG0003209	XP_017877202.1	XP_029042368.1
OG0003210	XP_017875841.2	XP_029047352.1, XP_029047353.1
OG0003211	XP_026667486.1, XP_017888598.2	XP_029038725.1, XP_029038724.1
OG0003212	XP_017884341.1	XP_029048280.1
OG0003213	XP_026673212.1, XP_026666827.1	XP_029051295.1
OG0003214	XP_026668546.1	XP_029048311.1
OG0003215	XP_017890487.1, XP_017890486.1, XP_017890485.1	XP_029049794.1
OG0003217	XP_017883289.1, XP_026670941.1, XP_026670940.1	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1
OG0003218	XP_017890416.1	XP_029052309.1, XP_029052310.1
OG0003219	XP_017893401.1	XP_029050349.1
OG0003220	XP_017880011.1	XP_029050196.1
OG0003221	XP_017891167.1	XP_029056573.1, XP_029056572.1
OG0003222	XP_017893667.1	XP_029038502.1
OG0003223	XP_026667021.1	XP_029044494.1
OG0003225	XP_017885390.1	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1
OG0003226	XP_017884438.1	XP_029045451.1, XP_029045449.1, XP_029045450.1
OG0003227	XP_017888103.1	XP_029037593.1
OG0003228	XP_017883625.1	XP_029035128.1
OG0003229	XP_017877182.1	XP_029051005.1
OG0003230	XP_017893472.1	XP_029051424.1
OG0003231	XP_017882210.1, XP_026670259.1, XP_026670258.1	XP_029039372.1
OG0003232	XP_026669255.1, XP_026669256.1, XP_017879996.1, XP_026669253.1, XP_026669254.1	XP_029046559.1, XP_029046560.1
OG0003234	XP_017890327.1, XP_026674437.1	XP_029036048.1
OG0003235	XP_026667707.1	XP_029053554.1
