Orthogroup	Ceratina_calcarata	Anopheles_gambiae
OG0002792	XP_017876195.1, XP_017875130.1	XP_552227.3, XP_001688185.1
OG0002793	XP_017875870.1, XP_017877829.1	XP_310708.5
OG0002794	XP_017880988.2, XP_017886024.1, XP_017882949.1	XP_309029.4
OG0002795	XP_017877524.1	XP_313494.5
OG0002796	XP_017893050.1	XP_316003.3, XP_001688762.1
OG0002797	XP_017891598.1	XP_001688480.1
OG0002798	XP_026673255.1	XP_001688615.1, XP_315104.2, XP_557644.3, XP_557643.3
OG0002799	XP_017879976.1	XP_001687859.1, XP_001687860.1, XP_564525.2
OG0002800	XP_026671982.1, XP_026671979.1	XP_310912.5, XP_003436939.1
OG0002801	XP_017878260.1	XP_319887.3
OG0002802	XP_017888129.2, XP_026673327.1	XP_308447.4
OG0002803	XP_017878727.1	XP_311322.5
OG0002805	XP_017883338.1	XP_556722.2, XP_316089.4
OG0002806	XP_026667296.1	XP_003436450.1, XP_314248.5
OG0002807	XP_017889338.1	XP_309917.4
OG0002809	XP_017883519.1, XP_017883520.1	XP_001687909.1
OG0002810	XP_017891489.1	XP_312648.4, XP_312649.4
OG0002811	XP_026673746.1	XP_001238138.1, XP_319291.4
OG0002812	XP_017876549.1, XP_017876548.1, XP_026667709.1	XP_308597.4
OG0002813	XP_017891936.1	XP_552313.3, XP_320603.3, XP_001238345.1
OG0002814	XP_017884544.1	XP_307937.5
OG0002815	XP_017875210.1	XP_319871.4
OG0002816	XP_017890555.1, XP_017890556.1	XP_319586.2
OG0002817	XP_026672244.1, XP_026672243.1, XP_026672245.1, XP_017885751.1, XP_026672242.1	XP_001237815.1
OG0002818	XP_017892804.1, XP_017892803.1	XP_311370.2
OG0002819	XP_017889504.1	XP_311243.4
OG0002821	XP_017892926.2	XP_314812.2
OG0002824	XP_017880940.1	XP_309417.4, XP_309414.4
OG0002825	XP_017882556.1, XP_017882555.1	XP_001687776.2
OG0002826	XP_026674894.1, XP_017891328.1	XP_311942.4
OG0002827	XP_017891965.1, XP_017891962.1, XP_017891963.1	XP_311123.3
OG0002828	XP_017891132.1	XP_319869.4, XP_315738.4
OG0002829	XP_017885723.1	XP_311306.5
OG0002831	XP_017880547.1	XP_003436689.1, XP_001231159.3
OG0002832	XP_017882262.1	XP_320060.4, XP_318941.4, XP_320063.4, XP_319079.4
OG0002834	XP_026673867.1, XP_017889218.1	XP_001689010.1
OG0002835	XP_017876409.1	XP_312454.4
OG0002836	XP_017881947.1, XP_026670347.1	XP_309963.4
OG0002837	XP_017877089.1, XP_017877090.1	XP_312194.5
OG0002838	XP_017879468.1	XP_312251.5
OG0002839	XP_026670119.1, XP_017890614.1, XP_017888729.1, XP_026674938.1, XP_017884091.1, XP_026669100.1, XP_026675047.1, XP_026673602.1, XP_026675632.1, XP_017885362.1, XP_026673855.1, XP_017889116.2, XP_026673538.1, XP_026671359.1, XP_026673854.1, XP_026672436.1, XP_026672437.1, XP_017891649.2, XP_026672067.1, XP_017885815.1, XP_017889231.1, XP_017885814.1, XP_026672068.1, XP_017876325.2, XP_026671363.1, XP_017885415.1	XP_318379.5
OG0002856	XP_017891925.1	XP_310376.5, XP_310375.4
OG0002857	XP_017880340.1, XP_017880341.1	XP_309573.2
OG0002858	XP_017890459.1	XP_320915.2
OG0002859	XP_017879506.1, XP_017879514.1	XP_307418.1
OG0002860	XP_017891993.1	XP_310743.3
OG0002861	XP_017884876.1	XP_311495.4
OG0002862	XP_017879576.1, XP_017879575.1	XP_318932.2
OG0002863	XP_017883648.1, XP_017883647.1	XP_308200.3, XP_001687866.1
OG0002865	XP_017883926.1	XP_003436817.1
OG0002866	XP_017889153.1	XP_308793.4
OG0002867	XP_017886775.1	XP_312131.3
OG0002868	XP_017884441.1, XP_017888085.1	XP_001237411.2
OG0002869	XP_017877482.1	XP_317468.3
OG0002870	XP_017890465.1	XP_003436778.1, XP_003436779.1, XP_313573.5
OG0002871	XP_017885972.1	XP_309711.2
OG0002872	XP_017882640.1	XP_308820.3, XP_001688098.1, XP_001688097.1
OG0002873	XP_026673802.1, XP_017889064.1	XP_316171.4
OG0002874	XP_017882669.1, XP_017882668.1	XP_308356.2
OG0002875	XP_026673813.1	XP_310848.3
OG0002876	XP_017890058.1	XP_319546.5
OG0002877	XP_026668753.1	XP_316106.4
OG0002878	XP_017881608.1	XP_307209.4
OG0002879	XP_017876574.1	XP_311320.3
OG0002880	XP_017886109.1	XP_308500.3, XP_001687957.1
OG0002881	XP_017875318.1	XP_312544.3
OG0002882	XP_017886995.1	XP_315186.5
OG0002883	XP_017883459.1	XP_311491.3
OG0002884	XP_017876120.1, XP_017876119.1	XP_310004.2
OG0002885	XP_017883732.1, XP_017883731.1, XP_026671156.1	XP_312949.1
OG0002886	XP_026666696.1	XP_321061.3
OG0002887	XP_017887285.1	XP_316943.3
OG0002888	XP_017884839.1	XP_555619.3
OG0002890	XP_026666889.1	XP_312616.5
OG0002891	XP_017883465.1	XP_309305.3
OG0002892	XP_017886980.1	XP_310259.2
OG0002893	XP_017878491.1	XP_314719.2
OG0002894	XP_017888086.1	XP_321255.2
OG0002895	XP_026673968.1	XP_307892.4
OG0002896	XP_017883755.1	XP_317369.4
OG0002897	XP_017882067.1	XP_003436463.1, XP_314275.5
OG0002898	XP_017878831.1	XP_003435805.1, XP_321835.2
OG0002899	XP_017875425.1	XP_312670.1
OG0002900	XP_017889541.1, XP_017889542.1	XP_321475.5
OG0002901	XP_017881655.1	XP_321840.2
OG0002902	XP_026673458.1	XP_310794.4
OG0002903	XP_017875656.1	XP_001689348.1
OG0002904	XP_017883591.1	XP_315922.3
OG0002905	XP_017889748.1	XP_003435889.1, XP_321478.5
OG0002906	XP_017893383.1, XP_026666687.1	XP_309425.4, XP_309424.4
OG0002907	XP_017888930.1, XP_017887298.1	XP_318106.2
OG0002908	XP_026667343.1	XP_001688553.1, XP_314296.3
OG0002909	XP_017886365.1	XP_309615.3
OG0002910	XP_017880862.1	XP_308926.3
OG0002911	XP_026671570.1	XP_001689081.1, XP_318023.4
OG0002912	XP_017883891.1, XP_017875592.1	XP_314036.4, XP_001688507.1
OG0002913	XP_017886398.1	XP_317021.4
OG0002914	XP_017890344.1	XP_314713.2
OG0002915	XP_017882329.1	XP_308440.2
OG0002916	XP_017889402.1	XP_312666.3
OG0002917	XP_017891376.1, XP_017891377.1	XP_309332.4
OG0002918	XP_026672678.1	XP_308438.4
OG0002919	XP_017885693.1	XP_308768.3
OG0002920	XP_017886512.1	XP_312508.3
OG0002922	XP_017889739.1	XP_564965.3
OG0002923	XP_017875181.1, XP_017875180.1	XP_317773.4
OG0002924	XP_017878962.1	XP_310692.5
OG0002925	XP_017876867.1	XP_314765.4
OG0002926	XP_026673467.1	XP_317476.4
OG0002927	XP_017889617.1	XP_309089.4
OG0002928	XP_017878251.1	XP_313367.4
OG0002929	XP_017885248.1	XP_321414.5
OG0002930	XP_017880845.1	XP_319767.4
OG0002931	XP_026667828.1, XP_026667829.1, XP_026667830.1	XP_309396.4
OG0002932	XP_017890906.1	XP_321351.3
OG0002933	XP_026670897.1, XP_017883111.1	XP_319831.2
OG0002934	XP_017883530.1, XP_017883528.1, XP_017883531.1, XP_026671047.1, XP_026671046.1	XP_319772.3
OG0002935	XP_026675068.1	XP_317687.3
OG0002936	XP_017889378.1, XP_017889377.1	XP_320437.4
OG0002937	XP_026674442.1, XP_026674443.1, XP_017890346.1	XP_319746.4
OG0002938	XP_017879786.1, XP_026669125.1	XP_314995.4
OG0002939	XP_017890475.1	XP_320532.3
OG0002940	XP_026673950.1, XP_026671672.1	XP_311935.4
OG0002941	XP_017875596.1	XP_310198.4
OG0002942	XP_017888361.1	XP_317474.4
OG0002943	XP_017892013.1	XP_321789.1
OG0002944	XP_017883803.1	XP_316427.3
OG0002945	XP_017890029.1	XP_558848.3, XP_558841.1, XP_310670.5
OG0002946	XP_017888968.1	XP_320857.3
OG0002947	XP_017885174.1	XP_001687877.1, XP_308240.3
OG0002949	XP_026670426.1	XP_321327.5
OG0002950	XP_017878351.1	XP_562163.4
OG0002951	XP_017884469.1	XP_307882.4
OG0002952	XP_017889365.1	XP_308927.4
OG0002953	XP_017890580.1, XP_017888326.1	XP_311340.5
OG0002954	XP_017876216.1	XP_309689.4
OG0002955	XP_017881884.1	XP_314727.4, XP_319628.3
OG0002956	XP_026675419.1	XP_001688633.1, XP_315336.4
OG0002957	XP_026668071.1, XP_017877489.1	XP_308626.4
OG0002958	XP_017876389.1, XP_026667819.1, XP_026667813.1, XP_026667810.1	XP_003437009.1
OG0002959	XP_017892524.1, XP_017892560.1, XP_017892563.1, XP_017892551.1	XP_317305.2
OG0002960	XP_017883799.1	XP_314054.3
OG0002961	XP_026673280.1, XP_026673279.1	XP_001230901.1, XP_309224.5
OG0002962	XP_017881832.1	XP_320572.4
OG0002963	XP_017886954.1	XP_309974.4
OG0002964	XP_017880071.1, XP_026669292.1	XP_560861.1, XP_320966.5
OG0002965	XP_017890204.1	XP_312246.5
OG0002966	XP_017875480.1	XP_556176.3
OG0002967	XP_017876021.1	XP_319396.4
OG0002968	XP_017881870.1, XP_017881878.1	XP_320093.4
OG0002969	XP_017875891.1	XP_314113.4
OG0002970	XP_017886439.1	XP_309090.4
OG0002971	XP_017877280.1	XP_321674.5, XP_003435842.1, XP_003435841.1
OG0002972	XP_017878392.1	XP_312316.4
OG0002973	XP_017885205.1	XP_308560.2
OG0002974	XP_017893090.1	XP_321664.3
OG0002975	XP_026670250.1, XP_017882240.1	XP_003435922.1, XP_321330.5
OG0002976	XP_026668839.1	XP_001688187.1
OG0002977	XP_026674837.1	XP_001689098.1, XP_318113.4, XP_001689099.1
OG0002978	XP_017893080.1	XP_001689313.2
OG0002979	XP_017885836.1	XP_317563.2
OG0002981	XP_026675163.1	XP_315870.4
OG0002982	XP_026667409.1	XP_314865.3
OG0002983	XP_017888043.1	XP_308229.5
OG0002984	XP_017878296.1, XP_017878417.1	XP_315022.4
OG0002985	XP_026675362.1	XP_001238409.2, XP_320988.4
OG0002986	XP_017881209.1, XP_017881207.1	XP_321036.4, XP_307121.4
OG0002987	XP_017877900.1	XP_310144.4
OG0002988	XP_017881096.1	XP_313362.4, XP_003436535.1
OG0002989	XP_017892773.2	XP_319853.3
OG0002990	XP_017877265.1	XP_311158.5
OG0002991	XP_017886920.1	XP_313350.5
OG0002992	XP_017888857.1, XP_026673653.1	XP_318975.3
OG0002993	XP_017889121.1	XP_319156.4
OG0002994	XP_017878179.1, XP_017878187.1	XP_315843.4
OG0002995	XP_017892564.1	XP_312405.2
OG0002996	XP_026673661.1	XP_558416.3
OG0002997	XP_017887452.1	XP_317503.3
OG0002998	XP_017882065.1, XP_026670405.1	XP_308236.4
OG0002999	XP_017882135.1	XP_319349.4
OG0003000	XP_017885197.1	XP_318085.4
OG0003001	XP_026669313.1, XP_026669312.1	XP_309163.1
OG0003002	XP_017884053.1	XP_001688864.1, XP_316420.4
OG0003003	XP_017883995.1	XP_001237719.2
OG0003004	XP_017889286.1	XP_319149.2
OG0003005	XP_026670879.1	XP_321524.1, XP_003435885.1, XP_003435884.1, XP_003435883.1
OG0003006	XP_017884944.1	XP_308163.4, XP_001687854.1, XP_001687853.1, XP_001687852.1
OG0003007	XP_017885967.1	XP_320406.4
OG0003008	XP_026667573.1	XP_321354.5, XP_309617.4
OG0003009	XP_017881529.1	XP_318012.4
OG0003010	XP_017876027.1, XP_017876028.1	XP_001238442.3
OG0003011	XP_026669192.1	XP_003436254.1, XP_312082.3
OG0003012	XP_017888150.1	XP_313061.3
OG0003013	XP_017890627.1, XP_026674580.1, XP_026674582.1	XP_316598.2
OG0003014	XP_026669848.1	XP_316911.4
OG0003015	XP_017891371.1	XP_312880.4
OG0003017	XP_017877577.1	XP_320361.4
OG0003018	XP_017885386.1	XP_317346.3
OG0003019	XP_017876020.1	XP_321704.5
OG0003020	XP_026669613.1, XP_017880618.1	XP_320636.4
OG0003021	XP_017878202.1	XP_321004.2
OG0003022	XP_017877372.1	XP_309456.4
OG0003023	XP_017893172.1	XP_316976.2
OG0003024	XP_017884404.1	XP_315945.4
OG0003025	XP_017882327.1	XP_308516.1
OG0003026	XP_017876462.1	XP_312856.4
OG0003027	XP_026667397.1, XP_017876000.1	XP_001689248.1
OG0003028	XP_017891804.2	XP_315863.3
OG0003029	XP_017883974.1	XP_001687927.1, XP_318663.4
OG0003030	XP_017881029.1	XP_319524.2
OG0003031	XP_017888112.1	XP_306830.2, XP_312975.5
OG0003032	XP_017878191.1	XP_552635.3
OG0003033	XP_017887876.1	XP_315950.4
OG0003034	XP_017881049.1	XP_308051.4
OG0003035	XP_017888351.1	XP_315515.4
OG0003036	XP_017888146.1	XP_312139.4
OG0003037	XP_017884036.1	XP_321646.3
OG0003038	XP_017890289.1	XP_319600.4
OG0003039	XP_017890649.1	XP_313594.4
OG0003040	XP_017891494.1, XP_017891493.1	XP_320980.4
OG0003041	XP_026673814.1	XP_003436591.1, XP_310274.7
OG0003042	XP_017877240.1	XP_309862.3
OG0003043	XP_026671009.1	XP_318515.3
OG0003044	XP_017875965.1	XP_311004.5
OG0003045	XP_017875243.1	XP_307557.3, XP_319047.3, XP_319046.4
OG0003046	XP_017888654.2	XP_001689233.1, XP_320199.4, XP_001230399.1
OG0003047	XP_017887550.1	XP_318733.3
OG0003048	XP_017891276.1	XP_322027.4
OG0003049	XP_017875068.1	XP_313372.4
OG0003050	XP_017879440.1, XP_017892038.1, XP_017892040.1, XP_017892039.1	XP_307898.5
OG0003051	XP_017891704.1	XP_321492.4
OG0003052	XP_017889699.1	XP_003436378.1, XP_562817.2, XP_003436376.1, XP_003436377.1
OG0003053	XP_026674800.1	XP_312272.1
OG0003054	XP_017881087.1	XP_314023.3
OG0003055	XP_017885072.1	XP_314179.3
OG0003056	XP_017875233.1	XP_322063.5
OG0003057	XP_017880843.1	XP_319033.3
OG0003058	XP_017886462.1	XP_307927.5
OG0003059	XP_017879494.1	XP_309514.2
OG0003060	XP_017884592.1	XP_313646.4, XP_003436796.1, XP_003436795.1, XP_003436794.1, XP_003436793.1, XP_003436792.1
OG0003061	XP_017886149.1	XP_312936.3
OG0003062	XP_017884398.1	XP_001688793.1, XP_316201.4
OG0003063	XP_017891422.2	XP_315638.3, XP_315637.3
OG0003064	XP_017876590.1, XP_017876592.1, XP_017876591.1, XP_026667591.1	XP_311781.4
OG0003065	XP_017875254.1, XP_017875253.1	XP_319983.4
OG0003066	XP_017880431.1	XP_315683.2
OG0003067	XP_026668187.1	XP_319496.2
OG0003068	XP_017889600.1	XP_306831.2, XP_312974.2
OG0003069	XP_017876266.1	XP_315430.3
OG0003070	XP_017891773.1	XP_320328.4
OG0003071	XP_017887843.1	XP_319230.4
OG0003072	XP_017889804.1	XP_309660.5, XP_309659.5
OG0003073	XP_026668503.1, XP_026668501.1	XP_001689093.1, XP_318069.4
OG0003074	XP_026673131.1, XP_026673132.1	XP_310637.2
OG0003075	XP_017888186.1	XP_556087.3, XP_556088.3
OG0003076	XP_017893473.1	XP_312888.5
OG0003077	XP_017893656.1	XP_314117.4
OG0003078	XP_017883737.1	XP_319462.4
OG0003080	XP_017891211.1, XP_017891212.1	XP_320803.3
OG0003081	XP_017881563.1	XP_315329.2
OG0003082	XP_017882506.1	XP_311869.4
OG0003083	XP_017881674.1	XP_318459.5
OG0003084	XP_017887844.1	XP_311192.5
OG0003085	XP_017885796.1, XP_026668865.1	XP_317578.4
OG0003086	XP_017884440.1	XP_308193.4
OG0003088	XP_017883166.1	XP_321426.4
OG0003089	XP_017892154.1	XP_001689310.2
OG0003090	XP_017885126.1, XP_026671936.1, XP_026671935.1	XP_308746.4
OG0003091	XP_017890912.1	XP_003436341.1, XP_003436343.1, XP_003436342.1, XP_563112.4
OG0003092	XP_017876382.1	XP_317674.2
OG0003094	XP_017882947.1	XP_001238509.3
OG0003095	XP_017876975.1	XP_315892.4, XP_001237715.2
OG0003097	XP_017881885.1, XP_017877225.1	XP_320683.2
OG0003098	XP_017877852.1	XP_317464.4
OG0003099	XP_017890959.1	XP_311856.3, XP_003436356.1
OG0003100	XP_017886248.1	XP_316693.3
OG0003101	XP_026674776.1	XP_318429.4
OG0003102	XP_017883691.1	XP_316625.4
OG0003103	XP_017885207.1	XP_315779.4
OG0003104	XP_017888393.1	XP_565241.2
OG0003105	XP_017889843.1	XP_001237544.3
OG0003106	XP_026672180.1	XP_001689237.1
OG0003107	XP_026668659.1, XP_017878679.1	XP_320383.2
OG0003108	XP_017889764.1	XP_318844.4, XP_318845.4
OG0003109	XP_017891910.1, XP_026673853.1	XP_313177.5, XP_003436760.1, XP_318659.4
OG0003110	XP_017892431.1	XP_321732.5
OG0003111	XP_017887869.1	XP_559060.2
OG0003112	XP_017881463.1	XP_314140.3
OG0003113	XP_017885269.1, XP_017888730.2, XP_017879157.1, XP_017892301.1	XP_001237549.1
OG0003114	XP_026671949.1	XP_565101.3
OG0003115	XP_017891669.1	XP_320350.4
OG0003116	XP_017882022.1	XP_321299.4
OG0003118	XP_017879006.1, XP_026668805.1	XP_309922.4
OG0003119	XP_017886479.1	XP_320531.4
OG0003120	XP_026668936.1	XP_001238286.1, XP_320280.4
OG0003121	XP_017889574.1	XP_562883.4
OG0003122	XP_017880962.1, XP_017880963.1	XP_001238206.1
OG0003123	XP_017893677.1	XP_318461.2
OG0003124	XP_017882487.1	XP_319166.4
OG0003125	XP_026669941.1, XP_017881178.1, XP_017881179.1	XP_321188.4
OG0003126	XP_017877065.1	XP_314682.4
OG0003127	XP_026670854.1	XP_314074.3
OG0003128	XP_017881618.1	XP_308523.4
OG0003129	XP_026673176.1	XP_319020.4
OG0003130	XP_017892662.1	XP_311438.3
OG0003131	XP_026672072.1	XP_319113.4
OG0003132	XP_026671017.1	XP_003436210.1, XP_001237450.3
OG0003133	XP_026669238.1	XP_315444.4
OG0003134	XP_026671480.1	XP_312890.4
OG0003135	XP_017893605.1	XP_001689062.1
OG0003136	XP_017884935.1	XP_003437146.1, XP_003437145.1, XP_003437148.1, XP_003437149.1, XP_309131.4, XP_003437147.1, XP_003437150.1
OG0003137	XP_026667365.1	XP_315540.2
OG0003138	XP_017887317.1	XP_315133.3
OG0003140	XP_017878071.1	XP_318421.4
OG0003142	XP_017891782.1	XP_001688514.1, XP_314057.4
OG0003143	XP_017883205.1	XP_315956.4
OG0003144	XP_017877394.1	XP_001230569.1
OG0003145	XP_017892004.1, XP_017892003.1	XP_311270.5
OG0003146	XP_017891658.1	XP_003436470.1, XP_003436471.1, XP_558852.4, XP_003436468.1, XP_003436469.1, XP_003436467.1
OG0003147	XP_017893232.1	XP_320088.4
OG0003148	XP_017883434.1	XP_001688470.1, XP_313899.4
OG0003149	XP_017888217.1	XP_308445.4
OG0003150	XP_017879510.1	XP_315617.3
OG0003151	XP_017883124.1	XP_308634.3
OG0003152	XP_026675455.1, XP_026675447.1	XP_566152.4
OG0003153	XP_017886833.1	XP_317690.3
OG0003154	XP_026672622.1	XP_310641.4
OG0003155	XP_017877818.1	XP_318477.4
OG0003156	XP_017882284.1	XP_001688466.2, XP_313652.5
OG0003157	XP_017877305.1, XP_017876183.1	XP_001688351.2
OG0003158	XP_017890964.1, XP_017890961.1, XP_017890962.1, XP_017890966.1, XP_017890965.1, XP_017890969.1, XP_017890967.1, XP_026674685.1	XP_312072.4
OG0003159	XP_017889056.1	XP_555482.2
OG0003160	XP_017884674.1	XP_312074.3, XP_003436260.1
OG0003162	XP_026672924.1, XP_017887264.1, XP_026672923.1	XP_316864.4
OG0003163	XP_026673428.1, XP_017888279.1	XP_311334.4
OG0003164	XP_017885606.1, XP_026672184.1	XP_311300.4
OG0003165	XP_017886151.2	XP_313944.4
OG0003166	XP_026674687.1, XP_026674686.1	XP_001687758.1
OG0003167	XP_017875599.1	XP_003436799.1, XP_001237517.3, XP_319236.4
OG0003168	XP_017892089.1	XP_003436459.1, XP_003436458.1
OG0003169	XP_026671421.1	XP_003436824.1, XP_313754.3
OG0003171	XP_017887536.1	XP_308328.4
OG0003172	XP_026667852.1, XP_026667904.1	XP_310672.5
OG0003173	XP_017878270.1, XP_026668512.1	XP_001688738.1
OG0003174	XP_017892885.1, XP_017892887.1	XP_317743.4
OG0003175	XP_017877311.2, XP_017884554.1, XP_017889826.1	XP_320741.4
OG0003176	XP_026670463.1	XP_314116.4
OG0003177	XP_017876856.1	XP_309634.5
OG0003178	XP_026668631.1, XP_026668630.1	XP_554264.3
OG0003179	XP_026666822.1	XP_311735.5
OG0003180	XP_017887690.1	XP_310880.4
OG0003181	XP_017891281.2	XP_313812.5, XP_003436832.1
OG0003182	XP_026669114.1	XP_001689293.1
OG0003183	XP_017886824.1	XP_313147.4
OG0003184	XP_026674613.1	XP_003436022.1, XP_003436021.1, XP_320962.5
OG0003185	XP_026672119.1	XP_001237254.3
OG0003187	XP_017884980.1	XP_317536.4
OG0003188	XP_017882128.1	XP_315981.4
OG0003189	XP_026667034.1	XP_320584.4
OG0003190	XP_026675379.1	XP_320372.4
OG0003191	XP_017875903.1	XP_001689075.1, XP_554547.3
OG0003192	XP_017886632.1, XP_026672621.1	XP_309823.2
OG0003193	XP_026670386.1	XP_315955.4
OG0003194	XP_017891942.1	XP_314999.4
OG0003195	XP_017889895.1, XP_017889894.1	XP_311450.4
OG0003196	XP_026671937.1	XP_317756.4, XP_313942.4, XP_313943.4
OG0003197	XP_026669816.1	XP_001688545.1
OG0003198	XP_017891446.1	XP_317688.3
OG0003199	XP_026666675.1	XP_001688114.1, XP_308861.4, XP_317197.4
OG0003200	XP_026670544.1	XP_553694.2
OG0003201	XP_026673166.1	XP_314834.4
OG0003202	XP_026675603.1	XP_555870.4, XP_001688969.2
OG0003203	XP_026674277.1	XP_308871.4
OG0003206	XP_026668424.1	XP_003436899.1, XP_311113.4
OG0003207	XP_026670716.1	XP_003436580.1, XP_313505.5, XP_003436579.1, XP_003436581.1, XP_003436577.1, XP_003436578.1
OG0003208	XP_017879345.2	XP_313285.3, XP_320562.4, XP_320560.3
OG0003209	XP_017877202.1	XP_315027.4
OG0003210	XP_017875841.2	XP_316339.4
OG0003211	XP_026667486.1, XP_017888598.2	XP_562412.4
OG0003212	XP_017884341.1	XP_310916.5, XP_310917.4
OG0003213	XP_026673212.1, XP_026666827.1	XP_315420.4
OG0003214	XP_026668546.1	XP_310746.5
OG0003215	XP_017890487.1, XP_017890486.1, XP_017890485.1	XP_317640.3
OG0003217	XP_017883289.1, XP_026670941.1, XP_026670940.1	XP_308958.4, XP_001688143.1
OG0003218	XP_017890416.1	XP_321055.5
OG0003219	XP_017893401.1	XP_312652.3
OG0003220	XP_017880011.1	XP_565432.2
OG0003221	XP_017891167.1	XP_320214.4
OG0003222	XP_017893667.1	XP_318690.4, XP_314744.3
OG0003223	XP_026667021.1	XP_320583.3
OG0003225	XP_017885390.1	XP_315125.4
OG0003226	XP_017884438.1	XP_001689111.1
OG0003227	XP_017888103.1	XP_315662.4
OG0003228	XP_017883625.1	XP_314980.3
OG0003229	XP_017877182.1	XP_317053.4
OG0003230	XP_017893472.1	XP_001230616.1, XP_308126.3
OG0003231	XP_017882210.1, XP_026670259.1, XP_026670258.1	XP_003436460.1
OG0003232	XP_026669255.1, XP_026669256.1, XP_017879996.1, XP_026669253.1, XP_026669254.1	XP_317336.3
OG0003234	XP_017890327.1, XP_026674437.1	XP_003437033.1, XP_565765.4
OG0003236	XP_026673420.1	XP_319145.3
OG0003237	XP_017875602.1	XP_308538.4
OG0003238	XP_017875909.1	XP_003436959.1, XP_310854.5
OG0003239	XP_017884384.1	XP_556672.3
OG0003240	XP_017892518.1	XP_314330.2
OG0003241	XP_017879307.1	XP_003435738.1, XP_001689401.2
OG0003242	XP_017877317.1, XP_026668682.1	XP_316331.2
OG0003243	XP_017882079.1, XP_026670367.1	XP_318944.4
OG0003244	XP_017879796.1, XP_017879797.1	XP_317158.4
OG0003246	XP_017880412.1, XP_017880409.1, XP_017880411.1	XP_319982.4
OG0003247	XP_017888568.1	XP_317656.3
OG0003248	XP_017885469.1, XP_017885471.1	XP_321046.3
OG0003249	XP_017877825.1, XP_017877827.1	XP_312339.5
OG0003250	XP_017878194.1, XP_017878192.1	XP_001688432.1, XP_003435959.1
OG0003262	XP_017887548.1	XP_321390.3, XP_316822.4
OG0003263	XP_017876959.1	XP_319345.3
OG0003264	XP_017884427.1	XP_320423.4, XP_320446.2
OG0003265	XP_017878107.1	XP_310576.1, XP_001237270.1
OG0003266	XP_017877971.1	XP_309973.2
OG0003267	XP_017883059.1, XP_017883058.1	XP_315778.3
OG0003268	XP_017883293.1, XP_026670944.1	XP_001688693.1, XP_315621.4
OG0003269	XP_017889126.1	XP_310009.4
OG0003270	XP_017876703.1	XP_312828.3, XP_306495.4
OG0003271	XP_017891105.1	XP_317835.4
OG0003272	XP_017880794.1, XP_017880793.1	XP_003437026.1, XP_565801.1, XP_318584.1
OG0003273	XP_017890586.1	XP_003435863.1, XP_003435862.1
OG0003274	XP_017879821.1	XP_313042.4
OG0003275	XP_017879421.1	XP_312392.3
OG0003276	XP_017884268.1	XP_311226.4, XP_003437066.1
OG0003277	XP_017888374.1	XP_310263.2
OG0003279	XP_017885969.1	XP_320407.3
OG0003280	XP_017883141.1	XP_003436744.1, XP_313133.4
OG0003281	XP_017891433.2, XP_017886969.1	XP_321175.4
OG0003282	XP_017878643.1	XP_316942.3
OG0003284	XP_017881392.1	XP_315433.4
OG0003285	XP_017884366.1, XP_017877337.1, XP_017877338.1	XP_001687888.1, XP_308294.3
OG0003286	XP_017880309.1, XP_017880308.1, XP_017880307.1	XP_309296.4
OG0003288	XP_017890098.1	XP_321824.3
OG0003289	XP_017877126.2	XP_319374.4
OG0003290	XP_017875381.1	XP_318603.3
OG0003291	XP_017893454.1, XP_017893453.1	XP_313371.4
OG0003292	XP_017887699.1, XP_017875542.1, XP_017875540.1	XP_001688930.1, XP_316636.4
OG0003293	XP_017883038.1	XP_317118.4
OG0003294	XP_017884023.1	XP_315834.2
OG0003295	XP_017892527.1	XP_308794.4
OG0003296	XP_017876731.1	XP_317344.4
OG0003297	XP_017885980.1	XP_317216.2
OG0003298	XP_017880233.1	XP_318711.4
OG0003299	XP_017878061.1	XP_313420.3, XP_307038.2, XP_307097.4
OG0003300	XP_017878058.1	XP_313921.3
OG0003302	XP_017885011.1	XP_314088.2
OG0003303	XP_017879137.1, XP_026667078.1	XP_321212.4
OG0003304	XP_017885681.1	XP_317916.4
OG0003305	XP_017893108.2, XP_017893109.1	XP_310401.2
OG0003306	XP_017878223.1	XP_320267.2
OG0003307	XP_017876707.1	XP_313704.5
OG0003308	XP_017880257.1	XP_565967.3
OG0003309	XP_017881789.1	XP_003436748.1, XP_003436749.1, XP_313149.3
OG0003310	XP_017890751.1	XP_003435939.1, XP_003435940.1, XP_003435941.1, XP_003435938.1
OG0003311	XP_017886997.1	XP_003435864.1
OG0003312	XP_017892738.1	XP_312017.5
OG0003313	XP_017887371.1	XP_317079.2
OG0003314	XP_026672460.1, XP_026672459.1, XP_026672458.1, XP_017886265.1	XP_308920.4
OG0003315	XP_026672825.1	XP_319072.4
OG0003316	XP_026667708.1, XP_017876454.2	XP_311176.4
OG0003317	XP_017876599.1	XP_316971.2
OG0003318	XP_026673084.1	XP_318434.3
OG0003319	XP_017892993.1, XP_017892994.1, XP_017892995.1	XP_312024.3
OG0003320	XP_017875662.1	XP_320405.4
OG0003321	XP_017886981.1	XP_316723.3
OG0003322	XP_017893569.1	XP_312231.1
OG0003323	XP_017890715.1, XP_017881934.1	XP_315088.4
OG0003324	XP_017880226.1	XP_315064.3, XP_001688609.1
OG0003325	XP_017890866.1	XP_318425.5
OG0003327	XP_017887313.1, XP_017887311.1, XP_026672934.1	XP_310836.5
