Orthogroup	Solenopsis_invicta	Osmia_bicornis
OG0002755	XP_039312380.1	XP_029045395.1, XP_029045396.1, XP_029045397.1
OG0002756	XP_011163747.1	XP_029052238.1
OG0002757	XP_011160610.1	XP_029053271.1
OG0002758	XP_011173663.2	XP_029034524.1
OG0002759	XP_039302459.1	XP_029046528.1
OG0002761	XP_025988190.1	XP_029035677.1
OG0002762	XP_011164225.1	XP_029034889.1
OG0002763	XP_025989043.1, XP_025989041.1	XP_029038537.1
OG0002764	XP_025994850.1	XP_029049466.1
OG0002765	XP_039305825.1, XP_025989377.2	XP_029036193.1
OG0002766	XP_011159901.2	XP_029046223.1, XP_029046226.1
OG0002767	XP_039314554.1, XP_011169900.1	XP_029042077.1
OG0002768	XP_039303529.1, XP_039303002.1, XP_039313147.1, XP_039313148.1, XP_039313149.1, XP_011155741.1	XP_029041699.1, XP_029041700.1, XP_029041702.1, XP_029041701.1, XP_029041697.1, XP_029041698.1
OG0002769	XP_011155632.2, XP_011155631.2	XP_029042321.1
OG0002770	XP_011164308.1	XP_029035816.1
OG0002771	XP_011162612.1	XP_029043180.1, XP_029043179.1
OG0002772	XP_011162517.1	XP_029055862.1
OG0002773	XP_011164795.1	XP_029048928.1
OG0002774	XP_039306022.1	XP_029054885.1
OG0002775	XP_025992258.2	XP_029041019.1
OG0002776	XP_039310616.1, XP_011169282.1	XP_029034303.1
OG0002777	XP_011166980.1	XP_029039595.1
OG0002778	XP_011171272.1	XP_029039716.1
OG0002779	XP_039303187.1	XP_029055834.1
OG0002780	XP_025992720.2	XP_029041191.1
OG0002781	XP_011159955.1, XP_011159948.1	XP_029046191.1
OG0002782	XP_025991059.1, XP_011167788.1, XP_025991060.1	XP_029047996.1, XP_029047995.1, XP_029047994.1
OG0002783	XP_039307506.1, XP_011156303.1, XP_025991471.1	XP_029037579.1
OG0002784	XP_025993859.1	XP_029049930.1
OG0002785	XP_025990104.2	XP_029051937.1, XP_029051652.1
OG0002786	XP_011166063.2, XP_025988330.1	XP_029035697.1
OG0002787	XP_011175171.1	XP_029038219.1
OG0002788	XP_039302071.1	XP_029050805.1
OG0002789	XP_011160335.1, XP_025989776.1	XP_029040615.1
OG0002790	XP_039309265.1, XP_039309297.1, XP_039309101.1, XP_039307722.1, XP_039308095.1	XP_029055619.1
OG0002791	XP_025990832.1	XP_029044864.1
OG0002792	XP_011168832.2	XP_029041455.1
OG0002793	XP_011176007.1	XP_029053973.1
OG0002794	XP_011164823.1	XP_029037804.1
OG0002795	XP_039313997.1	XP_029041943.1
OG0002796	XP_025989780.2	XP_029054388.1
OG0002797	XP_025991106.1	XP_029049348.1
OG0002798	XP_025994991.2	XP_029055632.1
OG0002800	XP_011172145.2	XP_029048540.1, XP_029048557.1
OG0002801	XP_025988160.1	XP_029037511.1
OG0002802	XP_039301823.1	XP_029043398.1
OG0002803	XP_011162154.1	XP_029034918.1, XP_029034909.1
OG0002804	XP_039304795.1, XP_011165861.1	XP_029036511.1, XP_029036510.1
OG0002805	XP_025995831.1	XP_029048056.1
OG0002806	XP_039301701.1	XP_029047551.1, XP_029047544.1
OG0002807	XP_011175738.1	XP_029047721.1
OG0002809	XP_011157806.2	XP_029042825.1, XP_029042821.1
OG0002810	XP_011166537.2	XP_029049975.1
OG0002811	XP_011175499.1	XP_029048098.1
OG0002812	XP_011160757.1	XP_029040443.1
OG0002814	XP_011162916.1	XP_029048873.1, XP_029048874.1
OG0002815	XP_011163055.1, XP_039313611.1	XP_029048051.1
OG0002816	XP_011158614.2	XP_029044836.1
OG0002817	XP_011165921.2, XP_039312062.1, XP_025993809.2	XP_029042989.1
OG0002818	XP_011162505.1	XP_029055892.1, XP_029055888.1
OG0002819	XP_039310330.1	XP_029045778.1
OG0002820	XP_011160109.2, XP_011160110.2, XP_025987791.2	XP_029047467.1, XP_029047465.1, XP_029047466.1
OG0002821	XP_011155837.2	XP_029034273.1
OG0002822	XP_011163398.1	XP_029042690.1, XP_029042692.1, XP_029042691.1
OG0002823	XP_011157643.1	XP_029044659.1
OG0002824	XP_011170929.1, XP_011170931.1	XP_029050070.1
OG0002825	XP_039315617.1	XP_029040235.1
OG0002826	XP_011160185.2	XP_029043884.1
OG0002827	XP_025994881.1	XP_029037515.1
OG0002828	XP_011155781.1	XP_029046351.1
OG0002830	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1	XP_029042092.1
OG0002831	XP_011158832.2	XP_029043672.1
OG0002832	XP_011161504.1	XP_029044575.1, XP_029044574.1
OG0002834	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1	XP_029056425.1
OG0002836	XP_011163534.2	XP_029039996.1
OG0002837	XP_011175489.1	XP_029050167.1, XP_029050168.1
OG0002838	XP_011168001.1, XP_039311199.1, XP_039311200.1	XP_029044973.1
OG0002840	XP_025992164.1	XP_029037168.1
OG0002840	XP_025992175.1	XP_029038684.1
OG0002841	XP_011158346.1	XP_029037217.1
OG0002841	XP_011158345.1	XP_029037202.1
OG0002842	XP_039303140.1, XP_025992946.2, XP_039315207.1, XP_011172017.2, XP_039305617.1, XP_039304815.1, XP_039303141.1, XP_025987878.2, XP_039303109.1, XP_039315394.1, XP_039315390.1, XP_039303139.1, XP_039303113.1, XP_039303115.1, XP_039303114.1, XP_039303118.1	XP_029046047.1
OG0002843	XP_039308350.1	XP_029032963.1
OG0002844	XP_025987531.2	XP_029047219.1, XP_029047227.1
OG0002845	XP_011175746.3, XP_039313353.1	XP_029033075.1
OG0002846	XP_039310806.1, XP_011157957.2, XP_039310808.1, XP_039310805.1, XP_039310807.1	XP_029036113.1
OG0002847	XP_011169288.1	XP_029048404.1, XP_029048398.1
OG0002848	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1	XP_029047882.1
OG0002849	XP_011163020.1	XP_029055339.1, XP_029055337.1, XP_029055340.1, XP_029055336.1
OG0002851	XP_039302726.1	XP_029034124.1, XP_029034122.1, XP_029034123.1
OG0002852	XP_039310038.1, XP_039310037.1, XP_039310036.1	XP_029055920.1, XP_029055921.1
OG0002856	XP_011165944.1	XP_029052136.1
OG0002857	XP_011159608.1, XP_011159607.1	XP_029055658.1, XP_029055774.1
OG0002858	NP_001291534.1	XP_029046605.1
OG0002859	XP_011155444.1	XP_029035243.1
OG0002860	XP_011156532.1	XP_029052121.1
OG0002861	XP_011176218.1	XP_029043329.1
OG0002863	XP_011175057.1	XP_029048631.1
OG0002864	XP_011157211.2	XP_029052140.1
OG0002865	XP_011176021.1	XP_029040557.1, XP_029040556.1
OG0002866	XP_011168068.1	XP_029049444.1
OG0002867	XP_011164869.1	XP_029034584.1
OG0002868	XP_011175485.2	XP_029049122.1
OG0002869	XP_011171986.1	XP_029040300.1
OG0002870	XP_011168042.1	XP_029049798.1
OG0002871	XP_011175992.1, XP_011176001.1	XP_029053118.1
OG0002872	XP_025991891.1	XP_029047696.1
OG0002873	XP_011168071.1	XP_029054463.1, XP_029054462.1
OG0002874	XP_039311203.1	XP_029050366.1, XP_029050365.1, XP_029050367.1
OG0002875	XP_011162538.1	XP_029040757.1
OG0002876	XP_011159622.1	XP_029036409.1, XP_029036410.1
OG0002877	XP_025990469.2	XP_029039644.1
OG0002878	XP_025996014.1	XP_029043472.1
OG0002879	XP_011164001.1	XP_029051411.1, XP_029051410.1
OG0002880	XP_011164222.1	XP_029051741.1
OG0002881	XP_011175710.2	XP_029033282.1
OG0002882	XP_011158313.1	XP_029041429.1
OG0002883	XP_011165412.1	XP_029051538.1
OG0002884	XP_011165345.2	XP_029049526.1
OG0002885	XP_011160160.1	XP_029056064.1, XP_029056074.1
OG0002886	XP_011158136.1	XP_029044366.1
OG0002887	XP_025987954.2, XP_025987952.2, XP_011159868.2	XP_029049906.1, XP_029049904.1, XP_029049905.1
OG0002888	XP_011161212.2	XP_029043433.1, XP_029043434.1
OG0002889	XP_011169203.1, XP_025989911.1	XP_029040742.1, XP_029040741.1
OG0002890	XP_011155700.1	XP_029038844.1
OG0002891	XP_011155676.1	XP_029051543.1, XP_029051544.1
OG0002892	XP_011176132.1	XP_029050229.1
OG0002893	XP_039307603.1	XP_029037338.1
OG0002894	XP_011161317.1, XP_011161316.1	XP_029043314.1, XP_029043313.1
OG0002895	XP_011170087.1	XP_029036933.1
OG0002896	XP_039311453.1	XP_029033008.1
OG0002897	XP_011165919.1, XP_011163789.1	XP_029039923.1
OG0002898	XP_011167335.1	XP_029048485.1
OG0002899	XP_011162006.1, XP_039302206.1	XP_029037507.1
OG0002900	XP_011155753.2	XP_029045938.1
OG0002901	XP_011175552.1, XP_011175553.1	XP_029032921.1
OG0002902	XP_011168975.2	XP_029037467.1
OG0002903	XP_011160848.1	XP_029040420.1
OG0002904	XP_039314546.1, XP_025995801.1, XP_025995803.1	XP_029036633.1
OG0002905	XP_011161109.1	XP_029049992.1
OG0002906	XP_011168321.2	XP_029044972.1
OG0002907	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1	XP_029040755.1
OG0002908	XP_039306429.1	XP_029041432.1
OG0002909	XP_011168266.1	XP_029042925.1
OG0002910	XP_025987143.1	XP_029037039.1, XP_029037040.1
OG0002911	XP_011160842.1	XP_029037688.1
OG0002912	XP_039312636.1, XP_011170789.2	XP_029047540.1
OG0002913	XP_011159886.2, XP_011159894.2, XP_011167797.1	XP_029047807.1
OG0002914	XP_011157902.1, XP_011157904.1	XP_029047609.1, XP_029047610.1
OG0002915	XP_011159325.1	XP_029047614.1
OG0002916	XP_011176264.1	XP_029039525.1
OG0002917	XP_039303299.1	XP_029042111.1
OG0002918	XP_039302536.1	XP_029041581.1, XP_029041860.1
OG0002919	XP_011160019.1	XP_029052284.1, XP_029052285.1
OG0002920	XP_011167792.1	XP_029052943.1, XP_029038295.1
OG0002921	XP_039314610.1, XP_039314605.1	XP_029044209.1
OG0002922	XP_039304748.1	XP_029036994.1
OG0002923	XP_011161371.1	XP_029050451.1
OG0002924	XP_011158077.1	XP_029037569.1
OG0002925	XP_025990221.1	XP_029041195.1
OG0002926	XP_039302242.1	XP_029046021.1
OG0002927	XP_011160039.1	XP_029035136.1
OG0002928	XP_025991758.1	XP_029041444.1
OG0002929	XP_039314359.1	XP_029055491.1
OG0002930	XP_039310966.1	XP_029033783.1
OG0002931	XP_039303266.1	XP_029056556.1
OG0002932	XP_025986718.1	XP_029041649.1, XP_029041650.1, XP_029041651.1
OG0002933	XP_011175669.1	XP_029042078.1
OG0002934	XP_039312434.1, XP_011157449.1	XP_029042783.1
OG0002935	XP_011165611.1	XP_029042928.1, XP_029042927.1
OG0002936	XP_011174253.1	XP_029036726.1
OG0002937	XP_011168863.1, XP_039309476.1	XP_029052384.1
OG0002938	XP_039302234.1	XP_029044102.1, XP_029044946.1
OG0002939	XP_011169016.1	XP_029049786.1
OG0002940	XP_025995774.1	XP_029048375.1, XP_029048376.1
OG0002941	XP_011172046.1	XP_029050452.1
OG0002942	XP_011163195.1	XP_029046030.1
OG0002943	XP_011164004.3	XP_029045616.1, XP_029045615.1, XP_029045614.1
OG0002944	XP_011168265.1	XP_029045609.1, XP_029045610.1, XP_029045607.1, XP_029045608.1
OG0002945	XP_011168307.1	XP_029048246.1
OG0002946	XP_011166686.2	XP_029041445.1, XP_029040855.1
OG0002947	XP_011156046.1	XP_029048560.1
OG0002949	XP_011161515.1	XP_029044573.1, XP_029044572.1
OG0002950	XP_011164633.2	XP_029036950.1
OG0002951	XP_011157688.1	XP_029037392.1
OG0002952	XP_011159194.1	XP_029045794.1, XP_029045792.1
OG0002953	XP_025994267.1	XP_029046595.1, XP_029046596.1
OG0002954	XP_011159814.1, XP_025993922.1	XP_029038797.1
OG0002955	XP_011157079.1	XP_029050823.1
OG0002956	XP_011156193.2	XP_029053094.1
OG0002957	XP_011164445.1	XP_029036072.1, XP_029036078.1
OG0002958	XP_039307524.1	XP_029048955.1
OG0002959	XP_039302057.1, XP_039302058.1	XP_029037277.1
OG0002960	XP_011172909.2, XP_039303158.1	XP_029043209.1
OG0002961	XP_011176153.1	XP_029039952.1
OG0002962	XP_011157098.1	XP_029038819.1
OG0002963	XP_039313220.1, XP_039313212.1	XP_029048094.1, XP_029048095.1
OG0002964	XP_011161988.1	XP_029054590.1
OG0002965	XP_011166136.1	XP_029036569.1
OG0002966	XP_039306200.1, XP_011157749.1	XP_029041933.1
OG0002967	XP_011171980.1	XP_029047127.1
OG0002968	XP_039304192.1	XP_029047911.1
OG0002969	XP_011175119.1, XP_011175118.1, XP_039309373.1	XP_029051578.1
OG0002970	XP_039303651.1	XP_029034768.1
OG0002971	XP_039302425.1, XP_011171945.1	XP_029050846.1
OG0002972	XP_011155482.1	XP_029046531.1
OG0002973	XP_025992050.2	XP_029055652.1
OG0002974	XP_011175891.1	XP_029052308.1
OG0002975	XP_025991904.2	XP_029044571.1
OG0002976	XP_039306199.1, XP_039306198.1	XP_029041276.1, XP_029041278.1, XP_029041277.1
OG0002977	XP_025995285.1	XP_029051170.1
OG0002979	XP_025993637.1, XP_011167719.1	XP_029032166.1
OG0002980	XP_025992529.2, XP_011169726.1	XP_029055096.1
OG0002981	XP_039306443.1	XP_029053056.1
OG0002982	XP_039310464.1	XP_029040079.1
OG0002983	XP_025992758.1	XP_029039784.1
OG0002984	XP_011175293.1	XP_029054274.1
OG0002985	XP_011159700.2	XP_029045094.1
OG0002986	XP_011175615.1	XP_029046261.1
OG0002987	XP_011162108.1	XP_029046693.1
OG0002988	XP_011160968.2	XP_029040974.1
OG0002989	XP_011156022.2	XP_029034382.1
OG0002990	XP_039310034.1	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1
OG0002991	XP_025989317.1, XP_025989316.1	XP_029045214.1
OG0002992	XP_025992878.1	XP_029052950.1
OG0002993	XP_039307946.1	XP_029033924.1, XP_029033922.1
OG0002994	XP_011173507.1	XP_029047068.1
OG0002995	XP_011167801.1, XP_025991086.1	XP_029047639.1
OG0002996	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1	XP_029049612.1
OG0002997	XP_011175341.2	XP_029037362.1
OG0002998	XP_039308952.1	XP_029039799.1, XP_029039797.1, XP_029039798.1
OG0002999	XP_025992008.2, XP_025992010.1	XP_029040516.1, XP_029040513.1
OG0003000	XP_011166915.1, XP_039315584.1	XP_029044721.1
OG0003001	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1	XP_029042414.1
OG0003002	XP_011165845.1	XP_029041420.1
OG0003003	XP_011158899.1	XP_029054426.1
OG0003004	XP_011162419.1	XP_029038962.1
OG0003005	XP_025992097.1	XP_029048694.1
OG0003006	XP_039306148.1	XP_029041875.1
OG0003007	XP_039311008.1	XP_029055105.1
OG0003008	XP_039303895.1	XP_029042167.1
OG0003009	XP_011175844.1	XP_029050779.1
OG0003010	XP_025989572.1	XP_029047057.1
OG0003011	XP_011159476.1	XP_029055829.1
OG0003012	XP_011167182.1, XP_011167181.1, XP_011159997.2	XP_029045349.1
OG0003013	XP_011166392.1	XP_029047239.1
OG0003014	XP_039307139.1	XP_029054155.1
OG0003015	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2	XP_029043836.1
OG0003016	XP_011165680.1, XP_039304833.1	XP_029032416.1
OG0003017	XP_011168180.2	XP_029042341.1
OG0003018	XP_011159923.1	XP_029046277.1
OG0003019	XP_039313693.1	XP_029046752.1, XP_029046751.1
OG0003020	XP_011164524.2, XP_039313336.1	XP_029050076.1
OG0003021	XP_011170692.1	XP_029055847.1
OG0003022	XP_011160322.1	XP_029041194.1, XP_029041193.1
OG0003023	XP_011172802.2, XP_025986387.2	XP_029041774.1
OG0003024	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1	XP_029050680.1
OG0003025	XP_011159327.1	XP_029047611.1
OG0003026	XP_011166978.1	XP_029039944.1
OG0003027	XP_025989001.1	XP_029044258.1
OG0003028	XP_011170110.1	XP_029048195.1
OG0003029	XP_025994649.1	XP_029038081.1
OG0003030	XP_011165553.1	XP_029042554.1
OG0003031	XP_039301865.1, XP_011158526.1, XP_011158525.1	XP_029045388.1
OG0003032	XP_011170131.1	XP_029034676.1
OG0003033	XP_011164729.1	XP_029047268.1
OG0003034	XP_011168785.1	XP_029051693.1, XP_029051692.1
OG0003035	XP_039314065.1	XP_029040316.1
OG0003037	XP_011167265.1	XP_029052665.1
OG0003038	XP_011157980.1, XP_039310935.1	XP_029049262.1
OG0003039	XP_011155715.1, XP_011155713.1	XP_029040345.1, XP_029040344.1
OG0003040	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2	XP_029051758.1
OG0003041	XP_011168079.1	XP_029051944.1
OG0003042	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1	XP_029042293.1
OG0003043	XP_011164368.1	XP_029034861.1
OG0003044	XP_011168247.1	XP_029047394.1, XP_029047392.1
OG0003045	XP_011175132.1	XP_029044491.1, XP_029044493.1
OG0003046	XP_011172371.3	XP_029055497.1
OG0003047	XP_039309751.1	XP_029032374.1
OG0003048	XP_011166828.2	XP_029032006.1, XP_029056369.1
OG0003049	XP_011160386.1	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1
OG0003050	XP_011166484.1	XP_029038774.1
OG0003051	XP_011163620.1	XP_029035944.1, XP_029035945.1
OG0003052	XP_011166057.2	XP_029047741.1
OG0003053	XP_011171493.2	XP_029053630.1
OG0003054	XP_011160960.2	XP_029053614.1
OG0003055	XP_011159971.1	XP_029032969.1
OG0003056	XP_039313157.1, XP_039313156.1, XP_025988087.1	XP_029055513.1
OG0003057	XP_011165984.1	XP_029033777.1, XP_029033776.1
OG0003058	XP_039304067.1, XP_011172951.1	XP_029036882.1
OG0003059	XP_039302439.1, XP_025996588.1, XP_025995088.1	XP_029036523.1
OG0003060	XP_011160875.2	XP_029041790.1
OG0003061	XP_011169469.2	XP_029049893.1
OG0003062	XP_025990890.1	XP_029035268.1
OG0003063	XP_039312470.1	XP_029035740.1
OG0003064	XP_011167607.1	XP_029040193.1
OG0003065	XP_011168555.1	XP_029037175.1
OG0003066	XP_011168345.1	XP_029055655.1
OG0003067	XP_039307910.1	XP_029048448.1
OG0003068	XP_011176018.1	XP_029056470.1
OG0003069	XP_025992777.1	XP_029049181.1
OG0003070	XP_011171820.1	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1
OG0003071	XP_011166367.1	XP_029037853.1
OG0003072	XP_039314915.1	XP_029040896.1
OG0003073	XP_011167738.1	XP_029050045.1, XP_029050044.1
OG0003074	XP_011166381.1, XP_011166380.1	XP_029032560.1
OG0003075	XP_011169094.1	XP_029051995.1, XP_029051998.1
OG0003076	XP_025987093.1	XP_029039279.1
OG0003077	XP_039314058.1	XP_029053003.1
OG0003078	XP_039313872.1	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1
OG0003079	XP_011168903.1, XP_039312818.1	XP_029045340.1
OG0003080	XP_011156364.1	XP_029043135.1
OG0003081	XP_039303386.1	XP_029038041.1
OG0003082	XP_025991038.1	XP_029037194.1
OG0003083	XP_039312960.1	XP_029038673.1
OG0003084	XP_011167641.1, XP_011167644.1	XP_029038988.1
OG0003085	XP_025992096.2	XP_029046024.1
OG0003086	XP_039312356.1, XP_011161517.1	XP_029045464.1
OG0003087	XP_039313437.1	XP_029038258.1, XP_029038257.1, XP_029038256.1
OG0003088	XP_011167443.1	XP_029048242.1
OG0003089	XP_039313674.1, XP_011158417.2	XP_029039411.1
OG0003090	XP_011172882.2	XP_029039226.1
OG0003091	XP_011164325.1	XP_029042594.1
OG0003092	XP_011164521.2	XP_029053723.1
OG0003093	XP_025987066.1, XP_039315568.1	XP_029047167.1
OG0003094	XP_011161899.1	XP_029036466.1
OG0003095	XP_011156638.2	XP_029048006.1, XP_029048009.1
OG0003096	XP_011174001.2	XP_029035030.1, XP_029035031.1
OG0003097	XP_011155621.1	XP_029050827.1
OG0003098	XP_039306055.1	XP_029045513.1, XP_029045514.1
OG0003099	XP_011159602.1	XP_029041002.1, XP_029041003.1
OG0003100	XP_025985835.1	XP_029052025.1
OG0003101	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1	XP_029046294.1
OG0003102	XP_011165931.2	XP_029048988.1
OG0003103	XP_025987834.2	XP_029032655.1
OG0003104	XP_025994552.2	XP_029038999.1
OG0003105	XP_011174441.1	XP_029040932.1, XP_029040934.1
OG0003106	XP_025990962.1	XP_029038228.1
OG0003107	XP_011162402.1	XP_029038338.1, XP_029038339.1
OG0003108	XP_011173237.2	XP_029049344.1
OG0003109	XP_039314822.1	XP_029050717.1
OG0003110	XP_011163903.1	XP_029032616.1
OG0003111	XP_039310638.1	XP_029052459.1
OG0003112	XP_011172658.1	XP_029035024.1, XP_029035025.1
OG0003113	XP_011160893.2	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1
OG0003114	XP_039306832.1, XP_011166467.1	XP_029038362.1
OG0003115	XP_011173427.1	XP_029032158.1
OG0003116	XP_039311269.1	XP_029040524.1
OG0003118	XP_011172615.1	XP_029037475.1, XP_029037474.1
OG0003119	XP_039313155.1	XP_029044698.1
OG0003120	XP_025996106.1, XP_039303618.1	XP_029031859.1, XP_029031854.1
OG0003121	XP_025990923.1	XP_029040884.1
OG0003122	XP_039305386.1	XP_029033109.1
OG0003123	XP_011166608.1, XP_011166607.1	XP_029051007.1
OG0003124	XP_011167477.1	XP_029050347.1, XP_029050339.1
OG0003125	XP_011163856.1	XP_029051421.1, XP_029051422.1
OG0003126	XP_025986309.2	XP_029050881.1
OG0003127	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1	XP_029048208.1
OG0003128	XP_011171381.1	XP_029038056.1
OG0003129	XP_039310707.1, XP_011176118.2	XP_029052473.1
OG0003130	XP_025987336.1, XP_011162429.1	XP_029055045.1
OG0003131	XP_011167126.1, XP_011167125.1	XP_029045506.1
OG0003132	XP_011164088.2, XP_011164092.2	XP_029034914.1
OG0003133	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1	XP_029041719.1
OG0003134	XP_025987373.1	XP_029056650.1
OG0003135	XP_011162593.1, XP_011162594.1	XP_029047038.1, XP_029051651.1, XP_029051649.1
OG0003136	XP_039306099.1	XP_029050704.1
OG0003137	XP_039302546.1	XP_029037723.1
OG0003138	XP_025990507.1	XP_029049867.1
OG0003139	XP_025990674.1	XP_029031853.1
OG0003140	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2	XP_029035778.1
OG0003141	XP_039302630.1	XP_029031990.1, XP_029031993.1
OG0003142	XP_011169763.2	XP_029053878.1
OG0003143	XP_039310052.1, XP_039310051.1	XP_029040982.1
OG0003144	XP_011160189.2	XP_029039735.1, XP_029039736.1
OG0003145	XP_011166674.1, XP_011166675.1	XP_029038958.1, XP_029038957.1
OG0003146	XP_025987200.1	XP_029035646.1
OG0003147	XP_039310050.1, XP_011162690.1	XP_029051204.1
OG0003148	XP_011164370.1	XP_029051473.1
OG0003149	XP_011163201.1	XP_029050252.1
OG0003150	XP_011170885.1	XP_029045532.1
OG0003151	XP_025991582.1	XP_029046439.1
OG0003152	XP_025990112.1, XP_025990120.1	XP_029032262.1
OG0003153	XP_025988729.1	XP_029045240.1, XP_029045239.1
OG0003154	XP_025986269.1	XP_029032972.1
OG0003155	XP_011163493.1	XP_029052521.1
OG0003156	XP_011156868.1	XP_029047046.1
OG0003157	XP_025988931.1	XP_029044208.1, XP_029044207.1, XP_029044206.1
OG0003158	XP_039303594.1	XP_029048018.1, XP_029048017.1
OG0003159	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2	XP_029050913.1
OG0003160	XP_025991339.1	XP_029037642.1
OG0003161	XP_011169462.1	XP_029049876.1, XP_029049875.1
OG0003162	XP_039303750.1	XP_029049885.1, XP_029049884.1
OG0003163	XP_011165318.1	XP_029033956.1
OG0003164	XP_039314407.1	XP_029047250.1
OG0003165	XP_011155987.2	XP_029053229.1
OG0003166	XP_011175449.1	XP_029050135.1, XP_029050136.1
OG0003167	XP_011169110.1	XP_029047522.1
OG0003168	XP_039312028.1	XP_029045660.1
OG0003169	XP_011160662.1	XP_029055967.1
OG0003170	XP_011170618.1, XP_011170678.1, XP_011170755.1	XP_029038111.1
OG0003171	XP_011164528.2	XP_029032597.1
OG0003172	NP_001291525.1	XP_029037023.1
OG0003173	XP_039303164.1, XP_011164806.2, XP_011164807.2	XP_029037551.1
OG0003174	XP_011162525.2	XP_029043233.1
OG0003175	XP_039315715.1	XP_029048342.1, XP_029048341.1
OG0003176	XP_039312299.1	XP_029046870.1
OG0003177	XP_011162481.2	XP_029031900.1, XP_029031901.1
OG0003178	XP_011168188.1	XP_029042647.1, XP_029042646.1
OG0003179	XP_025992516.1	XP_029055364.1
OG0003180	XP_039309736.1	XP_029032159.1
OG0003181	XP_039313158.1	XP_029041296.1
OG0003182	XP_011162549.2	XP_029040774.1
OG0003183	XP_039315523.1	XP_029056059.1
OG0003184	XP_025990824.1	XP_029051212.1
OG0003185	XP_011156771.1	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1
OG0003186	XP_039304399.1	XP_029041384.1
OG0003187	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1	XP_029041484.1
OG0003188	XP_039304405.1	XP_029051459.1
OG0003189	XP_025993506.2	XP_029044496.1
OG0003190	XP_039303251.1, XP_039303247.1, XP_025987101.2	XP_029038599.1
OG0003191	XP_025994562.1	XP_029056542.1
OG0003192	XP_011155851.1, XP_039310510.1, XP_011155852.1	XP_029034249.1
OG0003193	XP_039304720.1	XP_029052446.1, XP_029052435.1
OG0003194	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1
OG0003195	XP_025988560.1	XP_029053242.1
OG0003196	XP_025991436.1	XP_029032759.1
OG0003198	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1	XP_029031906.1
OG0003201	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1	XP_029048525.1
OG0003202	XP_039307449.1, XP_039307472.1	XP_029055882.1
OG0003203	XP_011160144.1	XP_029036355.1
OG0003204	XP_011165562.1	XP_029051700.1
OG0003205	XP_025994400.1	XP_029045021.1
OG0003206	XP_025990748.1	XP_029034691.1
OG0003207	XP_039306627.1	XP_029044137.1
OG0003208	XP_011171188.1	XP_029031967.1
OG0003209	XP_025990091.1	XP_029042368.1
OG0003211	XP_025992823.1	XP_029038725.1, XP_029038724.1
OG0003212	XP_011157792.1	XP_029048280.1
OG0003213	XP_039309200.1	XP_029051295.1
OG0003214	XP_025986314.2	XP_029048311.1
OG0003215	XP_011169014.1	XP_029049794.1
OG0003217	XP_039314993.1, XP_039314997.1, XP_011164299.1	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1
OG0003218	XP_011175832.1, XP_039302418.1	XP_029052309.1, XP_029052310.1
OG0003219	XP_011155319.2	XP_029050349.1
OG0003220	XP_011168984.1	XP_029050196.1
OG0003221	XP_039307175.1	XP_029056573.1, XP_029056572.1
OG0003222	XP_025996380.1, XP_039315210.1	XP_029038502.1
OG0003223	XP_011161546.1, XP_011161544.1, XP_025993508.1	XP_029044494.1
