Orthogroup	Solenopsis_invicta	Habropoda_laboriosa
OG0003473	XP_011162299.1	XP_017793049.1
OG0003474	XP_011167328.1	XP_017796960.1
OG0003475	XP_011166400.1	XP_017795085.1
OG0003476	XP_025991918.2	XP_017795895.1
OG0003477	XP_011161639.1	XP_017793953.1, XP_017793951.1
OG0003478	XP_039301857.1	XP_017799569.1
OG0003479	XP_039304625.1	XP_017795491.1
OG0003480	XP_011163009.2	XP_017798393.1
OG0003481	XP_011168227.1	XP_017790114.1
OG0003482	XP_039308503.1	XP_017789130.1
OG0003483	XP_011167627.1	XP_017796022.1, XP_017796021.1
OG0003484	XP_011175536.1	XP_017797622.1
OG0003485	XP_011160665.1	XP_017795377.1
OG0003486	XP_011176014.1	XP_017792686.1
OG0003487	XP_039312962.1	XP_017794076.1
OG0003488	XP_011172280.1, XP_011172281.1	XP_017792124.1
OG0003489	XP_011171151.1	XP_017798944.1
OG0003490	XP_011157908.1	XP_017791182.1
OG0003491	XP_025988848.1	XP_017792048.1
OG0003492	XP_011162771.1	XP_017790116.1
OG0003493	XP_011168044.1	XP_017793401.1
OG0003494	XP_039309299.1, XP_039309208.1	XP_017792036.1
OG0003495	XP_011174335.1	XP_017796624.1
OG0003496	XP_025993632.2	XP_017792069.1
OG0003497	XP_011156399.1	XP_017799151.1
OG0003498	XP_011165874.1	XP_017796017.1
OG0003499	XP_039310463.1	XP_017787932.1
OG0003500	XP_039305410.1	XP_017797555.1
OG0003501	XP_011160315.1	XP_017790410.1
OG0003502	XP_011173216.1	XP_017795678.1
OG0003503	XP_011158197.1	XP_017788163.1
OG0003504	XP_039305633.1	XP_017794861.1
OG0003506	XP_011161084.2	XP_017794477.1
OG0003507	XP_011161240.1	XP_017797779.1
OG0003508	XP_011161847.2	XP_017789276.1
OG0003509	XP_011158892.1, XP_039304838.1	XP_017787815.1
OG0003510	XP_039307343.1, XP_039307345.1, XP_039307346.1	XP_017799249.1
OG0003511	XP_011159681.1, XP_011159682.1	XP_017795697.1
OG0003512	XP_011163532.1, XP_039302069.1, XP_039302070.1	XP_017797422.1
OG0003513	XP_025993404.1	XP_017789621.1
OG0003514	XP_011172359.1	XP_017791058.1
OG0003515	XP_025994886.1	XP_017790849.1
OG0003517	XP_011157243.1	XP_017792974.1
OG0003518	XP_025993845.1	XP_017793465.1
OG0003519	XP_011157485.2	XP_017799607.1
OG0003520	XP_025987458.1	XP_017792648.1
OG0003521	XP_025994590.1	XP_017791759.1, XP_017791756.1
OG0003522	XP_011170188.1	XP_017792743.1
OG0003523	XP_011159133.3	XP_017796940.1
OG0003524	XP_011159594.2	XP_017793984.1
OG0003525	XP_011157508.1	XP_017797416.1
OG0003526	XP_025994120.1, XP_011176200.1	XP_017797771.1
OG0003527	XP_011164994.2	XP_017797073.1
OG0003528	XP_025994598.1	XP_017788010.1
OG0003529	XP_011157905.1	XP_017796368.1, XP_017796369.1
OG0003530	XP_011164666.1	XP_017791870.1
OG0003531	XP_011158045.1, XP_011158046.1	XP_017788875.1
OG0003532	XP_011175391.1	XP_017791378.1
OG0003533	XP_011166923.1, XP_039315583.1, XP_011166924.1	XP_017789697.1
OG0003534	XP_025993470.2	XP_017796278.1, XP_017796338.1
OG0003535	XP_025996198.1	XP_017795507.1
OG0003536	XP_011161902.1	XP_017794520.1
OG0003537	XP_039309256.1	XP_017788502.1
OG0003538	XP_011168937.1	XP_017794337.1
OG0003539	XP_039308016.1	XP_017799287.1
OG0003540	XP_011170944.1	XP_017796972.1
OG0003541	XP_025989874.2, XP_025989876.2	XP_017793446.1
OG0003542	XP_011165946.1, XP_039311669.1	XP_017791988.1
OG0003543	XP_011158692.1	XP_017796516.1
OG0003544	XP_011169534.1, XP_025992037.1	XP_017787531.1
OG0003545	XP_025990427.1	XP_017788911.1
OG0003546	XP_025993446.1	XP_017794575.1
OG0003547	XP_011158646.1	XP_017788418.1
OG0003548	XP_025988074.1	XP_017789170.1
OG0003549	XP_011169642.1, XP_025986961.1	XP_017790138.1
OG0003550	XP_011162120.1, XP_011162121.1	XP_017791984.1
OG0003551	XP_039301798.1	XP_017797765.1
OG0003552	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2	XP_017792681.1, XP_017792679.1, XP_017792680.1
OG0003553	XP_011161755.2	XP_017793904.1
OG0003554	XP_039308532.1	XP_017797957.1
OG0003556	XP_025993106.2	XP_017791171.1
OG0003557	XP_011164774.2	XP_017795196.1
OG0003558	XP_039309560.1	XP_017790263.1
OG0003559	XP_025986435.1	XP_017797674.1
OG0003560	XP_025988610.2	XP_017796231.1
OG0003561	XP_011160851.1, XP_011160852.1	XP_017798605.1
OG0003562	XP_011155379.1	XP_017798420.1
OG0003563	XP_039310060.1	XP_017788284.1
OG0003564	XP_011167702.1	XP_017788793.1
OG0003565	XP_011156156.1	XP_017787823.1
OG0003566	XP_039315677.1	XP_017797738.1
OG0003567	XP_011172274.1	XP_017788638.1
OG0003568	XP_039312274.1	XP_017793492.1
OG0003569	XP_039312335.1	XP_017793411.1
OG0003570	XP_025991364.2	XP_017798646.1
OG0003571	XP_011164706.1	XP_017799439.1, XP_017799445.1
OG0003572	XP_011166886.1	XP_017794779.1, XP_017794778.1
OG0003573	XP_025994936.2	XP_017797262.1
OG0003574	XP_011156360.1	XP_017790861.1
OG0003575	XP_011168569.1, XP_039308668.1	XP_017787923.1
OG0003576	XP_011168218.1	XP_017792082.1
OG0003577	XP_011160828.1	XP_017792328.1, XP_017792336.1
OG0003578	XP_011164006.1	XP_017796417.1
OG0003579	XP_011158500.2	XP_017794545.1
OG0003580	XP_025996659.1	XP_017799553.1, XP_017799557.1, XP_017799556.1, XP_017799554.1
OG0003581	XP_025992672.1	XP_017796111.1
OG0003582	XP_025986840.2	XP_017797916.1
OG0003583	XP_011170583.1	XP_017796172.1
OG0003584	XP_011164677.1	XP_017794121.1
OG0003585	XP_039312321.1, XP_039312320.1, XP_039312319.1	XP_017791762.1
OG0003586	XP_011158129.1	XP_017797223.1
OG0003587	XP_011169932.2	XP_017788539.1
OG0003588	XP_011159472.1	XP_017796800.1
OG0003589	XP_025989716.1	XP_017797456.1
OG0003591	XP_011161385.1	XP_017796230.1
OG0003592	XP_025996466.1	XP_017787728.1, XP_017787732.1
OG0003593	XP_039301872.1	XP_017789095.1
OG0003595	XP_011169380.1	XP_017792705.1
OG0003596	XP_025992260.1	XP_017790106.1
OG0003597	XP_025991864.1	XP_017796371.1
OG0003598	XP_011165034.1, XP_025992827.1	XP_017795291.1
OG0003599	XP_011161508.1	XP_017791085.1
OG0003600	XP_025993030.2	XP_017797496.1
OG0003601	XP_011172202.1	XP_017792131.1
OG0003602	XP_025994604.1	XP_017789860.1
OG0003603	XP_011169059.2	XP_017793431.1
OG0003604	XP_039315300.1, XP_011161130.2	XP_017792460.1
OG0003605	XP_039306480.1	XP_017787843.1
OG0003606	XP_011155340.1	XP_017795062.1
OG0003607	XP_039314608.1	XP_017794180.1
OG0003608	XP_039305257.1	XP_017798106.1
OG0003609	XP_039303759.1, XP_011159275.2	XP_017789920.1
OG0003610	XP_011175415.1	XP_017788145.1
OG0003611	XP_011174238.1	XP_017793037.1
OG0003613	XP_011168513.1	XP_017789449.1
OG0003614	XP_011165980.2	XP_017788473.1
OG0003615	XP_011155661.1	XP_017790716.1
OG0003616	XP_011173105.1, XP_039303022.1	XP_017789288.1
OG0003617	XP_039308360.1	XP_017792785.1
OG0003618	XP_011167752.1	XP_017789709.1
OG0003619	XP_025996652.1	XP_017792190.1
OG0003620	XP_011173558.2	XP_017796323.1
OG0003621	XP_011167271.2	XP_017797968.1
OG0003622	XP_025993016.2	XP_017798421.1, XP_017798308.1
OG0003623	XP_011166561.2	XP_017792227.1
OG0003624	XP_011173629.1	XP_017798102.1
OG0003625	XP_039310576.1	XP_017795418.1, XP_017794632.1
OG0003626	XP_039314948.1	XP_017796698.1
OG0003627	XP_011163417.2	XP_017799490.1
OG0003628	XP_011166426.1	XP_017793753.1
OG0003629	XP_011166897.1, XP_011166898.1	XP_017791869.1
OG0003630	XP_025986522.1	XP_017787433.1
OG0003631	XP_011157082.3	XP_017796143.1
OG0003632	XP_025992165.2	XP_017799583.1
OG0003633	XP_025987589.2	XP_017796041.1
OG0003634	XP_011175272.2, XP_039306541.1, XP_011175269.2	XP_017792660.1
OG0003635	XP_039314897.1	XP_017789096.1
OG0003636	XP_025986658.2	XP_017788830.1
OG0003637	XP_039305221.1	XP_017790528.1
OG0003638	XP_025985884.1	XP_017789631.1
OG0003639	XP_011167928.1	XP_017792888.1
OG0003640	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1	XP_017793504.1
OG0003641	XP_025988954.1	XP_017793964.1
OG0003642	XP_039313749.1	XP_017793415.1
OG0003643	XP_011157048.2	XP_017788721.1
OG0003644	XP_011161160.1	XP_017798492.1
OG0003645	XP_039312324.1	XP_017788081.1
OG0003646	XP_039305230.1	XP_017798476.1
OG0003647	XP_025996645.2	XP_017789342.1
OG0003648	XP_011166759.1	XP_017788007.1
OG0003649	XP_011170222.1	XP_017794821.1
OG0003650	XP_039312443.1	XP_017788086.1
OG0003651	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1	XP_017790800.1
OG0003652	XP_011158767.1	XP_017790542.1
OG0003653	XP_011167346.2	XP_017789523.1
OG0003654	XP_039302559.1	XP_017798557.1
OG0003655	XP_039308408.1, XP_039308409.1	XP_017788293.1
OG0003656	XP_011159123.2	XP_017795254.1
OG0003657	XP_039308354.1	XP_017794931.1
OG0003658	XP_011155629.1, XP_011155630.1, XP_039302693.1	XP_017791226.1
OG0003660	XP_011176058.1, XP_039312999.1	XP_017791040.1
OG0003661	XP_011170494.3	XP_017797331.1
OG0003662	XP_011175688.1	XP_017789101.1
OG0003663	XP_039306921.1	XP_017787812.1
OG0003664	XP_011164276.1	XP_017797485.1
OG0003665	XP_011166929.1, XP_011166930.1	XP_017789157.1
OG0003666	XP_011166717.1	XP_017797476.1
OG0003667	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1	XP_017795337.1
OG0003668	XP_039312702.1, XP_011169131.1	XP_017793445.1
OG0003669	XP_011168002.1	XP_017788837.1
OG0003670	XP_039312486.1	XP_017789219.1
OG0003671	XP_025995824.1	XP_017788151.1
OG0003672	XP_039314297.1	XP_017793659.1
OG0003673	XP_011159485.1, XP_011159484.1	XP_017798385.1
OG0003674	XP_011175340.1	XP_017792855.1
OG0003675	XP_011167135.2	XP_017789526.1
OG0003676	XP_011163394.2	XP_017793239.1
OG0003677	XP_011176185.1	XP_017793671.1
OG0003678	XP_011163744.2	XP_017793600.1
OG0003679	XP_011169854.1, XP_011169848.1, XP_011169843.1	XP_017795176.1
OG0003680	XP_025991771.1	XP_017795438.1
OG0003681	XP_011158579.1	XP_017798921.1
OG0003682	XP_011159235.1	XP_017795467.1
OG0003683	XP_011158808.1	XP_017796489.1
OG0003684	XP_011164943.1	XP_017797752.1
OG0003685	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1	XP_017797812.1
OG0003686	XP_025985905.2	XP_017789152.1
OG0003687	XP_011165752.1	XP_017799255.1
OG0003688	XP_011160014.1, XP_025989235.1	XP_017791811.1
OG0003689	XP_011171886.1	XP_017789948.1
OG0003690	XP_039303242.1, XP_011170696.1	XP_017793640.1
OG0003691	XP_025993189.2	XP_017790448.1
OG0003692	XP_025986560.1	XP_017798100.1
OG0003693	XP_011159296.1	XP_017795433.1
OG0003694	XP_025994039.2	XP_017788908.1
OG0003695	XP_011169446.1	XP_017796851.1
OG0003696	XP_039308599.1, XP_039308617.1	XP_017794566.1
OG0003697	XP_039308387.1	XP_017792805.1
OG0003699	XP_011174388.1, XP_011174393.1, XP_025987261.1	XP_017796658.1
OG0003700	XP_011169128.1	XP_017793353.1
OG0003701	XP_011165358.1, XP_011165355.1	XP_017799096.1
OG0003702	XP_039305182.1	XP_017789828.1
OG0003703	XP_011170385.1	XP_017793709.1
OG0003704	XP_025991981.2	XP_017796895.1
OG0003705	XP_025987913.1	XP_017794042.1
OG0003706	XP_011155353.2	XP_017797756.1
OG0003709	XP_011163619.1	XP_017798152.1
OG0003710	XP_011168792.1	XP_017788146.1
OG0003711	XP_011172335.1	XP_017794961.1
OG0003712	XP_011157010.1	XP_017789970.1
OG0003713	XP_011168517.1	XP_017789367.1
OG0003714	XP_011162592.1	XP_017790124.1
OG0003715	XP_039313058.1	XP_017788227.1
OG0003716	XP_025995556.1	XP_017788585.1
OG0003717	XP_011170723.1	XP_017792568.1
OG0003718	XP_025988831.1	XP_017793270.1, XP_017793271.1
OG0003719	XP_025993392.1	XP_017789534.1
OG0003720	XP_011158067.1	XP_017788938.1
OG0003721	XP_025989283.1	XP_017791255.1
OG0003722	XP_011175703.1	XP_017797372.1
OG0003723	XP_011158661.1	XP_017788390.1
OG0003724	XP_011158968.1	XP_017791220.1
OG0003725	XP_025993111.1	XP_017798412.1
OG0003726	XP_025996015.1	XP_017795437.1
OG0003727	XP_011170912.1, XP_011170914.1, XP_011170913.1	XP_017788150.1
OG0003728	XP_011169739.1	XP_017790638.1
OG0003729	XP_011165154.1	XP_017791547.1
OG0003730	XP_011165842.1	XP_017791621.1, XP_017791545.1
OG0003731	XP_011164522.1	XP_017788138.1
OG0003732	XP_011156365.1	XP_017790896.1
OG0003733	XP_011163524.2	XP_017790910.1
OG0003734	XP_039307129.1, XP_025994362.1	XP_017798635.1
OG0003735	XP_011161972.1	XP_017796324.1
OG0003736	XP_011169470.1	XP_017789309.1
OG0003737	XP_011157966.1	XP_017792357.1
OG0003738	XP_011169742.1	XP_017790793.1
OG0003739	XP_011164693.1	XP_017793547.1
OG0003740	XP_025991922.1	XP_017794791.1
OG0003741	XP_011174019.1	XP_017795148.1
OG0003742	XP_011161409.1	XP_017798133.1
OG0003743	XP_011172362.1	XP_017791042.1
OG0003744	XP_011172220.1	XP_017789655.1
OG0003745	XP_011171823.1	XP_017789330.1
OG0003746	XP_039304457.1	XP_017796090.1
OG0003747	XP_011167369.2, XP_025988608.1	XP_017795273.1
OG0003748	XP_011166657.1, XP_011166656.1	XP_017793326.1
OG0003749	XP_025987674.1, XP_039305506.1	XP_017795769.1
OG0003750	XP_025990237.1	XP_017790158.1, XP_017790160.1
OG0003751	XP_011169970.2	XP_017789338.1
OG0003752	XP_011158636.1	XP_017797382.1
OG0003753	XP_011163442.1	XP_017787469.1
OG0003754	XP_039301810.1	XP_017797776.1
OG0003755	XP_011156923.1	XP_017789730.1
OG0003756	XP_011170763.1	XP_017788662.1
OG0003757	XP_039303967.1, XP_025986167.1, XP_039303968.1	XP_017794789.1
OG0003758	XP_039305719.1	XP_017798060.1
OG0003759	XP_011161012.1	XP_017787698.1
OG0003760	XP_011164546.1	XP_017791717.1
OG0003761	XP_011160215.1	XP_017787818.1
OG0003762	XP_025995354.1	XP_017788152.1
OG0003763	XP_011165219.2	XP_017796577.1
OG0003764	XP_011158594.1, XP_011158597.1	XP_017791510.1
OG0003765	XP_011162102.1	XP_017794994.1
OG0003766	XP_011167172.1	XP_017788400.1
OG0003767	XP_011172039.1	XP_017795243.1
OG0003768	XP_011175554.1	XP_017795219.1
OG0003769	XP_039304039.1, XP_011159751.1	XP_017795480.1
OG0003770	XP_011157095.1	XP_017791253.1
OG0003771	XP_011155616.1	XP_017791074.1
OG0003772	XP_011159503.1	XP_017790627.1
OG0003773	XP_011160541.1, XP_011160542.1	XP_017794920.1
OG0003774	XP_011168322.1	XP_017788979.1
OG0003776	XP_011157495.1	XP_017794826.1
OG0003777	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1	XP_017797311.1
OG0003778	XP_025991477.2	XP_017799243.1
OG0003779	XP_011161043.1	XP_017788375.1
OG0003780	XP_011176195.1, XP_011176197.1, XP_011176196.1	XP_017797748.1
OG0003781	XP_011164009.1	XP_017788291.1
OG0003782	XP_011163386.1	XP_017790588.1
OG0003783	XP_011157971.1	XP_017792942.1
OG0003784	XP_011160258.1	XP_017788996.1
OG0003785	XP_011159536.3	XP_017791504.1
OG0003786	XP_011159396.1, XP_011159398.1	XP_017791238.1
OG0003787	XP_039307174.1, XP_011171028.1	XP_017794393.1
OG0003788	XP_011155430.1	XP_017794912.1
OG0003789	XP_011169655.1	XP_017788137.1
OG0003790	XP_011165359.1	XP_017798963.1
OG0003791	XP_011156116.1	XP_017793520.1, XP_017797451.1
OG0003792	XP_025995656.1	XP_017797502.1
OG0003793	XP_011165565.3	XP_017799239.1
OG0003794	XP_039303676.1	XP_017795442.1
OG0003795	XP_011160027.1, XP_011160029.1	XP_017791782.1
OG0003796	XP_011155673.1	XP_017791127.1
OG0003797	XP_039312805.1	XP_017793713.1
OG0003798	XP_025992665.1	XP_017788679.1
OG0003799	XP_011170585.1	XP_017796146.1
OG0003800	XP_011157261.1	XP_017797763.1
OG0003801	XP_039307025.1	XP_017787603.1
OG0003802	XP_011156805.1	XP_017789714.1
OG0003803	XP_011159601.1	XP_017797906.1
OG0003804	XP_011172646.1	XP_017798658.1, XP_017798666.1
OG0003805	XP_011167839.2	XP_017789733.1
OG0003806	XP_011173111.1	XP_017787475.1
OG0003807	XP_039301827.1, XP_011156481.1	XP_017798729.1
OG0003808	XP_011173566.1	XP_017792447.1
OG0003809	XP_011161045.1	XP_017787759.1
OG0003810	XP_011157488.1	XP_017797890.1
OG0003811	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1	XP_017795712.1
OG0003812	XP_025992553.1	XP_017788997.1
OG0003813	XP_011159958.2	XP_017789455.1
OG0003814	XP_011157373.2, XP_039306706.1	XP_017798569.1
OG0003815	XP_039307396.1, XP_025992666.1	XP_017793029.1
OG0003816	XP_039312757.1	XP_017793111.1
OG0003817	XP_011172618.1	XP_017793113.1
OG0003818	XP_011175934.1	XP_017792786.1
OG0003819	XP_011170017.1	XP_017787367.1
OG0003820	XP_011156382.3, XP_039307591.1	XP_017792962.1
OG0003821	XP_011164448.1	XP_017788919.1
OG0003822	XP_011162673.2	XP_017790027.1
OG0003823	XP_011166802.1	XP_017797587.1
OG0003824	XP_011163209.2	XP_017799079.1
OG0003826	XP_039310283.1	XP_017798975.1
OG0003827	XP_011160989.2	XP_017787645.1
OG0003828	XP_011171352.1	XP_017787798.1
OG0003829	XP_039310615.1	XP_017790443.1
OG0003830	XP_025989979.2, XP_025989980.2	XP_017790898.1
OG0003831	XP_025994355.1	XP_017798688.1
OG0003832	XP_011164209.2	XP_017797404.1
OG0003833	XP_011170251.1	XP_017794943.1
OG0003834	XP_011163864.1	XP_017796156.1
OG0003835	XP_011159619.1	XP_017788605.1
OG0003836	XP_039309063.1	XP_017798004.1
OG0003837	XP_011173345.1	XP_017797170.1
OG0003838	XP_011166072.1	XP_017789343.1
OG0003839	XP_011162047.1	XP_017794072.1, XP_017794071.1
OG0003841	XP_011157791.1, XP_011157790.1	XP_017790530.1
OG0003842	XP_039303012.1	XP_017791393.1
OG0003843	XP_011166255.1, XP_039311219.1	XP_017789874.1
OG0003844	XP_011166427.2	XP_017789301.1
OG0003845	XP_039307489.1, XP_011166904.1	XP_017789344.1
OG0003846	XP_011175418.1	XP_017788075.1
OG0003847	XP_011160048.1	XP_017792529.1
OG0003848	XP_011163364.1	XP_017790684.1
OG0003849	XP_011167690.1	XP_017788820.1
OG0003850	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1	XP_017790625.1
OG0003851	XP_011155312.1	XP_017791310.1
OG0003852	XP_011164192.1	XP_017797386.1
OG0003853	XP_011167699.1	XP_017788867.1
OG0003854	XP_011170457.1, XP_011170455.2	XP_017787567.1
OG0003855	XP_025990166.1	XP_017799560.1
OG0003856	XP_039315036.1	XP_017794796.1
OG0003857	XP_025989275.1	XP_017793820.1
OG0003858	XP_011176128.2, XP_039305046.1, XP_011176134.1	XP_017796436.1
OG0003859	XP_011175511.1	XP_017789165.1
OG0003860	XP_011158866.1	XP_017790578.1
OG0003861	XP_011161907.1	XP_017794531.1
OG0003862	XP_039308821.1	XP_017794864.1
OG0003863	XP_039308430.1	XP_017793871.1
OG0003864	XP_011164251.2	XP_017789127.1
OG0003865	XP_011155759.1, XP_011155758.1	XP_017791840.1
OG0003866	XP_011176060.1	XP_017795927.1
OG0003867	XP_011164324.1	XP_017795800.1, XP_017795799.1
OG0003868	XP_011155641.1	XP_017791861.1
OG0003869	XP_025988131.1	XP_017797856.1
OG0003870	XP_025995031.1	XP_017796443.1
OG0003871	XP_039311707.1	XP_017791945.1
OG0003872	XP_039309105.1, XP_011162350.1	XP_017791218.1
OG0003873	XP_025987503.2	XP_017787673.1, XP_017787670.1
OG0003874	XP_011170285.1	XP_017790630.1
OG0003875	XP_025994624.1	XP_017790123.1
OG0003876	XP_011164283.1	XP_017797490.1
OG0003877	XP_011158035.1	XP_017788845.1
OG0003878	XP_011169851.1	XP_017793362.1
OG0003879	XP_025988582.1, XP_011158304.1	XP_017799521.1
OG0003880	XP_011157017.1	XP_017791677.1
OG0003881	XP_011170189.2	XP_017792215.1
OG0003882	XP_011170992.1	XP_017789334.1
OG0003883	XP_011171998.1	XP_017787474.1
OG0003884	XP_039307182.1	XP_017796006.1
OG0003885	XP_011173400.1	XP_017791986.1
OG0003886	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1	XP_017798980.1
OG0003887	XP_011158236.2	XP_017788107.1
OG0003888	XP_011162753.2	XP_017787887.1
OG0003889	XP_011168777.1	XP_017789336.1
OG0003890	XP_039312581.1, XP_039312579.1	XP_017791758.1
OG0003891	XP_011161971.1	XP_017796313.1
OG0003892	XP_011160869.1	XP_017798650.1
OG0003893	XP_025986847.1, NP_001291512.1	XP_017787583.1
OG0003894	XP_011160767.2, XP_011160760.1	XP_017793883.1
OG0003895	XP_025986022.2	XP_017797558.1
OG0003896	XP_011162347.1	XP_017790075.1
OG0003897	XP_025992844.1	XP_017793611.1, XP_017793607.1
OG0003898	XP_011176008.1	XP_017795508.1
OG0003899	XP_011170319.1	XP_017794740.1, XP_017794739.1, XP_017794741.1
OG0003900	XP_011172738.1	XP_017789981.1
OG0003901	XP_039304811.1, XP_025996432.1	XP_017799214.1
OG0003902	XP_025989407.2	XP_017795007.1
OG0003903	XP_039308250.1	XP_017788536.1
OG0003904	XP_011163090.3	XP_017788484.1, XP_017795075.1
OG0003905	XP_011159771.1	XP_017795535.1
OG0003906	XP_025987578.1	XP_017798192.1
OG0003908	XP_039313976.1, XP_011166693.1	XP_017789107.1
OG0003909	XP_011168602.2	XP_017798003.1
OG0003910	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1	XP_017792577.1
OG0003911	XP_011167267.1	XP_017798545.1
OG0003912	XP_011163003.1	XP_017787459.1
OG0003913	XP_011171472.1	XP_017790669.1
OG0003914	XP_011170975.2	XP_017787920.1
OG0003915	XP_025993626.2	XP_017795657.1
OG0003916	XP_025996319.1	XP_017794563.1
OG0003917	XP_011159616.2	XP_017790152.1
OG0003918	XP_011163143.2	XP_017789051.1
OG0003919	XP_011168236.1, XP_011168238.1	XP_017791666.1
OG0003920	XP_011173008.2	XP_017791443.1
OG0003921	XP_011173457.1	XP_017797196.1
OG0003922	XP_011163814.1	XP_017794815.1
OG0003923	XP_011158933.2, XP_039305216.1	XP_017797915.1
OG0003924	XP_011155904.1, XP_011155896.1, XP_025991279.1	XP_017795517.1
OG0003925	XP_011170768.1	XP_017788524.1
OG0003926	XP_039313898.1	XP_017792436.1
OG0003927	XP_011173519.1, XP_011173521.1	XP_017795773.1
OG0003928	XP_011175799.1	XP_017795385.1
OG0003929	XP_039310561.1, XP_011172972.2	XP_017797396.1
OG0003930	XP_011163266.2	XP_017793881.1
OG0003931	XP_011160703.1	XP_017789129.1
OG0003932	XP_011175956.1	XP_017795132.1
OG0003933	XP_011164334.1	XP_017797499.1
OG0003934	XP_039315643.1, XP_039315644.1	XP_017793251.1
OG0003935	XP_011169572.1	XP_017790351.1
OG0003936	XP_025990001.1	XP_017789793.1
OG0003937	XP_039305588.1, XP_039305589.1, XP_039305590.1	XP_017797898.1
OG0003938	XP_011161817.1	XP_017792608.1
OG0003939	XP_011168128.1	XP_017796942.1
OG0003940	XP_039314809.1	XP_017787591.1
OG0003941	XP_011166197.1	XP_017796607.1
OG0003942	XP_011157768.2, XP_039302384.1, XP_039302385.1	XP_017796398.1
OG0003943	XP_011162640.2	XP_017792141.1
OG0003944	XP_011172391.2	XP_017792080.1
OG0003945	XP_025986377.1	XP_017789622.1
OG0003946	XP_025986400.1	XP_017794638.1
OG0003947	XP_011159662.1, XP_025991662.1	XP_017789937.1
OG0003948	XP_011158015.1	XP_017793234.1
OG0003950	XP_011170040.1	XP_017789551.1
OG0003951	XP_011172015.2	XP_017787442.1
OG0003952	XP_025990828.1	XP_017793307.1
OG0003953	XP_011162228.1	XP_017797983.1
OG0003954	XP_011162943.1	XP_017790320.1
OG0003955	XP_011159642.2	XP_017795053.1
OG0003956	XP_011175137.1	XP_017797179.1
OG0003957	XP_011161541.1	XP_017788777.1
OG0003958	XP_011155905.1	XP_017796650.1
OG0003959	XP_011169772.1	XP_017792028.1
OG0003960	XP_025989645.1	XP_017795057.1
OG0003961	XP_011173964.2	XP_017791138.1
OG0003962	XP_011158728.2	XP_017790501.1
OG0003963	XP_011171315.2	XP_017790658.1
OG0003964	XP_039311722.1	XP_017791467.1
OG0003965	XP_039314142.1	XP_017794243.1
OG0003966	XP_039311890.1, XP_039311891.1	XP_017794854.1
OG0003967	XP_025993554.1, XP_039311771.1, XP_039303565.1	XP_017788683.1
OG0003968	XP_011172321.1	XP_017790794.1
OG0003969	XP_011167354.1	XP_017796360.1
OG0003970	XP_011169892.1	XP_017795207.1
OG0003971	XP_011157998.1	XP_017788859.1
OG0003972	XP_011159684.1	XP_017790701.1
OG0003973	XP_011160299.1	XP_017790383.1
OG0003974	XP_011156214.1	XP_017797548.1
OG0003975	XP_025997197.1	XP_017789658.1
OG0003976	XP_011170682.1	XP_017788647.1
OG0003977	XP_011158706.1, XP_039305263.1	XP_017790532.1
OG0003978	XP_011162080.1	XP_017791389.1
OG0003979	XP_011155702.2, XP_011155701.2	XP_017790635.1
OG0003980	XP_011169396.1	XP_017793013.1
OG0003981	XP_011173719.1	XP_017796628.1
OG0003982	XP_039312784.1	XP_017790273.1
OG0003983	XP_025991685.1, XP_025991684.1	XP_017791651.1
OG0003984	XP_011155858.2	XP_017792742.1
OG0003985	XP_011173006.1	XP_017791619.1
OG0003986	XP_039313515.1	XP_017790934.1
OG0003988	XP_025988648.1, XP_025988653.1	XP_017795998.1
OG0003989	XP_011155316.2	XP_017791304.1
OG0003990	XP_039310594.1	XP_017796842.1
OG0003991	XP_025990820.2	XP_017789766.1
OG0003992	XP_011157073.1	XP_017798023.1
OG0003994	XP_011173065.2	XP_017796126.1
OG0003995	XP_011163297.1	XP_017789448.1
OG0003996	XP_011167121.1	XP_017790659.1
OG0003997	XP_039309289.1	XP_017792008.1
OG0003998	XP_011175483.2	XP_017797908.1
OG0003999	XP_011161469.1	XP_017791327.1
OG0004000	XP_011158775.2	XP_017788398.1
OG0004001	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1	XP_017791173.1
OG0004002	XP_011169532.1	XP_017789711.1
OG0004003	XP_011159911.1	XP_017797147.1, XP_017789312.1
OG0004004	XP_039305247.1	XP_017790549.1
OG0004005	XP_025988994.2	XP_017792594.1, XP_017792593.1
OG0004006	XP_025992759.2	XP_017788949.1, XP_017788734.1
OG0004007	XP_025995163.1	XP_017798965.1
OG0004008	XP_011158353.1, XP_011158354.1	XP_017787360.1
OG0004009	XP_011163925.1	XP_017787838.1
