Orthogroup	Solenopsis_invicta	Vespa_mandarinia
OG0003844	XP_011166427.2	XP_035735128.1
OG0003845	XP_039307489.1, XP_011166904.1	XP_035739934.1
OG0003846	XP_011175418.1	XP_035743352.1
OG0003847	XP_011160048.1	XP_035722162.1
OG0003848	XP_011163364.1	XP_035727970.1, XP_035727969.1
OG0003849	XP_011167690.1	XP_035734278.1
OG0003850	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1	XP_035736696.1
OG0003851	XP_011155312.1	XP_035734667.1
OG0003852	XP_011164192.1	XP_035724992.1
OG0003853	XP_011167699.1	XP_035721416.1
OG0003854	XP_011170457.1, XP_011170455.2	XP_035731886.1
OG0003855	XP_025990166.1	XP_035738009.1
OG0003856	XP_039315036.1	XP_035733799.1, XP_035733797.1, XP_035733796.1
OG0003857	XP_025989275.1	XP_035730798.1
OG0003858	XP_011176128.2, XP_039305046.1, XP_011176134.1	XP_035726436.1, XP_035726438.1, XP_035726437.1
OG0003859	XP_011175511.1	XP_035723901.1
OG0003860	XP_011158866.1	XP_035717409.1
OG0003861	XP_011161907.1	XP_035740311.1, XP_035740310.1
OG0003862	XP_039308821.1	XP_035731852.1
OG0003863	XP_039308430.1	XP_035728957.1
OG0003864	XP_011164251.2	XP_035742818.1
OG0003865	XP_011155759.1, XP_011155758.1	XP_035735177.1
OG0003866	XP_011176060.1	XP_035729570.1
OG0003867	XP_011164324.1	XP_035723875.1
OG0003868	XP_011155641.1	XP_035733187.1
OG0003869	XP_025988131.1	XP_035723122.1
OG0003870	XP_025995031.1	XP_035740870.1
OG0003871	XP_039311707.1	XP_035724594.1
OG0003872	XP_039309105.1, XP_011162350.1	XP_035738828.1, XP_035738827.1
OG0003873	XP_025987503.2	XP_035726635.1
OG0003874	XP_011170285.1	XP_035728688.1
OG0003875	XP_025994624.1	XP_035726108.1
OG0003876	XP_011164283.1	XP_035738388.1
OG0003877	XP_011158035.1	XP_035727676.1, XP_035727677.1, XP_035727675.1
OG0003878	XP_011169851.1	XP_035720369.1
OG0003879	XP_025988582.1, XP_011158304.1	XP_035723050.1
OG0003880	XP_011157017.1	XP_035721142.1
OG0003881	XP_011170189.2	XP_035717227.1
OG0003882	XP_011170992.1	XP_035722477.1, XP_035722479.1
OG0003883	XP_011171998.1	XP_035721277.1
OG0003884	XP_039307182.1	XP_035724247.1
OG0003885	XP_011173400.1	XP_035741602.1, XP_035741601.1
OG0003886	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1	XP_035743684.1
OG0003887	XP_011158236.2	XP_035740302.1, XP_035740303.1
OG0003888	XP_011162753.2	XP_035737789.1
OG0003889	XP_011168777.1	XP_035742474.1, XP_035742475.1, XP_035733598.1
OG0003890	XP_039312581.1, XP_039312579.1	XP_035734065.1, XP_035734063.1
OG0003891	XP_011161971.1	XP_035736151.1
OG0003892	XP_011160869.1	XP_035743337.1
OG0003893	XP_025986847.1, NP_001291512.1	XP_035742324.1
OG0003894	XP_011160767.2, XP_011160760.1	XP_035738443.1
OG0003895	XP_025986022.2	XP_035726725.1, XP_035726724.1, XP_035726723.1
OG0003896	XP_011162347.1	XP_035727124.1
OG0003897	XP_025992844.1	XP_035739094.1
OG0003898	XP_011176008.1	XP_035741665.1
OG0003899	XP_011170319.1	XP_035725468.1
OG0003900	XP_011172738.1	XP_035724330.1
OG0003901	XP_039304811.1, XP_025996432.1	XP_035717672.1
OG0003902	XP_025989407.2	XP_035731275.1
OG0003903	XP_039308250.1	XP_035718088.1
OG0003904	XP_011163090.3	XP_035730598.1, XP_035730600.1, XP_035730599.1
OG0003905	XP_011159771.1	XP_035737153.1
OG0003906	XP_025987578.1	XP_035730548.1
OG0003907	XP_011168229.1, XP_039311815.1, XP_039311814.1	XP_035739183.1
OG0003908	XP_039313976.1, XP_011166693.1	XP_035726411.1
OG0003909	XP_011168602.2	XP_035743286.1
OG0003910	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1	XP_035726258.1, XP_035726257.1
OG0003911	XP_011167267.1	XP_035725054.1
OG0003912	XP_011163003.1	XP_035721017.1
OG0003913	XP_011171472.1	XP_035740890.1
OG0003914	XP_011170975.2	XP_035737812.1
OG0003915	XP_025993626.2	XP_035738805.1, XP_035738804.1
OG0003916	XP_025996319.1	XP_035736861.1
OG0003917	XP_011159616.2	XP_035729612.1
OG0003918	XP_011163143.2	XP_035727577.1
OG0003919	XP_011168236.1, XP_011168238.1	XP_035717224.1, XP_035717223.1
OG0003920	XP_011173008.2	XP_035730515.1
OG0003921	XP_011173457.1	XP_035740875.1
OG0003922	XP_011163814.1	XP_035723258.1, XP_035723259.1
OG0003923	XP_011158933.2, XP_039305216.1	XP_035722871.1, XP_035722872.1
OG0003924	XP_011155904.1, XP_011155896.1, XP_025991279.1	XP_035740268.1
OG0003925	XP_011170768.1	XP_035720346.1
OG0003926	XP_039313898.1	XP_035738103.1
OG0003927	XP_011173519.1, XP_011173521.1	XP_035720710.1
OG0003928	XP_011175799.1	XP_035729501.1
OG0003929	XP_039310561.1, XP_011172972.2	XP_035737732.1
OG0003930	XP_011163266.2	XP_035724600.1
OG0003931	XP_011160703.1	XP_035735006.1
OG0003932	XP_011175956.1	XP_035741680.1
OG0003933	XP_011164334.1	XP_035738414.1
OG0003934	XP_039315643.1, XP_039315644.1	XP_035730344.1
OG0003935	XP_011169572.1	XP_035722585.1
OG0003936	XP_025990001.1	XP_035737650.1
OG0003937	XP_039305588.1, XP_039305589.1, XP_039305590.1	XP_035719140.1, XP_035719138.1
OG0003938	XP_011161817.1	XP_035724446.1
OG0003939	XP_011168128.1	XP_035723858.1
OG0003940	XP_039314809.1	XP_035727976.1
OG0003941	XP_011166197.1	XP_035732011.1
OG0003942	XP_011157768.2, XP_039302384.1, XP_039302385.1	XP_035718538.1
OG0003943	XP_011162640.2	XP_035744238.1
OG0003944	XP_011172391.2	XP_035731900.1
OG0003945	XP_025986377.1	XP_035726780.1
OG0003946	XP_025986400.1	XP_035740564.1
OG0003947	XP_011159662.1, XP_025991662.1	XP_035725105.1
OG0003948	XP_011158015.1	XP_035728655.1, XP_035728647.1, XP_035728640.1
OG0003950	XP_011170040.1	XP_035728307.1, XP_035728308.1
OG0003951	XP_011172015.2	XP_035741587.1
OG0003952	XP_025990828.1	XP_035729498.1
OG0003953	XP_011162228.1	XP_035740232.1
OG0003954	XP_011162943.1	XP_035735045.1
OG0003955	XP_011159642.2	XP_035731385.1
OG0003956	XP_011175137.1	XP_035729488.1
OG0003957	XP_011161541.1	XP_035720866.1
OG0003958	XP_011155905.1	XP_035722542.1
OG0003959	XP_011169772.1	XP_035735302.1
OG0003960	XP_025989645.1	XP_035725349.1
OG0003961	XP_011173964.2	XP_035729470.1
OG0003962	XP_011158728.2	XP_035732961.1
OG0003963	XP_011171315.2	XP_035731686.1
OG0003964	XP_039311722.1	XP_035730442.1, XP_035730431.1
OG0003965	XP_039314142.1	XP_035732470.1
OG0003966	XP_039311890.1, XP_039311891.1	XP_035741154.1
OG0003967	XP_025993554.1, XP_039311771.1, XP_039303565.1	XP_035735200.1
OG0003968	XP_011172321.1	XP_035730862.1
OG0003969	XP_011167354.1	XP_035743294.1
OG0003970	XP_011169892.1	XP_035721059.1
OG0003971	XP_011157998.1	XP_035739064.1
OG0003972	XP_011159684.1	XP_035730853.1
OG0003973	XP_011160299.1	XP_035717559.1
OG0003974	XP_011156214.1	XP_035730852.1
OG0003975	XP_025997197.1	XP_035724857.1
OG0003976	XP_011170682.1	XP_035728148.1
OG0003977	XP_011158706.1, XP_039305263.1	XP_035718687.1
OG0003978	XP_011162080.1	XP_035738462.1
OG0003979	XP_011155702.2, XP_011155701.2	XP_035739671.1
OG0003980	XP_011169396.1	XP_035739757.1
OG0003981	XP_011173719.1	XP_035734974.1, XP_035734968.1
OG0003982	XP_039312784.1	XP_035743591.1
OG0003983	XP_025991685.1, XP_025991684.1	XP_035721291.1
OG0003984	XP_011155858.2	XP_035718571.1
OG0003985	XP_011173006.1	XP_035728130.1
OG0003986	XP_039313515.1	XP_035724336.1
OG0003988	XP_025988648.1, XP_025988653.1	XP_035724570.1, XP_035724562.1
OG0003989	XP_011155316.2	XP_035732054.1
OG0003990	XP_039310594.1	XP_035724405.1
OG0003991	XP_025990820.2	XP_035734801.1
OG0003992	XP_011157073.1	XP_035742085.1
OG0003994	XP_011173065.2	XP_035739544.1
OG0003995	XP_011163297.1	XP_035731443.1
OG0003996	XP_011167121.1	XP_035732664.1
OG0003997	XP_039309289.1	XP_035728931.1
OG0003998	XP_011175483.2	XP_035723077.1
OG0003999	XP_011161469.1	XP_035721916.1
OG0004000	XP_011158775.2	XP_035733367.1
OG0004001	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1	XP_035718133.1
OG0004002	XP_011169532.1	XP_035733605.1
OG0004003	XP_011159911.1	XP_035739471.1
OG0004004	XP_039305247.1	XP_035733374.1
OG0004005	XP_025988994.2	XP_035724095.1
OG0004006	XP_025992759.2	XP_035717929.1, XP_035717928.1
OG0004007	XP_025995163.1	XP_035720625.1
OG0004008	XP_011158353.1, XP_011158354.1	XP_035728446.1
OG0004009	XP_011163925.1	XP_035729440.1
OG0004010	XP_011166009.1	XP_035728881.1
OG0004011	XP_011164190.1	XP_035733862.1
OG0004012	XP_025996424.2, XP_039307838.1	XP_035736804.1
OG0004013	XP_025997264.2	XP_035725465.1, XP_035725462.1
OG0004014	XP_025995379.2	XP_035735369.1
OG0004016	XP_011160976.2	XP_035729441.1
OG0004017	XP_025986525.1	XP_035723806.1
OG0004018	XP_011157242.1, XP_025995061.1	XP_035731393.1
OG0004019	XP_011161528.1	XP_035724458.1
OG0004020	XP_011166363.1	XP_035731783.1
OG0004021	XP_039313089.1, XP_039313090.1, XP_025995783.1	XP_035721210.1
OG0004022	XP_011171815.1	XP_035737401.1
OG0004023	XP_011162975.1, XP_011162974.1	XP_035740389.1
OG0004025	XP_011164271.1	XP_035719371.1, XP_035719373.1, XP_035719370.1
OG0004026	XP_025990012.1	XP_035732181.1
OG0004027	XP_011164751.3	XP_035722201.1, XP_035722199.1
OG0004028	XP_025991781.2	XP_035736761.1, XP_035736764.1
OG0004029	XP_011160784.1	XP_035730803.1
OG0004030	XP_011170043.1	XP_035740912.1
OG0004031	XP_011158780.1	XP_035728618.1
OG0004033	XP_039307474.1	XP_035739824.1
OG0004034	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1	XP_035733213.1
OG0004035	XP_011155615.1	XP_035738641.1
OG0004036	XP_011158733.3	XP_035733409.1
OG0004037	XP_011170260.1, XP_039314275.1	XP_035744271.1
OG0004038	XP_011176152.1	XP_035732499.1
OG0004040	XP_011174172.2	XP_035720761.1
OG0004042	XP_025989619.2	XP_035742856.1
OG0004043	XP_011163010.1	XP_035736668.1
OG0004044	XP_039305638.1, XP_039305637.1	XP_035735054.1, XP_035735057.1
OG0004045	XP_011164711.1	XP_035732093.1
OG0004046	XP_039302056.1	XP_035720290.1, XP_035720281.1, XP_035720301.1
OG0004047	XP_039313211.1, XP_025995715.1	XP_035737864.1, XP_035737856.1
OG0004048	XP_011160967.1	XP_035734390.1
OG0004049	XP_011164527.2	XP_035738694.1
OG0004050	XP_011167831.1	XP_035741161.1
OG0004051	XP_011165647.1	XP_035731634.1
OG0004052	XP_039315146.1	XP_035722510.1
OG0004053	XP_011159339.2	XP_035742586.1
OG0004054	XP_025988227.1, XP_025988226.1	XP_035722839.1
OG0004055	XP_011163549.1	XP_035737011.1, XP_035737067.1
OG0004056	XP_011166280.2	XP_035742556.1, XP_035742555.1
OG0004058	XP_011169619.1	XP_035730639.1
OG0004059	XP_011157452.1	XP_035728869.1
OG0004060	XP_025991675.1	XP_035723583.1
OG0004061	XP_011168657.1	XP_035736892.1, XP_035736893.1
OG0004062	XP_025990409.1	XP_035730239.1
OG0004063	XP_011159313.1, XP_039304238.1	XP_035734463.1
OG0004064	XP_011164224.2	XP_035718783.1
OG0004065	XP_011165116.3	XP_035728980.1, XP_035728982.1
OG0004066	XP_011161434.1, XP_039310940.1	XP_035736379.1
OG0004067	XP_025987207.2	XP_035723608.1
OG0004068	XP_039308564.1	XP_035723988.1
OG0004069	XP_011155411.1	XP_035731934.1
OG0004070	XP_025993491.2	XP_035729983.1
OG0004071	XP_025988101.1	XP_035724626.1
OG0004072	XP_011165270.1	XP_035741311.1
OG0004073	XP_011168263.1	XP_035732673.1
OG0004074	XP_011169219.1	XP_035740733.1
OG0004075	XP_011175194.1	XP_035735660.1
OG0004076	XP_011170411.1	XP_035731134.1
OG0004077	XP_011159212.1	XP_035728076.1, XP_035728078.1
OG0004078	XP_011155720.1	XP_035718984.1
OG0004079	XP_025996144.1, XP_039302042.1	XP_035740056.1
OG0004080	XP_011159852.1	XP_035733503.1
OG0004081	XP_011169144.2, XP_011169139.2	XP_035739709.1, XP_035739717.1
OG0004082	XP_011162090.2	XP_035734984.1
OG0004083	XP_039309612.1	XP_035734731.1
OG0004085	XP_011161228.1	XP_035730173.1
OG0004086	XP_011174364.1	XP_035739570.1
OG0004087	XP_025995637.1	XP_035732052.1
OG0004088	XP_011169452.1	XP_035734587.1
OG0004089	XP_011168660.2	XP_035743579.1
OG0004090	XP_011162348.1	XP_035734598.1, XP_035734599.1, XP_035734600.1
OG0004091	XP_039309999.1	XP_035732055.1
OG0004093	XP_025995055.1, XP_025995058.1	XP_035722822.1
OG0004094	XP_011169405.1	XP_035720188.1
OG0004095	XP_011169035.1	XP_035738075.1
OG0004096	XP_025993161.1, XP_011155807.2	XP_035720249.1
OG0004097	XP_011166008.1	XP_035731266.1
OG0004099	XP_011165675.1	XP_035722522.1
OG0004100	XP_011156672.1	XP_035738349.1
OG0004101	XP_011166845.1	XP_035727444.1
OG0004102	XP_011170924.1	XP_035727231.1
OG0004103	XP_039313925.1	XP_035741524.1
OG0004104	XP_039302709.1	XP_035744037.1
OG0004105	XP_025990046.2	XP_035741443.1
OG0004106	XP_011163995.1	XP_035736722.1
OG0004107	XP_011165569.2	XP_035729761.1, XP_035729760.1
OG0004108	XP_011167636.1	XP_035724162.1
OG0004109	XP_011158607.1	XP_035736981.1
OG0004110	XP_025996654.1	XP_035742862.1
OG0004111	XP_011156109.1	XP_035734205.1, XP_035734206.1
OG0004112	XP_039303941.1, XP_011168726.1	XP_035737666.1
OG0004113	XP_011158698.1	XP_035739124.1, XP_035739123.1
OG0004114	XP_011160769.1	XP_035738465.1, XP_035738464.1
OG0004116	XP_025990961.2	XP_035731895.1
OG0004117	XP_011175564.1, XP_011175562.1	XP_035732283.1, XP_035732284.1, XP_035732287.1
OG0004119	XP_039310397.1	XP_035735994.1, XP_035735818.1, XP_035735911.1
OG0004120	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1	XP_035742838.1
OG0004121	XP_011167012.1	XP_035717536.1
OG0004122	XP_039309149.1	XP_035734137.1
OG0004123	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1	XP_035726648.1
OG0004124	XP_025987768.1	XP_035743002.1
OG0004125	XP_011156216.1	XP_035742806.1
OG0004126	XP_025991158.1	XP_035721947.1
OG0004127	XP_011159087.1	XP_035738378.1
OG0004128	XP_039307630.1	XP_035744133.1
OG0004129	XP_039313342.1	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1
OG0004130	XP_039314762.1	XP_035733718.1
OG0004131	XP_039304436.1	XP_035739715.1
OG0004132	XP_039309364.1	XP_035737227.1
OG0004133	XP_011167669.2, XP_011167668.2, XP_039312294.1	XP_035739242.1
OG0004134	XP_039302704.1	XP_035727169.1, XP_035727178.1
OG0004135	XP_025993061.1, XP_025993060.1	XP_035731909.1, XP_035731907.1, XP_035731908.1
OG0004136	XP_011156695.1, XP_025991198.1	XP_035733960.1
OG0004137	XP_025990944.2	XP_035729638.1, XP_035729636.1, XP_035729637.1
OG0004138	XP_011160097.1	XP_035723449.1
OG0004139	XP_011157272.1	XP_035741841.1
OG0004141	XP_011164745.1	XP_035741127.1
OG0004142	XP_039305779.1	XP_035739033.1
OG0004143	XP_011168220.1	XP_035732269.1
OG0004144	XP_011163595.1	XP_035742935.1
OG0004145	XP_011155467.2	XP_035724100.1
OG0004146	XP_011166259.1	XP_035728347.1
OG0004147	XP_025985975.1	XP_035741514.1
OG0004148	XP_039305262.1	XP_035743559.1
OG0004149	XP_039308369.1	XP_035743892.1
OG0004150	XP_011162070.1	XP_035734499.1, XP_035734497.1, XP_035734498.1
OG0004151	XP_039311368.1	XP_035736769.1
OG0004152	XP_039308924.1	XP_035735258.1
OG0004152	XP_039308869.1	XP_035735259.1
OG0004152	XP_025988257.2	XP_035735518.1
OG0004153	XP_025988502.2, XP_039304668.1	XP_035723985.1
OG0004154	XP_039303630.1	XP_035730364.1
OG0004155	XP_025991666.2	XP_035741937.1
OG0004158	XP_025993420.1	XP_035743063.1
OG0004159	XP_011175964.1, XP_011175965.1, XP_011175966.1	XP_035729994.1
OG0004160	XP_025985805.1, XP_039308353.1	XP_035744269.1
OG0004161	XP_011171747.1	XP_035717907.1, XP_035717915.1
OG0004162	XP_025993897.1	XP_035725411.1
OG0004163	XP_025993169.1	XP_035726235.1
OG0004164	XP_039312197.1, XP_025989186.1	XP_035722211.1, XP_035722212.1, XP_035722213.1
OG0004165	XP_039311362.1	XP_035738420.1
OG0004166	XP_011168788.1, XP_039310560.1	XP_035737609.1, XP_035737610.1
OG0004167	XP_011176278.2	XP_035720534.1
OG0004168	XP_011159318.1	XP_035734484.1
OG0004169	XP_011160718.1	XP_035724798.1
OG0004170	XP_039303123.1	XP_035729232.1
OG0004171	XP_039311461.1	XP_035744276.1
OG0004172	XP_039303357.1	XP_035730777.1, XP_035730775.1
OG0004173	XP_039309853.1	XP_035718583.1
OG0004174	XP_039302753.1	XP_035744171.1, XP_035744117.1
OG0004175	XP_011169285.2	XP_035738839.1
OG0004176	XP_011170037.2	XP_035730765.1, XP_035730771.1
OG0004177	XP_011168778.1	XP_035733606.1, XP_035733617.1
OG0004179	XP_011170336.1, XP_025992578.1, XP_025992577.1	XP_035725627.1
OG0004180	XP_011158747.1	XP_035737312.1
OG0004181	XP_039312215.1, XP_039312049.1	XP_035730027.1, XP_035730028.1
OG0004182	XP_039313964.1	XP_035740117.1
OG0004183	XP_011157967.1	XP_035719791.1, XP_035719792.1
OG0004184	XP_039310820.1	XP_035728549.1
OG0004185	XP_011156842.1	XP_035744067.1
OG0004186	XP_039308206.1	XP_035718296.1
OG0004187	XP_011164732.1	XP_035738826.1
OG0004188	XP_011175685.1	XP_035738124.1
OG0004189	XP_039308036.1, XP_039308034.1	XP_035734845.1
OG0004190	XP_011164892.1, XP_039303349.1	XP_035722618.1
OG0004191	XP_011159286.1	XP_035741700.1
OG0004192	XP_011168000.1	XP_035732056.1
OG0004193	XP_025989345.1	XP_035737284.1
OG0004194	XP_011158897.1	XP_035722501.1
OG0004195	XP_011170586.1	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1
OG0004196	XP_011166763.1	XP_035730379.1, XP_035730377.1
OG0004197	XP_011171734.2	XP_035742036.1
OG0004198	XP_011160987.1	XP_035726708.1
OG0004199	XP_039310623.1, XP_039310624.1, XP_025987405.1	XP_035737594.1, XP_035737601.1
OG0004201	XP_039312011.1, XP_039312010.1	XP_035740723.1, XP_035740721.1
OG0004202	XP_011156210.1	XP_035725976.1
OG0004203	XP_011166503.2	XP_035736300.1
OG0004204	XP_011166358.2	XP_035740250.1
OG0004205	XP_011161896.1	XP_035739604.1
OG0004206	XP_039309415.1, XP_011157038.1	XP_035730713.1
OG0004207	XP_011175161.1	XP_035717802.1
OG0004209	XP_025992085.1, XP_025992086.1	XP_035728915.1
OG0004210	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2	XP_035730546.1, XP_035730537.1
OG0004211	XP_011173627.2	XP_035737251.1, XP_035737252.1
OG0004212	XP_025994561.1	XP_035740886.1
OG0004213	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1	XP_035732614.1
OG0004214	XP_011158629.1	XP_035731116.1
OG0004215	XP_011160562.1	XP_035719584.1
OG0004216	XP_039312904.1	XP_035742724.1
OG0004217	XP_011175532.1	XP_035720784.1
OG0004218	XP_039303362.1, XP_039303359.1	XP_035720626.1
OG0004219	XP_011168347.1	XP_035728938.1, XP_035728939.1
OG0004220	XP_011158592.3	XP_035731785.1
OG0004222	XP_011161833.1	XP_035724454.1, XP_035724456.1, XP_035724455.1
OG0004223	XP_011159387.2	XP_035724226.1, XP_035724227.1
OG0004224	XP_025988714.1	XP_035743280.1
OG0004225	XP_011167154.1	XP_035721143.1
OG0004227	XP_011163093.1	XP_035730606.1, XP_035730605.1
OG0004228	XP_011170441.1	XP_035722092.1, XP_035722093.1
OG0004229	XP_011158581.1	XP_035717345.1
OG0004230	XP_039306510.1	XP_035727206.1, XP_035727195.1
OG0004231	XP_039313773.1	XP_035739737.1
OG0004232	XP_011165091.1	XP_035718508.1
OG0004233	XP_025993542.1	XP_035717175.1
OG0004234	XP_011170895.1	XP_035720682.1
OG0004235	XP_011163158.2	XP_035743645.1, XP_035743640.1
OG0004236	XP_039303983.1	XP_035727943.1
OG0004237	XP_025994831.1	XP_035743204.1
OG0004238	XP_011173284.1	XP_035736031.1, XP_035736021.1
OG0004240	XP_011167991.1	XP_035736401.1, XP_035736382.1, XP_035736392.1
OG0004241	XP_039311612.1	XP_035729264.1, XP_035729265.1
OG0004242	XP_011163221.1	XP_035742066.1
OG0004243	XP_025986763.1	XP_035722921.1, XP_035722922.1
OG0004244	XP_039313045.1, XP_025987112.2, XP_039313040.1	XP_035728426.1
OG0004246	XP_025990220.1	XP_035723859.1
OG0004247	XP_039308659.1, XP_039308658.1, XP_039308657.1	XP_035729992.1
OG0004248	XP_011168571.2	XP_035741996.1
OG0004249	XP_011159482.1	XP_035717140.1
OG0004250	XP_039304009.1	XP_035721102.1, XP_035721101.1, XP_035721103.1
OG0004251	XP_011163731.1, XP_039310626.1	XP_035726876.1
OG0004252	XP_011171189.1	XP_035731440.1
OG0004253	XP_011172606.1	XP_035718481.1
OG0004254	XP_025988003.2	XP_035728872.1
OG0004255	XP_039314928.1	XP_035741077.1
OG0004256	XP_011155839.1	XP_035739147.1
OG0004257	XP_011170824.2	XP_035740383.1
OG0004258	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1	XP_035725116.1
OG0004259	XP_025994643.1	XP_035718281.1, XP_035718280.1
OG0004260	XP_025986732.1	XP_035741730.1
OG0004261	XP_011167464.1	XP_035717515.1, XP_035717526.1, XP_035717535.1
OG0004262	XP_025987114.1, XP_025987113.1	XP_035727233.1
OG0004263	XP_039305021.1, XP_039305020.1	XP_035734406.1
OG0004264	XP_011157878.2	XP_035725740.1, XP_035725739.1, XP_035725734.1
OG0004265	XP_039314676.1	XP_035731052.1
OG0004266	XP_011163418.1	XP_035742175.1, XP_035742174.1, XP_035742177.1, XP_035742176.1, XP_035742171.1, XP_035742173.1, XP_035742172.1
OG0004267	XP_011165237.1	XP_035736283.1, XP_035736284.1, XP_035736279.1, XP_035736282.1, XP_035736281.1
OG0004275	XP_011167760.1	XP_035727960.1
OG0004276	XP_011156394.1	XP_035726615.1
OG0004277	XP_011167596.1	XP_035737110.1
OG0004278	XP_011159414.1	XP_035717356.1
OG0004279	XP_025992877.1	XP_035739348.1
OG0004280	XP_011162790.1	XP_035741808.1
OG0004281	XP_011165507.3	XP_035729783.1
OG0004282	NP_001291536.1	XP_035730957.1
OG0004283	XP_011158925.1, XP_011170687.2	XP_035722999.1
OG0004284	XP_011159168.2	XP_035738067.1
OG0004285	XP_011170431.1	XP_035727761.1
OG0004286	XP_025991997.1	XP_035730538.1
OG0004287	XP_011171348.1	XP_035741042.1
OG0004288	XP_011160311.1	XP_035720808.1, XP_035720826.1
OG0004289	XP_011174990.1	XP_035727551.1
OG0004290	XP_011160834.1	XP_035720101.1
OG0004291	XP_011159623.1	XP_035726119.1
OG0004292	XP_025988686.1	XP_035725596.1
OG0004293	XP_011161761.1	XP_035736655.1
OG0004294	XP_011164701.1	XP_035738185.1
OG0004295	XP_011155556.1, XP_039302705.1	XP_035727192.1
OG0004296	NP_001291535.1	XP_035733883.1
OG0004297	XP_011159308.2	XP_035723241.1
OG0004298	XP_025991766.1	XP_035718206.1, XP_035718208.1
OG0004299	XP_011162811.1	XP_035743342.1
OG0004300	XP_011173646.1	XP_035723863.1, XP_035723864.1
OG0004301	XP_011175923.1	XP_035732070.1
OG0004302	XP_011164490.1	XP_035720276.1
OG0004303	XP_011173353.1	XP_035744082.1
OG0004304	XP_011172794.1	XP_035725524.1, XP_035734512.1
OG0004305	XP_011165525.1, XP_011165526.1	XP_035743709.1
OG0004306	XP_011161319.1	XP_035722333.1
OG0004307	XP_025990223.1	XP_035734525.1
OG0004308	XP_011155369.1	XP_035739345.1
OG0004309	XP_011172070.1, XP_039302724.1	XP_035734934.1
OG0004310	XP_011169536.1	XP_035740428.1
OG0004311	XP_011167419.1	XP_035738344.1
OG0004312	XP_011176213.1	XP_035723092.1
OG0004313	XP_011156843.1	XP_035723192.1
OG0004314	XP_011175481.1	XP_035740078.1
OG0004315	XP_039313436.1	XP_035717558.1
OG0004316	XP_011160667.1	XP_035719056.1
OG0004317	XP_011169758.1	XP_035730712.1, XP_035730359.1
OG0004318	XP_011167420.1	XP_035743742.1
OG0004319	XP_025992547.1	XP_035731619.1
OG0004320	XP_011158298.1	XP_035719797.1
OG0004321	XP_011160296.1	XP_035717572.1, XP_035717573.1
OG0004322	XP_025996169.1	XP_035741521.1
OG0004323	XP_011156367.1	XP_035743440.1
OG0004324	XP_011168737.1	XP_035737538.1, XP_035737529.1
OG0004325	XP_011167787.2	XP_035728019.1
OG0004326	XP_011155658.1	XP_035730703.1, XP_035730701.1, XP_035730702.1
OG0004327	XP_011162645.1	XP_035743997.1
OG0004328	XP_011175958.1	XP_035730001.1
OG0004329	XP_011164160.1	XP_035718212.1
OG0004330	XP_011166161.1	XP_035719235.1
OG0004331	XP_039312186.1	XP_035738981.1, XP_035738973.1
OG0004332	XP_011158918.1	XP_035737341.1
OG0004333	XP_011164566.1	XP_035738992.1
OG0004334	XP_011155808.1	XP_035720278.1
OG0004335	XP_011168535.1	XP_035735736.1
OG0004337	XP_011175185.2	XP_035735630.1
OG0004338	XP_011175918.1	XP_035729419.1
OG0004339	XP_025986876.1	XP_035734501.1
OG0004340	XP_011169576.1	XP_035722582.1, XP_035722583.1
OG0004341	XP_011159269.1	XP_035734660.1
OG0004342	XP_025989004.2	XP_035725064.1, XP_035725063.1, XP_035725065.1, XP_035725061.1, XP_035725062.1
OG0004343	XP_011158059.1	XP_035727573.1
OG0004344	XP_011157561.1	XP_035737638.1
OG0004345	XP_011165075.2	XP_035742721.1
OG0004346	XP_011160509.1	XP_035728115.1
OG0004347	XP_011158052.1	XP_035727554.1
OG0004348	XP_011155402.1, XP_011155403.1	XP_035741454.1
OG0004349	XP_011172971.1	XP_035737735.1
OG0004351	XP_011169220.1	XP_035740789.1
OG0004352	XP_025993434.1	XP_035734849.1
OG0004354	XP_011166851.1	XP_035723908.1
OG0004355	XP_011159672.1	XP_035736519.1
OG0004356	XP_011163720.1	XP_035733235.1
OG0004357	XP_011168541.1	XP_035735529.1
OG0004358	XP_011155962.1	XP_035734762.1
OG0004359	XP_011159163.1	XP_035736150.1, XP_035736149.1
OG0004360	XP_039310609.1, XP_011162634.1	XP_035723047.1
OG0004361	XP_039306298.1, XP_039306297.1	XP_035728805.1
OG0004362	XP_011163937.1	XP_035729464.1
OG0004363	XP_011168050.1	XP_035725378.1
