Orthogroup	Solenopsis_invicta	Eufriesea_mexicana
OG0004109	XP_011158607.1	XP_017755701.1
OG0004110	XP_025996654.1	XP_017758221.1
OG0004111	XP_011156109.1	XP_017758957.1, XP_017758956.1
OG0004112	XP_039303941.1, XP_011168726.1	XP_017759642.1
OG0004113	XP_011158698.1	XP_017762723.1
OG0004114	XP_011160769.1	XP_017760676.1
OG0004116	XP_025990961.2	XP_017767747.1
OG0004117	XP_011175564.1, XP_011175562.1	XP_017752476.1
OG0004119	XP_039310397.1	XP_017763147.1
OG0004120	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1	XP_017757403.1
OG0004122	XP_039309149.1	XP_017763900.1
OG0004123	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1	XP_017762038.1
OG0004124	XP_025987768.1	XP_017753247.1
OG0004125	XP_011156216.1	XP_017763389.1, XP_017763398.1
OG0004126	XP_025991158.1	XP_017767246.1
OG0004127	XP_011159087.1	XP_017767457.1
OG0004128	XP_039307630.1	XP_017765364.1
OG0004129	XP_039313342.1	XP_017764308.1
OG0004130	XP_039314762.1	XP_017761891.1
OG0004131	XP_039304436.1	XP_017762646.1
OG0004132	XP_039309364.1	XP_017754518.1
OG0004133	XP_011167669.2, XP_011167668.2, XP_039312294.1	XP_017754824.1
OG0004134	XP_039302704.1	XP_017753692.1, XP_017753703.1
OG0004135	XP_025993061.1, XP_025993060.1	XP_017754388.1, XP_017754389.1
OG0004136	XP_011156695.1, XP_025991198.1	XP_017762156.1
OG0004137	XP_025990944.2	XP_017762989.1
OG0004138	XP_011160097.1	XP_017753190.1
OG0004139	XP_011157272.1	XP_017759398.1
OG0004140	XP_011171059.1	XP_017764673.1
OG0004141	XP_011164745.1	XP_017762110.1
OG0004142	XP_039305779.1	XP_017762731.1
OG0004143	XP_011168220.1	XP_017767321.1
OG0004144	XP_011163595.1	XP_017766318.1
OG0004145	XP_011155467.2	XP_017757438.1
OG0004146	XP_011166259.1	XP_017756488.1
OG0004147	XP_025985975.1	XP_017761861.1
OG0004148	XP_039305262.1	XP_017764773.1
OG0004149	XP_039308369.1	XP_017767340.1
OG0004150	XP_011162070.1	XP_017756227.1
OG0004151	XP_039311368.1	XP_017767452.1
OG0004152	XP_039308869.1, XP_025988257.2	XP_017757686.1
OG0004153	XP_025988502.2, XP_039304668.1	XP_017757421.1
OG0004154	XP_039303630.1	XP_017756300.1
OG0004155	XP_025991666.2	XP_017754466.1
OG0004156	XP_039315116.1, XP_011164617.2	XP_017753881.1, XP_017753878.1
OG0004158	XP_025993420.1	XP_017767381.1
OG0004159	XP_011175964.1, XP_011175965.1, XP_011175966.1	XP_017765584.1, XP_017765589.1, XP_017765587.1
OG0004160	XP_025985805.1, XP_039308353.1	XP_017757847.1
OG0004161	XP_011171747.1	XP_017764098.1
OG0004162	XP_025993897.1	XP_017763976.1
OG0004163	XP_025993169.1	XP_017766390.1
OG0004164	XP_039312197.1, XP_025989186.1	XP_017759106.1
OG0004165	XP_039311362.1	XP_017757263.1, XP_017757264.1
OG0004166	XP_011168788.1, XP_039310560.1	XP_017760348.1
OG0004167	XP_011176278.2	XP_017764220.1
OG0004168	XP_011159318.1	XP_017766714.1
OG0004169	XP_011160718.1	XP_017766101.1
OG0004170	XP_039303138.1, XP_039315205.1, XP_039303123.1	XP_017753913.1
OG0004171	XP_039311461.1	XP_017757277.1
OG0004172	XP_039303357.1	XP_017753705.1
OG0004173	XP_039309853.1	XP_017755019.1
OG0004174	XP_039302753.1	XP_017757976.1
OG0004175	XP_011169285.2	XP_017761285.1
OG0004176	XP_011170037.2	XP_017752857.1, XP_017752848.1
OG0004177	XP_011168778.1	XP_017764742.1
OG0004178	XP_025992042.2	XP_017767467.1
OG0004179	XP_011170336.1, XP_025992578.1, XP_025992577.1	XP_017760206.1
OG0004180	XP_011158747.1	XP_017757057.1
OG0004181	XP_039312215.1, XP_039312049.1	XP_017762931.1, XP_017762930.1
OG0004182	XP_039313964.1	XP_017766990.1
OG0004183	XP_011157967.1	XP_017762799.1
OG0004184	XP_039310820.1	XP_017764973.1
OG0004185	XP_011156842.1	XP_017759605.1
OG0004186	XP_039308206.1	XP_017764839.1
OG0004187	XP_011164732.1	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1
OG0004188	XP_011175685.1	XP_017758919.1
OG0004189	XP_039308036.1, XP_039308034.1	XP_017760438.1
OG0004190	XP_011164892.1, XP_039303349.1	XP_017756021.1
OG0004191	XP_011159286.1	XP_017758411.1
OG0004192	XP_011168000.1	XP_017766502.1
OG0004193	XP_025989345.1	XP_017759722.1, XP_017759724.1
OG0004194	XP_011158897.1	XP_017766371.1
OG0004195	XP_011170586.1	XP_017755382.1
OG0004196	XP_011166763.1	XP_017763824.1
OG0004197	XP_011171734.2	XP_017756851.1
OG0004198	XP_011160987.1	XP_017757639.1
OG0004199	XP_039310623.1, XP_039310624.1, XP_025987405.1	XP_017763062.1
OG0004201	XP_039312011.1, XP_039312010.1	XP_017767380.1
OG0004202	XP_011156210.1	XP_017753343.1
OG0004203	XP_011166503.2	XP_017756423.1
OG0004204	XP_011166358.2	XP_017758792.1
OG0004205	XP_011161896.1	XP_017763247.1
OG0004206	XP_039309415.1, XP_011157038.1	XP_017766753.1
OG0004207	XP_011175161.1	XP_017758597.1
OG0004209	XP_025992085.1, XP_025992086.1	XP_017760433.1
OG0004210	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2	XP_017767322.1
OG0004211	XP_011173627.2	XP_017762051.1
OG0004212	XP_025994561.1	XP_017758447.1
OG0004213	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1	XP_017758737.1
OG0004214	XP_011158629.1	XP_017767610.1
OG0004215	XP_011160562.1	XP_017758375.1, XP_017758376.1
OG0004216	XP_039312904.1	XP_017763499.1
OG0004217	XP_011175532.1	XP_017758299.1
OG0004218	XP_039303362.1, XP_039303359.1	XP_017753995.1
OG0004219	XP_011168347.1	XP_017763862.1
OG0004220	XP_011158592.3	XP_017753419.1
OG0004222	XP_011161833.1	XP_017767425.1
OG0004223	XP_011159387.2	XP_017767727.1
OG0004224	XP_025988714.1	XP_017752321.1
OG0004225	XP_011167154.1	XP_017767242.1
OG0004226	XP_039308184.1, XP_039310740.1	XP_017754887.1
OG0004227	XP_011163093.1	XP_017764816.1
OG0004228	XP_011170441.1	XP_017760349.1, XP_017760347.1
OG0004229	XP_011158581.1	XP_017763516.1
OG0004230	XP_039306510.1	XP_017761606.1
OG0004231	XP_039313773.1	XP_017761838.1
OG0004232	XP_011165091.1	XP_017754427.1
OG0004233	XP_025993542.1	XP_017754175.1
OG0004234	XP_011170895.1	XP_017757506.1
OG0004235	XP_011163158.2	XP_017764108.1, XP_017764106.1
OG0004237	XP_025994831.1	XP_017763132.1
OG0004238	XP_011173284.1	XP_017754890.1
OG0004239	XP_039305479.1	XP_017755954.1
OG0004240	XP_011167991.1	XP_017766673.1
OG0004241	XP_039311612.1	XP_017759077.1
OG0004242	XP_011163221.1	XP_017753992.1
OG0004243	XP_025986763.1	XP_017762521.1
OG0004244	XP_039313045.1, XP_025987112.2, XP_039313040.1	XP_017767046.1
OG0004245	XP_025995987.1, XP_039302544.1	XP_017752684.1
OG0004246	XP_025990220.1	XP_017767600.1
OG0004247	XP_039308659.1, XP_039308658.1, XP_039308657.1	XP_017765440.1
OG0004248	XP_011168571.2	XP_017762095.1
OG0004249	XP_011159482.1	XP_017757485.1
OG0004250	XP_039304009.1	XP_017757408.1
OG0004251	XP_011163731.1, XP_039310626.1	XP_017759017.1, XP_017759022.1
OG0004253	XP_011172606.1	XP_017766051.1
OG0004254	XP_025988003.2	XP_017753180.1
OG0004255	XP_039314928.1	XP_017765508.1
OG0004256	XP_011155839.1	XP_017759820.1
OG0004257	XP_011170824.2	XP_017762961.1
OG0004258	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1	XP_017759461.1
OG0004259	XP_025994643.1	XP_017764852.1, XP_017764851.1
OG0004260	XP_025986732.1	XP_017765702.1
OG0004261	XP_011167464.1	XP_017752343.1
OG0004262	XP_025987114.1, XP_025987113.1	XP_017754334.1, XP_017754335.1, XP_017754336.1
OG0004263	XP_039305021.1, XP_039305020.1	XP_017767674.1, XP_017767666.1
OG0004264	XP_011157878.2	XP_017766332.1
OG0004265	XP_039314676.1	XP_017765058.1, XP_017765057.1
OG0004266	XP_011163418.1	XP_017760256.1
OG0004267	XP_011165237.1	XP_017756245.1
OG0004270	XP_039309068.1	XP_017762581.1, XP_017762569.1, XP_017765325.1, XP_017764602.1
OG0004275	XP_011167760.1	XP_017753975.1
OG0004276	XP_011156394.1	XP_017754056.1
OG0004277	XP_011167596.1	XP_017765340.1, XP_017759890.1
OG0004278	XP_011159414.1	XP_017757496.1
OG0004279	XP_025992877.1	XP_017764421.1
OG0004280	XP_011162790.1	XP_017755911.1
OG0004281	XP_011165507.3	XP_017761175.1, XP_017761176.1
OG0004282	NP_001291536.1	XP_017758572.1
OG0004283	XP_011158925.1, XP_011170687.2	XP_017766364.1
OG0004284	XP_011159168.2	XP_017756130.1
OG0004285	XP_011170431.1	XP_017759836.1
OG0004286	XP_025991997.1	XP_017756058.1
OG0004287	XP_011171348.1	XP_017755002.1
OG0004288	XP_011160311.1	XP_017764224.1
OG0004289	XP_011174990.1	XP_017752209.1
OG0004290	XP_011160834.1	XP_017761545.1
OG0004291	XP_011159623.1	XP_017765829.1
OG0004292	XP_025988686.1	XP_017757357.1
OG0004293	XP_011161761.1	XP_017756761.1
OG0004294	XP_011164701.1	XP_017753787.1
OG0004295	XP_011155556.1, XP_039302705.1	XP_017753713.1
OG0004296	NP_001291535.1	XP_017766082.1
OG0004297	XP_011159308.2	XP_017755740.1
OG0004298	XP_025991766.1	XP_017758442.1, XP_017758126.1
OG0004299	XP_011162811.1	XP_017753221.1
OG0004300	XP_011173646.1	XP_017761093.1
OG0004301	XP_011175923.1	XP_017755659.1
OG0004302	XP_011164490.1	XP_017757108.1
OG0004303	XP_011173353.1	XP_017757169.1
OG0004304	XP_011172794.1	XP_017760027.1
OG0004305	XP_011165525.1, XP_011165526.1	XP_017761146.1
OG0004306	XP_011161319.1	XP_017759893.1
OG0004307	XP_025990223.1	XP_017763308.1
OG0004308	XP_011155369.1	XP_017764426.1
OG0004309	XP_011172070.1, XP_039302724.1	XP_017754704.1
OG0004310	XP_011169536.1	XP_017759068.1
OG0004311	XP_011167419.1	XP_017762272.1
OG0004312	XP_011176213.1	XP_017763482.1
OG0004313	XP_011156843.1	XP_017759435.1
OG0004314	XP_011175481.1	XP_017761467.1
OG0004315	XP_039313436.1	XP_017755768.1
OG0004316	XP_011160667.1	XP_017757844.1
OG0004317	XP_011169758.1	XP_017753674.1
OG0004318	XP_011167420.1	XP_017757356.1
OG0004319	XP_025992547.1	XP_017761414.1
OG0004320	XP_011158298.1	XP_017756434.1
OG0004321	XP_011160296.1	XP_017761761.1
OG0004322	XP_025996169.1	XP_017767422.1
OG0004323	XP_011156367.1	XP_017760849.1
OG0004324	XP_011168737.1	XP_017767588.1
OG0004325	XP_011167787.2	XP_017757670.1
OG0004326	XP_011155658.1	XP_017757538.1
OG0004327	XP_011162645.1	XP_017755341.1
OG0004328	XP_011175958.1	XP_017765593.1
OG0004329	XP_011164160.1	XP_017758425.1
OG0004330	XP_011166161.1	XP_017753930.1
OG0004331	XP_039312186.1	XP_017767446.1
OG0004332	XP_011158918.1	XP_017757056.1
OG0004333	XP_011164566.1	XP_017760814.1
OG0004334	XP_011155808.1	XP_017759731.1
OG0004335	XP_011168535.1	XP_017757705.1
OG0004337	XP_011175185.2	XP_017759933.1
OG0004338	XP_011175918.1	XP_017762754.1
OG0004339	XP_025986876.1	XP_017756236.1
OG0004340	XP_011169576.1	XP_017767429.1
OG0004341	XP_011159269.1	XP_017766727.1
OG0004342	XP_025989004.2	XP_017756998.1
OG0004343	XP_011158059.1	XP_017766580.1
OG0004344	XP_011157561.1	XP_017753076.1, XP_017753077.1
OG0004345	XP_011165075.2	XP_017761659.1
OG0004346	XP_011160509.1	XP_017756846.1
OG0004347	XP_011158052.1	XP_017766640.1
OG0004348	XP_011155402.1, XP_011155403.1	XP_017752186.1
OG0004349	XP_011172971.1	XP_017759081.1
OG0004350	XP_011162606.2	XP_017755923.1
OG0004351	XP_011169220.1	XP_017753062.1
OG0004352	XP_025993434.1	XP_017767412.1
OG0004354	XP_011166851.1	XP_017764034.1
OG0004355	XP_011159672.1	XP_017757978.1
OG0004356	XP_011163720.1	XP_017754480.1
OG0004357	XP_011168541.1	XP_017757706.1
OG0004358	XP_011155962.1	XP_017754816.1
OG0004359	XP_011159163.1	XP_017762008.1
OG0004360	XP_039310609.1, XP_011162634.1	XP_017755294.1
OG0004361	XP_039306298.1, XP_039306297.1	XP_017755811.1
OG0004362	XP_011163937.1	XP_017752421.1
OG0004363	XP_011168050.1	XP_017760759.1
OG0004364	XP_011173448.1	XP_017756390.1
OG0004365	XP_011160867.3	XP_017759310.1
OG0004366	XP_011158666.2	XP_017756348.1, XP_017754702.1
OG0004367	XP_011166171.1	XP_017757669.1
OG0004368	XP_011162649.1	XP_017755298.1
OG0004369	XP_011166769.1	XP_017759646.1
OG0004370	XP_011158745.1	XP_017757055.1
OG0004371	XP_011168028.1	XP_017758295.1
OG0004372	XP_011157803.1	XP_017756339.1
OG0004373	XP_025987089.2	XP_017758268.1
OG0004374	XP_011167279.1	XP_017765800.1
OG0004375	XP_011175577.1	XP_017760249.1
OG0004376	XP_011158201.1, XP_039307158.1	XP_017755027.1, XP_017752348.1
OG0004377	XP_011168524.1	XP_017764897.1, XP_017764905.1
OG0004378	XP_039312560.1, XP_025994146.1, XP_025994144.1	XP_017763503.1
OG0004379	XP_011173472.1	XP_017758697.1
OG0004380	XP_011170800.1	XP_017764682.1
OG0004381	XP_011170090.1, XP_011170088.1	XP_017764420.1
OG0004382	XP_011165974.1	XP_017754825.1
OG0004383	XP_039308163.1	XP_017759508.1
OG0004384	XP_011171821.1	XP_017753675.1
OG0004385	XP_011175281.1	XP_017760490.1, XP_017764968.1
OG0004386	XP_039302032.1	XP_017765792.1
OG0004387	XP_011159528.1	XP_017757965.1
OG0004388	XP_039307715.1, XP_039310233.1	XP_017764672.1
OG0004389	XP_025991586.1	XP_017752938.1
OG0004390	XP_011163163.1	XP_017764115.1
OG0004391	XP_011162978.1, XP_039309542.1	XP_017763771.1, XP_017763773.1
OG0004392	XP_011165811.1	XP_017764895.1
OG0004394	XP_039306930.1	XP_017755778.1
OG0004395	XP_011155442.1	XP_017766109.1
OG0004396	XP_011171282.1	XP_017764762.1
OG0004397	XP_039315694.1	XP_017759894.1
OG0004398	XP_011163824.1	XP_017767589.1
OG0004399	XP_025996001.1	XP_017756647.1
OG0004400	XP_025986767.1	XP_017762514.1
OG0004401	XP_011164976.1	XP_017754130.1
OG0004402	XP_025986957.2	XP_017765563.1
OG0004403	XP_011155452.1, XP_039308802.1	XP_017760476.1
OG0004404	XP_011175503.1	XP_017757033.1
OG0004405	XP_011156989.1	XP_017754341.1
OG0004406	XP_025988639.1	XP_017765731.1, XP_017765733.1
OG0004407	XP_025989611.2	XP_017762478.1
OG0004408	XP_025988093.1	XP_017756823.1
OG0004409	XP_039310539.1	XP_017766941.1
OG0004410	XP_025990670.1, XP_011161046.1	XP_017754736.1
OG0004411	XP_011161010.1	XP_017763634.1
OG0004412	XP_025986105.1	XP_017760675.1
OG0004413	XP_039308509.1	XP_017752400.1
OG0004414	XP_011161695.2	XP_017766178.1
OG0004415	XP_039307262.1	XP_017759436.1
OG0004416	XP_011163051.1	XP_017757086.1
OG0004417	XP_025988619.2	XP_017761129.1
OG0004418	XP_011172442.1	XP_017755567.1
OG0004419	XP_039304889.1	XP_017765424.1
OG0004420	XP_011165627.2	XP_017757176.1
OG0004421	XP_011157351.1	XP_017761514.1
OG0004422	XP_011166474.2	XP_017758805.1
OG0004423	XP_039310197.1	XP_017763550.1
OG0004424	XP_025992955.1	XP_017762066.1
OG0004425	XP_039302251.1	XP_017752465.1
OG0004426	XP_011159423.1	XP_017757608.1
OG0004427	XP_011159910.1	XP_017757285.1
OG0004428	XP_039311638.1	XP_017765383.1
OG0004429	XP_011157697.1	XP_017759125.1
OG0004430	XP_039310268.1	XP_017763244.1
OG0004431	XP_025997187.1, XP_011160792.1	XP_017758130.1
OG0004432	XP_025993998.1	XP_017757892.1
OG0004433	XP_011169606.1	XP_017755329.1
OG0004434	XP_011156787.1	XP_017765030.1
OG0004436	XP_011168013.1	XP_017765324.1
OG0004437	XP_011168642.1	XP_017759482.1, XP_017759483.1
OG0004438	XP_025994124.1, XP_039312555.1	XP_017763181.1
OG0004439	XP_011169286.1	XP_017753384.1
OG0004440	XP_011176217.1	XP_017763180.1
OG0004441	XP_011159753.2	XP_017755797.1
OG0004442	XP_025987729.1	XP_017765851.1
OG0004443	XP_025991714.1	XP_017767316.1
OG0004444	XP_011165306.1	XP_017754223.1
OG0004445	XP_039313251.1, XP_039313250.1	XP_017755420.1
OG0004446	XP_011175214.1	XP_017752278.1
OG0004447	XP_039311770.1, XP_011159130.1	XP_017762900.1
OG0004448	XP_039313730.1, XP_011163392.2	XP_017764399.1
OG0004449	XP_011169297.1, XP_025992247.1	XP_017753399.1
OG0004450	XP_011174938.1	XP_017752187.1
OG0004451	XP_011160755.1	XP_017766218.1
OG0004452	XP_011155407.1	XP_017753584.1
OG0004453	XP_025994892.1, XP_011171190.1	XP_017758656.1
OG0004454	XP_011171833.1	XP_017764740.1
OG0004455	XP_011167793.1	XP_017757445.1
OG0004456	XP_011164235.1, XP_039315653.1	XP_017766299.1
OG0004457	XP_011176070.1	XP_017756670.1
OG0004458	XP_025991195.2	XP_017764143.1
OG0004459	XP_011165110.1	XP_017767641.1, XP_017767637.1
OG0004460	XP_011169587.1, XP_025989829.1	XP_017767292.1
OG0004461	XP_011156661.1	XP_017752231.1
OG0004462	XP_011161260.2	XP_017756492.1
OG0004463	XP_011156259.1	XP_017764552.1
OG0004464	XP_011172392.1, XP_025993072.1	XP_017753370.1
OG0004465	XP_011161574.1	XP_017754066.1
OG0004466	XP_039301978.1	XP_017761239.1
OG0004467	XP_039312250.1	XP_017752379.1, XP_017752311.1
OG0004468	XP_025988602.1, XP_025988603.1, XP_025988604.1	XP_017752407.1
OG0004469	XP_011164113.1	XP_017761486.1
OG0004470	XP_011159822.1	XP_017754278.1
OG0004471	XP_011155652.1	XP_017755645.1
OG0004472	XP_011173560.1	XP_017756381.1
OG0004473	XP_025990394.2	XP_017767372.1
OG0004475	XP_025995792.1	XP_017763151.1
OG0004476	XP_025992347.1	XP_017760880.1
OG0004477	XP_011165153.1	XP_017752824.1
OG0004478	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1	XP_017765458.1
OG0004479	XP_039305554.1	XP_017757275.1
OG0004480	XP_011173497.2	XP_017758578.1
OG0004481	XP_039313549.1	XP_017753097.1, XP_017765636.1
OG0004482	XP_011171822.1	XP_017753658.1
OG0004483	XP_011156694.1	XP_017764783.1
OG0004484	XP_025990224.1	XP_017761113.1
OG0004485	XP_039301988.1	XP_017766144.1
OG0004486	XP_011165368.1	XP_017754174.1
OG0004487	XP_025988059.1	XP_017761328.1, XP_017761329.1
OG0004488	XP_039312602.1, XP_039312603.1, XP_025993785.1	XP_017754869.1
OG0004489	XP_025989731.2	XP_017755598.1
OG0004491	XP_011164076.2	XP_017755354.1
OG0004492	XP_011159417.1	XP_017755519.1
OG0004493	XP_011157745.1	XP_017765756.1
OG0004494	XP_011170790.2	XP_017758448.1
OG0004495	XP_011166360.1	XP_017758907.1
OG0004496	XP_011160034.1	XP_017759114.1
OG0004497	XP_011164846.2	XP_017764871.1, XP_017756016.1
OG0004498	XP_011160775.2	XP_017760442.1
OG0004499	XP_039303729.1	XP_017766911.1
OG0004500	XP_011166000.1	XP_017758085.1
OG0004501	XP_011161447.1	XP_017764488.1
OG0004502	XP_011166154.1	XP_017753921.1
OG0004503	XP_025987761.2	XP_017755258.1, XP_017755257.1
OG0004504	XP_011174216.2	XP_017762253.1
OG0004505	XP_039303746.1, XP_011159359.1	XP_017757338.1
OG0004506	XP_011164825.1	XP_017757917.1
OG0004507	XP_011172604.1	XP_017766041.1
OG0004508	XP_011156054.2	XP_017754779.1
OG0004509	XP_011172425.1	XP_017753126.1
OG0004510	XP_011160616.2	XP_017765258.1
OG0004511	XP_039305929.1	XP_017765853.1
OG0004512	XP_011175937.1	XP_017753578.1
OG0004513	XP_011175939.1	XP_017767435.1
OG0004514	XP_011172467.1	XP_017752638.1
OG0004515	XP_011159946.1	XP_017755516.1, XP_017755539.1, XP_017755744.1
OG0004516	XP_039310704.1	XP_017758199.1
OG0004517	XP_011164377.1	XP_017763709.1
OG0004519	XP_011161275.1	XP_017759027.1
OG0004520	XP_011171294.1	XP_017764712.1
OG0004521	XP_011166832.1	XP_017761681.1
OG0004522	XP_025986960.2	XP_017765181.1
OG0004523	XP_039308101.1	XP_017763414.1
OG0004524	XP_011176374.1	XP_017760607.1
OG0004525	XP_025986872.1	XP_017762090.1, XP_017762091.1
OG0004526	XP_025990593.2	XP_017756142.1
OG0004527	XP_025987065.2	XP_017752422.1, XP_017752423.1
OG0004528	XP_011166188.1	XP_017765265.1
OG0004529	XP_025990753.1	XP_017752469.1
OG0004530	XP_011162129.1, XP_039314279.1, XP_039314285.1	XP_017756557.1
OG0004531	XP_011168688.1	XP_017760464.1
OG0004532	XP_011167132.1	XP_017766407.1
OG0004533	XP_011164362.1	XP_017763618.1
OG0004534	XP_039302696.1	XP_017767013.1
OG0004535	XP_025994890.1	XP_017758665.1, XP_017758666.1
OG0004536	XP_011161241.1	XP_017761720.1
OG0004537	XP_025987624.1	XP_017756367.1
OG0004538	XP_011158693.2	XP_017756285.1
OG0004539	XP_011167340.1	XP_017762377.1, XP_017765492.1
OG0004540	XP_011170514.1	XP_017754634.1
OG0004541	XP_011164464.2	XP_017755161.1, XP_017755149.1
OG0004542	XP_025995789.1	XP_017754472.1
OG0004543	XP_025997266.1	XP_017763782.1
OG0004544	XP_011170310.1	XP_017757617.1
OG0004545	XP_025997433.1	XP_017761005.1
OG0004546	XP_011165149.1	XP_017760658.1
OG0004547	XP_039302365.1	XP_017757466.1
OG0004548	XP_039307310.1	XP_017757343.1
OG0004549	XP_011176188.1	XP_017757400.1
OG0004550	XP_039302207.1	XP_017764339.1
OG0004551	XP_011162543.1	XP_017764568.1
OG0004552	XP_011169318.1	XP_017763144.1
OG0004553	XP_011166470.1, XP_011166469.1	XP_017758844.1
OG0004554	XP_011158006.2, XP_039310981.1	XP_017766579.1
OG0004555	XP_011160079.1	XP_017763888.1
OG0004556	XP_011166120.2	XP_017756804.1
OG0004557	XP_025986806.1	XP_017766444.1
OG0004558	XP_011161887.2	XP_017763249.1
OG0004559	XP_011172821.1	XP_017763939.1
OG0004560	XP_011175838.2	XP_017752527.1
OG0004561	XP_011167670.1	XP_017761913.1
OG0004562	XP_011162497.1	XP_017763937.1
OG0004563	XP_011159864.1	XP_017757324.1
OG0004564	XP_011170096.2	XP_017752276.1
OG0004565	XP_011162923.1	XP_017761266.1
OG0004566	XP_011163400.1	XP_017766984.1
OG0004567	XP_011165567.1	XP_017759122.1
OG0004568	XP_011166483.1	XP_017758888.1
OG0004569	XP_011164461.1, XP_025996462.1	XP_017764716.1
OG0004570	XP_039310193.1, XP_011162473.1	XP_017754722.1, XP_017754729.1
OG0004571	XP_011165032.2	XP_017762939.1
OG0004573	XP_011161782.2	XP_017756746.1
OG0004574	XP_011175668.1	XP_017766115.1
OG0004575	XP_025986656.2	XP_017766542.1
OG0004576	XP_011173072.2	XP_017753534.1
OG0004577	XP_025990621.1	XP_017756098.1
OG0004578	XP_011172292.1	XP_017761377.1
OG0004579	XP_011167034.1	XP_017759650.1
OG0004580	XP_011161300.1, XP_011161299.1	XP_017763930.1
OG0004581	XP_011167392.1	XP_017762356.1
OG0004582	XP_011171933.2	XP_017764350.1
OG0004583	XP_011156722.1	XP_017765099.1
OG0004584	XP_011156744.1	XP_017763004.1
OG0004585	XP_011173644.1	XP_017763757.1
OG0004586	XP_011160188.1	XP_017756433.1
OG0004587	XP_011166938.1	XP_017759997.1, XP_017759998.1
OG0004588	XP_011172118.2	XP_017759732.1
OG0004589	XP_011160464.1	XP_017757417.1
OG0004590	XP_011158542.1	XP_017756287.1
OG0004591	XP_025990456.1, XP_025990454.1	XP_017756510.1
OG0004592	XP_025986378.1	XP_017752786.1, XP_017752787.1
OG0004593	XP_011173606.1	XP_017761070.1
OG0004594	XP_011162067.1	XP_017755639.1
OG0004595	XP_025990467.2, XP_039309737.1	XP_017763145.1
OG0004596	XP_039314217.1	XP_017752812.1
OG0004597	XP_011168192.1, XP_039312754.1	XP_017761933.1
OG0004598	XP_011168404.1	XP_017752871.1
OG0004599	XP_025994300.2, XP_011169169.2	XP_017764181.1
OG0004600	XP_039307246.1	XP_017758812.1
OG0004601	XP_011170958.1	XP_017767364.1
OG0004602	XP_011169541.2	XP_017765409.1
OG0004603	XP_039311056.1	XP_017766750.1
OG0004604	XP_039314758.1	XP_017761346.1
OG0004605	XP_025993009.1	XP_017761460.1
OG0004606	XP_039306841.1	XP_017759484.1
OG0004607	XP_011169157.1	XP_017756474.1
OG0004608	XP_011158110.1	XP_017763675.1
OG0004609	XP_011165529.1, XP_011165532.1	XP_017761433.1
OG0004610	XP_039308829.1, XP_011162918.1	XP_017764089.1
OG0004611	XP_011160141.1	XP_017765177.1
OG0004612	XP_011164586.1	XP_017755611.1
OG0004613	XP_011171597.1	XP_017755157.1
OG0004614	XP_011163849.1	XP_017764829.1
OG0004615	XP_011167723.2	XP_017764360.1
OG0004616	XP_011162512.1	XP_017754761.1
OG0004617	XP_011175266.2	XP_017755113.1
OG0004618	XP_011156393.1	XP_017766045.1
OG0004619	XP_011171735.1	XP_017756911.1
OG0004620	XP_011155698.2, XP_011155699.2	XP_017767020.1
OG0004621	XP_011163610.2, XP_039305473.1	XP_017757184.1
OG0004623	XP_025995543.1	XP_017760170.1
OG0004624	XP_011169395.1	XP_017762278.1
OG0004625	XP_011172065.2	XP_017756293.1
OG0004626	XP_039311003.1	XP_017764938.1
OG0004627	XP_011166633.1	XP_017767382.1
OG0004628	XP_011155481.1	XP_017764076.1
OG0004629	XP_011161466.1, XP_011161465.1	XP_017766572.1
OG0004630	XP_039312554.1, XP_011176242.1	XP_017757398.1
OG0004631	XP_039305299.1	XP_017762452.1
OG0004632	XP_011156201.1	XP_017753311.1
OG0004633	XP_011176002.1	XP_017761895.1
OG0004634	XP_011155721.1	XP_017760763.1
OG0004635	XP_011160555.2	XP_017758402.1
OG0004636	XP_011173596.1	XP_017765822.1
OG0004637	XP_039308041.1	XP_017758290.1, XP_017758283.1
OG0004638	XP_025996461.2	XP_017755554.1
OG0004639	XP_011173368.1	XP_017765875.1
OG0004640	XP_011175551.2	XP_017762352.1
OG0004641	XP_011164158.1	XP_017758991.1
OG0004642	XP_039313659.1, XP_011163989.1	XP_017763441.1
OG0004643	XP_011167329.1	XP_017765760.1
OG0004644	XP_039312263.1	XP_017762047.1
OG0004645	XP_039310284.1	XP_017762010.1, XP_017762017.1
OG0004646	XP_011156607.1	XP_017756112.1
OG0004647	XP_025989546.2	XP_017761954.1, XP_017761909.1
OG0004648	XP_025994715.1	XP_017759061.1
OG0004649	XP_011158175.1	XP_017757587.1
OG0004650	XP_025994305.1	XP_017765448.1
OG0004651	XP_025991672.2	XP_017766964.1
OG0004652	XP_011156487.1	XP_017759351.1
