Orthogroup	Solenopsis_invicta	Drosophila_melanogaster
OG0003813	XP_011159958.2	NP_525073.1
OG0003814	XP_011157373.2, XP_039306706.1	NP_001261853.1
OG0003815	XP_039307396.1, XP_025992666.1	NP_649455.1
OG0003817	XP_011172618.1	NP_001350858.1
OG0003818	XP_011175934.1	NP_650328.1
OG0003819	XP_011170017.1	NP_001263095.1
OG0003820	XP_011156382.3, XP_039307591.1	NP_001036422.1
OG0003821	XP_011164448.1	NP_609946.1
OG0003822	XP_011162673.2	NP_001036633.2
OG0003824	XP_011163209.2	NP_652145.1
OG0003825	XP_039310079.1	NP_001262701.1
OG0003826	XP_039310283.1	NP_001247206.1
OG0003827	XP_011160989.2	NP_611986.2
OG0003828	XP_011171352.1	NP_001261195.1
OG0003829	XP_039310615.1	NP_001245409.1
OG0003830	XP_025989979.2, XP_025989980.2	NP_001245983.1, NP_723670.2
OG0003831	XP_025994355.1	NP_001260897.1
OG0003832	XP_011164209.2	NP_001137905.1, NP_001261534.1
OG0003833	XP_011170251.1	NP_511048.2
OG0003834	XP_011163864.1	NP_001260368.1
OG0003835	XP_011159619.1	NP_001262920.1
OG0003836	XP_039309063.1	NP_001260135.1
OG0003837	XP_011173345.1	NP_610913.1
OG0003838	XP_011166072.1	NP_610522.1
OG0003839	XP_011162047.1	NP_001262031.1
OG0003841	XP_011157791.1, XP_011157790.1	NP_570012.1
OG0003842	XP_039303012.1	NP_573371.1
OG0003843	XP_011166255.1, XP_039311219.1	NP_001261596.1
OG0003844	XP_011166427.2	NP_476904.1
OG0003845	XP_039307489.1, XP_011166904.1	NP_610201.1
OG0003846	XP_011175418.1	NP_001163433.1
OG0003847	XP_011160048.1	NP_732393.1
OG0003848	XP_011163364.1	NP_001247237.1
OG0003849	XP_011167690.1	NP_610044.2
OG0003850	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1	NP_609358.1
OG0003851	XP_011155312.1	NP_001259490.1
OG0003852	XP_011164192.1	NP_001259707.1
OG0003853	XP_011167699.1	NP_609495.1
OG0003854	XP_011170457.1, XP_011170455.2	NP_608657.1
OG0003855	XP_025990166.1	NP_001260765.1
OG0003856	XP_039315036.1	NP_647660.1
OG0003857	XP_025989275.1	NP_788641.1
OG0003859	XP_011175511.1	NP_611549.2
OG0003860	XP_011158866.1	NP_612094.2
OG0003861	XP_011161907.1	NP_001259663.1
OG0003862	XP_039308821.1	NP_001286393.1
OG0003863	XP_039308430.1	NP_569972.1
OG0003864	XP_011164251.2	NP_650951.1, NP_650952.2, NP_001260990.1
OG0003866	XP_011176060.1	NP_001261542.1
OG0003867	XP_011164324.1	NP_609864.1, NP_573096.1
OG0003868	XP_011155641.1	NP_610357.1
OG0003869	XP_025988131.1	NP_788357.1
OG0003870	XP_025995031.1	NP_001368936.1
OG0003871	XP_039311707.1	NP_611535.1
OG0003872	XP_039309105.1, XP_011162350.1	NP_610876.1
OG0003873	XP_025987503.2	NP_001334735.1
OG0003874	XP_011170285.1	NP_001163577.1
OG0003875	XP_025994624.1	NP_572532.1
OG0003876	XP_011164283.1	NP_001259823.1
OG0003877	XP_011158035.1	NP_001285642.1
OG0003878	XP_011169851.1	NP_001097890.1
OG0003879	XP_025988582.1, XP_011158304.1	NP_647918.2
OG0003880	XP_011157017.1	NP_572535.1
OG0003881	XP_011170189.2	NP_001260585.1
OG0003882	XP_011170992.1	NP_001162627.1
OG0003883	XP_011171998.1	NP_573251.1
OG0003884	XP_039307182.1	NP_572907.1
OG0003886	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1	NP_724244.1
OG0003887	XP_011158236.2	NP_476982.1
OG0003888	XP_011162753.2	NP_523797.1, NP_476814.1
OG0003889	XP_011168777.1	NP_610732.1
OG0003890	XP_039312581.1, XP_039312579.1	NP_649876.1
OG0003891	XP_011161971.1	NP_001263108.1
OG0003892	XP_011160869.1	NP_001262069.1
OG0003893	XP_025986847.1, NP_001291512.1	NP_647757.2, NP_001259177.1
OG0003894	XP_011160767.2, XP_011160760.1	NP_001246498.1
OG0003895	XP_025986022.2	NP_001259484.1
OG0003896	XP_011162347.1	NP_608837.2
OG0003897	XP_025992844.1	NP_001261947.1
OG0003898	XP_011176008.1, XP_039314612.1	NP_647707.1
OG0003899	XP_011170319.1	NP_001097186.2, NP_650042.2
OG0003900	XP_011172738.1	NP_651578.1
OG0003901	XP_039304811.1, XP_025996432.1	NP_572401.2
OG0003902	XP_025989407.2	NP_001246118.1
OG0003903	XP_039308253.1, XP_039308250.1	NP_001261922.1
OG0003904	XP_011163090.3	NP_001262697.1
OG0003905	XP_011159771.1	NP_729888.1
OG0003906	XP_025987578.1	NP_001259961.1, NP_611200.2
OG0003907	XP_011168229.1, XP_039311815.1, XP_039311814.1	NP_569906.1
OG0003908	XP_039313976.1, XP_011166693.1	NP_001260726.1
OG0003909	XP_011168602.2	NP_001247006.1
OG0003910	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1	NP_001246673.1
OG0003911	XP_011167267.1	NP_001261606.1
OG0003912	XP_011163003.1	NP_001097238.1
OG0003913	XP_011171472.1	NP_648549.1
OG0003914	XP_011170975.2	NP_001356926.1
OG0003915	XP_025993626.2	NP_001286055.1
OG0003916	XP_025996319.1	NP_611032.2
OG0003917	XP_011159616.2	NP_524287.1
OG0003918	XP_011163143.2	NP_524099.2
OG0003919	XP_011168236.1, XP_011168238.1	NP_001188671.1
OG0003920	XP_011173008.2	NP_001287306.1
OG0003921	XP_011173457.1	NP_001356957.1
OG0003922	XP_011163814.1	NP_609238.1
OG0003923	XP_011158933.2, XP_039305216.1	NP_001263054.1
OG0003924	XP_011155904.1, XP_011155896.1, XP_025991279.1	NP_001245549.1
OG0003925	XP_011170768.1	NP_573225.1
OG0003926	XP_039313898.1	NP_723576.1
OG0003927	XP_011173519.1, XP_011173521.1	NP_649067.2
OG0003928	XP_011175799.1	NP_611175.1
OG0003929	XP_039310561.1, XP_011172972.2	NP_001261060.1
OG0003930	XP_011163266.2	NP_726473.2
OG0003931	XP_011160703.1	NP_524417.1, NP_651961.1
OG0003932	XP_011175956.1	NP_001036655.1
OG0003933	XP_011164334.1	NP_477445.1
OG0003934	XP_039315643.1, XP_039315644.1	NP_648581.1
OG0003935	XP_011169572.1	NP_001287055.1
OG0003936	XP_025990001.1	NP_524483.1
OG0003937	XP_039305588.1, XP_039305589.1, XP_039305590.1	NP_611251.2
OG0003938	XP_011161817.1	NP_001262741.1
OG0003939	XP_011168128.1	NP_001259461.1
OG0003940	XP_039314809.1	NP_650512.1
OG0003941	XP_011166197.1	NP_001259608.1
OG0003943	XP_011162640.2	NP_649905.1
OG0003944	XP_011172391.2	NP_001261149.1
OG0003945	XP_025986377.1	NP_608585.1
OG0003946	XP_025986400.1	NP_647768.3
OG0003947	XP_011159662.1, XP_025991662.1	NP_651180.3
OG0003948	XP_011158015.1	NP_001286414.1
OG0003950	XP_011170040.1	NP_731494.1, NP_731495.1
OG0003951	XP_011172015.2	NP_996299.1
OG0003952	XP_025990828.1	NP_649594.1
OG0003953	XP_011162228.1	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_011162943.1	NP_611769.2, NP_001245708.1
OG0003955	XP_011159642.2	NP_001247152.1
OG0003956	XP_011175137.1	NP_477397.1
OG0003957	XP_011161541.1	NP_001261167.1
OG0003958	XP_011155905.1	NP_477224.1
OG0003959	XP_011169772.1	NP_001261183.1
OG0003960	XP_025989645.1	NP_001097394.1
OG0003961	XP_011173964.2	NP_610107.1
OG0003962	XP_011158728.2	NP_523811.1
OG0003963	XP_011171315.2	NP_611832.1
OG0003964	XP_039311722.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_039314142.1	NP_648590.1
OG0003966	XP_039311890.1, XP_039311891.1	NP_001286169.1
OG0003967	XP_025993554.1, XP_039311771.1, XP_039303565.1	NP_649099.1
OG0003968	XP_011172321.1	NP_610398.1
OG0003969	XP_011167354.1	NP_569880.1
OG0003970	XP_011169892.1	NP_001262490.1, NP_731657.2
OG0003971	XP_011157998.1	NP_001285692.1
OG0003972	XP_011159684.1	NP_611539.1
OG0003973	XP_011160299.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_011156214.1	NP_651278.2
OG0003975	XP_025997197.1	NP_649552.1
OG0003976	XP_011170682.1	NP_001246589.1
OG0003977	XP_011158706.1, XP_039305263.1	NP_570081.2
OG0003978	XP_011162080.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_011155702.2, XP_011155701.2	NP_611690.2
OG0003980	XP_011169396.1	NP_572722.2
OG0003981	XP_011173719.1	NP_610429.2
OG0003982	XP_039312784.1	NP_609079.2
OG0003983	XP_025991685.1, XP_025991684.1	NP_001137958.1
OG0003984	XP_011155858.2	NP_611900.1
OG0003985	XP_011173006.1	NP_572747.1
OG0003986	XP_039313515.1	NP_511064.2
OG0003988	XP_025988648.1, XP_025988653.1	NP_001163748.1
OG0003989	XP_011155316.2	NP_001163103.1
OG0003990	XP_039310594.1	NP_524448.3
OG0003991	XP_025990820.2	NP_524623.2
OG0003992	XP_011157073.1	NP_573116.2
OG0003994	XP_011173065.2	NP_001286707.1
OG0003995	XP_011163297.1	NP_001284866.1
OG0003996	XP_011167121.1	NP_001259362.1, NP_650489.1
OG0003997	XP_039309289.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_011175483.2	NP_001162829.1
OG0003999	XP_011161469.1	NP_523723.1
OG0004000	XP_011158775.2	NP_001246063.1
OG0004002	XP_011169532.1	NP_001303384.1
OG0004003	XP_011159911.1	NP_001162933.1
OG0004004	XP_039305247.1	NP_609954.1, NP_001286084.1
OG0004005	XP_025988994.2	NP_732452.1
OG0004006	XP_025992759.2	NP_724569.1
OG0004008	XP_011158353.1, XP_011158354.1	NP_001097360.1
OG0004009	XP_011163925.1	NP_731065.1
OG0004010	XP_011166009.1	NP_572391.1
OG0004011	XP_011164190.1	NP_001260641.1
OG0004012	XP_025996424.2, XP_039307838.1	NP_001096948.2
OG0004014	XP_025995379.2	NP_572951.1
OG0004015	XP_025989603.1	NP_001138211.1
OG0004016	XP_011160976.2	NP_001189283.1
OG0004017	XP_025986525.1	NP_001286893.1
OG0004018	XP_011157242.1, XP_025995061.1	NP_728546.1
OG0004020	XP_011166363.1	NP_001287463.1
OG0004021	XP_039313089.1, XP_039313090.1, XP_025995783.1	NP_001259691.1
OG0004022	XP_011171815.1	NP_001285276.1
OG0004023	XP_011162975.1, XP_011162974.1	NP_001285665.1
OG0004026	XP_025990012.1	NP_524473.2
OG0004027	XP_011164751.3	NP_648926.3
OG0004028	XP_011159188.1	NP_001097560.1
OG0004030	XP_011170043.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_011158780.1	NP_524815.1
OG0004033	XP_039307474.1	NP_477436.1
OG0004034	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1	NP_609890.2
OG0004035	XP_011155615.1	NP_001285328.1
OG0004036	XP_011158733.3	NP_649324.1
OG0004037	XP_011170260.1, XP_039314275.1	NP_001262772.1
OG0004038	XP_011176152.1	NP_001245836.1
OG0004040	XP_011174172.2	NP_001285092.1, NP_572658.2
OG0004041	XP_011176199.1	NP_647718.1
OG0004042	XP_025989619.2	NP_523917.2
OG0004043	XP_011163010.1	NP_001259062.1
OG0004044	XP_039305638.1, XP_039305637.1	NP_572373.1
OG0004045	XP_011164711.1	NP_523806.2, NP_524607.1
OG0004046	XP_039302056.1	NP_001189212.1
OG0004047	XP_039313211.1, XP_025995715.1	NP_649701.2
OG0004048	XP_011160967.1	NP_001097680.1
OG0004049	XP_011164527.2	NP_610466.2
OG0004050	XP_011167831.1	NP_573088.1
OG0004051	XP_011165647.1	NP_573193.1, NP_650498.3
OG0004052	XP_039315146.1	NP_001262451.1
OG0004053	XP_011159339.2	NP_001260958.1
OG0004054	XP_025988227.1, XP_025988226.1	NP_001260969.1
OG0004055	XP_011163549.1	NP_649411.1
OG0004056	XP_011166280.2	NP_001259979.1
OG0004058	XP_011169619.1	NP_477114.1
OG0004059	XP_011157452.1	NP_001261609.1
OG0004060	XP_025991675.1	NP_476576.1
OG0004061	XP_011168657.1	NP_001285590.1
OG0004062	XP_025990409.1	NP_001245607.1
OG0004063	XP_011159313.1, XP_039304238.1	NP_001162975.1
OG0004064	XP_011164224.2	NP_001259152.1
OG0004065	XP_011165116.3	NP_001286823.1, NP_001259234.1
OG0004066	XP_011161434.1, XP_039310940.1	NP_573146.1
OG0004067	XP_025987207.2	NP_001261227.1
OG0004068	XP_039308564.1	NP_725626.1, NP_476863.1
OG0004069	XP_011155411.1	NP_001368995.1
OG0004070	XP_025993491.2	NP_001162753.1, NP_001285243.1
OG0004071	XP_025988101.1	NP_996010.2
OG0004072	XP_011165270.1	NP_572759.1
OG0004073	XP_011168263.1	NP_648318.2
OG0004074	XP_011169219.1	NP_001286846.1
OG0004075	XP_011175194.1	NP_788639.1
OG0004076	XP_011170411.1	NP_608550.1
OG0004077	XP_011159212.1	NP_650693.1
OG0004078	XP_011155720.1	NP_649890.1
OG0004079	XP_025996144.1, XP_039302042.1	NP_001137777.1
OG0004080	XP_011159852.1	NP_523890.2
OG0004081	XP_011169144.2, XP_011169139.2	NP_001188938.1
OG0004082	XP_011162090.2	NP_001260586.1
OG0004083	XP_039309612.1	NP_569978.1
OG0004084	XP_039314572.1	NP_001163332.2
OG0004085	XP_011161228.1	NP_001246647.1
OG0004086	XP_011174364.1	NP_001138108.1
OG0004087	XP_025995637.1	NP_001259779.1
OG0004088	XP_011169452.1	NP_723510.1
OG0004089	XP_011168660.2	NP_001260005.1
OG0004090	XP_011162348.1	NP_609643.2
OG0004091	XP_039309999.1	NP_609204.2
OG0004093	XP_025995055.1, XP_025995058.1	NP_001259507.1
OG0004094	XP_011169405.1	NP_511152.2
OG0004095	XP_011169035.1	NP_477374.1
OG0004096	XP_025993161.1, XP_011155807.2	NP_725637.1
OG0004097	XP_011166008.1	NP_001286067.1
OG0004098	XP_011155347.1	NP_726437.2
OG0004099	XP_011165675.1	NP_650205.1
OG0004100	XP_011156672.1	NP_609183.1
OG0004101	XP_011166845.1	NP_723188.1
OG0004102	XP_011170924.1	NP_001262443.1
OG0004103	XP_039313925.1	NP_001027038.3
OG0004105	XP_025990046.2	NP_001260476.1
OG0004106	XP_011163995.1	NP_649461.2
OG0004107	XP_011165569.2	NP_647638.1
OG0004108	XP_011167636.1	NP_788735.1
OG0004109	XP_011158607.1	NP_523920.1
OG0004110	XP_025996654.1	NP_611023.1
OG0004111	XP_011156109.1	NP_523982.2
OG0004112	XP_039303941.1, XP_011168726.1	NP_608410.2
OG0004113	XP_011158698.1	NP_524712.1
OG0004114	XP_011160769.1	NP_476905.1
OG0004116	XP_025990961.2	NP_651973.4
OG0004117	XP_011175564.1, XP_011175562.1	NP_648367.1
OG0004119	XP_039310397.1	NP_651939.4
OG0004120	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1	NP_001263153.1
OG0004121	XP_011167012.1	NP_523790.1
OG0004122	XP_039309149.1	NP_648520.1
OG0004123	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1	NP_001260855.1
OG0004124	XP_025987768.1	NP_523879.2, NP_728565.1
OG0004125	XP_011156216.1	NP_573215.1
OG0004126	XP_025991158.1	NP_001260594.1
OG0004128	XP_039307630.1	NP_001286068.1
OG0004129	XP_039313342.1	NP_001245829.1
OG0004130	XP_039314762.1	NP_001245938.1
OG0004131	XP_039304436.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_039309364.1	NP_001285233.1
OG0004133	XP_011167669.2, XP_011167668.2, XP_039312294.1	NP_001259348.1
OG0004137	XP_025990944.2	NP_610611.1
OG0004138	XP_011160097.1	NP_001027221.1
OG0004139	XP_011157272.1	NP_001262795.1
OG0004140	XP_011171059.1	NP_476985.1
OG0004141	XP_011164745.1	NP_524372.1, NP_525036.2
OG0004142	XP_039305779.1	NP_723952.2
OG0004143	XP_011168220.1	NP_523942.2
OG0004144	XP_011163595.1	NP_001259820.1
OG0004145	XP_011155467.2	NP_001097306.2
OG0004146	XP_011166259.1	NP_648847.3
OG0004147	XP_025985975.1	NP_001014556.1
OG0004148	XP_039305262.1	NP_001245598.1
OG0004149	XP_039308369.1	NP_572236.3
OG0004150	XP_011162070.1	NP_649909.1
OG0004151	XP_039311368.1	NP_001262965.1, NP_648032.1
OG0004153	XP_025988502.2, XP_039304668.1	NP_001036757.1
OG0004154	XP_039303630.1	NP_611433.3, NP_651549.1
OG0004155	XP_025991666.2	NP_524453.1
OG0004158	XP_025993420.1	NP_001261442.1
OG0004159	XP_011175964.1, XP_011175965.1, XP_011175966.1	NP_609541.1
OG0004160	XP_025985805.1, XP_039308353.1	NP_610297.2
OG0004161	XP_011171747.1	NP_610792.2
OG0004162	XP_025993897.1	NP_001097114.2
OG0004163	XP_025993169.1	NP_001260044.1
OG0004164	XP_039312197.1, XP_025989186.1	NP_001097850.3
OG0004166	XP_011168788.1, XP_039310560.1	NP_610783.1
OG0004167	XP_011176278.2	NP_001245796.1
OG0004168	XP_011159318.1	NP_651717.1
OG0004169	XP_011160718.1	NP_477088.2
OG0004170	XP_039303138.1, XP_039315205.1, XP_039303123.1	NP_001097606.1
OG0004171	XP_039311461.1	NP_611857.3
OG0004172	XP_039303357.1	NP_476845.2
OG0004173	XP_039309853.1	NP_001261621.2, NP_476855.1
OG0004174	XP_039302753.1	NP_001261172.1
OG0004175	XP_011169285.2	NP_001369072.1
OG0004176	XP_011170037.2	NP_001246184.1
OG0004177	XP_011168778.1	NP_001260615.1
OG0004178	XP_025992042.2	NP_001027420.2
OG0004180	XP_011158747.1	NP_001162639.2
OG0004181	XP_039312215.1, XP_039312049.1	NP_477219.1
OG0004182	XP_039313964.1	NP_610116.2
OG0004183	XP_011157967.1	NP_001260578.1
OG0004184	XP_039310820.1	NP_477022.1
OG0004186	XP_039308206.1	NP_001097184.2
OG0004187	XP_011164732.1	NP_651004.1
OG0004188	XP_011175685.1	NP_608524.1
OG0004189	XP_039308036.1, XP_039308034.1	NP_648455.2
OG0004190	XP_011164892.1, XP_039303349.1	NP_001096996.1
OG0004191	XP_011159286.1	NP_001261503.1
OG0004192	XP_011168000.1	NP_651851.1
OG0004193	XP_025989345.1	NP_001163275.2
OG0004194	XP_011158897.1	NP_001261636.1
OG0004195	XP_011170586.1	NP_001303365.1
OG0004196	XP_011166763.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_011171734.2	NP_523924.1
OG0004198	XP_011160987.1	NP_652562.2
OG0004199	XP_039310623.1, XP_039310624.1, XP_025987405.1	NP_001259983.1
OG0004201	XP_039312011.1, XP_039312010.1	NP_651849.1
OG0004202	XP_011156210.1	NP_001260133.1
OG0004203	XP_011166503.2	NP_648267.1
OG0004205	XP_011161896.1	NP_608637.1
OG0004206	XP_039309415.1, XP_011157038.1	NP_610556.1
OG0004207	XP_011175161.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_025992085.1, XP_025992086.1	NP_001287316.1
OG0004210	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2	NP_611540.1, NP_723119.1
OG0004211	XP_011173627.2	NP_726630.2
OG0004212	XP_025994561.1	NP_001260087.1
OG0004213	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1	NP_649590.1
OG0004214	XP_011158629.1	NP_524783.1, NP_001262446.1
OG0004215	XP_011160562.1	NP_001260417.1
OG0004216	XP_039312904.1	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1
OG0004219	XP_011168347.1	NP_648343.1
OG0004220	XP_011158592.3	NP_477041.1
OG0004222	XP_011161833.1	NP_611021.1
OG0004224	XP_025988714.1	NP_001189250.2
OG0004225	XP_011167154.1	NP_650989.6
OG0004226	XP_039308184.1, XP_039310740.1	NP_001286529.1, NP_650027.1
OG0004228	XP_011170441.1	NP_001284939.1
OG0004229	XP_011158581.1	NP_001163414.1
OG0004230	XP_039306510.1	NP_001261376.1
OG0004231	XP_039313773.1	NP_001368969.1
OG0004232	XP_011165091.1	NP_001262107.1
OG0004234	XP_011170895.1	NP_610253.1
OG0004236	XP_039303983.1	NP_001369050.1
OG0004237	XP_025994831.1	NP_001285677.1, NP_609042.1
OG0004238	XP_011173284.1	NP_724428.1
OG0004239	XP_039305479.1	NP_001260558.1
OG0004240	XP_011167991.1	NP_476601.1, NP_476732.1, NP_476600.1
OG0004241	XP_039311612.1	NP_001303313.1
OG0004242	XP_011163221.1	NP_001356934.1
OG0004243	XP_025986763.1	NP_648724.1
OG0004244	XP_039313045.1, XP_025987112.2, XP_039313040.1	NP_727768.1
OG0004245	XP_025995987.1, XP_039302544.1	NP_001097964.1
OG0004246	XP_025990220.1	NP_001014610.1
OG0004247	XP_039308659.1, XP_039308658.1, XP_039308657.1	NP_001260710.1
OG0004248	XP_011168571.2	NP_001137610.1
OG0004249	XP_011159482.1	NP_610325.1
OG0004251	XP_011163731.1, XP_039310626.1	NP_001259575.1
OG0004252	XP_011171189.1	NP_001246441.1
OG0004253	XP_011172606.1	NP_722629.1
OG0004257	XP_011170824.2	NP_572166.1, NP_572616.1
OG0004258	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1	NP_001286256.1
OG0004264	XP_011157878.2	NP_001188568.1
OG0004275	XP_011167760.1	NP_001287569.1
OG0004276	XP_011156394.1	NP_523774.1
OG0004277	XP_011167596.1	NP_523975.1
OG0004278	XP_011159414.1	NP_524315.2
OG0004279	XP_025992877.1	NP_650333.1, NP_648622.1
OG0004280	XP_011162790.1	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	XP_011165507.3	NP_001188972.1
OG0004282	NP_001291536.1	NP_001097151.1, NP_001285794.1
OG0004283	XP_011158925.1, XP_011170687.2	NP_001287481.1
OG0004284	XP_011159168.2	NP_001245404.1
OG0004285	XP_011170431.1	NP_724783.1
OG0004286	XP_025991997.1	NP_001246362.1
OG0004287	XP_011171348.1	NP_001188682.1, NP_570087.1
OG0004288	XP_011160311.1	NP_572478.1
OG0004289	XP_011174990.1	NP_650780.1
OG0004290	XP_011160834.1	NP_001261742.1
OG0004291	XP_011159623.1	NP_650301.1
OG0004292	XP_025988686.1	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	XP_011161761.1	NP_730662.2
OG0004294	XP_011164701.1	NP_001262039.1
OG0004295	XP_011155556.1, XP_039302705.1	NP_001287206.1
OG0004296	NP_001291535.1	NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	XP_011159308.2	NP_524938.1
OG0004298	XP_025991766.1	NP_524779.1
OG0004299	XP_011162811.1	NP_001137795.2
OG0004300	XP_011173646.1	NP_001287572.1
OG0004301	XP_011175923.1	NP_001285193.1
OG0004302	XP_011164490.1	NP_648377.1
OG0004303	XP_011173353.1	NP_001260495.1
OG0004304	XP_011172794.1	NP_001260293.1
OG0004305	XP_011165525.1, XP_011165526.1	NP_001259881.1
OG0004306	XP_011161319.1	NP_001262472.1
OG0004307	XP_025990223.1	NP_001188689.2
OG0004308	XP_011155369.1	NP_524051.1
OG0004309	XP_011172070.1, XP_039302724.1	NP_001245541.1
OG0004310	XP_011169536.1	NP_001137770.1
OG0004311	XP_011167419.1	NP_001246045.1
OG0004312	XP_011176213.1	NP_001261435.1
OG0004313	XP_011156843.1	NP_001285137.1
OG0004314	XP_011175481.1	NP_001285543.1
OG0004315	XP_039313436.1	NP_647792.1
OG0004316	XP_011160667.1	NP_001263104.1
OG0004317	XP_011169758.1	NP_001286731.1
OG0004318	XP_011167420.1	NP_001286506.1
OG0004320	XP_011158298.1	NP_731523.1
OG0004321	XP_011160296.1	NP_611092.2
OG0004322	XP_025996169.1	NP_001163347.1
OG0004323	XP_011156367.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	XP_011168737.1	NP_001286410.1
OG0004325	XP_011167787.2	NP_524275.1
OG0004326	XP_011155658.1	NP_610463.2
OG0004327	XP_011162645.1	NP_524452.4
OG0004328	XP_011175958.1	NP_724834.1
OG0004329	XP_011164160.1	NP_001259822.1
OG0004330	XP_011166161.1	NP_649676.1
OG0004331	XP_039312186.1	NP_647991.1
OG0004332	XP_011158918.1	NP_650987.1
OG0004333	XP_011164566.1	NP_524260.1, NP_477414.1
OG0004334	XP_011155808.1	NP_001163571.1, NP_649912.1
OG0004335	XP_011168535.1	NP_610220.1
OG0004337	XP_011175185.2	NP_001261269.1
OG0004338	XP_011175918.1	NP_609845.1
OG0004339	XP_025986876.1	NP_649908.1
OG0004340	XP_011169576.1	NP_001286348.1
OG0004341	XP_011159269.1	NP_609351.1
OG0004342	XP_025989004.2	NP_001097058.1
OG0004343	XP_011158059.1	NP_001097094.1
OG0004344	XP_011157561.1	NP_001259272.1
OG0004345	XP_011165075.2	NP_649252.1
OG0004346	XP_011160509.1	NP_609805.1
OG0004347	XP_011158052.1	NP_524207.1
OG0004348	XP_011155402.1, XP_011155403.1	NP_001163845.1, NP_001015476.1
OG0004349	XP_011172971.1	NP_611559.1
OG0004350	XP_011162606.2	NP_001285449.1
OG0004351	XP_011169220.1	NP_525119.1
OG0004352	XP_025993434.1	NP_649028.3
OG0004354	XP_011166851.1	NP_001287035.1
OG0004355	XP_011159672.1	NP_536744.2
OG0004356	XP_011163720.1	NP_611425.1
OG0004357	XP_011168541.1	NP_572562.1
OG0004358	XP_011155962.1	NP_001286503.1
OG0004359	XP_011159163.1	NP_001189211.1
OG0004360	XP_039310609.1, XP_011162634.1	NP_650056.1
OG0004361	XP_039306298.1, XP_039306297.1	NP_650673.1
OG0004362	XP_011163937.1	NP_001262304.1
OG0004363	XP_011168050.1	NP_001261322.1
OG0004365	XP_011160867.3	NP_648494.2
OG0004366	XP_011158666.2	NP_523476.1
OG0004367	XP_011166171.1	NP_732020.2
OG0004368	XP_011162649.1	NP_524318.1
OG0004369	XP_011166769.1	NP_523582.4
OG0004370	XP_011158745.1	NP_001138143.2
OG0004371	XP_011168028.1	NP_648188.2
OG0004372	XP_011157803.1	NP_001262726.1
OG0004373	XP_025987089.2	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_011167279.1	NP_001303568.1
OG0004375	XP_011175577.1	NP_608830.3
OG0004376	XP_011158201.1, XP_039307158.1	NP_647775.1
OG0004377	XP_011168524.1	NP_001138105.1
OG0004378	XP_039312560.1, XP_025994146.1, XP_025994144.1	NP_001137873.1
OG0004379	XP_011173472.1	NP_001285662.1
OG0004381	XP_011170090.1, XP_011170088.1	NP_001260780.1
OG0004382	XP_011165974.1	NP_996490.1
OG0004383	XP_039308163.1	NP_610545.1
OG0004384	XP_011171821.1	NP_609443.1
OG0004385	XP_011175281.1	NP_788616.1, NP_001189205.1
OG0004386	XP_039302032.1	NP_611691.1
OG0004387	XP_011159528.1	NP_001285889.1
OG0004388	XP_039307715.1, XP_039310233.1	NP_723505.2
OG0004389	XP_025991586.1	NP_523561.1
OG0004390	XP_011163163.1	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1
OG0004391	XP_011162978.1, XP_039309542.1	NP_001260317.1
OG0004392	XP_011165811.1	NP_001287439.1
OG0004393	XP_025994963.1, XP_025994964.1	NP_610677.1
OG0004394	XP_039306930.1	NP_650976.1
OG0004395	XP_011155442.1	NP_651456.1
OG0004396	XP_011171282.1	NP_610554.1
OG0004397	XP_039315694.1	NP_726779.1
OG0004398	XP_011163824.1	NP_476730.1, NP_476834.1
OG0004399	XP_025996001.1	NP_001246624.1
OG0004400	XP_025986767.1	NP_729935.1
