Orthogroup	Solenopsis_invicta	Aedes_aegypti
OG0003557	XP_011164774.2	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003558	XP_025994962.2	XP_021706602.1
OG0003560	XP_025988610.2	XP_001650296.2
OG0003561	XP_011160851.1, XP_011160852.1	XP_001659704.1
OG0003562	XP_011155379.1	XP_021695151.1
OG0003563	XP_039310060.1	XP_021695568.1
OG0003564	XP_011167702.1	XP_021702976.1
OG0003565	XP_011156156.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_039315677.1	XP_021695732.1
OG0003567	XP_011172274.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_039312274.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_039312335.1	XP_021694582.1
OG0003570	XP_025991364.2	XP_001654322.2
OG0003571	XP_011164706.1	XP_001656530.1
OG0003572	XP_011166886.1	XP_001662725.1
OG0003573	XP_025994936.2	XP_021694624.1, XP_021694599.1
OG0003574	XP_011156360.1	XP_001655116.1
OG0003575	XP_011168569.1, XP_039308668.1	XP_001661904.1
OG0003576	XP_011168218.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_011160828.1	XP_021700382.1
OG0003578	XP_011164006.1	XP_001653802.1
OG0003579	XP_011158500.2	XP_021706674.1
OG0003580	XP_025996659.1	XP_001653905.2
OG0003581	XP_025992672.1	XP_021696709.1
OG0003582	XP_025986840.2	XP_021705002.1
OG0003583	XP_011170583.1	XP_001657963.1
OG0003584	XP_011164677.1	XP_021704287.1
OG0003585	XP_039312321.1, XP_039312320.1, XP_039312319.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_011158129.1	XP_021697526.1
OG0003587	XP_011169932.2	XP_001654456.2
OG0003588	XP_011159472.1	XP_021710488.1
OG0003589	XP_025989716.1	XP_001647586.2
OG0003591	XP_011161385.1	XP_021703285.1
OG0003592	XP_025996466.1	XP_021699727.1
OG0003593	XP_039301872.1	XP_021704858.1
OG0003596	XP_025992260.1	XP_001656772.1
OG0003597	XP_025991864.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_011165034.1, XP_025992827.1	XP_021707950.1
OG0003599	XP_011161508.1	XP_021703495.1
OG0003600	XP_025993030.2	XP_021705975.1, XP_001658839.2
OG0003601	XP_011172202.1	XP_001651353.1
OG0003602	XP_025994604.1	XP_001661151.2
OG0003603	XP_011169059.2	XP_001647944.1
OG0003604	XP_039315300.1, XP_011161130.2	XP_001664321.2, XP_021695567.1
OG0003605	XP_039306480.1	XP_021699308.1
OG0003606	XP_011155340.1	XP_001661673.2
OG0003607	XP_039314608.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_039305257.1	XP_021700872.1
OG0003609	XP_039303759.1, XP_011159275.2	XP_021704042.1
OG0003610	XP_011175415.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_011174238.1	XP_021706718.1
OG0003613	XP_011168513.1	XP_001656754.1
OG0003614	XP_011165980.2	XP_021703595.1
OG0003615	XP_011155661.1	XP_001651747.1
OG0003616	XP_011173105.1, XP_039303022.1	XP_001661828.1
OG0003617	XP_039308360.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_011167752.1	XP_001662645.1
OG0003619	XP_025996652.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_011173558.2	XP_001656012.2
OG0003621	XP_011167271.2	XP_021698469.1, XP_021698470.1
OG0003623	XP_011166561.2	XP_001652305.2
OG0003624	XP_011173629.1	XP_021701314.1
OG0003625	XP_039310576.1	XP_021708630.1
OG0003626	XP_039314948.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_011163417.2	XP_001664274.1, XP_001664270.2
OG0003628	XP_011166426.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_011166897.1, XP_011166898.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_025986522.1	XP_021706155.1
OG0003631	XP_011157082.3	XP_001653593.1
OG0003632	XP_025992165.2	XP_021705228.1
OG0003634	XP_011175272.2, XP_039306541.1, XP_011175269.2	XP_021709387.1, XP_021709386.1
OG0003635	XP_039314897.1	XP_021703979.1
OG0003636	XP_025986658.2	XP_021701960.1, XP_021701958.1
OG0003637	XP_039305221.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_025985884.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_011167928.1	XP_021708574.1
OG0003640	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_025988954.1	XP_021694113.1
OG0003642	XP_039313749.1	XP_021713299.1
OG0003644	XP_011161160.1	XP_021696985.1
OG0003645	XP_039312324.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_039305230.1	XP_001659237.1
OG0003647	XP_025996645.2	XP_021704955.1
OG0003648	XP_011166759.1	XP_001651932.2
OG0003649	XP_011170244.1, XP_011170222.1	XP_001652236.1
OG0003650	XP_039312443.1	XP_021700494.1
OG0003653	XP_011167346.2	XP_021704545.1
OG0003654	XP_039302559.1	XP_001649177.2
OG0003655	XP_039308408.1, XP_039308409.1	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1
OG0003656	XP_011159123.2	XP_001649466.1
OG0003657	XP_039308354.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_011155629.1, XP_011155630.1, XP_039302693.1	XP_001652190.1
OG0003659	XP_039314136.1, XP_039314135.1, XP_039314722.1	XP_001663067.1, XP_021699607.1, XP_021711761.1, XP_021699606.1, XP_001663066.1, XP_001663064.2, XP_021699605.1, XP_001653288.2, XP_021695218.1, XP_001659454.2, XP_001663065.1
OG0003660	XP_011176058.1, XP_039312999.1	XP_001654283.2
OG0003661	XP_011170494.3	XP_001654782.2
OG0003662	XP_011175688.1	XP_001657522.1
OG0003663	XP_039306921.1	XP_001658864.2
OG0003664	XP_011164276.1	XP_001659278.2
OG0003665	XP_011166929.1, XP_011166930.1	XP_001659999.1
OG0003666	XP_011166717.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1	XP_001660103.3
OG0003668	XP_039312702.1, XP_011169131.1	XP_001660889.2
OG0003669	XP_011168002.1	XP_001661303.2
OG0003670	XP_039312486.1	XP_001661689.1, XP_021711709.1
OG0003671	XP_025995824.1	XP_001662377.1
OG0003672	XP_039314297.1	XP_001662476.2
OG0003673	XP_011159485.1, XP_011159484.1	XP_001662575.2
OG0003674	XP_011175340.1	XP_021693472.1
OG0003675	XP_011167135.2	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_011163394.2	XP_021693797.1
OG0003677	XP_011176185.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_011163744.2	XP_021695396.1
OG0003679	XP_011169854.1, XP_011169848.1, XP_011169843.1	XP_021695616.1
OG0003680	XP_025991771.1	XP_021695658.1
OG0003681	XP_011158579.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_011159235.1	XP_021699193.1
OG0003683	XP_011158808.1	XP_021699577.1
OG0003684	XP_011164943.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1	XP_021704367.1
OG0003686	XP_025985905.2	XP_021704593.1, XP_021712640.1
OG0003687	XP_011165752.1	XP_021704767.1
OG0003688	XP_011160014.1, XP_025989235.1	XP_021704949.1
OG0003690	XP_039303242.1, XP_011170696.1	XP_021705279.1
OG0003691	XP_025993189.2	XP_021707933.1, XP_021707928.1
OG0003692	XP_025986560.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_011163619.1	XP_001662942.1
OG0003710	XP_011168792.1	XP_001655409.1
OG0003711	XP_011172335.1	XP_001662142.2
OG0003712	XP_011157010.1	XP_001655016.1
OG0003713	XP_011168517.1	XP_021711618.1
OG0003714	XP_011162592.1	XP_001653367.1
OG0003715	XP_039313058.1	XP_021696923.1, XP_021696928.1
OG0003716	XP_025995556.1	XP_021709703.1
OG0003717	XP_011170723.1	XP_021698198.1
OG0003719	XP_025993392.1	XP_001657591.2
OG0003720	XP_011158067.1	XP_021694868.1
OG0003721	XP_025989283.1	XP_001657556.2
OG0003722	XP_011175703.1	XP_001657463.1
OG0003723	XP_011158661.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_011158968.1	XP_001662683.1
OG0003726	XP_025996015.1	XP_011493702.1
OG0003727	XP_011170912.1, XP_011170914.1, XP_011170913.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_011165154.1	XP_001662452.2
OG0003730	XP_011165842.1	XP_001649526.2
OG0003731	XP_011164522.1	XP_021695482.1
OG0003732	XP_011156365.1	XP_001658246.1
OG0003733	XP_011163524.2	XP_001661398.1
OG0003734	XP_039307129.1, XP_025994362.1	XP_001652571.1
OG0003735	XP_011161972.1	XP_001648745.1
OG0003736	XP_011169470.1	XP_001655313.1
OG0003737	XP_011157966.1	XP_001659486.1
OG0003738	XP_011169742.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_011164693.1	XP_001657837.1
OG0003740	XP_025991922.1	XP_001659760.2
OG0003741	XP_011174019.1	XP_001661366.1
OG0003742	XP_011161409.1	XP_001663179.2
OG0003743	XP_011172362.1	XP_011493496.1
OG0003744	XP_011172220.1	XP_021707104.1
OG0003745	XP_011171823.1	XP_001656296.1
OG0003746	XP_039304457.1	XP_001649793.1
OG0003747	XP_011167369.2, XP_025988608.1	XP_001655229.2
OG0003748	XP_011166657.1, XP_011166656.1	XP_001652909.2
OG0003749	XP_025987674.1, XP_039305506.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_025990237.1	XP_001662199.1
OG0003751	XP_011169970.2	XP_021709914.1
OG0003752	XP_011158636.1	XP_021701509.1
OG0003753	XP_011163442.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_039301810.1	XP_001656704.1
OG0003755	XP_011156923.1	XP_001660910.1
OG0003756	XP_011170763.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_039303967.1, XP_025986167.1, XP_039303968.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_039305719.1	XP_021693543.1
OG0003759	XP_011161012.1	XP_001648518.2
OG0003760	XP_011164546.1	XP_001654039.1
OG0003761	XP_011160215.1	XP_001663268.1
OG0003762	XP_025995354.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_011165219.2	XP_001662322.1
OG0003765	XP_011162102.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_011167172.1	XP_021694739.1
OG0003767	XP_011172039.1	XP_001657049.1
OG0003768	XP_011175554.1	XP_001661488.1
OG0003769	XP_039304039.1, XP_011159751.1	XP_001651748.1
OG0003770	XP_011157095.1	XP_001657686.1
OG0003771	XP_011155616.1	XP_001650454.1
OG0003772	XP_011159503.1	XP_001662743.2
OG0003773	XP_011160541.1, XP_011160542.1	XP_001654977.1
OG0003774	XP_011168322.1	XP_001656083.2
OG0003775	XP_025995362.1	XP_001661593.2
OG0003776	XP_011157495.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1	XP_001658298.2
OG0003778	XP_025991477.2	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	XP_011161043.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_011176195.1, XP_011176197.1, XP_011176196.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_011164009.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_011163386.1	XP_001661446.1
OG0003783	XP_011157971.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_011160258.1	XP_001652781.2
OG0003785	XP_011159536.3	XP_001658792.2
OG0003786	XP_011159396.1, XP_011159398.1	XP_001648956.2
OG0003787	XP_039307174.1, XP_011171028.1	XP_001651583.1
OG0003788	XP_011155430.1	XP_001654840.2
OG0003789	XP_011169655.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_011156116.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_025995656.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_011165565.3	XP_021693375.1
OG0003794	XP_039303676.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_011160027.1, XP_011160029.1	XP_001659519.2
OG0003796	XP_011155673.1	XP_021706928.1
OG0003798	XP_025992665.1	XP_001655156.1
OG0003799	XP_011170585.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_011157261.1	XP_001648396.2
OG0003801	XP_039307025.1	XP_001654530.1
OG0003802	XP_011156805.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_011159601.1	XP_001658911.2
OG0003804	XP_011172646.1	XP_001663601.1
OG0003805	XP_011167839.2	XP_001659004.1, XP_021711740.1
OG0003806	XP_011173111.1	XP_001662176.1
OG0003807	XP_039301827.1, XP_011156481.1	XP_001664324.1
OG0003808	XP_011171944.1, XP_011173566.1	XP_001657976.1
OG0003809	XP_011161045.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_011157488.1	XP_001653335.1
OG0003811	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1	XP_001654770.1
OG0003812	XP_025992553.1	XP_021695117.1
OG0003813	XP_011159958.2	XP_001649114.1
OG0003814	XP_011157373.2, XP_039306706.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_039307396.1, XP_025992666.1	XP_021708060.1
OG0003816	XP_039312757.1	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_011172618.1	XP_001655646.2
OG0003818	XP_011175934.1	XP_001663382.1
OG0003819	XP_011170017.1	XP_001657212.1
OG0003820	XP_011156382.3, XP_039307591.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_011164448.1	XP_001661061.2
OG0003822	XP_011162673.2	XP_021708747.1
OG0003823	XP_011166802.1	XP_021707432.1
OG0003824	XP_011163209.2	XP_021703756.1
OG0003825	XP_039310079.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_039310283.1	XP_021712347.1, XP_021712762.1
OG0003827	XP_011160989.2	XP_001657822.1
OG0003828	XP_011171352.1	XP_001654799.1
OG0003829	XP_039310615.1	XP_001654181.2, XP_021708179.1
OG0003830	XP_025989979.2, XP_025989980.2	XP_021704066.1
OG0003831	XP_025994355.1	XP_021703199.1
OG0003832	XP_011164209.2	XP_021695532.1, XP_021699518.1
OG0003833	XP_011170251.1	XP_001661938.2
OG0003834	XP_011163864.1	XP_001662630.2
OG0003835	XP_011159619.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_039309063.1	XP_021693058.1
OG0003837	XP_011173345.1	XP_001662412.1
OG0003838	XP_011166072.1	XP_001653078.1
OG0003839	XP_011162047.1	XP_021711629.1
OG0003841	XP_011157791.1, XP_011157790.1	XP_001654714.2
OG0003842	XP_039303012.1	XP_021694382.1
OG0003843	XP_011166255.1, XP_039311219.1	XP_001660441.2
OG0003844	XP_011166427.2	XP_021707551.1
OG0003845	XP_039307489.1, XP_011166904.1	XP_001649000.2
OG0003846	XP_011175418.1	XP_021706125.1
OG0003847	XP_011160048.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_011163364.1	XP_021696983.1
OG0003849	XP_011167690.1	XP_001652019.2
OG0003850	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_011155312.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_011164192.1	XP_001658892.1
OG0003853	XP_011167699.1	XP_021700780.1
OG0003854	XP_011170457.1, XP_011170455.2	XP_021700498.1, XP_001663280.1
OG0003855	XP_025990166.1	XP_001660954.2
OG0003856	XP_039315036.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_025989275.1	XP_021702630.1
OG0003859	XP_011175511.1	XP_021707309.1
OG0003860	XP_011158866.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_011161907.1	XP_001656735.1
OG0003864	XP_011164251.2	XP_001656018.1
OG0003866	XP_011176060.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_011164324.1	XP_001659451.2
OG0003868	XP_011155641.1	XP_001654697.2
OG0003869	XP_025988131.1	XP_001648285.1
OG0003870	XP_025995031.1	XP_001661749.2
OG0003871	XP_039311707.1	XP_021695709.1
OG0003872	XP_039309105.1, XP_011162350.1	XP_001659890.2
OG0003874	XP_011170285.1	XP_021706516.1
OG0003875	XP_025994624.1	XP_001662456.2
OG0003876	XP_011164283.1	XP_021702721.1
OG0003877	XP_011158035.1	XP_001660412.2
OG0003878	XP_011169851.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_025988582.1, XP_011158304.1	XP_021696170.1
OG0003880	XP_011157017.1	XP_001656304.2, XP_001656305.2
OG0003881	XP_011170189.2	XP_001654590.2, XP_021697830.1
OG0003882	XP_011170992.1	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	XP_011171998.1	XP_021705455.1, XP_001654858.1
OG0003884	XP_039307182.1	XP_021699626.1
OG0003885	XP_011173400.1	XP_001661054.1
OG0003886	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1	XP_011493478.1, XP_001653732.1
OG0003887	XP_011158236.2	XP_021703871.1
OG0003888	XP_011162753.2	XP_001655730.1
OG0003889	XP_011168777.1	XP_021697630.1, XP_021697631.1
OG0003890	XP_039312581.1, XP_039312579.1	XP_001655215.2
OG0003891	XP_011161971.1	XP_021699581.1, XP_021699590.1
OG0003892	XP_011160869.1	XP_021695220.1, XP_001663598.1
OG0003893	XP_025986847.1, NP_001291512.1	XP_021705123.1
OG0003894	XP_011160767.2, XP_011160760.1	XP_021699376.1
OG0003895	XP_025986022.2	XP_021707813.1
OG0003896	XP_011162347.1	XP_001655804.1
OG0003897	XP_025992844.1	XP_001651351.1
OG0003898	XP_011176008.1, XP_039314612.1	XP_001659598.2
OG0003899	XP_011170319.1	XP_001663037.1
OG0003900	XP_011172738.1	XP_001659208.2, XP_001655211.2
OG0003901	XP_039304811.1, XP_025996432.1	XP_021703990.1, XP_021711911.1
OG0003902	XP_025989407.2	XP_021700599.1
OG0003903	XP_039308253.1, XP_039308250.1	XP_001653972.2
OG0003904	XP_011163090.3	XP_001656005.2
OG0003905	XP_011159771.1	XP_021709806.1
OG0003906	XP_025987578.1	XP_021709295.1
OG0003907	XP_011168229.1, XP_039311815.1, XP_039311814.1	XP_021711081.1
OG0003908	XP_039313976.1, XP_011166693.1	XP_001654758.1
OG0003909	XP_011168602.2	XP_021710690.1
OG0003910	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1	XP_021710831.1
OG0003912	XP_011163003.1	XP_021699757.1
OG0003913	XP_011171472.1	XP_021696947.1, XP_021712521.1
OG0003914	XP_011170975.2	XP_001656235.1, XP_001651277.1
OG0003915	XP_025993626.2	XP_021711028.1
OG0003916	XP_025996319.1	XP_021701480.1
OG0003917	XP_011159616.2	XP_001657094.2
OG0003918	XP_011163143.2	XP_021705412.1
OG0003919	XP_011168236.1, XP_011168238.1	XP_021709379.1
OG0003920	XP_011173008.2	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	XP_011173457.1	XP_021695344.1
OG0003922	XP_011163814.1	XP_001648170.1
OG0003923	XP_011158933.2, XP_039305216.1	XP_001661544.2
OG0003924	XP_011155904.1, XP_011155896.1, XP_025991279.1	XP_001664268.2
OG0003925	XP_011170768.1	XP_021694826.1, XP_021694825.1
OG0003926	XP_039313898.1	XP_021707443.1, XP_001661261.1
OG0003927	XP_011173519.1, XP_011173521.1	XP_021709363.1, XP_021709357.1
OG0003928	XP_011175799.1	XP_001659506.1
OG0003929	XP_039310561.1, XP_011172972.2	XP_001656965.1
OG0003930	XP_011163266.2	XP_001651241.1
OG0003931	XP_011160703.1	XP_001649557.2
OG0003932	XP_011175956.1	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_011164334.1	XP_001652674.1
OG0003934	XP_039315643.1, XP_039315644.1	XP_001652176.1
OG0003935	XP_011169572.1	XP_021698972.1
OG0003936	XP_025990001.1	XP_021708266.1
OG0003937	XP_039305588.1, XP_039305589.1, XP_039305590.1	XP_021698472.1
OG0003938	XP_011161817.1	XP_001662656.2, XP_021711097.1
OG0003939	XP_011168128.1	XP_021697499.1
OG0003940	XP_039314809.1	XP_021706762.1
OG0003941	XP_011166197.1	XP_001649065.1
OG0003943	XP_011162640.2	XP_001653215.1
OG0003944	XP_011172391.2	XP_001657769.1
OG0003945	XP_025986377.1	XP_001661277.2
OG0003946	XP_025986400.1	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_011159662.1, XP_025991662.1	XP_021713347.1
OG0003948	XP_011158015.1	XP_021709456.1
OG0003950	XP_011170040.1	XP_001654759.2
OG0003951	XP_011172015.2	XP_001660822.1
OG0003952	XP_025990828.1	XP_001655616.2
OG0003953	XP_011162228.1	XP_001651486.2
OG0003954	XP_011162943.1	XP_001662443.1
OG0003955	XP_011159642.2	XP_001650872.2
OG0003956	XP_011175137.1	XP_021694075.1
OG0003957	XP_011161541.1	XP_001654781.1
OG0003958	XP_011155905.1	XP_001657386.1
OG0003959	XP_011169772.1	XP_021695380.1, XP_001652653.1
OG0003960	XP_025989645.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_011173964.2	XP_021701277.1
OG0003962	XP_011158728.2	XP_001658571.2
OG0003963	XP_011171315.2	XP_001653821.1
OG0003964	XP_039311722.1	XP_001658987.1
OG0003965	XP_039314142.1	XP_001660646.2
OG0003966	XP_039311890.1, XP_039311891.1	XP_021700237.1
OG0003967	XP_025993554.1, XP_039311771.1, XP_039303565.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_011172321.1	XP_001655741.1
OG0003969	XP_011167354.1	XP_001658728.1
OG0003970	XP_011169892.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_011157998.1	XP_021702399.1, XP_021702398.1
OG0003972	XP_011159684.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_011160299.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_011156214.1	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_025997197.1	XP_021700863.1
OG0003976	XP_011170682.1	XP_021711605.1
OG0003977	XP_011158706.1, XP_039305263.1	XP_021706480.1
OG0003978	XP_011162080.1	XP_001648293.2
OG0003979	XP_011155702.2, XP_011155701.2	XP_001657457.1
OG0003980	XP_011169396.1	XP_021703960.1, XP_021703966.1
OG0003981	XP_011173719.1	XP_021701733.1
OG0003982	XP_039312784.1	XP_021702400.1
OG0003983	XP_025991685.1, XP_025991684.1	XP_021695542.1
OG0003984	XP_011155858.2	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	XP_011173006.1	XP_021697524.1
OG0003986	XP_039313515.1	XP_001659292.1, XP_021701097.1
OG0003988	XP_025988648.1, XP_025988653.1	XP_021693736.1
OG0003989	XP_011155316.2	XP_021707503.1
OG0003990	XP_039310594.1	XP_001649983.1
OG0003991	XP_025990820.2	XP_021694587.1, XP_021694588.1
OG0003992	XP_011157073.1	XP_021704895.1
OG0003994	XP_011173065.2	XP_001660317.1, XP_021710154.1
OG0003995	XP_011163297.1	XP_021710853.1
OG0003996	XP_011167121.1	XP_001660743.2
OG0003997	XP_039309289.1	XP_001662649.1
OG0003998	XP_011175483.2	XP_021694307.1
OG0003999	XP_011161469.1	XP_021702245.1
OG0004000	XP_011158775.2	XP_001662536.1
OG0004001	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1	XP_001651539.2
OG0004002	XP_011169532.1	XP_021699519.1
OG0004003	XP_011159911.1	XP_021701167.1, XP_021701164.1
OG0004004	XP_039305247.1	XP_001656875.1
OG0004005	XP_025988994.2	XP_021707608.1, XP_021707609.1
OG0004006	XP_025992759.2	XP_021696407.1, XP_021696416.1
OG0004008	XP_011158353.1, XP_011158354.1	XP_001656312.1
OG0004009	XP_011163925.1	XP_001656220.1
OG0004010	XP_011166009.1	XP_021707149.1
OG0004011	XP_011164190.1	XP_021701665.1, XP_021712846.1
OG0004012	XP_025996424.2, XP_039307838.1	XP_021705170.1
OG0004014	XP_025995379.2	XP_021694510.1
OG0004016	XP_011160976.2	XP_021694471.1
OG0004017	XP_025986525.1	XP_021698858.1, XP_021698857.1
OG0004018	XP_011157242.1, XP_025995061.1	XP_021695618.1
OG0004019	XP_011161528.1	XP_021702240.1
OG0004020	XP_011166363.1	XP_001655666.1, XP_021712726.1
OG0004021	XP_039313089.1, XP_039313090.1, XP_025995783.1	XP_001662990.2
OG0004022	XP_011171815.1	XP_001655055.1, XP_001655054.1
OG0004023	XP_011162975.1, XP_011162974.1	XP_001658989.1, XP_021708079.1
OG0004026	XP_025990012.1	XP_001657095.2
OG0004027	XP_011164751.3	XP_021698799.1
OG0004030	XP_011170043.1	XP_021710816.1
OG0004031	XP_011158780.1	XP_021705674.1
OG0004032	XP_011165363.2	XP_021704447.1
OG0004033	XP_039307474.1	XP_001653338.1
OG0004034	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1	XP_001652388.2
OG0004035	XP_011155615.1	XP_021708965.1
OG0004036	XP_011158733.3	XP_021706353.1
OG0004037	XP_011170260.1, XP_039314275.1	XP_021698550.1
OG0004038	XP_011176152.1	XP_021709064.1
OG0004040	XP_011174172.2	XP_001653481.2
OG0004041	XP_011176199.1	XP_001659977.2, XP_021712807.1
OG0004042	XP_025989619.2	XP_001654734.1
OG0004043	XP_011163010.1	XP_001662270.2
OG0004044	XP_039305638.1, XP_039305637.1	XP_001659187.2
OG0004045	XP_011164711.1	XP_021693403.1
OG0004046	XP_039302056.1	XP_021713261.1, XP_001652793.1
OG0004047	XP_039313211.1, XP_025995715.1	XP_021711741.1, XP_001659005.1
OG0004048	XP_011160967.1	XP_001656303.1
OG0004049	XP_011164527.2	XP_001650438.2
OG0004050	XP_011167831.1	XP_001656879.1
OG0004051	XP_011165647.1	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	XP_039315146.1	XP_001663907.2
OG0004053	XP_011159339.2	XP_001651506.2
OG0004054	XP_025988227.1, XP_025988226.1	XP_021706586.1
OG0004055	XP_011163549.1	XP_001653319.2
OG0004056	XP_011166280.2	XP_021697096.1
OG0004058	XP_011169619.1	XP_001651168.1, XP_001662502.1
OG0004059	XP_011157452.1	XP_001658170.1
OG0004060	XP_025991675.1	XP_001661813.2
OG0004061	XP_011168657.1	XP_021701067.1
OG0004062	XP_025990409.1	XP_021706861.1, XP_021705352.1
OG0004063	XP_011159313.1, XP_039304238.1	XP_021700238.1
OG0004064	XP_011164224.2	XP_001651175.2
OG0004065	XP_011165116.3	XP_021700094.1, XP_021706851.1
OG0004066	XP_011161434.1, XP_039310940.1	XP_021698932.1
OG0004067	XP_025987207.2	XP_021697462.1
OG0004068	XP_039308564.1	XP_021711540.1
OG0004069	XP_011155411.1	XP_021694204.1, XP_021694205.1, XP_021694206.1
OG0004070	XP_025993491.2	XP_021703451.1, XP_021703429.1, XP_021703422.1
OG0004071	XP_025988101.1	XP_021699078.1
OG0004072	XP_011165270.1	XP_021693098.1
