Orthogroup	Osmia_lignaria	Anopheles_gambiae
OG0003037	XP_034188468.1	XP_321646.3
OG0003038	XP_034178046.1	XP_319600.4
OG0003039	XP_034187161.1	XP_313594.4
OG0003040	XP_034187274.1	XP_320980.4
OG0003041	XP_034173459.1	XP_003436591.1, XP_310274.7
OG0003042	XP_034191385.1	XP_309862.3
OG0003043	XP_034185671.1	XP_318515.3
OG0003044	XP_034172842.1	XP_311004.5
OG0003045	XP_034178645.1	XP_307557.3, XP_319047.3, XP_319046.4
OG0003046	XP_034174993.1	XP_001689233.1, XP_320199.4, XP_001230399.1
OG0003047	XP_034188813.1	XP_318733.3
OG0003048	XP_034195786.1	XP_322027.4
OG0003049	XP_034192914.1	XP_313372.4
OG0003050	XP_034184531.1	XP_307898.5
OG0003051	XP_034187465.1, XP_034187464.1, XP_034187463.1	XP_321492.4
OG0003052	XP_034179585.1	XP_003436378.1, XP_562817.2, XP_003436376.1, XP_003436377.1
OG0003053	XP_034192454.1	XP_312272.1
OG0003054	XP_034192148.1	XP_314023.3
OG0003055	XP_034182070.1	XP_314179.3
OG0003056	XP_034196204.1	XP_322063.5
OG0003057	XP_034188652.1	XP_319033.3
OG0003058	XP_034193559.1	XP_307927.5
OG0003059	XP_034192949.1	XP_309514.2
OG0003060	XP_034180036.1	XP_313646.4, XP_003436796.1, XP_003436795.1, XP_003436794.1, XP_003436793.1, XP_003436792.1
OG0003061	XP_034194379.1, XP_034194382.1, XP_034194380.1, XP_034194383.1	XP_312936.3
OG0003062	XP_034192785.1	XP_001688793.1, XP_316201.4
OG0003063	XP_034174798.1	XP_315638.3, XP_315637.3
OG0003064	XP_034196435.1	XP_311781.4
OG0003065	XP_034182745.1	XP_319983.4
OG0003066	XP_034172477.1	XP_315683.2
OG0003067	XP_034193388.1	XP_319496.2
OG0003068	XP_034179283.1	XP_306831.2, XP_312974.2
OG0003069	XP_034175237.1	XP_315430.3
OG0003070	XP_034177231.1, XP_034177232.1, XP_034177233.1, XP_034177234.1	XP_320328.4
OG0003071	XP_034196424.1	XP_319230.4
OG0003072	XP_034179166.1	XP_309660.5, XP_309659.5
OG0003073	XP_034179891.1, XP_034179890.1	XP_001689093.1, XP_318069.4
OG0003074	XP_034182576.1	XP_310637.2
OG0003075	XP_034173397.1	XP_556087.3, XP_556088.3
OG0003076	XP_034187359.1	XP_312888.5
OG0003077	XP_034186912.1	XP_314117.4
OG0003078	XP_034186761.1, XP_034186760.1	XP_319462.4
OG0003080	XP_034188804.1, XP_034188805.1	XP_320803.3
OG0003081	XP_034173209.1	XP_315329.2
OG0003082	XP_034182271.1	XP_311869.4
OG0003083	XP_034195851.1	XP_318459.5
OG0003084	XP_034186816.1	XP_311192.5
OG0003085	XP_034174019.1, XP_034174022.1, XP_034174023.1, XP_034174024.1, XP_034174020.1	XP_317578.4
OG0003086	XP_034180110.1	XP_308193.4
OG0003087	XP_034175244.1, XP_034175245.1, XP_034175246.1	XP_320354.4
OG0003088	XP_034177879.1, XP_034177881.1, XP_034177880.1	XP_321426.4
OG0003089	XP_034180165.1	XP_001689310.2
OG0003090	XP_034191605.1	XP_308746.4
OG0003091	XP_034192153.1	XP_003436341.1, XP_003436343.1, XP_003436342.1, XP_563112.4
OG0003092	XP_034196477.1, XP_034196476.1, XP_034196478.1	XP_317674.2
OG0003094	XP_034184512.1	XP_001238509.3
OG0003095	XP_034196390.1, XP_034196395.1	XP_315892.4, XP_001237715.2
OG0003097	XP_034190566.1	XP_320683.2
OG0003098	XP_034177132.1, XP_034177131.1	XP_317464.4
OG0003099	XP_034181544.1, XP_034181545.1	XP_311856.3, XP_003436356.1
OG0003100	XP_034182578.1	XP_316693.3
OG0003101	XP_034181462.1	XP_318429.4
OG0003102	XP_034183045.1	XP_316625.4
OG0003103	XP_034178164.1	XP_315779.4
OG0003104	XP_034186842.1	XP_565241.2
OG0003105	XP_034179215.1, XP_034179218.1	XP_001237544.3
OG0003106	XP_034181511.1	XP_001689237.1
OG0003107	XP_034176549.1	XP_320383.2
OG0003108	XP_034179401.1	XP_318844.4, XP_318845.4
OG0003109	XP_034195544.1	XP_313177.5, XP_003436760.1, XP_318659.4
OG0003110	XP_034182239.1, XP_034182232.1, XP_034182249.1	XP_321732.5
OG0003111	XP_034184792.1	XP_559060.2
OG0003112	XP_034185187.1	XP_314140.3
OG0003113	XP_034179948.1, XP_034179958.1	XP_001237549.1
OG0003114	XP_034184533.1, XP_034184534.1	XP_565101.3
OG0003115	XP_034174348.1	XP_320350.4
OG0003116	XP_034183703.1	XP_321299.4
OG0003118	XP_034193399.1, XP_034193397.1	XP_309922.4
OG0003120	XP_034188718.1, XP_034188716.1	XP_001238286.1, XP_320280.4
OG0003121	XP_034179179.1	XP_562883.4
OG0003122	XP_034182675.1	XP_001238206.1
OG0003123	XP_034186903.1	XP_318461.2
OG0003124	XP_034181976.1	XP_319166.4
OG0003125	XP_034183780.1	XP_321188.4
OG0003126	XP_034172115.1	XP_314682.4
OG0003127	XP_034177889.1	XP_314074.3
OG0003128	XP_034173306.1	XP_308523.4
OG0003129	XP_034184805.1	XP_319020.4
OG0003130	XP_034170962.1	XP_311438.3
OG0003131	XP_034177125.1	XP_319113.4
OG0003132	XP_034185051.1	XP_003436210.1, XP_001237450.3
OG0003133	XP_034183251.1	XP_315444.4
OG0003134	XP_034171943.1	XP_312890.4
OG0003135	XP_034181169.1, XP_034192501.1	XP_001689062.1
OG0003136	XP_034191840.1	XP_003437146.1, XP_003437145.1, XP_003437148.1, XP_003437149.1, XP_309131.4, XP_003437147.1, XP_003437150.1
OG0003137	XP_034185787.1	XP_315540.2
OG0003138	XP_034194347.1, XP_034194351.1	XP_315133.3
OG0003139	XP_034196620.1	XP_318292.1
OG0003140	XP_034172298.1	XP_318421.4
OG0003142	XP_034177075.1	XP_001688514.1, XP_314057.4
OG0003143	XP_034188053.1	XP_315956.4
OG0003144	XP_034189991.1	XP_001230569.1
OG0003145	XP_034186956.1	XP_311270.5
OG0003146	XP_034174533.1	XP_003436470.1, XP_003436471.1, XP_558852.4, XP_003436468.1, XP_003436469.1, XP_003436467.1
OG0003147	XP_034180974.1	XP_320088.4
OG0003148	XP_034184726.1	XP_001688470.1, XP_313899.4
OG0003149	XP_034173415.1	XP_308445.4
OG0003150	XP_034176937.1, XP_034176938.1	XP_315617.3
OG0003151	XP_034176857.1, XP_034176852.1, XP_034176851.1	XP_308634.3
OG0003152	XP_034182420.1	XP_566152.4
OG0003153	XP_034191226.1, XP_034191227.1	XP_317690.3
OG0003154	XP_034182720.1	XP_310641.4
OG0003155	XP_034177610.1	XP_318477.4
OG0003156	XP_034180533.1	XP_001688466.2, XP_313652.5
OG0003157	XP_034184819.1, XP_034184818.1	XP_001688351.2
OG0003158	XP_034192397.1	XP_312072.4
OG0003159	XP_034172110.1	XP_555482.2
OG0003160	XP_034191546.1	XP_312074.3, XP_003436260.1
OG0003162	XP_034194369.1, XP_034194368.1	XP_316864.4
OG0003163	XP_034172711.1	XP_311334.4
OG0003164	XP_034173878.1, XP_034173873.1	XP_311300.4
OG0003165	XP_034194360.1	XP_313944.4
OG0003166	XP_034175977.1	XP_001687758.1
OG0003167	XP_034174197.1	XP_003436799.1, XP_001237517.3, XP_319236.4
OG0003168	XP_034189912.1	XP_003436459.1, XP_003436458.1
OG0003169	XP_034171757.1	XP_003436824.1, XP_313754.3
OG0003171	XP_034188539.1	XP_308328.4
OG0003172	XP_034189708.1	XP_310672.5
OG0003173	XP_034191778.1	XP_001688738.1
OG0003174	XP_034188732.1	XP_317743.4
OG0003175	XP_034175230.1, XP_034175228.1	XP_320741.4
OG0003176	XP_034180872.1, XP_034180876.1	XP_314116.4
OG0003177	XP_034189314.1	XP_309634.5
OG0003178	XP_034175438.1, XP_034175435.1	XP_554264.3
OG0003179	XP_034183877.1	XP_311735.5
OG0003180	XP_034193192.1	XP_310880.4
OG0003181	XP_034192915.1	XP_313812.5, XP_003436832.1
OG0003182	XP_034172670.1	XP_001689293.1
OG0003183	XP_034186528.1, XP_034186525.1	XP_313147.4
OG0003184	XP_034180904.1	XP_003436022.1, XP_003436021.1, XP_320962.5
OG0003184	XP_034180907.1	XP_320963.5
OG0003187	XP_034174032.1	XP_317536.4
OG0003188	XP_034183653.1, XP_034183654.1, XP_034183651.1, XP_034183652.1	XP_315981.4
OG0003189	XP_034178641.1	XP_320584.4
OG0003190	XP_034194999.1	XP_320372.4
OG0003191	XP_034171159.1	XP_001689075.1, XP_554547.3
OG0003192	XP_034188770.1	XP_309823.2
OG0003193	XP_034183632.1	XP_315955.4
OG0003194	XP_034183427.1	XP_314999.4
OG0003195	XP_034179709.1	XP_311450.4
OG0003196	XP_034180410.1	XP_317756.4, XP_313942.4, XP_313943.4
OG0003197	XP_034192221.1	XP_001688545.1
OG0003198	XP_034170819.1, XP_034170818.1	XP_317688.3
OG0003199	XP_034174595.1	XP_001688114.1, XP_308861.4, XP_317197.4
OG0003200	XP_034178461.1	XP_318928.4
OG0003200	XP_034178455.1	XP_553694.2
OG0003201	XP_034181784.1	XP_314834.4
OG0003202	XP_034171858.1	XP_555870.4, XP_001688969.2
OG0003203	XP_034192685.1	XP_308871.4
OG0003206	XP_034179436.1	XP_003436899.1, XP_311113.4
OG0003207	XP_034175059.1	XP_003436580.1, XP_313505.5, XP_003436579.1, XP_003436581.1, XP_003436577.1, XP_003436578.1
OG0003208	XP_034196615.1	XP_313285.3, XP_320562.4, XP_320560.3
OG0003209	XP_034191377.1	XP_315027.4
OG0003210	XP_034172859.1, XP_034172858.1	XP_316339.4
OG0003211	XP_034184581.1, XP_034184582.1	XP_562412.4
OG0003212	XP_034171527.1	XP_310916.5, XP_310917.4
OG0003213	XP_034178571.1	XP_315420.4
OG0003214	XP_034193305.1	XP_310746.5
OG0003215	XP_034193300.1	XP_317640.3
OG0003217	XP_034196240.1	XP_308958.4, XP_001688143.1
OG0003218	XP_034185460.1, XP_034185461.1	XP_321055.5
OG0003219	XP_034178263.1	XP_312652.3
OG0003220	XP_034174979.1	XP_565432.2
OG0003221	XP_034189323.1, XP_034189322.1, XP_034189324.1	XP_320214.4
OG0003222	XP_034180113.1	XP_318690.4, XP_314744.3
OG0003223	XP_034178647.1	XP_320583.3
OG0003225	XP_034177135.1	XP_315125.4
OG0003226	XP_034180111.1	XP_001689111.1
OG0003227	XP_034191714.1	XP_315662.4
OG0003228	XP_034185009.1	XP_314980.3
OG0003229	XP_034186781.1	XP_317053.4
OG0003230	XP_034183554.1	XP_001230616.1, XP_308126.3
OG0003231	XP_034180812.1, XP_034180815.1	XP_003436460.1
OG0003232	XP_034176127.1	XP_317336.3
OG0003234	XP_034178729.1	XP_003437033.1, XP_565765.4
OG0003236	XP_034172736.1	XP_319145.3
OG0003237	XP_034174304.1, XP_034174303.1	XP_308538.4
OG0003238	XP_034182512.1, XP_034182511.1	XP_003436959.1, XP_310854.5
OG0003239	XP_034180087.1	XP_556672.3
OG0003240	XP_034191961.1	XP_314330.2
OG0003241	XP_034189200.1, XP_034189201.1	XP_003435738.1, XP_001689401.2
OG0003242	XP_034190731.1	XP_316331.2
OG0003243	XP_034190024.1	XP_318944.4
OG0003244	XP_034172480.1, XP_034172481.1	XP_317158.4
OG0003246	XP_034190714.1	XP_319982.4
OG0003247	XP_034178520.1	XP_317656.3
OG0003248	XP_034184187.1	XP_321046.3
OG0003249	XP_034177609.1	XP_312339.5
OG0003250	XP_034179667.1, XP_034179666.1	XP_001688432.1, XP_003435959.1
OG0003262	XP_034173900.1	XP_321390.3, XP_316822.4
OG0003263	XP_034184036.1	XP_319345.3
OG0003264	XP_034180379.1	XP_320423.4, XP_320446.2
OG0003265	XP_034190139.1	XP_310576.1, XP_001237270.1
OG0003266	XP_034174278.1	XP_309973.2
OG0003267	XP_034177664.1	XP_315778.3
OG0003268	XP_034196221.1	XP_001688693.1, XP_315621.4
OG0003269	XP_034172123.1, XP_034172124.1	XP_310009.4
OG0003270	XP_034185944.1	XP_312828.3, XP_306495.4
OG0003271	XP_034180952.1	XP_317835.4
OG0003272	XP_034188432.1	XP_003437026.1, XP_565801.1, XP_318584.1
OG0003273	XP_034176573.1	XP_003435863.1, XP_003435862.1
OG0003274	XP_034176910.1	XP_313042.4
OG0003275	XP_034187907.1	XP_312392.3
OG0003276	XP_034196559.1	XP_311226.4, XP_003437066.1
OG0003277	XP_034192322.1	XP_310263.2
OG0003279	XP_034176525.1, XP_034176535.1	XP_320407.3
OG0003280	XP_034177309.1	XP_003436744.1, XP_313133.4
OG0003281	XP_034178509.1	XP_321175.4
OG0003282	XP_034175818.1, XP_034175817.1, XP_034175819.1	XP_316942.3
OG0003284	XP_034174511.1	XP_315433.4
OG0003285	XP_034171505.1	XP_001687888.1, XP_308294.3
OG0003286	XP_034181398.1	XP_309296.4
OG0003287	XP_034174465.1	XP_001237951.2
OG0003288	XP_034177661.1	XP_321824.3
OG0003289	XP_034185560.1	XP_319374.4
OG0003290	XP_034196014.1	XP_318603.3
OG0003291	XP_034178233.1	XP_313371.4
OG0003292	XP_034188214.1	XP_001688930.1, XP_316636.4
OG0003293	XP_034177632.1	XP_317118.4
OG0003294	XP_034194401.1	XP_315834.2
OG0003295	XP_034177685.1	XP_308794.4
OG0003296	XP_034186242.1	XP_317344.4
OG0003297	XP_034177104.1	XP_317216.2
OG0003298	XP_034195528.1	XP_318711.4
OG0003299	XP_034173787.1, XP_034173786.1	XP_313420.3, XP_307038.2, XP_307097.4
OG0003300	XP_034174275.1	XP_313921.3
OG0003301	XP_034171305.1	XP_319026.1
OG0003302	XP_034192127.1	XP_314088.2
OG0003303	XP_034183329.1	XP_321212.4
OG0003304	XP_034187548.1	XP_317916.4
OG0003305	XP_034185470.1	XP_310401.2
OG0003306	XP_034171716.1, XP_034171715.1, XP_034171717.1, XP_034171714.1	XP_320267.2
OG0003307	XP_034183575.1	XP_313704.5
OG0003308	XP_034190996.1, XP_034190995.1	XP_565967.3
OG0003309	XP_034186093.1	XP_003436748.1, XP_003436749.1, XP_313149.3
OG0003310	XP_034172501.1	XP_003435939.1, XP_003435940.1, XP_003435941.1, XP_003435938.1
OG0003311	XP_034188433.1	XP_003435864.1
OG0003312	XP_034173709.1	XP_312017.5
OG0003313	XP_034178649.1, XP_034178650.1	XP_317079.2
OG0003314	XP_034176692.1	XP_308920.4
OG0003315	XP_034178032.1	XP_319072.4
OG0003316	XP_034185870.1, XP_034185869.1, XP_034185868.1	XP_311176.4
OG0003317	XP_034173830.1, XP_034173829.1	XP_316971.2
OG0003318	XP_034195855.1	XP_318434.3
OG0003319	XP_034194001.1	XP_312024.3
OG0003320	XP_034186087.1	XP_320405.4
OG0003321	XP_034194520.1	XP_316723.3
OG0003322	XP_034171458.1	XP_312231.1
OG0003323	XP_034183749.1	XP_315088.4
OG0003324	XP_034182880.1	XP_315064.3, XP_001688609.1
OG0003325	XP_034170949.1	XP_318425.5
OG0003327	XP_034188481.1	XP_310836.5
OG0003328	XP_034183264.1	XP_310258.5
OG0003329	XP_034184170.1	XP_317947.4
OG0003330	XP_034193683.1	XP_551760.3
OG0003331	XP_034174434.1	XP_001688585.1, XP_001688583.1
OG0003332	XP_034181714.1	XP_312581.4
OG0003333	XP_034174884.1, XP_034174870.1, XP_034174869.1, XP_034174873.1	XP_559658.3
OG0003334	XP_034186091.1	XP_308938.4
OG0003335	XP_034186539.1	XP_315401.4
OG0003336	XP_034187934.1	XP_309138.3
OG0003337	XP_034194790.1	XP_313869.5, XP_313871.5
OG0003339	XP_034187876.1	XP_316791.5
OG0003340	XP_034175270.1	XP_315706.4
OG0003341	XP_034186966.1, XP_034186964.1, XP_034186963.1, XP_034186965.1	XP_319696.4
OG0003342	XP_034191793.1	XP_562694.4
OG0003343	XP_034179772.1	XP_321721.5
OG0003344	XP_034186389.1	XP_317877.3
OG0003345	XP_034175115.1	XP_308557.2
OG0003346	XP_034182836.1, XP_034182840.1	XP_311628.4
OG0003347	XP_034174078.1	XP_321371.3
OG0003348	XP_034196215.1	XP_315400.4
OG0003349	XP_034177899.1	XP_312193.4
OG0003350	XP_034176866.1	XP_309608.4, XP_003436700.1
OG0003351	XP_034189957.1	XP_313396.5
OG0003352	XP_034180778.1	XP_317997.3
OG0003353	XP_034182842.1	XP_311155.4
OG0003354	XP_034183808.1, XP_034183809.1	XP_321621.5
OG0003355	XP_034184339.1	XP_554113.3
OG0003356	XP_034191174.1	XP_312148.3
OG0003357	XP_034177203.1, XP_034177201.1	XP_003436690.1, XP_318484.5
OG0003358	XP_034182268.1	XP_311877.3, XP_001237398.2
OG0003360	XP_034172721.1	XP_562993.2
OG0003361	XP_034183355.1	XP_317535.4
OG0003362	XP_034176186.1	XP_310522.2
OG0003363	XP_034171754.1	XP_559661.3, XP_003436641.1, XP_003436640.1
OG0003364	XP_034189546.1	XP_309214.2, XP_003437170.1
OG0003365	XP_034182806.1	XP_314885.3
OG0003366	XP_034171254.1	XP_001687820.2
OG0003367	XP_034178988.1	XP_311999.4
OG0003368	XP_034176090.1	XP_312831.5, XP_003436405.1
OG0003370	XP_034189256.1, XP_034189255.1	XP_311530.4
OG0003371	XP_034178051.1	XP_321691.5, XP_003435832.1
OG0003372	XP_034188512.1	XP_317806.4
OG0003374	XP_034177350.1	XP_003436801.1, XP_313675.5
OG0003376	XP_034189320.1	XP_321875.3
OG0003377	XP_034188635.1	XP_307961.5
OG0003378	XP_034191372.1	XP_563746.4, XP_003436124.1
OG0003379	XP_034178493.1	XP_552892.3
OG0003380	XP_034191311.1, XP_034191310.1	XP_321784.3
OG0003382	XP_034178924.1	XP_564289.3
OG0003383	XP_034180054.1	XP_315952.3
OG0003384	XP_034178388.1	XP_553424.2, XP_318581.1
OG0003385	XP_034172582.1, XP_034172581.1	XP_314634.4
OG0003387	XP_034196712.1, XP_034196711.1	XP_319398.3
OG0003388	XP_034178497.1	XP_317696.4
OG0003389	XP_034188153.1	XP_315821.2, XP_312174.4
OG0003390	XP_034183140.1	XP_024667087.1, XP_314897.4
OG0003392	XP_034179846.1, XP_034179845.1	XP_312997.5
OG0003393	XP_034175736.1	XP_319666.2
OG0003394	XP_034182713.1, XP_034182714.1	XP_312870.1
OG0003395	XP_034189131.1, XP_034189132.1, XP_034189133.1, XP_034189134.1, XP_034189130.1	XP_319244.3
OG0003397	XP_034190764.1	XP_310658.4
OG0003399	XP_034177659.1, XP_034177658.1	XP_557716.2, XP_314679.4
OG0003400	XP_034182023.1, XP_034182025.1	XP_315928.3
OG0003401	XP_034192181.1	XP_321165.5
OG0003402	XP_034180362.1	XP_311544.3
OG0003403	XP_034175430.1	XP_311141.5
OG0003404	XP_034188387.1	XP_001689173.1
OG0003405	XP_034171314.1	XP_317815.4
OG0003406	XP_034187595.1	XP_562353.4
OG0003407	XP_034191578.1	XP_313762.5
OG0003408	XP_034174213.1	XP_310525.5, XP_001688291.2
OG0003409	XP_034189036.1, XP_034189038.1, XP_034189037.1, XP_034189039.1	XP_310125.4
OG0003410	XP_034189393.1	XP_319290.3
OG0003411	XP_034172550.1	XP_565108.3
OG0003412	XP_034177438.1	XP_003436241.1
OG0003413	XP_034171665.1	XP_001237047.2
OG0003414	XP_034191410.1	XP_320309.4
OG0003416	XP_034191693.1	XP_314563.4
OG0003417	XP_034181184.1	XP_318119.3
OG0003418	XP_034182021.1, XP_034194736.1	XP_553774.3
OG0003419	XP_034175888.1	XP_321964.4
OG0003420	XP_034189059.1	XP_312410.3
OG0003421	XP_034181136.1	XP_316663.4
OG0003422	XP_034177073.1	XP_320576.3, XP_001238263.2
OG0003423	XP_034182544.1, XP_034182543.1	XP_308518.4
OG0003424	XP_034185876.1	XP_310372.3
OG0003425	XP_034196373.1	XP_312411.4
OG0003426	XP_034181785.1	XP_307932.5
OG0003427	XP_034193285.1	XP_311930.4
OG0003428	XP_034187021.1	XP_309328.3
OG0003429	XP_034190659.1	XP_564510.2, XP_308161.4
OG0003430	XP_034181591.1, XP_034181589.1, XP_034181590.1	XP_309319.4
OG0003431	XP_034187727.1, XP_034187728.1	XP_322064.4
OG0003432	XP_034181158.1	XP_308098.4
OG0003433	XP_034175601.1	XP_001230474.2, XP_319216.4
OG0003435	XP_034182262.1	XP_315335.4
OG0003436	XP_034176444.1, XP_034176445.1, XP_034176446.1, XP_034176443.1	XP_311022.5
OG0003437	XP_034175256.1	XP_318197.4
OG0003438	XP_034177287.1	XP_311140.4
OG0003439	XP_034185616.1	XP_313565.4
OG0003441	XP_034182980.1	XP_558128.3
OG0003442	XP_034175214.1	XP_309769.4
OG0003444	XP_034178163.1	XP_319704.4
OG0003445	XP_034171493.1	XP_318322.5
OG0003446	XP_034187200.1	XP_001688970.1
OG0003447	XP_034180467.1	XP_312147.2
OG0003448	XP_034191104.1, XP_034191114.1, XP_034191122.1	XP_314324.4
OG0003449	XP_034171460.1, XP_034171452.1	XP_308386.4, XP_001687912.1
OG0003450	XP_034188526.1	XP_003436452.1, XP_314250.3
OG0003451	XP_034170994.1, XP_034170993.1	XP_003436706.1, XP_003436705.1, XP_309626.4
OG0003452	XP_034180478.1, XP_034180470.1	XP_312883.4
OG0003453	XP_034176326.1	XP_321941.1
OG0003454	XP_034180914.1	XP_309748.2
OG0003455	XP_034192497.1	XP_311362.3
OG0003456	XP_034171939.1, XP_034171938.1	XP_315565.3
OG0003457	XP_034195653.1	XP_310262.5
OG0003458	XP_034193478.1, XP_034193477.1	XP_312562.2
OG0003460	XP_034188814.1	XP_312517.5
OG0003462	XP_034176488.1	XP_001237307.3
OG0003463	XP_034186222.1	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1
OG0003464	XP_034172129.1	XP_564835.2, XP_001687942.1, XP_001687943.1
OG0003465	XP_034186769.1	XP_309088.3
OG0003466	XP_034190208.1	XP_318583.4
OG0003467	XP_034187901.1	XP_310425.3
OG0003468	XP_034190865.1	XP_559078.3
OG0003471	XP_034187930.1, XP_034187931.1, XP_034187932.1	XP_310537.4
OG0003472	XP_034188584.1, XP_034188587.1, XP_034188586.1, XP_034188585.1	XP_320187.4
OG0003473	XP_034193459.1	XP_003436944.1, XP_003436943.1, XP_310894.3
OG0003474	XP_034174015.1	XP_311945.4
OG0003475	XP_034183925.1	XP_309774.1, XP_313699.3
OG0003476	XP_034193537.1	XP_318503.4
OG0003477	XP_034186257.1	XP_311197.3
OG0003478	XP_034184762.1	XP_309517.4
OG0003479	XP_034183661.1	XP_001688790.1, XP_556823.3
OG0003480	XP_034171268.1	XP_319052.4
OG0003481	XP_034186008.1	XP_315378.2
OG0003482	XP_034195510.1	XP_320641.4
OG0003483	XP_034176893.1, XP_034176894.1	XP_313029.4
OG0003484	XP_034195451.1	XP_003436225.1, XP_312198.5
OG0003485	XP_034192852.1	XP_309073.4
OG0003486	XP_034182613.1	XP_308636.2
OG0003487	XP_034190356.1	XP_310540.4
OG0003488	XP_034177482.1	XP_320250.2
OG0003489	XP_034173011.1	XP_308845.4, XP_308847.4, XP_308846.4
OG0003490	XP_034184782.1, XP_034184781.1, XP_034184783.1	XP_562476.3
OG0003491	XP_034187532.1	XP_001237042.2
OG0003493	XP_034175733.1	XP_320679.4
OG0003494	XP_034185111.1	XP_307158.4, XP_313252.5
OG0003495	XP_034193679.1	XP_313693.4
OG0003496	XP_034172840.1	XP_001237693.2
OG0003497	XP_034172945.1, XP_034172947.1	XP_314491.4
OG0003498	XP_034172587.1	XP_311461.2
OG0003499	XP_034171272.1	XP_562878.4, XP_003436398.1, XP_001687785.1
OG0003500	XP_034176097.1	XP_314038.3
OG0003501	XP_034181431.1	XP_320714.4
OG0003502	XP_034181245.1, XP_034181228.1, XP_034181235.1	XP_321885.2
OG0003503	XP_034182719.1	XP_311469.2
OG0003504	XP_034190948.1, XP_034190949.1	XP_310766.5
OG0003506	XP_034196624.1, XP_034196623.1	XP_001689027.1
OG0003507	XP_034180646.1	XP_001238161.2
OG0003508	XP_034175663.1	XP_311745.5
OG0003509	XP_034170812.1	XP_319358.4
OG0003510	XP_034173014.1	XP_308385.3
OG0003511	XP_034193237.1	XP_307786.5
OG0003512	XP_034176311.1	XP_321806.4
OG0003513	XP_034185903.1	XP_315976.4, XP_001688759.1
OG0003514	XP_034175263.1, XP_034175264.1	XP_319913.2
OG0003515	XP_034177092.1	XP_312912.4, XP_003436419.1
OG0003517	XP_034176159.1	XP_003437144.1, XP_309129.3
OG0003518	XP_034193283.1	XP_313155.3
OG0003519	XP_034185646.1	XP_320238.3
OG0003520	XP_034188272.1	XP_309330.4
OG0003521	XP_034175083.1	XP_563719.3
OG0003523	XP_034189028.1	XP_001238576.3
OG0003524	XP_034190538.1	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1
OG0003525	XP_034194034.1	XP_308856.3
OG0003526	XP_034195262.1	XP_311682.5
OG0003527	XP_034174755.1	XP_315176.5
OG0003529	XP_034182547.1, XP_034182549.1, XP_034182546.1	XP_001689044.1
OG0003530	XP_034193883.1	XP_312550.4
OG0003531	XP_034178091.1, XP_034178092.1	XP_308708.3
OG0003532	XP_034190841.1, XP_034190838.1	XP_310402.4
OG0003533	XP_034195639.1	XP_318087.2
OG0003534	XP_034179025.1	XP_309452.4
OG0003535	XP_034194912.1, XP_034194913.1	XP_321605.3
OG0003536	XP_034184510.1	XP_310984.4
OG0003537	XP_034178187.1	XP_320284.4
OG0003538	XP_034183919.1	XP_309785.4
OG0003539	XP_034172648.1	XP_317509.1
OG0003540	XP_034174314.1	XP_001230805.1
OG0003541	XP_034193314.1	XP_001231185.2, XP_322031.4
OG0003542	XP_034173716.1	XP_319866.3
OG0003543	XP_034196504.1	XP_310644.5
OG0003544	XP_034186552.1	XP_314872.1
OG0003545	XP_034178665.1	XP_311200.5
OG0003546	XP_034172460.1	XP_312093.1
OG0003547	XP_034196673.1, XP_034196671.1	XP_001688509.1
OG0003548	XP_034193497.1	XP_001688356.2
OG0003549	XP_034183825.1	XP_311520.4
OG0003550	XP_034173689.1, XP_034173690.1	XP_319614.4
OG0003551	XP_034191930.1	XP_316718.4, XP_001688953.1
OG0003552	XP_034182566.1	XP_313737.5, XP_313738.5
OG0003553	XP_034186261.1	XP_316537.2
OG0003554	XP_034185502.1	XP_311415.4
OG0003555	XP_034188662.1	XP_309758.4
OG0003556	XP_034185596.1, XP_034185595.1	XP_310923.4, XP_310922.4
OG0003557	XP_034177913.1	XP_311985.4
OG0003558	XP_034175577.1	XP_314485.3
OG0003559	XP_034184042.1	XP_003435902.1
OG0003560	XP_034174840.1	XP_313036.4
OG0003561	XP_034187041.1, XP_034187042.1	XP_307342.3, XP_308525.2
OG0003563	XP_034172272.1	XP_319213.4, XP_311311.5
OG0003564	XP_034178044.1	XP_319845.3
OG0003565	XP_034184037.1	XP_319973.4
OG0003566	XP_034191535.1, XP_034191536.1	XP_308378.4
OG0003567	XP_034177259.1, XP_034177260.1	XP_312637.2
OG0003568	XP_034175768.1	XP_309374.4
OG0003569	XP_034175816.1	XP_001237363.3, XP_003436903.1
OG0003570	XP_034191584.1	XP_309978.4, XP_307032.4
OG0003571	XP_034179451.1	XP_311699.2
OG0003572	XP_034193797.1	XP_313023.4
OG0003573	XP_034173845.1	XP_311104.5
OG0003574	XP_034189044.1	XP_322008.3
OG0003575	XP_034196517.1, XP_034196518.1, XP_034196516.1	XP_312432.3
OG0003576	XP_034186003.1, XP_034186004.1, XP_034186005.1, XP_034186006.1	XP_319369.4
OG0003577	XP_034183535.1, XP_034183536.1	XP_557912.3
OG0003578	XP_034189332.1	XP_315000.4
OG0003579	XP_034172427.1	XP_321252.4, XP_003435950.1
OG0003580	XP_034185486.1	XP_309104.5, XP_315349.3
OG0003581	XP_034195598.1	XP_308306.4
OG0003583	XP_034182657.1	XP_320622.4
