Orthogroup	Osmia_lignaria	Dufourea_novaeangliae
OG0003110	XP_034182239.1, XP_034182232.1, XP_034182249.1	XP_015437442.1
OG0003111	XP_034184792.1	XP_015429934.1
OG0003112	XP_034185187.1	XP_015433517.1
OG0003113	XP_034179948.1, XP_034179958.1	XP_015429932.1
OG0003114	XP_034184533.1, XP_034184534.1	XP_015439505.1
OG0003115	XP_034174348.1	XP_015430620.1
OG0003116	XP_034183703.1	XP_015438549.1
OG0003118	XP_034193399.1, XP_034193397.1	XP_015437732.1
OG0003120	XP_034188718.1, XP_034188716.1	XP_015434951.1
OG0003121	XP_034179179.1	XP_015432512.1, XP_015432513.1
OG0003122	XP_034182675.1	XP_015431592.1
OG0003123	XP_034186903.1	XP_015430288.1
OG0003124	XP_034181976.1	XP_015431513.1
OG0003125	XP_034183780.1	XP_015433408.1
OG0003126	XP_034172115.1	XP_015435331.1
OG0003127	XP_034177889.1	XP_015439679.1
OG0003128	XP_034173306.1	XP_015432876.1
OG0003129	XP_034184805.1	XP_015429835.1
OG0003130	XP_034170962.1	XP_015431850.1
OG0003131	XP_034177125.1	XP_015440043.1
OG0003132	XP_034185051.1	XP_015433482.1
OG0003133	XP_034183251.1	XP_015437563.1
OG0003134	XP_034171943.1	XP_015431868.1
OG0003135	XP_034181169.1, XP_034192501.1	XP_015435985.1
OG0003136	XP_034191840.1	XP_015439068.1
OG0003137	XP_034185787.1	XP_015438016.1
OG0003138	XP_034194347.1, XP_034194351.1	XP_015429356.1
OG0003139	XP_034196620.1	XP_015429169.1
OG0003140	XP_034172298.1	XP_015430539.1
OG0003141	XP_034170990.1	XP_015431232.1
OG0003142	XP_034177075.1	XP_015439836.1
OG0003143	XP_034188053.1	XP_015438042.1
OG0003144	XP_034189991.1	XP_015431405.1
OG0003145	XP_034186956.1	XP_015433725.1
OG0003146	XP_034174533.1	XP_015431614.1
OG0003147	XP_034180974.1	XP_015429646.1
OG0003148	XP_034184726.1	XP_015430578.1
OG0003149	XP_034173415.1	XP_015435371.1, XP_015435372.1
OG0003150	XP_034176937.1, XP_034176938.1	XP_015439682.1
OG0003151	XP_034176857.1, XP_034176852.1, XP_034176851.1	XP_015440025.1
OG0003152	XP_034182420.1	XP_015436811.1
OG0003153	XP_034191226.1, XP_034191227.1	XP_015432764.1
OG0003154	XP_034182720.1	XP_015428999.1
OG0003155	XP_034177610.1	XP_015433271.1
OG0003156	XP_034180533.1	XP_015431187.1
OG0003157	XP_034184819.1, XP_034184818.1	XP_015430488.1
OG0003158	XP_034192397.1	XP_015438630.1
OG0003159	XP_034172110.1	XP_015432927.1
OG0003160	XP_034191546.1	XP_015434038.1
OG0003161	XP_034194353.1, XP_034194354.1	XP_015429372.1
OG0003162	XP_034194369.1, XP_034194368.1	XP_015429349.1
OG0003163	XP_034172711.1	XP_015435433.1
OG0003164	XP_034173878.1, XP_034173873.1	XP_015430617.1
OG0003165	XP_034194360.1	XP_015435866.1
OG0003166	XP_034175977.1	XP_015428581.1
OG0003167	XP_034174197.1	XP_015436885.1
OG0003168	XP_034189912.1	XP_015439578.1
OG0003169	XP_034171757.1	XP_015429045.1
OG0003170	XP_034173049.1	XP_015435447.1, XP_015435448.1, XP_015435449.1
OG0003171	XP_034188539.1	XP_015429902.1
OG0003172	XP_034189708.1	XP_015434155.1
OG0003173	XP_034191778.1	XP_015431202.1
OG0003174	XP_034188732.1	XP_015428415.1
OG0003175	XP_034175230.1, XP_034175228.1	XP_015433734.1
OG0003176	XP_034180872.1, XP_034180876.1	XP_015439034.1
OG0003177	XP_034189314.1	XP_015428460.1
OG0003179	XP_034183877.1	XP_015438209.1
OG0003180	XP_034193192.1	XP_015435567.1
OG0003181	XP_034192915.1	XP_015437227.1
OG0003182	XP_034172670.1	XP_015430647.1
OG0003183	XP_034186525.1	XP_015438651.1
OG0003184	XP_034180904.1	XP_015430240.1
OG0003186	XP_034180267.1	XP_015436047.1
OG0003187	XP_034174032.1	XP_015436390.1
OG0003188	XP_034183653.1, XP_034183654.1, XP_034183651.1, XP_034183652.1	XP_015433434.1
OG0003189	XP_034178641.1	XP_015428510.1
OG0003190	XP_034194999.1	XP_015431472.1
OG0003191	XP_034171159.1	XP_015429663.1
OG0003192	XP_034188770.1	XP_015429461.1
OG0003193	XP_034183632.1	XP_015433409.1
OG0003194	XP_034183427.1	XP_015428960.1
OG0003195	XP_034179709.1	XP_015433188.1
OG0003196	XP_034180410.1	XP_015437426.1
OG0003197	XP_034192221.1	XP_015433782.1
OG0003198	XP_034170819.1, XP_034170818.1	XP_015429148.1
OG0003199	XP_034174595.1	XP_015437618.1
OG0003200	XP_034178461.1	XP_015428523.1
OG0003200	XP_034178455.1	XP_015428524.1
OG0003201	XP_034181784.1	XP_015436825.1
OG0003202	XP_034171858.1	XP_015429120.1
OG0003203	XP_034192685.1	XP_015439882.1
OG0003204	XP_034172343.1	XP_015432929.1
OG0003205	XP_034177967.1	XP_015432364.1
OG0003206	XP_034179436.1	XP_015433182.1
OG0003207	XP_034175059.1	XP_015431216.1
OG0003208	XP_034196615.1	XP_015429072.1
OG0003209	XP_034191377.1	XP_015432718.1, XP_015432719.1
OG0003210	XP_034172859.1, XP_034172858.1	XP_015430109.1
OG0003211	XP_034184581.1, XP_034184582.1	XP_015436030.1
OG0003212	XP_034171527.1	XP_015428979.1
OG0003213	XP_034178571.1	XP_015428507.1
OG0003214	XP_034193305.1	XP_015440439.1
OG0003215	XP_034193300.1	XP_015437310.1
OG0003217	XP_034196240.1	XP_015431002.1
OG0003218	XP_034185460.1, XP_034185461.1	XP_015433519.1
OG0003219	XP_034178263.1	XP_015428660.1, XP_015428661.1
OG0003220	XP_034174979.1	XP_015437802.1
OG0003221	XP_034189323.1, XP_034189322.1, XP_034189324.1	XP_015430156.1
OG0003222	XP_034180113.1	XP_015433743.1
OG0003223	XP_034178647.1	XP_015428599.1
OG0003224	XP_034181139.1	XP_015433870.1
OG0003225	XP_034177135.1	XP_015440112.1
OG0003226	XP_034180111.1	XP_015439167.1
OG0003227	XP_034191714.1	XP_015434197.1, XP_015434196.1
OG0003228	XP_034185009.1	XP_015434747.1
OG0003229	XP_034186781.1	XP_015430324.1
OG0003230	XP_034183554.1	XP_015433427.1
OG0003231	XP_034180812.1, XP_034180815.1	XP_015439179.1
OG0003232	XP_034176127.1	XP_015437349.1
OG0003234	XP_034178729.1	XP_015428664.1
OG0003235	XP_034185853.1	XP_015438525.1
OG0003236	XP_034172736.1	XP_015435267.1
OG0003237	XP_034174304.1, XP_034174303.1	XP_015431694.1
OG0003238	XP_034182512.1, XP_034182511.1	XP_015430877.1
OG0003240	XP_034191961.1	XP_015431193.1
OG0003241	XP_034189200.1, XP_034189201.1	XP_015434940.1
OG0003243	XP_034190024.1	XP_015431364.1
OG0003244	XP_034172480.1, XP_034172481.1	XP_015432906.1, XP_015432907.1
OG0003245	XP_034175539.1	XP_015435515.1
OG0003246	XP_034190714.1	XP_015438638.1
OG0003247	XP_034178520.1	XP_015428541.1
OG0003248	XP_034184187.1	XP_015436152.1
OG0003249	XP_034177609.1	XP_015433396.1, XP_015433395.1
OG0003250	XP_034179667.1, XP_034179666.1	XP_015434905.1
OG0003251	XP_034170849.1	XP_015429084.1
OG0003252	XP_034175458.1, XP_034175459.1	XP_015440520.1
OG0003253	XP_034185192.1	XP_015433504.1
OG0003254	XP_034175834.1, XP_034175836.1, XP_034175835.1	XP_015437387.1, XP_015437390.1, XP_015437388.1
OG0003255	XP_034186164.1	XP_015431272.1
OG0003256	XP_034190195.1	XP_015430977.1, XP_015430978.1
OG0003257	XP_034173025.1	XP_015435354.1
OG0003258	XP_034190553.1	XP_015437515.1
OG0003259	XP_034190339.1	XP_015437455.1
OG0003261	XP_034193425.1, XP_034193426.1	XP_015436682.1
OG0003262	XP_034173900.1	XP_015433851.1
OG0003263	XP_034184036.1	XP_015435192.1
OG0003264	XP_034180379.1	XP_015438995.1
OG0003265	XP_034190139.1	XP_015435382.1
OG0003266	XP_034174278.1	XP_015430840.1
OG0003267	XP_034177664.1	XP_015440139.1
OG0003268	XP_034196221.1	XP_015431126.1
OG0003269	XP_034172123.1, XP_034172124.1	XP_015432935.1, XP_015432934.1
OG0003270	XP_034185944.1	XP_015438384.1
OG0003271	XP_034180952.1	XP_015429230.1
OG0003272	XP_034188432.1	XP_015431519.1
OG0003273	XP_034176573.1	XP_015435481.1
OG0003274	XP_034176910.1	XP_015439891.1
OG0003275	XP_034187907.1	XP_015440227.1
OG0003276	XP_034196559.1	XP_015432055.1
OG0003277	XP_034192322.1	XP_015434506.1
OG0003278	XP_034189076.1	XP_015435130.1
OG0003279	XP_034176525.1, XP_034176535.1	XP_015429865.1
OG0003280	XP_034177309.1	XP_015439955.1
OG0003281	XP_034178509.1	XP_015432379.1
OG0003282	XP_034175818.1, XP_034175817.1, XP_034175819.1	XP_015437020.1
OG0003283	XP_034191774.1	XP_015431208.1
OG0003284	XP_034174511.1	XP_015437724.1
OG0003285	XP_034171505.1	XP_015440377.1
OG0003286	XP_034181398.1	XP_015428790.1
OG0003287	XP_034174465.1	XP_015436937.1, XP_015436936.1
OG0003288	XP_034177661.1	XP_015433397.1, XP_015433398.1
OG0003289	XP_034185560.1	XP_015430487.1
OG0003290	XP_034196014.1	XP_015432056.1
OG0003291	XP_034178233.1	XP_015428625.1
OG0003292	XP_034188214.1	XP_015429941.1
OG0003293	XP_034177632.1	XP_015433372.1
OG0003294	XP_034194401.1	XP_015434314.1
OG0003295	XP_034177685.1	XP_015438000.1
OG0003296	XP_034186242.1	XP_015430602.1
OG0003297	XP_034177104.1	XP_015438192.1
OG0003298	XP_034195528.1	XP_015432037.1
OG0003299	XP_034173787.1, XP_034173786.1	XP_015430681.1
OG0003300	XP_034174275.1	XP_015430727.1
OG0003301	XP_034171305.1	XP_015433827.1
OG0003302	XP_034192127.1	XP_015439103.1
OG0003303	XP_034183329.1	XP_015432079.1
OG0003304	XP_034187548.1	XP_015433565.1
OG0003305	XP_034185470.1	XP_015433515.1, XP_015433514.1
OG0003306	XP_034171716.1, XP_034171715.1, XP_034171717.1, XP_034171714.1	XP_015439618.1
OG0003307	XP_034183575.1	XP_015431358.1, XP_015431361.1
OG0003308	XP_034190996.1, XP_034190995.1	XP_015432733.1
OG0003309	XP_034186093.1	XP_015436171.1
OG0003310	XP_034172501.1	XP_015433027.1
OG0003311	XP_034188433.1	XP_015434321.1
OG0003312	XP_034173709.1	XP_015435533.1
OG0003313	XP_034178649.1, XP_034178650.1	XP_015428575.1
OG0003314	XP_034176692.1	XP_015435575.1
OG0003315	XP_034178032.1	XP_015428597.1
OG0003316	XP_034185870.1, XP_034185869.1, XP_034185868.1	XP_015438526.1
OG0003317	XP_034173830.1, XP_034173829.1	XP_015436662.1
OG0003318	XP_034195855.1	XP_015432006.1, XP_015432008.1
OG0003319	XP_034194001.1	XP_015436792.1
OG0003320	XP_034186087.1	XP_015437654.1
OG0003321	XP_034194520.1	XP_015435838.1
OG0003322	XP_034171458.1	XP_015431856.1
OG0003323	XP_034183749.1	XP_015437662.1
OG0003324	XP_034182880.1	XP_015435735.1
OG0003325	XP_034170949.1	XP_015429174.1
OG0003326	XP_034171740.1, XP_034171744.1	XP_015431604.1
OG0003327	XP_034188481.1	XP_015435874.1
OG0003328	XP_034183264.1	XP_015437565.1
OG0003329	XP_034184170.1	XP_015439536.1
OG0003330	XP_034193683.1	XP_015439436.1
OG0003331	XP_034174434.1	XP_015430689.1
OG0003332	XP_034181714.1	XP_015439416.1
OG0003333	XP_034174884.1, XP_034174870.1, XP_034174869.1, XP_034174873.1	XP_015438107.1
OG0003334	XP_034186091.1	XP_015437653.1
OG0003335	XP_034186539.1	XP_015438669.1
OG0003336	XP_034187934.1	XP_015429267.1
OG0003339	XP_034187876.1	XP_015429234.1
OG0003340	XP_034175270.1	XP_015436594.1
OG0003341	XP_034186966.1, XP_034186964.1, XP_034186963.1, XP_034186965.1	XP_015433810.1
OG0003342	XP_034191793.1	XP_015436493.1
OG0003343	XP_034179772.1	XP_015439391.1
OG0003344	XP_034186389.1	XP_015434696.1
OG0003345	XP_034175115.1	XP_015435504.1
OG0003346	XP_034182836.1	XP_015428466.1
OG0003347	XP_034174078.1	XP_015431745.1
OG0003348	XP_034196215.1	XP_015434491.1
OG0003349	XP_034177899.1	XP_015436180.1
OG0003350	XP_034176866.1	XP_015433321.1, XP_015433320.1
OG0003351	XP_034189957.1	XP_015431254.1
OG0003352	XP_034180778.1	XP_015439079.1
OG0003353	XP_034182842.1	XP_015434690.1
OG0003354	XP_034183808.1, XP_034183809.1	XP_015438521.1
OG0003355	XP_034184339.1	XP_015436207.1
OG0003356	XP_034191174.1	XP_015430309.1
OG0003357	XP_034177203.1, XP_034177201.1	XP_015433381.1
OG0003358	XP_034182268.1	XP_015429778.1
OG0003359	XP_034195730.1	XP_015437243.1
OG0003360	XP_034172721.1	XP_015432997.1
OG0003361	XP_034183355.1	XP_015435427.1
OG0003362	XP_034176186.1	XP_015435578.1
OG0003363	XP_034171754.1	XP_015429146.1
OG0003364	XP_034189546.1	XP_015437644.1
OG0003365	XP_034182806.1	XP_015435835.1, XP_015435836.1, XP_015435837.1
OG0003366	XP_034171254.1	XP_015439544.1
OG0003367	XP_034178988.1	XP_015434308.1, XP_015430185.1
OG0003368	XP_034176090.1	XP_015436601.1
OG0003369	XP_034177349.1	XP_015439725.1
OG0003370	XP_034189256.1, XP_034189255.1	XP_015435014.1
OG0003371	XP_034178051.1	XP_015432360.1
OG0003372	XP_034188512.1	XP_015434312.1
OG0003374	XP_034177350.1	XP_015439718.1
OG0003376	XP_034189320.1	XP_015431471.1
OG0003377	XP_034188635.1	XP_015435243.1
OG0003378	XP_034191372.1	XP_015432128.1
OG0003379	XP_034178493.1	XP_015428535.1
OG0003380	XP_034191311.1, XP_034191310.1	XP_015432686.1
OG0003381	XP_034170944.1	XP_015429119.1
OG0003382	XP_034178924.1	XP_015434917.1
OG0003383	XP_034180054.1	XP_015439119.1
OG0003384	XP_034178388.1	XP_015432399.1, XP_015432398.1
OG0003385	XP_034172582.1, XP_034172581.1	XP_015432986.1
OG0003387	XP_034196712.1, XP_034196711.1	XP_015432256.1
OG0003388	XP_034178497.1	XP_015428558.1
OG0003390	XP_034183140.1	XP_015432235.1
OG0003391	XP_034180052.1	XP_015431040.1
OG0003392	XP_034179846.1, XP_034179845.1	XP_015437532.1
OG0003393	XP_034175736.1	XP_015438326.1
OG0003394	XP_034182713.1, XP_034182714.1	XP_015431505.1
OG0003395	XP_034189131.1, XP_034189132.1, XP_034189133.1, XP_034189134.1, XP_034189130.1	XP_015428619.1
OG0003397	XP_034190764.1	XP_015438680.1
OG0003398	XP_034176473.1	XP_015431094.1
OG0003399	XP_034177659.1, XP_034177658.1	XP_015440011.1, XP_015440012.1
OG0003400	XP_034182025.1	XP_015434216.1
OG0003401	XP_034192181.1	XP_015440374.1
OG0003402	XP_034180362.1	XP_015436485.1
OG0003403	XP_034175430.1	XP_015438819.1
OG0003404	XP_034188387.1	XP_015430871.1
OG0003405	XP_034171314.1	XP_015435000.1
OG0003406	XP_034187595.1	XP_015430825.1
OG0003407	XP_034191578.1	XP_015428426.1
OG0003408	XP_034174213.1	XP_015431793.1
OG0003409	XP_034189036.1, XP_034189038.1, XP_034189037.1, XP_034189039.1	XP_015437003.1
OG0003410	XP_034189393.1	XP_015430149.1
OG0003411	XP_034172550.1	XP_015435339.1
OG0003412	XP_034177438.1	XP_015437795.1
OG0003413	XP_034171665.1	XP_015437616.1
OG0003414	XP_034191410.1	XP_015432724.1
OG0003415	XP_034176616.1	XP_015438775.1
OG0003416	XP_034191693.1	XP_015434195.1
OG0003417	XP_034181184.1	XP_015429733.1
OG0003418	XP_034182021.1, XP_034194736.1	XP_015434289.1
OG0003419	XP_034175888.1	XP_015437750.1
OG0003420	XP_034189059.1	XP_015438757.1
OG0003421	XP_034181136.1	XP_015429579.1
OG0003422	XP_034177073.1	XP_015433259.1
OG0003423	XP_034182544.1, XP_034182543.1	XP_015435830.1
OG0003424	XP_034185876.1	XP_015428950.1
OG0003425	XP_034196373.1	XP_015438063.1
OG0003426	XP_034181785.1	XP_015439380.1
OG0003427	XP_034193285.1	XP_015430995.1
OG0003428	XP_034187021.1	XP_015430351.1
OG0003430	XP_034181591.1, XP_034181589.1, XP_034181590.1	XP_015429216.1
OG0003431	XP_034187727.1, XP_034187728.1	XP_015433095.1
OG0003432	XP_034181158.1	XP_015429570.1
OG0003433	XP_034175601.1	XP_015436691.1
OG0003434	XP_034188268.1	XP_015431484.1
OG0003435	XP_034182262.1	XP_015437414.1
OG0003436	XP_034176444.1, XP_034176445.1, XP_034176446.1, XP_034176443.1	XP_015438319.1
OG0003437	XP_034175256.1	XP_015432068.1
OG0003438	XP_034177287.1	XP_015439851.1
OG0003439	XP_034185616.1	XP_015428825.1
OG0003441	XP_034182980.1	XP_015435752.1
OG0003442	XP_034175214.1	XP_015435576.1
OG0003443	XP_034187607.1	XP_015431634.1
OG0003444	XP_034178163.1	XP_015432786.1
OG0003445	XP_034171493.1	XP_015440178.1
OG0003446	XP_034187200.1	XP_015434746.1
OG0003447	XP_034180467.1	XP_015435725.1
OG0003448	XP_034191104.1, XP_034191114.1, XP_034191122.1	XP_015429919.1
OG0003449	XP_034171460.1, XP_034171452.1	XP_015434505.1
OG0003450	XP_034188526.1	XP_015431470.1
OG0003451	XP_034170994.1, XP_034170993.1	XP_015431647.1
OG0003452	XP_034180478.1, XP_034180470.1	XP_015436262.1
OG0003453	XP_034176326.1	XP_015433872.1
OG0003454	XP_034180914.1	XP_015431076.1
OG0003455	XP_034192497.1	XP_015435133.1
OG0003456	XP_034171939.1, XP_034171938.1	XP_015431833.1
OG0003457	XP_034195653.1	XP_015437094.1
OG0003458	XP_034193478.1, XP_034193477.1	XP_015434893.1
OG0003459	XP_034183952.1	XP_015436293.1
OG0003460	XP_034188814.1	XP_015429482.1
OG0003461	XP_034191616.1, XP_034191608.1	XP_015439199.1
OG0003462	XP_034176488.1	XP_015435559.1
OG0003463	XP_034186222.1	XP_015438570.1
OG0003464	XP_034172129.1	XP_015435329.1
OG0003465	XP_034186769.1	XP_015430316.1
OG0003466	XP_034190208.1	XP_015430956.1
OG0003467	XP_034187901.1	XP_015435954.1
OG0003468	XP_034190865.1	XP_015438657.1
OG0003469	XP_034193015.1	XP_015440208.1
OG0003471	XP_034187930.1, XP_034187931.1, XP_034187932.1	XP_015438061.1
OG0003472	XP_034188584.1, XP_034188587.1, XP_034188586.1, XP_034188585.1	XP_015434252.1
OG0003473	XP_034193459.1	XP_015440466.1
OG0003474	XP_034174015.1	XP_015438082.1
OG0003475	XP_034183925.1	XP_015431138.1
OG0003476	XP_034193537.1	XP_015434873.1
OG0003477	XP_034186257.1	XP_015431303.1
OG0003478	XP_034184762.1	XP_015430460.1
OG0003479	XP_034183661.1	XP_015433438.1
OG0003480	XP_034171268.1	XP_015428847.1
OG0003481	XP_034186008.1	XP_015428942.1
OG0003482	XP_034195510.1	XP_015437149.1
OG0003483	XP_034176893.1, XP_034176894.1	XP_015433311.1
OG0003484	XP_034195451.1	XP_015431986.1
OG0003485	XP_034192852.1	XP_015440052.1
OG0003486	XP_034182613.1	XP_015429060.1
OG0003487	XP_034190356.1	XP_015437453.1
OG0003488	XP_034177482.1	XP_015439695.1
OG0003489	XP_034173011.1	XP_015435272.1
OG0003490	XP_034184782.1, XP_034184781.1, XP_034184783.1	XP_015430573.1
OG0003491	XP_034187532.1	XP_015437072.1
OG0003492	XP_034192482.1	XP_015435124.1
OG0003493	XP_034175733.1	XP_015437357.1
OG0003494	XP_034185111.1	XP_015429862.1
OG0003495	XP_034193679.1	XP_015437971.1
OG0003496	XP_034172840.1	XP_015438038.1
OG0003497	XP_034172945.1, XP_034172947.1	XP_015432851.1
OG0003498	XP_034172587.1	XP_015430509.1
OG0003499	XP_034171272.1	XP_015429478.1, XP_015429469.1
OG0003500	XP_034176097.1	XP_015436616.1
OG0003501	XP_034181431.1	XP_015429571.1
OG0003502	XP_034181245.1, XP_034181228.1, XP_034181235.1	XP_015433871.1
OG0003503	XP_034182719.1	XP_015434257.1
OG0003504	XP_034190948.1, XP_034190949.1	XP_015432682.1
OG0003506	XP_034196624.1, XP_034196623.1	XP_015429154.1
OG0003507	XP_034180646.1	XP_015439164.1
OG0003508	XP_034175663.1	XP_015440485.1
OG0003509	XP_034170812.1	XP_015432910.1
OG0003510	XP_034173014.1	XP_015435412.1
OG0003511	XP_034193237.1	XP_015434731.1
OG0003512	XP_034176311.1	XP_015439634.1
OG0003513	XP_034185903.1	XP_015428898.1
OG0003514	XP_034175263.1, XP_034175264.1	XP_015435486.1
OG0003515	XP_034177092.1	XP_015439909.1
OG0003516	XP_034175969.1	XP_015429745.1
OG0003517	XP_034176159.1	XP_015437385.1
OG0003518	XP_034193283.1	XP_015437341.1, XP_015437342.1
OG0003519	XP_034185646.1	XP_015428967.1
OG0003520	XP_034188272.1	XP_015437838.1
OG0003521	XP_034175083.1	XP_015431234.1
OG0003522	XP_034181845.1	XP_015428770.1
OG0003523	XP_034189028.1	XP_015437001.1
OG0003524	XP_034190538.1	XP_015437470.1
OG0003525	XP_034194034.1	XP_015432588.1
OG0003526	XP_034195262.1	XP_015438990.1
OG0003527	XP_034174755.1	XP_015431743.1
OG0003528	XP_034192095.1	XP_015439180.1
OG0003529	XP_034182547.1, XP_034182549.1, XP_034182546.1	XP_015437826.1
OG0003530	XP_034193883.1	XP_015439408.1
OG0003532	XP_034190841.1	XP_015438139.1
OG0003533	XP_034195639.1	XP_015434677.1
OG0003534	XP_034179025.1	XP_015437936.1
OG0003535	XP_034194912.1, XP_034194913.1	XP_015433783.1
OG0003536	XP_034184510.1	XP_015436317.1
OG0003537	XP_034178187.1	XP_015436968.1
OG0003538	XP_034183919.1	XP_015436113.1
OG0003539	XP_034172648.1	XP_015432991.1
OG0003541	XP_034193314.1	XP_015437343.1
OG0003542	XP_034173716.1	XP_015431631.1
OG0003543	XP_034196504.1	XP_015434002.1
OG0003544	XP_034186552.1	XP_015438671.1
OG0003545	XP_034178665.1	XP_015432397.1
OG0003546	XP_034172460.1	XP_015430112.1
OG0003547	XP_034196673.1, XP_034196671.1	XP_015431728.1
OG0003548	XP_034193497.1	XP_015438713.1
OG0003549	XP_034183825.1	XP_015438496.1
OG0003550	XP_034173689.1, XP_034173690.1	XP_015431630.1
OG0003551	XP_034191930.1	XP_015439113.1
OG0003552	XP_034182566.1	XP_015436024.1
OG0003553	XP_034186261.1	XP_015431432.1
OG0003554	XP_034185502.1	XP_015428772.1
OG0003555	XP_034188662.1	XP_015432619.1
OG0003556	XP_034185596.1, XP_034185595.1	XP_015429397.1
OG0003557	XP_034177913.1	XP_015433360.1
OG0003558	XP_034175577.1	XP_015436540.1, XP_015436541.1
OG0003559	XP_034184042.1	XP_015431227.1
OG0003560	XP_034174840.1	XP_015439289.1
OG0003561	XP_034187041.1, XP_034187042.1	XP_015436466.1
OG0003562	XP_034186793.1, XP_034186791.1	XP_015430369.1
OG0003563	XP_034172272.1	XP_015429184.1
OG0003564	XP_034178044.1	XP_015428544.1
OG0003565	XP_034184037.1	XP_015429430.1
OG0003566	XP_034191535.1, XP_034191536.1	XP_015434101.1
OG0003567	XP_034177259.1, XP_034177260.1	XP_015440069.1
OG0003568	XP_034175768.1	XP_015437024.1
OG0003569	XP_034175816.1	XP_015437033.1
OG0003570	XP_034191584.1	XP_015439110.1
OG0003571	XP_034179451.1	XP_015438377.1
OG0003572	XP_034193797.1	XP_015433180.1
OG0003573	XP_034173845.1	XP_015430833.1
OG0003574	XP_034189044.1	XP_015438724.1
OG0003575	XP_034196517.1, XP_034196518.1, XP_034196516.1	XP_015431847.1
OG0003576	XP_034186003.1, XP_034186004.1, XP_034186005.1, XP_034186006.1	XP_015428925.1, XP_015428924.1
OG0003577	XP_034183535.1, XP_034183536.1	XP_015431325.1
OG0003578	XP_034189332.1	XP_015434992.1
OG0003579	XP_034172427.1	XP_015430088.1
OG0003580	XP_034185486.1	XP_015433500.1
OG0003581	XP_034195598.1	XP_015431976.1
OG0003582	XP_034171512.1	XP_015431922.1
OG0003583	XP_034182657.1	XP_015434358.1
OG0003584	XP_034190230.1	XP_015430919.1
OG0003585	XP_034175091.1, XP_034175092.1	XP_015431183.1
OG0003586	XP_034174536.1	XP_015430790.1
OG0003587	XP_034191945.1, XP_034191946.1, XP_034191947.1, XP_034191944.1	XP_015431144.1
OG0003588	XP_034177589.1	XP_015440149.1
OG0003589	XP_034194091.1	XP_015431951.1
OG0003591	XP_034173844.1	XP_015439486.1
OG0003592	XP_034196082.1	XP_015431063.1, XP_015431071.1
OG0003593	XP_034195612.1	XP_015432057.1
OG0003595	XP_034179267.1, XP_034179268.1, XP_034179266.1	XP_015436029.1
OG0003596	XP_034181066.1	XP_015435996.1
OG0003597	XP_034182551.1	XP_015432646.1
OG0003598	XP_034183990.1	XP_015436156.1
OG0003599	XP_034184116.1	XP_015436286.1
OG0003600	XP_034195831.1, XP_034195833.1	XP_015431952.1
OG0003601	XP_034177486.1, XP_034177488.1, XP_034177487.1	XP_015440005.1
OG0003602	XP_034192265.1, XP_034178148.1, XP_034178803.1	XP_015433616.1
OG0003603	XP_034193274.1	XP_015437380.1
OG0003604	XP_034187231.1, XP_034187230.1, XP_034187233.1, XP_034187232.1	XP_015432258.1
OG0003605	XP_034190228.1	XP_015434549.1
OG0003606	XP_034189588.1	XP_015433714.1
OG0003607	XP_034187144.1	XP_015436229.1
OG0003608	XP_034187624.1	XP_015430674.1
OG0003609	XP_034195781.1	XP_015437140.1
OG0003610	XP_034188474.1	XP_015435879.1
OG0003611	XP_034176261.1, XP_034176260.1	XP_015437417.1
OG0003612	XP_034193546.1	XP_015432415.1
OG0003613	XP_034194276.1, XP_034194275.1	XP_015433711.1
OG0003615	XP_034177079.1	XP_015439772.1
OG0003616	XP_034175207.1	XP_015440530.1
OG0003618	XP_034179132.1	XP_015436809.1
OG0003619	XP_034190018.1	XP_015431321.1
OG0003620	XP_034174360.1	XP_015436877.1
OG0003621	XP_034184684.1	XP_015433312.1
OG0003622	XP_034186714.1	XP_015430261.1
OG0003623	XP_034178110.1	XP_015436425.1
OG0003624	XP_034174244.1	XP_015430859.1
OG0003625	XP_034180417.1	XP_015428734.1
OG0003626	XP_034179895.1	XP_015432431.1
OG0003627	XP_034184680.1	XP_015433598.1
OG0003628	XP_034184153.1	XP_015431235.1
OG0003629	XP_034179764.1	XP_015437983.1
OG0003630	XP_034187861.1	XP_015428683.1
OG0003631	XP_034188479.1, XP_034188480.1	XP_015435913.1
OG0003632	XP_034171727.1	XP_015439464.1
OG0003633	XP_034187247.1, XP_034187248.1	XP_015431644.1
OG0003634	XP_034192431.1	XP_015428680.1
OG0003635	XP_034195470.1, XP_034195468.1	XP_015436767.1
OG0003636	XP_034178480.1, XP_034178478.1	XP_015428571.1
OG0003637	XP_034171208.1	XP_015428970.1
OG0003638	XP_034183572.1	XP_015431288.1
OG0003639	XP_034174971.1	XP_015437010.1
OG0003640	XP_034175707.1	XP_015437293.1
OG0003641	XP_034185448.1	XP_015433496.1
OG0003642	XP_034185200.1, XP_034185201.1	XP_015429408.1
OG0003643	XP_034178259.1, XP_034178260.1	XP_015428516.1
OG0003644	XP_034191601.1	XP_015438976.1
OG0003645	XP_034188161.1	XP_015431589.1
OG0003646	XP_034185965.1, XP_034185964.1	XP_015431123.1
OG0003647	XP_034194267.1, XP_034194098.1	XP_015433692.1
OG0003648	XP_034191723.1, XP_034191722.1, XP_034191724.1	XP_015434050.1
OG0003649	XP_034187217.1	XP_015432653.1
OG0003650	XP_034194718.1	XP_015435789.1
