Orthogroup	Osmia_lignaria	Nasonia_vitripennis
OG0003298	XP_034195528.1	XP_001605181.1
OG0003299	XP_034173787.1, XP_034173786.1	XP_001605558.1
OG0003300	XP_034174275.1	XP_001605980.1
OG0003301	XP_034171305.1	XP_001599584.1
OG0003302	XP_034192127.1	XP_016837680.1
OG0003303	XP_034183329.1	XP_008209243.1
OG0003304	XP_034187548.1	XP_008210018.1
OG0003305	XP_034185470.1	XP_008205307.1, XP_001604167.1
OG0003306	XP_034171716.1, XP_034171715.1, XP_034171717.1, XP_034171714.1	XP_016841637.1
OG0003307	XP_034183575.1	XP_001601855.2
OG0003308	XP_034190996.1, XP_034190995.1	XP_016845748.1, XP_032457019.1
OG0003309	XP_034186093.1	XP_001600525.1
OG0003311	XP_034188433.1	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1
OG0003312	XP_034173709.1	XP_003425757.1, XP_008203965.1, XP_001606448.1
OG0003313	XP_034178649.1, XP_034178650.1	XP_003426633.1
OG0003314	XP_034176692.1	XP_003426081.1
OG0003315	XP_034178032.1	XP_001605663.3
OG0003316	XP_034185870.1, XP_034185869.1, XP_034185868.1	XP_032452312.1
OG0003317	XP_034173830.1, XP_034173829.1	XP_016842468.1, XP_001600535.1
OG0003318	XP_034195855.1	XP_031779959.1
OG0003319	XP_034194001.1	NP_001165797.1
OG0003320	XP_034186087.1	XP_001599074.2
OG0003321	XP_034194520.1	XP_008216489.1, XP_003424030.1
OG0003322	XP_034171458.1	XP_001604921.2
OG0003323	XP_034183749.1	XP_001604434.2, XP_008211404.1
OG0003324	XP_034182880.1	XP_001599547.1
OG0003325	XP_034170949.1	XP_032452651.1, XP_003425169.1
OG0003326	XP_034171740.1, XP_034171744.1	XP_032455973.1, NP_001127800.1
OG0003327	XP_034188481.1	XP_001607631.1
OG0003328	XP_034183264.1	XP_001600626.2
OG0003329	XP_034184170.1	XP_003428199.1, XP_031786691.1
OG0003330	XP_034193683.1	XP_016845882.1, XP_008203053.1
OG0003331	XP_034174434.1	XP_031782365.1, XP_031782347.1
OG0003332	XP_034181714.1	XP_001603724.1
OG0003333	XP_034174884.1, XP_034174870.1, XP_034174869.1, XP_034174873.1	XP_008212766.1, XP_008212765.1, XP_016837504.1
OG0003334	XP_034186091.1	XP_008215008.1
OG0003335	XP_034186539.1	XP_001607194.2
OG0003336	XP_034187934.1	XP_016843002.1
OG0003337	XP_034194790.1	NP_001166078.1
OG0003339	XP_034187876.1	XP_001606646.2
OG0003340	XP_034175270.1	XP_001607630.2
OG0003341	XP_034186966.1, XP_034186964.1, XP_034186963.1, XP_034186965.1	XP_031785381.1
OG0003342	XP_034191793.1	XP_001607831.2
OG0003343	XP_034179772.1	XP_001605475.3
OG0003344	XP_034186389.1	NP_001123317.1, XP_032452220.1
OG0003345	XP_034175115.1	XP_001608055.1
OG0003346	XP_034182836.1	XP_031784752.1
OG0003348	XP_034196215.1	XP_016840535.1
OG0003349	XP_034177899.1	XP_008211064.3
OG0003350	XP_034176866.1	XP_001605023.1
OG0003351	XP_034189957.1	XP_008217410.1
OG0003352	XP_034180778.1	XP_031782364.1, XP_001604975.1
OG0003353	XP_034182842.1	XP_031783402.1
OG0003355	XP_034184339.1	XP_031786464.1
OG0003356	XP_034191174.1	XP_031777254.1
OG0003357	XP_034177203.1, XP_034177201.1	XP_016840528.1
OG0003358	XP_034182268.1	XP_001604974.2
OG0003359	XP_034195730.1	XP_031781617.1
OG0003360	XP_034172721.1	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1
OG0003361	XP_034183355.1	NP_001165865.1, XP_008207920.1
OG0003362	XP_034176186.1	XP_031787772.1
OG0003363	XP_034171754.1	XP_016844987.1, XP_016844988.1
OG0003364	XP_034189546.1	XP_001604620.1
OG0003365	XP_034182806.1	XP_008212795.1, XP_001607615.2
OG0003366	XP_034171254.1	XP_008208142.1
OG0003367	XP_034178988.1	XP_016841681.1
OG0003368	XP_034176090.1	XP_001608198.2
OG0003369	XP_034177349.1	XP_016840979.1
OG0003370	XP_034189256.1, XP_034189255.1	NP_001153334.1, XP_031777498.1
OG0003371	XP_034178051.1	NP_001153446.1, NP_001153445.1, XP_008216731.1
OG0003372	XP_034188512.1	XP_031780932.1
OG0003374	XP_034177350.1	XP_032455255.1
OG0003376	XP_034189320.1	XP_001605382.1
OG0003377	XP_034188635.1	XP_031780716.1
OG0003378	XP_034191372.1	XP_032458173.1, XP_031785909.1
OG0003379	XP_034178493.1	XP_031786925.1
OG0003380	XP_034191311.1, XP_034191310.1	XP_031781487.1
OG0003381	XP_034170944.1	XP_001605201.1, XP_008203868.1
OG0003382	XP_034178924.1	XP_016841191.1
OG0003383	XP_034180054.1	XP_001600399.1
OG0003385	XP_034172582.1, XP_034172581.1	XP_032454531.1, XP_001605068.2
OG0003387	XP_034196712.1, XP_034196711.1	XP_001599757.1, XP_032458190.1, XP_003424837.1
OG0003388	XP_034178497.1	XP_003426564.1
OG0003389	XP_034188153.1	XP_008213769.1
OG0003390	XP_034183140.1	XP_003426918.1
OG0003391	XP_034180052.1	XP_008202154.1, XP_008202153.1
OG0003392	XP_034179846.1, XP_034179845.1	XP_016845870.1
OG0003393	XP_034175736.1	XP_001605405.1
OG0003394	XP_034182713.1, XP_034182714.1	XP_001606771.1, XP_031778844.1
OG0003395	XP_034189131.1, XP_034189132.1, XP_034189133.1, XP_034189134.1, XP_034189130.1	XP_001604101.2
OG0003398	XP_034176473.1	XP_001607355.1
OG0003399	XP_034177659.1, XP_034177658.1	XP_001601933.1
OG0003400	XP_034182023.1, XP_034182025.1	XP_003424747.1, XP_032456842.1
OG0003401	XP_034192181.1	XP_001606651.2, XP_016845402.1
OG0003402	XP_034180362.1	XP_001599713.1
OG0003403	XP_034175430.1	XP_001600431.1
OG0003404	XP_034188387.1	XP_031779080.1
OG0003405	XP_034171314.1	XP_008204009.1, XP_008204002.1
OG0003406	XP_034187595.1	XP_031786071.1, XP_031786069.1
OG0003407	XP_034191578.1	XP_003425749.1
OG0003408	XP_034174213.1	XP_003424314.1, XP_003424316.1
OG0003409	XP_034189036.1, XP_034189038.1, XP_034189037.1, XP_034189039.1	XP_016838223.1, XP_031778820.1
OG0003410	XP_034189393.1	XP_031778589.1
OG0003411	XP_034172550.1	XP_031780505.1
OG0003412	XP_034177438.1	XP_001604278.2
OG0003413	XP_034171665.1	XP_001602662.1
OG0003414	XP_034191410.1	XP_031781506.1
OG0003416	XP_034191693.1	XP_001601753.2
OG0003417	XP_034181184.1	XP_016839394.1, XP_016839393.2
OG0003418	XP_034182021.1, XP_034194736.1	XP_016842407.1
OG0003419	XP_034175888.1	XP_008208739.1
OG0003420	XP_034189059.1	XP_001606185.1
OG0003421	XP_034181136.1	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1
OG0003422	XP_034177073.1	XP_001606351.1
OG0003424	XP_034185876.1	XP_001603235.1
OG0003425	XP_034196373.1	XP_016840848.1, XP_031784522.1, XP_031784523.1
OG0003426	XP_034181785.1	XP_008214857.1
OG0003427	XP_034193285.1	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1
OG0003428	XP_034187021.1	XP_032453976.1
OG0003429	XP_034190659.1	XP_016843938.1
OG0003430	XP_034181591.1, XP_034181589.1, XP_034181590.1	XP_032454860.1
OG0003431	XP_034187727.1, XP_034187728.1	XP_016837400.1, XP_031780764.1
OG0003432	XP_034181158.1	XP_003425676.1
OG0003433	XP_034175601.1	XP_003428173.1, XP_031786429.1, XP_031786428.1
OG0003434	XP_034188268.1	XP_008202235.1
OG0003435	XP_034182262.1	XP_001603997.1
OG0003436	XP_034176444.1, XP_034176445.1, XP_034176446.1, XP_034176443.1	XP_008217342.2
OG0003437	XP_034175256.1	XP_032456914.1, XP_031787382.1
OG0003438	XP_034177287.1	XP_003426457.1
OG0003439	XP_034185616.1	XP_008215167.1
OG0003441	XP_034182980.1	XP_031783384.1, XP_031783382.1, XP_031783385.1
OG0003442	XP_034175214.1	XP_031786717.1, XP_008210116.1
OG0003444	XP_034178163.1	XP_031778018.1
OG0003445	XP_034171493.1	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1
OG0003446	XP_034187200.1	XP_016837091.1
OG0003447	XP_034180467.1	XP_003424583.1
OG0003448	XP_034191104.1, XP_034191114.1, XP_034191122.1	XP_008210748.1
OG0003449	XP_034171460.1, XP_034171452.1	XP_031776669.1, XP_008216799.1
OG0003450	XP_034188526.1	XP_001600227.1
OG0003451	XP_034170994.1, XP_034170993.1	XP_008210372.1
OG0003452	XP_034180478.1, XP_034180470.1	XP_001604611.1
OG0003453	XP_034176326.1	XP_001600949.1
OG0003454	XP_034180914.1	NP_001153317.1
OG0003455	XP_034192497.1	XP_001603352.1
OG0003456	XP_034171939.1, XP_034171938.1	XP_001599918.1
OG0003457	XP_034195653.1	XP_031783417.1
OG0003458	XP_034193478.1, XP_034193477.1	XP_001605099.3, XP_016843767.1
OG0003459	XP_034183952.1	XP_001606506.1
OG0003460	XP_034188814.1	NP_001177680.1, NP_001177681.1, NP_001177679.1
OG0003461	XP_034191616.1, XP_034191608.1	XP_016841560.1
OG0003462	XP_034176488.1	XP_031786713.1, XP_031786712.1
OG0003463	XP_034186222.1	XP_008217787.1
OG0003464	XP_034172129.1	XP_001599732.2
OG0003465	XP_034186769.1	XP_016842301.1, XP_008218131.1
OG0003466	XP_034190208.1	XP_003423892.1
OG0003467	XP_034187901.1	XP_032454489.1, XP_008213509.1, XP_008213508.1
OG0003468	XP_034190865.1	XP_003424108.1
OG0003469	XP_034193015.1	XP_001606491.1, XP_008214817.1
OG0003471	XP_034187930.1, XP_034187931.1, XP_034187932.1	XP_001606370.1
OG0003472	XP_034188584.1, XP_034188587.1, XP_034188586.1, XP_034188585.1	XP_008208020.1
OG0003473	XP_034193459.1	XP_001603735.1, XP_032456774.1
OG0003474	XP_034174015.1	XP_001604289.1
OG0003475	XP_034183925.1	XP_016836743.1
OG0003476	XP_034193537.1	XP_031787014.1
OG0003477	XP_034186257.1	XP_001606644.2
OG0003478	XP_034184762.1	NP_001161245.1
OG0003479	XP_034183661.1	XP_016838281.1, XP_001608074.2
OG0003480	XP_034171268.1	XP_008213190.1
OG0003481	XP_034186008.1	XP_001602033.3
OG0003482	XP_034195510.1	XP_008206391.1
OG0003483	XP_034176893.1, XP_034176894.1	XP_001607208.1
OG0003484	XP_034195451.1	XP_031781718.1
OG0003485	XP_034192852.1	XP_001606752.1
OG0003486	XP_034182613.1	XP_031785060.1, XP_001601526.1
OG0003487	XP_034190356.1	XP_001601422.2, XP_008216833.1
OG0003488	XP_034177482.1	XP_032455534.1, XP_031785678.1
OG0003489	XP_034173011.1	XP_008207605.3
OG0003490	XP_034184782.1, XP_034184781.1, XP_034184783.1	XP_008213196.1, XP_008213197.1, XP_016844513.1
OG0003491	XP_034187532.1	XP_016845917.1
OG0003492	XP_034192482.1	XP_001603619.1
OG0003493	XP_034175733.1	XP_008205208.1, XP_001602461.2
OG0003494	XP_034185111.1	XP_016845528.1
OG0003495	XP_034193679.1	XP_008206040.1
OG0003496	XP_034172840.1	XP_001605585.1
OG0003497	XP_034172945.1, XP_034172947.1	XP_016839365.1, XP_016839364.1
OG0003498	XP_034172587.1	XP_031784333.1, XP_032455716.1, XP_001601196.1
OG0003499	XP_034171272.1	XP_008207430.1
OG0003500	XP_034176097.1	XP_016845591.1
OG0003501	XP_034181431.1	XP_001601626.1
OG0003502	XP_034181245.1, XP_034181228.1, XP_034181235.1	XP_031782821.1
OG0003503	XP_034182719.1	XP_031778425.1
OG0003504	XP_034190948.1, XP_034190949.1	XP_016840248.1
OG0003506	XP_034196624.1, XP_034196623.1	XP_008203801.2
OG0003507	XP_034180646.1	NP_001128395.1
OG0003508	XP_034175663.1	XP_001607183.1
OG0003510	XP_034173014.1	XP_003423865.1
OG0003511	XP_034193237.1	NP_001153421.1, XP_031787438.1
OG0003512	XP_034176311.1	XP_001604407.2
OG0003513	XP_034185903.1	XP_031788089.1, XP_031788057.1
OG0003514	XP_034175263.1, XP_034175264.1	XP_016845576.1
OG0003515	XP_034177092.1	XP_031784403.1, XP_031784402.1
OG0003516	XP_034175969.1	XP_001606215.1
OG0003517	XP_034176159.1	XP_031783413.1
OG0003518	XP_034193283.1	XP_031787356.1
OG0003519	XP_034185646.1	XP_031783548.1
OG0003520	XP_034188272.1	XP_016843257.1
OG0003521	XP_034175083.1	XP_008201792.1
OG0003522	XP_034181845.1	XP_001603530.1
OG0003523	XP_034189028.1	XP_008216446.1, XP_008216445.1, XP_032453319.1
OG0003524	XP_034190538.1	XP_031784246.1
OG0003525	XP_034194034.1	XP_031778520.1
OG0003526	XP_034195262.1	XP_008202585.1
OG0003527	XP_034174755.1	XP_031783323.1
OG0003528	XP_034192095.1	XP_001604169.2
OG0003529	XP_034182547.1, XP_034182549.1, XP_034182546.1	XP_001606994.1
OG0003530	XP_034193883.1	XP_016840860.1, XP_032454871.1
OG0003531	XP_034178091.1, XP_034178092.1	NP_001161182.1
OG0003532	XP_034190841.1, XP_034190838.1	XP_008208296.1
OG0003533	XP_034195639.1	XP_008206432.1
OG0003534	XP_034179025.1	XP_032456323.1
OG0003535	XP_034194912.1, XP_034194913.1	XP_001599298.1
OG0003536	XP_034184510.1	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1
OG0003537	XP_034178187.1	XP_031780057.1
OG0003538	XP_034183919.1	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1
OG0003539	XP_034172648.1	XP_032456302.1, XP_008201811.1, XP_008201810.1
OG0003540	XP_034174314.1	XP_031785670.1, XP_016840768.1
OG0003541	XP_034193314.1	XP_001605928.2
OG0003542	XP_034173716.1	XP_001604514.1
OG0003543	XP_034196504.1	XP_001606527.1
OG0003544	XP_034186552.1	XP_001601780.1, XP_003425099.1
OG0003545	XP_034178665.1	XP_016839924.1
OG0003546	XP_034172460.1	XP_016839621.2
OG0003547	XP_034196673.1, XP_034196671.1	XP_016845143.1
OG0003548	XP_034193497.1	XP_016843603.1
OG0003549	XP_034183825.1	XP_032455347.1, XP_032455348.1, XP_001605383.2
OG0003550	XP_034173689.1, XP_034173690.1	XP_008217705.1
OG0003551	XP_034191930.1	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2
OG0003552	XP_034182566.1	XP_008213958.1
OG0003553	XP_034186261.1	XP_031788513.1
OG0003554	XP_034185502.1	XP_001604509.1
OG0003555	XP_034188662.1	XP_031780576.1, XP_031780577.1
OG0003556	XP_034185596.1, XP_034185595.1	XP_031789464.1
OG0003557	XP_034177913.1	XP_001606774.1
OG0003558	XP_034175577.1	NP_001139382.1
OG0003559	XP_034184042.1	XP_031787804.1
OG0003560	XP_034174840.1	XP_031780747.1
OG0003561	XP_034187041.1, XP_034187042.1	XP_001608240.1
OG0003562	XP_034186793.1, XP_034186791.1	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1
OG0003563	XP_034172272.1	XP_001601655.2, XP_016840163.2
OG0003564	XP_034178044.1	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1
OG0003565	XP_034184037.1	XP_016837936.1
OG0003566	XP_034191535.1, XP_034191536.1	XP_003425578.1
OG0003567	XP_034177259.1, XP_034177260.1	XP_016841642.1
OG0003568	XP_034175768.1	XP_032456719.1
OG0003569	XP_034175816.1	XP_031786908.1, XP_031786914.1
OG0003570	XP_034191584.1	XP_016842394.1
OG0003571	XP_034179451.1	XP_001606689.1
OG0003572	XP_034193797.1	XP_008209070.1, XP_008209071.1
OG0003573	XP_034173845.1	XP_016840689.1, XP_032455636.1
OG0003574	XP_034189044.1	XP_031779724.1
OG0003575	XP_034196517.1, XP_034196518.1, XP_034196516.1	XP_031778981.1, XP_003424038.1
OG0003576	XP_034186003.1, XP_034186004.1, XP_034186005.1, XP_034186006.1	XP_001603566.1
OG0003577	XP_034183535.1, XP_034183536.1	XP_008209435.1
OG0003578	XP_034189332.1	XP_001600721.1
OG0003579	XP_034172427.1	XP_031782634.1
OG0003580	XP_034185486.1	XP_001601313.1
OG0003581	XP_034195598.1	XP_031783353.1
OG0003582	XP_034171512.1	XP_008204887.1
OG0003583	XP_034182657.1	XP_001607092.1
OG0003584	XP_034190230.1	XP_032453115.1
OG0003585	XP_034175091.1, XP_034175092.1	XP_001605871.2
OG0003587	XP_034191945.1, XP_034191946.1, XP_034191947.1, XP_034191944.1	XP_008206062.1
OG0003588	XP_034177589.1	XP_031785536.1
OG0003589	XP_034194091.1	XP_016845558.1
OG0003591	XP_034173844.1	XP_001603446.1
OG0003592	XP_034196082.1	XP_016843466.1, XP_016843464.1
OG0003593	XP_034195612.1	XP_031786731.1
OG0003595	XP_034179267.1, XP_034179268.1, XP_034179266.1	XP_031784277.1
OG0003596	XP_034181066.1	XP_001601721.1, XP_032453867.1, XP_032453863.1
OG0003597	XP_034182551.1	XP_031781204.1, XP_031781209.1
OG0003598	XP_034183990.1	XP_031787334.1
OG0003599	XP_034184116.1	XP_031786415.1
OG0003600	XP_034195831.1, XP_034195833.1	XP_008213320.2
OG0003601	XP_034177486.1, XP_034177488.1, XP_034177487.1	XP_001599843.1
OG0003602	XP_034192265.1, XP_034178148.1, XP_034178803.1	XP_001604641.1, XP_008211414.1
OG0003603	XP_034193274.1	XP_001604062.2
OG0003604	XP_034187231.1, XP_034187230.1, XP_034187233.1, XP_034187232.1	XP_016842123.1
OG0003605	XP_034190228.1	XP_016841953.1
OG0003606	XP_034189588.1	XP_001601675.1
OG0003607	XP_034187144.1	XP_008210721.1
OG0003608	XP_034187624.1	XP_016838050.1, XP_008204324.1
OG0003609	XP_034195781.1	XP_032456540.1
OG0003610	XP_034188474.1	XP_003424119.1
OG0003611	XP_034176261.1, XP_034176260.1	XP_031783754.1
OG0003612	XP_034193546.1	XP_016845369.1
OG0003613	XP_034194276.1, XP_034194275.1	XP_031778710.1
OG0003615	XP_034177079.1	XP_016840844.1, XP_031785639.1
OG0003618	XP_034179132.1	XP_003425529.1
OG0003619	XP_034190018.1	XP_008214801.1, XP_032455207.1
OG0003620	XP_034174360.1	XP_008203192.1
OG0003622	XP_034186714.1	XP_031776921.1
OG0003623	XP_034178110.1	XP_008213341.1
OG0003624	XP_034174244.1	XP_001602789.1
OG0003625	XP_034180417.1	XP_008210437.1
OG0003626	XP_034179895.1	XP_031787526.1
OG0003627	XP_034184680.1	XP_008211772.1
OG0003628	XP_034184153.1	XP_031777623.1
OG0003629	XP_034179764.1	XP_031788231.1
OG0003630	XP_034187861.1	XP_031788005.1, XP_031788013.1
OG0003631	XP_034188479.1, XP_034188480.1	XP_003426793.1, XP_001602782.2
OG0003632	XP_034171727.1	XP_016842903.1
OG0003633	XP_034187247.1, XP_034187248.1	XP_008204988.2
OG0003634	XP_034192431.1	XP_031788053.1
OG0003635	XP_034195470.1, XP_034195468.1	XP_008204408.2
OG0003637	XP_034171208.1	XP_031782351.1, XP_016838743.1
OG0003638	XP_034183572.1	XP_016842838.1
OG0003639	XP_034174971.1	XP_016843917.1
OG0003640	XP_034175707.1	XP_031787767.1
OG0003641	XP_034185448.1	XP_016841041.1
OG0003642	XP_034185200.1, XP_034185201.1	XP_008212870.1
OG0003643	XP_034178259.1, XP_034178260.1	XP_016840304.1, NP_001135424.1
OG0003644	XP_034191601.1	XP_001601110.2, XP_031786979.1
OG0003645	XP_034188161.1	XP_031777257.1
OG0003646	XP_034185965.1, XP_034185964.1	XP_016836730.1, XP_016836726.1, XP_032452107.1
OG0003647	XP_034194267.1, XP_034194098.1	XP_008209641.3
OG0003648	XP_034191723.1, XP_034191722.1, XP_034191724.1	XP_008203431.1
OG0003649	XP_034187217.1	XP_001604943.1
OG0003650	XP_034194718.1	XP_032453400.1
OG0003651	XP_034192794.1	XP_008214830.1
OG0003652	XP_034196571.1, XP_034196572.1, XP_034196570.1	XP_016839387.1, XP_031778113.1, XP_031778114.1
OG0003653	XP_034194504.1, XP_034194503.1	XP_001605902.2
OG0003654	XP_034171360.1	XP_016840172.2
OG0003655	XP_034173601.1	XP_001599554.4
OG0003656	XP_034194759.1, XP_034194760.1	XP_001602711.2, XP_008216883.1, XP_032456016.1
OG0003657	XP_034191250.1	XP_008205248.1
OG0003658	XP_034195113.1	XP_001600147.1
OG0003660	XP_034183529.1, XP_034183525.1	XP_031779510.1, XP_031787052.1, XP_001602043.2, XP_008206276.1, XP_031784909.1
OG0003661	XP_034184446.1	XP_001604239.2
OG0003662	XP_034193922.1, XP_034193929.1, XP_034193939.1, XP_034193920.1	XP_001608011.2
OG0003663	XP_034183050.1	XP_031789477.1
OG0003664	XP_034196009.1, XP_034196011.1	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1
OG0003665	XP_034195093.1	XP_008203602.2
OG0003666	XP_034195413.1	XP_008205795.1
OG0003667	XP_034180926.1	XP_031778837.1
OG0003669	XP_034178711.1, XP_034178710.1	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1
OG0003670	XP_034175829.1	XP_001606597.1
OG0003671	XP_034182434.1	XP_031778505.1, XP_032452920.1, XP_031778506.1
OG0003672	XP_034176799.1	XP_032455606.1
OG0003673	XP_034187083.1	XP_001601371.1, XP_008203420.1
OG0003674	XP_034174912.1	XP_031784852.1
OG0003675	XP_034171368.1	XP_001604405.1
OG0003676	XP_034183903.1	XP_001603136.1, XP_008208967.1
OG0003677	XP_034177289.1	XP_008211629.1, XP_031784461.1
OG0003678	XP_034174647.1	XP_031786381.1, XP_031783458.1
OG0003680	XP_034189539.1	XP_016837989.1
OG0003681	XP_034187998.1	XP_016839265.1, XP_016839264.1
OG0003682	XP_034183746.1	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1
OG0003683	XP_034188911.1	XP_001606052.2
OG0003684	XP_034195253.1, XP_034195252.1	XP_003425585.1
OG0003685	XP_034195286.1, XP_034195258.1	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1
OG0003686	XP_034196353.1	XP_008204829.1
OG0003687	XP_034173410.1	XP_016839408.1, XP_016839409.1
OG0003688	XP_034193646.1	XP_001602253.2, XP_031787393.1
OG0003689	XP_034189589.1	XP_008213355.1
OG0003690	XP_034177074.1	XP_003428224.1
OG0003691	XP_034181426.1, XP_034181423.1	XP_031781795.1, XP_031781797.1
OG0003692	XP_034174025.1, XP_034174026.1	XP_001602329.2
OG0003694	XP_034178335.1, XP_034178339.1	XP_031783708.1
OG0003696	XP_034196670.1, XP_034196667.1, XP_034196662.1, XP_034196661.1	XP_031782205.1
OG0003697	XP_034183081.1	XP_031783522.1
OG0003698	XP_034190791.1, XP_034190790.1	XP_001603871.2, XP_032453161.1
OG0003699	XP_034179184.1	XP_003424820.1
OG0003700	XP_034193374.1, XP_034193373.1	XP_032456747.1, XP_016841261.1
OG0003701	XP_034173344.1, XP_034173350.1, XP_034173349.1	XP_016842227.1, XP_016842226.1
OG0003703	XP_034176779.1	XP_016845443.1, XP_032455191.1, XP_032455192.1
OG0003704	XP_034189011.1, XP_034189008.1	XP_031778984.1, XP_031778986.1
OG0003704	XP_034189049.1	XP_032452411.1
OG0003706	XP_034191866.1	XP_031780243.1, XP_001601519.3
OG0003709	XP_034187483.1	XP_008215767.1
OG0003710	XP_034182824.1, XP_034182825.1	XP_008212787.1, XP_001608006.1
OG0003711	XP_034191236.1	NP_001177967.1, XP_031783900.1
OG0003712	XP_034183704.1	XP_032455349.1, XP_001607606.1
OG0003713	XP_034194287.1	XP_032453328.1
OG0003714	XP_034192509.1	XP_008213292.1, NP_001154933.1
OG0003715	XP_034172154.1	XP_008210922.1
OG0003716	XP_034191704.1	XP_031787570.1, XP_031787573.1
OG0003717	XP_034189141.1	XP_016839650.1
OG0003718	XP_034183627.1, XP_034183628.1	XP_001603068.1
OG0003719	XP_034185921.1, XP_034185919.1, XP_034185920.1	XP_001606749.1
OG0003720	XP_034178426.1	XP_016841764.1, XP_008202288.1
OG0003721	XP_034185157.1	XP_001600543.1
OG0003722	XP_034172524.1	XP_032453526.1, XP_001601099.1
OG0003723	XP_034171580.1, XP_034171578.1, XP_034171579.1	XP_008212951.1
OG0003724	XP_034190299.1	XP_001605817.1
OG0003725	XP_034187045.1	XP_031778163.1
OG0003726	XP_034192866.1, XP_034192865.1	XP_001607950.1
OG0003728	XP_034177554.1	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1
OG0003729	XP_034189673.1	NP_001165817.1
OG0003730	XP_034189985.1	XP_031779611.1
OG0003731	XP_034188513.1	NP_001136338.1, XP_032452207.1
OG0003732	XP_034188801.1	XP_001605620.1
OG0003734	XP_034192053.1	XP_003426810.1
OG0003735	XP_034179375.1	XP_001603196.1
OG0003736	XP_034194394.1	XP_016837945.1, XP_008207768.1
OG0003737	XP_034173101.1	XP_001605527.1
OG0003738	XP_034177164.1	XP_031785779.1
OG0003739	XP_034193917.1, XP_034193918.1	XP_001605411.1
OG0003740	XP_034193726.1, XP_034193728.1, XP_034193727.1	XP_001605472.1
OG0003741	XP_034188960.1	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1
OG0003742	XP_034174856.1	XP_016840917.1
OG0003743	XP_034173831.1	XP_001606968.1
OG0003744	XP_034193534.1	XP_032455966.1, NP_001165784.1
OG0003745	XP_034182618.1	NP_001153403.1
OG0003746	XP_034177022.1	XP_001599582.1
OG0003747	XP_034173890.1	XP_032455406.1, XP_001606518.1, XP_032455407.1
OG0003748	XP_034176691.1	XP_003425664.1
OG0003749	XP_034178165.1	XP_003425452.1
OG0003750	XP_034189973.1	XP_031785797.1
OG0003751	XP_034186063.1	NP_001128392.1
OG0003752	XP_034176329.1	NP_001165811.1
OG0003754	XP_034192065.1	XP_031779547.1
OG0003755	XP_034192220.1, XP_034192219.1	XP_001605487.1
OG0003756	XP_034177720.1	XP_001601418.1
OG0003757	XP_034193734.1	XP_032456308.1
OG0003758	XP_034173785.1	XP_031783741.1
OG0003759	XP_034187349.1	XP_001600819.1
OG0003760	XP_034182248.1	XP_001601236.1
OG0003761	XP_034175695.1	XP_001601009.1, XP_003427438.1, XP_032456977.1
OG0003762	XP_034188498.1, XP_034188495.1, XP_034188497.1	XP_031788281.1
OG0003763	XP_034193564.1, XP_034193565.1	XP_003426274.1, XP_001602965.1, XP_008206041.1
OG0003764	XP_034186801.1	XP_016837609.1, XP_001604540.1
OG0003765	XP_034186944.1	XP_001604071.1
OG0003766	XP_034171235.1	XP_016839508.1, XP_032454577.1
OG0003767	XP_034193006.1	XP_031778143.1
OG0003768	XP_034182049.1	XP_001604061.2
OG0003769	XP_034183552.1	XP_001607961.1
OG0003770	XP_034182966.1	XP_031783415.1
OG0003771	XP_034184807.1	XP_031780016.1, XP_008209166.1
OG0003772	XP_034176864.1	XP_031780634.1
OG0003773	XP_034177786.1	NP_001123227.2, XP_032452231.1
OG0003774	XP_034177959.1	XP_008206451.1
OG0003775	XP_034194748.1	NP_001165855.1
OG0003776	XP_034191049.1, XP_034191050.1	XP_016842149.1, NP_001122572.1
OG0003777	XP_034184366.1	XP_001604266.2
OG0003778	XP_034172113.1	XP_008213457.1
OG0003779	XP_034171564.1, XP_034171563.1	NP_001193394.1
OG0003780	XP_034195264.1	XP_001601189.1
OG0003781	XP_034173564.1	XP_031777711.1
OG0003782	XP_034192536.1	NP_001165798.1, XP_031776863.1
OG0003783	XP_034179103.1	XP_003424590.1
OG0003784	XP_034178024.1	XP_031784916.1, XP_031784915.1
OG0003785	XP_034190927.1	XP_001601340.1
OG0003786	XP_034185598.1	XP_016840948.1
