Orthogroup	Osmia_lignaria	Osmia_bicornis
OG0004729	XP_034176946.1	XP_029055746.1
OG0004730	XP_034180363.1	XP_029045336.1
OG0004731	XP_034177221.1	XP_029042183.1
OG0004732	XP_034193669.1	XP_029036720.1
OG0004733	XP_034173963.1	XP_029054040.1
OG0004734	XP_034171500.1	XP_029031843.1
OG0004734	XP_034171499.1	XP_029056679.1
OG0004735	XP_034178230.1	XP_029052836.1
OG0004736	XP_034174520.1	XP_029033627.1
OG0004737	XP_034172002.1	XP_029035223.1
OG0004739	XP_034181232.1	XP_029047331.1
OG0004740	XP_034171459.1	XP_029052243.1
OG0004741	XP_034186336.1	XP_029050731.1
OG0004742	XP_034171671.1	XP_029055938.1
OG0004743	XP_034188295.1	XP_029047222.1
OG0004744	XP_034175858.1	XP_029038570.1
OG0004745	XP_034187175.1	XP_029052818.1
OG0004746	XP_034177860.1	XP_029055802.1, XP_029055803.1
OG0004747	XP_034191435.1, XP_034191462.1	XP_029043412.1
OG0004748	XP_034180653.1	XP_029043322.1
OG0004749	XP_034180628.1	XP_029045333.1
OG0004750	XP_034184826.1	XP_029035047.1
OG0004751	XP_034178614.1	XP_029042559.1
OG0004752	XP_034184982.1	XP_029049362.1
OG0004753	XP_034185416.1	XP_029052339.1
OG0004754	XP_034179771.1	XP_029053739.1
OG0004755	XP_034173133.1, XP_034173132.1	XP_029037944.1, XP_029037945.1
OG0004756	XP_034171663.1	XP_029055926.1
OG0004757	XP_034191942.1	XP_029039211.1
OG0004758	XP_034191238.1	XP_029045191.1
OG0004759	XP_034187671.1	XP_029039329.1
OG0004760	XP_034184555.1	XP_029038815.1
OG0004761	XP_034179352.1	XP_029034769.1
OG0004762	XP_034189778.1	XP_029045577.1
OG0004763	XP_034178037.1	XP_029054329.1, XP_029054482.1, XP_029054483.1
OG0004764	XP_034174255.1	XP_029048177.1, XP_029048184.1
OG0004765	XP_034185411.1	XP_029052337.1
OG0004766	XP_034176874.1	XP_029048157.1, XP_029048156.1
OG0004767	XP_034171730.1	XP_029053534.1
OG0004767	XP_034171729.1	XP_029053533.1
OG0004768	XP_034174355.1	XP_029034131.1
OG0004769	XP_034188176.1	XP_029047189.1
OG0004770	XP_034175277.1	XP_029038563.1
OG0004771	XP_034188677.1	XP_029034111.1
OG0004772	XP_034196133.1	XP_029042390.1
OG0004773	XP_034189704.1, XP_034189703.1	XP_029052292.1
OG0004774	XP_034186948.1	XP_029038972.1
OG0004775	XP_034174531.1	XP_029035643.1
OG0004776	XP_034183961.1	XP_029036298.1
OG0004778	XP_034189184.1	XP_029034173.1
OG0004779	XP_034178950.1	XP_029047410.1
OG0004780	XP_034186414.1	XP_029040282.1
OG0004781	XP_034184412.1	XP_029047805.1
OG0004782	XP_034180158.1	XP_029032684.1
OG0004783	XP_034192967.1	XP_029042798.1
OG0004784	XP_034186974.1	XP_029038984.1
OG0004785	XP_034174092.1	XP_029041499.1
OG0004786	XP_034194690.1	XP_029045511.1
OG0004787	XP_034179348.1, XP_034179347.1, XP_034179346.1, XP_034179343.1, XP_034179344.1	XP_029034766.1
OG0004788	XP_034193903.1	XP_029045970.1, XP_029045971.1
OG0004789	XP_034175460.1	XP_029037354.1
OG0004790	XP_034181172.1	XP_029040975.1
OG0004791	XP_034179653.1	XP_029047630.1
OG0004792	XP_034183659.1, XP_034183660.1	XP_029051419.1, XP_029051420.1
OG0004793	XP_034179275.1	XP_029056346.1
OG0004794	XP_034189254.1	XP_029043203.1
OG0004795	XP_034181042.1	XP_029043709.1
OG0004796	XP_034193442.1	XP_029054102.1
OG0004797	XP_034192472.1	XP_029051644.1
OG0004799	XP_034192191.1	XP_029042988.1, XP_029042676.1
OG0004800	XP_034171954.1	XP_029053580.1
OG0004801	XP_034181451.1	XP_029041060.1
OG0004802	XP_034194168.1	XP_029050127.1
OG0004803	XP_034173232.1	XP_029044926.1
OG0004804	XP_034189979.1	XP_029051862.1
OG0004805	XP_034174802.1	XP_029055550.1
OG0004806	XP_034195869.1	XP_029036203.1
OG0004808	XP_034184989.1	XP_029035111.1
OG0004809	XP_034176531.1	XP_029038327.1
OG0004810	XP_034191505.1, XP_034195259.1, XP_034195281.1	XP_029043406.1
OG0004811	XP_034188382.1	XP_029051755.1
OG0004812	XP_034182689.1	XP_029049639.1
OG0004813	XP_034174096.1	XP_029035601.1
OG0004814	XP_034172120.1	XP_029050859.1
OG0004815	XP_034190612.1	XP_029046792.1
OG0004816	XP_034185831.1	XP_029048269.1
OG0004817	XP_034176790.1	XP_029055776.1
OG0004818	XP_034191305.1	XP_029042352.1
OG0004819	XP_034179751.1	XP_029039535.1
OG0004820	XP_034191759.1	XP_029037537.1
OG0004821	XP_034187344.1	XP_029039311.1
OG0004822	XP_034193405.1	XP_029037476.1
OG0004823	XP_034189309.1, XP_034189307.1	XP_029056597.1
OG0004824	XP_034188907.1	XP_029034360.1
OG0004825	XP_034172473.1, XP_034172474.1, XP_034172472.1	XP_029040386.1, XP_029040385.1
OG0004826	XP_034175893.1	XP_029046486.1, XP_029046487.1
OG0004827	XP_034176798.1	XP_029048726.1
OG0004828	XP_034175265.1	XP_029038283.1
OG0004829	XP_034183872.1	XP_029052422.1
OG0004830	XP_034190147.1	XP_029039910.1
OG0004831	XP_034179580.1	XP_029047736.1
OG0004832	XP_034196443.1, XP_034196441.1, XP_034196440.1	XP_029043660.1
OG0004833	XP_034186424.1	XP_029040292.1
OG0004834	XP_034181757.1	XP_029041016.1
OG0004835	XP_034186476.1	XP_029056256.1, XP_029056297.1
OG0004836	XP_034189512.1	XP_029033592.1
OG0004837	XP_034181089.1	XP_029044594.1
OG0004838	XP_034194719.1	XP_029033837.1
OG0004839	XP_034174231.1	XP_029048139.1
OG0004841	XP_034174941.1	XP_029044863.1
OG0004842	XP_034182626.1	XP_029033050.1
OG0004843	XP_034179035.1	XP_029047412.1
OG0004844	XP_034176124.1	XP_029046572.1
OG0004845	XP_034187756.1	XP_029035845.1
OG0004846	XP_034196410.1	XP_029051414.1
OG0004847	XP_034181853.1	XP_029046314.1
OG0004848	XP_034188216.1	XP_029052069.1
OG0004849	XP_034186040.1	XP_029052115.1
OG0004850	XP_034181942.1	XP_029032566.1
OG0004851	XP_034184354.1	XP_029035371.1
OG0004852	XP_034174515.1	XP_029032215.1
OG0004853	XP_034172432.1	XP_029055654.1
OG0004854	XP_034187688.1, XP_034187708.1	XP_029044842.1
OG0004855	XP_034187681.1	XP_029035869.1
OG0004856	XP_034187996.1	XP_029051789.1
OG0004857	XP_034189792.1	XP_029045594.1
OG0004858	XP_034176755.1	XP_029055755.1
OG0004859	XP_034179766.1	XP_029049292.1
OG0004860	XP_034183981.1	XP_029036435.1
OG0004861	XP_034171326.1	XP_029056567.1
OG0004862	XP_034177612.1	XP_029052506.1
OG0004863	XP_034188363.1	XP_029033836.1
OG0004864	XP_034184399.1	XP_029048000.1, XP_029047999.1
OG0004865	XP_034195940.1	XP_029042339.1, XP_029042294.1
OG0004866	XP_034186055.1	XP_029033466.1, XP_029033677.1
OG0004867	XP_034182082.1	XP_029040701.1
OG0004868	XP_034179446.1	XP_029044750.1
OG0004869	XP_034182663.1	XP_029049911.1, XP_029049910.1, XP_029049912.1
OG0004870	XP_034179787.1	XP_029049315.1
OG0004871	XP_034179468.1	XP_029056448.1
OG0004872	XP_034180197.1	XP_029038472.1
OG0004873	XP_034181272.1, XP_034181273.1	XP_029046293.1, XP_029046292.1
OG0004874	XP_034174471.1	XP_029034110.1
OG0004875	XP_034193112.1	XP_029049720.1
OG0004876	XP_034189310.1	XP_029031897.1
OG0004876	XP_034189311.1	XP_029031898.1
OG0004877	XP_034192375.1	XP_029054349.1
OG0004878	XP_034195495.1	XP_029050457.1
OG0004879	XP_034182304.1	XP_029037254.1
OG0004880	XP_034187914.1	XP_029051044.1
OG0004881	XP_034189080.1	XP_029036138.1
OG0004884	XP_034171022.1	XP_029034384.1
OG0004885	XP_034177473.1	XP_029048667.1
OG0004886	XP_034171944.1	XP_029056651.1, XP_029056653.1, XP_029056652.1
OG0004887	XP_034194507.1	XP_029050215.1
OG0004888	XP_034194349.1	XP_029049043.1, XP_029047679.1
OG0004890	XP_034178883.1	XP_029035260.1, XP_029035261.1
OG0004891	XP_034176865.1	XP_029046722.1
OG0004892	XP_034170939.1	XP_029041532.1
OG0004893	XP_034181618.1	XP_029046985.1
OG0004894	XP_034172224.1	XP_029035742.1
OG0004895	XP_034183370.1	XP_029047516.1
OG0004896	XP_034193841.1	XP_029050584.1
OG0004897	XP_034184184.1	XP_029054517.1
OG0004897	XP_034184180.1	XP_029054508.1
OG0004898	XP_034171291.1	XP_029031945.1
OG0004899	XP_034190454.1	XP_029050317.1
OG0004900	XP_034188827.1	XP_029034288.1
OG0004901	XP_034177607.1	XP_029052518.1
OG0004902	XP_034172544.1	XP_029038005.1
OG0004903	XP_034191843.1	XP_029050707.1
OG0004904	XP_034189205.1, XP_034189203.1, XP_034189204.1	XP_029034185.1, XP_029034186.1
OG0004907	XP_034189364.1	XP_029034134.1
OG0004908	XP_034177067.1	XP_029055849.1
OG0004909	XP_034180946.1	XP_029041072.1
OG0004910	XP_034180425.1	XP_029045428.1
OG0004911	XP_034191139.1	XP_029056139.1, XP_029056144.1
OG0004912	XP_034191876.1	XP_029043561.1
OG0004913	XP_034171464.1	XP_029052244.1
OG0004914	XP_034173771.1, XP_034173772.1	XP_029032443.1
OG0004915	XP_034173223.1, XP_034173224.1	XP_029038052.1, XP_029038051.1
OG0004916	XP_034173046.1	XP_029038107.1
OG0004917	XP_034187141.1	XP_029043038.1
OG0004918	XP_034177898.1	XP_029045731.1
OG0004919	XP_034181090.1	XP_029043768.1
OG0004920	XP_034192887.1	XP_029036383.1
OG0004921	XP_034172640.1	XP_029035731.1
OG0004922	XP_034185949.1	XP_029050561.1
OG0004923	XP_034191967.1	XP_029039216.1
OG0004924	XP_034185280.1	XP_029044257.1
OG0004925	XP_034185897.1	XP_029037724.1
OG0004926	XP_034172836.1	XP_029052621.1
OG0004927	XP_034178251.1	XP_029050357.1
OG0004928	XP_034177696.1	XP_029045740.1
OG0004929	XP_034192060.1	XP_029043478.1, XP_029043481.1
OG0004930	XP_034195275.1, XP_034195284.1, XP_034191470.1	XP_029043399.1
OG0004931	XP_034180836.1, XP_034180835.1	XP_029041922.1, XP_029041921.1
OG0004932	XP_034186248.1, XP_034186249.1	XP_029044560.1
OG0004934	XP_034178222.1	XP_029052822.1
OG0004934	XP_034178219.1	XP_029052823.1
OG0004935	XP_034179743.1	XP_029040733.1
OG0004937	XP_034172256.1	XP_029042499.1
OG0004938	XP_034183678.1	XP_029040487.1
OG0004939	XP_034175781.1	XP_029054006.1
OG0004940	XP_034178119.1	XP_029048583.1, XP_029048580.1, XP_029048582.1
OG0004941	XP_034188759.1, XP_034188758.1	XP_029034230.1, XP_029034231.1
OG0004942	XP_034183723.1	XP_029052627.1, XP_029052629.1
OG0004943	XP_034186448.1	XP_029040331.1
OG0004944	XP_034179688.1	XP_029044443.1
OG0004945	XP_034178910.1	XP_029044406.1
OG0004946	XP_034174704.1	XP_029045868.1
OG0004947	XP_034177204.1	XP_029042163.1
OG0004948	XP_034192424.1	XP_029053474.1
OG0004949	XP_034180144.1	XP_029032674.1, XP_029032677.1
OG0004950	XP_034189265.1	XP_029043228.1
OG0004951	XP_034193933.1	XP_029045986.1
OG0004952	XP_034176889.1	XP_029048245.1
OG0004954	XP_034176067.1, XP_034176060.1	XP_029055389.1, XP_029055388.1
OG0004955	XP_034171016.1	XP_029034425.1
OG0004956	XP_034179458.1	XP_029038923.1
OG0004957	XP_034191726.1	XP_029037598.1, XP_029037597.1, XP_029037596.1
OG0004958	XP_034172208.1	XP_029049459.1, XP_029049460.1
OG0004959	XP_034172386.1, XP_034172340.1	XP_029055659.1
OG0004960	XP_034190000.1	XP_029039905.1
OG0004961	XP_034196622.1	XP_029032143.1
OG0004962	XP_034192076.1	XP_029042517.1, XP_029042852.1, XP_029042844.1, XP_029042500.1, XP_029042510.1, XP_029042527.1, XP_029042826.1, XP_029042836.1
OG0004963	XP_034185212.1	XP_029033295.1
OG0004964	XP_034175975.1	XP_029050133.1
OG0004965	XP_034193843.1	XP_029036957.1
OG0004966	XP_034179298.1	XP_029052773.1
OG0004967	XP_034186833.1	XP_029038874.1, XP_029038875.1, XP_029038876.1, XP_029038877.1
OG0004968	XP_034194128.1	XP_029052649.1
OG0004968	XP_034194125.1	XP_029052648.1
OG0004969	XP_034189892.1	XP_029036774.1, XP_029036773.1
OG0004973	XP_034185425.1	XP_029033392.1
OG0004973	XP_034174629.1	XP_029054446.1, XP_029054445.1
OG0004976	XP_034189439.1	XP_029052290.1
OG0004977	XP_034191397.1	XP_029042284.1
OG0004978	XP_034185234.1	XP_029044215.1
OG0004979	XP_034193847.1	XP_029036955.1
OG0004980	XP_034194714.1	XP_029033798.1
OG0004981	XP_034179836.1	XP_029040160.1
OG0004982	XP_034184515.1	XP_029039243.1
OG0004983	XP_034192049.1	XP_029039076.1
OG0004984	XP_034191981.1	XP_029040268.1
OG0004985	XP_034185038.1	XP_029033360.1
OG0004986	XP_034185631.1	XP_029035099.1
OG0004987	XP_034185006.1	XP_029035127.1
OG0004988	XP_034183863.1	XP_029040436.1
OG0004989	XP_034171525.1	XP_029036234.1
OG0004990	XP_034190831.1	XP_029033242.1
OG0004993	XP_034195419.1	XP_029053471.1, XP_029053518.1
OG0004994	XP_034189763.1	XP_029045562.1
OG0004995	XP_034173324.1	XP_029038061.1
OG0004996	XP_034176862.1	XP_029043814.1
OG0004997	XP_034194116.1	XP_029039387.1
OG0004998	XP_034181289.1	XP_029046374.1
OG0004999	XP_034192036.1	XP_029039043.1
OG0005000	XP_034185190.1	XP_029035032.1
OG0005001	XP_034191976.1	XP_029052742.1, XP_029052741.1
OG0005002	XP_034176945.1	XP_029036499.1
OG0005003	XP_034176330.1	XP_029048464.1
OG0005004	XP_034194342.1	XP_029050237.1
OG0005005	XP_034187273.1	XP_029039274.1
OG0005006	XP_034181701.1	XP_029043719.1
OG0005007	XP_034188797.1	XP_029034276.1
OG0005008	XP_034183920.1	XP_029038753.1
OG0005009	XP_034187393.1	XP_029047445.1
OG0005010	XP_034184250.1	XP_029037333.1
OG0005011	XP_034189077.1, XP_034189078.1	XP_029044673.1
OG0005012	XP_034175676.1	XP_029042708.1
OG0005013	XP_034188599.1	XP_029052707.1
OG0005014	XP_034183548.1	XP_029047530.1
OG0005015	XP_034171972.1	XP_029041570.1
OG0005016	XP_034170857.1	XP_029056570.1
OG0005017	XP_034175369.1	XP_029046589.1
OG0005018	XP_034185564.1, XP_034185565.1, XP_034185566.1	XP_029044284.1
OG0005019	XP_034189300.1	XP_029043262.1
OG0005021	XP_034175424.1	XP_029046485.1
OG0005022	XP_034176802.1	XP_029048727.1
OG0005023	XP_034178109.1	XP_029051294.1
OG0005024	XP_034174205.1	XP_029047543.1
OG0005025	XP_034174211.1	XP_029048593.1
OG0005026	XP_034194526.1	XP_029050240.1
OG0005027	XP_034173205.1	XP_029038036.1
OG0005028	XP_034179387.1	XP_029047408.1
OG0005029	XP_034173423.1	XP_029052008.1
OG0005030	XP_034174276.1	XP_029046458.1
OG0005031	XP_034186396.1	XP_029040211.1
OG0005032	XP_034190507.1	XP_029046827.1
OG0005033	XP_034196555.1	XP_029048534.1
OG0005034	XP_034176306.1	XP_029037618.1
OG0005035	XP_034174923.1	XP_029038595.1
OG0005037	XP_034193461.1	XP_029055349.1, XP_029055348.1
OG0005038	XP_034186568.1	XP_029046640.1
OG0005039	XP_034192747.1	XP_029036445.1
OG0005040	XP_034194331.1	XP_029046185.1
OG0005041	XP_034191556.1	XP_029037399.1
OG0005042	XP_034192650.1	XP_029036579.1
OG0005043	XP_034193520.1, XP_034193519.1	XP_029045801.1, XP_029045800.1
OG0005044	XP_034174989.1	XP_029042719.1
OG0005045	XP_034182882.1, XP_034182883.1	XP_029038871.1
OG0005046	XP_034185025.1	XP_029052340.1
OG0005047	XP_034193524.1	XP_029045808.1
OG0005048	XP_034173444.1	XP_029035197.1
OG0005049	XP_034188282.1	XP_029044091.1, XP_029044092.1
OG0005050	XP_034187761.1	XP_029035851.1
OG0005051	XP_034177700.1	XP_029045742.1
OG0005053	XP_034178564.1	XP_029052389.1
OG0005054	XP_034171125.1	XP_029043688.1
OG0005055	XP_034175706.1	XP_029046542.1
OG0005056	XP_034171712.1	XP_029055869.1
OG0005057	XP_034179576.1	XP_029040883.1
OG0005058	XP_034173697.1, XP_034173698.1	XP_029046401.1
OG0005059	XP_034192033.1	XP_029039154.1
OG0005060	XP_034171285.1	XP_029031940.1
OG0005061	XP_034192832.1	XP_029036436.1
OG0005062	XP_034184504.1	XP_029038743.1
OG0005063	XP_034183179.1	XP_029034606.1
OG0005064	XP_034184463.1	XP_029047950.1
OG0005065	XP_034181415.1	XP_029041223.1
OG0005066	XP_034189261.1, XP_034189253.1	XP_029046941.1
OG0005067	XP_034171455.1	XP_029052259.1
OG0005068	XP_034187136.1	XP_029040265.1
OG0005069	XP_034191844.1	XP_029050708.1
OG0005070	XP_034172149.1	XP_029050907.1
OG0005071	XP_034183335.1	XP_029051580.1
OG0005072	XP_034179818.1	XP_029050022.1
OG0005073	XP_034179082.1	XP_029034752.1
OG0005074	XP_034182777.1	XP_029040628.1
OG0005075	XP_034182775.1	XP_029040623.1
OG0005076	XP_034194006.1	XP_029036691.1
OG0005077	XP_034196404.1	XP_029048124.1
OG0005078	XP_034194202.1	XP_029032522.1
OG0005079	XP_034172624.1, XP_034172625.1	XP_029040768.1
OG0005080	XP_034175854.1	XP_029038547.1
OG0005081	XP_034176537.1	XP_029038333.1
OG0005082	XP_034181075.1	XP_029041058.1
OG0005083	XP_034179690.1	XP_029044413.1
OG0005084	XP_034194419.1	XP_029046211.1
OG0005085	XP_034195922.1	XP_029055650.1
OG0005086	XP_034173803.1	XP_029032791.1
OG0005087	XP_034183936.1	XP_029038458.1
OG0005088	XP_034193337.1	XP_029040124.1
OG0005089	XP_034189120.1	XP_029053526.1
OG0005090	XP_034191192.1	XP_029042338.1
OG0005091	XP_034180641.1	XP_029032802.1
OG0005092	XP_034193725.1	XP_029036731.1
OG0005093	XP_034182111.1	XP_029047562.1
OG0005094	XP_034184098.1	XP_029053103.1
OG0005095	XP_034176548.1	XP_029055408.1
OG0005096	XP_034181409.1, XP_034181410.1	XP_029041155.1
OG0005097	XP_034178172.1	XP_029048588.1
OG0005098	XP_034195263.1, XP_034195254.1, XP_034195255.1	XP_029043339.1
OG0005099	XP_034177262.1	XP_029053040.1
OG0005100	XP_034171739.1, XP_034171738.1	XP_029056540.1
OG0005101	XP_034186284.1	XP_029054246.1
OG0005102	XP_034189609.1	XP_029039746.1
OG0005103	XP_034181461.1	XP_029038223.1
OG0005104	XP_034183353.1	XP_029034648.1
OG0005105	XP_034187519.1	XP_029035965.1
OG0005106	XP_034191117.1	XP_029048632.1
OG0005107	XP_034172645.1	XP_029048760.1
OG0005108	XP_034185403.1	XP_029033317.1
OG0005109	XP_034185375.1	XP_029035048.1
OG0005110	XP_034172307.1	XP_029037905.1, XP_029037904.1
OG0005111	XP_034191553.1	XP_029037397.1
OG0005112	XP_034194026.1	XP_029052797.1
OG0005113	XP_034187710.1	XP_029035940.1
OG0005114	XP_034182945.1	XP_029041659.1
OG0005115	XP_034191068.1	XP_029048609.1
OG0005116	XP_034186241.1	XP_029051148.1
OG0005117	XP_034188653.1	XP_029033780.1
OG0005118	XP_034188366.1	XP_029051745.1
OG0005119	XP_034191113.1	XP_029048630.1
OG0005120	XP_034186541.1	XP_029056163.1
OG0005121	XP_034174002.1	XP_029047613.1
OG0005122	XP_034193995.1	XP_029045909.1
OG0005123	XP_034179077.1	XP_029034843.1
OG0005124	XP_034182672.1	XP_029049921.1
OG0005125	XP_034190860.1	XP_029033194.1
OG0005126	XP_034192725.1	XP_029042880.1
OG0005127	XP_034176860.1	XP_029043851.1, XP_029043852.1
OG0005128	XP_034175611.1	XP_029038369.1
OG0005129	XP_034173833.1	XP_029053315.1
OG0005130	XP_034189507.1	XP_029040066.1
OG0005131	XP_034179168.1	XP_029040897.1
OG0005133	XP_034177235.1	XP_029053032.1
OG0005134	XP_034190278.1	XP_029046757.1
OG0005135	XP_034186332.1	XP_029039594.1
OG0005137	XP_034191707.1	XP_029037546.1
OG0005138	XP_034180671.1	XP_029041418.1
OG0005139	XP_034195890.1	XP_029038695.1
OG0005140	XP_034175220.1	XP_029035404.1
OG0005141	XP_034185258.1	XP_029049402.1
OG0005142	XP_034193996.1	XP_029045911.1
OG0005143	XP_034172475.1	XP_029040387.1
OG0005145	XP_034191233.1	XP_029045150.1
OG0005146	XP_034173800.1	XP_029035290.1
OG0005147	XP_034194141.1	XP_029041041.1
OG0005148	XP_034183000.1	XP_029041751.1
OG0005149	XP_034185354.1	XP_029044317.1
OG0005150	XP_034177878.1	XP_029055722.1
OG0005151	XP_034186453.1	XP_029040239.1
OG0005152	XP_034196166.1	XP_029039503.1, XP_029037232.1
OG0005153	XP_034190198.1	XP_029051899.1
OG0005154	XP_034175370.1	XP_029046590.1
OG0005155	XP_034180335.1	XP_029032748.1
OG0005156	XP_034179809.1	XP_029040218.1
OG0005157	XP_034182590.1	XP_029049554.1
OG0005158	XP_034181061.1	XP_029041243.1
OG0005159	XP_034173002.1	XP_029038067.1
OG0005160	XP_034195171.1	XP_029043591.1, XP_029043680.1
OG0005161	XP_034185217.1	XP_029052323.1
OG0005162	XP_034178340.1	XP_029049949.1, XP_029049948.1, XP_029049947.1
OG0005163	XP_034179038.1	XP_029034753.1
OG0005164	XP_034185356.1	XP_029044321.1
OG0005165	XP_034174972.1	XP_029050192.1
OG0005166	XP_034186441.1	XP_029040296.1
OG0005167	XP_034188768.1	XP_029034108.1
OG0005168	XP_034192850.1	XP_029036660.1
OG0005169	XP_034176625.1	XP_029050172.1
OG0005170	XP_034184171.1	XP_029051683.1
OG0005171	XP_034185555.1	XP_029044278.1
OG0005172	XP_034178031.1	XP_029044487.1
OG0005173	XP_034183851.1	XP_029040432.1
OG0005174	XP_034192867.1	XP_029036680.1
OG0005175	XP_034174670.1	XP_029053375.1, XP_029053374.1
OG0005176	XP_034195527.1	XP_029048004.1
OG0005177	XP_034187635.1	XP_029035827.1
OG0005178	XP_034178913.1	XP_029044412.1
OG0005179	XP_034183032.1	XP_029041653.1
OG0005180	XP_034195380.1	XP_029050484.1
OG0005181	XP_034184683.1	XP_029051509.1
OG0005182	XP_034175782.1	XP_029035475.1
OG0005183	XP_034193807.1	XP_029036998.1
OG0005184	XP_034171066.1	XP_029032059.1
OG0005185	XP_034179368.1	XP_029034784.1
OG0005186	XP_034186267.1	XP_029047692.1
OG0005187	XP_034177872.1	XP_029042049.1
OG0005188	XP_034174448.1, XP_034174447.1	XP_029033264.1
OG0005189	XP_034190318.1	XP_029047154.1
OG0005190	XP_034185154.1	XP_029034996.1, XP_029034995.1
OG0005191	XP_034183141.1, XP_034183142.1	XP_029049420.1
OG0005192	XP_034186342.1	XP_029040221.1
OG0005193	XP_034192808.1	XP_029036432.1
OG0005194	XP_034179935.1	XP_029040256.1
OG0005195	XP_034196149.1	XP_029043883.1
OG0005196	XP_034190937.1	XP_029045220.1
OG0005197	XP_034183666.1	XP_029040480.1
OG0005198	XP_034184756.1	XP_029051561.1
OG0005199	XP_034195844.1	XP_029055610.1
OG0005200	XP_034184663.1	XP_029035061.1
OG0005201	XP_034189312.1	XP_029031966.1
OG0005202	XP_034189600.1	XP_029033696.1, XP_029033616.1
OG0005203	XP_034181221.1, XP_034181222.1	XP_029041306.1, XP_029041307.1
OG0005204	XP_034195875.1	XP_029040100.1
OG0005205	XP_034174005.1	XP_029047624.1
OG0005206	XP_034173162.1	XP_029049515.1
OG0005207	XP_034171192.1	XP_029031889.1
OG0005208	XP_034173921.1	XP_029035571.1
OG0005209	XP_034191914.1	XP_029039100.1
OG0005210	XP_034179207.1, XP_034179206.1	XP_029040892.1
OG0005211	XP_034187700.1	XP_029035857.1
OG0005212	XP_034190120.1	XP_029039984.1
OG0005213	XP_034182234.1	XP_029037111.1
OG0005214	XP_034190199.1	XP_029051900.1
OG0005215	XP_034184725.1	XP_029052947.1
OG0005216	XP_034183768.1	XP_029040565.1
OG0005217	XP_034194146.1	XP_029050120.1
OG0005218	XP_034176101.1	XP_029046549.1
OG0005219	XP_034191561.1	XP_029039091.1
OG0005220	XP_034174451.1	XP_029033464.1
OG0005221	XP_034174141.1	XP_029053308.1
OG0005222	XP_034183085.1	XP_029049600.1
OG0005223	XP_034196588.1	XP_029032119.1
OG0005225	XP_034183450.1	XP_029052427.1
OG0005226	XP_034184349.1	XP_029047997.1
OG0005227	XP_034183764.1	XP_029037030.1
OG0005228	XP_034182083.1	XP_029040584.1, XP_029040585.1
OG0005229	XP_034172407.1	XP_029033977.1
OG0005230	XP_034180664.1	XP_029043335.1
OG0005231	XP_034186992.1	XP_029049834.1
OG0005232	XP_034176781.1, XP_034176780.1	XP_029048725.1
OG0005233	XP_034176155.1	XP_029050193.1
OG0005234	XP_034175889.1	XP_029046608.1
OG0005235	XP_034190994.1	XP_029045149.1
OG0005236	XP_034180095.1	XP_029039408.1
OG0005238	XP_034171074.1	XP_029031918.1
OG0005239	XP_034190917.1	XP_029042489.1
OG0005240	XP_034184473.1	XP_029038802.1
OG0005241	XP_034193236.1	XP_029049680.1
OG0005242	XP_034191208.1	XP_029042264.1
OG0005243	XP_034173458.1	XP_029051943.1
OG0005244	XP_034170880.1	XP_029036201.1
OG0005245	XP_034190368.1	XP_029046938.1
OG0005246	XP_034181961.1	XP_029047597.1
OG0005248	XP_034182313.1	XP_029037033.1
OG0005249	XP_034180433.1	XP_029045446.1
OG0005250	XP_034175173.1	XP_029037367.1
OG0005251	XP_034181990.1	XP_029037037.1
OG0005252	XP_034184968.1	XP_029034892.1
OG0005253	XP_034191886.1	XP_029043352.1
OG0005254	XP_034172742.1	XP_029034076.1
OG0005255	XP_034187649.1	XP_029035884.1
OG0005256	XP_034181846.1	XP_029041161.1
OG0005257	XP_034186027.1, XP_034186026.1	XP_029047717.1
OG0005258	XP_034176636.1	XP_029050181.1
OG0005259	XP_034180927.1	XP_029044603.1
OG0005260	XP_034183790.1	XP_029034450.1
OG0005261	XP_034185000.1	XP_029035119.1
OG0005262	XP_034182132.1	XP_029040666.1
OG0005263	XP_034189271.1, XP_034189270.1	XP_029043061.1
OG0005264	XP_034175236.1	XP_029049180.1
OG0005265	XP_034173393.1	XP_029050283.1
OG0005266	XP_034173231.1	XP_029044925.1
OG0005267	XP_034180279.1	XP_029038497.1
OG0005268	XP_034189386.1	XP_029056590.1
OG0005269	XP_034195004.1	XP_029038608.1
OG0005270	XP_034193879.1	XP_029045968.1
OG0005271	XP_034173483.1	XP_029051725.1
OG0005272	XP_034191232.1	XP_029037738.1
OG0005273	XP_034193751.1	XP_029052485.1
OG0005274	XP_034180037.1	XP_029041792.1
OG0005275	XP_034185561.1	XP_029044282.1
OG0005276	XP_034193218.1	XP_029049677.1
OG0005277	XP_034192467.1	XP_029053168.1
OG0005278	XP_034181477.1	XP_029046309.1
OG0005280	XP_034183784.1	XP_029034497.1
OG0005281	XP_034171449.1	XP_029052239.1
OG0005282	XP_034178944.1	XP_029052578.1
OG0005283	XP_034177183.1	XP_029043847.1
OG0005284	XP_034185245.1	XP_029044292.1
OG0005285	XP_034194150.1	XP_029041056.1
OG0005286	XP_034181211.1	XP_029041097.1
OG0005287	XP_034189980.1	XP_029039726.1
OG0005288	XP_034187939.1	XP_029047494.1
OG0005290	XP_034187138.1	XP_029043041.1
OG0005291	XP_034193452.1	XP_029051332.1
OG0005292	XP_034175690.1	XP_029046534.1
