Orthogroup	Osmia_lignaria	Solenopsis_invicta
OG0003286	XP_034181398.1	XP_011172787.1
OG0003287	XP_034174465.1	XP_011170207.1
OG0003288	XP_034177661.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	XP_034185560.1	XP_011172029.1
OG0003290	XP_034196014.1	XP_025995658.1
OG0003291	XP_034178233.1	XP_039309531.1
OG0003292	XP_034188214.1	XP_011160448.1
OG0003293	XP_034177632.1	XP_011170009.2
OG0003294	XP_034194401.1	XP_011158205.1
OG0003295	XP_034177685.1	XP_025996047.1
OG0003296	XP_034186242.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_034177104.1	XP_011159799.1
OG0003298	XP_034195528.1	XP_011166722.1
OG0003299	XP_034173787.1, XP_034173786.1	XP_011173483.1
OG0003300	XP_034174275.1	XP_025987586.1
OG0003301	XP_034171305.1	XP_011164776.1
OG0003302	XP_034192127.1	XP_011158512.1
OG0003303	XP_034183329.1	XP_011171925.2
OG0003304	XP_034187548.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_034185470.1	XP_011175834.3
OG0003306	XP_034171716.1, XP_034171715.1, XP_034171717.1, XP_034171714.1	XP_011172126.1
OG0003307	XP_034183575.1	XP_011167011.1
OG0003308	XP_034190996.1, XP_034190995.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_034186093.1	XP_011168906.2
OG0003310	XP_034172501.1	XP_011165500.1
OG0003310	XP_034172506.1	XP_011165498.1
OG0003311	XP_034188433.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_034173709.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_034178649.1, XP_034178650.1	XP_011161540.1
OG0003314	XP_034176692.1	XP_011164791.1
OG0003315	XP_034178032.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_034185870.1, XP_034185869.1, XP_034185868.1	XP_025993577.1, XP_025993576.1
OG0003317	XP_034173830.1, XP_034173829.1	XP_011160844.1
OG0003318	XP_034195855.1	XP_011157698.2
OG0003319	XP_034194001.1	XP_011175694.2
OG0003320	XP_034186087.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_034194520.1	XP_011176131.2
OG0003322	XP_034171458.1	XP_011161126.1
OG0003323	XP_034183749.1	XP_011161263.2
OG0003324	XP_034182880.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_034170949.1	XP_011158710.2
OG0003326	XP_034171740.1, XP_034171744.1	XP_039302623.1, XP_011172122.2
OG0003327	XP_034188481.1	XP_011175417.1
OG0003328	XP_034183264.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_034184170.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_034193683.1	XP_011167875.2
OG0003331	XP_034174434.1	XP_011159846.2
OG0003332	XP_034181714.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_034174884.1, XP_034174870.1, XP_034174869.1, XP_034174873.1	XP_011158520.1
OG0003334	XP_034186091.1	XP_011169583.1
OG0003335	XP_034186539.1	XP_011157678.1
OG0003336	XP_034187934.1	XP_039303355.1, XP_039303356.1
OG0003337	XP_034194790.1	XP_011156887.1
OG0003339	XP_034187876.1	XP_025985974.1
OG0003340	XP_034175270.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_034186966.1, XP_034186964.1, XP_034186963.1, XP_034186965.1	XP_011165296.1
OG0003342	XP_034191793.1	XP_011174123.2
OG0003343	XP_034179772.1	XP_011163557.1
OG0003344	XP_034186389.1	XP_011159547.2
OG0003345	XP_034175115.1	XP_011168568.1
OG0003346	XP_034182836.1	XP_011155405.1, XP_011155404.1
OG0003346	XP_034182840.1	XP_039308875.1
OG0003347	XP_034174078.1	XP_011170910.2
OG0003348	XP_034196215.1	XP_011176150.1
OG0003349	XP_034177899.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_034176866.1	XP_011160433.1
OG0003351	XP_034189957.1	XP_011169159.1
OG0003352	XP_034180778.1	XP_011167129.1
OG0003353	XP_034182842.1	XP_011157096.2
OG0003354	XP_034183808.1, XP_034183809.1	XP_011159300.1
OG0003355	XP_034184339.1	XP_011156616.1
OG0003356	XP_034191174.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_034177203.1, XP_034177201.1	XP_011159385.1
OG0003358	XP_034182268.1	XP_011170985.1
OG0003359	XP_034195730.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_034172721.1	XP_011169214.1
OG0003361	XP_034183355.1	XP_011163184.1
OG0003362	XP_034176186.1	XP_011176208.1
OG0003363	XP_034171754.1	XP_011171184.1
OG0003364	XP_034189546.1	XP_011171477.2
OG0003365	XP_034182806.1	XP_011155996.2
OG0003366	XP_034171254.1	XP_011166272.1
OG0003367	XP_034178988.1	XP_011160030.1
OG0003368	XP_034176090.1	XP_025993586.2
OG0003369	XP_034177349.1	XP_025995082.1
OG0003370	XP_034189256.1, XP_034189255.1	XP_039305562.1
OG0003371	XP_034178051.1	XP_011168317.1
OG0003372	XP_034188512.1	XP_011170932.2
OG0003374	XP_034177350.1	XP_011170848.1
OG0003376	XP_034189320.1	XP_011158846.1
OG0003377	XP_034188635.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_034191372.1	XP_011158424.1
OG0003379	XP_034178493.1	XP_011164032.1
OG0003380	XP_034191311.1, XP_034191310.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_034170944.1	XP_011170706.1
OG0003382	XP_034178924.1	XP_011170060.1
OG0003383	XP_034180054.1	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_034178388.1	XP_025993031.2
OG0003385	XP_034172582.1, XP_034172581.1	XP_011167382.1
OG0003387	XP_034196712.1, XP_034196711.1	XP_011158923.1
OG0003388	XP_034178497.1	XP_011164028.1
OG0003389	XP_034188153.1	XP_039308685.1
OG0003390	XP_034183140.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_034180052.1	XP_025987860.2
OG0003392	XP_034179846.1, XP_034179845.1	XP_025991945.2
OG0003393	XP_034175736.1	XP_011175706.1
OG0003394	XP_034182713.1, XP_034182714.1	XP_011168554.1
OG0003395	XP_034189131.1, XP_034189132.1, XP_034189133.1, XP_034189134.1, XP_034189130.1	XP_011162479.1
OG0003397	XP_034190764.1	XP_039310081.1
OG0003398	XP_034176473.1	XP_039312685.1
OG0003399	XP_034177659.1, XP_034177658.1	XP_011172373.2
OG0003400	XP_034182023.1, XP_034182025.1	XP_011167556.3
OG0003401	XP_034192181.1	XP_011159605.1
OG0003402	XP_034180362.1	XP_011158523.1
OG0003403	XP_034175430.1	XP_011173152.1
OG0003404	XP_034188387.1	XP_039315476.1
OG0003405	XP_034171314.1	XP_025996980.1
OG0003406	XP_034187595.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_034191578.1	XP_011162767.2
OG0003408	XP_034174213.1	XP_025988007.1
OG0003409	XP_034189036.1, XP_034189038.1, XP_034189037.1, XP_034189039.1	XP_011168025.1
OG0003410	XP_034189393.1	XP_011169045.1
OG0003411	XP_034172550.1	XP_011169030.1
OG0003412	XP_034177438.1	XP_011166294.1
OG0003413	XP_034171665.1	XP_039302638.1
OG0003414	XP_034191410.1	XP_011161029.1
OG0003415	XP_034176616.1	XP_011175488.1
OG0003416	XP_034191693.1	XP_011166755.1
OG0003417	XP_034181184.1	XP_039304476.1, XP_039304478.1
OG0003418	XP_034182021.1, XP_034194736.1	XP_011167758.1
OG0003419	XP_034175888.1	XP_025996837.1
OG0003420	XP_034189059.1	XP_011169674.1
OG0003421	XP_034181136.1	XP_011175711.1
OG0003422	XP_034177073.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_034182544.1, XP_034182543.1	XP_011159326.2
OG0003424	XP_034185876.1	XP_011159090.1
OG0003425	XP_034196373.1	XP_011163075.1
OG0003426	XP_034181785.1	XP_025988070.1, XP_025988071.1
OG0003427	XP_034193285.1	XP_011163689.1
OG0003428	XP_034187021.1	XP_011167947.1
OG0003429	XP_034190659.1	XP_025995548.1
OG0003431	XP_034187727.1, XP_034187728.1	XP_011172180.1, XP_039303289.1
OG0003432	XP_034181158.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_034175601.1	XP_011159440.1
OG0003434	XP_034188268.1	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_034182262.1	XP_011163900.2
OG0003436	XP_034176444.1, XP_034176445.1, XP_034176446.1, XP_034176443.1	XP_011168469.2
OG0003437	XP_034175256.1	XP_011157667.1
OG0003438	XP_034177287.1	XP_011155524.2
OG0003439	XP_034185616.1	XP_025994536.1
OG0003442	XP_034175214.1	XP_039312379.1
OG0003443	XP_034187607.1	XP_011165646.1
OG0003444	XP_034178163.1	XP_025987672.2
OG0003445	XP_034171493.1	XP_039302293.1
OG0003446	XP_034187200.1	XP_011155390.1
OG0003447	XP_034180467.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_034191104.1, XP_034191114.1, XP_034191122.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_034171460.1, XP_034171452.1	XP_011160159.1
OG0003450	XP_034188526.1	XP_011155610.2
OG0003451	XP_034170994.1, XP_034170993.1	XP_011172134.1
OG0003452	XP_034180478.1, XP_034180470.1	XP_011156026.1
OG0003453	XP_034176326.1	XP_039315183.1
OG0003454	XP_034180914.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_034192497.1	XP_011168917.1
OG0003456	XP_034171939.1, XP_034171938.1	XP_011162716.1
OG0003457	XP_034195653.1	XP_011166944.1
OG0003458	XP_034193478.1, XP_034193477.1	XP_025995460.1
OG0003459	XP_034183952.1	XP_011161898.1
OG0003460	XP_034188814.1	XP_011162632.1
OG0003461	XP_034191616.1, XP_034191608.1	XP_025991213.1
OG0003462	XP_034176488.1	XP_025993799.2
OG0003463	XP_034186222.1	XP_011160595.1
OG0003464	XP_034172129.1	XP_011165321.1
OG0003465	XP_034186769.1	XP_011173159.1
OG0003466	XP_034190208.1	XP_011172223.1
OG0003467	XP_034187901.1	XP_025987392.1
OG0003468	XP_034190865.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_034193015.1	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003471	XP_034187930.1, XP_034187931.1, XP_034187932.1	XP_039308449.1
OG0003472	XP_034188584.1, XP_034188587.1, XP_034188586.1, XP_034188585.1	XP_025995638.1
OG0003473	XP_034193459.1	XP_011162299.1
OG0003474	XP_034174015.1	XP_011167328.1
OG0003475	XP_034183925.1	XP_011166400.1
OG0003476	XP_034193537.1	XP_025991918.2
OG0003477	XP_034186257.1	XP_011161639.1
OG0003478	XP_034184762.1	XP_039301857.1
OG0003479	XP_034183661.1	XP_039304625.1
OG0003480	XP_034171268.1	XP_011163009.2
OG0003481	XP_034186008.1	XP_011168227.1
OG0003482	XP_034195510.1	XP_039308503.1
OG0003483	XP_034176893.1, XP_034176894.1	XP_011167627.1
OG0003484	XP_034195451.1	XP_011175536.1
OG0003485	XP_034192852.1	XP_011160665.1
OG0003486	XP_034182613.1	XP_011176014.1
OG0003487	XP_034190356.1	XP_039312962.1
OG0003488	XP_034177482.1	XP_011172280.1, XP_011172281.1
OG0003489	XP_034173011.1	XP_011171151.1
OG0003490	XP_034184782.1, XP_034184781.1, XP_034184783.1	XP_011157908.1
OG0003491	XP_034187532.1	XP_025988848.1
OG0003492	XP_034192482.1	XP_011162771.1
OG0003493	XP_034175733.1	XP_011168044.1
OG0003494	XP_034185111.1	XP_039309299.1, XP_039309208.1
OG0003495	XP_034193679.1	XP_011174335.1
OG0003496	XP_034172840.1	XP_025993632.2
OG0003497	XP_034172945.1, XP_034172947.1	XP_011156399.1
OG0003498	XP_034172587.1	XP_011165874.1
OG0003499	XP_034171272.1	XP_039310463.1
OG0003500	XP_034176097.1	XP_039305410.1
OG0003501	XP_034181431.1	XP_011160315.1
OG0003502	XP_034181245.1, XP_034181228.1, XP_034181235.1	XP_011173216.1
OG0003503	XP_034182719.1	XP_011158197.1
OG0003504	XP_034190948.1, XP_034190949.1	XP_039305633.1
OG0003506	XP_034196624.1, XP_034196623.1	XP_011161084.2
OG0003507	XP_034180646.1	XP_011161240.1
OG0003508	XP_034175663.1	XP_011161847.2
OG0003509	XP_034170812.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_034173014.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_034193237.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_034176311.1	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_034185903.1	XP_025993404.1
OG0003514	XP_034175263.1, XP_034175264.1	XP_011172359.1
OG0003515	XP_034177092.1	XP_025994886.1
OG0003516	XP_034175969.1	XP_011157782.1
OG0003517	XP_034176159.1	XP_011157243.1
OG0003518	XP_034193283.1	XP_025993845.1
OG0003519	XP_034185646.1	XP_011157485.2
OG0003520	XP_034188272.1	XP_025987458.1
OG0003521	XP_034175083.1	XP_025994590.1
OG0003522	XP_034181845.1	XP_011170188.1
OG0003523	XP_034189028.1	XP_011159133.3
OG0003524	XP_034190538.1	XP_011159594.2
OG0003525	XP_034194034.1	XP_011157508.1
OG0003526	XP_034195262.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_034174755.1	XP_011164994.2
OG0003528	XP_034192095.1	XP_025994598.1
OG0003529	XP_034182547.1, XP_034182549.1, XP_034182546.1	XP_011157905.1
OG0003530	XP_034193883.1	XP_011164666.1
OG0003531	XP_034178091.1, XP_034178092.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_034190841.1, XP_034190838.1	XP_011175391.1
OG0003533	XP_034195639.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_034179025.1	XP_025993470.2
OG0003535	XP_034194912.1, XP_034194913.1	XP_025996198.1
OG0003536	XP_034184510.1	XP_011161902.1
OG0003537	XP_034178187.1	XP_039309256.1
OG0003538	XP_034183919.1	XP_011168937.1
OG0003539	XP_034172648.1	XP_039308016.1
OG0003540	XP_034174314.1	XP_011170944.1
OG0003541	XP_034193314.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_034173716.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_034196504.1	XP_011158692.1
OG0003544	XP_034186552.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_034178665.1	XP_025990427.1
OG0003546	XP_034172460.1	XP_025993446.1
OG0003547	XP_034196673.1, XP_034196671.1	XP_011158646.1
OG0003548	XP_034193497.1	XP_025988074.1
OG0003549	XP_034183825.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_034173689.1, XP_034173690.1	XP_011162120.1, XP_011162121.1
OG0003551	XP_034191930.1	XP_039301798.1
OG0003552	XP_034182566.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_034186261.1	XP_011161755.2
OG0003554	XP_034185502.1	XP_039308532.1
OG0003555	XP_034188662.1	XP_025995357.2
OG0003556	XP_034185596.1, XP_034185595.1	XP_025993106.2
OG0003557	XP_034177913.1	XP_011164774.2
OG0003558	XP_034175577.1	XP_039309560.1
OG0003559	XP_034184042.1	XP_025986435.1
OG0003560	XP_034174840.1	XP_025988610.2
OG0003561	XP_034187041.1, XP_034187042.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_034186793.1, XP_034186791.1	XP_011155379.1
OG0003563	XP_034172272.1	XP_039310060.1
OG0003564	XP_034178044.1	XP_011167702.1
OG0003565	XP_034184037.1	XP_011156156.1
OG0003566	XP_034191535.1, XP_034191536.1	XP_039315677.1
OG0003567	XP_034177259.1, XP_034177260.1	XP_011172274.1
OG0003568	XP_034175768.1	XP_039312274.1
OG0003569	XP_034175816.1	XP_039312335.1
OG0003570	XP_034191584.1	XP_025991364.2
OG0003571	XP_034179451.1	XP_011164706.1
OG0003572	XP_034193797.1	XP_011166886.1
OG0003573	XP_034173845.1	XP_025994936.2
OG0003574	XP_034189044.1	XP_011156360.1
OG0003575	XP_034196517.1, XP_034196518.1, XP_034196516.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_034186003.1, XP_034186004.1, XP_034186005.1, XP_034186006.1	XP_011168218.1
OG0003577	XP_034183535.1, XP_034183536.1	XP_011160828.1
OG0003578	XP_034189332.1	XP_011164006.1
OG0003579	XP_034172427.1	XP_011158500.2
OG0003580	XP_034185486.1	XP_025996659.1
OG0003581	XP_034195598.1	XP_025992672.1
OG0003582	XP_034171512.1	XP_025986840.2
OG0003583	XP_034182657.1	XP_011170583.1
OG0003584	XP_034190230.1	XP_011164677.1
OG0003585	XP_034175091.1, XP_034175092.1	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_034174536.1	XP_011158129.1
OG0003587	XP_034191945.1, XP_034191946.1, XP_034191947.1, XP_034191944.1	XP_011169932.2
OG0003588	XP_034177589.1	XP_011159472.1
OG0003589	XP_034194091.1	XP_025989716.1
OG0003591	XP_034173844.1	XP_011161385.1
OG0003592	XP_034196082.1	XP_025996466.1
OG0003593	XP_034195612.1	XP_039301872.1
OG0003595	XP_034179267.1, XP_034179268.1, XP_034179266.1	XP_011169380.1
OG0003596	XP_034181066.1	XP_025992260.1
OG0003597	XP_034182551.1	XP_025991864.1
OG0003598	XP_034183990.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_034184116.1	XP_011161508.1
OG0003600	XP_034195831.1, XP_034195833.1	XP_025993030.2
OG0003601	XP_034177486.1, XP_034177488.1, XP_034177487.1	XP_011172202.1
OG0003602	XP_034192265.1, XP_034178148.1, XP_034178803.1	XP_025994604.1
OG0003603	XP_034193274.1	XP_011169059.2
OG0003604	XP_034187231.1, XP_034187230.1, XP_034187233.1, XP_034187232.1	XP_039315300.1, XP_011161130.2
OG0003605	XP_034190228.1	XP_039306480.1
OG0003606	XP_034189588.1	XP_011155340.1
OG0003607	XP_034187144.1	XP_039314608.1
OG0003608	XP_034187624.1	XP_039305257.1
OG0003609	XP_034195781.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_034188474.1	XP_011175415.1
OG0003611	XP_034176261.1, XP_034176260.1	XP_011174238.1
OG0003613	XP_034194276.1, XP_034194275.1	XP_011168513.1
OG0003615	XP_034177079.1	XP_011155661.1
OG0003616	XP_034175207.1	XP_011173105.1, XP_039303022.1
OG0003618	XP_034179132.1	XP_011167752.1
OG0003619	XP_034190018.1	XP_025996652.1
OG0003620	XP_034174360.1	XP_011173558.2
OG0003621	XP_034184684.1	XP_011167271.2
OG0003622	XP_034186714.1	XP_025993016.2
OG0003623	XP_034178110.1	XP_011166561.2
OG0003624	XP_034174244.1	XP_011173629.1
OG0003625	XP_034180417.1	XP_039310576.1
OG0003626	XP_034179895.1	XP_039314948.1
OG0003627	XP_034184680.1	XP_011163417.2
OG0003628	XP_034184153.1	XP_011166426.1
OG0003629	XP_034179764.1	XP_011166897.1, XP_011166898.1
OG0003630	XP_034187861.1	XP_025986522.1
OG0003631	XP_034188479.1, XP_034188480.1	XP_011157082.3
OG0003632	XP_034171727.1	XP_025992165.2
OG0003633	XP_034187247.1, XP_034187248.1	XP_025987589.2
OG0003634	XP_034192431.1	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	XP_034195470.1, XP_034195468.1	XP_039314897.1
OG0003636	XP_034178480.1, XP_034178478.1	XP_025986658.2
OG0003637	XP_034171208.1	XP_039305221.1
OG0003638	XP_034183572.1	XP_025985884.1
OG0003639	XP_034174971.1	XP_011167928.1
OG0003640	XP_034175707.1	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	XP_034185448.1	XP_025988954.1
OG0003642	XP_034185200.1, XP_034185201.1	XP_039313749.1
OG0003643	XP_034178259.1, XP_034178260.1	XP_011157048.2
OG0003644	XP_034191601.1	XP_011161160.1
OG0003645	XP_034188161.1	XP_039312324.1
OG0003646	XP_034185965.1, XP_034185964.1	XP_039305230.1
OG0003647	XP_034194267.1, XP_034194098.1	XP_025996645.2
OG0003648	XP_034191723.1, XP_034191722.1, XP_034191724.1	XP_011166759.1
OG0003649	XP_034187217.1	XP_011170222.1
OG0003650	XP_034194718.1	XP_039312443.1
OG0003651	XP_034192794.1	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1
OG0003652	XP_034196571.1, XP_034196572.1, XP_034196570.1	XP_011158767.1
OG0003653	XP_034194504.1, XP_034194503.1	XP_011167346.2
OG0003654	XP_034171360.1	XP_039302559.1
OG0003655	XP_034173601.1	XP_039308408.1, XP_039308409.1
OG0003656	XP_034194759.1, XP_034194760.1	XP_011159123.2
OG0003657	XP_034191250.1	XP_039308354.1
OG0003658	XP_034195113.1	XP_011155629.1, XP_011155630.1, XP_039302693.1
OG0003660	XP_034183529.1, XP_034183525.1	XP_011176058.1, XP_039312999.1
OG0003661	XP_034184446.1	XP_011170494.3
OG0003662	XP_034193922.1, XP_034193929.1, XP_034193939.1, XP_034193920.1	XP_011175688.1
OG0003663	XP_034183050.1	XP_039306921.1
OG0003664	XP_034196009.1, XP_034196011.1	XP_011164276.1
OG0003665	XP_034195093.1	XP_011166929.1, XP_011166930.1
OG0003666	XP_034195413.1	XP_011166717.1
OG0003667	XP_034180926.1	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1
OG0003668	XP_034175464.1	XP_039312702.1, XP_011169131.1
OG0003669	XP_034178711.1, XP_034178710.1	XP_011168002.1
OG0003670	XP_034175829.1	XP_039312486.1
OG0003671	XP_034182434.1	XP_025995824.1
OG0003672	XP_034176799.1	XP_039314297.1
OG0003673	XP_034187083.1	XP_011159485.1, XP_011159484.1
OG0003674	XP_034174912.1	XP_011175340.1
OG0003675	XP_034171368.1	XP_011167135.2
OG0003676	XP_034183903.1	XP_011163394.2
OG0003677	XP_034177289.1	XP_011176185.1
OG0003678	XP_034174647.1	XP_011163744.2
OG0003679	XP_034178465.1	XP_011169854.1, XP_011169848.1, XP_011169843.1
OG0003680	XP_034189539.1	XP_025991771.1
OG0003681	XP_034187998.1	XP_011158579.1
OG0003682	XP_034183746.1	XP_011159235.1
OG0003683	XP_034188911.1	XP_011158808.1
OG0003684	XP_034195253.1, XP_034195252.1	XP_011164943.1
OG0003685	XP_034195286.1, XP_034195258.1	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1
OG0003686	XP_034196353.1	XP_025985905.2
OG0003687	XP_034173410.1	XP_011165752.1
OG0003688	XP_034193646.1	XP_011160014.1, XP_025989235.1
OG0003689	XP_034189589.1	XP_011171886.1
OG0003690	XP_034177074.1	XP_039303242.1, XP_011170696.1
OG0003691	XP_034181426.1, XP_034181423.1	XP_025993189.2
OG0003692	XP_034174025.1, XP_034174026.1	XP_025986560.1
OG0003694	XP_034178335.1	XP_025994039.2
OG0003695	XP_034182558.1	XP_011169446.1
OG0003696	XP_034196670.1, XP_034196667.1, XP_034196662.1, XP_034196661.1	XP_039308599.1, XP_039308617.1
OG0003697	XP_034183081.1	XP_039308387.1
OG0003699	XP_034179184.1	XP_011174388.1, XP_011174393.1, XP_025987261.1
OG0003700	XP_034193374.1, XP_034193373.1	XP_011169128.1
OG0003701	XP_034173344.1, XP_034173350.1, XP_034173349.1	XP_011165358.1, XP_011165355.1
OG0003702	XP_034186978.1	XP_039305182.1
OG0003703	XP_034176779.1	XP_011170385.1
OG0003704	XP_034189011.1, XP_034189008.1	XP_025991981.2
OG0003705	XP_034190596.1	XP_025987913.1
OG0003706	XP_034191866.1	XP_011155353.2
OG0003709	XP_034187483.1	XP_011163619.1
OG0003710	XP_034182824.1, XP_034182825.1	XP_011168792.1
OG0003711	XP_034191236.1	XP_011172335.1
OG0003712	XP_034183704.1	XP_011157010.1
OG0003713	XP_034194287.1	XP_011168517.1
OG0003714	XP_034192509.1	XP_011162592.1
OG0003715	XP_034172154.1	XP_039313058.1
OG0003716	XP_034191704.1	XP_025995556.1
OG0003717	XP_034189141.1	XP_011170723.1
OG0003718	XP_034183627.1, XP_034183628.1	XP_025988831.1
OG0003719	XP_034185921.1, XP_034185919.1, XP_034185920.1	XP_025993392.1
OG0003720	XP_034178426.1	XP_011158067.1
OG0003721	XP_034185157.1	XP_025989283.1
OG0003722	XP_034172524.1	XP_011175703.1
OG0003723	XP_034171580.1, XP_034171578.1, XP_034171579.1	XP_011158661.1
OG0003724	XP_034190299.1	XP_011158968.1
OG0003725	XP_034187045.1	XP_025993111.1
OG0003726	XP_034192866.1, XP_034192865.1	XP_025996015.1
OG0003728	XP_034177554.1	XP_011169739.1
OG0003729	XP_034189673.1	XP_011165154.1
OG0003730	XP_034189985.1	XP_011165842.1
OG0003731	XP_034188513.1	XP_011164522.1
OG0003732	XP_034188801.1	XP_011156365.1
OG0003733	XP_034189761.1	XP_011163524.2
OG0003734	XP_034192053.1	XP_039307129.1, XP_025994362.1
OG0003735	XP_034179375.1	XP_011161972.1
OG0003736	XP_034194394.1	XP_011169470.1
OG0003737	XP_034173101.1	XP_011157966.1
OG0003738	XP_034177164.1	XP_011169742.1
OG0003739	XP_034193917.1, XP_034193918.1	XP_011164693.1
OG0003740	XP_034193726.1, XP_034193728.1, XP_034193727.1	XP_025991922.1
OG0003741	XP_034188960.1	XP_011174019.1
OG0003742	XP_034174856.1	XP_011161409.1
OG0003743	XP_034173831.1	XP_011172362.1
OG0003744	XP_034193534.1	XP_011172220.1
OG0003745	XP_034182618.1	XP_011171823.1
OG0003746	XP_034177022.1	XP_039304457.1
OG0003747	XP_034173890.1	XP_011167369.2, XP_025988608.1
OG0003748	XP_034176691.1	XP_011166657.1, XP_011166656.1
OG0003749	XP_034178165.1	XP_025987674.1, XP_039305506.1
OG0003750	XP_034189973.1	XP_025990237.1
OG0003751	XP_034186063.1	XP_011169970.2
OG0003752	XP_034176329.1	XP_011158636.1
OG0003753	XP_034185492.1	XP_011163442.1
OG0003754	XP_034192065.1	XP_039301810.1
OG0003755	XP_034192220.1, XP_034192219.1	XP_011156923.1
OG0003756	XP_034177720.1	XP_011170763.1
OG0003757	XP_034193734.1	XP_039303967.1, XP_025986167.1, XP_039303968.1
OG0003758	XP_034173785.1	XP_039305719.1
OG0003759	XP_034187349.1	XP_011161012.1
OG0003760	XP_034182248.1	XP_011164546.1
OG0003761	XP_034175695.1	XP_011160215.1
OG0003762	XP_034188498.1, XP_034188495.1, XP_034188497.1	XP_025995354.1
OG0003763	XP_034193564.1, XP_034193565.1	XP_011165219.2
OG0003764	XP_034186801.1	XP_011158594.1, XP_011158597.1
OG0003765	XP_034186944.1	XP_011162102.1
OG0003766	XP_034171235.1	XP_011167172.1
OG0003767	XP_034193006.1	XP_011172039.1
OG0003768	XP_034182049.1	XP_011175554.1
OG0003769	XP_034183552.1	XP_039304039.1, XP_011159751.1
OG0003770	XP_034182966.1	XP_011157095.1
OG0003771	XP_034184807.1	XP_011155616.1
OG0003772	XP_034176864.1	XP_011159503.1
OG0003773	XP_034177786.1	XP_011160541.1, XP_011160542.1
OG0003774	XP_034177959.1	XP_011168322.1
OG0003775	XP_034194748.1	XP_025995362.1
OG0003776	XP_034191049.1, XP_034191050.1	XP_011157495.1
OG0003777	XP_034184366.1	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1
OG0003778	XP_034172113.1	XP_025991477.2
OG0003779	XP_034171564.1, XP_034171563.1	XP_011161043.1
OG0003780	XP_034195264.1	XP_011176195.1, XP_011176197.1, XP_011176196.1
OG0003781	XP_034173564.1	XP_011164009.1
OG0003782	XP_034192536.1	XP_011163386.1
OG0003783	XP_034179103.1	XP_011157971.1
OG0003784	XP_034178024.1	XP_011160258.1
OG0003785	XP_034190927.1	XP_011159536.3
