Orthogroup	Osmia_lignaria	Drosophila_melanogaster
OG0003963	XP_034186070.1	NP_611832.1
OG0003964	XP_034189747.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_034190828.1	NP_648590.1
OG0003966	XP_034191053.1	NP_001286169.1
OG0003967	XP_034189285.1	NP_649099.1
OG0003968	XP_034177461.1	NP_610398.1
OG0003969	XP_034182053.1	NP_569880.1
OG0003970	XP_034177773.1	NP_001262490.1, NP_731657.2
OG0003971	XP_034178175.1	NP_001285692.1
OG0003972	XP_034177455.1	NP_611539.1
OG0003973	XP_034181880.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_034176086.1	NP_651278.2
OG0003975	XP_034195537.1	NP_649552.1
OG0003976	XP_034176888.1	NP_001246589.1
OG0003977	XP_034171821.1	NP_570081.2
OG0003978	XP_034183254.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_034182953.1	NP_611690.2
OG0003980	XP_034175522.1	NP_572722.2
OG0003981	XP_034193736.1	NP_610429.2
OG0003982	XP_034175531.1, XP_034175529.1, XP_034175532.1	NP_609079.2
OG0003983	XP_034190737.1	NP_001137958.1
OG0003984	XP_034188746.1	NP_611900.1
OG0003985	XP_034194012.1	NP_572747.1
OG0003987	XP_034173433.1	NP_001286391.1
OG0003988	XP_034177173.1	NP_001163748.1
OG0003989	XP_034178667.1	NP_001163103.1
OG0003990	XP_034174761.1	NP_524448.3
OG0003991	XP_034176068.1	NP_524623.2
OG0003992	XP_034190390.1	NP_573116.2
OG0003993	XP_034176471.1	NP_001287552.1
OG0003994	XP_034184032.1	NP_001286707.1
OG0003995	XP_034182040.1	NP_001284866.1
OG0003996	XP_034177143.1	NP_001259362.1, NP_650489.1
OG0003997	XP_034172400.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_034175293.1	NP_001162829.1
OG0003999	XP_034190732.1, XP_034190735.1	NP_523723.1
OG0004000	XP_034189007.1	NP_001246063.1
OG0004002	XP_034186308.1	NP_001303384.1
OG0004003	XP_034194448.1	NP_001162933.1
OG0004004	XP_034171604.1, XP_034171606.1	NP_609954.1, NP_001286084.1
OG0004005	XP_034190728.1, XP_034194158.1	NP_732452.1
OG0004006	XP_034177929.1	NP_724569.1
OG0004008	XP_034186698.1	NP_001097360.1
OG0004009	XP_034179324.1	NP_731065.1
OG0004010	XP_034179476.1, XP_034179475.1	NP_572391.1
OG0004011	XP_034187565.1	NP_001260641.1
OG0004012	XP_034172316.1	NP_001096948.2
OG0004014	XP_034186512.1	NP_572951.1
OG0004015	XP_034171101.1	NP_001138211.1
OG0004016	XP_034176165.1	NP_001189283.1
OG0004017	XP_034180615.1	NP_001286893.1
OG0004018	XP_034193269.1	NP_728546.1
OG0004020	XP_034185649.1	NP_001287463.1
OG0004021	XP_034171839.1	NP_001259691.1
OG0004022	XP_034182691.1	NP_001285276.1
OG0004023	XP_034194039.1	NP_001285665.1
OG0004024	XP_034184491.1, XP_034184141.1	NP_001263051.1
OG0004026	XP_034192595.1	NP_524473.2
OG0004027	XP_034185361.1	NP_648926.3
OG0004030	XP_034180475.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_034172055.1	NP_524815.1
OG0004033	XP_034182301.1, XP_034182302.1	NP_477436.1
OG0004034	XP_034191552.1	NP_609890.2
OG0004035	XP_034190559.1	NP_001285328.1
OG0004036	XP_034196457.1	NP_649324.1
OG0004037	XP_034173219.1	NP_001262772.1
OG0004038	XP_034185194.1	NP_001245836.1
OG0004040	XP_034196220.1	NP_001285092.1, NP_572658.2
OG0004042	XP_034190490.1	NP_523917.2
OG0004043	XP_034187957.1	NP_001259062.1
OG0004044	XP_034174193.1	NP_572373.1
OG0004045	XP_034179866.1	NP_523806.2, NP_524607.1
OG0004046	XP_034195815.1	NP_001189212.1
OG0004047	XP_034191065.1	NP_649701.2
OG0004048	XP_034192300.1	NP_001097680.1
OG0004049	XP_034182187.1	NP_610466.2
OG0004050	XP_034191060.1	NP_573088.1
OG0004051	XP_034187648.1	NP_573193.1, NP_650498.3
OG0004052	XP_034178878.1, XP_034178879.1	NP_001262451.1
OG0004053	XP_034196573.1	NP_001260958.1
OG0004054	XP_034191033.1	NP_001260969.1
OG0004055	XP_034190129.1	NP_649411.1
OG0004056	XP_034192615.1, XP_034192613.1	NP_001259979.1
OG0004058	XP_034193598.1, XP_034193597.1	NP_477114.1
OG0004059	XP_034172974.1	NP_001261609.1
OG0004060	XP_034177265.1	NP_476576.1
OG0004061	XP_034178093.1	NP_001285590.1
OG0004062	XP_034187766.1, XP_034187774.1	NP_001245607.1
OG0004063	XP_034188530.1	NP_001162975.1
OG0004064	XP_034181135.1	NP_001259152.1
OG0004065	XP_034185774.1	NP_001286823.1, NP_001259234.1
OG0004067	XP_034174302.1	NP_001261227.1
OG0004068	XP_034176215.1	NP_725626.1, NP_476863.1
OG0004069	XP_034182849.1	NP_001368995.1
OG0004070	XP_034182574.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_034180321.1	NP_996010.2
OG0004072	XP_034180627.1	NP_572759.1
OG0004073	XP_034187425.1	NP_648318.2
OG0004074	XP_034173432.1	NP_001286846.1
OG0004075	XP_034191980.1	NP_788639.1
OG0004076	XP_034193349.1	NP_608550.1
OG0004077	XP_034193502.1, XP_034193501.1	NP_650693.1
OG0004078	XP_034187160.1	NP_649890.1
OG0004079	XP_034192398.1	NP_001137777.1
OG0004080	XP_034188995.1	NP_523890.2
OG0004081	XP_034175455.1	NP_001188938.1
OG0004082	XP_034186651.1	NP_001260586.1
OG0004083	XP_034191884.1	NP_569978.1
OG0004084	XP_034179654.1	NP_001163332.2
OG0004085	XP_034183737.1	NP_001246647.1
OG0004086	XP_034179183.1	NP_001138108.1
OG0004087	XP_034192939.1	NP_001259779.1
OG0004088	XP_034182051.1	NP_723510.1
OG0004089	XP_034178120.1	NP_001260005.1
OG0004090	XP_034181297.1	NP_609643.2
OG0004091	XP_034185442.1, XP_034181193.1	NP_609204.2
OG0004092	XP_034184588.1	NP_001285421.1
OG0004093	XP_034175642.1	NP_001259507.1
OG0004094	XP_034175192.1	NP_511152.2
OG0004095	XP_034172127.1, XP_034172128.1, XP_034172126.1	NP_477374.1
OG0004096	XP_034196564.1	NP_725637.1
OG0004097	XP_034191509.1	NP_001286067.1
OG0004098	XP_034174617.1	NP_726437.2
OG0004099	XP_034174091.1	NP_650205.1
OG0004100	XP_034175758.1	NP_609183.1
OG0004101	XP_034183719.1	NP_723188.1
OG0004102	XP_034188221.1, XP_034188218.1	NP_001262443.1
OG0004103	XP_034185287.1	NP_001027038.3
OG0004105	XP_034182838.1	NP_001260476.1
OG0004106	XP_034171308.1	NP_649461.2
OG0004107	XP_034173191.1	NP_647638.1
OG0004108	XP_034175075.1	NP_788735.1
OG0004109	XP_034172461.1	NP_523920.1
OG0004110	XP_034177744.1	NP_611023.1
OG0004111	XP_034195571.1	NP_523982.2
OG0004113	XP_034188919.1	NP_524712.1
OG0004114	XP_034183600.1	NP_476905.1
OG0004116	XP_034180194.1	NP_651973.4
OG0004119	XP_034187968.1	NP_651939.4
OG0004120	XP_034177302.1	NP_001263153.1
OG0004121	XP_034183569.1	NP_523790.1
OG0004122	XP_034188285.1, XP_034188286.1	NP_648520.1
OG0004123	XP_034173274.1	NP_001260855.1
OG0004125	XP_034193175.1	NP_573215.1
OG0004126	XP_034180763.1	NP_001260594.1
OG0004128	XP_034181244.1, XP_034181243.1	NP_001286068.1
OG0004129	XP_034184640.1	NP_001245829.1
OG0004130	XP_034196372.1	NP_001245938.1
OG0004131	XP_034171866.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_034174632.1	NP_001285233.1
OG0004133	XP_034175275.1	NP_001259348.1
OG0004137	XP_034193950.1	NP_610611.1
OG0004138	XP_034179377.1	NP_001027221.1
OG0004139	XP_034180729.1	NP_001262795.1
OG0004140	XP_034173056.1	NP_476985.1
OG0004141	XP_034191035.1	NP_524372.1, NP_525036.2
OG0004142	XP_034188892.1	NP_723952.2
OG0004143	XP_034185998.1	NP_523942.2
OG0004144	XP_034174363.1	NP_001259820.1
OG0004145	XP_034192776.1, XP_034192606.1	NP_001097306.2
OG0004146	XP_034190186.1, XP_034190185.1	NP_648847.3
OG0004147	XP_034196262.1	NP_001014556.1
OG0004148	XP_034175327.1	NP_001245598.1
OG0004149	XP_034190104.1	NP_572236.3
OG0004150	XP_034193483.1	NP_649909.1
OG0004151	XP_034186165.1	NP_648032.1
OG0004153	XP_034192626.1	NP_001036757.1
OG0004154	XP_034189064.1	NP_611433.3, NP_651549.1
OG0004155	XP_034184897.1	NP_524453.1
OG0004157	XP_034194505.1	NP_610845.1
OG0004158	XP_034185699.1	NP_001261442.1
OG0004159	XP_034184249.1, XP_034184248.1	NP_609541.1
OG0004160	XP_034183521.1	NP_610297.2
OG0004161	XP_034180721.1	NP_610792.2
OG0004162	XP_034187090.1	NP_001097114.2
OG0004163	XP_034170839.1	NP_001260044.1
OG0004164	XP_034185015.1	NP_001097850.3
OG0004166	XP_034182290.1	NP_610783.1
OG0004167	XP_034175620.1	NP_001245796.1
OG0004168	XP_034188552.1	NP_651717.1
OG0004169	XP_034195729.1	NP_477088.2
OG0004170	XP_034181705.1	NP_001097606.1
OG0004171	XP_034194330.1, XP_034194326.1	NP_611857.3
OG0004172	XP_034177508.1	NP_476845.2
OG0004173	XP_034181521.1	NP_001261621.2, NP_476855.1
OG0004174	XP_034180445.1	NP_001261172.1
OG0004175	XP_034189221.1	NP_001369072.1
OG0004176	XP_034177413.1	NP_001246184.1
OG0004177	XP_034182292.1	NP_001260615.1
OG0004180	XP_034170964.1	NP_001162639.2
OG0004181	XP_034194757.1	NP_477219.1
OG0004182	XP_034175120.1	NP_610116.2
OG0004183	XP_034172784.1	NP_001260578.1
OG0004184	XP_034179379.1, XP_034179378.1	NP_477022.1
OG0004186	XP_034173020.1	NP_001097184.2
OG0004187	XP_034187417.1	NP_651004.1
OG0004188	XP_034193898.1	NP_608524.1
OG0004189	XP_034189065.1	NP_648455.2
OG0004190	XP_034184697.1	NP_001096996.1
OG0004191	XP_034183365.1	NP_001261503.1
OG0004192	XP_034177957.1	NP_651851.1
OG0004193	XP_034171926.1, XP_034171922.1	NP_001163275.2
OG0004194	XP_034170813.1	NP_001261636.1
OG0004195	XP_034182656.1	NP_001303365.1
OG0004196	XP_034190141.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_034184108.1	NP_523924.1
OG0004198	XP_034173225.1	NP_652562.2
OG0004199	XP_034181770.1, XP_034181771.1, XP_034181769.1	NP_001259983.1
OG0004201	XP_034185843.1, XP_034185844.1	NP_651849.1
OG0004202	XP_034179228.1	NP_001260133.1
OG0004203	XP_034183885.1	NP_648267.1
OG0004205	XP_034173145.1	NP_608637.1
OG0004206	XP_034178252.1	NP_610556.1
OG0004207	XP_034173888.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_034179768.1	NP_001287316.1
OG0004210	XP_034189764.1	NP_611540.1, NP_723119.1
OG0004211	XP_034179359.1	NP_726630.2
OG0004212	XP_034186233.1	NP_001260087.1
OG0004213	XP_034177145.1	NP_649590.1
OG0004214	XP_034171628.1	NP_524783.1, NP_001262446.1
OG0004215	XP_034186309.1	NP_001260417.1
OG0004216	XP_034187917.1	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1
OG0004219	XP_034172531.1	NP_648343.1
OG0004220	XP_034186573.1	NP_477041.1
OG0004222	XP_034190780.1	NP_611021.1
OG0004224	XP_034188444.1	NP_001189250.2
OG0004225	XP_034180049.1	NP_650989.6
OG0004228	XP_034175678.1, XP_034175679.1, XP_034175677.1	NP_001284939.1
OG0004229	XP_034188012.1	NP_001163414.1
OG0004230	XP_034191893.1	NP_001261376.1
OG0004231	XP_034179605.1	NP_001368969.1
OG0004232	XP_034179954.1	NP_001262107.1
OG0004234	XP_034176789.1	NP_610253.1
OG0004236	XP_034179541.1, XP_034179547.1	NP_001369050.1
OG0004237	XP_034185620.1	NP_001285677.1, NP_609042.1
OG0004238	XP_034174948.1, XP_034174945.1	NP_724428.1
OG0004239	XP_034182762.1, XP_034182760.1, XP_034182763.1	NP_001260558.1
OG0004240	XP_034178189.1	NP_476601.1, NP_476732.1, NP_476600.1
OG0004241	XP_034172177.1, XP_034172176.1, XP_034172173.1, XP_034172175.1, XP_034172174.1	NP_001303313.1
OG0004242	XP_034172069.1	NP_001356934.1
OG0004243	XP_034171690.1	NP_648724.1
OG0004244	XP_034195007.1	NP_727768.1
OG0004245	XP_034187936.1	NP_001097964.1
OG0004247	XP_034183980.1	NP_001260710.1
OG0004248	XP_034170847.1, XP_034170846.1	NP_001137610.1
OG0004249	XP_034176863.1	NP_610325.1
OG0004251	XP_034175526.1, XP_034175525.1	NP_001259575.1
OG0004252	XP_034183160.1	NP_001246441.1
OG0004253	XP_034172998.1	NP_722629.1
OG0004257	XP_034173935.1, XP_034173936.1, XP_034173937.1, XP_034177844.1	NP_572166.1, NP_572616.1
OG0004258	XP_034185691.1	NP_001286256.1
OG0004264	XP_034174196.1, XP_034174194.1	NP_001188568.1
OG0004275	XP_034179284.1	NP_001287569.1
OG0004276	XP_034172961.1	NP_523774.1
OG0004277	XP_034195802.1	NP_523975.1
OG0004278	XP_034176939.1	NP_524315.2
OG0004279	XP_034186737.1	NP_650333.1, NP_648622.1
OG0004280	XP_034181286.1	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	XP_034172841.1	NP_001188972.1
OG0004282	XP_034174535.1	NP_001097151.1, NP_001285794.1
OG0004283	XP_034170807.1	NP_001287481.1
OG0004284	XP_034187156.1	NP_001245404.1
OG0004285	XP_034191030.1	NP_724783.1
OG0004286	XP_034188812.1, XP_034188811.1	NP_001246362.1
OG0004287	XP_034190605.1	NP_001188682.1, NP_570087.1
OG0004288	XP_034175639.1	NP_572478.1
OG0004289	XP_034191094.1	NP_650780.1
OG0004290	XP_034191676.1	NP_001261742.1
OG0004291	XP_034192864.1	NP_650301.1
OG0004292	XP_034182671.1	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	XP_034188111.1	NP_730662.2
OG0004294	XP_034193735.1	NP_001262039.1
OG0004295	XP_034195665.1, XP_034195664.1	NP_001287206.1
OG0004296	XP_034195503.1	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	XP_034184503.1	NP_524938.1
OG0004298	XP_034189635.1	NP_524779.1
OG0004299	XP_034175321.1	NP_001137795.2
OG0004300	XP_034173891.1	NP_001287572.1
OG0004301	XP_034193001.1	NP_001285193.1
OG0004302	XP_034189802.1	NP_648377.1
OG0004303	XP_034187619.1	NP_001260495.1
OG0004304	XP_034194975.1	NP_001260293.1
OG0004305	XP_034172471.1	NP_001259881.1
OG0004306	XP_034180170.1	NP_001262472.1
OG0004307	XP_034187089.1	NP_001188689.2
OG0004308	XP_034186790.1	NP_524051.1
OG0004309	XP_034171733.1	NP_001245541.1
OG0004310	XP_034172600.1	NP_001137770.1
OG0004311	XP_034176141.1	NP_001246045.1
OG0004312	XP_034192499.1	NP_001261435.1
OG0004313	XP_034184075.1	NP_001285137.1
OG0004314	XP_034175825.1	NP_001285543.1
OG0004315	XP_034184470.1	NP_647792.1
OG0004316	XP_034180331.1	NP_001263104.1
OG0004317	XP_034177261.1	NP_001286731.1
OG0004318	XP_034182669.1	NP_001286506.1
OG0004320	XP_034189987.1	NP_731523.1
OG0004321	XP_034181095.1	NP_611092.2
OG0004322	XP_034183534.1	NP_001163347.1
OG0004323	XP_034175966.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	XP_034193792.1	NP_001286410.1
OG0004325	XP_034178971.1, XP_034178970.1	NP_524275.1
OG0004326	XP_034177582.1	NP_610463.2
OG0004327	XP_034177548.1, XP_034177549.1	NP_524452.4
OG0004328	XP_034183982.1	NP_724834.1
OG0004329	XP_034186244.1	NP_001259822.1
OG0004330	XP_034181271.1	NP_649676.1
OG0004331	XP_034186009.1	NP_647991.1
OG0004332	XP_034170828.1	NP_650987.1
OG0004333	XP_034193140.1	NP_524260.1, NP_477414.1
OG0004334	XP_034196567.1	NP_001163571.1, NP_649912.1
OG0004335	XP_034188791.1	NP_610220.1
OG0004336	XP_034177390.1	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1
OG0004337	XP_034192039.1	NP_001261269.1
OG0004338	XP_034171774.1	NP_609845.1
OG0004339	XP_034193489.1	NP_649908.1
OG0004340	XP_034186085.1	NP_001286348.1
OG0004341	XP_034182379.1	NP_609351.1
OG0004342	XP_034188974.1	NP_001097058.1
OG0004343	XP_034178525.1	NP_001097094.1
OG0004344	XP_034188323.1	NP_001259272.1
OG0004345	XP_034184771.1	NP_649252.1
OG0004346	XP_034184419.1	NP_609805.1
OG0004347	XP_034178801.1	NP_524207.1
OG0004348	XP_034182841.1	NP_001163845.1, NP_001015476.1
OG0004349	XP_034196068.1	NP_611559.1
OG0004350	XP_034181088.1	NP_001285449.1
OG0004351	XP_034173448.1	NP_525119.1
OG0004352	XP_034186141.1	NP_649028.3
OG0004353	XP_034189977.1	NP_001285310.1
OG0004354	XP_034193561.1	NP_001287035.1
OG0004355	XP_034191777.1	NP_536744.2
OG0004356	XP_034174685.1	NP_611425.1
OG0004357	XP_034188794.1	NP_572562.1
OG0004358	XP_034175422.1	NP_001286503.1
OG0004359	XP_034179070.1	NP_001189211.1
OG0004360	XP_034177627.1	NP_650056.1
OG0004361	XP_034186433.1	NP_650673.1
OG0004362	XP_034179240.1	NP_001262304.1
OG0004363	XP_034175737.1	NP_001261322.1
OG0004365	XP_034191498.1, XP_034191500.1	NP_648494.2
OG0004366	XP_034171571.1	NP_523476.1
OG0004367	XP_034178964.1	NP_732020.2
OG0004368	XP_034177558.1	NP_524318.1
OG0004369	XP_034190059.1	NP_523582.4
OG0004370	XP_034170829.1	NP_001138143.2
OG0004371	XP_034186292.1	NP_648188.2
OG0004372	XP_034171089.1	NP_001262726.1
OG0004373	XP_034179892.1	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_034184811.1	NP_001303568.1
OG0004375	XP_034171660.1	NP_608830.3
OG0004377	XP_034194285.1	NP_001138105.1
OG0004378	XP_034181016.1, XP_034181017.1	NP_001137873.1
OG0004379	XP_034186975.1	NP_001285662.1
OG0004381	XP_034176094.1	NP_001260780.1
OG0004382	XP_034176499.1	NP_996490.1
OG0004383	XP_034185584.1	NP_610545.1
OG0004384	XP_034177254.1	NP_609443.1
OG0004385	XP_034179482.1	NP_788616.1, NP_001189205.1
OG0004386	XP_034184784.1	NP_611691.1
OG0004387	XP_034191776.1	NP_001285889.1
OG0004388	XP_034172773.1	NP_723505.2
OG0004389	XP_034177090.1	NP_523561.1
OG0004390	XP_034187675.1, XP_034187676.1	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1
OG0004391	XP_034183550.1	NP_001260317.1
OG0004392	XP_034188803.1	NP_001287439.1
OG0004393	XP_034175583.1, XP_034175582.1	NP_610677.1
OG0004394	XP_034186404.1	NP_650976.1
OG0004395	XP_034193023.1	NP_651456.1
OG0004396	XP_034185745.1, XP_034185744.1	NP_610554.1
OG0004397	XP_034192125.1	NP_726779.1
OG0004398	XP_034195535.1	NP_476730.1, NP_476834.1
OG0004399	XP_034184928.1	NP_001246624.1
OG0004400	XP_034171589.1, XP_034171590.1	NP_729935.1
OG0004401	XP_034172661.1	NP_649256.1
OG0004402	XP_034185265.1	NP_524923.1
OG0004403	XP_034192737.1	NP_651498.1
OG0004404	XP_034195064.1	NP_524030.2
OG0004405	XP_034188655.1	NP_649570.1
OG0004406	XP_034188939.1	NP_733063.1
OG0004407	XP_034186929.1	NP_001162940.3, NP_995925.2
OG0004409	XP_034179094.1	NP_524182.3
OG0004410	XP_034171148.1	NP_651927.1
OG0004411	XP_034184975.1	NP_001163296.1
OG0004412	XP_034176679.1	NP_609399.1
OG0004413	XP_034194388.1	NP_001137696.1
OG0004414	XP_034186279.1	NP_001261930.1
OG0004415	XP_034194780.1	NP_001036718.1, NP_650551.1
OG0004416	XP_034195127.1	NP_001261410.1
OG0004417	XP_034172912.1	NP_001260142.1
OG0004418	XP_034195780.1	NP_610327.1, NP_724615.1
OG0004419	XP_034173641.1	NP_001097352.1
OG0004420	XP_034187641.1	NP_477283.1
OG0004421	XP_034180085.1	NP_650270.1
OG0004422	XP_034174004.1	NP_651243.1
OG0004423	XP_034176459.1	NP_001285908.1
OG0004424	XP_034179783.1	NP_001262473.1
OG0004425	XP_034196155.1	NP_608827.1
OG0004426	XP_034192741.1	NP_609783.1
OG0004427	XP_034194474.1	NP_001285801.1, NP_609721.1
OG0004428	XP_034189486.1	NP_648239.1
OG0004429	XP_034196150.1	NP_001259068.1
OG0004430	XP_034195417.1	NP_001259372.1
OG0004431	XP_034179192.1	NP_996303.1
OG0004432	XP_034191771.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_034177326.1	NP_001287204.1, NP_524846.1
OG0004434	XP_034179305.1	NP_001285891.1
OG0004436	XP_034194523.1	NP_001259475.1
OG0004437	XP_034185503.1	NP_001287385.1
OG0004438	XP_034180645.1	NP_650751.3
OG0004439	XP_034176343.1	NP_995932.1
OG0004440	XP_034180643.1, XP_034180644.1	NP_611228.1
OG0004441	XP_034184384.1	NP_523951.1
OG0004442	XP_034174085.1	NP_650942.1
OG0004443	XP_034174440.1	NP_611162.2
OG0004444	XP_034173163.1	NP_001260777.1
OG0004445	XP_034188492.1	NP_650123.1
OG0004446	XP_034181737.1	NP_001260104.1, NP_573142.1
OG0004447	XP_034189284.1	NP_001284739.1
OG0004448	XP_034187013.1	NP_608704.2, NP_001259956.1
OG0004449	XP_034175605.1	NP_788342.1
OG0004450	XP_034191072.1	NP_001285397.1
OG0004451	XP_034190017.1	NP_728642.2
OG0004452	XP_034182844.1	NP_732176.1
OG0004453	XP_034171948.1	NP_610921.1
OG0004454	XP_034186103.1	NP_524151.2
OG0004455	XP_034176867.1	NP_001287493.1
OG0004457	XP_034180512.1, XP_034180511.1	NP_573232.1
OG0004458	XP_034195572.1	NP_608825.2
OG0004459	XP_034194847.1	NP_001162710.2
OG0004460	XP_034174853.1	NP_477121.1
OG0004461	XP_034178468.1	NP_608740.2
OG0004462	XP_034186397.1	NP_651528.2
OG0004463	XP_034173494.1	NP_001027435.2
OG0004464	XP_034179049.1, XP_034179098.1	NP_001097493.1
OG0004465	XP_034172255.1	NP_649466.1
OG0004466	XP_034180181.1	NP_608999.2
OG0004467	XP_034188605.1	NP_608883.1
OG0004469	XP_034176693.1	NP_572952.1
OG0004470	XP_034181894.1	NP_001259370.1
OG0004471	XP_034177602.1	NP_477202.2
OG0004472	XP_034174371.1	NP_001137613.1
OG0004473	XP_034189671.1	NP_524462.2
OG0004475	XP_034187981.1	NP_001262708.1
OG0004478	XP_034172304.1	NP_524183.2
OG0004479	XP_034182667.1	NP_610333.1
OG0004480	XP_034187244.1	NP_651582.1
OG0004481	XP_034188301.1	NP_001259161.1
OG0004482	XP_034177255.1	NP_733068.2, NP_001261049.1
OG0004483	XP_034175335.1	NP_651314.1
OG0004484	XP_034192919.1	NP_608777.1
OG0004485	XP_034192636.1	NP_001247347.1
OG0004486	XP_034173360.1	NP_608781.2
OG0004487	XP_034176637.1	NP_726358.2
OG0004489	XP_034177914.1	NP_651251.3
OG0004490	XP_034170874.1	NP_648780.1
OG0004491	XP_034182816.1	NP_650248.1
OG0004492	XP_034170834.1	NP_611300.2
OG0004493	XP_034187266.1	NP_651664.2
OG0004494	XP_034183367.1	NP_476901.1
OG0004495	XP_034184566.1	NP_724769.2
OG0004496	XP_034193144.1	NP_651349.1
OG0004498	XP_034183464.1	NP_001246734.1
OG0004499	XP_034178940.1	NP_733352.3
OG0004500	XP_034178882.1	NP_651635.2
OG0004501	XP_034178348.1	NP_523615.2, NP_001260679.1
OG0004502	XP_034181264.1	NP_001247091.1
OG0004503	XP_034176748.1, XP_034176750.1	NP_001027230.1
OG0004504	XP_034176283.1	NP_001286484.1
OG0004505	XP_034194345.1	NP_608388.2
OG0004506	XP_034191709.1, XP_034191708.1	NP_001286174.1
OG0004507	XP_034172991.1	NP_001263099.1, NP_001303460.1
OG0004508	XP_034176005.1	NP_569873.1
OG0004509	XP_034172678.1	NP_001286999.1
OG0004510	XP_034179703.1	NP_732773.1
OG0004511	XP_034174087.1	NP_650686.1
OG0004512	XP_034191210.1	NP_476975.1
OG0004513	XP_034190140.1	NP_648570.1
OG0004514	XP_034189517.1	NP_001260173.1
OG0004515	XP_034182343.1	NP_001285130.1
OG0004516	XP_034175844.1	NP_650432.1
OG0004517	XP_034183631.1	NP_787963.2
OG0004518	XP_034185590.1, XP_034185587.1	NP_650939.2
OG0004519	XP_034175576.1	NP_001262894.1
OG0004520	XP_034185731.1	NP_001245456.1
OG0004521	XP_034196185.1	NP_511044.1
OG0004523	XP_034175406.1	NP_001259649.1
OG0004524	XP_034191775.1	NP_572945.1
OG0004526	XP_034183188.1	NP_001163323.1
OG0004527	XP_034188287.1	NP_001260639.1
OG0004528	XP_034193753.1	NP_001262168.1
OG0004529	XP_034179938.1	NP_651081.1
OG0004530	XP_034173670.1	NP_001260420.1
OG0004531	XP_034171102.1	NP_001261906.1
OG0004532	XP_034171355.1	NP_523465.2
OG0004533	XP_034184974.1, XP_034184973.1	NP_001262116.1
OG0004534	XP_034188166.1	NP_001286215.1
OG0004535	XP_034171940.1	NP_612103.1
OG0004536	XP_034183755.1	NP_523708.2
OG0004537	XP_034174368.1	NP_610279.3
OG0004538	XP_034196503.1	NP_572638.1
OG0004539	XP_034182371.1	NP_001260821.1
OG0004540	XP_034186865.1	NP_476979.1
OG0004541	XP_034181033.1	NP_524344.1
OG0004542	XP_034171791.1	NP_001260580.1
OG0004544	XP_034177655.1	NP_524673.3
OG0004545	XP_034187189.1, XP_034187187.1	NP_001284713.1
OG0004547	XP_034192633.1	NP_001015473.1
OG0004549	XP_034177303.1	NP_651718.1
OG0004550	XP_034183252.1	NP_573230.1
OG0004551	XP_034190288.1	NP_001245759.1
OG0004552	XP_034187993.1	NP_733044.1
OG0004553	XP_034173991.1	NP_001261278.1
OG0004554	XP_034178423.1	NP_573190.1
OG0004555	XP_034177494.1	NP_725632.1
OG0004556	XP_034184325.1	NP_001163123.1
OG0004557	XP_034171586.1	NP_651691.4
OG0004558	XP_034173545.1	NP_649079.2
OG0004559	XP_034175288.1, XP_034175289.1, XP_034175290.1	NP_649911.1
OG0004560	XP_034185467.1	NP_650253.1
OG0004561	XP_034176564.1	NP_609299.1
OG0004563	XP_034194395.1	NP_732527.1
OG0004564	XP_034181724.1	NP_001262636.1
OG0004565	XP_034188815.1	NP_001260630.1
OG0004566	XP_034175808.1	NP_608995.2
OG0004567	XP_034172869.1	NP_609446.1
OG0004568	XP_034184524.1, XP_034184523.1	NP_001286611.1
OG0004569	XP_034186168.1	NP_723811.1
OG0004570	XP_034171731.1	NP_477431.1, NP_001285857.1
OG0004571	XP_034185934.1	NP_001263057.1
OG0004572	XP_034184594.1	NP_001260556.1
OG0004573	XP_034181143.1	NP_523947.2
OG0004574	XP_034195279.1	NP_649784.1
OG0004575	XP_034178243.1	NP_476656.1
OG0004576	XP_034183010.1	NP_572694.1
OG0004577	XP_034182941.1	NP_001286657.1
OG0004578	XP_034192707.1	NP_001036641.1
OG0004579	XP_034190191.1	NP_572353.1
OG0004580	XP_034176386.1	NP_650835.1
OG0004581	XP_034182523.1	NP_001260163.1
OG0004582	XP_034183176.1	NP_650152.1, NP_727091.1
OG0004583	XP_034193715.1	NP_524429.1
OG0004584	XP_034193566.1	NP_001262802.1
