Orthogroup	Osmia_lignaria	Megalopta_genalis
OG0002981	XP_034177660.1	XP_033324314.1
OG0002982	XP_034177695.1	XP_033324047.1
OG0002983	XP_034188511.1	XP_033321603.1
OG0002984	XP_034173763.1, XP_034173764.1	XP_033326814.1
OG0002985	XP_034176868.1	XP_033328191.1, XP_033328190.1
OG0002986	XP_034195474.1	XP_033322838.1, XP_033322836.1, XP_033322837.1, XP_033322839.1
OG0002987	XP_034187211.1	XP_033326261.1, XP_033326262.1
OG0002988	XP_034186575.1	XP_033338463.1
OG0002989	XP_034192029.1, XP_034192027.1	XP_033336567.1
OG0002990	XP_034187901.1	XP_033329337.1, XP_033329338.1
OG0002991	XP_034175237.1	XP_033335074.1
OG0002992	XP_034188088.1	XP_033334088.1, XP_033334090.1
OG0002993	XP_034177222.1, XP_034193634.1	XP_033341651.1
OG0002994	XP_034173689.1, XP_034173690.1	XP_033336954.1
OG0002995	XP_034193342.1	XP_033334881.1
OG0002996	XP_034194710.1	XP_033329896.1
OG0002997	XP_034177689.1, XP_034177691.1	XP_033328054.1, XP_033328055.1
OG0002998	XP_034175738.1, XP_034175740.1, XP_034175741.1	XP_033342784.1, XP_033342785.1, XP_033342786.1
OG0002999	XP_034187129.1	XP_033338900.1
OG0003000	XP_034191340.1	XP_033332551.1, XP_033332550.1
OG0003001	XP_034178032.1	XP_033323402.1
OG0003003	XP_034177934.1, XP_034177935.1	XP_033330209.1
OG0003004	XP_034178152.1, XP_034178153.1, XP_034178155.1	XP_033334386.1, XP_033334377.1
OG0003005	XP_034171380.1, XP_034171362.1, XP_034171370.1	XP_033322584.1
OG0003006	XP_034180071.1, XP_034180089.1, XP_034180081.1	XP_033331885.1
OG0003007	XP_034174884.1, XP_034174870.1, XP_034174873.1, XP_034174869.1	XP_033329581.1
OG0003008	XP_034184609.1	XP_033333759.1
OG0003009	XP_034189536.1, XP_034189535.1, XP_034189534.1	XP_033330431.1
OG0003010	XP_034175390.1	XP_033342494.1, XP_033342493.1
OG0003011	XP_034189364.1	XP_033330745.1, XP_033330743.1, XP_033330746.1, XP_033330747.1, XP_033330744.1
OG0003012	XP_034183429.1, XP_034183430.1	XP_033325757.1, XP_033325752.1
OG0003013	XP_034178986.1	XP_033340148.1, XP_033340147.1
OG0003015	XP_034184614.1, XP_034194021.1, XP_034183411.1, XP_034195190.1, XP_034195188.1, XP_034194691.1, XP_034194550.1, XP_034194816.1, XP_034194815.1	XP_033323532.1
OG0003016	XP_034183630.1, XP_034183629.1, XP_034195300.1, XP_034192326.1, XP_034195226.1, XP_034190494.1, XP_034192335.1, XP_034192334.1	XP_033326358.1
OG0003017	XP_034192561.1, XP_034178151.1, XP_034194676.1, XP_034192203.1	XP_033328448.1
OG0003019	XP_034174365.1	XP_033327016.1
OG0003020	XP_034184610.1	XP_033327931.1
OG0003021	XP_034193506.1	XP_033324627.1
OG0003022	XP_034178341.1	XP_033331352.1
OG0003023	XP_034190299.1	XP_033327630.1
OG0003024	XP_034183036.1, XP_034183037.1	XP_033322486.1
OG0003025	XP_034186879.1	XP_033335354.1
OG0003026	XP_034185747.1	XP_033331486.1
OG0003027	XP_034179516.1	XP_033342464.1
OG0003028	XP_034177481.1, XP_034177480.1	XP_033328228.1
OG0003029	XP_034181260.1	XP_033329211.1
OG0003030	XP_034196385.1	XP_033331672.1
OG0003031	XP_034185192.1	XP_033337657.1
OG0003032	XP_034185964.1, XP_034185965.1	XP_033329030.1
OG0003033	XP_034179605.1	XP_033341636.1, XP_033341639.1
OG0003034	XP_034188539.1	XP_033340383.1
OG0003035	XP_034184537.1	XP_033338174.1
OG0003036	XP_034171229.1	XP_033337695.1
OG0003037	XP_034173367.1	XP_033328737.1
OG0003038	XP_034192644.1, XP_034192645.1	XP_033339245.1
OG0003039	XP_034178767.1, XP_034178747.1	XP_033333729.1, XP_033330531.1
OG0003040	XP_034177664.1	XP_033338995.1
OG0003041	XP_034183891.1	XP_033322615.1
OG0003042	XP_034190927.1	XP_033335246.1
OG0003043	XP_034173929.1	XP_033336981.1
OG0003044	XP_034184577.1	XP_033321152.1
OG0003045	XP_034184207.1	XP_033339817.1, XP_033339676.1, XP_033339677.1
OG0003046	XP_034187872.1	XP_033321135.1, XP_033336081.1
OG0003047	XP_034180926.1	XP_033323891.1
OG0003048	XP_034181294.1	XP_033324473.1
OG0003049	XP_034185564.1, XP_034185565.1, XP_034185566.1	XP_033330367.1
OG0003050	XP_034192831.1	XP_033327958.1
OG0003051	XP_034183987.1	XP_033321201.1
OG0003052	XP_034185935.1	XP_033340630.1
OG0003053	XP_034171563.1, XP_034171564.1	XP_033323660.1
OG0003054	XP_034177205.1	XP_033337185.1
OG0003055	XP_034191775.1	XP_033340222.1, XP_033333527.1
OG0003056	XP_034186701.1	XP_033338775.1
OG0003057	XP_034193539.1	XP_033324674.1
OG0003058	XP_034187155.1	XP_033326353.1
OG0003059	XP_034188530.1	XP_033322038.1
OG0003063	XP_034185560.1	XP_033330360.1
OG0003064	XP_034195456.1	XP_033322682.1
OG0003065	XP_034176267.1	XP_033342996.1
OG0003066	XP_034176646.1	XP_033321391.1, XP_033321390.1
OG0003067	XP_034173020.1	XP_033328832.1
OG0003069	XP_034173215.1	XP_033340231.1
OG0003070	XP_034172981.1	XP_033332584.1, XP_033332585.1
OG0003071	XP_034192957.1, XP_034192956.1	XP_033324055.1
OG0003072	XP_034172459.1	XP_033328739.1
OG0003073	XP_034188892.1	XP_033321553.1
OG0003074	XP_034187861.1	XP_033337705.1
OG0003075	XP_034190186.1, XP_034190185.1	XP_033330379.1
OG0003076	XP_034190139.1	XP_033327756.1, XP_033327787.1
OG0003077	XP_034194344.1	XP_033321788.1
OG0003078	XP_034188774.1	XP_033340851.1
OG0003079	XP_034178970.1, XP_034178971.1	XP_033343107.1, XP_033320760.1
OG0003080	XP_034178148.1, XP_034192265.1, XP_034178803.1	XP_033330198.1
OG0003081	XP_034178387.1	XP_033328314.1, XP_033328323.1, XP_033328334.1
OG0003082	XP_034193956.1	XP_033341642.1
OG0003083	XP_034188791.1	XP_033340866.1
OG0003084	XP_034179378.1, XP_034179379.1	XP_033324905.1
OG0003085	XP_034188517.1	XP_033321610.1
OG0003086	XP_034182311.1	XP_033321599.1
OG0003087	XP_034171733.1	XP_033321501.1, XP_033321502.1
OG0003088	XP_034192574.1, XP_034192573.1, XP_034192572.1	XP_033339737.1
OG0003089	XP_034172584.1	XP_033328790.1
OG0003090	XP_034183328.1	XP_033331343.1
OG0003091	XP_034171142.1	XP_033329096.1
OG0003092	XP_034187410.1	XP_033338138.1
OG0003093	XP_034186238.1, XP_034186237.1	XP_033340650.1
OG0003094	XP_034177399.1	XP_033337125.1
OG0003095	XP_034188262.1	XP_033323101.1
OG0003096	XP_034189077.1, XP_034189078.1	XP_033330413.1
OG0003097	XP_034196384.1	XP_033331670.1, XP_033331671.1
OG0003098	XP_034188529.1	XP_033323249.1
OG0003099	XP_034182106.1	XP_033323130.1
OG0003100	XP_034181737.1	XP_033333193.1
OG0003101	XP_034176097.1	XP_033334464.1
OG0003102	XP_034191605.1	XP_033323862.1
OG0003103	XP_034174004.1	XP_033339233.1
OG0003104	XP_034175887.1	XP_033334576.1
OG0003105	XP_034177208.1	XP_033337259.1
OG0003107	XP_034186008.1	XP_033325786.1
OG0003108	XP_034195073.1	XP_033340647.1
OG0003109	XP_034191467.1, XP_034195268.1, XP_034195282.1	XP_033336413.1
OG0003110	XP_034183783.1	XP_033331711.1
OG0003112	XP_034187933.1	XP_033339095.1, XP_033339097.1
OG0003113	XP_034173050.1	XP_033328855.1
OG0003114	XP_034182754.1	XP_033330740.1
OG0003115	XP_034183377.1	XP_033331594.1
OG0003116	XP_034180186.1	XP_033330814.1
OG0003117	XP_034176633.1, XP_034176631.1, XP_034176632.1	XP_033342017.1
OG0003118	XP_034179240.1	XP_033341633.1
OG0003119	XP_034172451.1	XP_033340037.1
OG0003121	XP_034188056.1	XP_033329510.1, XP_033329511.1, XP_033329512.1
OG0003122	XP_034177872.1	XP_033337145.1
OG0003123	XP_034184880.1	XP_033327336.1
OG0003124	XP_034190419.1	XP_033337716.1, XP_033337714.1, XP_033337715.1
OG0003125	XP_034190910.1	XP_033338829.1, XP_033338507.1
OG0003126	XP_034172648.1	XP_033341162.1
OG0003127	XP_034189673.1	XP_033325675.1, XP_033325676.1
OG0003128	XP_034191635.1	XP_033336261.1, XP_033335776.1
OG0003129	XP_034189284.1	XP_033332273.1
OG0003130	XP_034181044.1	XP_033329532.1, XP_033329287.1
OG0003131	XP_034192615.1, XP_034192613.1	XP_033328139.1, XP_033333689.1
OG0003132	XP_034189275.1	XP_033334179.1, XP_033334178.1, XP_033334177.1
OG0003133	XP_034189216.1	XP_033342082.1
OG0003134	XP_034174464.1	XP_033326966.1, XP_033326968.1
OG0003135	XP_034194940.1	XP_033333719.1
OG0003136	XP_034190552.1	XP_033337421.1
OG0003137	XP_034193520.1, XP_034193519.1	XP_033324831.1
OG0003138	XP_034193971.1, XP_034193970.1, XP_034193969.1	XP_033324652.1
OG0003139	XP_034178996.1	XP_033331013.1
OG0003140	XP_034178383.1	XP_033340311.1
OG0003141	XP_034175127.1	XP_033342634.1
OG0003142	XP_034174480.1	XP_033338048.1, XP_033338044.1
OG0003143	XP_034175688.1	XP_033342643.1
OG0003144	XP_034180715.1	XP_033335855.1
OG0003145	XP_034176544.1	XP_033334946.1
OG0003146	XP_034188051.1	XP_033333108.1
OG0003147	XP_034191832.1	XP_033336207.1, XP_033336202.1
OG0003148	XP_034186340.1	XP_033333424.1
OG0003149	XP_034177207.1	XP_033331904.1
OG0003150	XP_034177558.1	XP_033328073.1
OG0003151	XP_034177899.1	XP_033330989.1
OG0003152	XP_034174047.1	XP_033336117.1
OG0003153	XP_034180095.1	XP_033335758.1, XP_033335757.1
OG0003154	XP_034172478.1, XP_034172479.1, XP_034172476.1	XP_033328814.1
OG0003155	XP_034178925.1	XP_033333452.1, XP_033333456.1
OG0003156	XP_034190656.1	XP_033333101.1
OG0003157	XP_034189839.1	XP_033331418.1
OG0003158	XP_034174147.1	XP_033330033.1
OG0003159	XP_034182107.1	XP_033339037.1, XP_033339036.1
OG0003160	XP_034192896.1, XP_034192895.1	XP_033324298.1
OG0003161	XP_034175611.1	XP_033341896.1
OG0003162	XP_034191882.1	XP_033336325.1
OG0003163	XP_034178708.1, XP_034178707.1	XP_033330271.1
OG0003164	XP_034190657.1, XP_034190658.1	XP_033337881.1
OG0003165	XP_034196518.1, XP_034196517.1, XP_034196516.1	XP_033330653.1
OG0003166	XP_034171272.1	XP_033330659.1
OG0003167	XP_034178024.1	XP_033323399.1
OG0003168	XP_034178393.1	XP_033334334.1
OG0003169	XP_034182744.1	XP_033331228.1
OG0003170	XP_034173818.1	XP_033335190.1, XP_033335188.1, XP_033335189.1
OG0003171	XP_034174085.1	XP_033336785.1
OG0003172	XP_034179485.1	XP_033324871.1
OG0003173	XP_034182543.1, XP_034182544.1	XP_033321907.1, XP_033321906.1
OG0003174	XP_034195002.1	XP_033326300.1
OG0003175	XP_034177652.1	XP_033332073.1, XP_033332074.1
OG0003176	XP_034183035.1	XP_033335275.1, XP_033335277.1, XP_033335276.1
OG0003177	XP_034180934.1	XP_033332679.1
OG0003178	XP_034187880.1	XP_033334096.1
OG0003179	XP_034189080.1	XP_033339117.1
OG0003180	XP_034194834.1	XP_033320788.1
OG0003181	XP_034188112.1	XP_033329543.1
OG0003182	XP_034188151.1, XP_034188150.1	XP_033329666.1
OG0003184	XP_034174134.1, XP_034174133.1	XP_033333857.1
OG0003185	XP_034179709.1	XP_033342722.1
OG0003186	XP_034178464.1, XP_034178463.1	XP_033334287.1
OG0003187	XP_034196221.1	XP_033322802.1
OG0003188	XP_034185873.1	XP_033331479.1
OG0003189	XP_034185933.1	XP_033340599.1
OG0003190	XP_034192136.1	XP_033336256.1
OG0003191	XP_034183322.1	XP_033331345.1
OG0003193	XP_034189502.1	XP_033325747.1
OG0003194	XP_034174104.1, XP_034185733.1	XP_033331509.1
OG0003195	XP_034189642.1	XP_033325709.1
OG0003196	XP_034183973.1	XP_033333740.1
OG0003197	XP_034185635.1	XP_033337710.1
OG0003199	XP_034189264.1	XP_033334138.1
OG0003200	XP_034189977.1	XP_033340970.1
OG0003201	XP_034182773.1	XP_033323125.1
OG0003202	XP_034184886.1	XP_033340149.1
OG0003203	XP_034182879.1	XP_033329518.1, XP_033322417.1
OG0003204	XP_034189076.1	XP_033325452.1, XP_033325451.1, XP_033325450.1
OG0003205	XP_034171131.1, XP_034171130.1, XP_034171128.1	XP_033325461.1
OG0003206	XP_034190535.1	XP_033340478.1
OG0003207	XP_034175493.1	XP_033334917.1
OG0003209	XP_034172256.1	XP_033328617.1, XP_033328619.1, XP_033328618.1
OG0003210	XP_034179410.1	XP_033340096.1
OG0003211	XP_034182727.1	XP_033330612.1
OG0003212	XP_034183553.1	XP_033339623.1, XP_033339628.1
OG0003213	XP_034186689.1	XP_033332457.1
OG0003214	XP_034174076.1	XP_033332374.1
OG0003215	XP_034177067.1	XP_033324172.1, XP_033324164.1
OG0003216	XP_034177073.1	XP_033324697.1
OG0003217	XP_034187025.1, XP_034187023.1	XP_033338636.1
OG0003218	XP_034174002.1	XP_033326542.1
OG0003219	XP_034189349.1	XP_033340244.1, XP_033340242.1, XP_033340243.1
OG0003220	XP_034196168.1	XP_033322799.1
OG0003222	XP_034178930.1	XP_033322398.1
OG0003223	XP_034180972.1	XP_033329359.1
OG0003224	XP_034187027.1	XP_033338447.1, XP_033338448.1, XP_033338449.1
OG0003226	XP_034182271.1	XP_033322026.1, XP_033322027.1
OG0003227	XP_034182071.1, XP_034182072.1	XP_033326777.1
OG0003229	XP_034194349.1	XP_033322668.1, XP_033322667.1
OG0003230	XP_034179650.1	XP_033342354.1
OG0003231	XP_034182290.1	XP_033321585.1
OG0003232	XP_034177974.1	XP_033330261.1
OG0003233	XP_034178249.1	XP_033331979.1, XP_033331978.1
OG0003234	XP_034175620.1	XP_033341915.1
OG0003235	XP_034171183.1	XP_033332329.1
OG0003236	XP_034173888.1	XP_033337080.1
OG0003237	XP_034185671.1	XP_033337632.1
OG0003238	XP_034184971.1	XP_033337904.1
OG0003239	XP_034185806.1, XP_034185884.1	XP_033328357.1
OG0003240	XP_034188724.1	XP_033334199.1
OG0003241	XP_034181446.1, XP_034181448.1	XP_033329600.1
OG0003242	XP_034178497.1	XP_033331546.1
OG0003243	XP_034187089.1	XP_033332554.1, XP_033332553.1
OG0003244	XP_034190903.1	XP_033326297.1, XP_033326295.1, XP_033326296.1
OG0003246	XP_034190682.1, XP_034190683.1	XP_033332650.1
OG0003247	XP_034190373.1	XP_033337471.1, XP_033337470.1
OG0003248	XP_034187934.1	XP_033332890.1
OG0003249	XP_034188596.1	XP_033339890.1, XP_033331176.1
OG0003250	XP_034188605.1	XP_033331223.1
OG0003251	XP_034181969.1	XP_033329880.1
OG0003252	XP_034188287.1	XP_033322028.1
OG0003253	XP_034192737.1	XP_033324497.1
OG0003254	XP_034181705.1	XP_033329247.1
OG0003255	XP_034181616.1	XP_033338204.1
OG0003256	XP_034175460.1	XP_033331653.1
OG0003257	XP_034184022.1, XP_034184020.1	XP_033334310.1
OG0003258	XP_034193807.1	XP_033324868.1
OG0003260	XP_034192095.1	XP_033336629.1
OG0003261	XP_034191765.1, XP_034191764.1	XP_033336459.1
OG0003262	XP_034173927.1	XP_033336761.1, XP_033336762.1, XP_033336763.1
OG0003263	XP_034173923.1, XP_034173924.1	XP_033336976.1
OG0003264	XP_034173797.1	XP_033336862.1, XP_033336863.1
OG0003265	XP_034179434.1, XP_034179435.1	XP_033324955.1
OG0003266	XP_034179866.1	XP_033324814.1
OG0003267	XP_034179867.1	XP_033324897.1, XP_033324896.1
OG0003268	XP_034179954.1	XP_033341610.1
OG0003269	XP_034171877.1	XP_033329902.1
OG0003270	XP_034184324.1	XP_033323826.1
OG0003271	XP_034186651.1	XP_033332512.1
OG0003272	XP_034181455.1	XP_033333189.1
OG0003273	XP_034182595.1	XP_033322090.1
OG0003274	XP_034176874.1	XP_033332174.1
OG0003275	XP_034171462.1, XP_034171461.1	XP_033334395.1
OG0003276	XP_034171505.1	XP_033324138.1
OG0003277	XP_034171738.1, XP_034171739.1	XP_033321504.1
OG0003278	XP_034176710.1	XP_033341874.1
OG0003279	XP_034191305.1	XP_033338870.1, XP_033338869.1
OG0003281	XP_034184473.1	XP_033321432.1
OG0003282	XP_034186711.1, XP_034186566.1	XP_033332964.1
OG0003283	XP_034186698.1	XP_033339181.1, XP_033339180.1
OG0003284	XP_034195799.1, XP_034195798.1	XP_033325438.1
OG0003285	XP_034195802.1	XP_033325536.1
OG0003286	XP_034189289.1	XP_033325670.1, XP_033325669.1
OG0003287	XP_034189017.1	XP_033331577.1
OG0003288	XP_034173890.1	XP_033329782.1
OG0003289	XP_034173891.1	XP_033322577.1
OG0003290	XP_034183678.1	XP_033331773.1, XP_033331777.1
OG0003291	XP_034177462.1	XP_033338994.1
OG0003293	XP_034186801.1	XP_033335249.1, XP_033335247.1
OG0003294	XP_034192231.1	XP_033324526.1, XP_033324525.1
OG0003295	XP_034195821.1	XP_033322632.1, XP_033322631.1, XP_033322630.1
OG0003296	XP_034195841.1	XP_033322633.1
OG0003298	XP_034187252.1	XP_033325302.1
OG0003300	XP_034189867.1	XP_033326103.1, XP_033326100.1
OG0003301	XP_034183740.1	XP_033320982.1, XP_033320978.1
OG0003302	XP_034183659.1, XP_034183660.1	XP_033326086.1
OG0003303	XP_034183746.1	XP_033331600.1
OG0003304	XP_034180362.1	XP_033336346.1, XP_033336345.1, XP_033335669.1
OG0003305	XP_034180210.1	XP_033335944.1
OG0003306	XP_034191497.1	XP_033336397.1
OG0003307	XP_034190775.1	XP_033331385.1
OG0003308	XP_034190073.1	XP_033323599.1
OG0003309	XP_034175270.1	XP_033334480.1
OG0003310	XP_034193945.1	XP_033327686.1
OG0003311	XP_034193646.1	XP_033331024.1
OG0003312	XP_034178878.1	XP_033324904.1
OG0003313	XP_034193565.1, XP_034193564.1	XP_033324800.1
OG0003314	XP_034187940.1	XP_033329628.1
OG0003315	XP_034185083.1, XP_034185082.1	XP_033337499.1
OG0003316	XP_034185121.1	XP_033337502.1, XP_033337504.1
OG0003317	XP_034182434.1	XP_033341605.1
OG0003318	XP_034182655.1	XP_033327203.1
OG0003319	XP_034178468.1	XP_033323374.1
OG0003320	XP_034176860.1	XP_033337170.1
OG0003321	XP_034177213.1	XP_033337237.1, XP_033337234.1, XP_033337235.1
OG0003322	XP_034171664.1	XP_033334239.1
OG0003323	XP_034171675.1	XP_033334247.1
OG0003324	XP_034185857.1	XP_033331470.1
OG0003325	XP_034190357.1	XP_033337333.1
OG0003326	XP_034185484.1, XP_034185485.1	XP_033337650.1
OG0003327	XP_034177284.1	XP_033334054.1, XP_033334057.1, XP_033334055.1
OG0003328	XP_034192121.1	XP_033336675.1
OG0003329	XP_034190587.1	XP_033340350.1
OG0003330	XP_034187156.1	XP_033325326.1, XP_033326365.1
OG0003331	XP_034190886.1	XP_033338451.1
OG0003332	XP_034182987.1	XP_033338511.1, XP_033338512.1, XP_033338513.1
OG0003333	XP_034187353.1	XP_033330728.1
OG0003334	XP_034187349.1	XP_033330702.1
OG0003335	XP_034187372.1, XP_034187371.1	XP_033333505.1
OG0003336	XP_034178465.1	XP_033340304.1, XP_033340303.1, XP_033340302.1
OG0003337	XP_034195806.1, XP_034195805.1	XP_033327718.1
OG0003338	XP_034195527.1	XP_033321070.1
OG0003339	XP_034186292.1	XP_033322759.1, XP_033322758.1, XP_033322761.1
OG0003340	XP_034183562.1, XP_034189952.1	XP_033331478.1
OG0003341	XP_034180100.1	XP_033335680.1
OG0003342	XP_034180778.1	XP_033335941.1
OG0003343	XP_034180780.1	XP_033336019.1
OG0003344	XP_034192073.1, XP_034192075.1, XP_034192074.1	XP_033336517.1
OG0003347	XP_034186009.1	XP_033325614.1, XP_033325613.1
OG0003348	XP_034186141.1	XP_033325784.1
OG0003349	XP_034186080.1	XP_033325894.1
OG0003350	XP_034189593.1	XP_033325707.1
OG0003351	XP_034189553.1, XP_034189548.1	XP_033331429.1
OG0003352	XP_034189537.1	XP_033331414.1
OG0003353	XP_034186223.1	XP_033340711.1
OG0003354	XP_034186232.1	XP_033340668.1
OG0003355	XP_034186173.1	XP_033341059.1, XP_033341060.1
OG0003357	XP_034183400.1	XP_033325453.1
OG0003358	XP_034175236.1	XP_033335073.1
OG0003359	XP_034174969.1	XP_033334860.1
OG0003360	XP_034175169.1	XP_033342748.1
OG0003361	XP_034175166.1	XP_033342301.1
OG0003363	XP_034175455.1	XP_033342953.1
OG0003364	XP_034176123.1	XP_033335165.1
OG0003365	XP_034175706.1	XP_033334747.1
OG0003366	XP_034176661.1	XP_033342260.1
OG0003367	XP_034193074.1	XP_033334868.1
OG0003368	XP_034175424.1	XP_033342403.1, XP_033342402.1
OG0003369	XP_034188655.1	XP_033329846.1
OG0003370	XP_034190224.1	XP_033327341.1
OG0003371	XP_034183252.1	XP_033331358.1
OG0003372	XP_034183177.1	XP_033325121.1
OG0003373	XP_034190864.1	XP_033335527.1
OG0003374	XP_034190759.1	XP_033330014.1, XP_033330015.1
OG0003375	XP_034186532.1	XP_033325164.1
OG0003376	XP_034174370.1	XP_033326964.1
OG0003377	XP_034173787.1, XP_034173786.1	XP_033327026.1
OG0003378	XP_034173716.1	XP_033336957.1, XP_033336960.1, XP_033336958.1
OG0003379	XP_034174434.1	XP_033336918.1, XP_033336920.1
OG0003380	XP_034174275.1	XP_033327220.1
OG0003381	XP_034174617.1	XP_033333788.1, XP_033333787.1
OG0003382	XP_034174613.1	XP_033333786.1
OG0003383	XP_034184419.1	XP_033325794.1
OG0003384	XP_034184365.1	XP_033325834.1, XP_033325835.1
OG0003385	XP_034183953.1	XP_033333777.1
OG0003386	XP_034180747.1	XP_033321107.1
OG0003387	XP_034178542.1	XP_033321154.1
OG0003388	XP_034180956.1	XP_033324408.1
OG0003389	XP_034192671.1	XP_033328038.1, XP_033328053.1
OG0003390	XP_034174685.1	XP_033332919.1
OG0003391	XP_034181488.1	XP_033324528.1, XP_033324529.1, XP_033324527.1
OG0003392	XP_034192887.1	XP_033324297.1
OG0003393	XP_034177761.1	XP_033326700.1, XP_033326701.1
OG0003394	XP_034177648.1	XP_033324300.1
OG0003395	XP_034177666.1, XP_034177665.1	XP_033324142.1, XP_033324140.1
OG0003396	XP_034188236.1	XP_033322073.1
OG0003397	XP_034190681.1	XP_033333161.1
OG0003398	XP_034195730.1	XP_033323734.1, XP_033323735.1, XP_033323736.1
OG0003399	XP_034185396.1	XP_033330298.1, XP_033330299.1
OG0003400	XP_034194334.1	XP_033328128.1
OG0003401	XP_034179049.1, XP_034179098.1	XP_033330332.1
OG0003402	XP_034178950.1	XP_033329431.1
OG0003403	XP_034175202.1, XP_034175211.1	XP_033331825.1
OG0003404	XP_034189259.1, XP_034189260.1	XP_033334136.1
OG0003405	XP_034188919.1	XP_033321509.1
OG0003406	XP_034171557.1	XP_033323651.1
OG0003407	XP_034171511.1	XP_033334263.1
OG0003408	XP_034187190.1	XP_033324483.1, XP_033324484.1
OG0003409	XP_034189980.1	XP_033330521.1
OG0003410	XP_034182051.1	XP_033323181.1
OG0003411	XP_034182458.1	XP_033338506.1
OG0003413	XP_034176126.1, XP_034176100.1	XP_033341078.1
OG0003414	XP_034190181.1	XP_033339927.1, XP_033330387.1
OG0003415	XP_034190179.1, XP_034190178.1	XP_033339928.1, XP_033330386.1
OG0003416	XP_034187163.1	XP_033323230.1
OG0003417	XP_034182132.1	XP_033333638.1
OG0003418	XP_034191253.1	XP_033338681.1
OG0003419	XP_034182576.1	XP_033340512.1
OG0003421	XP_034171816.1, XP_034171794.1	XP_033331155.1
OG0003422	XP_034177612.1	XP_033328143.1, XP_033328142.1
OG0003423	XP_034175340.1	XP_033342613.1
OG0003424	XP_034175871.1	XP_033342366.1
OG0003425	XP_034175522.1	XP_033342446.1
OG0003426	XP_034175444.1	XP_033342304.1
OG0003427	XP_034192191.1	XP_033343096.1
OG0003428	XP_034173405.1	XP_033328565.1
OG0003429	XP_034173389.1, XP_034173390.1	XP_033328960.1
OG0003430	XP_034196444.1	XP_033333627.1
OG0003431	XP_034196440.1, XP_034196443.1, XP_034196441.1	XP_033333532.1
OG0003432	XP_034173371.1	XP_033328606.1, XP_033328605.1
OG0003434	XP_034173189.1	XP_033328653.1
OG0003435	XP_034172670.1	XP_033340187.1, XP_033340186.1
OG0003436	XP_034173191.1	XP_033328648.1
OG0003437	XP_034172312.1	XP_033340018.1
OG0003438	XP_034172841.1	XP_033328869.1
OG0003439	XP_034172092.1	XP_033326157.1, XP_033326158.1
OG0003440	XP_034172224.1	XP_033326222.1
OG0003441	XP_034172294.1, XP_034172295.1, XP_034172293.1	XP_033338470.1
OG0003442	XP_034196045.1	XP_033340525.1
OG0003443	XP_034181344.1	XP_033327494.1
OG0003444	XP_034193007.1	XP_033325828.1
OG0003445	XP_034175983.1, XP_034175982.1	XP_033341783.1
OG0003446	XP_034183475.1	XP_033331695.1
OG0003447	XP_034190893.1, XP_034190894.1	XP_033326281.1
OG0003448	XP_034177765.1	XP_033333086.1, XP_033333085.1
OG0003449	XP_034186765.1	XP_033338575.1
OG0003450	XP_034186778.1	XP_033338579.1
OG0003451	XP_034176311.1	XP_033320847.1
OG0003453	XP_034171464.1	XP_033334396.1
OG0003454	XP_034191114.1, XP_034191122.1, XP_034191104.1	XP_033340415.1
OG0003455	XP_034170859.1	XP_033341755.1
OG0003456	XP_034171454.1	XP_033334420.1
OG0003457	XP_034171363.1	XP_033337046.1
OG0003458	XP_034194226.1	XP_033321978.1
OG0003459	XP_034182066.1	XP_033326790.1
OG0003461	XP_034181977.1	XP_033329890.1
OG0003462	XP_034186270.1	XP_033337808.1
OG0003463	XP_034187479.1	XP_033337027.1
OG0003464	XP_034173966.1	XP_033327035.1
OG0003465	XP_034173833.1	XP_033336845.1
OG0003466	XP_034173925.1	XP_033336760.1
OG0003467	XP_034187531.1	XP_033326462.1
OG0003468	XP_034187681.1	XP_033338079.1
OG0003469	XP_034194847.1	XP_033327036.1
OG0003470	XP_034174255.1	XP_033322314.1
OG0003471	XP_034187274.1	XP_033325306.1
OG0003472	XP_034174664.1	XP_033329437.1
OG0003473	XP_034196033.1	XP_033328366.1
OG0003474	XP_034176784.1	XP_033328152.1
OG0003475	XP_034196011.1, XP_034196009.1	XP_033322765.1
OG0003476	XP_034195824.1	XP_033320792.1
OG0003477	XP_034189065.1	XP_033330454.1
OG0003478	XP_034184593.1	XP_033333571.1
OG0003479	XP_034181239.1	XP_033333210.1
OG0003480	XP_034181045.1	XP_033333336.1, XP_033333337.1
OG0003481	XP_034185421.1	XP_033335060.1
OG0003482	XP_034181168.1	XP_033329480.1
OG0003483	XP_034187992.1	XP_033328808.1
OG0003484	XP_034175321.1	XP_033332259.1
OG0003485	XP_034185009.1	XP_033324495.1
OG0003486	XP_034184690.1	XP_033337718.1
OG0003487	XP_034185147.1	XP_033337506.1
OG0003488	XP_034192511.1	XP_033332716.1
OG0003489	XP_034184674.1	XP_033327414.1
OG0003490	XP_034180584.1	XP_033323950.1
OG0003491	XP_034184793.1	XP_033337462.1
OG0003492	XP_034184699.1	XP_033332641.1
OG0003494	XP_034184490.1	XP_033321361.1
OG0003495	XP_034187708.1, XP_034187688.1	XP_033323503.1
OG0003496	XP_034191704.1	XP_033333005.1
OG0003497	XP_034186165.1	XP_033325563.1, XP_033325564.1
OG0003498	XP_034183373.1	XP_033331579.1
OG0003499	XP_034186103.1	XP_033331396.1
OG0003500	XP_034190020.1	XP_033325978.1
OG0003501	XP_034183569.1	XP_033325373.1
