Orthogroup	Osmia_lignaria	Megachile_rotundata
OG0004046	XP_034172585.1	XP_003706677.2
OG0004047	XP_034183670.1	XP_012148918.1
OG0004048	XP_034174063.1	XP_012152884.1
OG0004050	XP_034190928.1	XP_003700187.1
OG0004051	XP_034179103.1	XP_003708592.1
OG0004052	XP_034192729.1	XP_012144944.1
OG0004053	XP_034191077.1	XP_003700447.1
OG0004054	XP_034181261.1	XP_003703633.1
OG0004055	XP_034191504.1	XP_003708343.2
OG0004056	XP_034191192.1	XP_003700491.1
OG0004057	XP_034172678.1	XP_003703114.1
OG0004058	XP_034190860.1	XP_003700697.1
OG0004059	XP_034178496.1	XP_003704243.1
OG0004060	XP_034189635.1	XP_003701066.1
OG0004061	XP_034187273.1	XP_003703907.1, XP_012141996.1
OG0004062	XP_034173057.1	XP_012151829.1
OG0004063	XP_034178794.1	XP_003704203.1
OG0004064	XP_034175854.1	XP_003705572.1
OG0004065	XP_034177720.1	XP_003707326.1
OG0004066	XP_034195136.1	XP_003703382.1
OG0004068	XP_034187838.1	XP_012149326.1
OG0004069	XP_034193479.1	XP_003699672.1
OG0004070	XP_034172225.1	XP_003703876.1
OG0004071	XP_034192703.1	XP_012139093.1
OG0004072	XP_034186602.1	XP_003700180.1
OG0004073	XP_034189624.1	XP_003706900.1
OG0004074	XP_034179128.1	XP_003705556.1
OG0004075	XP_034173494.1	XP_003703736.1
OG0004076	XP_034192718.1	XP_012144974.1
OG0004077	XP_034176441.1	XP_003700261.1
OG0004078	XP_034188324.1	XP_003705170.1
OG0004079	XP_034171532.1	XP_012138243.1, XP_012138242.1, XP_012138244.1
OG0004080	XP_034172881.1	XP_012141702.1
OG0004082	XP_034172773.1	XP_003708020.1
OG0004083	XP_034173688.1	XP_012152777.1, XP_012152782.1
OG0004084	XP_034181017.1, XP_034181016.1	XP_003703436.1
OG0004085	XP_034192116.1	XP_003702950.1
OG0004086	XP_034172637.1	XP_012151496.1
OG0004087	XP_034185940.1	XP_003699766.2
OG0004088	XP_034179349.1, XP_034179350.1	XP_003699602.2
OG0004089	XP_034175737.1	XP_003699968.1
OG0004090	XP_034178180.1	XP_003703169.1
OG0004091	XP_034190668.1	XP_003701127.1
OG0004092	XP_034182040.1	XP_012152332.1, XP_012152331.1
OG0004093	XP_034175884.1	XP_012138726.1
OG0004095	XP_034183195.1	XP_003700736.1
OG0004096	XP_034172257.1	XP_003703820.1
OG0004097	XP_034187418.1	XP_003708408.1
OG0004099	XP_034176495.1	XP_003702181.1
OG0004100	XP_034185830.1	XP_003704609.1
OG0004101	XP_034177860.1	XP_003700235.1
OG0004102	XP_034196000.1	XP_003705866.1
OG0004103	XP_034176663.1	XP_003700588.2
OG0004104	XP_034191976.1	XP_003702938.1
OG0004105	XP_034189024.1	XP_003699388.1
OG0004106	XP_034194711.1	XP_003708113.1
OG0004107	XP_034192237.1	XP_003703326.1
OG0004108	XP_034188911.1	XP_003701444.1
OG0004109	XP_034182237.1	XP_012142155.1, XP_012142154.1
OG0004110	XP_034174902.1	XP_003703128.1
OG0004111	XP_034194215.1	XP_003706058.1
OG0004112	XP_034192034.1	XP_003702793.1
OG0004113	XP_034184663.1	XP_012144826.1
OG0004114	XP_034193560.1	XP_003705955.2
OG0004115	XP_034195461.1	XP_003702430.1
OG0004116	XP_034193902.1	XP_003708609.1
OG0004117	XP_034196486.1	XP_003701503.1, XP_012136704.1
OG0004118	XP_034187642.1	XP_003706191.1, XP_012147384.1
OG0004119	XP_034179152.1	XP_003705505.1
OG0004120	XP_034179387.1	XP_003706611.1
OG0004121	XP_034173768.1	XP_012142032.1, XP_012142033.1, XP_003703936.1
OG0004122	XP_034182880.1	XP_003700730.1
OG0004123	XP_034183221.1	XP_003700749.1
OG0004124	XP_034179219.1	XP_003705903.1
OG0004125	XP_034189915.1	XP_012148966.1, XP_003706983.1
OG0004126	XP_034191585.1	XP_003707111.1, XP_012149568.1
OG0004127	XP_034172044.1	XP_003701517.2
OG0004128	XP_034182382.1	XP_003703983.1
OG0004129	XP_034181846.1	XP_003705328.1
OG0004130	XP_034185403.1	XP_003702730.1
OG0004131	XP_034181981.1	XP_012142269.1, XP_003704007.1
OG0004132	XP_034188363.1	XP_012151074.1
OG0004133	XP_034188499.1	XP_003706074.2
OG0004134	XP_034175291.1	XP_003707752.1
OG0004135	XP_034176870.1	XP_003707464.1
OG0004136	XP_034196166.1	XP_003702414.2
OG0004137	XP_034176548.1	XP_003702044.1
OG0004138	XP_034179323.1	XP_003705508.1
OG0004139	XP_034171525.1	XP_012136726.1
OG0004141	XP_034196636.1	XP_003700866.1
OG0004142	XP_034185025.1	XP_003701243.1
OG0004143	XP_034171113.1	XP_003702612.1
OG0004144	XP_034184645.1	XP_003702475.1
OG0004145	XP_034186750.1, XP_034186749.1	XP_012154130.1
OG0004146	XP_034190278.1	XP_012135745.1
OG0004147	XP_034179153.1	XP_003705503.1
OG0004148	XP_034186390.1	XP_003700658.1
OG0004149	XP_034183698.1	XP_003706977.1
OG0004150	XP_034177261.1	XP_003701887.1
OG0004151	XP_034186777.1	XP_012154363.1
OG0004152	XP_034177262.1	XP_003701868.1
OG0004153	XP_034171121.1	XP_003702627.1
OG0004154	XP_034179690.1	XP_003699625.1
OG0004155	XP_034184568.1	XP_012151414.1
OG0004157	XP_034186304.1	XP_012144161.1
OG0004158	XP_034185664.1	XP_003700167.1
OG0004159	XP_034185351.1	XP_012150502.1
OG0004160	XP_034189488.1	XP_012149399.1
OG0004161	XP_034178401.1	XP_012142700.1
OG0004162	XP_034191509.1	XP_003703085.1
OG0004163	XP_034187658.1, XP_034187657.1	XP_003703229.1
OG0004164	XP_034187837.1	XP_003700800.1
OG0004165	XP_034186402.1	XP_003704908.1
OG0004166	XP_034180472.1	XP_012143328.1, XP_003708275.2
OG0004167	XP_034188768.1	XP_012137298.1
OG0004168	XP_034178311.1	XP_012142919.1
OG0004169	XP_034181135.1	XP_003708673.1, XP_003707486.1
OG0004170	XP_034189641.1	XP_003701029.1, XP_003701028.1
OG0004171	XP_034184717.1	XP_012144733.1
OG0004172	XP_034183464.1	XP_003706945.1
OG0004173	XP_034185876.1	XP_003706830.1
OG0004174	XP_034183600.1	XP_003706829.1
OG0004175	XP_034180791.1	XP_003702900.1
OG0004176	XP_034173803.1	XP_012138080.1
OG0004177	XP_034180981.1	XP_003705561.1
OG0004178	XP_034190122.1, XP_034190123.1	XP_003701063.1
OG0004179	XP_034180465.1, XP_034180466.1	XP_003704564.1
OG0004180	XP_034190558.1	XP_012135705.1
OG0004181	XP_034188020.1	XP_003705335.1
OG0004182	XP_034190028.1	XP_003704708.2
OG0004183	XP_034195419.1	XP_003705858.1
OG0004184	XP_034182069.1	XP_003708175.1
OG0004185	XP_034179663.1	XP_003708622.2
OG0004186	XP_034176487.1	XP_003703183.1, XP_012140265.1
OG0004187	XP_034177973.1	XP_003704338.1
OG0004188	XP_034174864.1	XP_003699480.1
OG0004189	XP_034174867.1, XP_034174866.1	XP_003699460.1
OG0004190	XP_034174533.1	XP_012139941.1
OG0004191	XP_034180467.1	XP_003701957.1
OG0004193	XP_034179074.1	XP_012142590.1
OG0004194	XP_034181594.1	XP_003703443.1
OG0004195	XP_034185559.1	XP_012138937.1
OG0004196	XP_034192864.1	XP_003700210.1
OG0004197	XP_034181131.1	XP_003703686.1
OG0004198	XP_034176400.1	XP_012153812.1
OG0004199	XP_034176055.1	XP_012153822.1
OG0004200	XP_034180808.1	XP_012145792.1
OG0004201	XP_034191738.1	XP_003707156.1
OG0004202	XP_034178175.1	XP_012142732.1, XP_003704425.1
OG0004203	XP_034184069.1	XP_003701279.1
OG0004204	XP_034181693.1, XP_034181692.1	XP_003703653.1
OG0004205	XP_034191385.1	XP_003705397.1, XP_012145553.1
OG0004206	XP_034181140.1	XP_012141498.1
OG0004207	XP_034184170.1	XP_003700057.1
OG0004208	XP_034171205.1	XP_003700076.1
OG0004209	XP_034183699.1	XP_003706802.1
OG0004210	XP_034176839.1	XP_012150147.1
OG0004211	XP_034177147.1	XP_003707423.1
OG0004212	XP_034192965.1	XP_003707322.1, XP_012150186.1
OG0004213	XP_034193461.1	XP_012140551.1
OG0004214	XP_034196300.1	XP_003703268.1
OG0004215	XP_034192681.1	XP_003703362.1
OG0004216	XP_034195294.1, XP_034195299.1	XP_003703265.2
OG0004217	XP_034187356.1	XP_012141977.1
OG0004218	XP_034187529.1	XP_012142008.1
OG0004219	XP_034190795.1	XP_003704570.1, XP_012143535.1
OG0004220	XP_034189831.1	XP_003701039.1
OG0004221	XP_034193731.1	XP_003701348.1
OG0004222	XP_034193483.1	XP_003701382.1
OG0004223	XP_034185194.1	XP_012144781.1
OG0004224	XP_034176086.1	XP_003700992.1
OG0004225	XP_034196014.1	XP_003705823.1
OG0004226	XP_034176895.1	XP_012145204.1
OG0004227	XP_034185855.1	XP_003706827.1
OG0004228	XP_034190104.1	XP_003707008.1
OG0004229	XP_034184884.1	XP_003701236.1
OG0004230	XP_034176807.1	XP_012145094.1, XP_003705262.1
OG0004231	XP_034174551.1	XP_003699228.1
OG0004232	XP_034183323.1	XP_012134594.1
OG0004233	XP_034196158.1	XP_012138579.1, XP_012138580.1
OG0004234	XP_034176864.1	XP_012139184.1, XP_012139182.1
OG0004235	XP_034180045.1	XP_012139419.1
OG0004236	XP_034170833.1	XP_003700863.1
OG0004238	XP_034175326.1	XP_003699311.1, XP_012150019.1
OG0004239	XP_034176025.1	XP_003707730.2
OG0004241	XP_034188510.1	XP_012142261.1
OG0004242	XP_034183251.1	XP_012144475.1
OG0004243	XP_034174458.1	XP_003699430.1
OG0004244	XP_034173698.1, XP_034173697.1	XP_003708445.1, XP_012152793.1
OG0004245	XP_034183974.1	XP_012150820.1, XP_012150777.1
OG0004246	XP_034192793.1	XP_003707335.1, XP_012150227.1
OG0004247	XP_034177721.1	XP_003707370.1
OG0004248	XP_034188432.1	XP_003704037.1
OG0004249	XP_034182248.1	XP_003704010.1
OG0004250	XP_034185030.1	XP_003702727.1
OG0004251	XP_034171195.1	XP_003702271.1
OG0004252	XP_034171203.1	XP_003702272.1
OG0004253	XP_034195744.1	XP_003703312.1
OG0004254	XP_034184098.1	XP_003702145.1
OG0004255	XP_034174515.1	XP_012137806.1
OG0004256	XP_034170858.1	XP_012138439.1
OG0004257	XP_034170813.1	XP_003702315.1
OG0004258	XP_034187200.1	XP_003700685.1, XP_012134902.1
OG0004259	XP_034182443.1	XP_003701636.2
OG0004260	XP_034182532.1	XP_003705813.1
OG0004261	XP_034182877.1	XP_012153940.1
OG0004262	XP_034186975.1	XP_003706094.1
OG0004263	XP_034183932.1, XP_034183933.1	XP_012134722.1
OG0004264	XP_034173093.1, XP_034173095.1	XP_003707991.1
OG0004265	XP_034172842.1	XP_003703788.1
OG0004266	XP_034172094.1	XP_003703774.1
OG0004267	XP_034191981.1	XP_012147053.1
OG0004268	XP_034196047.1	XP_012147060.1
OG0004269	XP_034181414.1	XP_012147524.1
OG0004270	XP_034192868.1	XP_003700372.1
OG0004271	XP_034176459.1	XP_012153838.1
OG0004272	XP_034191767.1	XP_003707136.1
OG0004273	XP_034191709.1, XP_034191708.1	XP_003704493.1
OG0004274	XP_034194331.1	XP_003708166.1
OG0004275	XP_034181266.1	XP_003703478.1
OG0004276	XP_034187957.1	XP_012150384.1, XP_012150375.1
OG0004277	XP_034174254.1	XP_012139921.1
OG0004278	XP_034196179.1	XP_012143881.1, XP_012143880.1
OG0004279	XP_034191300.1	XP_003704618.1
OG0004280	XP_034175613.1	XP_012153703.1, XP_012153699.1
OG0004281	XP_034192518.1	XP_012146757.1
OG0004282	XP_034193841.1	XP_012137063.1, XP_012137067.1
OG0004283	XP_034195597.1	XP_012137095.1
OG0004284	XP_034180653.1	XP_012139855.1
OG0004285	XP_034191930.1	XP_012139845.1
OG0004286	XP_034179547.1, XP_034179541.1	XP_012136207.1
OG0004287	XP_034182566.1	XP_012149865.1
OG0004288	XP_034189358.1	XP_003702352.1
OG0004289	XP_034186764.1	XP_003700523.1
OG0004290	XP_034186769.1	XP_003700476.1
OG0004291	XP_034178051.1	XP_003704201.1
OG0004292	XP_034178053.1	XP_012142665.1, XP_012142664.1
OG0004293	XP_034182341.1	XP_003699858.1, XP_012147216.1
OG0004294	XP_034193175.1	XP_012145983.1
OG0004295	XP_034175083.1	XP_003703188.1
OG0004296	XP_034181527.1	XP_003703469.1
OG0004297	XP_034194270.1	XP_003699888.1
OG0004298	XP_034194267.1, XP_034194098.1	XP_012146395.1
OG0004299	XP_034178230.1	XP_012142776.1
OG0004301	XP_034175785.1	XP_012146328.1
OG0004302	XP_034175640.1	XP_003700300.2
OG0004303	XP_034188009.1	XP_012140974.1
OG0004304	XP_034174720.1	XP_012136757.1
OG0004305	XP_034191751.1	XP_003707139.1, XP_012149511.1
OG0004306	XP_034184968.1	XP_003705074.1
OG0004307	XP_034181462.1	XP_012140907.1
OG0004308	XP_034192522.1	XP_012140937.1
OG0004309	XP_034188960.1	XP_003708466.1
OG0004310	XP_034189517.1	XP_003708517.1
OG0004311	XP_034179833.1	XP_012153441.1
OG0004312	XP_034179841.1	XP_012153472.1
OG0004313	XP_034171898.1	XP_003706323.1
OG0004314	XP_034171270.1	XP_012147639.1
OG0004315	XP_034189267.1	XP_012147642.1, XP_012147641.1
OG0004316	XP_034171285.1	XP_012147645.1, XP_012147644.1
OG0004317	XP_034189221.1	XP_012147661.1
OG0004318	XP_034196519.1	XP_003706311.1
OG0004319	XP_034181451.1	XP_012141377.1
OG0004320	XP_034192466.1	XP_012141350.1
OG0004321	XP_034179040.1	XP_012148517.1
OG0004322	XP_034179070.1	XP_012148529.1
OG0004323	XP_034179782.1	XP_012142589.1
OG0004324	XP_034178029.1	XP_003704324.1
OG0004325	XP_034178645.1	XP_012142752.1
OG0004326	XP_034178493.1	XP_012142990.1
OG0004327	XP_034183089.1	XP_012154280.1
OG0004328	XP_034186717.1	XP_012154249.1
OG0004329	XP_034186860.1	XP_012145475.1
OG0004330	XP_034190659.1	XP_012135768.1
OG0004331	XP_034184788.1	XP_003705107.1
OG0004332	XP_034184786.1	XP_003705138.1
OG0004334	XP_034184697.1	XP_012135813.1
OG0004335	XP_034181795.1	XP_003703700.1
OG0004336	XP_034181785.1	XP_012141482.1, XP_012141481.1
OG0004337	XP_034192398.1	XP_012150402.1, XP_012150408.1
OG0004338	XP_034181431.1	XP_003704820.1
OG0004339	XP_034188012.1	XP_012141077.1
OG0004340	XP_034188018.1	XP_003703599.1
OG0004341	XP_034181433.1	XP_012144096.1
OG0004342	XP_034188444.1	XP_012147300.1
OG0004343	XP_034188267.1	XP_012147193.1
OG0004344	XP_034182208.1	XP_012145809.1
OG0004345	XP_034192482.1	XP_003703605.1
OG0004346	XP_034181289.1	XP_003703452.1
OG0004347	XP_034175279.1	XP_003700238.1
OG0004348	XP_034176418.1	XP_003700262.1
OG0004349	XP_034193724.1, XP_034193723.1	XP_003701420.1
OG0004350	XP_034177859.1	XP_012153446.1
OG0004351	XP_034175256.1	XP_003707201.1
OG0004352	XP_034195519.1, XP_034195517.1	XP_012145729.1
OG0004353	XP_034178080.1	XP_012142969.1
OG0004354	XP_034178136.1	XP_012142978.1
OG0004355	XP_034181205.1	XP_003703483.1
OG0004356	XP_034181218.1	XP_003703506.1
OG0004357	XP_034192097.1	XP_012149633.1
OG0004358	XP_034178517.1	XP_012143014.1
OG0004359	XP_034178702.1	XP_003704259.1
OG0004360	XP_034178802.1	XP_012143023.1
OG0004361	XP_034178627.1	XP_012142743.1, XP_012142734.1
OG0004362	XP_034178752.1	XP_003704345.1
OG0004363	XP_034178762.1	XP_012142862.1, XP_012142865.1
OG0004364	XP_034182786.1	XP_003706129.1, XP_012147324.1
OG0004365	XP_034173921.1	XP_003703035.1
OG0004366	XP_034174096.1	XP_003699443.1
OG0004367	XP_034173771.1, XP_034173772.1	XP_012142030.1
OG0004368	XP_034179669.1	XP_003699621.1
OG0004369	XP_034188675.1	XP_003701700.1
OG0004370	XP_034181724.1	XP_003703495.1
OG0004371	XP_034188553.1	XP_012147455.1
OG0004374	XP_034179493.1	XP_003705495.1
OG0004375	XP_034179491.1	XP_012153283.1
OG0004376	XP_034179097.1	XP_012153303.1
OG0004378	XP_034171497.1	XP_012150428.1
OG0004379	XP_034195374.1	XP_012146606.1
OG0004380	XP_034176637.1	XP_012149812.1
OG0004381	XP_034186809.1	XP_012149475.1
OG0004382	XP_034191394.1	XP_003705374.1
OG0004383	XP_034191399.1	XP_003705378.1
OG0004384	XP_034186703.1	XP_003700528.1
OG0004385	XP_034181418.1	XP_012137697.1
OG0004386	XP_034184317.1	XP_003704875.1, XP_012144132.1
OG0004387	XP_034184499.1	XP_003704862.2, XP_012144318.1
OG0004388	XP_034184494.1, XP_034184493.1	XP_003704861.1
OG0004389	XP_034184504.1	XP_012144214.1
OG0004390	XP_034184501.1	XP_012144210.1
OG0004391	XP_034184352.1	XP_003704886.1, XP_012144198.1
OG0004392	XP_034186488.1, XP_034186479.1	XP_003699581.1
OG0004393	XP_034187460.1	XP_012150645.1
OG0004394	XP_034184524.1, XP_034184523.1	XP_003707587.1
OG0004395	XP_034183986.1	XP_012151986.1
OG0004396	XP_034195869.1	XP_012150130.1
OG0004397	XP_034182012.1	XP_012152450.1
OG0004398	XP_034180021.1	XP_012152461.1
OG0004399	XP_034175860.1	XP_012138946.1, XP_003702579.1
OG0004400	XP_034195639.1	XP_012146091.1
OG0004401	XP_034188806.1	XP_012136174.1
OG0004402	XP_034180425.1	XP_012149575.1
OG0004403	XP_034177002.1	XP_012150153.1
OG0004404	XP_034177146.1	XP_003700346.1
OG0004405	XP_034177105.1	XP_012150155.1
OG0004406	XP_034177169.1, XP_034177170.1	XP_012137341.1
OG0004407	XP_034177733.1	XP_012137421.1
OG0004408	XP_034177737.1	XP_003701864.1
OG0004409	XP_034186891.1	XP_003704955.1
OG0004410	XP_034183042.1	XP_012134937.1
OG0004411	XP_034189510.1	XP_012148487.1
OG0004412	XP_034194975.1	XP_012143153.1
OG0004413	XP_034192300.1	XP_003708126.1
OG0004414	XP_034181652.1	XP_012148201.1, XP_012148200.1
OG0004415	XP_034183713.1	XP_003705787.1, XP_012146502.1
OG0004416	XP_034183493.1	XP_003705774.1
OG0004417	XP_034183786.1	XP_012149450.1
OG0004418	XP_034183790.1	XP_012148888.1
OG0004419	XP_034190031.1	XP_003707053.1
OG0004420	XP_034190032.1	XP_003706959.2, XP_012148822.1
OG0004421	XP_034190134.1	XP_003706955.1
OG0004422	XP_034183794.1	XP_012149147.1
OG0004423	XP_034194080.1	XP_012152674.1
OG0004424	XP_034184588.1	XP_003708359.2
OG0004425	XP_034182885.1	XP_012149715.1
OG0004426	XP_034190796.1	XP_012143771.1
OG0004427	XP_034171585.1	XP_003706459.1
OG0004428	XP_034171660.1	XP_003706461.1
OG0004429	XP_034183538.1	XP_003706493.1
OG0004430	XP_034183549.1	XP_003704655.1
OG0004432	XP_034174900.1	XP_012138742.1
OG0004433	XP_034179589.1	XP_012153347.1
OG0004434	XP_034193895.1	XP_012153365.1
OG0004435	XP_034179538.1	XP_012143969.1, XP_012143967.1
OG0004436	XP_034179523.1	XP_003704771.1
OG0004437	XP_034193669.1	XP_003704769.1
OG0004438	XP_034178898.1	XP_003704764.1, XP_012143934.1
OG0004439	XP_034193715.1	XP_003705957.1
OG0004440	XP_034179311.1	XP_003705971.1
OG0004441	XP_034179920.1	XP_003705919.1
OG0004442	XP_034178869.1	XP_003706715.2
OG0004443	XP_034179925.1	XP_003706727.1
OG0004444	XP_034190199.1	XP_012138748.1
OG0004445	XP_034195104.1	XP_003705135.1, XP_012144880.1
OG0004446	XP_034185174.1, XP_034185173.1	XP_012144874.1
OG0004448	XP_034188170.1	XP_012145802.1
OG0004449	XP_034188176.1	XP_003699884.1
OG0004450	XP_034188466.1	XP_012142349.1, XP_012142348.1
OG0004451	XP_034195460.1	XP_012146641.1
OG0004452	XP_034177021.1	XP_003705420.1
OG0004453	XP_034177204.1	XP_012145178.1
OG0004454	XP_034196646.1	XP_003699562.1
OG0004455	XP_034176064.1	XP_012138681.1, XP_003699377.1
OG0004456	XP_034185345.1	XP_012150505.1
OG0004457	XP_034184640.1	XP_012150481.1, XP_003707510.1
OG0004458	XP_034190327.1	XP_003701141.1
OG0004459	XP_034190325.1	XP_012135595.1, XP_003701159.1
OG0004460	XP_034190670.1	XP_012135635.1
OG0004461	XP_034185462.1	XP_003701174.1
OG0004462	XP_034185459.1	XP_012135946.1
OG0004463	XP_034196600.1	XP_003706762.1
OG0004464	XP_034177272.1	XP_012137322.1, XP_003701893.1
OG0004465	XP_034176938.1, XP_034176937.1	XP_003705213.1
OG0004466	XP_034191616.1, XP_034191608.1	XP_012139744.1
OG0004467	XP_034191601.1	XP_012139728.1
OG0004468	XP_034191638.1	XP_003702820.1
OG0004469	XP_034192125.1	XP_003702807.1
OG0004470	XP_034195255.1, XP_034195254.1, XP_034195263.1	XP_003708317.1
OG0004471	XP_034195258.1, XP_034195286.1	XP_012152591.1
OG0004472	XP_034191552.1	XP_012152011.1
OG0004473	XP_034191546.1	XP_012152025.1
OG0004474	XP_034185967.1	XP_003705695.2
OG0004475	XP_034177936.1	XP_003703235.1
OG0004476	XP_034178400.1	XP_003704271.1
OG0004477	XP_034178165.1	XP_003704411.1
OG0004478	XP_034178289.1	XP_003704433.1, XP_012143235.1
OG0004479	XP_034178614.1	XP_012143240.1
OG0004480	XP_034181521.1	XP_012143663.1
OG0004481	XP_034186425.1	XP_003704971.2
OG0004482	XP_034191152.1	XP_003700695.2
OG0004483	XP_034191154.1	XP_012134575.1
OG0004484	XP_034190876.1	XP_003704939.2
OG0004485	XP_034186525.1	XP_012152439.1, XP_003708245.1
OG0004486	XP_034186514.1	XP_003708244.1
OG0004487	XP_034186489.1	XP_012134944.1
OG0004488	XP_034186487.1	XP_012134801.1
OG0004489	XP_034187347.1	XP_012153880.1, XP_012153881.1
OG0004490	XP_034195815.1	XP_003703384.2
OG0004491	XP_034195987.1	XP_012146645.1
OG0004492	XP_034187925.1	XP_012138167.1
OG0004493	XP_034184792.1	XP_012138537.1
OG0004494	XP_034186041.1, XP_034186044.1	XP_003706853.1
OG0004495	XP_034176865.1	XP_012139204.1
OG0004496	XP_034176939.1	XP_012145243.1
OG0004497	XP_034180035.1	XP_012139871.1
OG0004498	XP_034180773.1	XP_012139507.1
OG0004499	XP_034196564.1	XP_003700960.1
OG0004500	XP_034171948.1	XP_012148705.1
OG0004501	XP_034171747.1	XP_012135217.1
OG0004502	XP_034191876.1	XP_012139819.1
OG0004503	XP_034192060.1	XP_012139825.1
OG0004504	XP_034186055.1	XP_012136606.1
OG0004505	XP_034189457.1	XP_003706932.1
OG0004506	XP_034189538.1	XP_012149363.1
OG0004507	XP_034185738.1	XP_012149354.1
OG0004508	XP_034186178.1	XP_012135434.1, XP_003701087.1
OG0004509	XP_034186234.1	XP_012135390.1
OG0004510	XP_034191864.1	XP_012139804.1
OG0004511	XP_034175275.1	XP_003707785.1
OG0004512	XP_034176552.1	XP_012151204.1
OG0004514	XP_034175164.1, XP_034175163.1	XP_012148373.1
OG0004515	XP_034175680.1	XP_012146471.1
OG0004516	XP_034175893.1	XP_012147646.1
OG0004517	XP_034193452.1	XP_012147991.1, XP_003699973.2
OG0004518	XP_034193280.1	XP_003699313.1
OG0004519	XP_034175314.1	XP_012154430.1, XP_012154434.1
OG0004520	XP_034176308.1	XP_003699989.1
OG0004521	XP_034183182.1	XP_012134641.1
OG0004522	XP_034187471.1	XP_003706194.1
OG0004523	XP_034187700.1	XP_003706223.1
OG0004524	XP_034187649.1	XP_003706208.1
OG0004525	XP_034183950.1	XP_012150591.1
OG0004526	XP_034184235.1	XP_012151020.1
OG0004527	XP_034178600.1	XP_012151456.1
OG0004528	XP_034194591.1	XP_012151650.1
OG0004529	XP_034180290.1	XP_003700049.2
OG0004530	XP_034176889.1	XP_012139082.1
OG0004531	XP_034174830.1, XP_034174829.1	XP_012139209.1
OG0004532	XP_034192604.1	XP_012150347.1
OG0004533	XP_034192808.1	XP_003707442.2
OG0004534	XP_034192776.1	XP_012150348.1
OG0004535	XP_034192760.1, XP_034192761.1	XP_012150272.1
OG0004536	XP_034192655.1	XP_012139143.1
OG0004537	XP_034177814.1	XP_012150306.1, XP_003707460.2
OG0004538	XP_034194604.1	XP_003704420.2
OG0004539	XP_034178667.1	XP_003704283.1
OG0004540	XP_034187788.1	XP_012153897.1
OG0004541	XP_034187715.1	XP_003700277.1
OG0004542	XP_034196679.1	XP_003702346.1
OG0004543	XP_034171755.1	XP_012135161.1
OG0004544	XP_034194646.1	XP_012140829.1
OG0004545	XP_034186897.1	XP_003707699.1
OG0004546	XP_034185378.1	XP_012139329.1
OG0004547	XP_034191269.1	XP_012138165.1, XP_003702013.1
OG0004548	XP_034182741.1	XP_012141592.1
OG0004549	XP_034188423.1	XP_003704082.1
OG0004550	XP_034194315.1	XP_012152305.1
OG0004551	XP_034179035.1	XP_003706615.1
OG0004552	XP_034172744.1, XP_034172765.1	XP_012140187.1
OG0004553	XP_034175364.1	XP_012140203.1, XP_012140202.1
OG0004554	XP_034196063.1	XP_003702159.2
OG0004555	XP_034189271.1, XP_034189270.1	XP_003701535.1
OG0004556	XP_034188907.1	XP_003701619.1
OG0004557	XP_034189407.1	XP_003701493.1
OG0004558	XP_034188976.1	XP_012136562.1
OG0004559	XP_034171976.1	XP_012135109.1, XP_003700937.1, XP_012135110.1
OG0004560	XP_034171975.1	XP_012135100.1
OG0004561	XP_034196638.1	XP_003702316.1
OG0004562	XP_034171719.1	XP_003700947.2
OG0004563	XP_034189849.1	XP_012138574.1
OG0004564	XP_034183412.1	XP_003699721.1
OG0004565	XP_034182233.1	XP_003701715.1
OG0004566	XP_034191224.1	XP_003705633.1
OG0004567	XP_034184682.1	XP_012140170.1
OG0004568	XP_034178246.1	XP_012148300.1, XP_003706595.1
OG0004569	XP_034173010.1	XP_003702057.1
OG0004570	XP_034182980.1	XP_012143532.1
OG0004571	XP_034182874.1	XP_012153293.1, XP_003700195.1
OG0004572	XP_034191318.1	XP_012142423.1
OG0004573	XP_034188491.1	XP_012140097.1
OG0004574	XP_034172002.1	XP_012140100.1
OG0004575	XP_034176256.1	XP_003706592.2
OG0004576	XP_034181316.1	XP_012137665.1
OG0004577	XP_034181407.1	XP_012137635.1
OG0004578	XP_034190705.1, XP_034190704.1	XP_012145899.1, XP_012145898.1
OG0004579	XP_034182049.1	XP_012147691.1
OG0004580	XP_034182042.1	XP_003706317.1
OG0004581	XP_034182522.1	XP_003704898.1
OG0004583	XP_034191002.1	XP_003705369.1
OG0004584	XP_034190996.1, XP_034190995.1	XP_003705367.1
OG0004585	XP_034191413.1	XP_003705362.1
OG0004586	XP_034188803.1	XP_003706597.1
OG0004587	XP_034172154.1	XP_003707667.1
OG0004588	XP_034181298.1	XP_003707668.1, XP_012150874.1
OG0004589	XP_034192657.1, XP_034192578.1	XP_012146225.1
OG0004590	XP_034191049.1, XP_034191050.1	XP_003704094.1
OG0004591	XP_034190937.1	XP_012142443.1
OG0004592	XP_034176602.1	XP_012151301.1, XP_003707784.1
OG0004593	XP_034193097.1	XP_003707783.1
OG0004594	XP_034193202.1	XP_012151307.1
OG0004595	XP_034175415.1	XP_012151240.1
OG0004596	XP_034174972.1	XP_012153886.1
OG0004597	XP_034175233.1	XP_003699325.1
OG0004598	XP_034196209.1	XP_012140524.1
OG0004599	XP_034173147.1	XP_012151459.1, XP_012151453.1
OG0004600	XP_034172876.1	XP_012141707.1, XP_012141708.1
OG0004601	XP_034173295.1	XP_003706411.1
OG0004602	XP_034173274.1	XP_012147916.1
OG0004603	XP_034188155.1	XP_003700646.1
