Orthogroup	Osmia_lignaria	Apis_mellifera
OG0004511	XP_034175275.1	XP_006566358.1, XP_397109.3
OG0004512	XP_034176552.1	XP_006566421.2
OG0004514	XP_034175164.1, XP_034175163.1	XP_006566479.2
OG0004515	XP_034175680.1	XP_006566620.1, XP_006566617.1
OG0004516	XP_034175893.1	XP_006566648.1
OG0004517	XP_034193452.1	XP_006566668.2
OG0004518	XP_034193280.1	XP_006566708.1
OG0004519	XP_034175314.1	XP_006566805.1
OG0004520	XP_034176308.1	XP_006566830.1
OG0004521	XP_034183182.1	XP_006566977.1
OG0004522	XP_034187471.1	XP_006567174.2
OG0004523	XP_034187700.1	XP_006567217.2
OG0004524	XP_034187649.1	XP_006567237.1
OG0004525	XP_034183950.1	XP_006567441.1
OG0004526	XP_034184235.1	XP_006567442.2
OG0004527	XP_034178600.1	XP_006567468.1
OG0004528	XP_034194591.1	XP_006567481.2
OG0004529	XP_034180290.1	XP_006567499.1
OG0004530	XP_034176889.1	XP_006567707.1
OG0004532	XP_034192604.1	XP_006567852.3
OG0004533	XP_034192808.1	XP_006567864.2
OG0004534	XP_034192776.1	XP_006567879.1
OG0004535	XP_034192760.1, XP_034192761.1	XP_006567880.1
OG0004536	XP_034192655.1	XP_006567897.1
OG0004537	XP_034177814.1	XP_006567926.1
OG0004538	XP_034194604.1	XP_006568103.1, XP_006568102.1
OG0004539	XP_034178667.1	XP_006568106.1
OG0004540	XP_034187788.1	XP_006568164.1
OG0004541	XP_034187715.1	XP_006568169.1, XP_624119.2
OG0004542	XP_034196679.1	XP_006568235.1
OG0004543	XP_034171755.1	XP_006568294.1, XP_006568293.1
OG0004544	XP_034194646.1	XP_006568300.1
OG0004545	XP_034186897.1	XP_006568315.2, XP_393046.2
OG0004546	XP_034185378.1	XP_006568318.1
OG0004547	XP_034191269.1	XP_006568403.1
OG0004548	XP_034182741.1	XP_006568433.1, XP_006568428.1
OG0004549	XP_034188423.1	XP_006568530.1
OG0004550	XP_034194315.1	XP_006568550.1
OG0004551	XP_034179035.1	XP_006568631.3
OG0004552	XP_034172744.1, XP_034172765.1	XP_006568638.1
OG0004553	XP_034175364.1	XP_006568649.1
OG0004554	XP_034196063.1	XP_006568703.2, XP_006568704.2
OG0004555	XP_034189271.1, XP_034189270.1	XP_006568785.2
OG0004556	XP_034188907.1	XP_006568821.1
OG0004557	XP_034189407.1	XP_006568841.1
OG0004558	XP_034188976.1	XP_006568897.2, XP_026294859.1
OG0004559	XP_034171976.1	XP_006568940.1
OG0004560	XP_034171975.1	XP_006568941.1
OG0004561	XP_034196638.1	XP_006569034.2
OG0004562	XP_034171719.1	XP_006569113.1
OG0004563	XP_034189849.1	XP_006569236.1
OG0004564	XP_034183412.1	XP_006569250.2, XP_006569257.2
OG0004565	XP_034182233.1	XP_006569315.2
OG0004566	XP_034191224.1	XP_006569455.1
OG0004567	XP_034184682.1	XP_006569483.1
OG0004568	XP_034178246.1	XP_006569495.1
OG0004569	XP_034173010.1	XP_006569515.1
OG0004570	XP_034182980.1	XP_006569552.2
OG0004571	XP_034182874.1	XP_006569554.2
OG0004572	XP_034191318.1	XP_006569570.1
OG0004573	XP_034188491.1	XP_006569623.1
OG0004574	XP_034172002.1	XP_006569625.1
OG0004575	XP_034176256.1	XP_006569681.2
OG0004576	XP_034181316.1	XP_016770114.1, XP_006569722.1
OG0004577	XP_034181407.1	XP_006569738.2
OG0004578	XP_034190705.1, XP_034190704.1	XP_006569770.1
OG0004579	XP_034182049.1	XP_006569916.1
OG0004580	XP_034182042.1	XP_396320.3, XP_006569917.1
OG0004581	XP_034182522.1	XP_006569920.1
OG0004583	XP_034191002.1	XP_006569990.1
OG0004584	XP_034190996.1, XP_034190995.1	XP_006569991.2
OG0004585	XP_034191413.1	XP_006570022.2
OG0004586	XP_034188803.1	XP_026301799.1, XP_006570143.1
OG0004587	XP_034172154.1	XP_006570153.1, XP_016768510.1
OG0004588	XP_034181298.1	XP_006570176.2
OG0004589	XP_034192657.1, XP_034192578.1	XP_006570185.1
OG0004590	XP_034191049.1, XP_034191050.1	XP_006570251.1
OG0004591	XP_034190937.1	XP_006570255.2
OG0004592	XP_034176602.1	XP_006570358.1
OG0004593	XP_034193097.1	XP_006570364.1
OG0004594	XP_034193202.1	XP_006570373.3
OG0004595	XP_034175415.1	XP_006570387.1
OG0004596	XP_034174972.1	XP_006570423.3
OG0004597	XP_034175233.1	XP_006570432.1
OG0004598	XP_034196209.1	XP_006570560.1
OG0004599	XP_034173147.1	XP_006570776.2
OG0004600	XP_034172876.1	XP_006570882.1
OG0004601	XP_034173295.1	XP_006570900.3
OG0004602	XP_034173274.1	XP_006570903.2
OG0004603	XP_034188155.1	XP_006570952.1, XP_396918.4
OG0004604	XP_034184594.1	XP_006570961.1
OG0004605	XP_034196405.1	XP_006570971.2
OG0004606	XP_034194728.1	XP_006570976.2
OG0004607	XP_034172611.1	XP_396999.5, XP_006571077.2
OG0004608	XP_034172519.1, XP_034172518.1	XP_006571158.1
OG0004609	XP_034172471.1	XP_006571179.1
OG0004610	XP_034172998.1	XP_006571219.1
OG0004611	XP_034173082.1	XP_006571326.2
OG0004612	XP_034173458.1	XP_006571339.2, XP_006571338.2
OG0004613	XP_034173609.1	XP_006571410.1
OG0004614	XP_034172362.1	XP_006571447.1
OG0004615	XP_034172310.1	XP_006571452.1
OG0004616	XP_034172985.1	XP_006571498.1
OG0004617	XP_034172384.1	XP_006571541.1
OG0004618	XP_034173603.1, XP_034173604.1	XP_006571667.1
OG0004619	XP_034196262.1	XP_006571749.1
OG0004620	XP_034194019.1	XP_006571767.1
OG0004621	XP_034179405.1	XP_006571773.2
OG0004622	XP_034196370.1	XP_006571805.1
OG0004623	XP_034175247.1	XP_006571817.1
OG0004624	XP_034193229.1	XP_006571826.2
OG0004625	XP_034171777.1	XP_006571829.1
OG0004626	XP_034190135.1	XP_006571876.3, XP_006571877.3
OG0004627	XP_034194504.1, XP_034194503.1	XP_006571882.3
OG0004628	XP_034189594.1	XP_006571886.1
OG0004629	XP_034181842.1	XP_006571898.1
OG0004630	XP_034194392.1	XP_006571931.2
OG0004631	XP_034192966.1	XP_006571964.2
OG0004632	XP_034180911.1	XP_006572010.1, XP_016772804.1
OG0004633	XP_034180445.1	XP_006572013.2
OG0004634	XP_034175265.1	XP_006572080.2, XP_026294753.1
OG0004635	XP_034192975.1	XP_006572082.1
OG0004636	XP_034193004.1	XP_006572085.1
OG0004637	XP_034187179.1	XP_006572124.1
OG0004638	XP_034183479.1	XP_006572136.1
OG0004639	XP_034189529.1	XP_006572178.1, XP_016772684.2
OG0004640	XP_034178262.1	XP_006572192.1, XP_396097.3
OG0004641	XP_034176334.1	XP_006572195.2
OG0004643	XP_034171319.1	XP_006572216.1
OG0004644	XP_034192168.1	XP_006572241.1
OG0004645	XP_034183890.1	XP_006572255.1, XP_006572254.1
OG0004646	XP_034189591.1	XP_006572257.1
OG0004647	XP_034187750.1	XP_006572269.1
OG0004648	XP_034187760.1	XP_006572271.1
OG0004649	XP_034176330.1	XP_006572307.1
OG0004650	XP_034194218.1	XP_006572335.2
OG0004651	XP_034173055.1	XP_006572353.1
OG0004652	XP_034175978.1	XP_006572378.3
OG0004653	XP_034177914.1	XP_006572385.1
OG0004654	XP_034177927.1	XP_006572388.1
OG0004655	XP_034176952.1, XP_034176951.1	XP_006572414.1
OG0004656	XP_034186958.1, XP_034187043.1	XP_006572697.1, XP_016773228.1
OG0004657	XP_034196673.1, XP_034196671.1	XP_016766274.1
OG0004658	XP_034171676.1	XP_016766300.1
OG0004659	XP_034170994.1, XP_034170993.1	XP_016766353.1
OG0004660	XP_034171235.1	XP_016766389.1
OG0004661	XP_034188678.1	XP_016766465.2
OG0004662	XP_034196520.1	XP_016766496.1
OG0004663	XP_034189141.1	XP_026294884.1, XP_016766508.2
OG0004664	XP_034182150.1	XP_016766566.1
OG0004665	XP_034194472.1	XP_016766618.2
OG0004666	XP_034182188.1	XP_016766750.1
OG0004667	XP_034182080.1	XP_016766807.2
OG0004668	XP_034188430.1, XP_034188431.1	XP_016766912.1
OG0004669	XP_034188595.1	XP_026295664.1, XP_016766917.2
OG0004670	XP_034171182.1	XP_016766924.2
OG0004671	XP_034182713.1, XP_034182714.1	XP_016766931.2
OG0004672	XP_034182238.1	XP_016767007.1, XP_016767006.1
OG0004673	XP_034174743.1	XP_016767122.2
OG0004674	XP_034173773.1, XP_034173774.1	XP_016767211.1
OG0004675	XP_034173322.1	XP_016767270.2
OG0004676	XP_034174607.1	XP_016767326.1
OG0004677	XP_034173691.1	XP_016767343.2
OG0004678	XP_034174797.1	XP_016767348.1, XP_016767349.1, XP_026296211.1
OG0004679	XP_034174367.1	XP_016767406.1
OG0004680	XP_034173589.1	XP_016767448.1
OG0004681	XP_034173867.1	XP_016767503.1
OG0004682	XP_034174851.1	XP_026295976.1, XP_016767515.2
OG0004683	XP_034187706.1	XP_016767518.2
OG0004684	XP_034172407.1	XP_016767532.1, XP_624299.2
OG0004685	XP_034177309.1	XP_016767570.2
OG0004686	XP_034191273.1, XP_034191272.1	XP_016767755.2
OG0004687	XP_034177448.1	XP_016767774.2
OG0004688	XP_034192626.1	XP_016767832.1
OG0004689	XP_034182882.1, XP_034182883.1	XP_016767859.1
OG0004690	XP_034177607.1	XP_016767869.2
OG0004691	XP_034192955.1	XP_016767910.1
OG0004692	XP_034191304.1	XP_016767920.2
OG0004693	XP_034177587.1	XP_016767946.2
OG0004694	XP_034195942.1, XP_034195943.1, XP_034195941.1	XP_016768006.1
OG0004695	XP_034194436.1	XP_016768033.1
OG0004697	XP_034195058.1	XP_026296978.1, XP_016768302.2
OG0004698	XP_034171110.1	XP_016768317.2
OG0004699	XP_034189033.1	XP_016768351.1
OG0004700	XP_034195416.1	XP_016768359.1, XP_016768360.1
OG0004701	XP_034195471.1	XP_016768377.1
OG0004702	XP_034195534.1	XP_016768382.1
OG0004703	XP_034177144.1	XP_016768559.1, XP_396257.3
OG0004704	XP_034187951.1, XP_034187943.1	XP_016768566.1
OG0004705	XP_034183994.1	XP_016768618.1
OG0004706	XP_034177283.1	XP_016768628.1
OG0004707	XP_034181114.1	XP_016768644.1
OG0004708	XP_034182524.1	XP_016768733.1
OG0004709	XP_034181460.1	XP_016768748.1
OG0004710	XP_034191966.1	XP_016768816.2
OG0004711	XP_034190633.1	XP_016768974.1
OG0004712	XP_034190502.1	XP_395348.2, XP_016769004.1
OG0004713	XP_034181820.1	XP_016769029.1
OG0004714	XP_034185543.1	XP_016769061.2
OG0004715	XP_034192462.1	XP_016769079.1
OG0004716	XP_034185408.1	XP_016769113.2
OG0004717	XP_034181895.1	XP_016769216.1
OG0004719	XP_034185311.1	XP_016769299.2
OG0004720	XP_034190336.1	XP_016769305.2
OG0004721	XP_034183990.1	XP_016769385.1, XP_392535.3
OG0004722	XP_034184474.1	XP_016769448.2
OG0004723	XP_034180497.1, XP_034180489.1	XP_016769495.1
OG0004724	XP_034173545.1	XP_016769513.1, XP_016769512.1
OG0004725	XP_034176465.1, XP_034176466.1	XP_016769520.2
OG0004726	XP_034183719.1	XP_016769558.1
OG0004727	XP_034184325.1	XP_016769595.2
OG0004728	XP_034173468.1	XP_016769645.1
OG0004729	XP_034186212.1	XP_016769648.2
OG0004730	XP_034178700.1	XP_016769681.2
OG0004731	XP_034183576.1	XP_016769709.1
OG0004732	XP_034190044.1	XP_016769720.1
OG0004733	XP_034186332.1	XP_016769757.1
OG0004735	XP_034186010.1	XP_016769813.2
OG0004736	XP_034172662.1	XP_016769843.2
OG0004737	XP_034186122.1	XP_016769880.2
OG0004738	XP_034189753.1	XP_016769913.1
OG0004739	XP_034186294.1	XP_016769937.1
OG0004740	XP_034181397.1	XP_016769957.1
OG0004741	XP_034189956.1	XP_016769968.1
OG0004742	XP_034183593.1	XP_016770008.1
OG0004743	XP_034176709.1, XP_034176707.1	XP_016770222.2
OG0004744	XP_034176052.1	XP_016770328.1
OG0004745	XP_034175427.1	XP_016770352.2
OG0004746	XP_034193314.1	XP_016770422.1
OG0004747	XP_034193372.1	XP_016770426.1
OG0004749	XP_034176516.1	XP_016770454.2
OG0004750	XP_034174889.1	XP_016770561.2, XP_016770560.2
OG0004751	XP_034176090.1	XP_016770571.1
OG0004752	XP_034175838.1	XP_016770625.2
OG0004753	XP_034183141.1, XP_034183142.1	XP_016770903.1
OG0004754	XP_034186467.1	XP_016770924.1
OG0004755	XP_034191145.1	XP_016770941.1
OG0004756	XP_034186476.1	XP_016770975.2
OG0004757	XP_034179078.1, XP_034179079.1	XP_016770987.1
OG0004758	XP_034187161.1	XP_016771060.1
OG0004759	XP_034179132.1	XP_016771087.1
OG0004760	XP_034177606.1	XP_016771171.1
OG0004761	XP_034177964.1	XP_016771254.1
OG0004762	XP_034178481.1	XP_016771257.2
OG0004763	XP_034178641.1	XP_016771279.2
OG0004764	XP_034178787.1	XP_016771408.2
OG0004765	XP_034178560.1	XP_016771422.1
OG0004766	XP_034178050.1	XP_016771436.2
OG0004767	XP_034172162.1	XP_016771524.1
OG0004768	XP_034180679.1, XP_034180680.1	XP_016771575.2
OG0004769	XP_034191828.1	XP_016771594.1
OG0004770	XP_034180097.1	XP_016771705.1
OG0004771	XP_034180847.1	XP_016771772.2
OG0004772	XP_034180040.1	XP_026300809.1, XP_016771790.2
OG0004773	XP_034191772.1	XP_016771818.1
OG0004774	XP_034191466.1	XP_016771837.1
OG0004775	XP_034191994.1, XP_034191993.1	XP_016771878.2
OG0004776	XP_034172307.1	XP_016771943.1
OG0004777	XP_034179932.1	XP_016771991.1
OG0004778	XP_034179166.1	XP_016772000.2
OG0004779	XP_034193651.1	XP_016772024.1
OG0004780	XP_034179303.1	XP_016772074.2
OG0004781	XP_034193661.1	XP_016772088.2
OG0004782	XP_034193673.1	XP_016772089.2
OG0004783	XP_034193683.1	XP_016772106.2
OG0004784	XP_034179424.1	XP_016772179.2
OG0004785	XP_034179229.1	XP_016772364.1
OG0004786	XP_034186744.1	XP_016772410.1
OG0004787	XP_034191209.1	XP_016772428.2
OG0004788	XP_034187145.1, XP_034187146.1	XP_016772443.2
OG0004789	XP_034190745.1	XP_016772502.2
OG0004790	XP_034179178.1	XP_016772662.1
OG0004791	XP_034183394.1	XP_016772822.2
OG0004792	XP_034183550.1	XP_016772828.1
OG0004793	XP_034173391.1	XP_016772970.1
OG0004794	XP_034191573.1	XP_016773003.2
OG0004795	XP_034190828.1	XP_016773035.2
OG0004796	XP_034179554.1	XP_016773095.1
OG0004797	XP_034187004.1	XP_016773294.1
OG0004798	XP_034183631.1	XP_016773380.1
OG0004799	XP_034189847.1	XP_016773389.2, XP_026299932.1
OG0004800	XP_034173678.1	XP_016773395.2
OG0004801	XP_034172249.1, XP_034172248.1	XP_016773403.2
OG0004802	XP_034175621.1	XP_016773410.1, XP_395143.4
OG0004803	XP_034194316.1	XP_016773418.1
OG0004804	XP_034171311.1	XP_016773505.1
OG0004805	XP_034171025.1	XP_016773506.2
OG0004806	XP_034171926.1, XP_034171922.1	XP_016773545.1
OG0004807	XP_034196527.1	XP_016773557.2
OG0004808	XP_034171655.1	XP_016773587.1
OG0004809	XP_034189265.1	XP_026294630.1
OG0004810	XP_034189083.1	XP_026294639.1, XP_394287.5
OG0004811	XP_034188796.1	XP_026294697.1
OG0004812	XP_034171897.1	XP_026294758.1
OG0004813	XP_034188992.1	XP_026294768.1
OG0004814	XP_034171328.1	XP_026294799.1
OG0004815	XP_034171758.1	XP_026294826.1
OG0004816	XP_034171146.1	XP_026294849.1
OG0004817	XP_034171148.1	XP_026294851.1
OG0004818	XP_034188827.1	XP_026294855.1
OG0004819	XP_034189413.1	XP_026294927.1
OG0004820	XP_034171595.1	XP_026294964.1, XP_026294965.1
OG0004821	XP_034196452.1	XP_026294969.1
OG0004822	XP_034192245.1	XP_026295021.1
OG0004823	XP_034171944.1	XP_026295074.1
OG0004824	XP_034182526.1	XP_026295200.1
OG0004825	XP_034188301.1	XP_026295269.1
OG0004826	XP_034172394.1	XP_026295301.1
OG0004827	XP_034182236.1	XP_026295309.1
OG0004828	XP_034186169.1	XP_026295314.1
OG0004830	XP_034181912.1	XP_026295420.1
OG0004831	XP_034188452.1	XP_026295435.1
OG0004832	XP_034182712.1	XP_026295442.1
OG0004833	XP_034171791.1	XP_026295484.1
OG0004834	XP_034194358.1	XP_026295499.1
OG0004835	XP_034194370.1	XP_026295503.1
OG0004836	XP_034194345.1	XP_026295520.1
OG0004837	XP_034182550.1	XP_026295521.1, XP_026295522.1
OG0004838	XP_034182145.1	XP_026295544.1
OG0004839	XP_034182006.1	XP_026295591.1
OG0004840	XP_034182083.1	XP_026295630.1
OG0004841	XP_034194507.1	XP_026295635.1
OG0004842	XP_034189708.1	XP_026295652.1
OG0004843	XP_034188599.1	XP_026295666.1
OG0004844	XP_034174479.1	XP_026295779.1, XP_026295778.1
OG0004845	XP_034173845.1	XP_026295782.1
OG0004846	XP_034174348.1	XP_026295809.1
OG0004847	XP_034187807.1	XP_026295811.1
OG0004848	XP_034174775.1	XP_026295816.1
OG0004848	XP_034174782.1	XP_026295817.1
OG0004849	XP_034173931.1	XP_026295857.1
OG0004850	XP_034187832.1	XP_026295859.1
OG0004852	XP_034187425.1	XP_026295930.1
OG0004853	XP_034187377.1	XP_026295940.1
OG0004855	XP_034187643.1	XP_026295982.1
OG0004856	XP_034174616.1	XP_026296008.1
OG0004857	XP_034174748.1	XP_026296012.1
OG0004859	XP_034174138.1	XP_026296190.1, XP_396180.4
OG0004860	XP_034174555.1	XP_026296231.1
OG0004861	XP_034173968.1	XP_026296264.1, XP_026296267.1
OG0004862	XP_034173183.1	XP_026296360.1
OG0004863	XP_034192706.1	XP_026296366.1, XP_392383.6
OG0004864	XP_034192624.1	XP_026296376.1
OG0004865	XP_034177479.1	XP_026296390.1
OG0004866	XP_034191312.1	XP_026296419.1
OG0004867	XP_034192833.1, XP_034192834.1	XP_026296448.1
OG0004868	XP_034177390.1	XP_026296449.1
OG0004869	XP_034177379.1	XP_026296451.1
OG0004870	XP_034177925.1	XP_026296469.1
OG0004871	XP_034191242.1	XP_026296479.1
OG0004872	XP_034177028.1	XP_026296508.1
OG0004873	XP_034176941.1	XP_026296514.1, XP_394552.4
OG0004874	XP_034172100.1	XP_026296525.1
OG0004875	XP_034194186.1	XP_026296548.1
OG0004876	XP_034177092.1	XP_026296550.1
OG0004877	XP_034192800.1	XP_026296571.1
OG0004878	XP_034177898.1	XP_026296583.1
OG0004879	XP_034177760.1	XP_026296589.1
OG0004880	XP_034177050.1	XP_026296603.1
OG0004881	XP_034192939.1	XP_026296623.1
OG0004882	XP_034192652.1	XP_026296627.1
OG0004883	XP_034177457.1	XP_026296630.1
OG0004884	XP_034177004.1	XP_026296649.1
OG0004885	XP_034176794.1	XP_026296666.1
OG0004887	XP_034177815.1	XP_026296720.1
OG0004888	XP_034192638.1	XP_026296807.1
OG0004889	XP_034177183.1	XP_026296808.1, XP_026296811.1
OG0004890	XP_034192946.1	XP_026296845.1
OG0004891	XP_034184032.1	XP_026296912.1
OG0004892	XP_034196238.1	XP_026296923.1
OG0004893	XP_034188708.1	XP_026296931.1
OG0004894	XP_034196111.1	XP_026296938.1
OG0004895	XP_034193643.1	XP_026296958.1
OG0004896	XP_034189028.1	XP_026297026.1
OG0004897	XP_034195428.1	XP_026297040.1
OG0004898	XP_034195666.1, XP_034195667.1	XP_026297046.1
OG0004899	XP_034194362.1	XP_026297053.1
OG0004901	XP_034196364.1	XP_026297083.1
OG0004902	XP_034195538.1	XP_026297101.1, XP_026297165.1
OG0004903	XP_034196149.1	XP_026297112.1
OG0004904	XP_034173208.1	XP_026297115.1, XP_026297113.1
OG0004905	XP_034196133.1	XP_026297139.1, XP_026297138.1
OG0004906	XP_034190483.1	XP_026297155.1
OG0004907	XP_034195890.1	XP_026297170.1
OG0004909	XP_034176611.1	XP_026297228.1, XP_026297229.1
OG0004910	XP_034196185.1	XP_026297233.1
OG0004911	XP_034179672.1	XP_026297267.1
OG0004912	XP_034196155.1	XP_026297278.1
OG0004913	XP_034196157.1	XP_026297285.1
OG0004914	XP_034184805.1	XP_026297287.1
OG0004915	XP_034194872.1	XP_026297298.1
OG0004916	XP_034195410.1	XP_026297331.1
OG0004917	XP_034185222.1	XP_026297372.1
OG0004918	XP_034185572.1, XP_034185573.1	XP_026297434.1
OG0004919	XP_034181232.1	XP_026297467.1
OG0004920	XP_034185016.1	XP_026297475.1
OG0004921	XP_034181530.1	XP_026297481.1
OG0004922	XP_034187978.1	XP_026297500.1
OG0004923	XP_034176977.1	XP_026297510.1
OG0004924	XP_034185000.1	XP_026297523.1
OG0004925	XP_034181172.1	XP_026297524.1
OG0004926	XP_034175252.1	XP_026297531.1, XP_026297532.1
OG0004929	XP_034190228.1	XP_026297691.1
OG0004930	XP_034194187.1	XP_026297767.1
OG0004931	XP_034190317.1	XP_026297831.1
OG0004932	XP_034190698.1	XP_026297832.1
OG0004933	XP_034172613.1	XP_026297839.1
OG0004934	XP_034187891.1	XP_026297840.1
OG0004935	XP_034184942.1	XP_026297847.1
OG0004936	XP_034194769.1, XP_034194018.1	XP_026297862.1
OG0004937	XP_034185080.1	XP_026297865.1
OG0004938	XP_034185123.1	XP_026297904.1
OG0004939	XP_034181790.1, XP_034181791.1	XP_026297927.1
OG0004940	XP_034171029.1	XP_026297949.1, XP_026297948.1, XP_026297950.1
OG0004941	XP_034181267.1	XP_026297959.1
OG0004942	XP_034190364.1	XP_026298006.1
OG0004943	XP_034184652.1	XP_026298008.1
OG0004944	XP_034181143.1	XP_026298017.1
OG0004945	XP_034187917.1	XP_026298030.1
OG0004946	XP_034180113.1	XP_026298035.1
OG0004947	XP_034180923.1	XP_026298052.1
OG0004948	XP_034196202.1	XP_026298088.1, XP_026298093.1
OG0004949	XP_034181477.1	XP_026298089.1
OG0004950	XP_034196190.1	XP_026298102.1
OG0004951	XP_034191967.1	XP_026298103.1
OG0004952	XP_034181042.1	XP_026298107.1
OG0004953	XP_034181148.1	XP_026298144.1
OG0004954	XP_034185312.1	XP_026298152.1
OG0004955	XP_034191949.1	XP_026298163.1
OG0004956	XP_034184732.1, XP_034184731.1	XP_026298211.1
OG0004957	XP_034181897.1	XP_026298277.1
OG0004958	XP_034187967.1	XP_026298285.1
OG0004959	XP_034190386.1	XP_026298304.1
OG0004960	XP_034185228.1	XP_026298307.1
OG0004961	XP_034187903.1	XP_026298321.1
OG0004962	XP_034185555.1	XP_026298327.1
OG0004963	XP_034190622.1	XP_026298353.1
OG0004964	XP_034190691.1	XP_026298355.1
OG0004965	XP_034188111.1	XP_026298362.1
OG0004966	XP_034171220.1	XP_026298424.1
OG0004967	XP_034186404.1	XP_026298463.1
OG0004968	XP_034186420.1	XP_026298464.1
OG0004969	XP_034185590.1, XP_034185587.1	XP_026298465.1
OG0004970	XP_034185592.1	XP_026298472.1, XP_026298469.1
OG0004971	XP_034184342.1	XP_026298480.1
OG0004972	XP_034184316.1	XP_026298489.1
OG0004973	XP_034184737.1	XP_026298495.1, XP_026298494.1, XP_026298497.1, XP_026298496.1
OG0004974	XP_034184807.1	XP_026298499.1
OG0004975	XP_034182125.1	XP_026298511.1, XP_026298512.1
OG0004976	XP_034174021.1	XP_026298532.1
OG0004977	XP_034184455.1	XP_026298562.1
OG0004978	XP_034171254.1	XP_026298621.1
OG0004979	XP_034186518.1	XP_026298623.1
OG0004980	XP_034193243.1	XP_026298632.1
OG0004981	XP_034172945.1, XP_034172947.1	XP_026298659.1
OG0004982	XP_034194780.1	XP_026298715.1, XP_026298714.1
OG0004983	XP_034192967.1	XP_026298720.1
OG0004984	XP_034178686.1	XP_026298722.1
OG0004985	XP_034195235.1	XP_026298723.1
OG0004986	XP_034184412.1	XP_625171.3, XP_026298724.1
OG0004987	XP_034184074.1	XP_026298737.1
OG0004988	XP_034191696.1	XP_026298831.1, XP_026298829.1
OG0004989	XP_034183404.1	XP_026298877.1
OG0004990	XP_034185958.1	XP_026298887.1
OG0004991	XP_034186313.1	XP_026298889.1
OG0004992	XP_034183484.1	XP_026298919.1
OG0004993	XP_034185903.1	XP_026298952.1
OG0004994	XP_034189757.1	XP_026299012.1, XP_026299011.1
OG0004995	XP_034185719.1	XP_026299033.1
OG0004996	XP_034183482.1	XP_026299064.1
OG0004997	XP_034183872.1	XP_026299078.1
OG0004998	XP_034189991.1	XP_026299101.1
OG0004999	XP_034185863.1	XP_026299103.1
OG0005000	XP_034189684.1, XP_034189685.1	XP_026299104.1
OG0005002	XP_034185922.1	XP_026299152.1
OG0005003	XP_034189761.1	XP_026299155.1
OG0005004	XP_034185998.1	XP_026299156.1
OG0005005	XP_034186047.1	XP_026299157.1
OG0005006	XP_034186209.1	XP_026299177.1
OG0005007	XP_034186297.1	XP_026299237.1
OG0005008	XP_034189778.1	XP_026299261.1
OG0005009	XP_034195770.1	XP_026299286.1
OG0005010	XP_034193442.1	XP_026299378.1
OG0005011	XP_034192427.1	XP_026299452.1
OG0005012	XP_034190816.1	XP_026299462.1
OG0005013	XP_034175816.1	XP_026299489.1
OG0005014	XP_034175277.1	XP_026299548.1
OG0005015	XP_034187865.1	XP_393124.4, XP_026299549.1
OG0005016	XP_034176155.1	XP_026299564.1
OG0005017	XP_034175193.1	XP_026299576.1
OG0005018	XP_034177748.1	XP_026299582.1
OG0005019	XP_034177944.1	XP_026299593.1
OG0005020	XP_034174914.1, XP_034174913.1	XP_026299605.1
OG0005022	XP_034176005.1	XP_026299653.1
OG0005023	XP_034192431.1	XP_026299689.1
OG0005024	XP_034192163.1	XP_026299709.1
OG0005025	XP_034188115.1	XP_026299767.1
OG0005026	XP_034181850.1	XP_026299778.1
OG0005027	XP_034193395.1	XP_026299805.1
OG0005028	XP_034176261.1, XP_034176260.1	XP_026299826.1
OG0005029	XP_034175963.1	XP_026299855.1
OG0005030	XP_034187884.1	XP_026299876.1
OG0005031	XP_034186397.1	XP_026299959.1
OG0005032	XP_034179244.1	XP_026299987.1
OG0005033	XP_034179094.1	XP_026300082.1
OG0005034	XP_034186486.1	XP_026300085.1
OG0005035	XP_034191121.1	XP_026300172.1
OG0005036	XP_034191127.1	XP_026300177.1
OG0005037	XP_034183039.1	XP_026300183.1
OG0005038	XP_034186582.1	XP_026300191.1
OG0005039	XP_034179770.1	XP_026300230.1
OG0005040	XP_034183287.1	XP_026300239.1
OG0005041	XP_034186875.1	XP_026300295.1
OG0005042	XP_034177999.1	XP_026300395.1
OG0005043	XP_034192373.1	XP_026300411.1
OG0005044	XP_034177959.1	XP_026300576.1
OG0005045	XP_034178829.1	XP_026300614.1
OG0005046	XP_034178833.1	XP_026300615.1
OG0005047	XP_034180363.1	XP_026300681.1
OG0005048	XP_034172206.1	XP_026300726.1
OG0005049	XP_034180184.1	XP_026300749.1
OG0005050	XP_034191790.1, XP_034191782.1	XP_026300771.1
OG0005051	XP_034180041.1	XP_026300787.1
OG0005052	XP_034180786.1	XP_026300848.1
OG0005053	XP_034192124.1	XP_026300868.1
OG0005054	XP_034192039.1	XP_026300896.1, XP_026300895.1
OG0005055	XP_034192058.1	XP_026300923.1
OG0005057	XP_034180525.1	XP_026300982.1
OG0005058	XP_034193921.1	XP_026301049.1
OG0005059	XP_034173279.1	XP_026301051.1
OG0005060	XP_034178904.1	XP_026301093.1
OG0005061	XP_034193856.1	XP_026301152.1
OG0005062	XP_034181068.1	XP_026301167.1
OG0005063	XP_034179518.1, XP_034179517.1	XP_026301182.1
OG0005064	XP_034179530.1	XP_026301184.1
OG0005065	XP_034193680.1	XP_026301206.1
OG0005066	XP_034193933.1	XP_026301209.1
OG0005067	XP_034179283.1	XP_026301228.1, XP_026301227.1
OG0005068	XP_034193903.1	XP_026301239.1
