Orthogroup	Osmia_lignaria	Ceratina_calcarata
OG0004680	XP_034173589.1	XP_026667443.1, XP_026670722.1
OG0004681	XP_034173867.1	XP_017893651.1
OG0004682	XP_034174851.1	XP_026666693.1
OG0004683	XP_034187706.1	XP_026670152.1, XP_017881727.1
OG0004685	XP_034177309.1	XP_017883141.1
OG0004686	XP_034191273.1, XP_034191272.1	XP_026669378.1
OG0004687	XP_034177448.1	XP_017883569.1
OG0004688	XP_034192626.1	XP_026674293.1
OG0004689	XP_034182882.1, XP_034182883.1	XP_017880243.1
OG0004690	XP_034177607.1	XP_017883023.1
OG0004691	XP_034192955.1	XP_017879614.1, XP_026669068.1
OG0004692	XP_034191304.1	XP_026669363.1
OG0004693	XP_034177587.1	XP_026669217.1, XP_026673301.1
OG0004695	XP_034194436.1	XP_017880703.1
OG0004697	XP_034195058.1	XP_017881624.1
OG0004698	XP_034171110.1	XP_017877555.1
OG0004699	XP_034189033.1	XP_017875107.1, XP_026666942.1
OG0004700	XP_034195416.1	XP_017888985.1
OG0004701	XP_034195471.1	XP_026668156.1
OG0004702	XP_034195534.1	XP_017890369.1, XP_026674716.1
OG0004703	XP_034177144.1	XP_017888007.1
OG0004704	XP_034187951.1, XP_034187943.1	XP_017882808.1
OG0004705	XP_034183994.1	XP_017892359.1
OG0004706	XP_034177283.1	XP_026673256.1
OG0004708	XP_034182524.1	XP_017877594.1
OG0004709	XP_034181460.1	XP_017891196.1
OG0004710	XP_034191966.1	XP_017885923.1
OG0004711	XP_034190633.1	XP_017888354.1
OG0004712	XP_034190502.1	XP_017890826.1
OG0004713	XP_034181820.1	XP_017885537.1
OG0004714	XP_034185543.1	XP_026673296.1
OG0004715	XP_034192462.1	XP_017891275.1
OG0004716	XP_034185408.1	XP_017885394.2
OG0004717	XP_034181895.1	XP_017891133.1
OG0004719	XP_034185311.1	XP_017876011.1
OG0004720	XP_034190336.1	XP_017892963.2
OG0004721	XP_034183990.1	XP_017876238.1
OG0004722	XP_034184474.1	XP_017886620.1
OG0004723	XP_034180497.1, XP_034180489.1	XP_017882788.1
OG0004724	XP_034173545.1	XP_017877322.1
OG0004725	XP_034176465.1, XP_034176466.1	XP_017889292.1
OG0004726	XP_034183719.1	XP_017887968.1
OG0004727	XP_034184325.1	XP_026672523.1, XP_026672354.1
OG0004728	XP_034173468.1	XP_017875219.1
OG0004729	XP_034186212.1	XP_017881230.1
OG0004731	XP_034183576.1	XP_026667678.1, XP_026667679.1
OG0004732	XP_034190044.1	XP_017882113.1
OG0004733	XP_034186332.1	XP_017875707.1
OG0004735	XP_034186010.1	XP_026668870.1
OG0004736	XP_034172662.1	XP_017879764.1
OG0004737	XP_034186122.1	XP_026667225.1
OG0004738	XP_034189753.1	XP_026671230.1, XP_017883818.1
OG0004739	XP_034186294.1	XP_026670601.1, XP_026670604.1
OG0004740	XP_034181397.1	XP_026673836.1
OG0004741	XP_034189956.1	XP_017885673.1
OG0004742	XP_034183593.1	XP_017881188.2
OG0004743	XP_034176709.1, XP_034176707.1	XP_026669250.1
OG0004744	XP_034176052.1	XP_017876269.1
OG0004745	XP_034175427.1	XP_017878624.1
OG0004746	XP_034193314.1	XP_026674519.1, XP_026674523.1
OG0004747	XP_034193372.1	XP_017890467.1
OG0004749	XP_034176516.1	XP_026668528.1, XP_026668527.1
OG0004750	XP_034174889.1	XP_026671289.1, XP_017883948.1
OG0004751	XP_034176090.1	XP_017883957.1
OG0004752	XP_034175838.1	XP_017881123.1, XP_026669834.1
OG0004753	XP_034183141.1, XP_034183142.1	XP_017880180.1
OG0004754	XP_034186467.1	XP_017877482.1
OG0004755	XP_034191145.1	XP_017890672.2
OG0004756	XP_034186476.1	XP_017886753.1
OG0004757	XP_034179078.1, XP_034179079.1	XP_026670965.1
OG0004758	XP_034187161.1	XP_017890649.1
OG0004759	XP_034179132.1	XP_017891495.1
OG0004760	XP_034177606.1	XP_017892530.1
OG0004761	XP_034177964.1	XP_026666687.1, XP_017893383.1
OG0004762	XP_034178481.1	XP_017890315.1
OG0004763	XP_034178641.1	XP_026667034.1
OG0004765	XP_034178560.1	XP_017893434.2
OG0004766	XP_034178050.1	XP_017890317.1, XP_026674416.1
OG0004767	XP_034172162.1	XP_017882962.1
OG0004768	XP_034180679.1, XP_034180680.1	XP_017881908.1
OG0004769	XP_034191828.1	XP_026671867.1
OG0004770	XP_034180097.1	XP_026671542.1
OG0004771	XP_034180847.1	XP_017884974.1
OG0004772	XP_034180040.1	XP_026671789.1
OG0004773	XP_034191772.1	XP_017888064.1
OG0004774	XP_034191466.1	XP_017888077.1
OG0004775	XP_034191994.1, XP_034191993.1	XP_026673324.1
OG0004776	XP_034172307.1	XP_017889239.1
OG0004777	XP_034179932.1	XP_017889338.1
OG0004778	XP_034179166.1	XP_017889804.1
OG0004779	XP_034193651.1	XP_017892573.1
OG0004781	XP_034193661.1	XP_017889819.1
OG0004782	XP_034193673.1	XP_017889755.1
OG0004783	XP_034193683.1	XP_017889588.1
OG0004784	XP_034179424.1	XP_017878132.1
OG0004785	XP_034179229.1	XP_017882834.1
OG0004786	XP_034186744.1	XP_017883699.1
OG0004787	XP_034191209.1	XP_017886880.1
OG0004788	XP_034187145.1, XP_034187146.1	XP_017888395.2
OG0004789	XP_034190745.1	XP_017886900.2
OG0004790	XP_034179178.1	XP_017885943.1
OG0004791	XP_034183394.1	XP_026671989.1
OG0004792	XP_034183550.1	XP_017885164.1
OG0004793	XP_034173391.1	XP_017888199.1
OG0004794	XP_034191573.1	XP_017875475.1
OG0004795	XP_034190828.1	XP_017892382.1
OG0004796	XP_034179554.1	XP_026673270.1
OG0004797	XP_034187004.1	XP_017887929.1
OG0004798	XP_034183631.1	XP_017883937.1
OG0004799	XP_034189847.1	XP_017887714.1
OG0004800	XP_034173678.1	XP_017892075.1
OG0004801	XP_034172249.1, XP_034172248.1	XP_017888180.1
OG0004802	XP_034175621.1	XP_017890982.1
OG0004803	XP_034194316.1	XP_017887251.1
OG0004804	XP_034171311.1	XP_017876904.1, XP_026667809.1
OG0004807	XP_034196527.1	XP_026671302.1
OG0004808	XP_034171655.1	XP_026668899.1
OG0004809	XP_034189265.1	XP_017883918.1
OG0004810	XP_034189083.1	XP_017876840.1
OG0004811	XP_034188796.1	XP_017892926.2
OG0004812	XP_034171897.1	XP_026669534.1
OG0004813	XP_034188992.1	XP_026668965.1
OG0004814	XP_034171328.1	XP_026668948.1, XP_017879245.1
OG0004816	XP_034171146.1	XP_017879339.1
OG0004817	XP_034171148.1	XP_026668957.1
OG0004818	XP_034188827.1	XP_017892541.1, XP_017892542.1
OG0004819	XP_034189413.1	XP_026667759.1
OG0004820	XP_034171595.1	XP_017876831.1
OG0004821	XP_034196452.1	XP_026667733.1, XP_017876765.1
OG0004822	XP_034192245.1	XP_017885088.1
OG0004823	XP_034171944.1	XP_017879172.1
OG0004824	XP_034182526.1	XP_017882352.1
OG0004825	XP_034188301.1	XP_026672791.1
OG0004826	XP_034172394.1	XP_017889325.1
OG0004827	XP_034182236.1	XP_026672965.1, XP_017887275.1
OG0004828	XP_034186169.1	XP_017875675.1
OG0004830	XP_034181912.1	XP_026672915.1
OG0004831	XP_034188452.1	XP_026666760.1
OG0004832	XP_034182712.1	XP_017882415.1
OG0004833	XP_034171791.1	XP_017879097.1
OG0004834	XP_034194358.1	XP_026669739.1
OG0004835	XP_034194370.1	XP_017886140.1
OG0004836	XP_034194345.1	XP_017887257.1
OG0004837	XP_034182550.1	XP_017892106.1
OG0004838	XP_034182145.1	XP_026672884.1, XP_026672885.1
OG0004839	XP_034182006.1	XP_026668137.1
OG0004840	XP_034182083.1	XP_017893348.1
OG0004841	XP_034194507.1	XP_017880722.1
OG0004842	XP_034189708.1	XP_026667904.1, XP_026667852.1
OG0004843	XP_034188599.1	XP_017886095.1
OG0004844	XP_034174479.1	XP_017877748.1
OG0004845	XP_034173845.1	XP_026668332.1, XP_017877943.1
OG0004846	XP_034174348.1	XP_017891669.1
OG0004847	XP_034187807.1	XP_017881163.2
OG0004849	XP_034173931.1	XP_026670135.1
OG0004850	XP_034187832.1	XP_026668321.1, XP_017877873.2
OG0004852	XP_034187425.1	XP_017878264.1
OG0004853	XP_034187377.1	XP_026675050.1
OG0004855	XP_034187643.1	XP_017893633.1
OG0004856	XP_034174616.1	XP_017878812.1
OG0004857	XP_034174748.1	XP_017878833.1, XP_026668702.1
OG0004859	XP_034174138.1	XP_017877705.1
OG0004861	XP_034173968.1	XP_026670592.1
OG0004862	XP_034173183.1	XP_017889027.1
OG0004863	XP_034192706.1	XP_017879626.2
OG0004864	XP_034192624.1	XP_017883024.1
OG0004865	XP_034177479.1	XP_026670880.1
OG0004866	XP_034191312.1	XP_017880156.1
OG0004867	XP_034192833.1, XP_034192834.1	XP_017890159.1
OG0004868	XP_034177390.1	XP_017883157.1
OG0004869	XP_034177379.1	XP_017890253.1
OG0004870	XP_034177925.1	XP_026674911.1
OG0004871	XP_034191242.1	XP_017880185.1
OG0004872	XP_034177028.1	XP_017879200.1
OG0004873	XP_034176941.1	XP_017883168.1
OG0004874	XP_034172100.1	XP_026669408.1
OG0004875	XP_034194186.1	XP_017890010.1, XP_017890009.1
OG0004876	XP_034177092.1	XP_017877843.1
OG0004877	XP_034192800.1	XP_017890109.1
OG0004879	XP_034177760.1	XP_017885370.1
OG0004880	XP_034177050.1	XP_026674883.1
OG0004881	XP_034192939.1	XP_017877845.1
OG0004882	XP_034192652.1	XP_017890245.1
OG0004883	XP_034177457.1	XP_017890118.1
OG0004884	XP_034177004.1	XP_017879923.1
OG0004887	XP_034177815.1	XP_017891590.1
OG0004888	XP_034192638.1	XP_017890154.1
OG0004889	XP_034177183.1	XP_017891351.1
OG0004891	XP_034184032.1	XP_017883319.1
OG0004892	XP_034196238.1	XP_017883294.2
OG0004893	XP_034188708.1	XP_017889078.1, XP_017889060.1
OG0004894	XP_034196111.1	XP_017892999.1
OG0004895	XP_034193643.1	XP_017892653.1, XP_026675540.1
OG0004896	XP_034189028.1	XP_017882633.1
OG0004897	XP_034195428.1	XP_017892731.1
OG0004898	XP_034195666.1, XP_034195667.1	XP_017890995.1, XP_026674700.1
OG0004899	XP_034194362.1	XP_017891271.1
OG0004901	XP_034196364.1	XP_017875568.1
OG0004902	XP_034195538.1	XP_017875047.1
OG0004904	XP_034173208.1	XP_017889017.1
OG0004905	XP_034196133.1	XP_017890853.1
OG0004906	XP_034190483.1	XP_017886001.1
OG0004907	XP_034195890.1	XP_017892735.1, XP_026675567.1
OG0004909	XP_034176611.1	XP_026667855.1
OG0004910	XP_034196185.1	XP_017889794.1
OG0004911	XP_034179672.1	XP_017876967.1
OG0004912	XP_034196155.1	XP_026674160.1
OG0004913	XP_034196157.1	XP_017880339.1
OG0004914	XP_034184805.1	XP_026673176.1
OG0004915	XP_034194872.1	XP_017875145.1
OG0004916	XP_034195410.1	XP_017880564.1
OG0004917	XP_034185222.1	XP_026669953.1
OG0004918	XP_034185572.1, XP_034185573.1	XP_017889426.1
OG0004919	XP_034181232.1	XP_017883269.1
OG0004920	XP_034185016.1	XP_017886996.1, XP_017887509.1
OG0004921	XP_034181530.1	XP_017893196.1
OG0004922	XP_034187978.1	XP_017887974.1
OG0004923	XP_034176977.1	XP_017881458.1
OG0004924	XP_034185000.1	XP_017886968.1, XP_017879722.1
OG0004925	XP_034181172.1	XP_026670901.1
OG0004926	XP_034175252.1	XP_017879578.1
OG0004929	XP_034190228.1	XP_017879523.1
OG0004930	XP_034194187.1	XP_017875144.1
OG0004931	XP_034190317.1	XP_017877247.1
OG0004932	XP_034190698.1	XP_017888802.1, XP_017888799.1
OG0004933	XP_034172613.1	XP_017875288.1
OG0004934	XP_034187891.1	XP_026675322.1
OG0004935	XP_034184942.1	XP_026674498.1
OG0004936	XP_034194769.1, XP_034194018.1	XP_026667099.1
OG0004937	XP_034185080.1	XP_017883450.1
OG0004938	XP_034185123.1	XP_017881451.1
OG0004939	XP_034181790.1, XP_034181791.1	XP_017877753.1
OG0004940	XP_034171029.1	XP_026667542.1
OG0004941	XP_034181267.1	XP_026672120.1
OG0004942	XP_034190364.1	XP_026673736.1
OG0004943	XP_034184652.1	XP_017888869.1
OG0004944	XP_034181143.1	XP_017888674.1, XP_026666587.1
OG0004945	XP_034187917.1	XP_026674809.1
OG0004946	XP_034180113.1	XP_017893667.1
OG0004947	XP_034180923.1	XP_017888010.1
OG0004948	XP_034196202.1	XP_017876172.1
OG0004949	XP_034181477.1	XP_017891251.1
OG0004950	XP_034196190.1	XP_017876132.2
OG0004951	XP_034191967.1	XP_017892505.1
OG0004952	XP_034181042.1	XP_026672122.1, XP_026672121.1
OG0004953	XP_034181148.1	XP_017879391.1
OG0004954	XP_034185312.1	XP_017888307.2
OG0004955	XP_034191949.1	XP_017885918.1
OG0004956	XP_034184732.1, XP_034184731.1	XP_026673665.1
OG0004957	XP_034181897.1	XP_017891132.1
OG0004958	XP_034187967.1	XP_017879492.1, XP_017888623.2
OG0004959	XP_034190386.1	XP_017886215.1
OG0004960	XP_034185228.1	XP_017876000.1, XP_026667397.1
OG0004961	XP_034187903.1	XP_017891072.1
OG0004962	XP_034185555.1	XP_017885277.2
OG0004963	XP_034190622.1	XP_017881899.1
OG0004964	XP_034190691.1	XP_017887056.2, XP_017881882.2
OG0004965	XP_034188111.1	XP_017893178.1, XP_017893157.1
OG0004966	XP_034171220.1	XP_026667997.1
OG0004967	XP_034186404.1	XP_017887811.1, XP_017892811.1
OG0004968	XP_034186420.1	XP_017883743.2, XP_017892810.1
OG0004969	XP_034185590.1, XP_034185587.1	XP_017892960.1
OG0004970	XP_034185592.1	XP_017892974.2
OG0004971	XP_034184342.1	XP_017876700.1
OG0004972	XP_034184316.1	XP_017881160.2
OG0004973	XP_034184737.1	XP_026667959.1
OG0004974	XP_034184807.1	XP_017888616.1
OG0004975	XP_034182125.1	XP_026669762.1
OG0004976	XP_034174021.1	XP_017881248.1
OG0004978	XP_034171254.1	XP_026667996.1, XP_017890070.1
OG0004979	XP_034186518.1	XP_017881322.1
OG0004980	XP_034193243.1	XP_026672150.1
OG0004981	XP_034172945.1, XP_034172947.1	XP_017886218.2
OG0004982	XP_034194780.1	XP_017882224.1
OG0004983	XP_034192967.1	XP_017891313.1
OG0004984	XP_034178686.1	XP_017875016.1
OG0004985	XP_034195235.1	XP_017889225.1, XP_026672617.1
OG0004986	XP_034184412.1	XP_017886865.1
OG0004987	XP_034184074.1	XP_017881182.1
OG0004988	XP_034191696.1	XP_017892001.1
OG0004989	XP_034183404.1	XP_017881941.1
OG0004990	XP_034185958.1	XP_017891501.1
OG0004991	XP_034186313.1	XP_017876610.1, XP_017876613.1
OG0004992	XP_034183484.1	XP_026669448.1
OG0004993	XP_034185903.1	XP_017876508.1
OG0004994	XP_034189757.1	XP_017883858.1
OG0004995	XP_034185719.1	XP_017891872.1
OG0004996	XP_034183482.1	XP_017880998.1
OG0004997	XP_034183872.1	XP_017882172.1
OG0004998	XP_034189991.1	XP_017877394.1
OG0004999	XP_034185863.1	XP_017875747.1
OG0005000	XP_034189684.1, XP_034189685.1	XP_017877428.1
OG0005002	XP_034185922.1	XP_026667648.1
OG0005003	XP_034189761.1	XP_017883868.1
OG0005004	XP_034185998.1	XP_017883879.1
OG0005005	XP_034186047.1	XP_026671233.1
OG0005006	XP_034186209.1	XP_017876711.1
OG0005007	XP_034186297.1	XP_026672598.1
OG0005008	XP_034189778.1	XP_017883808.1, XP_026671234.1
OG0005009	XP_034195770.1	XP_017879423.1
OG0005010	XP_034193442.1	XP_017878457.1
OG0005011	XP_034192427.1	XP_017887439.1, XP_017888639.1
OG0005012	XP_034190816.1	XP_026675475.1
OG0005013	XP_034175816.1	XP_026668617.1, XP_026668619.1
OG0005014	XP_034175277.1	XP_017889554.1
OG0005015	XP_034187865.1	XP_017887432.1
OG0005016	XP_034176155.1	XP_017879929.1
OG0005017	XP_034175193.1	XP_017893134.1
OG0005018	XP_034177748.1	XP_017881375.1
OG0005019	XP_034177944.1	XP_017881376.1
OG0005020	XP_034174914.1, XP_034174913.1	XP_017887466.1
OG0005022	XP_034176005.1	XP_017890439.1, XP_026674529.1
OG0005023	XP_034192431.1	XP_017879052.2
OG0005024	XP_034192163.1	XP_017879025.1
OG0005025	XP_034188115.1	XP_017887489.1
OG0005026	XP_034181850.1	XP_026669077.1
OG0005027	XP_034193395.1	XP_026668802.1
OG0005028	XP_034176261.1, XP_034176260.1	XP_017892846.1
OG0005029	XP_034175963.1	XP_026673458.1
OG0005030	XP_034187884.1	XP_017880304.1
OG0005031	XP_034186397.1	XP_026669377.1, XP_017880141.1
OG0005032	XP_034179244.1	XP_026675046.1, XP_026669010.1
OG0005033	XP_034179094.1	XP_017891517.1
OG0005034	XP_034186486.1	XP_017877569.1
OG0005035	XP_034191121.1	XP_026669392.1
OG0005036	XP_034191127.1	XP_026666536.1
OG0005037	XP_034183039.1	XP_017888382.1
OG0005038	XP_034186582.1	XP_026669317.1
OG0005039	XP_034179770.1	XP_017886297.1
OG0005040	XP_034183287.1	XP_017889319.1
OG0005041	XP_034186875.1	XP_017886734.1, XP_026672666.1
OG0005042	XP_034177999.1	XP_026674420.1, XP_026674421.1
OG0005043	XP_034192373.1	XP_017878784.1
OG0005044	XP_034177959.1	XP_017893372.1
OG0005045	XP_034178829.1	XP_017888574.1
OG0005046	XP_034178833.1	XP_017888560.1
OG0005047	XP_034180363.1	XP_017888114.1
OG0005048	XP_034172206.1	XP_017890738.1
OG0005049	XP_034180184.1	XP_026674619.1
OG0005050	XP_034191790.1, XP_034191782.1	XP_026671486.1
OG0005051	XP_034180041.1	XP_026671545.1
OG0005052	XP_034180786.1	XP_026671839.1
OG0005053	XP_034192124.1	XP_026671822.1
OG0005054	XP_034192039.1	XP_017875434.1
OG0005055	XP_034192058.1	XP_017884959.1
OG0005057	XP_034180525.1	XP_017888092.1
OG0005058	XP_034193921.1	XP_017889793.1
OG0005059	XP_034173279.1	XP_017881271.1
OG0005060	XP_034178904.1	XP_026672534.1, XP_017886484.1
OG0005061	XP_034193856.1	XP_026668491.1
OG0005062	XP_034181068.1	XP_017878877.2
OG0005063	XP_034179518.1, XP_034179517.1	XP_017889846.1
OG0005064	XP_034179530.1	XP_017889387.1
OG0005065	XP_034193680.1	XP_017889660.1
OG0005066	XP_034193933.1	XP_026673989.1, XP_026673990.1
OG0005067	XP_034179283.1	XP_017889600.1
OG0005068	XP_034193903.1	XP_017889545.1
OG0005069	XP_034193489.1	XP_017889572.1
OG0005070	XP_034193478.1, XP_034193477.1	XP_017889484.1
OG0005071	XP_034179025.1	XP_026670767.1, XP_026670759.1
OG0005072	XP_034179038.1	XP_017882850.1
OG0005073	XP_034194002.1	XP_017889687.1
OG0005074	XP_034173799.1	XP_017882218.2
OG0005075	XP_034179457.1, XP_034179455.1	XP_017891601.2
OG0005076	XP_034179194.1	XP_017889336.1
OG0005077	XP_034179232.1, XP_034179231.1	XP_026670750.1
OG0005078	XP_034193981.1	XP_017886316.1
OG0005079	XP_034179627.1	XP_017878130.1, XP_026668408.1
OG0005080	XP_034191287.1	XP_017886762.1
OG0005081	XP_034182849.1	XP_017890683.1
OG0005082	XP_034191393.1	XP_017877273.1
OG0005083	XP_034191327.1	XP_017886769.1, XP_017886772.1
OG0005084	XP_034186806.1, XP_034186807.1	XP_026673492.1
OG0005085	XP_034183007.1	XP_017878364.2
OG0005086	XP_034190748.1	XP_017882782.1
OG0005087	XP_034186851.1	XP_026667079.1
OG0005088	XP_034186772.1	XP_017882563.1
OG0005089	XP_034186912.1	XP_017893656.1
OG0005090	XP_034180194.1	XP_017882303.1
OG0005091	XP_034192264.1, XP_034192262.1	XP_017892830.1
OG0005092	XP_034173980.1	XP_017878772.1
OG0005093	XP_034178424.1	XP_026673233.1, XP_026673234.1
OG0005094	XP_034178562.1	XP_017885665.1
OG0005095	XP_034173219.1	XP_017885653.1
OG0005096	XP_034181631.1, XP_034181629.1	XP_017876949.1
OG0005098	XP_034172933.1	XP_017879709.1, XP_017879704.1
OG0005099	XP_034173482.1	XP_026669798.1
OG0005100	XP_034196256.1	XP_026673867.1, XP_017889218.1
OG0005102	XP_034187498.1	XP_017875751.1
OG0005103	XP_034173172.1	XP_017876121.1
OG0005104	XP_034186941.1	XP_017887930.1
OG0005105	XP_034196339.1	XP_026667409.1
OG0005106	XP_034173558.1	XP_017892372.1
OG0005107	XP_034176567.1	XP_017889117.1
OG0005108	XP_034179022.1	XP_017878850.2, XP_017877692.2
OG0005109	XP_034172501.1, XP_034172506.1	XP_017890751.1
OG0005110	XP_034189326.1	XP_017879209.1
OG0005111	XP_034189309.1, XP_034189307.1	XP_017892801.1
OG0005112	XP_034171858.1	XP_026675603.1
OG0005113	XP_034170891.1	XP_026675624.1
OG0005114	XP_034171943.1	XP_026671480.1
OG0005115	XP_034189254.1	XP_017883839.1
OG0005116	XP_034186222.1	XP_017893478.1
OG0005117	XP_034189597.1	XP_017875703.1
OG0005118	XP_034175170.1	XP_017876934.1
OG0005119	XP_034175837.1	XP_017878646.2
OG0005120	XP_034184986.1	XP_017880434.1
OG0005121	XP_034185015.1	XP_017889618.1
OG0005122	XP_034193192.1	XP_017887690.1
OG0005123	XP_034178243.1	XP_017891840.1
OG0005124	XP_034191537.1	XP_017884469.1
OG0005125	XP_034179220.1	XP_017889682.1
OG0005126	XP_034172477.1	XP_017880431.1
OG0005127	XP_034172624.1, XP_034172625.1	XP_017888951.1
OG0005128	XP_034173608.1	XP_017879702.1
OG0005129	XP_034195537.1	XP_017885228.1
OG0005130	XP_034195650.1	XP_017884696.1
OG0005131	XP_034173234.1	XP_026674298.1
OG0005132	XP_034189242.1	XP_017883772.1
OG0005134	XP_034171455.1	XP_017893564.1
OG0005135	XP_034182005.1	XP_017880587.1
OG0005137	XP_034173673.1	XP_017877954.1
OG0005138	XP_034173948.1	XP_017878788.1
OG0005139	XP_034177090.1	XP_017891795.1
OG0005140	XP_034176910.1	XP_017879821.1
OG0005141	XP_034176927.1	XP_017883540.1
OG0005142	XP_034174669.1	XP_017885782.1
OG0005143	XP_034191332.1	XP_017880172.1
OG0005144	XP_034177482.1	XP_017876402.1
OG0005145	XP_034178089.1	XP_017885982.1
OG0005146	XP_034178284.1	XP_017885987.1
OG0005147	XP_034181461.1	XP_017892180.1
OG0005148	XP_034185226.1	XP_017876003.1
OG0005149	XP_034185604.1	XP_017887842.1
OG0005150	XP_034173181.1	XP_017876120.1, XP_017876119.1
OG0005151	XP_034174091.1	XP_017881782.1
OG0005152	XP_034172214.1	XP_017877982.1
OG0005153	XP_034188475.1	XP_017884060.1
OG0005154	XP_034179828.1	XP_017879436.1, XP_017889385.1
OG0005155	XP_034186445.1	XP_017888631.1
OG0005156	XP_034184138.1	XP_026670838.1
OG0005157	XP_034190295.1	XP_017877258.1
OG0005158	XP_034190508.1	XP_017890828.1
OG0005159	XP_034188474.1	XP_017887307.1
OG0005160	XP_034195171.1	XP_017879695.1
OG0005161	XP_034173939.1	XP_017893116.1
OG0005162	XP_034188240.1	XP_017880979.1
OG0005163	XP_034178988.1	XP_026674216.1
OG0005164	XP_034185562.1	XP_017875594.1
OG0005165	XP_034183254.1	XP_017879900.1
OG0005166	XP_034175695.1	XP_017893671.1, XP_017882693.1
OG0005167	XP_034177996.1	XP_017881395.1
OG0005168	XP_034172393.1	XP_017889584.1
OG0005169	XP_034190490.1	XP_017891809.1
OG0005170	XP_034184875.1	XP_017877654.1
OG0005171	XP_034186433.1	XP_017884079.1, XP_017892816.1
OG0005172	XP_034187500.1, XP_034187501.1	XP_026669885.1
OG0005173	XP_034180279.1	XP_017885119.1
OG0005174	XP_034172961.1	XP_017888969.1
OG0005175	XP_034191465.1	XP_017893135.1
OG0005176	XP_034189590.1	XP_017885152.1
OG0005177	XP_034192634.1	XP_017890204.1
OG0005178	XP_034183782.1	XP_017881285.1
OG0005180	XP_034170844.1	XP_017879506.1, XP_017879514.1
OG0005181	XP_034175879.1	XP_026672232.1
OG0005182	XP_034187067.1	XP_017882557.1
OG0005183	XP_034191505.1, XP_034195281.1, XP_034195259.1	XP_017888133.1
OG0005184	XP_034190207.1	XP_017881442.1, XP_017881443.1
OG0005185	XP_034188489.1	XP_017887359.1
OG0005186	XP_034188373.1	XP_017885880.1
OG0005187	XP_034194285.1	XP_017880760.1
OG0005188	XP_034176780.1, XP_034176781.1	XP_017883503.1
OG0005189	XP_034178711.1, XP_034178710.1	XP_026666947.1, XP_026666948.1
OG0005190	XP_034189983.1	XP_017877386.1
OG0005191	XP_034186224.1	XP_017876474.1
OG0005192	XP_034185837.1	XP_017876491.1, XP_017876490.1
OG0005193	XP_034189743.1	XP_026675501.1, XP_017887134.1
OG0005194	XP_034183784.1	XP_017876552.1, XP_017876551.1
OG0005195	XP_034175663.1	XP_017878998.1
OG0005196	XP_034176087.1	XP_017878587.1
OG0005197	XP_034179077.1	XP_017882843.1, XP_026670795.1
OG0005198	XP_034191363.1	XP_017888501.1
OG0005199	XP_034191222.1	XP_017884120.1
OG0005200	XP_034182925.1	XP_017889318.1
OG0005201	XP_034178263.1	XP_017893401.1
OG0005202	XP_034178216.1	XP_017891918.1
OG0005203	XP_034178801.1	XP_017888559.1
OG0005204	XP_034178466.1	XP_017883011.1
OG0005205	XP_034178469.1	XP_017886201.2
OG0005206	XP_034191551.1, XP_034191550.1	XP_017884916.1
OG0005207	XP_034192045.1	XP_026667127.1
OG0005208	XP_034191600.1	XP_017875552.1, XP_026667115.1
OG0005209	XP_034180606.1	XP_017884499.1
OG0005210	XP_034191842.1	XP_026671882.1, XP_017884824.1
OG0005211	XP_034179996.1, XP_034179997.1	XP_017884787.1
OG0005212	XP_034172865.1	XP_017892367.1
OG0005213	XP_034189273.1	XP_017878203.1
OG0005214	XP_034171601.1, XP_034171603.1, XP_034171602.1	XP_026671452.1
OG0005215	XP_034170908.1	XP_017878221.1, XP_026668443.1, XP_017878199.1
OG0005216	XP_034188323.1	XP_017887130.1
OG0005217	XP_034181906.1	XP_017882321.1, XP_026670739.1
OG0005218	XP_034191314.1	XP_017880245.1
OG0005219	XP_034195813.1	XP_026675530.1, XP_017892602.1
OG0005220	XP_034194558.1	XP_017875209.1
OG0005221	XP_034184941.1	XP_017879543.1
OG0005222	XP_034171949.1	XP_017893214.1
OG0005223	XP_034181270.1	XP_017885619.1
OG0005224	XP_034171495.1	XP_017884349.1
OG0005225	XP_034185181.1	XP_017883452.1
OG0005226	XP_034194275.1	XP_017880755.1
OG0005227	XP_034183441.1	XP_026674679.1
OG0005229	XP_034184653.1	XP_017881462.1
OG0005230	XP_034173162.1	XP_026667436.1, XP_017882802.1
OG0005231	XP_034188283.1	XP_017885473.1
OG0005232	XP_034186540.1	XP_017886830.1
OG0005233	XP_034192650.1	XP_017890157.1
OG0005234	XP_034175844.1	XP_017887563.1
OG0005235	XP_034189582.1	XP_017878753.1
OG0005236	XP_034190241.1	XP_017885851.1
OG0005237	XP_034187013.1	XP_017883685.1
OG0005238	XP_034181797.1	XP_017893289.1
OG0005239	XP_034183930.1	XP_017884520.1
OG0005240	XP_034174853.1	XP_017881783.1
OG0005241	XP_034182953.1	XP_017880229.1
OG0005242	XP_034185353.1	XP_017880092.1
OG0005243	XP_034190563.1, XP_034190564.1	XP_017881884.1
OG0005244	XP_034176945.1	XP_017890703.1
OG0005245	XP_034186091.1	XP_017875730.1
OG0005246	XP_034186543.1	XP_017886760.1
OG0005247	XP_034195482.1	XP_017875580.1
OG0005248	XP_034181056.1	XP_017892278.1
OG0005249	XP_034184709.1	XP_017892493.1, XP_017892492.1
OG0005250	XP_034170992.1	XP_017876780.1
OG0005251	XP_034170874.1	XP_017884077.1
OG0005252	XP_034193111.1	XP_017885075.1
